Date,FlexiGroup Ltd/Australia
20081027,331.19548334499837
20081028,330.79860288188706
20081029,312.01610622974187
20081030,289.75329675105314
20081031,291.3011406173571
20081101,291.3011406173571
20081102,291.3011406173571
20081103,231.59892709640505
20081104,227.48915166033623
20081105,225.34995124462515
20081106,253.26065318326326
20081107,311.36161078479023
20081108,311.36161078479023
20081109,311.36161078479023
20081110,268.8883620336956
20081111,304.2885984780284
20081112,313.16494643540506
20081113,393.8918226285478
20081114,337.9491478459811
20081115,337.9491478459811
20081116,337.9491478459811
20081117,418.5166465960135
20081118,315.04440710366566
20081119,272.7439290038308
20081120,339.2419228470438
20081121,389.176438569222
20081122,389.176438569222
20081123,389.176438569222
20081124,345.63550500250534
20081125,320.1378332642242
20081126,404.1121381259702
20081127,400.16239319448204
20081128,329.7272774727164
20081129,329.7272774727164
20081130,329.7272774727164
20081201,315.3429365217009
20081202,324.96097762647537
20081203,329.4113191193692
20081204,321.2437397788745
20081205,371.5109721437789
20081206,371.5109721437789
20081207,371.5109721437789
20081208,308.6055631092171
20081209,339.36369435766414
20081210,354.93878234274047
20081211,370.4568177845482
20081212,384.1802688496019
20081213,384.1802688496019
20081214,384.1802688496019
20081215,344.1567033651878
20081216,313.24583341830527
20081217,338.2199504025389
20081218,289.76591808159026
20081219,331.752349476476
20081220,331.752349476476
20081221,331.752349476476
20081222,347.9206119701437
20081223,348.7498683022473
20081224,328.1061408490887
20081225,328.1061408490887
20081226,328.1061408490887
20081227,328.1061408490887
20081228,328.1061408490887
20081229,314.96106863097805
20081230,266.231556239903
20081231,262.55987710365616
20090101,262.55987710365616
20090102,236.6142567985084
20090103,236.6142567985084
20090104,236.6142567985084
20090105,226.47686150362122
20090106,192.48803117645784
20090107,142.0502642923172
20090108,128.69112186801914
20090109,137.24170810530592
20090110,137.24170810530592
20090111,137.24170810530592
20090112,131.45026549494608
20090113,133.01375295831232
20090114,143.41122052887414
20090115,164.4836600573433
20090116,159.154375671937
20090117,159.154375671937
20090118,159.154375671937
20090119,176.62686891247827
20090120,200.2746300765011
20090121,205.0544424573456
20090122,194.34067986602048
20090123,200.70014653065564
20090124,200.70014653065564
20090125,200.70014653065564
20090126,200.70014653065564
20090127,193.21429791626431
20090128,183.76364809551956
20090129,178.7575965577334
20090130,198.43319844731877
20090131,198.43319844731877
20090201,198.43319844731877
20090202,212.0973804453803
20090203,215.85440106074154
20090204,181.24327463212907
20090205,192.22190335417363
20090206,184.44484760984253
20090207,184.44484760984253
20090208,184.44484760984253
20090209,161.6016174390754
20090210,175.70303658298113
20090211,179.4889653217087
20090212,178.43126525026184
20090213,190.86099947522737
20090214,190.86099947522737
20090215,190.86099947522737
20090216,203.9843168100395
20090217,237.68496971648432
20090218,184.55392630277103
20090219,155.69916986198874
20090220,163.19445823931238
20090221,163.19445823931238
20090222,163.19445823931238
20090223,148.60981649900893
20090224,152.44480663344345
20090225,147.3432037390973
20090226,144.4975943173416
20090227,122.05045705084308
20090228,122.05045705084308
20090301,122.05045705084308
20090302,119.50797870117142
20090303,111.42754630587076
20090304,116.50280187892766
20090305,113.7487850219606
20090306,119.8193426887394
20090307,119.8193426887394
20090308,119.8193426887394
20090309,131.56472015647907
20090310,149.86802212037125
20090311,147.64854756152332
20090312,177.03562383863857
20090313,142.10535210489638
20090314,142.10535210489638
20090315,142.10535210489638
20090316,146.26265543233842
20090317,146.1462689153841
20090318,140.458863369781
20090319,144.16161786181323
20090320,148.0728615858243
20090321,148.0728615858243
20090322,148.0728615858243
20090323,142.7415400398958
20090324,141.44628914121049
20090325,136.81872320695334
20090326,129.58427791381496
20090327,119.56074087375069
20090328,119.56074087375069
20090329,119.56074087375069
20090330,121.81018010343595
20090331,112.03734899088018
20090401,119.66358857549221
20090402,105.54787994965437
20090403,92.8285276004292
20090404,92.8285276004292
20090405,92.8285276004292
20090406,81.33695621881155
20090407,79.83667377610935
20090408,73.72396271869108
20090409,68.56855827958867
20090410,68.56855827958867
20090411,68.56855827958867
20090412,68.56855827958867
20090413,68.56855827958867
20090414,59.84603199728086
20090415,63.3065898424953
20090416,64.47463863219268
20090417,54.48543188467429
20090418,54.48543188467429
20090419,54.48543188467429
20090420,58.75035194261758
20090421,61.660829291450035
20090422,65.37945287511785
20090423,65.96838870432983
20090424,69.1476589739842
20090425,69.1476589739842
20090426,69.1476589739842
20090427,71.62638145328371
20090428,68.63095083264888
20090429,61.71118469075474
20090430,67.90518331790057
20090501,61.5288966116179
20090502,61.5288966116179
20090503,61.5288966116179
20090504,56.98900441051179
20090505,51.76182363458649
20090506,49.94848764332771
20090507,40.93453425721723
20090508,37.79857662126608
20090509,37.79857662126608
20090510,37.79857662126608
20090511,34.92336476791362
20090512,37.17407361330837
20090513,38.40675999851325
20090514,43.7416480889518
20090515,44.670082185561704
20090516,44.670082185561704
20090517,44.670082185561704
20090518,49.68181451826241
20090519,41.48244327066146
20090520,41.64936984591005
20090521,41.63815286992062
20090522,42.88944097956816
20090523,42.88944097956816
20090524,42.88944097956816
20090525,42.13072952380588
20090526,42.913242084322036
20090527,39.956871160571865
20090528,40.86800634774536
20090529,43.55447386181554
20090530,43.55447386181554
20090531,43.55447386181554
20090601,42.03889032977303
20090602,38.818677008654035
20090603,37.26168244766351
20090604,37.42657217916318
20090605,37.05850408530148
20090606,37.05850408530148
20090607,37.05850408530148
20090608,37.05850408530148
20090609,35.814193389542865
20090610,32.76407067618565
20090611,30.897581604698754
20090612,29.68763823200624
20090613,29.68763823200624
20090614,29.68763823200624
20090615,31.412443324801295
20090616,32.11628080185983
20090617,33.128092353780694
20090618,31.55555891347965
20090619,32.39518113768713
20090620,32.39518113768713
20090621,32.39518113768713
20090622,34.44890629985533
20090623,37.57331098061568
20090624,38.113576116543555
20090625,39.138112401747975
20090626,35.716312264768696
20090627,35.716312264768696
20090628,35.716312264768696
20090629,37.19394437594148
20090630,35.723345551587094
20090701,37.81691375969244
20090702,35.96669802765507
20090703,36.97440510079939
20090704,36.97440510079939
20090705,36.97440510079939
20090706,37.76303674612955
20090707,39.11013202613648
20090708,42.680017635929374
20090709,44.85664950123466
20090710,41.44004715504119
20090711,41.44004715504119
20090712,41.44004715504119
20090713,44.03457002024151
20090714,40.84090693391838
20090715,38.10305176955484
20090716,34.094029778192876
20090717,34.758187547661194
20090718,34.758187547661194
20090719,34.758187547661194
20090720,33.77832824867095
20090721,32.26260739413593
20090722,32.348060998028075
20090723,33.02460372053578
20090724,32.13123102447499
20090725,32.13123102447499
20090726,32.13123102447499
20090727,29.058936629548455
20090728,19.324374559778196
20090729,20.298398084613915
20090730,16.488042585357135
20090731,20.171216029989143
20090801,20.171216029989143
20090802,20.171216029989143
20090803,21.324318074796142
20090804,20.971936007032873
20090805,20.49527471924314
20090806,20.39994120585912
20090807,20.628378754450882
20090808,20.628378754450882
20090809,20.628378754450882
20090810,20.55372654273057
20090811,20.607921992616728
20090812,21.901984330621122
20090813,20.521887752403504
20090814,19.88384934347177
20090815,19.88384934347177
20090816,19.88384934347177
20090817,19.555095235681584
20090818,20.945647054975296
20090819,19.29851617209837
20090820,15.660656793410528
20090821,13.121021326624646
20090822,13.121021326624646
20090823,13.121021326624646
20090824,12.917319933604118
20090825,12.82982951420212
20090826,12.691879929140784
20090827,13.083666471306795
20090828,12.808908276865322
20090829,12.808908276865322
20090830,12.808908276865322
20090831,15.375141441492758
20090901,16.249548163034607
20090902,16.067398560840644
20090903,15.934777505407963
20090904,15.086695870180149
20090905,15.086695870180149
20090906,15.086695870180149
20090907,14.854648083569742
20090908,13.860618821525886
20090909,13.719512666988825
20090910,14.252547876558241
20090911,14.00210149435593
20090912,14.00210149435593
20090913,14.00210149435593
20090914,14.636027952827217
20090915,13.397230519441585
20090916,12.056242750433624
20090917,11.688722613436394
20090918,10.84228442471129
20090919,10.84228442471129
20090920,10.84228442471129
20090921,11.433217567656502
20090922,11.31988973050273
20090923,11.231658672309512
20090924,10.944359138896418
20090925,11.042833171979122
20090926,11.042833171979122
20090927,11.042833171979122
20090928,11.260829429853585
20090929,11.127594388313346
20090930,11.593742039507344
20091001,12.718567325589527
20091002,13.727072400947867
20091003,13.727072400947867
20091004,13.727072400947867
20091005,14.349474966971524
20091006,12.545909480288906
20091007,11.346749889821337
20091008,11.32303133985329
20091009,11.254922683153687
20091010,11.254922683153687
20091011,11.254922683153687
20091012,11.28355517678314
20091013,11.634018428418532
20091014,11.765184645893877
20091015,11.453597636337046
20091016,11.388851742074838
20091017,11.388851742074838
20091018,11.388851742074838
20091019,12.064543264814814
20091020,11.453400806615976
20091021,11.338157546465617
20091022,11.821686445128831
20091023,11.619229082654078
20091024,11.619229082654078
20091025,11.619229082654078
20091026,12.01253914184336
20091027,12.596169718946124
20091028,13.775143792759689
20091029,16.08721852034866
20091030,13.503529914373985
20091031,13.503529914373985
20091101,13.503529914373985
20091102,14.277396841077397
20091103,14.951295012322037
20091104,14.81128977483507
20091105,15.26709137627515
20091106,14.48633126461011
20091107,14.48633126461011
20091108,14.48633126461011
20091109,14.47534179083165
20091110,15.275031494291834
20091111,15.131258913514703
20091112,14.81337981340597
20091113,14.826926293918003
20091114,14.826926293918003
20091115,14.826926293918003
20091116,14.82332061839575
20091117,15.112114117795707
20091118,16.150419567776048
20091119,15.385519701251996
20091120,15.908966630656145
20091121,15.908966630656145
20091122,15.908966630656145
20091123,15.227537277218435
20091124,15.817222958115227
20091125,15.168279466457632
20091126,13.880878068422621
20091127,14.736232328359922
20091128,14.736232328359922
20091129,14.736232328359922
20091130,11.429772275211352
20091201,12.022349033287469
20091202,12.47324610657694
20091203,12.344268744005744
20091204,12.615417803606825
20091205,12.615417803606825
20091206,12.615417803606825
20091207,13.253612780096294
20091208,13.332883723830436
20091209,14.230406042008424
20091210,15.09212654439453
20091211,16.134558778283903
20091212,16.134558778283903
20091213,16.134558778283903
20091214,16.60375055983758
20091215,16.069998920688285
20091216,16.76974440245311
20091217,16.821955578638295
20091218,17.3458491017062
20091219,17.3458491017062
20091220,17.3458491017062
20091221,16.917751729687602
20091222,16.603866040143426
20091223,17.323053883769052
20091224,16.864806675580795
20091225,16.864806675580795
20091226,16.864806675580795
20091227,16.864806675580795
20091228,16.864806675580795
20091229,16.426686851207304
20091230,16.224876885627875
20091231,15.530588662421874
20100101,15.530588662421874
20100102,15.530588662421874
20100103,15.530588662421874
20100104,15.164755576498502
20100105,15.383302420017838
20100106,14.79468969259545
20100107,14.853539903763606
20100108,15.730058983183408
20100109,15.730058983183408
20100110,15.730058983183408
20100111,16.34137782989862
20100112,15.56200899056141
20100113,15.219428432689305
20100114,14.974278419972906
20100115,15.1453932361231
20100116,15.1453932361231
20100117,15.1453932361231
20100118,15.868790817777619
20100119,15.912041758773142
20100120,16.104101392142503
20100121,16.40401887353302
20100122,16.731786811741003
20100123,16.731786811741003
20100124,16.731786811741003
20100125,17.267448646672985
20100126,17.267448646672985
20100127,17.601581359930794
20100128,18.267994198482377
20100129,17.724897559262587
20100130,17.724897559262587
20100131,17.724897559262587
20100201,20.5268325134482
20100202,17.720115992856986
20100203,16.449897212611138
20100204,17.179895657152404
20100205,18.680355695528256
20100206,18.680355695528256
20100207,18.680355695528256
20100208,18.72287360097819
20100209,19.79928971264395
20100210,18.82503086680833
20100211,18.92999869973174
20100212,18.636002352860032
20100213,18.636002352860032
20100214,18.636002352860032
20100215,19.193456242769987
20100216,19.251210595153996
20100217,18.564466371298252
20100218,19.21401652878393
20100219,18.495906857906007
20100220,18.495906857906007
20100221,18.495906857906007
20100222,17.87547591521207
20100223,17.097061102918158
20100224,21.80030845522264
20100225,20.614711333332778
20100226,20.241396433861112
20100227,20.241396433861112
20100228,20.241396433861112
20100301,20.97922418141979
20100302,18.935599966618717
20100303,18.92627285094011
20100304,19.500677825914867
20100305,19.144534429879023
20100306,19.144534429879023
20100307,19.144534429879023
20100308,18.666593442861515
20100309,19.274380981289905
20100310,19.665933499151837
20100311,19.941920308795616
20100312,19.58953778731525
20100313,19.58953778731525
20100314,19.58953778731525
20100315,20.5498957593547
20100316,21.140534899513714
20100317,20.56368304249415
20100318,20.714379500178886
20100319,20.897946042621243
20100320,20.897946042621243
20100321,20.897946042621243
20100322,21.10509134737971
20100323,21.4470203017373
20100324,21.14845494328479
20100325,22.785434098547938
20100326,23.379622379496777
20100327,23.379622379496777
20100328,23.379622379496777
20100329,22.88838690880798
20100330,23.99337326481203
20100331,21.345289546591268
20100401,22.63861312756999
20100402,22.63861312756999
20100403,22.63861312756999
20100404,22.63861312756999
20100405,22.63861312756999
20100406,20.54203629779776
20100407,19.207580765105288
20100408,18.740576774447593
20100409,18.94794182042594
20100410,18.94794182042594
20100411,18.94794182042594
20100412,19.690940655693485
20100413,19.961279822797803
20100414,19.285087174163813
20100415,20.0712129198144
20100416,20.176705240244267
20100417,20.176705240244267
20100418,20.176705240244267
20100419,20.559887695547445
20100420,20.48950247384693
20100421,22.10844579415383
20100422,22.91527692779757
20100423,23.538569285782604
20100424,23.538569285782604
20100425,23.538569285782604
20100426,23.538569285782604
20100427,23.930024454713823
20100428,22.812502717703623
20100429,22.989532574532753
20100430,21.28582155896425
20100501,21.28582155896425
20100502,21.28582155896425
20100503,22.436659551669532
20100504,22.872383533873432
20100505,24.643059103126646
20100506,28.994085643342803
20100507,28.954641718469446
20100508,28.954641718469446
20100509,28.954641718469446
20100510,26.572200901155192
20100511,27.00913398575618
20100512,26.458875629284
20100513,24.936028228081327
20100514,24.89435654420875
20100515,24.89435654420875
20100516,24.89435654420875
20100517,26.884265461672037
20100518,28.40055532539432
20100519,32.33096473023869
20100520,31.85262941684469
20100521,33.59604148688871
20100522,33.59604148688871
20100523,33.59604148688871
20100524,31.749382319416313
20100525,31.85566668886622
20100526,33.38180751941412
20100527,33.5762737404817
20100528,31.319685977004713
20100529,31.319685977004713
20100530,31.319685977004713
20100531,31.2609077465753
20100601,32.16462131234775
20100602,33.08844701473571
20100603,31.57275003753542
20100604,31.714643282896898
20100605,31.714643282896898
20100606,31.714643282896898
20100607,32.411832648203976
20100608,34.12250213095073
20100609,33.18125252489928
20100610,32.76861820620632
20100611,31.337564903706692
20100612,31.337564903706692
20100613,31.337564903706692
20100614,31.337564903706692
20100615,30.29551695984094
20100616,28.64942766882683
20100617,29.083831369724123
20100618,29.14638320772932
20100619,29.14638320772932
20100620,29.14638320772932
20100621,26.500524113604566
20100622,23.28668330933069
20100623,23.787255056311984
20100624,23.710756889854757
20100625,23.670298524802586
20100626,23.670298524802586
20100627,23.670298524802586
20100628,23.87895615802055
20100629,24.274098400584332
20100630,25.382981825237042
20100701,27.72840481106876
20100702,26.56512795830915
20100703,26.56512795830915
20100704,26.56512795830915
20100705,26.606687675151232
20100706,26.608870600029302
20100707,26.070311272587062
20100708,24.428392321660557
20100709,23.408913337412624
20100710,23.408913337412624
20100711,23.408913337412624
20100712,25.890776893423237
20100713,25.663894038748282
20100714,25.360974896430708
20100715,25.527781131945435
20100716,26.315266939561354
20100717,26.315266939561354
20100718,26.315266939561354
20100719,26.961907373986758
20100720,27.713160406573333
20100721,26.87824800221207
20100722,27.10965183990554
20100723,27.206351302140213
20100724,27.206351302140213
20100725,27.206351302140213
20100726,27.06704972418622
20100727,27.661214734252425
20100728,28.873513450162548
20100729,26.959317482524334
20100730,23.46277017800325
20100731,23.46277017800325
20100801,23.46277017800325
20100802,22.665620960641814
20100803,22.697397335511123
20100804,23.066988827284337
20100805,22.762720627531838
20100806,23.5388615752826
20100807,23.5388615752826
20100808,23.5388615752826
20100809,23.038956238997507
20100810,23.38880890047523
20100811,25.688795334360798
20100812,27.593617853206357
20100813,27.59369342595574
20100814,27.59369342595574
20100815,27.59369342595574
20100816,26.6367485600052
20100817,21.09410690580018
20100818,21.43841892076894
20100819,21.83280904686828
20100820,23.888527342390333
20100821,23.888527342390333
20100822,23.888527342390333
20100823,22.912249531689227
20100824,19.89036320243828
20100825,20.991578630558347
20100826,19.495964058562752
20100827,19.429376413080732
20100828,19.429376413080732
20100829,19.429376413080732
20100830,18.40268493257517
20100831,16.489821350629352
20100901,15.262856940269117
20100902,13.970263003839252
20100903,14.109040365993994
20100904,14.109040365993994
20100905,14.109040365993994
20100906,14.050340683610072
20100907,13.995895328756992
20100908,14.174603334232058
20100909,13.7429407144912
20100910,14.356964128662902
20100911,14.356964128662902
20100912,14.356964128662902
20100913,14.097461936994799
20100914,13.944332321160385
20100915,13.81380384882994
20100916,14.21273663228151
20100917,15.425836377778875
20100918,15.425836377778875
20100919,15.425836377778875
20100920,15.374137359797766
20100921,15.051992670913712
20100922,15.79869019404134
20100923,16.633863096744584
20100924,17.173376137796186
20100925,17.173376137796186
20100926,17.173376137796186
20100927,16.848248568795633
20100928,15.98742806391896
20100929,14.134354015256775
20100930,13.310411849064822
20101001,13.645211714736636
20101002,13.645211714736636
20101003,13.645211714736636
20101004,13.38099303110519
20101005,14.252045825211088
20101006,14.886170995696197
20101007,12.93343050219336
20101008,13.836319110859058
20101009,13.836319110859058
20101010,13.836319110859058
20101011,13.060573227586033
20101012,13.77363936533736
20101013,13.057771604933489
20101014,13.283181901007472
20101015,12.872118748681622
20101016,12.872118748681622
20101017,12.872118748681622
20101018,13.018477638635732
20101019,12.71455002351376
20101020,12.988407554248168
20101021,12.775496689643704
20101022,12.850158985938341
20101023,12.850158985938341
20101024,12.850158985938341
20101025,12.747866789501934
20101026,12.806100931555086
20101027,12.948018966267714
20101028,12.340550144679913
20101029,11.086351979123279
20101030,11.086351979123279
20101031,11.086351979123279
20101101,10.667385258776168
20101102,10.543822178189608
20101103,10.663392173676817
20101104,11.553350071045768
20101105,11.060790471797805
20101106,11.060790471797805
20101107,11.060790471797805
20101108,10.885414689661996
20101109,10.79531851388335
20101110,11.555355213161153
20101111,11.229865280156123
20101112,11.553401150052565
20101113,11.553401150052565
20101114,11.553401150052565
20101115,11.74694362689777
20101116,11.397129897608947
20101117,10.665543217629414
20101118,10.139493897160179
20101119,10.144268109371609
20101120,10.144268109371609
20101121,10.144268109371609
20101122,10.084191924460194
20101123,10.392914116911129
20101124,10.641445156179383
20101125,11.149924752568095
20101126,11.28893819244259
20101127,11.28893819244259
20101128,11.28893819244259
20101129,11.487273567816116
20101130,9.679122649081016
20101201,10.204793578224674
20101202,10.348758523051702
