Date,Soneri Bank Ltd
20100816,327.62027030215467
20100817,310.95118779097635
20100818,318.1106059349353
20100819,329.337235592946
20100820,323.33560507632484
20100821,323.33560507632484
20100822,323.33560507632484
20100823,324.1121811902304
20100824,335.535825665015
20100825,354.6755816548296
20100826,331.9390797083739
20100827,345.2472883779996
20100828,345.2472883779996
20100829,345.2472883779996
20100830,361.0348939987354
20100831,332.5273058610476
20100901,348.0621714374376
20100902,354.17183480961256
20100903,353.8700216600064
20100904,353.8700216600064
20100905,353.8700216600064
20100906,364.4959995860361
20100907,366.4567996186089
20100908,360.8428521428941
20100909,369.63941502609356
20100910,369.63941502609356
20100911,369.63941502609356
20100912,369.63941502609356
20100913,369.63941502609356
20100914,352.50062470383796
20100915,355.4486200564745
20100916,369.15601098485934
20100917,371.5236845880328
20100918,371.5236845880328
20100919,371.5236845880328
20100920,380.32046459245475
20100921,397.02779842479487
20100922,417.44988115694053
20100923,455.5643626096079
20100924,421.6258319428265
20100925,421.6258319428265
20100926,421.6258319428265
20100927,421.0714674160349
20100928,395.04540049217695
20100929,407.9542088473424
20100930,399.6291452956268
20101001,411.87524888588524
20101002,411.87524888588524
20101003,411.87524888588524
20101004,425.4831896300761
20101005,421.65241556608396
20101006,430.0307956215827
20101007,410.7407997694036
20101008,408.1093488171758
20101009,408.1093488171758
20101010,408.1093488171758
20101011,406.76811431359
20101012,380.1533241802811
20101013,376.63662957872185
20101014,367.5028757118419
20101015,369.65715387900576
20101016,369.65715387900576
20101017,369.65715387900576
20101018,357.18399335464403
20101019,354.7974067374821
20101020,344.1840073675437
20101021,337.1373686035486
20101022,340.59970703908596
20101023,340.59970703908596
20101024,340.59970703908596
20101025,322.2934940641714
20101026,311.3858893944107
20101027,279.07272446245133
20101028,289.2538320711335
20101029,279.9133925254405
20101030,279.9133925254405
20101031,279.9133925254405
20101101,292.5571462785905
20101102,271.2400369985883
20101103,279.2098109175573
20101104,266.96047464968296
20101105,261.546915262753
20101106,261.546915262753
20101107,261.546915262753
20101108,260.29952376379106
20101109,260.29952376379106
