Date,Metro Land Corp Ltd
20011102,1155.7716572515824
20011103,1155.7716572515824
20011104,1155.7716572515824
20011105,1151.8083127468237
20011106,1160.3669725769596
20011107,1237.2023015597258
20011108,1236.2227748100177
20011109,1214.679313645598
20011110,1214.679313645598
20011111,1214.679313645598
20011112,1222.5154288593333
20011113,1233.0804090582587
20011114,1208.3145550279216
20011115,1185.5877553718417
20011116,1161.8272058182747
20011117,1161.8272058182747
20011118,1161.8272058182747
20011119,1134.6257892137112
20011120,1120.6815328477703
20011121,1133.315069554967
20011122,1114.5983352633432
20011123,1105.6286755516342
20011124,1105.6286755516342
20011125,1105.6286755516342
20011126,1118.7100798899833
20011127,1102.0684882574797
20011128,1078.9274780158291
20011129,1084.168721354065
20011130,1063.4039686727576
20011201,1060.6580994553706
20011202,1060.6580994553706
20011203,1050.7828544358103
20011204,1046.071458413453
20011205,1066.26006674632
20011206,1059.3685118500819
20011207,1068.0400158458797
20011208,1068.0400158458797
20011209,1068.0400158458797
20011210,1064.2153323481996
20011211,1073.7172407510477
20011212,1084.2628127046378
20011213,1083.0336130845633
20011214,1093.451030183561
20011215,1093.451030183561
20011216,1093.451030183561
20011217,1088.4209956875131
20011218,1075.4152977813292
20011219,1075.6409188059672
20011220,1097.866229622115
20011221,1095.9315568302952
20011222,1095.9315568302952
20011223,1095.9315568302952
20011224,1109.8698150452324
20011225,1097.41085663713
20011226,1093.422020532273
20011227,1094.2990555137221
20011228,1068.9957247230745
20011229,1068.9957247230745
20011230,1068.9957247230745
20011231,1030.2664773465501
20020101,1027.418493530287
20020102,1027.418493530287
20020103,1027.418493530287
20020104,1048.2058060484437
20020105,1048.2058060484437
20020106,1048.2058060484437
20020107,1049.7813901774553
20020108,1051.3307167209714
20020109,1052.5117263200607
20020110,1052.8358336876504
20020111,1084.7054737369078
20020112,1084.7054737369078
20020113,1084.7054737369078
20020114,1155.6599953098007
20020115,1235.4177244249634
20020116,1198.3924293194095
20020117,1224.315799046784
20020118,1169.9147926281498
20020119,1169.9147926281498
20020120,1169.9147926281498
20020121,1202.2334112720441
20020122,1187.4572291764646
20020123,1112.4812677367227
20020124,1099.4538335479658
20020125,1095.0512546600191
20020126,1095.0512546600191
20020127,1095.0512546600191
20020128,1196.3689906921911
20020129,1123.805546731212
20020130,1094.3134460816063
20020131,1094.304072468544
20020201,1062.3629180051933
20020202,1062.3629180051933
20020203,1062.3629180051933
20020204,1046.3188995719247
20020205,1034.768844232336
20020206,1087.90973802312
20020207,1045.503711489615
20020208,1045.8655164298655
20020209,1045.8655164298655
20020210,1045.8655164298655
20020211,1045.8655164298655
20020212,1045.8655164298655
20020213,1045.8655164298655
20020214,1045.8655164298655
20020215,1045.8655164298655
20020216,1045.8655164298655
20020217,1045.8655164298655
20020218,1045.8655164298655
20020219,1045.8655164298655
20020220,1045.8655164298655
20020221,1045.8655164298655
20020222,1045.8655164298655
20020223,1045.8655164298655
20020224,1045.8655164298655
20020225,1053.032380690826
20020226,1035.0011999591575
20020227,1031.5241940193584
20020228,1039.073962278787
20020301,1038.3828000887042
20020302,1038.3828000887042
20020303,1038.3828000887042
20020304,1018.1304808527052
20020305,1005.7504881709782
20020306,981.7774136079707
20020307,950.5939931942088
20020308,949.2333868284562
20020309,949.2333868284562
20020310,949.2333868284562
20020311,943.3097749933395
20020312,948.9349768622164
20020313,961.9574109234444
20020314,919.1491368893248
20020315,922.3739650733763
20020316,922.3739650733763
20020317,922.3739650733763
20020318,897.6540433054
20020319,877.0089677491604
20020320,859.395108701518
20020321,857.6382237557273
20020322,852.0821569583983
20020323,852.0821569583983
20020324,852.0821569583983
20020325,847.8056234582267
20020326,862.7271272798434
20020327,855.1187244722519
20020328,838.1756239488973
20020329,857.3424346457924
20020330,857.3424346457924
20020331,857.3424346457924
20020401,844.8303652982521
20020402,836.7955728697249
20020403,837.2382940618446
20020404,830.847221853728
20020405,830.1232794347937
20020406,830.1232794347937
20020407,830.1232794347937
20020408,834.3774375413965
20020409,806.4138368842731
20020410,818.3438799909127
20020411,826.2433762158638
20020412,834.3553974959747
20020413,834.3553974959747
20020414,834.3553974959747
20020415,833.8313678529391
20020416,831.2868572677058
20020417,830.1280400806825
20020418,834.2595392963248
20020419,830.2713842994722
20020420,830.2713842994722
20020421,830.2713842994722
20020422,846.2149968827058
20020423,842.472367663376
20020424,844.4439839805605
20020425,843.6343648653593
20020426,838.5538641478912
20020427,838.5538641478912
20020428,838.5538641478912
20020429,824.6400622859251
20020430,807.5735126405573
20020501,804.648774482751
20020502,804.648774482751
20020503,804.648774482751
20020504,804.648774482751
20020505,804.648774482751
20020506,804.648774482751
20020507,804.648774482751
20020508,806.2719956383903
20020509,788.1500215484066
20020510,796.9703941535755
20020511,796.9703941535755
20020512,796.9703941535755
20020513,792.2366905810452
20020514,780.42992542106
20020515,790.4073875074209
20020516,816.2053533395383
20020517,805.222663211437
20020518,805.222663211437
20020519,805.222663211437
20020520,804.0092574777193
20020521,794.0039141159294
20020522,792.041064909217
20020523,797.6483289245025
20020524,792.5403215557354
20020525,792.5403215557354
20020526,792.5403215557354
20020527,802.7605058618769
20020528,801.2654406007222
20020529,812.744794294771
20020530,783.8455135926414
20020531,776.9698044784453
20020601,773.9696860629942
20020602,773.9696860629942
20020603,790.7656106690887
20020604,741.222209476107
20020605,765.1682769736045
20020606,759.969712763068
20020607,756.6148722116544
20020608,756.6148722116544
20020609,756.6148722116544
20020610,780.165735544434
20020611,774.7486541784748
20020612,779.9919525161074
20020613,785.0708659868774
20020614,787.2208871299288
20020615,787.2208871299288
20020616,787.2208871299288
20020617,773.8189456112625
20020618,772.6014708642672
20020619,776.3018905229611
20020620,776.8860897576506
20020621,742.5287031489501
20020622,742.5287031489501
20020623,742.5287031489501
20020624,685.1240999168233
20020625,671.4174625626232
20020626,670.1924703161711
20020627,671.8039102417964
20020628,692.1977927241979
20020629,692.1977927241979
20020630,692.1977927241979
20020701,695.4741129955863
20020702,687.5693054200901
20020703,687.7255692719904
20020704,690.8828873422887
20020705,684.8865196236675
20020706,684.8865196236675
20020707,684.8865196236675
20020708,669.6050927373149
20020709,673.7904305263977
20020710,672.5100707072638
20020711,672.7741708417423
20020712,674.9791834039298
20020713,674.9791834039298
20020714,674.9791834039298
20020715,674.4137489699964
20020716,678.6546241728627
20020717,686.3259899230136
20020718,676.814686776195
20020719,680.8078696470403
20020720,680.8078696470403
20020721,680.8078696470403
20020722,680.8205509203955
20020723,677.2067504200191
20020724,679.8431736785498
20020725,684.8215489056233
20020726,682.0660656297149
20020727,682.0660656297149
20020728,682.0660656297149
20020729,693.6353264992009
20020730,698.6312455365329
20020731,695.5186924560297
20020801,688.1794481701365
20020802,695.8937216220737
20020803,695.8937216220737
20020804,695.8937216220737
20020805,691.1734687136717
20020806,692.7066187655764
20020807,690.0446643495433
20020808,690.1734736007716
20020809,693.7030948772871
20020810,693.7030948772871
20020811,693.7030948772871
20020812,693.8658796513064
20020813,695.226950826608
20020814,698.3805681929674
20020815,695.0469709694221
20020816,698.6663990448855
20020817,698.6663990448855
20020818,698.6663990448855
20020819,680.1764229104813
20020820,657.7926729840069
20020821,652.5770703560183
20020822,654.1598481361241
20020823,652.2077134011447
20020824,652.2077134011447
20020825,652.2077134011447
20020826,651.4047577630251
20020827,648.5624746376376
20020828,648.2671755032499
20020829,651.5171085057722
20020830,652.9165138656549
20020831,652.9165138656549
20020901,649.8744523579015
20020902,647.9605668798845
20020903,646.6602833377397
20020904,649.827185891864
20020905,649.9696390623935
20020906,647.7412610014887
20020907,647.7412610014887
20020908,647.7412610014887
20020909,653.0215570325076
20020910,641.9843297027796
20020911,634.8665190942484
20020912,616.7083242530364
20020913,610.9766423547061
20020914,610.9766423547061
20020915,610.9766423547061
20020916,607.2177978906669
20020917,621.0012928665368
20020918,616.1993129656314
20020919,623.8530247968972
20020920,619.5193754496979
20020921,619.5193754496979
20020922,619.5193754496979
20020923,618.5928552587606
20020924,624.7905939883196
20020925,613.5304765960113
20020926,613.7301110335436
20020927,607.3344424493572
20020928,607.3344424493572
20020929,607.3344424493572
20020930,607.3344424493572
20021001,604.3278483060886
20021002,604.3278483060886
20021003,604.3278483060886
20021004,604.3278483060886
20021005,604.3278483060886
20021006,604.3278483060886
20021007,604.3278483060886
20021008,614.4958085577941
20021009,641.3080548580701
20021010,641.8121623405364
20021011,645.549735643195
20021012,645.549735643195
20021013,645.549735643195
20021014,644.6918177904768
20021015,654.8374683897923
20021016,653.2853145542915
20021017,649.7670242610881
20021018,653.062600437241
20021019,653.062600437241
20021020,653.062600437241
20021021,655.8295665393035
20021022,666.0510825748399
20021023,658.1789246142257
20021024,648.8618339556525
20021025,646.0828352492556
20021026,646.0828352492556
20021027,646.0828352492556
20021028,670.4145999910997
20021029,668.2147215255771
20021030,672.9948687582157
20021031,664.3057569806693
20021101,662.9384352430809
20021102,662.9384352430809
20021103,662.9384352430809
20021104,660.1974033113988
20021105,650.4955999213772
20021106,643.5025193756429
20021107,653.5657861520962
20021108,652.6417606272163
20021109,652.6417606272163
20021110,652.6417606272163
20021111,646.9558962389941
20021112,645.3574974466866
20021113,685.1055227375225
20021114,696.1479492151483
20021115,704.8873353263024
20021116,704.8873353263024
20021117,704.8873353263024
20021118,713.0749900684795
20021119,702.5733602095986
20021120,713.2676031560118
20021121,723.4403453114484
20021122,713.9476940835482
20021123,713.9476940835482
20021124,713.9476940835482
20021125,707.4029068884769
20021126,710.6858622087689
20021127,732.0383972026553
20021128,719.3649831116426
20021129,708.937301611803
20021130,708.937301611803
20021201,705.0295930191309
20021202,713.564970958709
20021203,712.3462391808341
20021204,709.1088515375911
20021205,695.2234439697878
20021206,689.2155594948753
20021207,689.2155594948753
20021208,689.2155594948753
20021209,686.315235582651
20021210,706.534772075441
20021211,714.1714406781246
20021212,689.265308999142
20021213,705.0914926326972
20021214,705.0914926326972
20021215,705.0914926326972
20021216,713.8030052332167
20021217,722.5042322319667
20021218,727.6006537523466
20021219,736.2113522868157
20021220,731.8014777063177
20021221,731.8014777063177
20021222,731.8014777063177
20021223,715.9243172067224
20021224,725.5471805123921
20021225,730.6594664089138
20021226,768.7535779017578
20021227,763.7839618196608
20021228,763.7839618196608
20021229,763.7839618196608
20021230,775.9949485695885
20021231,780.7787911154188
20030101,776.2518632336102
20030102,779.6060229527795
20030103,781.4084541944575
20030104,781.4084541944575
20030105,781.4084541944575
20030106,764.4036815026562
20030107,771.233827179447
20030108,732.6305951266336
20030109,738.5401277391529
20030110,742.4085764070331
20030111,742.4085764070331
20030112,742.4085764070331
20030113,756.2403304277567
20030114,740.3977819858004
20030115,760.6029609319104
20030116,753.3718643146422
20030117,771.4453656928033
20030118,771.4453656928033
20030119,771.4453656928033
20030120,792.4376012480318
20030121,800.8152817716818
20030122,797.3526205692556
20030123,768.0480287499147
20030124,765.1790538885748
20030125,765.1790538885748
20030126,765.1790538885748
20030127,768.2286372834808
20030128,793.3551780809626
20030129,692.635561946796
20030130,692.635561946796
20030131,692.635561946796
20030201,688.3810098059362
20030202,688.3810098059362
20030203,688.3810098059362
20030204,688.3810098059362
20030205,688.3810098059362
20030206,688.3810098059362
20030207,688.3810098059362
20030208,688.3810098059362
20030209,688.3810098059362
20030210,682.9984892497679
20030211,674.7581091358467
20030212,659.9189652328278
20030213,666.874603365828
20030214,662.6727199909774
20030215,662.6727199909774
20030216,662.6727199909774
20030217,659.9285640056441
20030218,654.9734951843359
20030219,654.4312007579263
20030220,665.3662216417845
20030221,671.2637806820821
20030222,671.2637806820821
20030223,671.2637806820821
20030224,636.8584518167515
20030225,629.8534931084738
20030226,634.7234698928128
20030227,629.2115168711647
20030228,624.9594938841374
20030301,620.903017711116
20030302,620.903017711116
20030303,627.18378895713
20030304,627.0513860882335
20030305,629.5467176748537
20030306,640.2909918735522
20030307,650.3905998007821
20030308,650.3905998007821
20030309,650.3905998007821
20030310,658.9309919721179
20030311,653.9139663711746
20030312,653.6377812064765
20030313,620.7339548144363
20030314,618.6270464900912
20030315,618.6270464900912
20030316,618.6270464900912
20030317,631.2119633119248
20030318,641.242172670202
20030319,636.5287026717906
20030320,627.6676432847106
20030321,626.7705140460215
20030322,626.7705140460215
20030323,626.7705140460215
20030324,631.0005940356363
20030325,625.4612054574387
20030326,627.2828120363673
20030327,614.780091867354
20030328,624.0094221666035
20030329,624.0094221666035
20030330,624.0094221666035
20030331,622.6174821294334
20030401,621.5580811351542
20030402,631.340106203536
20030403,613.7404548501589
20030404,613.4122781764584
20030405,613.4122781764584
20030406,613.4122781764584
20030407,620.2022786495759
20030408,619.9834867435729
20030409,602.992586838732
20030410,610.3735575701562
20030411,617.074250189217
20030412,617.074250189217
20030413,617.074250189217
20030414,599.1885705862558
20030415,588.4043491206485
20030416,604.2445694500836
20030417,604.366527627978
20030418,588.0219963735705
20030419,588.0219963735705
20030420,588.0219963735705
20030421,586.0293525324221
20030422,575.6917348338183
20030423,595.3738813269553
20030424,620.6938133393247
20030425,633.4809872596716
20030426,633.4809872596716
20030427,633.4809872596716
20030428,643.6277448282656
20030429,651.5890659639442
20030430,686.5680102820479
20030501,681.6668797573049
20030502,681.6668797573049
20030503,681.6668797573049
20030504,681.6668797573049
20030505,681.6668797573049
20030506,681.6668797573049
20030507,681.6668797573049
20030508,681.6668797573049
20030509,681.6668797573049
20030510,681.6668797573049
20030511,681.6668797573049
20030512,684.2426364656035
20030513,680.3235945254002
20030514,690.9735143613594
20030515,683.8375624849025
20030516,693.5397570343431
20030517,693.5397570343431
20030518,693.5397570343431
20030519,691.2338209521098
20030520,691.6883821845518
20030521,689.0996843066514
20030522,701.2358542829694
20030523,699.7899478855021
20030524,699.7899478855021
20030525,699.7899478855021
20030526,695.7584684729578
20030527,663.8075000645572
20030528,661.0644276847784
20030529,661.7694408142363
20030530,655.2026996438022
20030531,655.2026996438022
20030601,650.2933482372271
20030602,652.4388839715032
20030603,657.8810213788393
20030604,658.9334148166698
20030605,665.0252568982548
20030606,664.5671167117561
20030607,664.5671167117561
20030608,664.5671167117561
20030609,667.757136666028
20030610,669.9948947531384
20030611,668.9271382383449
20030612,675.0177210945002
20030613,674.643165535225
20030614,674.643165535225
20030615,674.643165535225
20030616,681.588356487755
20030617,682.5678653566208
20030618,677.4419197714501
20030619,684.1191153439496
20030620,680.5497872706642
20030621,680.5497872706642
20030622,680.5497872706642
20030623,669.550677831381
20030624,651.090035829358
20030625,654.412134925072
20030626,654.6567762567679
20030627,650.2854356008935
20030628,650.2854356008935
20030629,650.2854356008935
20030630,598.6582218994012
20030701,601.7847892887879
20030702,607.9099107682365
20030703,616.2126521817311
20030704,616.8782765831082
20030705,616.8782765831082
20030706,616.8782765831082
20030707,611.6159254647918
20030708,611.130093072835
20030709,610.6756954032652
20030710,606.0071638803787
20030711,590.7968575611739
20030712,590.7968575611739
20030713,590.7968575611739
20030714,597.5737820488025
20030715,597.791707336185
20030716,599.8132460187595
20030717,601.0481561176509
20030718,603.7350299166692
20030719,603.7350299166692
20030720,603.7350299166692
20030721,606.1788311356897
20030722,613.0574345226819
20030723,612.6640919248888
20030724,614.7656128117933
20030725,666.0379369202625
20030726,666.0379369202625
20030727,666.0379369202625
20030728,705.8265595431964
20030729,679.2182032208877
20030730,685.7664953550806
20030731,720.823314573842
20030801,727.8183613986256
20030802,727.8183613986256
20030803,727.8183613986256
20030804,727.7330769873812
20030805,714.6820126198097
20030806,710.1300328510287
20030807,714.1460836274889
20030808,736.4597290170233
20030809,736.4597290170233
20030810,736.4597290170233
20030811,748.7789041264888
20030812,741.8535012381253
20030813,727.7437389221545
20030814,733.8547209406113
20030815,733.5019168059788
20030816,733.5019168059788
20030817,733.5019168059788
20030818,738.2720232507569
20030819,729.240986144876
20030820,730.404593553278
20030821,743.5194927076427
20030822,714.9787219788467
20030823,714.9787219788467
20030824,714.9787219788467
20030825,734.8446217570032
20030826,732.3635922607032
20030827,710.4214240159516
20030828,726.9521766188725
20030829,739.6369914305948
20030830,739.6369914305948
20030831,739.6369914305948
20030901,733.0608052528036
20030902,732.0289075957602
20030903,742.2052416743226
20030904,745.8692171734085
20030905,734.5014026720729
20030906,734.5014026720729
20030907,734.5014026720729
20030908,740.3325333717693
20030909,744.877783684673
20030910,750.0467017723698
20030911,742.2955052070103
20030912,741.3203393003337
20030913,741.3203393003337
20030914,741.3203393003337
20030915,749.008052842129
20030916,740.8169131481118
20030917,736.4685708802531
20030918,728.3370766427246
20030919,721.4624420738511
20030920,721.4624420738511
20030921,721.4624420738511
20030922,719.9518089994579
20030923,725.345098422476
20030924,725.7033943279173
20030925,729.2804579643303
20030926,735.4600652853796
20030927,735.4600652853796
20030928,735.4600652853796
20030929,757.3561075281283
20030930,751.5541254804215
20031001,744.9035687163562
20031002,744.9035687163562
20031003,744.9035687163562
20031004,744.9035687163562
20031005,744.9035687163562
20031006,744.9035687163562
20031007,744.9035687163562
20031008,745.3795888821224
20031009,753.6684785905849
20031010,740.2589878052346
20031011,740.2589878052346
20031012,740.2589878052346
20031013,745.0926721110602
20031014,758.6987939167442
20031015,757.9734012205075
20031016,784.0079855756434
20031017,804.0146696934079
20031018,804.0146696934079
20031019,804.0146696934079
20031020,826.7572870186033
20031021,891.9393408567466
20031022,876.9598762749274
20031023,890.881464727976
20031024,882.0497775847118
20031025,882.0497775847118
20031026,882.0497775847118
20031027,880.0785268920654
20031028,877.9513267932124
20031029,904.1067906114735
20031030,903.5838439085298
20031031,897.4008291177022
20031101,889.2013825203836
20031102,889.2013825203836
20031103,889.2103391637249
20031104,907.9292594420281
20031105,997.7247517500289
20031106,1032.1897090696693
20031107,1040.1378175830905
20031108,1040.1378175830905
20031109,1040.1378175830905
20031110,1069.739392306166
20031111,1043.3652958611258
20031112,1006.7834907049489
20031113,955.3949354840757
20031114,881.7718201763932
20031115,881.7718201763932
20031116,881.7718201763932
20031117,855.9396168653407
20031118,894.5029163537467
20031119,863.1491563139133
20031120,860.9922811795326
20031121,824.7327061256442
20031122,824.7327061256442
20031123,824.7327061256442
20031124,810.6490870873286
20031125,825.0808452049868
20031126,792.5565063862975
20031127,819.9905822686884
20031128,900.5603157857457
20031129,900.5603157857457
20031130,900.5603157857457
20031201,895.0747373722033
20031202,816.5046545840534
20031203,820.8856491538197
20031204,829.1495387182091
20031205,822.6994921376572
20031206,822.6994921376572
20031207,822.6994921376572
20031208,851.0676786109241
20031209,850.9698144100663
20031210,818.4465709270261
20031211,787.280301368443
20031212,815.8205736762673
20031213,815.8205736762673
20031214,815.8205736762673
20031215,810.9800139496608
20031216,824.6242758985277
20031217,851.5356721694782
20031218,886.2613009271585
20031219,985.7595130688366
20031220,985.7595130688366
20031221,985.7595130688366
20031222,955.6572417902469
20031223,929.259997891193
20031224,932.3968347095482
20031225,959.698549897189
20031226,962.5434901946664
20031227,962.5434901946664
20031228,962.5434901946664
20031229,972.2794899533438
20031230,997.408475766662
20031231,1034.225614437871
20040101,1024.0421470250374
20040102,1022.6215336810809
20040103,1022.6215336810809
20040104,1022.6215336810809
20040105,1048.1570356460043
20040106,1072.8499680372495
20040107,1064.2935080074199
20040108,995.25646750488
20040109,995.8569700514429
20040110,995.8569700514429
20040111,995.8569700514429
20040112,1001.0384158815846
20040113,973.2483688610727
20040114,952.2451047931239
20040115,889.7794606576088
20040116,881.6963424245125
20040117,881.6963424245125
20040118,881.6963424245125
20040119,881.6963424245125
20040120,881.6963424245125
20040121,881.6963424245125
20040122,881.6963424245125
20040123,881.6963424245125
20040124,881.6963424245125
20040125,881.6963424245125
20040126,881.6963424245125
20040127,881.6963424245125
20040128,881.6963424245125
20040129,868.2424554430129
20040130,851.0911820651908
20040131,851.0911820651908
20040201,842.2141851850629
20040202,837.8552132790736
20040203,848.4245361019134
20040204,827.533845647763
20040205,765.365573046355
20040206,787.7190508429804
20040207,787.7190508429804
20040208,787.7190508429804
20040209,777.072200115059
20040210,766.7757709863321
20040211,777.0264290230828
20040212,777.7190783178283
20040213,813.9390269617812
20040214,813.9390269617812
20040215,813.9390269617812
20040216,795.033957944927
20040217,784.1025941594047
20040218,773.0239969263539
20040219,744.4768088348254
20040220,729.0672117348427
20040221,729.0672117348427
20040222,729.0672117348427
20040223,756.8244742699165
20040224,760.8979937833982
20040225,753.1021125926159
20040226,740.1515075126947
20040227,750.6283931924544
20040228,750.6283931924544
20040229,750.6283931924544
20040301,745.8684132463612
20040302,715.3441787590889
20040303,749.7922574235815
20040304,756.2110256978287
20040305,784.2631647328449
20040306,784.2631647328449
20040307,784.2631647328449
20040308,802.4863043091271
20040309,801.0164760071713
20040310,789.7384991678686
20040311,792.2656241219472
20040312,806.8850550520582
20040313,806.8850550520582
20040314,806.8850550520582
20040315,803.0488447018911
20040316,784.7983422581735
20040317,789.0359574055166
20040318,802.5070046370489
20040319,799.57725901506
20040320,799.57725901506
20040321,799.57725901506
20040322,774.9173296187143
20040323,764.2179298185238
20040324,773.140397280487
20040325,776.996941622516
20040326,777.2918080751741
20040327,777.2918080751741
20040328,777.2918080751741
20040329,758.7322570318141
20040330,749.4950067710183
20040331,740.8285291866929
20040401,734.3052226848993
20040402,735.4318813282927
20040403,735.4318813282927
20040404,735.4318813282927
20040405,747.8472830782082
20040406,730.8284785031767
20040407,740.6935361441734
20040408,755.6507993718853
20040409,778.2354607576779
20040410,778.2354607576779
20040411,778.2354607576779
20040412,768.8266596260089
20040413,775.3579467081313
20040414,785.6942126760028
20040415,711.5391242878334
20040416,729.6724111865258
20040417,729.6724111865258
20040418,729.6724111865258
20040419,731.0849475825793
20040420,728.8270502973978
20040421,751.6360698177651
20040422,737.8528042214448
20040423,759.1837796167272
20040424,759.1837796167272
20040425,759.1837796167272
20040426,765.2794103974967
20040427,775.5138364905317
20040428,748.2849387888955
20040429,744.0412724777519
20040430,724.0173640508049
20040501,714.3529431969436
20040502,714.3529431969436
20040503,714.3529431969436
20040504,714.3529431969436
20040505,714.3529431969436
20040506,714.3529431969436
20040507,714.3529431969436
20040508,714.3529431969436
20040509,714.3529431969436
20040510,735.1600606585288
20040511,739.9882789003252
20040512,713.4452179485535
20040513,729.0672660541211
20040514,722.8145980387146
20040515,722.8145980387146
20040516,722.8145980387146
20040517,723.8632450980222
