Date,Jilin Cheng Cheng Group Co Ltd
20150522,263.35802978806066
20150523,263.35802978806066
20150524,263.35802978806066
20150525,256.02998553357025
20150526,247.93003207154655
20150527,238.56526508696194
20150528,239.10082589818145
20150529,230.31431644416688
20150530,230.31431644416688
20150531,230.31431644416688
20150601,227.127042748573
20150602,219.4623018875212
20150603,210.1197919346803
20150604,203.65428455061598
20150605,216.92524733899043
20150606,216.92524733899043
20150607,216.92524733899043
20150608,233.5030426740446
20150609,230.0149978264877
20150610,218.1133147799619
20150611,208.6990834499051
20150612,212.47778487819667
20150613,212.47778487819667
20150614,212.47778487819667
20150615,220.00555103581308
20150616,225.93927040239512
20150617,223.42188586522894
20150618,230.88450801764904
20150619,235.48610061871116
20150620,235.48610061871116
20150621,235.48610061871116
20150622,235.48610061871116
20150623,253.00718572173642
20150624,248.38605764722297
20150625,247.72263029321957
20150626,247.94777760658036
20150627,247.94777760658036
20150628,247.94777760658036
20150629,264.7168243396664
20150630,294.9271517131965
20150701,300.4674609097125
20150702,308.7807695052143
20150703,313.8274309084867
20150704,313.8274309084867
20150705,313.8274309084867
20150706,334.1937512670742
20150707,347.29073304742684
20150708,351.8574821850276
20150709,386.40441799824885
20150710,410.1452031666421
20150711,410.1452031666421
20150712,410.1452031666421
20150713,406.6675675277979
20150714,425.4656172187216
20150715,439.9039472725332
20150716,465.6791828143616
20150717,467.1710643248859
20150718,467.1710643248859
20150719,467.1710643248859
20150720,449.489364072101
20150721,431.88989467445435
20150722,411.2366968252417
20150723,398.2973826344792
20150724,374.769033090005
20150725,374.769033090005
20150726,374.769033090005
20150727,374.4649176979187
20150728,387.00505000005813
20150729,407.16719548491966
20150730,424.78931030471955
20150731,450.13029455308236
20150801,449.87032781965803
20150802,449.87032781965803
20150803,472.4627664899303
20150804,456.77910720808507
20150805,477.6379092596351
20150806,482.696602265591
20150807,470.2312779504205
20150808,470.2312779504205
20150809,470.2312779504205
20150810,460.89238096037974
20150811,438.07767449529007
20150812,438.6587611891945
20150813,423.3158084819466
20150814,410.7336391012684
20150815,410.7336391012684
20150816,410.7336391012684
20150817,414.38011398543347
20150818,420.38989251397436
20150819,404.1315805893356
20150820,391.63540295546665
20150821,404.0628342173993
20150822,404.0628342173993
20150823,404.0628342173993
20150824,407.9530678521252
20150825,415.46242347001265
20150826,350.70312451744024
20150827,377.4776592670958
20150828,369.20877641430775
20150829,369.20877641430775
20150830,369.20877641430775
20150831,388.1720328177865
20150901,403.17874700016637
20150902,420.5949860664803
20150903,420.5949860664803
20150904,420.5949860664803
20150905,420.5949860664803
20150906,420.5949860664803
20150907,437.18273022031156
20150908,465.62389517580965
20150909,449.85847146873425
20150910,453.76999499746285
20150911,434.6485458218709
20150912,434.6485458218709
20150913,434.6485458218709
20150914,450.4397578802949
