Date,Tianjin Songjiang Co Ltd
20180518,330.8458757376784
20180519,330.8458757376784
20180520,330.8458757376784
20180521,329.9115601223802
20180522,335.73428931793796
20180523,338.3209946929245
20180524,337.90169452097314
20180525,334.4963966412239
20180526,334.4963966412239
20180527,334.4963966412239
20180528,341.8525842148955
20180529,343.3458841016354
20180530,354.1454542740424
20180531,367.70759029666027
20180601,375.9470248982181
20180602,375.9470248982181
20180603,375.9470248982181
20180604,377.1910559249699
20180605,378.6159235768254
20180606,380.5908440065974
20180607,380.3167529738959
20180608,384.18484751477894
20180609,384.18484751477894
20180610,384.18484751477894
20180611,404.6650442927458
20180612,403.9569897797247
20180613,403.6987179988983
20180614,409.36279144732566
20180615,407.2519961825921
20180616,407.2519961825921
20180617,407.2519961825921
20180618,407.2519961825921
20180619,428.96427270696256
20180620,432.23420173095957
20180621,450.9948819932271
20180622,448.8244532815753
20180623,448.8244532815753
20180624,448.8244532815753
20180625,454.3231790284106
20180626,448.32701708786936
20180627,443.25801485529337
20180628,441.2438692122921
20180629,435.06122481367805
20180630,435.06122481367805
20180701,434.98378872036864
20180702,444.5871051181646
20180703,442.07952920891233
20180704,452.10523913260255
20180705,454.7513651782647
20180706,455.0436579628363
20180707,455.0436579628363
20180708,455.0436579628363
20180709,452.2090007491604
20180710,454.5197646352411
20180711,463.8981562611135
20180712,460.10891219035693
20180713,459.1087443351324
20180714,459.1087443351324
20180715,459.1087443351324
20180716,462.460179646299
