Date,Beijing Homyear Capital Holdings Co Ltd
20011218,612.8568417862913
20011219,612.6371431153215
20011220,622.0606358213204
20011221,619.9719378671984
20011222,619.9719378671984
20011223,619.9719378671984
20011224,632.331590633005
20011225,633.3320320442152
20011226,625.0078071700781
20011227,626.1713772340277
20011228,627.4795033543053
20011229,627.4795033543053
20011230,627.4795033543053
20011231,621.1483036032351
20020101,619.399240104133
20020102,619.399240104133
20020103,619.399240104133
20020104,624.1801161539038
20020105,624.1801161539038
20020106,624.1801161539038
20020107,635.452525670481
20020108,637.0494445644713
20020109,650.1218070716911
20020110,641.0285700988181
20020111,650.9763919614641
20020112,650.9763919614641
20020113,650.9763919614641
20020114,644.8398387851004
20020115,638.6306633771798
20020116,612.9852026913609
20020117,641.0408501051023
20020118,648.498516751432
20020119,648.498516751432
20020120,648.498516751432
20020121,703.1333639210935
20020122,746.8426713088763
20020123,706.8101145867959
20020124,714.0994759483004
20020125,719.1474886167775
20020126,719.1474886167775
20020127,719.1474886167775
20020128,768.5063979961969
20020129,777.5008931621406
20020130,763.5920589374628
20020131,735.2787674957069
20020201,730.2674899054772
20020202,730.2674899054772
20020203,730.2674899054772
20020204,718.9179006745977
20020205,712.9870154140478
20020206,735.5548923234747
20020207,728.3720618287126
20020208,737.4965464134377
20020209,737.4965464134377
20020210,737.4965464134377
20020211,737.4965464134377
20020212,737.4965464134377
20020213,737.4965464134377
20020214,737.4965464134377
20020215,737.4965464134377
20020216,737.4965464134377
20020217,737.4965464134377
20020218,737.4965464134377
20020219,737.4965464134377
20020220,737.4965464134377
20020221,737.4965464134377
20020222,737.4965464134377
20020223,737.4965464134377
20020224,737.4965464134377
20020225,763.25074720959
20020226,758.1875721337889
20020227,755.6601199216336
20020228,762.5255006511426
20020301,774.1676663190273
20020302,774.1676663190273
20020303,774.1676663190273
20020304,768.6164578571679
20020305,751.7615489990842
20020306,749.5846023378475
20020307,731.5748559628786
20020308,719.0370456447481
20020309,719.0370456447481
20020310,719.0370456447481
20020311,710.4808578917147
20020312,728.1395373513922
20020313,739.5802312096012
20020314,722.9423784970202
20020315,763.9664259982588
20020316,763.9664259982588
20020317,763.9664259982588
20020318,759.6239610416538
20020319,716.7143492129675
20020320,697.4973193424594
20020321,700.7903766981069
20020322,709.4045580249294
20020323,709.4045580249294
20020324,709.4045580249294
20020325,709.6086612274182
20020326,725.140195674737
20020327,708.1551750632221
20020328,716.031464683696
20020329,762.8298154231516
20020330,762.8298154231516
20020331,762.8298154231516
20020401,757.9386557035614
20020402,778.0586324996473
20020403,779.5799401780403
20020404,751.6656636691367
20020405,748.833332313492
20020406,748.833332313492
20020407,748.833332313492
20020408,742.828726337647
20020409,720.8383927531897
20020410,709.6568814143186
20020411,727.0602645067241
20020412,724.9582481142767
20020413,724.9582481142767
20020414,724.9582481142767
20020415,729.0842175969312
20020416,716.0745510322333
20020417,711.238883976846
20020418,723.2895488829048
20020419,716.37465920295
20020420,716.37465920295
20020421,716.37465920295
20020422,716.4992424775512
20020423,719.5494662486826
20020424,718.825663947298
20020425,713.517585295083
20020426,700.0249082250973
20020427,700.0249082250973
20020428,700.0249082250973
20020429,680.3705515884146
20020430,681.6198790023989
20020501,679.1401614178365
20020502,679.1401614178365
20020503,679.1401614178365
20020504,679.1401614178365
20020505,679.1401614178365
20020506,679.1401614178365
20020507,679.1401614178365
20020508,672.8913669239369
20020509,677.922427550213
20020510,669.6553879920672
20020511,669.6553879920672
20020512,669.6553879920672
20020513,664.5057790488298
20020514,655.8570503133452
20020515,637.8378561264092
20020516,667.0247278232148
20020517,665.106322292391
20020518,665.106322292391
20020519,665.106322292391
20020520,674.8082025293737
20020521,660.8089789326431
20020522,678.6368394200018
20020523,669.9882622692396
20020524,657.425167009999
20020525,657.425167009999
20020526,657.425167009999
20020527,648.9299234574813
20020528,649.0782104854578
20020529,669.345374802074
20020530,679.8281173156963
20020531,692.6180736040815
20020601,689.9365126884754
20020602,689.9365126884754
20020603,707.7279915214475
20020604,698.0968609507341
20020605,724.3411478949173
20020606,690.9212397313333
20020607,669.060350268742
20020608,669.060350268742
20020609,669.060350268742
20020610,672.2669117381367
20020611,663.5201527503759
20020612,654.7233903843199
20020613,663.9307169610657
20020614,674.4952591307485
20020615,674.4952591307485
20020616,674.4952591307485
20020617,673.1103207948569
20020618,656.8254338645232
20020619,659.8082133064147
20020620,650.392005835696
20020621,627.2345023935671
20020622,627.2345023935671
20020623,627.2345023935671
20020624,576.7598707815241
20020625,587.6305392649964
20020626,583.9487354534423
20020627,578.76749515074
20020628,604.3371368165812
20020629,604.3371368165812
20020630,604.3371368165812
20020701,601.2227195984763
20020702,598.059555040783
20020703,588.2934542763696
20020704,593.1160790991737
20020705,592.4381185793412
20020706,592.4381185793412
20020707,592.4381185793412
20020708,586.407820382497
20020709,589.6152223408408
20020710,598.8246079486621
20020711,601.0000111713404
20020712,598.6791313577373
20020713,598.6791313577373
20020714,598.6791313577373
20020715,603.0466848856466
20020716,600.0808957126893
20020717,594.1013713147577
20020718,596.6209559764943
20020719,595.1604342468399
20020720,595.1604342468399
20020721,595.1604342468399
20020722,594.7730037449217
20020723,598.8848847821297
20020724,594.5721520525478
20020725,596.2859911390528
20020726,595.949773649278
20020727,595.949773649278
20020728,595.949773649278
20020729,593.1588186612397
20020730,588.8464120318735
20020731,591.6867579773664
20020801,577.3883780359097
20020802,577.3449018789083
20020803,577.3449018789083
20020804,577.3449018789083
20020805,573.6359318523531
20020806,582.1155586997045
20020807,583.8277110767716
20020808,585.6561086606208
20020809,582.6753927803189
20020810,582.6753927803189
20020811,582.6753927803189
20020812,575.8697853601359
20020813,569.6754721124775
20020814,568.3051465275736
20020815,570.5273436700772
20020816,562.4874676415784
20020817,562.4874676415784
20020818,562.4874676415784
20020819,546.2557434167358
20020820,541.8053308447744
20020821,542.6636364470421
20020822,535.7772812818339
20020823,536.1058443139208
20020824,536.1058443139208
20020825,536.1058443139208
20020826,532.2381733374872
20020827,536.5124831921702
20020828,534.5910996519557
20020829,535.5819852085974
20020830,524.995756164656
20020831,524.995756164656
20020901,522.5360385959366
20020902,515.0762918375631
20020903,517.5585439662103
20020904,523.2849910201238
20020905,525.3231766405737
20020906,525.5925168635895
20020907,525.5925168635895
20020908,525.5925168635895
20020909,534.0668526154121
20020910,535.0417243507815
20020911,535.3574757142937
20020912,532.3668863983224
20020913,534.9618043678034
20020914,534.9618043678034
20020915,534.9618043678034
20020916,539.4925099632493
20020917,540.679185860456
20020918,539.0390984406341
20020919,524.7730247924904
20020920,530.795446050042
20020921,530.795446050042
20020922,530.795446050042
20020923,529.865770443874
20020924,532.1253509957681
20020925,532.4723744957389
20020926,540.5897248582706
20020927,539.5284076720418
20020928,539.5284076720418
20020929,539.5284076720418
20020930,539.5284076720418
20021001,536.850544867925
20021002,536.850544867925
20021003,536.850544867925
20021004,536.850544867925
20021005,536.850544867925
20021006,536.850544867925
20021007,536.850544867925
20021008,541.918071689035
20021009,543.4131329364793
20021010,546.2563376765479
20021011,558.1901488188142
20021012,558.1901488188142
20021013,558.1901488188142
20021014,553.7266822638572
20021015,557.8235038242088
20021016,557.5686175613117
20021017,568.7392382435722
20021018,572.6145411905516
20021019,572.6145411905516
20021020,572.6145411905516
20021021,570.7895229353941
20021022,571.2029454895719
20021023,557.0334577710786
20021024,560.6545933177804
20021025,572.4350224184242
20021026,572.4350224184242
20021027,572.4350224184242
20021028,576.0516739542978
20021029,575.0058960604853
20021030,583.7080931278318
20021031,545.7990159178527
20021101,550.8020701296102
20021102,550.8020701296102
20021103,550.8020701296102
20021104,539.3489605129807
20021105,526.628377157339
20021106,527.0224765619091
20021107,534.6105596141942
20021108,550.125342007638
20021109,550.125342007638
20021110,550.125342007638
20021111,553.3480833371036
20021112,570.3359595320154
20021113,567.9919640136607
20021114,574.640072263141
20021115,583.8897182373369
20021116,583.8897182373369
20021117,583.8897182373369
20021118,557.0387839928705
20021119,551.9034954379348
20021120,567.2465906529147
20021121,554.505293819868
20021122,531.4194700997962
20021123,531.4194700997962
20021124,531.4194700997962
20021125,532.8422197090654
20021126,556.5678617727891
20021127,537.9559913588613
20021128,529.0800303197941
20021129,525.9514135232811
20021130,525.9514135232811
20021201,523.0263679012817
20021202,519.2780341387031
20021203,505.4678100050533
20021204,505.5343835549692
20021205,505.6931374588871
20021206,513.3594946840612
20021207,513.3594946840612
20021208,513.3594946840612
20021209,520.5909044671178
20021210,531.8343666361086
20021211,541.519226215143
20021212,540.9454957669133
20021213,535.4516037855406
20021214,535.4516037855406
20021215,535.4516037855406
20021216,531.9949025157753
20021217,524.5781836282425
20021218,520.8957805345285
20021219,526.079089294467
20021220,524.9231428965572
20021221,524.9231428965572
20021222,524.9231428965572
20021223,526.2452597628177
20021224,532.4207995697797
20021225,537.8691936519197
20021226,513.68432368463
20021227,508.1360945364344
20021228,508.1360945364344
20021229,508.1360945364344
20021230,505.776107988536
20021231,534.9841860721216
20030101,531.8436124881622
20030102,551.0859333860727
20030103,561.151809341351
20030104,561.151809341351
20030105,561.151809341351
20030106,556.9670877177299
20030107,551.7911303568396
20030108,542.6241236621373
20030109,542.0601367001589
20030110,551.1028642446053
20030111,551.1028642446053
20030112,551.1028642446053
20030113,561.2579351162734
20030114,542.6264361841687
20030115,545.7532218410739
20030116,528.5887121886207
20030117,521.4034069922944
20030118,521.4034069922944
20030119,521.4034069922944
20030120,528.1465508617632
20030121,548.822154804198
20030122,544.0878122268165
20030123,544.0020143594624
20030124,539.4558317371719
20030125,539.4558317371719
20030126,539.4558317371719
20030127,534.5833784576088
20030128,536.6163964633323
20030129,465.54317324082683
20030130,465.54317324082683
20030131,465.54317324082683
20030201,462.6508062929161
20030202,462.6508062929161
20030203,462.6508062929161
20030204,462.6508062929161
20030205,462.6508062929161
20030206,462.6508062929161
20030207,462.6508062929161
20030208,462.6508062929161
20030209,462.6508062929161
20030210,462.49934555827133
20030211,451.6297246270603
20030212,431.76192092402715
20030213,432.83433838256565
20030214,429.0749087857792
20030215,429.0749087857792
20030216,429.0749087857792
20030217,437.35311142838447
20030218,435.2742046042949
20030219,427.81921358212094
20030220,424.85550317308684
20030221,441.22380098489947
20030222,441.22380098489947
20030223,441.22380098489947
20030224,433.27404934681255
20030225,423.2741770898782
20030226,426.41846832908703
20030227,431.00505327387447
20030228,435.14119641343717
20030301,432.28996182074894
20030302,432.28996182074894
20030303,431.51204191838406
20030304,432.4761393718631
20030305,433.4852570828239
20030306,437.04166549776716
20030307,440.43472220344796
20030308,440.43472220344796
20030309,440.43472220344796
20030310,434.0396446404565
20030311,428.1433619842497
20030312,426.99780940182677
20030313,429.90391440245776
20030314,422.0553660378086
20030315,422.0553660378086
20030316,422.0553660378086
20030317,426.8914582071143
20030318,427.3830186114111
20030319,427.8740696255194
20030320,427.7541254279232
20030321,424.9988921498749
20030322,424.9988921498749
20030323,424.9988921498749
20030324,424.74229947589646
20030325,432.4397389907639
20030326,443.09735475035336
20030327,432.66654718719036
20030328,434.6727454982292
20030329,434.6727454982292
20030330,434.6727454982292
20030331,409.3706867469094
20030401,405.33136979673276
20030402,403.6593024728807
20030403,413.7843053015721
20030404,412.29013093278706
20030405,412.29013093278706
20030406,412.29013093278706
20030407,416.99368185176866
20030408,417.8621789762179
20030409,422.21455308587076
20030410,453.24974898712594
20030411,457.0327079703312
20030412,457.0327079703312
20030413,457.0327079703312
20030414,439.79330385691867
20030415,448.36401728108524
20030416,457.5475368328258
20030417,461.51020659401354
20030418,432.70030024333056
20030419,432.70030024333056
20030420,432.70030024333056
20030421,435.1200894042697
20030422,433.508504465789
20030423,439.4433064713588
20030424,380.89495376226216
20030425,377.2607621774304
20030426,377.2607621774304
20030427,377.2607621774304
20030428,414.5113869500875
20030429,425.09656306988467
20030430,496.30184786995625
20030501,492.72388376630494
20030502,492.72388376630494
20030503,492.72388376630494
20030504,492.72388376630494
20030505,492.72388376630494
20030506,492.72388376630494
20030507,492.72388376630494
20030508,492.72388376630494
20030509,492.72388376630494
20030510,492.72388376630494
20030511,492.72388376630494
20030512,533.9870272903098
20030513,554.5759009302149
20030514,527.8011129983258
20030515,517.6123367209849
20030516,530.1734145079014
20030517,530.1734145079014
20030518,530.1734145079014
20030519,516.2361882399432
20030520,520.7795590960627
20030521,521.219484333534
20030522,519.2214023771267
20030523,519.7657199743917
20030524,519.7657199743917
20030525,519.7657199743917
20030526,515.9162988484828
20030527,510.52392449877505
20030528,492.9143059522077
20030529,500.0180139067303
20030530,503.9311127581163
20030531,503.9311127581163
20030601,500.1250006193452
20030602,500.8051813116979
20030603,516.8004420742236
20030604,529.7058360728181
20030605,508.727445236587
20030606,494.67887786494407
20030607,494.67887786494407
20030608,494.67887786494407
20030609,484.8689825198999
20030610,485.2556881366361
20030611,485.7463236023886
20030612,490.8549690384321
20030613,498.2455922742143
20030614,498.2455922742143
20030615,498.2455922742143
20030616,502.25649823470974
20030617,505.5827740063319
20030618,502.51587680730887
20030619,507.68727662365234
20030620,509.73797228313754
20030621,509.73797228313754
20030622,509.73797228313754
20030623,500.53332776681464
20030624,493.2568117471287
20030625,495.8605369195515
20030626,496.8966245231485
20030627,502.036035654121
20030628,502.036035654121
20030629,502.036035654121
20030630,483.4084653121005
20030701,480.5863148226702
20030702,481.4847865308064
20030703,473.93333193874986
20030704,476.9578695655762
20030705,476.9578695655762
20030706,476.9578695655762
20030707,487.60632606414276
20030708,480.77006643176856
20030709,487.2591129249217
20030710,487.0143840433281
20030711,486.75338071673946
20030712,486.75338071673946
20030713,486.75338071673946
20030714,493.3816581337991
20030715,497.6968499676103
20030716,496.4926785691892
20030717,502.28097410102447
20030718,510.56897202725787
20030719,510.56897202725787
20030720,510.56897202725787
20030721,515.9370377722717
20030722,514.6568809290552
20030723,495.2172652460679
20030724,503.7889837388734
20030725,493.2749318954251
20030726,493.2749318954251
20030727,493.2749318954251
20030728,497.9743831292498
20030729,487.776991185407
20030730,497.5452234811147
20030731,488.67744410061414
20030801,485.9719944821744
20030802,485.9719944821744
20030803,485.9719944821744
20030804,470.7839823701453
20030805,470.5224225478673
20030806,480.4039482662941
20030807,488.5978046875226
20030808,497.72750638587064
20030809,497.72750638587064
20030810,497.72750638587064
20030811,497.0134774487113
20030812,500.0389287282593
20030813,503.59715821034297
20030814,503.41287324941453
20030815,499.0924144835707
20030816,499.0924144835707
20030817,499.0924144835707
20030818,499.2478235828635
20030819,497.13110928370395
20030820,496.75064042785004
20030821,518.3827581782375
20030822,518.7423563687614
20030823,518.7423563687614
20030824,518.7423563687614
20030825,532.9244253022869
20030826,533.9265804543674
20030827,515.8414970792179
20030828,531.4074494921397
20030829,536.4611400952429
20030830,536.4611400952429
20030831,536.4611400952429
20030901,520.341143131113
20030902,518.8842010263671
20030903,510.4593999971796
20030904,513.4527200694514
20030905,524.0731973433301
20030906,524.0731973433301
20030907,524.0731973433301
20030908,511.0351382446991
20030909,499.4477870423636
20030910,508.5236156967508
20030911,510.3352191644715
20030912,519.8124325128966
20030913,519.8124325128966
20030914,519.8124325128966
20030915,526.6606713960012
20030916,526.2396788685576
20030917,529.844333834212
20030918,529.3715488266305
20030919,524.4990571608304
20030920,524.4990571608304
20030921,524.4990571608304
20030922,527.2055355829206
20030923,523.5017839865016
20030924,514.4117103593195
20030925,520.292723825551
20030926,526.57064353496
20030927,526.57064353496
20030928,526.57064353496
20030929,526.0959366079649
20030930,532.6226415639787
20031001,527.8379507270279
20031002,527.8379507270279
20031003,527.8379507270279
20031004,527.8379507270279
20031005,527.8379507270279
20031006,527.8379507270279
20031007,527.8379507270279
20031008,532.6416932390187
20031009,532.4547166215273
20031010,524.8533472082466
20031011,524.8533472082466
20031012,524.8533472082466
20031013,530.311967174377
20031014,534.0028934128567
20031015,536.6356795018819
20031016,540.1018115420775
20031017,573.6540318179784
20031018,573.6540318179784
20031019,573.6540318179784
20031020,583.6619924224738
20031021,584.564256602083
20031022,574.5813292401558
20031023,581.5709552438636
20031024,612.2623532197093
20031025,612.2623532197093
20031026,612.2623532197093
20031027,623.1252987735085
20031028,633.3974812922048
20031029,652.4715875831914
20031030,666.6834831453822
20031031,674.4927104373772
20031101,668.2170065298805
20031102,668.2170065298805
20031103,660.6988978536108
20031104,634.5008214509548
20031105,655.0064468055258
20031106,698.9551926676533
20031107,701.5956594775432
20031108,701.5956594775432
20031109,701.5956594775432
20031110,695.5362380608221
20031111,686.7991688945444
20031112,701.6306166940345
20031113,700.7459376373452
20031114,691.1589952788877
20031115,691.1589952788877
20031116,691.1589952788877
20031117,681.0784164005812
20031118,690.8268820472508
20031119,681.5554566513298
20031120,663.4599918882187
20031121,688.2188735492538
20031122,688.2188735492538
20031123,688.2188735492538
20031124,671.8270262184876
20031125,647.8264945224315
20031126,647.6997846627957
20031127,667.4519413874683
20031128,669.8912081599203
20031129,669.8912081599203
20031130,669.8912081599203
20031201,640.5511453904662
20031202,635.3319426906655
20031203,634.5405415153302
20031204,645.8364967050701
20031205,640.915505734239
20031206,640.915505734239
20031207,640.915505734239
20031208,654.5693884101615
20031209,655.6809246815227
20031210,654.0757720211469
20031211,651.9946600603848
20031212,631.0094658023003
20031213,631.0094658023003
20031214,631.0094658023003
20031215,632.7315062719459
20031216,645.869366445234
20031217,654.9933177282606
20031218,686.9493304948053
20031219,735.7004773005065
20031220,735.7004773005065
20031221,735.7004773005065
20031222,728.1815680642507
20031223,723.8213863992453
20031224,717.17483395859
20031225,727.5348746705606
20031226,728.1862311442983
20031227,728.1862311442983
20031228,728.1862311442983
20031229,743.3490737487141
20031230,751.4199932880881
20031231,752.3860990642507
20040101,744.7111727312566
20040102,764.0321539896083
20040103,764.0321539896083
20040104,764.0321539896083
20040105,777.0566329956489
20040106,704.5526100321589
20040107,680.686334713421
20040108,682.8277038173132
20040109,686.1444632877801
20040110,686.1444632877801
20040111,686.1444632877801
20040112,689.2239982083961
20040113,678.3513231172914
20040114,647.5560585487365
20040115,656.5403597058922
20040116,654.2373352133226
20040117,654.2373352133226
20040118,654.2373352133226
20040119,654.2373352133226
20040120,654.2373352133226
20040121,654.2373352133226
20040122,654.2373352133226
20040123,654.2373352133226
20040124,654.2373352133226
20040125,654.2373352133226
20040126,654.2373352133226
20040127,654.2373352133226
20040128,654.2373352133226
20040129,640.8703657565056
20040130,638.9092025299373
20040131,638.9092025299373
20040201,631.9264567942569
20040202,621.9032078156647
20040203,599.3023289575009
20040204,598.668542973122
20040205,588.713337818917
20040206,618.6978104587989
20040207,618.6978104587989
20040208,618.6978104587989
20040209,601.815770298584
20040210,577.4930802456732
20040211,561.4986019345276
20040212,547.603873453789
20040213,566.7225644292865
20040214,566.7225644292865
20040215,566.7225644292865
20040216,559.4616486753707
20040217,548.9433243919136
20040218,538.4407867903017
20040219,545.6658058822327
20040220,547.8866300491193
20040221,547.8866300491193
20040222,547.8866300491193
20040223,554.0464466710148
20040224,565.3930710689067
20040225,577.9244733927867
20040226,587.1820584630049
20040227,585.2729925061083
20040228,585.2729925061083
20040229,585.2729925061083
20040301,574.9686084821938
20040302,564.6090265720364
20040303,577.7203767563311
20040304,578.2019088067572
20040305,583.0382925869062
20040306,583.0382925869062
20040307,583.0382925869062
20040308,603.4950087224446
20040309,612.3558652168772
20040310,608.5777964090273
20040311,600.8113496869665
20040312,603.3804368861986
20040313,603.3804368861986
20040314,603.3804368861986
20040315,593.9605007823336
20040316,593.8386978253254
20040317,589.2441822789574
20040318,604.2265992507847
20040319,594.2424832534532
20040320,594.2424832534532
20040321,594.2424832534532
20040322,577.0654835731465
20040323,565.7458555593964
20040324,567.2626248188869
20040325,577.4922308769209
20040326,567.0468738820807
20040327,567.0468738820807
20040328,567.0468738820807
20040329,561.165826240987
20040330,560.5924847426986
20040331,554.7803887190228
20040401,550.238850954529
20040402,556.946442121002
20040403,556.946442121002
20040404,556.946442121002
20040405,553.9757293274039
20040406,542.2074280964531
20040407,535.6482741056866
20040408,539.8132735896833
20040409,552.24534593686
20040410,552.24534593686
20040411,552.24534593686
20040412,544.8146609422032
20040413,507.1761839416614
20040414,517.8724969638386
20040415,521.3774192348423
20040416,531.8147177141173
20040417,531.8147177141173
20040418,531.8147177141173
20040419,538.5187345716419
20040420,537.8853374571897
20040421,543.8820883724555
20040422,536.1746150453359
20040423,865.939842043343
20040424,865.939842043343
20040425,865.939842043343
20040426,882.0926472313967
20040427,880.6756545204508
20040428,816.3644433645572
20040429,818.7017545128477
20040430,737.4144574253725
20040501,725.7599260308642
20040502,725.7599260308642
20040503,725.7599260308642
20040504,725.7599260308642
20040505,725.7599260308642
20040506,725.7599260308642
20040507,725.7599260308642
20040508,725.7599260308642
20040509,725.7599260308642
20040510,778.594715758691
20040511,800.0010389133208
20040512,785.4569407073045
20040513,794.423711568093
20040514,800.6984960665555
20040515,800.6984960665555
20040516,800.6984960665555
20040517,778.0569125507316
20040518,766.750873198106
20040519,777.3780811629787
20040520,793.3470683146807
20040521,796.1249442168385
20040522,796.1249442168385
20040523,796.1249442168385
20040524,796.6655905580432
20040525,827.4286791394295
20040526,844.0729475686187
20040527,852.3816670114405
20040528,867.076549336433
20040529,867.076549336433
20040530,867.076549336433
20040531,891.3216750226522
20040601,864.0739247198003
20040602,847.9796105801818
20040603,840.8915251090679
20040604,851.0695473428807
20040605,851.0695473428807
20040606,851.0695473428807
20040607,860.5372709327092
20040608,870.7556117091087
20040609,888.335609063461
20040610,906.2394493691547
20040611,902.2795671406898
20040612,902.2795671406898
20040613,902.2795671406898
20040614,940.2076303048811
20040615,916.7128864613095
20040616,874.3668614765706
20040617,882.2911266737938
20040618,881.0891709334975
20040619,881.0891709334975
20040620,881.0891709334975
20040621,897.7680323905515
20040622,894.5752599561589
20040623,891.5327649850873
20040624,900.1183338184817
20040625,920.0544204708601
20040626,920.0544204708601
20040627,920.0544204708601
20040628,916.9043206945458
20040629,908.7323642122632
20040630,920.6477963358323
20040701,896.1649546292982
20040702,897.0096918731373
20040703,897.0096918731373
20040704,897.0096918731373
20040705,905.7894598178
20040706,908.4613180406842
20040707,906.1387685994802
20040708,910.1273753216518
20040709,933.0639246217885
20040710,933.0639246217885
20040711,933.0639246217885
20040712,942.6842283274308
20040713,984.7293589184542
