Date,Resimac Group Ltd
20020511,3.91660481865321
20020512,3.91660481865321
20020513,3.8604846076353665
20020514,3.953510706932634
20020515,3.9564083327284774
20020516,3.940435709411079
20020517,3.9357576388793465
20020518,3.9357576388793465
20020519,3.9357576388793465
20020520,3.911322143629419
20020521,3.8840587908427127
20020522,3.853544704791772
20020523,3.8738138892513616
20020524,4.012095714719643
20020525,4.012095714719643
20020526,4.012095714719643
20020527,4.049159120620413
20020528,4.019726560264131
20020529,3.9966112420856383
20020530,4.078765055258917
20020531,3.4685672812124113
20020601,3.4685672812124113
20020602,3.4685672812124113
20020603,3.53903902316325
20020604,3.607597730125016
20020605,3.6366999057392584
20020606,3.6769566534457443
20020607,3.673275763402913
20020608,3.673275763402913
20020609,3.673275763402913
20020610,3.673275763402913
20020611,4.013400996516882
20020612,4.304975632809054
20020613,4.3232920009917315
20020614,4.429898843256454
20020615,4.429898843256454
20020616,4.429898843256454
20020617,4.42029660752457
20020618,4.734441713262882
20020619,4.705866047435474
20020620,5.063062906050799
20020621,5.609663379659353
20020622,5.609663379659353
20020623,5.609663379659353
20020624,6.052531388089522
20020625,6.14493791100821
20020626,6.3482655839654045
20020627,5.451195720532907
20020628,5.276613617593725
20020629,5.276613617593725
20020630,5.276613617593725
20020701,5.203404235336899
20020702,5.22326571362715
20020703,5.281915896922688
20020704,5.473925362260922
20020705,5.270607342369171
20020706,5.270607342369171
20020707,5.270607342369171
20020708,5.0562109443561996
20020709,5.02166135814988
20020710,4.544456513575536
20020711,4.5942336829220904
20020712,5.154330877789958
20020713,5.154330877789958
20020714,5.154330877789958
20020715,5.13723075775956
20020716,4.536421299303003
20020717,4.978751759041838
20020718,5.261717382366935
20020719,4.990307051251569
20020720,4.990307051251569
20020721,4.990307051251569
20020722,5.594728339582223
20020723,5.700869353703909
20020724,5.7837867897369994
20020725,5.432530082470438
20020726,5.808501676950136
20020727,5.808501676950136
20020728,5.808501676950136
20020729,5.7860281006794505
20020730,5.711319604664688
20020731,6.056718840296314
20020801,6.210256656618375
20020802,6.262121973927719
20020803,6.262121973927719
20020804,6.262121973927719
20020805,6.473161880766154
20020806,6.628918595174531
20020807,6.339183552111227
20020808,6.338011239616498
20020809,6.335410332425474
20020810,6.335410332425474
20020811,6.335410332425474
20020812,6.418375308467212
20020813,6.360797939841476
20020814,6.007577827168162
20020815,5.848005676939158
20020816,5.592918436563798
20020817,5.592918436563798
20020818,5.592918436563798
20020819,5.617769675178044
20020820,5.7306008831913
20020821,5.945807045531037
20020822,6.128635947886897
20020823,5.954498844850636
20020824,5.954498844850636
20020825,5.954498844850636
20020826,6.089020348688574
20020827,5.647539438207092
20020828,11.139229783265593
20020829,12.99185108678695
20020830,23.228471993934438
20020831,23.228471993934438
20020901,23.228471993934438
20020902,20.853293250152603
20020903,22.070071608954194
20020904,22.46449851465746
20020905,21.80013942538436
20020906,21.814017615861093
20020907,21.814017615861093
20020908,21.814017615861093
20020909,22.104657666887796
20020910,22.439168230986073
20020911,21.970126047500628
20020912,21.461430526514008
20020913,21.56779065848871
20020914,21.56779065848871
20020915,21.56779065848871
20020916,22.3065876082285
20020917,21.961302954544234
20020918,22.153321588294077
20020919,22.077452780779822
20020920,22.246152642199498
20020921,22.246152642199498
20020922,22.246152642199498
20020923,22.349634831341803
20020924,22.54005336215356
20020925,22.51946978670841
20020926,24.268497931449897
20020927,23.41247488126591
20020928,23.41247488126591
20020929,23.41247488126591
20020930,23.734983407647377
20021001,24.20254617095053
20021002,26.599408057164712
20021003,26.802201230557262
20021004,26.72547148330781
20021005,26.72547148330781
20021006,26.72547148330781
20021007,27.134717144747192
20021008,26.456364933033242
20021009,27.24495556208855
20021010,27.08858397002476
20021011,27.109831255114994
20021012,27.109831255114994
20021013,27.109831255114994
20021014,27.158902966315704
20021015,27.02519296476404
20021016,27.085411460023497
20021017,27.349401175404406
20021018,31.034538121735125
20021019,31.034538121735125
20021020,31.034538121735125
20021021,31.679610837463134
20021022,33.49151577643503
20021023,31.159260620809313
20021024,26.29881231531353
20021025,24.973623892977212
20021026,24.973623892977212
20021027,24.973623892977212
20021028,26.407959279468102
20021029,26.36956113974996
20021030,27.168962543289037
20021031,27.81137669777057
20021101,27.689316779884724
20021102,27.689316779884724
20021103,27.689316779884724
20021104,27.392175915296658
20021105,27.251783662259058
20021106,29.031836855377104
20021107,31.355017989239045
20021108,30.591109575913308
20021109,30.591109575913308
20021110,30.591109575913308
20021111,30.54446533610447
20021112,31.628062315252613
20021113,30.654143505640757
20021114,33.75593260119488
20021115,32.18745179239533
20021116,32.18745179239533
20021117,32.18745179239533
20021118,32.36816573831184
20021119,33.18146251260067
20021120,33.43908114840841
20021121,38.547276586183074
20021122,33.31029605719796
20021123,33.31029605719796
20021124,33.31029605719796
20021125,33.84392506351941
20021126,34.165738268026196
20021127,38.77486237580359
20021128,36.495812834245534
20021129,36.67376201198599
20021130,36.67376201198599
20021201,36.67376201198599
20021202,40.03743675117997
20021203,39.504429583185846
20021204,39.646807289823066
20021205,40.38313170787538
20021206,35.840096457997454
20021207,35.840096457997454
20021208,35.840096457997454
20021209,35.63105805239563
20021210,37.450503383402534
20021211,36.8488363738189
20021212,36.391759453402486
20021213,35.49309174796531
20021214,35.49309174796531
20021215,35.49309174796531
20021216,34.27124596079976
20021217,31.371137218908952
20021218,29.938973794091634
20021219,30.78413811461141
20021220,30.553681012803725
20021221,30.553681012803725
20021222,30.553681012803725
20021223,32.33556519760207
20021224,32.23621313671193
20021225,32.23621313671193
20021226,32.23621313671193
20021227,32.112854223919925
20021228,32.112854223919925
20021229,32.112854223919925
20021230,35.01571039808812
20021231,31.151761726520526
20030101,31.151761726520526
20030102,31.12423849529823
20030103,30.075930782251294
20030104,30.075930782251294
20030105,30.075930782251294
20030106,29.695595655977588
20030107,30.286454907017436
20030108,30.41494934178336
20030109,29.328868408893097
20030110,29.187114022047673
20030111,29.187114022047673
20030112,29.187114022047673
20030113,28.7632107556509
20030114,29.12114859211203
20030115,28.31726595675587
20030116,33.04938150135855
20030117,30.514602077665877
20030118,30.514602077665877
20030119,30.514602077665877
20030120,29.714244407388446
20030121,31.70660239249062
20030122,32.73640997136509
20030123,32.45719564295926
20030124,32.47677348878281
20030125,32.47677348878281
20030126,32.47677348878281
20030127,32.47677348878281
20030128,38.755480929109794
20030129,36.46284097294155
20030130,33.54376209959485
20030131,39.11599988418785
20030201,39.11599988418785
20030202,39.11599988418785
20030203,39.277117770393914
20030204,37.63275428619946
20030205,38.901660814925734
20030206,37.589190240749055
20030207,35.14788633702047
20030208,35.14788633702047
20030209,35.14788633702047
20030210,34.86939410810837
20030211,40.66015151825897
20030212,38.7281372395663
20030213,40.159498866076
20030214,38.77201653779057
20030215,38.77201653779057
20030216,38.77201653779057
20030217,41.96426034797929
20030218,43.34415375055971
20030219,41.482236018287225
20030220,38.45834974775923
20030221,35.81249224066764
20030222,35.81249224066764
20030223,35.81249224066764
20030224,35.09389416260123
20030225,37.55272917011473
20030226,37.43367104724816
20030227,37.60170696889451
20030228,37.034365699808134
20030301,37.034365699808134
20030302,37.034365699808134
20030303,37.91101646640325
20030304,42.07893425515801
20030305,42.21285444145676
20030306,36.663128748860736
20030307,33.36406933367936
20030308,33.36406933367936
20030309,33.36406933367936
20030310,31.32250580129064
20030311,32.75948121247261
20030312,32.802915680355696
20030313,32.26408191040726
20030314,29.175610579308202
20030315,29.175610579308202
20030316,29.175610579308202
20030317,28.182184086476635
20030318,33.07865613658008
20030319,32.90038426957067
20030320,32.708771800787574
20030321,32.86334618591409
20030322,32.86334618591409
20030323,32.86334618591409
20030324,29.103911788737626
20030325,30.297010161449066
20030326,31.951770453162165
20030327,32.09252450585136
20030328,31.989651159003543
20030329,31.989651159003543
20030330,31.989651159003543
20030331,30.296964148432533
20030401,30.35895334800904
20030402,30.5833363598094
20030403,30.500618748337203
20030404,30.380892621881838
20030405,30.380892621881838
20030406,30.380892621881838
20030407,29.933272501851672
20030408,29.86910865787495
20030409,31.41418063371748
20030410,30.42816968399042
20030411,30.295687683541175
20030412,30.295687683541175
20030413,30.295687683541175
20030414,30.42328668252592
20030415,30.3112124517727
20030416,26.714197604274826
20030417,25.42221882680804
20030418,25.42221882680804
20030419,25.42221882680804
20030420,25.42221882680804
20030421,25.42221882680804
20030422,25.612254846230787
20030423,25.514063129351133
20030424,25.408871004801128
20030425,25.408871004801128
20030426,25.408871004801128
20030427,25.408871004801128
20030428,26.36876293684834
20030429,26.276262399389587
20030430,27.954894750857303
20030501,28.786870814530097
20030502,27.73219116815183
20030503,27.73219116815183
20030504,27.73219116815183
20030505,26.885003630645937
20030506,26.741345743970182
20030507,24.879469043702017
20030508,24.9798463475945
20030509,23.34936683950305
20030510,23.34936683950305
20030511,23.34936683950305
20030512,21.896448371342164
20030513,21.943370189488515
20030514,23.240035382712364
20030515,23.33398975671526
20030516,24.79535964216627
20030517,24.79535964216627
20030518,24.79535964216627
20030519,23.66990480303099
20030520,24.999402842004084
20030521,25.089532860695677
20030522,26.452331112796827
20030523,28.862294088496803
20030524,28.862294088496803
20030525,28.862294088496803
20030526,28.62471790689203
20030527,28.488914696564834
20030528,28.52651214886505
20030529,27.33351819100642
20030530,29.258160831666544
20030531,29.258160831666544
20030601,29.258160831666544
20030602,29.260734913824322
20030603,29.031628983053395
20030604,28.553016334430417
20030605,30.739933061192673
20030606,30.61893272813262
20030607,30.61893272813262
20030608,30.61893272813262
20030609,30.61893272813262
20030610,30.810698878667534
20030611,33.95313902821553
20030612,32.62897608569682
20030613,34.280181964550536
20030614,34.280181964550536
20030615,34.280181964550536
20030616,33.47327965645329
20030617,35.013484887666884
20030618,34.330071066214046
20030619,34.37371583283176
20030620,33.62857353560848
20030621,33.62857353560848
20030622,33.62857353560848
20030623,34.63728798634609
20030624,34.369185878225245
20030625,35.01655920452968
20030626,34.18931831123942
20030627,34.08200023835854
20030628,34.08200023835854
20030629,34.08200023835854
20030630,33.52335288662862
20030701,33.407057857357294
20030702,33.41504490279024
20030703,33.276055328596485
20030704,33.193931020204595
20030705,33.193931020204595
20030706,33.193931020204595
20030707,33.01716956665111
20030708,33.963205957397
20030709,31.882372238043846
20030710,33.500635944205705
20030711,30.668994801652357
20030712,30.668994801652357
20030713,30.668994801652357
20030714,27.505551385420755
20030715,31.480818393452985
20030716,30.63671133962654
20030717,29.87351455482518
20030718,31.759171641437693
20030719,31.759171641437693
20030720,31.759171641437693
20030721,31.621069356248494
20030722,27.337873345774724
20030723,27.17895503229114
20030724,26.667900706099346
20030725,28.747738783331997
20030726,28.747738783331997
20030727,28.747738783331997
20030728,29.12024816005803
20030729,30.431411549359574
20030730,27.739825630891325
20030731,30.43673879926328
20030801,30.287896561692683
20030802,30.287896561692683
20030803,30.287896561692683
20030804,30.278447154712534
20030805,30.303397427496385
20030806,29.790808575744606
20030807,29.902457086008106
20030808,29.77564321871664
20030809,29.77564321871664
20030810,29.77564321871664
20030811,29.534853488439573
20030812,29.426763368645744
20030813,29.91582887441119
20030814,30.02914415320855
20030815,30.739256596950373
20030816,30.739256596950373
20030817,30.739256596950373
20030818,30.44520433585451
20030819,30.916722270695505
20030820,32.981735530731015
20030821,31.064780767580828
20030822,32.890677990213206
20030823,32.890677990213206
20030824,32.890677990213206
20030825,29.90779832351153
20030826,30.93828856465337
20030827,31.59712832568792
20030828,30.308526378108112
20030829,19.170851085444845
20030830,19.170851085444845
20030831,19.170851085444845
20030901,17.971422520738
20030902,18.595097722721924
20030903,18.567127515176043
20030904,17.554298634575783
20030905,16.439725784276945
20030906,16.439725784276945
20030907,16.439725784276945
20030908,16.68591246904791
20030909,17.306422059084
20030910,17.93091132920392
20030911,21.68771292493748
20030912,22.814203641117015
20030913,22.814203641117015
20030914,22.814203641117015
20030915,22.583340768050125
20030916,23.584627051856746
20030917,21.501093306008958
20030918,23.02959567058161
20030919,20.88717724370894
20030920,20.88717724370894
20030921,20.88717724370894
20030922,22.346978162665383
20030923,20.392539550463155
20030924,20.151848739156947
20030925,20.51028782092286
20030926,21.945194822028235
20030927,21.945194822028235
20030928,21.945194822028235
20030929,21.783516272113516
20030930,34.40856546559521
20031001,36.412857048841815
20031002,36.361216849551816
20031003,35.796372917619756
20031004,35.796372917619756
20031005,35.796372917619756
20031006,35.99861020428114
20031007,34.090232603392984
20031008,33.88397219198123
20031009,34.89135304990928
20031010,34.86061448210817
20031011,34.86061448210817
20031012,34.86061448210817
20031013,33.73984971836824
20031014,35.06094819463083
20031015,33.70306753145862
20031016,33.678761170094894
20031017,33.72834785163857
20031018,33.72834785163857
20031019,33.72834785163857
20031020,31.943439962120795
20031021,30.89256077553983
20031022,30.346055778320558
20031023,30.690358067054742
20031024,31.792282779148437
20031025,31.792282779148437
20031026,31.792282779148437
20031027,31.32344558871785
20031028,31.543733719221105
20031029,32.94667624276471
20031030,28.797870652193204
20031031,26.995205297680467
20031101,26.995205297680467
20031102,26.995205297680467
20031103,28.140057080457268
20031104,28.03977294691108
20031105,27.161536786634265
20031106,28.45412936698806
20031107,28.829695884324103
20031108,28.829695884324103
20031109,28.829695884324103
20031110,29.90863174779192
20031111,28.535419895388586
20031112,28.457186228613185
20031113,29.824682700402505
20031114,29.633221086092227
20031115,29.633221086092227
20031116,29.633221086092227
20031117,30.014850236332165
20031118,29.864309300396933
20031119,29.528624050204556
20031120,29.809411274207157
20031121,31.698560220622106
20031122,31.698560220622106
20031123,31.698560220622106
20031124,30.653068897584504
20031125,30.521429926384748
20031126,30.381842172767065
20031127,31.690110326012427
20031128,31.62034577122442
20031129,31.62034577122442
20031130,31.62034577122442
20031201,31.507604057320734
20031202,29.73156505704845
20031203,28.68406628175245
20031204,28.20122949261577
20031205,28.16338792645571
20031206,28.16338792645571
20031207,28.16338792645571
20031208,28.99875655174222
20031209,29.209600411425647
20031210,30.96227699419028
20031211,29.994207513209858
20031212,29.394662023530444
20031213,29.394662023530444
20031214,29.394662023530444
20031215,30.351525175224737
20031216,30.160533622980626
20031217,30.490845741789194
20031218,30.55542926852122
20031219,30.667332087162567
20031220,30.667332087162567
20031221,30.667332087162567
20031222,30.67478029416565
20031223,30.670765347955175
20031224,30.436715751102497
20031225,30.436715751102497
20031226,30.436715751102497
20031227,30.436715751102497
20031228,30.436715751102497
20031229,28.967670752222027
20031230,28.77248188137166
20031231,29.029049208946244
20040101,29.029049208946244
20040102,28.845603263739175
20040103,28.845603263739175
20040104,28.845603263739175
20040105,28.740815014652604
20040106,29.86516678591648
20040107,29.59777069917517
20040108,29.981904691530794
20040109,29.363349484205
20040110,29.363349484205
20040111,29.363349484205
20040112,29.41682334954292
20040113,29.95921736282064
20040114,30.947822218408927
20040115,30.77783903021756
20040116,30.716104566916044
20040117,30.716104566916044
20040118,30.716104566916044
20040119,31.527923259724982
20040120,31.269170801897538
20040121,33.336941560501316
20040122,33.00272864957676
20040123,33.07510307691277
20040124,33.07510307691277
20040125,33.07510307691277
20040126,33.07510307691277
20040127,33.14864910829488
20040128,30.4015909306116
20040129,29.5497026997069
20040130,28.99915872252926
20040131,28.99915872252926
20040201,28.99915872252926
20040202,36.156928525897925
20040203,32.79637495398487
20040204,34.35327381734431
20040205,35.42541496544419
20040206,36.15684316486303
20040207,36.15684316486303
20040208,36.15684316486303
20040209,38.67574840819314
20040210,39.39727892420629
20040211,39.281718816667826
20040212,38.91754712309867
20040213,38.539265139585645
20040214,38.539265139585645
20040215,38.539265139585645
20040216,38.20067166689261
20040217,38.46256487022519
20040218,41.821765858803836
20040219,42.172397561941494
20040220,39.04353799176785
20040221,39.04353799176785
20040222,39.04353799176785
20040223,35.305088352467585
20040224,33.05257462761585
20040225,34.215513498622684
20040226,35.37453731478719
20040227,34.53428816790221
20040228,34.53428816790221
20040229,34.53428816790221
20040301,34.6502526556491
20040302,35.049805041365076
20040303,34.76504920751041
20040304,34.535710417303754
20040305,35.55227301532466
20040306,35.55227301532466
20040307,35.55227301532466
20040308,35.35032379976551
20040309,35.9135074288279
20040310,36.9083655242481
20040311,37.2696435120926
20040312,39.350700445375885
20040313,39.350700445375885
20040314,39.350700445375885
20040315,39.37420884969348
20040316,37.44633924448227
20040317,39.19535300555649
20040318,38.93598173162505
20040319,39.49790984878163
20040320,39.49790984878163
20040321,39.49790984878163
20040322,36.72746382570915
20040323,35.30580466173264
20040324,33.21628079673816
20040325,29.08160563205724
20040326,28.95625680748859
20040327,28.95625680748859
20040328,28.95625680748859
20040329,29.330756256680438
20040330,29.12510466473726
20040331,27.791912068284116
20040401,27.805859698119747
20040402,27.744971380593544
20040403,27.744971380593544
20040404,27.744971380593544
20040405,27.789436348383965
20040406,29.94818297430441
20040407,29.950850154763625
20040408,31.94477412704905
20040409,31.94477412704905
20040410,31.94477412704905
20040411,31.94477412704905
20040412,31.94477412704905
20040413,31.35146824282624
20040414,33.28225847095133
20040415,31.749286167253796
20040416,31.219943502053482
20040417,31.219943502053482
20040418,31.219943502053482
20040419,31.130061103598234
20040420,31.55107566360827
20040421,32.25752911816792
20040422,32.370991082563606
20040423,30.99708949506781
20040424,30.99708949506781
20040425,30.99708949506781
20040426,29.761095770816926
20040427,29.811838918683307
20040428,32.156441079356824
20040429,32.66135122463065
20040430,28.90555392566461
20040501,28.90555392566461
20040502,28.90555392566461
20040503,32.979988242621424
20040504,32.86511045873428
20040505,32.84973592299878
20040506,32.83774050421852
20040507,33.97898034929608
20040508,33.97898034929608
20040509,33.97898034929608
20040510,36.31319817883134
20040511,35.694154681189715
20040512,35.46195879237094
20040513,35.921907118450946
20040514,36.835150110471666
20040515,36.835150110471666
20040516,36.835150110471666
20040517,36.52098719788817
20040518,36.77868532931083
20040519,36.67688754176844
20040520,36.7146244306657
20040521,35.85178844379697
20040522,35.85178844379697
20040523,35.85178844379697
20040524,35.97075223562089
20040525,35.95126656279107
20040526,35.093961175739395
20040527,34.58486342882763
20040528,34.7622148431424
20040529,34.7622148431424
20040530,34.7622148431424
20040531,45.5645521216209
20040601,42.9147077745781
20040602,43.12130169049914
20040603,43.59385210651155
20040604,43.50702284315599
20040605,43.50702284315599
20040606,43.50702284315599
20040607,46.43844794581721
20040608,48.87627817575361
20040609,45.836096449047005
20040610,44.30328142462451
20040611,46.133437434803064
20040612,46.133437434803064
20040613,46.133437434803064
20040614,46.133437434803064
20040615,47.38498726628595
20040616,47.038406636627066
20040617,40.658758511987045
20040618,45.04093503720037
20040619,45.04093503720037
20040620,45.04093503720037
20040621,47.0542933403886
20040622,42.32494972526979
20040623,42.66591973743623
20040624,39.91393203670899
20040625,39.82638608204907
20040626,39.82638608204907
20040627,39.82638608204907
20040628,38.77560945357472
20040629,39.19172400456459
20040630,37.52087596061366
20040701,34.73441806321908
20040702,36.06859654775291
20040703,36.06859654775291
20040704,36.06859654775291
20040705,35.891809266536676
20040706,36.994048275914615
20040707,37.158983927208155
20040708,37.03443448166166
20040709,37.06970879634746
20040710,37.06970879634746
20040711,37.06970879634746
20040712,35.119769645414095
20040713,32.862447179933966
20040714,33.93769081097647
20040715,35.19900599147819
20040716,34.822476023488086
20040717,34.822476023488086
20040718,34.822476023488086
20040719,34.02581148339021
20040720,35.690129191405155
20040721,35.44009448183085
20040722,35.47834107420301
20040723,35.518286576725465
20040724,35.518286576725465
20040725,35.518286576725465
20040726,34.48168116981224
20040727,37.24074832471334
20040728,36.72966422846922
20040729,36.956714106269516
20040730,36.23535487065009
20040731,36.23535487065009
20040801,36.23535487065009
20040802,34.25227831957398
20040803,36.52752585996098
20040804,36.557276913164955
20040805,38.08320897134476
20040806,36.35034301221775
20040807,36.35034301221775
20040808,36.35034301221775
20040809,35.718939952631715
20040810,35.17604081689098
20040811,34.50184240215434
20040812,34.60729744362796
20040813,34.44192587331976
20040814,34.44192587331976
20040815,34.44192587331976
20040816,35.829543393181346
20040817,34.87731322956356
20040818,34.88258473950018
20040819,35.42050568797334
20040820,38.721904367216624
20040821,38.721904367216624
20040822,38.721904367216624
20040823,38.474915730317925
20040824,38.17801643065494
20040825,39.616935247754
20040826,39.14086680632744
20040827,40.45823362246617
20040828,40.45823362246617
20040829,40.45823362246617
20040830,38.92833411240362
20040831,41.13193301130851
20040901,38.98420505411678
20040902,38.97487958477997
20040903,38.938326313019
20040904,38.938326313019
20040905,38.938326313019
20040906,43.2298804801596
20040907,43.040360421022115
20040908,45.160232519241674
20040909,44.91033994733518
20040910,43.29901958937301
20040911,43.29901958937301
20040912,43.29901958937301
20040913,44.500780652150446
20040914,44.04976012002057
20040915,43.81727970650844
20040916,42.50182778406974
20040917,42.38543637247211
20040918,42.38543637247211
20040919,42.38543637247211
20040920,44.38131968386793
20040921,42.302390262980595
20040922,41.78256922580421
20040923,41.594867939128214
20040924,42.54459487194301
20040925,42.54459487194301
20040926,42.54459487194301
20040927,40.3815058686675
20040928,39.19463705921484
20040929,38.94238327012507
20040930,19.558355903979212
20041001,18.806113761564962
20041002,18.806113761564962
20041003,18.806113761564962
20041004,18.86704353872117
20041005,19.770008667696114
20041006,20.164184152807394
20041007,20.251762389523293
20041008,20.345850452616084
20041009,20.345850452616084
20041010,20.345850452616084
20041011,19.848477244267965
20041012,19.804337976075935
20041013,19.968323406676216
20041014,21.535908080622292
20041015,21.535288722013853
20041016,21.535288722013853
20041017,21.535288722013853
20041018,21.653270371898838
20041019,17.877549679098642
20041020,18.610334482291446
20041021,18.67699174524351
20041022,19.567358990607946
20041023,19.567358990607946
20041024,19.567358990607946
20041025,19.17002100709877
20041026,19.208486330033534
20041027,20.057086146297927
20041028,18.010258451416366
20041029,19.11733566970096
20041030,19.11733566970096
20041031,19.11733566970096
20041101,18.481432745980804
20041102,17.63985418873537
20041103,16.457520753859868
20041104,16.22553425369447
20041105,16.235146607848073
20041106,16.235146607848073
20041107,16.235146607848073
20041108,16.107646906747306
20041109,17.021199025053818
20041110,16.127704658480624
20041111,16.08099185969511
20041112,16.853743796019465
20041113,16.853743796019465
20041114,16.853743796019465
20041115,16.884056425562562
20041116,18.99106863252658
20041117,18.771914886445458
20041118,18.76786159909959
20041119,18.75721257625824
20041120,18.75721257625824
20041121,18.75721257625824
20041122,17.09000376879026
20041123,16.948202246490172
20041124,18.150639848458994
20041125,18.024328871611488
20041126,17.90641769613488
20041127,17.90641769613488
