Date,Ecobank Transnational Inc
20110924,266.3866358478411
20110925,266.3866358478411
20110926,273.8910449270588
20110927,268.24006117446197
20110928,254.79235402173788
20110929,250.78087900341814
20110930,216.57177808683946
20111001,216.57177808683946
20111002,216.57177808683946
20111003,216.57177808683946
20111004,203.33520653409087
20111005,211.6619266584977
20111006,222.9032472625559
20111007,217.46396562075978
20111008,217.46396562075978
20111009,217.46396562075978
20111010,223.52151442848447
20111011,193.9000036773782
20111012,182.3401174578429
20111013,186.59699404990775
20111014,197.18579708107632
20111015,197.18579708107632
20111016,197.18579708107632
20111017,206.47240576947266
20111018,193.11072123017217
20111019,185.2165085098907
20111020,186.16714241882795
20111021,190.03873478029735
20111022,190.03873478029735
20111023,190.03873478029735
20111024,193.10537420938508
20111025,230.99698760319768
20111026,239.21754453203818
20111027,230.26782585696998
20111028,217.17655636148177
20111029,217.17655636148177
20111030,217.17655636148177
20111031,210.91853261562318
20111101,214.3509814609323
20111102,215.65101739631268
20111103,213.60690960500142
20111104,219.23453322340586
20111105,219.23453322340586
20111106,219.23453322340586
20111107,219.23453322340586
20111108,219.23453322340586
20111109,229.5993826574332
20111110,230.54361291969485
20111111,241.25323066195264
20111112,241.25323066195264
20111113,241.25323066195264
20111114,245.3355576743759
20111115,249.30680832203956
20111116,244.58260347489914
20111117,236.59410985876573
20111118,231.91054376260973
20111119,231.91054376260973
20111120,231.91054376260973
20111121,231.13499332426912
20111122,230.57829124270654
20111123,233.36880711973697
20111124,242.6625249220041
20111125,258.68852509407805
20111126,258.68852509407805
20111127,258.68852509407805
20111128,248.9320043752852
20111129,242.30376214661297
20111130,247.39475643294458
20111201,334.74998535229014
20111202,317.5954329394745
20111203,317.5954329394745
20111204,317.5954329394745
20111205,317.0924714790291
20111206,343.9820701800067
20111207,356.14046561322687
20111208,376.9101430216707
20111209,408.9813744790528
20111210,408.9813744790528
20111211,408.9813744790528
20111212,367.6168079766858
20111213,356.8262213605576
20111214,345.5964605622227
20111215,362.2917287283806
20111216,278.18576651431965
20111217,278.18576651431965
20111218,278.18576651431965
20111219,285.19170016540045
20111220,267.51665372613394
20111221,270.4885302739008
20111222,283.89639225384735
20111223,290.02126044661895
20111224,290.02126044661895
20111225,290.02126044661895
20111226,290.02126044661895
20111227,290.02126044661895
20111228,276.47092171647705
20111229,259.17086965839616
20111230,248.67041740225366
20111231,248.67041740225366
20120101,248.67041740225366
20120102,248.67041740225366
20120103,206.91004204102535
20120104,203.4859738113162
20120105,203.72997720084626
20120106,221.36891537947292
20120107,221.36891537947292
20120108,221.36891537947292
20120109,221.57547867860822
20120110,225.57431084392283
20120111,226.15574836501204
20120112,227.33036033199465
20120113,234.8850467427565
20120114,234.8850467427565
20120115,234.8850467427565
20120116,232.82239888137246
20120117,229.36563717706807
20120118,220.9725982179991
20120119,225.53327917393156
20120120,220.59927971094496
20120121,220.59927971094496
20120122,220.59927971094496
20120123,241.17064684021835
20120124,226.6256875475408
20120125,234.41372656422124
20120126,231.49296938766832
20120127,225.47992720472928
20120128,225.47992720472928
20120129,225.47992720472928
20120130,224.70433554867165
20120131,233.253998341773
20120201,237.55259525107402
20120202,227.75676971748442
20120203,236.13932466889972
20120204,236.13932466889972
20120205,236.13932466889972
20120206,236.13932466889972
20120207,253.83864279276952
20120208,249.84803086603765
20120209,238.59555922249615
20120210,250.07624239839205
20120211,250.07624239839205
20120212,250.07624239839205
20120213,247.82093360399466
20120214,248.1254303917484
20120215,244.43870929661327
20120216,243.15611668250187
20120217,233.1687217354026
20120218,233.1687217354026
20120219,233.1687217354026
20120220,231.3822994027725
20120221,225.33091796436287
20120222,217.1281827415598
20120223,207.11982985874548
20120224,200.785872353827
20120225,200.785872353827
20120226,200.785872353827
20120227,210.30891685217762
20120228,218.0227212716388
20120229,212.05735499101036
20120301,211.7254268240283
20120302,231.44266901959188
20120303,231.44266901959188
20120304,231.44266901959188
20120305,224.35255266762596
20120306,227.27490013487616
20120307,238.47129334613408
20120308,191.36179903979132
20120309,191.86258575185
20120310,191.86258575185
20120311,191.86258575185
20120312,190.19392420864506
20120313,186.75109353552176
20120314,188.84213644541418
20120315,191.4632489005768
20120316,181.94402185158665
20120317,181.94402185158665
20120318,181.94402185158665
20120319,201.64859912861328
20120320,204.31037772100188
20120321,200.47351625930332
20120322,213.6113242915434
20120323,221.6559672807222
20120324,221.6559672807222
20120325,221.6559672807222
20120326,217.73549917770134
20120327,213.3148042036106
20120328,208.15986546469483
20120329,203.5908319025677
20120330,318.45147851845627
20120331,318.45147851845627
20120401,318.45147851845627
20120402,310.7013849292553
20120403,266.7054811111596
20120404,256.87626731426883
20120405,256.393253079186
20120406,256.393253079186
20120407,256.393253079186
20120408,256.393253079186
20120409,256.393253079186
20120410,256.1354923885099
20120411,264.7883433883152
20120412,258.59525537551775
20120413,261.44403889522687
20120414,261.44403889522687
20120415,261.44403889522687
20120416,260.56761348152725
20120417,263.99656353751135
20120418,260.2742256727288
20120419,263.1975441172148
20120420,233.80185622033312
20120421,233.80185622033312
20120422,233.80185622033312
20120423,244.99004793435117
20120424,230.8399251158426
20120425,226.3891341039329
20120426,235.2182721672654
20120427,245.65758727993304
20120428,245.65758727993304
20120429,245.65758727993304
20120430,274.3190355790137
20120501,274.3190355790137
20120502,266.3418845815826
20120503,291.42441861214826
20120504,267.0244315682423
20120505,267.0244315682423
20120506,267.0244315682423
20120507,264.1155515063668
20120508,267.21471357636005
20120509,268.32105479925303
20120510,270.13848540809965
20120511,269.3941193931726
20120512,269.3941193931726
20120513,269.3941193931726
20120514,275.3500483145739
20120515,267.35393947508555
20120516,278.1666104773568
20120517,280.08941546407164
20120518,288.3147988851426
20120519,288.3147988851426
20120520,288.3147988851426
20120521,270.47336093765676
20120522,277.4425906288597
20120523,281.8305228706676
20120524,301.71735812203485
20120525,295.75491704237226
20120526,295.75491704237226
20120527,295.75491704237226
20120528,303.4979876577928
20120529,303.4979876577928
20120530,299.55158487834126
20120531,306.1491650100278
20120601,294.855431595832
20120602,294.855431595832
20120603,294.855431595832
20120604,306.31368903438914
20120605,321.322746678555
20120606,317.9480936138991
20120607,320.69009401949637
20120608,323.23534502422405
20120609,323.23534502422405
20120610,323.23534502422405
20120611,320.88953415480626
20120612,311.5669009005504
