Date,Beijing Zodi Investment Co Ltd
19971222,121.74926351437934
19971223,118.58279835058978
19971224,120.19531249529138
19971225,117.03531470573834
19971226,116.48598545031716
19971227,116.48598545031716
19971228,116.48598545031716
19971229,117.1330726884363
19971230,119.18480957935546
19971231,116.71334845635819
19980101,116.70331761795956
19980102,116.70331761795956
19980103,116.70331761795956
19980104,116.70331761795956
19980105,114.579923227136
19980106,112.57648676250467
19980107,111.90290323219689
19980108,112.98601149426266
19980109,111.92760294326509
19980110,111.92760294326509
19980111,111.92760294326509
19980112,112.71697234659386
19980113,119.43625693884401
19980114,120.71469730094097
19980115,118.01073705471075
19980116,114.87496082700504
19980117,114.87496082700504
19980118,114.87496082700504
19980119,115.7560475794011
19980120,118.32652197930697
19980121,122.42830734414636
19980122,119.18854356980401
19980123,118.24527594051823
19980124,118.24527594051823
19980125,118.24527594051823
19980126,118.24527594051823
19980127,118.24527594051823
19980128,118.24527594051823
19980129,118.24527594051823
19980130,118.24527594051823
19980131,118.24527594051823
19980201,118.23431633139748
19980202,118.23431633139748
19980203,118.23431633139748
19980204,118.23431633139748
19980205,118.23431633139748
19980206,118.23431633139748
19980207,118.23431633139748
19980208,118.23431633139748
19980209,116.15274808313626
19980210,120.32943944936046
19980211,119.81231460270479
19980212,121.56864599597911
19980213,122.22398765051554
19980214,122.22398765051554
19980215,122.22398765051554
19980216,126.54278595547328
19980217,126.9747619908141
19980218,129.87685778743602
19980219,126.62225534551794
19980220,127.59945352764679
19980221,127.59945352764679
19980222,127.59945352764679
19980223,129.24475290667735
19980224,131.59188523477698
19980225,130.88685127753416
19980226,125.14522294221146
19980227,127.38118461532339
19980228,127.38118461532339
19980301,127.36845144049903
19980302,132.67870514628422
19980303,137.13014171435026
19980304,129.27127298952985
19980305,142.64933784662603
19980306,141.18959493455117
19980307,141.18959493455117
19980308,141.18959493455117
19980309,142.08928537564591
19980310,139.03211601783022
19980311,135.6365885893859
19980312,133.95932235963645
19980313,130.2571227189342
19980314,130.2571227189342
19980315,130.2571227189342
19980316,129.19651775203496
19980317,130.19883457812932
19980318,131.49899901276333
19980319,133.42701891066972
19980320,133.07890156251517
19980321,133.07890156251517
19980322,133.07890156251517
19980323,129.6359921189271
19980324,129.83905676056224
19980325,121.99614895034391
19980326,123.20799480952374
19980327,121.26914197747094
19980328,121.26914197747094
19980329,121.26914197747094
19980330,119.14799751792025
19980331,124.41707065820007
19980401,126.3977277024482
19980402,125.90151520930955
19980403,126.81329130799557
19980404,126.81329130799557
19980405,126.81329130799557
19980406,128.27653204726278
19980407,127.14301711948052
19980408,125.63878805863455
19980409,123.70901882846218
19980410,120.45467621798912
19980411,120.45467621798912
19980412,120.45467621798912
19980413,121.68986468333935
19980414,123.17291342556211
19980415,121.16351157963302
19980416,122.81474484119634
19980417,124.95128271221715
19980418,124.95128271221715
19980419,124.95128271221715
19980420,126.10976806729988
19980421,125.67975204060862
19980422,123.21963598706864
19980423,123.67810242336543
19980424,121.44009462192373
19980425,121.44009462192373
19980426,121.44009462192373
19980427,120.61839113485107
19980428,117.30270487926674
19980429,118.76413089476314
19980430,110.48798508695045
19980501,110.47512820308785
19980502,110.47512820308785
19980503,110.47512820308785
19980504,105.49013760039418
19980505,106.3230151462629
19980506,106.65045454373073
19980507,111.42482439285098
19980508,113.04302756761923
19980509,113.04302756761923
19980510,113.04302756761923
19980511,114.34330834020888
19980512,112.97812997378885
19980513,112.91619373539244
19980514,115.572197488232
19980515,113.60797959627402
19980516,113.60797959627402
19980517,113.60797959627402
19980518,116.9193898683199
19980519,115.53473968584737
19980520,112.56756816257844
19980521,114.47703645044521
19980522,119.33758055188596
19980523,119.33758055188596
19980524,119.33758055188596
19980525,121.64355568666264
19980526,120.70485452864514
19980527,121.73832589103448
19980528,119.37278052709168
19980529,109.58707636902898
19980530,109.58707636902898
19980531,109.58707636902898
19980601,108.57395657312752
19980602,106.8175720091497
19980603,108.37530921818092
19980604,109.24621073401252
19980605,108.21121452715855
19980606,108.21121452715855
19980607,108.21121452715855
19980608,110.60637262367165
19980609,113.77539592594437
19980610,112.84874868323018
19980611,114.71072990695617
19980612,113.51586343389654
19980613,113.51586343389654
19980614,113.51586343389654
19980615,114.00824679242416
19980616,115.25904587241483
19980617,117.24758795858209
19980618,116.93219658176871
19980619,115.23544771973222
19980620,115.23544771973222
19980621,115.23544771973222
19980622,112.5255851848178
19980623,112.55933259824762
19980624,113.02827296570379
19980625,115.38665136739363
19980626,116.90764731926379
19980627,116.90764731926379
19980628,116.90764731926379
19980629,120.10400792527298
19980630,111.01572030428787
19980701,114.57229228691577
19980702,114.42093692962855
19980703,116.16045634134723
19980704,116.16045634134723
19980705,116.16045634134723
19980706,118.38313126065793
19980707,120.90321026119979
19980708,119.87935361995224
19980709,119.29358870180648
19980710,117.50458067292179
19980711,117.50458067292179
19980712,117.50458067292179
19980713,117.20839526758458
19980714,115.19934453409323
19980715,115.62784452796204
19980716,117.58061747489995
19980717,117.5302068878632
19980718,117.5302068878632
19980719,117.5302068878632
19980720,120.3240740756961
19980721,118.9828727692639
19980722,121.39364076718044
19980723,120.98105644732323
19980724,124.26042558457415
19980725,124.26042558457415
19980726,124.26042558457415
19980727,127.04538823261848
19980728,128.28164644397083
19980729,129.24572929332436
19980730,131.62673534967536
19980731,124.74770502085633
19980801,124.72950788641148
19980802,124.72950788641148
19980803,127.08665317467164
19980804,129.1819568675747
19980805,127.8688489691264
19980806,127.8513964237278
19980807,128.50906253994077
19980808,128.50906253994077
19980809,128.50906253994077
19980810,133.37441215496398
19980811,137.437337882175
19980812,141.60654688903585
19980813,138.96657602314357
19980814,143.20285586153432
19980815,143.20285586153432
19980816,143.20285586153432
19980817,156.09074876206935
19980818,160.18849159425997
19980819,153.07081313343954
19980820,146.97352847998144
19980821,140.97393373333804
19980822,140.97393373333804
19980823,140.97393373333804
19980824,139.5240727590828
19980825,140.3853483620276
19980826,145.10568884435713
19980827,144.32346240038854
19980828,133.6564948109989
19980829,133.6564948109989
19980830,133.6564948109989
19980831,139.47852745019105
19980901,140.92715902822937
19980902,140.53409064216268
19980903,138.80603649165127
19980904,133.67799020196907
19980905,133.67799020196907
19980906,133.67799020196907
19980907,128.57823554977207
19980908,124.97175099330202
19980909,122.28567306035589
19980910,115.29650681220691
19980911,115.62983664954756
19980912,115.62983664954756
19980913,115.62983664954756
19980914,116.94612609933876
19980915,121.06739622643565
19980916,121.32833367036417
19980917,121.73666279611183
19980918,125.83187906705172
19980919,125.83187906705172
19980920,125.83187906705172
19980921,120.77819758706545
19980922,126.17921489341897
19980923,124.02773595037279
19980924,125.2843865947753
19980925,123.17974425686455
19980926,123.17974425686455
19980927,123.17974425686455
19980928,121.28145464792006
19980929,122.90492595971972
19980930,120.44168320268462
19981001,120.42126040367756
19981002,120.42126040367756
19981003,120.42126040367756
19981004,120.42126040367756
19981005,116.05426282050635
19981006,120.10000772446593
19981007,122.55195835082016
19981008,119.46139469296044
19981009,122.31725057301311
19981010,122.31725057301311
19981011,122.31725057301311
19981012,122.94960016867398
19981013,122.08169584964581
19981014,122.45072595253134
19981015,122.94892371608043
19981016,118.78175056948945
19981017,118.78175056948945
19981018,118.78175056948945
19981019,117.15613318822197
19981020,118.87727328319978
19981021,122.5898260937383
19981022,121.86357880196574
19981023,125.01352077031484
19981024,125.01352077031484
19981025,125.01352077031484
19981026,125.41290505658851
19981027,125.01219311097859
19981028,122.66122211399123
19981029,124.8470294365766
19981030,119.37547172091087
19981031,119.37547172091087
19981101,119.3536423569191
19981102,118.05849971989718
19981103,116.41427244032128
19981104,119.14153866715415
19981105,118.39329085550006
19981106,114.48769738843738
19981107,114.48769738843738
19981108,114.48769738843738
19981109,111.19739062868939
19981110,114.43599585091464
19981111,111.6284491705261
19981112,112.57737423332968
19981113,113.29587941275426
19981114,113.29587941275426
19981115,113.29587941275426
19981116,112.32467411403016
19981117,114.0740816410454
19981118,116.33515242250016
19981119,116.04129854410942
19981120,114.60042210778902
19981121,114.60042210778902
19981122,114.60042210778902
19981123,116.56924032516467
19981124,118.3597539953563
19981125,121.02971174640622
19981126,121.59825125602599
19981127,124.32455585819643
19981128,124.32455585819643
19981129,124.32455585819643
19981130,121.82265156234041
19981201,121.95680150767303
19981202,123.08513365127916
19981203,122.62604478250115
19981204,121.93743008447674
19981205,121.93743008447674
19981206,121.93743008447674
19981207,121.3162135074025
19981208,120.48122985524186
19981209,119.87168510774676
19981210,121.06948196600888
19981211,120.88766950703061
19981212,120.88766950703061
19981213,120.88766950703061
19981214,123.97372051323693
19981215,125.42269046634833
19981216,127.2862725095869
19981217,131.5205080592487
19981218,132.15941159162082
19981219,132.15941159162082
19981220,132.15941159162082
19981221,131.4908104039062
19981222,125.94054873055778
19981223,127.37486274405235
19981224,128.25478184363496
19981225,128.9689128583902
19981226,128.9689128583902
19981227,128.9689128583902
19981228,129.1668617738486
19981229,129.7143555575255
19981230,130.00953975461994
19981231,125.5308748542412
19990101,125.50419379564221
19990102,125.50419379564221
19990103,125.50419379564221
19990104,128.31763141544306
19990105,130.55492716893968
19990106,128.39126715559217
19990107,128.814073822014
19990108,123.88741435287602
19990109,123.88741435287602
19990110,123.88741435287602
19990111,121.62320230683645
19990112,123.71588946952339
19990113,126.01802458023292
19990114,126.10131579667862
19990115,126.78141321556708
19990116,126.78141321556708
19990117,126.78141321556708
19990118,122.96586991953514
19990119,123.89183516425112
19990120,124.25689392619742
19990121,124.08656708972492
19990122,123.50711743001499
19990123,123.50711743001499
19990124,123.50711743001499
19990125,125.23291838180138
19990126,126.58468657817126
19990127,126.64563099821575
19990128,127.4823330061787
19990129,124.17885408549826
19990130,124.17885408549826
19990131,124.17885408549826
19990201,124.63551517441194
19990202,122.4141485061206
19990203,123.96250465481376
19990204,125.06487716206776
19990205,128.88715748800138
19990206,128.88715748800138
19990207,128.88715748800138
19990208,132.31960995723088
19990209,129.0010328579731
19990210,129.0010328579731
19990211,129.0010328579731
19990212,129.0010328579731
19990213,129.0010328579731
19990214,129.0010328579731
19990215,129.0010328579731
19990216,129.0010328579731
19990217,129.0010328579731
19990218,129.0010328579731
19990219,129.0010328579731
19990220,129.0010328579731
19990221,129.0010328579731
19990222,129.0010328579731
19990223,129.0010328579731
19990224,129.0010328579731
19990225,129.0010328579731
19990226,129.0010328579731
19990227,129.0010328579731
19990228,129.0010328579731
19990301,128.80236838238127
19990302,131.120480225556
19990303,126.40462744711925
19990304,125.7848985571847
19990305,122.5724392238498
19990306,122.5724392238498
19990307,122.5724392238498
19990308,123.80559949723
19990309,122.86825645201287
19990310,123.9669489629997
19990311,123.50937276254429
19990312,121.3436763823743
19990313,121.3436763823743
19990314,121.3436763823743
19990315,118.54016625183719
19990316,133.41531582609653
19990317,134.32960238660652
19990318,133.41793867954817
19990319,129.99127507005235
19990320,129.99127507005235
19990321,129.99127507005235
19990322,129.9385400260242
19990323,129.86735180456606
19990324,129.4713742937553
19990325,131.4401980986315
19990326,133.1412763786327
19990327,133.1412763786327
19990328,133.1412763786327
19990329,133.80392155290298
19990330,132.72015616283312
19990331,162.7473410405567
19990401,161.42624123982972
19990402,159.51373121934716
19990403,159.51373121934716
19990404,159.51373121934716
19990405,155.89801500630332
19990406,156.08324217957883
19990407,157.11222575356496
19990408,161.31999823915888
19990409,158.36307613731245
19990410,158.36307613731245
19990411,158.36307613731245
19990412,158.81197030758983
19990413,162.83562777025702
19990414,165.11503407858658
19990415,163.14494763050283
19990416,163.31581916641642
19990417,163.31581916641642
19990418,163.31581916641642
19990419,167.2507440245007
19990420,167.97324420297338
19990421,167.4125982167386
19990422,169.2715510192372
19990423,170.06681060112612
19990424,170.06681060112612
19990425,170.06681060112612
19990426,175.858875761223
19990427,176.30639300800533
19990428,176.22334453304973
19990429,171.25042698001698
19990430,170.00893121028184
19990501,169.9601956016638
19990502,169.9601956016638
19990503,169.9601956016638
19990504,171.7164251798785
19990505,167.7281636040652
19990506,166.10426138418416
19990507,168.41270396747828
19990508,168.41270396747828
19990509,168.41270396747828
19990510,173.83804272809448
19990511,167.5840332762249
19990512,165.61017925345968
19990513,166.50522563811083
19990514,169.61004894720415
19990515,169.61004894720415
19990516,169.61004894720415
19990517,170.5391190226748
19990518,171.76092998082402
19990519,163.5751280871839
19990520,155.3396425817315
19990521,151.3746049790185
19990522,151.3746049790185
19990523,151.3746049790185
19990524,148.6021000067119
19990525,153.62859889703665
19990526,154.7232337971898
19990527,153.32230114421438
19990528,156.35574645382727
19990529,156.35574645382727
19990530,156.35574645382727
19990531,159.4494715623565
19990601,158.4186371251213
19990602,157.96628557959679
19990603,159.7215857363553
19990604,156.77983253427635
19990605,156.77983253427635
19990606,156.77983253427635
19990607,148.51681946492442
19990608,150.94156089957968
19990609,152.97837045969982
19990610,170.22680161721635
19990611,171.12925038213868
19990612,171.12925038213868
19990613,171.12925038213868
19990614,165.86045433808812
19990615,166.5472330425941
19990616,156.03235186086505
19990617,157.34796448272996
19990618,159.54425464578316
19990619,159.54425464578316
19990620,159.54425464578316
19990621,154.832559341322
19990622,155.17293175485733
19990623,151.37736114158326
19990624,140.15902349933103
19990625,148.2433128917229
19990626,148.2433128917229
19990627,148.2433128917229
19990628,142.51363768163557
19990629,149.8366455245505
19990630,162.20108265296008
19990701,175.04170425494928
19990702,170.57633253708238
19990703,170.57633253708238
19990704,170.57633253708238
19990705,177.54564590635016
19990706,176.77025101254748
19990707,169.02968618759516
19990708,170.42872786726107
19990709,168.36034617793078
19990710,168.36034617793078
19990711,168.36034617793078
19990712,161.80573142771635
19990713,168.39234374368152
19990714,169.43270369229032
19990715,172.81422963289145
19990716,180.78383751213886
19990717,180.78383751213886
19990718,180.78383751213886
19990719,187.75795544253543
19990720,177.5655135870008
19990721,174.93261706873378
19990722,182.9364763931529
19990723,180.21796028670934
19990724,180.21796028670934
19990725,180.21796028670934
19990726,179.95200477270447
19990727,179.87997120957712
19990728,180.52697875075285
19990729,179.8246758772173
19990730,184.61098145348268
19990731,184.61098145348268
19990801,184.54475621589657
19990802,182.58670712209224
19990803,179.96929155940737
19990804,180.82253026755274
19990805,183.0939194847246
19990806,186.75264932443855
19990807,186.75264932443855
19990808,186.75264932443855
19990809,191.9510584520043
19990810,192.46993545818586
19990811,197.47130678318223
19990812,198.80521307985572
19990813,200.89744530936952
19990814,200.89744530936952
19990815,200.89744530936952
19990816,206.9701187201544
19990817,213.24816671561973
19990818,215.3599833240027
19990819,206.95399834583495
19990820,204.93995874163343
19990821,204.93995874163343
19990822,204.93995874163343
19990823,198.1355566020671
19990824,201.16901546396164
19990825,201.4716790028205
19990826,204.47493121665684
19990827,203.96698126025237
19990828,203.96698126025237
19990829,203.96698126025237
19990830,198.9790691238983
19990831,196.45357900349035
19990901,199.896613818901
19990902,195.92613882524628
19990903,193.12167895469432
19990904,193.12167895469432
19990905,193.12167895469432
19990906,188.45332274922123
19990907,189.30965970262133
19990908,189.09801406295355
19990909,178.00181083763127
19990910,176.29588702418727
19990911,176.29588702418727
19990912,176.29588702418727
19990913,175.47667127558242
19990914,175.9098078440702
19990915,180.61164821876886
19990916,180.20466350246835
19990917,179.26175756321942
19990918,179.26175756321942
19990919,179.26175756321942
19990920,183.46239659807395
19990921,181.63779125414715
19990922,181.7599450676129
19990923,181.1463118988631
19990924,182.07235280925437
19990925,182.07235280925437
19990926,182.07235280925437
19990927,184.56349902490587
19990928,187.32379198868287
19990929,190.1327697005203
19990930,190.93247250139316
19991001,190.8529576940849
19991002,190.8529576940849
19991003,190.8529576940849
19991004,190.8529576940849
19991005,190.8529576940849
19991006,190.8529576940849
19991007,190.8529576940849
19991008,194.88850139220384
19991009,194.88850139220384
19991010,194.88850139220384
19991011,187.67680813436886
19991012,191.47256964855498
19991013,196.5346594623776
19991014,197.28419654408088
19991015,193.54661801147103
19991016,193.54661801147103
19991017,193.54661801147103
19991018,194.03406577787447
19991019,197.8382278034321
19991020,197.21045807533346
19991021,202.31130977011867
19991022,197.6597465262403
19991023,197.6597465262403
19991024,197.6597465262403
19991025,200.01864060704366
19991026,197.79538292919312
19991027,194.60568861239796
19991028,196.59379389173378
19991029,200.45568150022183
19991030,200.45568150022183
19991031,200.45568150022183
19991101,201.9060034908371
19991102,200.93167730560822
19991103,198.27609692462687
19991104,201.39143192201914
19991105,201.17865669653347
19991106,201.17865669653347
19991107,201.17865669653347
19991108,201.789483326578
19991109,200.33416380430188
19991110,201.88214993280715
19991111,204.0860975941883
19991112,204.0693981326147
19991113,204.0693981326147
19991114,204.0693981326147
19991115,208.5150559157854
19991116,207.87899978957313
19991117,205.41532139889577
19991118,201.6523432149011
19991119,205.7533027130831
19991120,205.7533027130831
19991121,205.7533027130831
19991122,207.24907530671916
19991123,204.6976340893895
19991124,205.67169230663805
19991125,208.8490591180244
19991126,208.6753299678028
19991127,208.6753299678028
19991128,208.6753299678028
19991129,210.53994428200733
19991130,209.67382346556064
19991201,206.29692261766021
19991202,207.9508828850942
19991203,208.76569354392797
19991204,208.76569354392797
19991205,208.76569354392797
19991206,209.55351997225827
19991207,207.72705499921392
19991208,204.96394862533552
19991209,206.46833185080902
19991210,203.43562100338465
19991211,203.43562100338465
19991212,203.43562100338465
19991213,203.40084125270994
19991214,205.6994049434291
19991215,201.8169756587766
19991216,203.89243421320512
19991217,209.41516490795627
19991218,209.41516490795627
19991219,209.41516490795627
19991220,209.41516490795627
19991221,214.5731416524816
19991222,211.497099840139
19991223,213.2087763312461
19991224,214.74894819866518
19991225,214.74894819866518
19991226,214.74894819866518
19991227,213.7286360047469
19991228,214.80104241864427
19991229,216.27715333469484
19991230,213.7145484830228
19991231,213.7145484830228
20000101,213.603353667348
20000102,213.603353667348
20000103,213.603353667348
20000104,212.1771289792667
20000105,214.1983098396474
20000106,207.17317805911136
20000107,205.73171177317622
20000108,205.73171177317622
20000109,205.73171177317622
20000110,202.6622006972884
20000111,205.9053525311977
20000112,212.82663385660055
20000113,216.07435266657288
20000114,217.78631285861445
20000115,217.78631285861445
20000116,217.78631285861445
20000117,218.47423384525308
20000118,219.38908186481123
20000119,218.1201980730817
20000120,215.7724918938838
20000121,212.54654807868533
20000122,212.54654807868533
20000123,212.54654807868533
20000124,215.584225387506
20000125,214.16214537381632
20000126,211.89294400401485
20000127,205.2829403199035
20000128,203.68081290215758
20000129,203.68081290215758
20000130,203.68081290215758
20000131,203.68081290215758
20000201,203.5666391694183
20000202,203.5666391694183
20000203,203.5666391694183
20000204,203.5666391694183
20000205,203.5666391694183
20000206,203.5666391694183
20000207,203.5666391694183
20000208,203.5666391694183
20000209,203.5666391694183
20000210,203.5666391694183
20000211,203.5666391694183
20000212,203.5666391694183
20000213,203.5666391694183
20000214,196.847176799576
20000215,205.4314946967807
20000216,213.92461726501963
20000217,222.10392628121775
20000218,216.84523032208844
20000219,216.84523032208844
20000220,216.84523032208844
20000221,222.6047383331569
20000222,222.26171705050126
20000223,216.57075690708106
20000224,215.20164100687657
20000225,221.28710249880854
20000226,221.28710249880854
20000227,221.28710249880854
20000228,219.39691096514122
20000229,216.90839988550303
20000301,220.31502672270972
20000302,224.48988804854744
20000303,217.66534297222552
20000304,217.66534297222552
20000305,217.66534297222552
20000306,223.0309013108485
20000307,226.9155513454826
20000308,224.08032059527494
20000309,228.5054614697242
20000310,231.80533631438874
20000311,231.80533631438874
20000312,231.80533631438874
20000313,230.3952787713223
20000314,232.36408227772293
20000315,227.72309333824634
20000316,231.0491506876041
20000317,231.78003062609798
20000318,231.78003062609798
20000319,231.78003062609798
20000320,226.05667565348529
20000321,227.7115652439737
20000322,225.95344010980858
20000323,225.20018623961982
20000324,230.5772197163907
20000325,230.5772197163907
20000326,230.5772197163907
20000327,226.44248855523364
20000328,220.12084928887631
20000329,226.10640290922748
20000330,220.30373801083033
20000331,131.40532227258814
20000401,131.31964926304983
20000402,131.31964926304983
20000403,119.05640749396558
20000404,123.82069073645211
20000405,126.29815238032651
20000406,123.86221044099918
20000407,124.63762505113152
20000408,124.63762505113152
20000409,124.63762505113152
20000410,127.60850038443057
20000411,125.74935511174677
20000412,129.13675206435258
20000413,125.3511794317227
20000414,123.65830315267739
20000415,123.65830315267739
20000416,123.65830315267739
20000417,117.38426894602942
20000418,120.48872773922311
20000419,122.73910940340072
20000420,123.67523989890299
20000421,128.63635069109364
20000422,128.63635069109364
20000423,128.63635069109364
20000424,128.44375569665218
20000425,130.36927703698422
20000426,133.12806760260756
20000427,135.25441085061001
20000428,137.41395876920552
20000429,137.41395876920552
20000430,137.41395876920552
20000501,137.31756363721803
20000502,137.31756363721803
20000503,137.31756363721803
20000504,137.31756363721803
20000505,137.31756363721803
20000506,137.31756363721803
20000507,137.31756363721803
20000508,140.84639317183698
20000509,139.82075675585983
20000510,149.6017204562524
20000511,153.04183375497763
20000512,151.837366497972
20000513,151.837366497972
20000514,151.837366497972
20000515,156.31455240555866
20000516,154.5660908743751
20000517,154.78509553969963
20000518,152.6885302571825
20000519,149.03272807522865
20000520,149.03272807522865
20000521,149.03272807522865
20000522,144.48183432537843
20000523,145.28248095864686
20000524,142.94370474234344
20000525,142.04362231621613
20000526,140.27855905311506
20000527,140.27855905311506
20000528,140.27855905311506
20000529,138.6247067998024
20000530,142.62303204409542
20000531,139.94342710105445
20000601,139.3307254542753
20000602,138.95673557333834
20000603,138.95673557333834
20000604,138.95673557333834
20000605,141.19821737210648
20000606,137.3136399529375
20000607,136.01214682804914
20000608,137.04115675866632
20000609,140.01816718032003
20000610,140.01816718032003
20000611,140.01816718032003
20000612,140.21962595759325
20000613,137.22926494437883
20000614,137.00696715732542
20000615,138.89407180386613
20000616,134.24613267166663
20000617,134.24613267166663
20000618,134.24613267166663
20000619,130.39080574061765
20000620,133.1585122305024
20000621,129.77587999287348
20000622,130.9970066437907
20000623,123.65360684920529
20000624,123.65360684920529
20000625,123.65360684920529
20000626,124.20437418669864
20000627,126.0720858089593
20000628,123.14745491635973
20000629,121.71196637665534
20000630,111.41113521733445
20000701,111.32051523118199
20000702,111.32051523118199
20000703,114.98642544197502
20000704,113.97423369195829
20000705,115.9545742736149
20000706,118.17202697889131
20000707,115.7903768185574
20000708,115.7903768185574
20000709,115.7903768185574
20000710,113.41243729193313
