Date,Alliance Finance Co PLC
20090624,297.1253013880662
20090625,302.4331199902591
20090626,292.83266810681994
20090627,292.83266810681994
20090628,292.83266810681994
20090629,294.19147367925024
20090630,296.797111572723
20090701,284.06972943070224
20090702,287.01150730627455
20090703,287.1595295362131
20090704,287.1595295362131
20090705,287.1595295362131
20090706,287.1595295362131
20090707,287.4566738358185
20090708,287.5430454958353
20090709,299.8545603129751
20090710,300.6268069057448
20090711,300.6268069057448
20090712,300.6268069057448
20090713,309.93196039080954
20090714,310.7779351010381
20090715,305.655088774233
20090716,305.8810804560676
20090717,310.0270081215238
20090718,310.0270081215238
20090719,310.0270081215238
20090720,314.41006924468616
20090721,297.769232645607
20090722,300.3517987142943
20090723,301.0076212648346
20090724,311.24954748707205
20090725,311.24954748707205
20090726,311.24954748707205
20090727,311.00949844538025
20090728,313.4350990462623
20090729,314.14948384923247
20090730,314.85834632554486
20090731,304.1291636454856
20090801,304.1291636454856
20090802,304.1291636454856
20090803,302.3322434238187
20090804,303.957312241549
20090805,303.957312241549
20090806,266.6068801740831
20090807,277.1077751307136
20090808,277.1077751307136
20090809,277.1077751307136
20090810,268.7427358362391
20090811,273.25043713082647
20090812,279.51126667011545
20090813,282.6680997258938
20090814,284.2219128862873
20090815,284.2219128862873
20090816,284.2219128862873
20090817,284.0570725983073
20090818,284.4410350330243
20090819,281.80903347243
20090820,281.312565526942
20090821,282.64333922536906
20090822,282.64333922536906
20090823,282.64333922536906
20090824,282.4531556215315
20090825,282.1138259199819
20090826,281.6204794580657
20090827,265.9566791303355
20090828,262.21953697015346
20090829,262.21953697015346
20090830,262.21953697015346
20090831,257.66150621535576
20090901,260.81032022147974
20090902,228.82743476829327
20090903,228.6037259652235
20090904,228.6037259652235
20090905,228.6037259652235
20090906,228.6037259652235
20090907,206.56553814422597
20090908,206.47821231699527
20090909,190.31320966177267
20090910,184.94622130610213
20090911,177.3347314453412
20090912,177.3347314453412
20090913,177.3347314453412
20090914,168.86152799753143
20090915,157.54675087453137
20090916,160.12348261378315
20090917,153.49978038047743
20090918,148.06650113010113
20090919,148.06650113010113
20090920,148.06650113010113
20090921,148.06650113010113
20090922,165.6218317270295
20090923,166.16027789537756
20090924,153.29335639001553
20090925,154.3261882072254
20090926,154.3261882072254
20090927,154.3261882072254
20090928,152.79746943443732
20090929,153.2517591065019
20090930,136.68926749220668
20091001,138.84216191568973
20091002,126.73790678245412
20091003,126.73790678245412
20091004,126.73790678245412
20091005,126.53636193250887
20091006,125.3993578067463
20091007,122.90768676683031
20091008,124.17150473912251
20091009,124.54137991924155
20091010,124.54137991924155
20091011,124.54137991924155
20091012,122.26721925877345
20091013,125.66614394677694
20091014,123.74426035033046
20091015,129.07482657104148
20091016,127.74869473597447
20091017,127.74869473597447
20091018,127.74869473597447
20091019,129.79770348900888
20091020,136.53896902728337
20091021,134.25995433027964
20091022,134.4052275524017
20091023,131.8474646402859
20091024,131.8474646402859
20091025,131.8474646402859
20091026,136.92506050864796
20091027,140.55903026643367
20091028,136.37644114633534
20091029,139.3491839200111
20091030,150.58262522146913
20091031,150.58262522146913
20091101,150.58262522146913
20091102,150.58262522146913
20091103,155.98221907040875
20091104,158.6307606598806
20091105,159.9627591745921
20091106,159.1467554785128
20091107,159.1467554785128
20091108,159.1467554785128
20091109,169.5695417315979
20091110,165.5675950166758
20091111,165.8055239303084
20091112,165.24062378822646
20091113,153.2407402172851
20091114,153.2407402172851
20091115,153.2407402172851
20091116,156.047845969511
20091117,161.152680936164
20091118,160.7292537466156
20091119,160.02044259927547
20091120,160.72255692968147
20091121,160.72255692968147
20091122,160.72255692968147
20091123,159.6227309091435
20091124,161.24802549509147
20091125,161.0372967882131
20091126,160.73026607740164
20091127,166.25987906039828
20091128,166.25987906039828
20091129,166.25987906039828
20091130,160.8716714913478
20091201,160.8716714913478
20091202,159.49709046128243
20091203,160.9258777040275
20091204,161.53560871160576
20091205,161.53560871160576
20091206,161.53560871160576
20091207,162.76774722696456
20091208,155.33358632171002
20091209,154.74196264398384
20091210,155.0856984615827
20091211,154.89197976059057
20091212,154.89197976059057
20091213,154.89197976059057
20091214,156.96290186326462
20091215,158.26351164490714
20091216,126.4103444445454
20091217,124.7078821302877
20091218,125.28001553553182
20091219,125.28001553553182
20091220,125.28001553553182
20091221,117.29219225428989
20091222,118.80675122239246
20091223,119.38174653678378
20091224,122.09914851834223
20091225,122.09914851834223
20091226,122.09914851834223
20091227,122.09914851834223
20091228,121.2181773808353
20091229,119.84475355327258
20091230,110.24339538823676
20091231,110.24339538823676
20100101,110.24339538823676
20100102,110.24339538823676
20100103,110.24339538823676
20100104,114.74885255916799
20100105,111.80092587799543
20100106,111.69204916877763
20100107,112.23501941994803
20100108,111.35705547348554
20100109,111.35705547348554
20100110,111.35705547348554
20100111,112.50766740264936
20100112,115.28302699288614
20100113,106.58471622305902
20100114,106.58471622305902
20100115,112.15710815334887
20100116,112.15710815334887
20100117,112.15710815334887
20100118,115.96994461208193
20100119,120.93527645098148
20100120,119.04906316626118
20100121,118.77913669027784
20100122,116.28174918219176
20100123,116.28174918219176
20100124,116.28174918219176
20100125,122.02189700108138
20100126,118.03223748048389
20100127,118.03223748048389
20100128,104.07930419505443
20100129,104.07930419505443
20100130,104.07930419505443
20100131,104.07930419505443
20100201,101.30439306078834
20100202,98.09155501330997
20100203,94.73448475226314
20100204,94.73448475226314
20100205,97.41785090844363
20100206,97.41785090844363
20100207,97.41785090844363
20100208,93.91676893414319
20100209,96.95160515982863
20100210,100.57411440832477
20100211,101.79924793859674
20100212,101.28340915983804
20100213,101.28340915983804
20100214,101.28340915983804
20100215,118.17748768387082
20100216,120.28348572868629
20100217,118.10671464026721
20100218,113.91081782472692
20100219,112.83461228726333
20100220,112.83461228726333
20100221,112.83461228726333
20100222,115.65875132503724
20100223,100.84915300420411
20100224,114.80423582123682
20100225,116.0033348357142
20100226,47.4504421132816
20100227,47.4504421132816
20100228,47.4504421132816
20100301,45.59832942483067
20100302,45.843811674354406
20100303,47.14121405347698
20100304,48.626500555114546
20100305,49.01896422809031
20100306,49.01896422809031
20100307,49.01896422809031
20100308,49.741905309939476
20100309,50.10342971621146
20100310,49.15308832179747
20100311,47.43584621284218
20100312,49.49716362760616
20100313,49.49716362760616
20100314,49.49716362760616
20100315,47.81890187545422
20100316,48.41197265891645
20100317,49.83442697583193
20100318,50.79301702034228
20100319,50.94481158579744
20100320,50.94481158579744
20100321,50.94481158579744
20100322,50.488119261728905
20100323,51.26092159631136
20100324,52.52833987944226
20100325,52.71650733288874
20100326,52.60956925602771
20100327,52.60956925602771
20100328,52.60956925602771
20100329,52.60956925602771
20100330,54.58676046302354
20100331,57.646683237424085
20100401,58.55514000317127
20100402,58.55514000317127
20100403,58.55514000317127
20100404,58.55514000317127
20100405,53.86757142564548
20100406,51.26673653074083
20100407,50.194248825442195
20100408,50.4626679291012
20100409,50.4626679291012
20100410,50.4626679291012
20100411,50.4626679291012
20100412,49.74363142416614
20100413,49.74363142416614
20100414,49.74363142416614
20100415,48.96226316980895
20100416,50.27387103157311
20100417,50.27387103157311
20100418,50.27387103157311
20100419,50.82599009248693
20100420,47.69009450466999
20100421,49.81755618260953
20100422,48.59883410270899
20100423,47.39164347838264
20100424,47.39164347838264
20100425,47.39164347838264
20100426,46.41831371385416
20100427,46.58644383210971
20100428,46.58644383210971
20100429,43.79860068325312
20100430,49.1547025297917
20100501,49.1547025297917
20100502,49.1547025297917
20100503,62.288097849610686
20100504,64.5822426752064
20100505,65.0329413256474
20100506,64.78458559152786
20100507,64.50922358042143
20100508,64.50922358042143
20100509,64.50922358042143
20100510,63.62203764482961
20100511,63.802018480712455
20100512,64.08016065071837
20100513,64.3055375002607
20100514,63.3880105438282
20100515,63.3880105438282
20100516,63.3880105438282
20100517,60.605866701252225
20100518,60.08378541205615
20100519,60.79076699843992
20100520,60.247566386612064
20100521,60.71136610903244
20100522,60.71136610903244
20100523,60.71136610903244
20100524,59.667704412989885
20100525,58.70382118343669
20100526,60.15658074740391
20100527,60.15658074740391
20100528,60.15658074740391
20100529,60.15658074740391
20100530,60.15658074740391
20100531,58.61637773879988
20100601,58.112324420271875
20100602,56.752333419584005
20100603,57.566414451828294
20100604,55.97399816487239
20100605,55.97399816487239
20100606,55.97399816487239
20100607,53.724058368059445
20100608,53.0839019487956
20100609,54.24108510616371
20100610,52.954927863430555
20100611,53.22601007785172
20100612,53.22601007785172
20100613,53.22601007785172
20100614,53.511737257910504
20100615,53.51456544032587
20100616,52.541040973232555
20100617,52.794341886564915
20100618,52.794341886564915
20100619,52.794341886564915
20100620,52.794341886564915
20100621,41.70753116560707
20100622,42.61052336825446
20100623,45.10589332259852
20100624,44.26476878982566
20100625,44.26476878982566
20100626,44.26476878982566
20100627,44.26476878982566
20100628,43.05645604620005
20100630,45.0826975181709
20100701,44.12807752639153
20100702,42.660007320758865
20100703,42.660007320758865
20100704,42.660007320758865
20100705,43.325309393228565
20100706,44.626328377618194
20100707,44.5691741390134
20100708,44.65085743365245
20100709,44.97683604283469
20100710,44.97683604283469
20100711,44.97683604283469
20100712,43.82429874010871
20100713,43.92724971007381
20100714,43.37145310233164
20100715,44.105776991237754
20100716,43.75627452067506
20100717,43.75627452067506
20100718,43.75627452067506
20100719,45.50536080882551
20100720,46.23972074691826
20100721,46.50099421737853
20100722,45.89503186893878
20100723,44.888711678751
20100724,44.888711678751
20100725,44.888711678751
20100726,48.785671018901965
20100727,47.271602452231626
20100728,43.760605973676704
20100729,43.88943540399152
20100730,48.5601262975632
20100731,48.5601262975632
20100801,48.5601262975632
20100802,56.47458476198445
20100804,55.260985772387265
20100805,56.84182284957791
20100806,58.4343096222949
20100807,58.4343096222949
20100808,58.4343096222949
20100809,60.775623485183104
20100810,58.31501236783254
20100811,58.19828083778468
20100812,57.56829952849544
20100813,60.45691220446747
20100814,60.45691220446747
20100815,60.45691220446747
20100816,59.88908268916931
20100817,54.69428247717648
20100818,55.31788377770513
20100819,55.13976188054018
20100820,53.68038483084891
20100821,53.68038483084891
20100822,53.68038483084891
20100823,52.292607827123355
20100824,52.292607827123355
20100825,53.53868220711322
20100826,52.621046793386135
20100827,53.52944891760568
20100828,53.52944891760568
20100829,53.52944891760568
20100830,54.6559127715785
20100831,58.214086889977274
20100901,55.2490557843201
20100902,54.681369285263784
20100903,53.45023715661573
20100904,53.45023715661573
20100905,53.45023715661573
20100906,47.45188878641861
20100907,41.792654049415326
20100908,35.02271485037488
20100909,31.658543452935895
20100910,31.658543452935895
20100911,31.658543452935895
20100912,31.658543452935895
20100913,26.35500529236595
20100914,22.462031661021935
20100915,19.08108703423447
20100916,21.100187195104898
20100917,19.97962710763651
20100918,19.97962710763651
20100919,19.97962710763651
20100920,20.581872581159594
20100923,15.722557189854989
20100924,16.70665369444728
20100925,16.70665369444728
20100926,16.70665369444728
20100927,17.073121316611058
20100928,20.809488776754286
20100929,19.743527297694193
20100930,30.592262789979088
20101001,31.09749372046525
20101002,31.09749372046525
20101003,31.09749372046525
20101004,33.645262940252195
20101005,33.69084475137048
20101006,33.0305129619837
20101007,43.75818812064195
20101008,42.825821325312255
20101009,42.825821325312255
20101010,42.825821325312255
20101011,42.974749281033574
20101012,45.09785294639333
20101013,43.961363346962706
20101014,44.82758687593247
20101015,43.65684199389659
20101016,43.65684199389659
20101017,43.65684199389659
20101018,44.797781307618884
20101019,44.62755506109133
20101020,43.571680535491396
20101021,41.73196309810756
20101022,41.73196309810756
20101023,41.73196309810756
20101024,41.73196309810756
20101025,42.110344796276706
20101026,43.76606253092981
20101027,44.24196977867919
20101028,42.57375093996825
20101029,45.793595604704606
20101030,45.793595604704606
20101031,45.793595604704606
20101101,46.02161088022425
20101102,47.04789695634919
20101103,48.99269134697163
20101104,52.624898453637265
20101105,52.624898453637265
20101106,52.624898453637265
20101107,52.624898453637265
20101108,52.591203682061
20101109,52.79462166543151
20101110,52.633350911945435
20101111,52.805814522825685
20101112,51.08761259687855
20101113,51.08761259687855
20101114,51.08761259687855
20101115,52.33750553551577
20101116,60.86140125381735
20101117,60.86140125381735
20101118,58.42286931576951
20101119,58.42286931576951
20101120,58.42286931576951
20101121,58.42286931576951
20101122,58.473990739136084
20101123,59.802424752117645
20101124,58.5640246985884
20101125,58.578099946997575
20101126,58.59425735603137
20101127,58.59425735603137
20101128,58.59425735603137
20101129,59.63430824002595
20101130,64.31708282741742
20101201,58.341948301028644
20101202,58.3604041162878
20101203,58.69034469952197
20101204,58.69034469952197
20101205,58.69034469952197
20101206,59.50303397271154
20101207,57.80921594905004
20101208,58.59525627696407
20101209,59.094835632190424
20101210,59.04466271202536
20101211,59.04466271202536
20101212,59.04466271202536
20101213,59.256994065899754
20101214,59.817293144941026
20101215,60.147903754139826
20101216,59.62727155402068
20101217,60.54700118660738
20101218,60.54700118660738
20101219,60.54700118660738
20101220,60.54700118660738
20101221,60.26049249286783
20101222,59.19082345876563
20101223,58.51753727120811
20101227,58.15598429075847
20101228,58.9899927841329
20101229,56.555906716957615
20101230,48.78932749130525
20101231,48.38662984520653
20110101,48.38662984520653
20110102,48.38662984520653
20110103,48.26185001450278
20110104,47.061610617443016
20110106,46.23159925933836
20110107,45.89860410029633
20110108,45.89860410029633
20110109,45.89860410029633
20110110,46.032694509570376
20110111,45.222954807365966
20110113,46.613930610656055
20110114,46.35007984699957
20110115,46.35007984699957
20110116,46.35007984699957
20110117,46.7718991046859
20110118,43.737594011917054
20110119,43.737594011917054
20110120,41.137641359195804
20110121,42.138977567336944
20110122,42.138977567336944
20110123,42.138977567336944
20110124,44.71447500209878
20110125,44.90533718949321
20110126,44.71374344107127
20110127,49.045346930287394
20110128,49.08610815951107
20110129,49.08610815951107
20110130,49.08610815951107
20110131,57.832015794049944
20110201,55.50335436069893
20110202,55.639329691612815
20110203,56.0251925299534
20110204,56.0251925299534
20110205,56.0251925299534
20110206,56.0251925299534
20110208,53.52380172984954
20110209,48.41709470919934
20110210,37.65700453369029
20110211,32.82261310834076
20110212,32.82261310834076
20110213,32.82261310834076
20110214,44.558095350041285
20110215,44.699774166316175
20110216,44.699774166316175
20110217,44.699774166316175
20110218,44.7801081467359
20110219,44.7801081467359
20110220,44.7801081467359
20110221,44.74011204741722
20110222,47.48357400540302
20110223,47.505705794807305
20110224,44.290964323845365
20110225,41.71870826018193
20110226,41.71870826018193
20110227,41.71870826018193
20110228,42.236325015915504
20110301,41.611193394462425
20110302,41.611193394462425
20110304,51.314842400433484
20110305,51.314842400433484
20110306,51.314842400433484
20110307,50.95512889804258
20110308,51.58059335012096
20110309,52.466880605537945
20110310,52.778810812024055
20110311,54.22398923687798
20110312,54.22398923687798
20110313,54.22398923687798
20110314,57.612303304019825
20110315,60.421756842375636
20110316,58.58174133170268
20110317,55.46554966072508
20110318,56.66099206704903
20110319,56.66099206704903
20110320,56.66099206704903
20110321,56.900949002390504
20110322,49.47258087956983
20110323,48.81630203109678
20110324,47.662954277615675
20110325,50.28363043991795
20110326,50.28363043991795
20110327,50.28363043991795
20110328,53.06862176694878
20110329,53.30490866793081
20110330,51.25349237557341
20110331,61.24851601676321
20110401,55.74653463033442
20110402,55.74653463033442
20110403,55.74653463033442
20110404,56.57144444069163
20110405,56.31292752787231
20110406,53.56175351897002
20110407,53.294309538112216
20110408,56.2186376921288
20110409,56.2186376921288
20110410,56.2186376921288
20110411,55.88120305194169
20110412,53.09432413113831
20110413,53.09432413113831
20110414,53.09432413113831
20110415,53.09432413113831
20110416,53.09432413113831
20110417,53.09432413113831
20110418,56.39850867266056
20110419,56.0911464666825
20110420,54.95639826682099
20110421,55.51317106026494
20110422,55.51317106026494
20110423,55.51317106026494
20110424,55.51317106026494
20110425,56.35022909315227
20110426,55.88881836384934
20110427,55.005353434450925
20110428,54.71336427591935
20110429,48.565052847636515
20110430,48.565052847636515
20110501,48.565052847636515
20110502,48.565052847636515
20110503,49.85151712822386
20110504,50.03530282470236
20110505,49.680930274979715
20110506,49.91733034461807
20110507,49.91733034461807
20110508,49.91733034461807
20110509,49.30737308985607
20110510,51.45364920206596
20110511,50.87497290380986
20110512,50.98958528999573
20110513,55.33255203044896
20110514,55.33255203044896
20110515,55.33255203044896
20110516,32.19962769148836
20110517,32.19962769148836
20110518,32.19962769148836
20110519,40.3720014755137
20110520,41.4000783953458
20110521,41.4000783953458
20110522,41.4000783953458
20110523,43.95562218139735
20110524,37.42173411462039
20110525,38.90259762779101
20110526,39.793510876248774
20110527,40.76120316566547
20110528,40.76120316566547
20110529,40.76120316566547
20110530,41.336205617541026
20110531,57.11128259034492
20110601,57.44273266709527
20110602,58.171150839369844
20110603,55.06754517907216
20110604,55.06754517907216
20110605,55.06754517907216
20110606,59.64496992338108
20110607,61.57585181053618
20110608,58.631417344358155
20110609,63.25900438710311
20110610,60.541875141036684
20110611,60.541875141036684
20110612,60.541875141036684
20110613,67.83182314510735
20110614,73.94012213658075
20110615,73.94012213658075
20110616,74.63385133180677
20110617,73.09103993479631
20110618,73.09103993479631
20110619,73.09103993479631
20110620,70.01157152747808
20110621,66.78132281700346
20110622,66.0912242757954
20110623,68.20864367301975
20110624,60.85374542299638
20110625,60.85374542299638
20110626,60.85374542299638
20110627,70.44935694207814
20110628,67.26390222346993
20110629,63.69603560420171
20110630,58.269691324018645
20110701,60.366327175916155
20110702,60.366327175916155
20110703,60.366327175916155
20110704,68.8654992142567
20110705,67.68666662029513
20110706,69.34946318852799
20110707,69.4579689914616
20110708,69.68856142031153
20110709,69.68856142031153
20110710,69.68856142031153
20110711,73.23826052632059
20110712,72.61274508754286
20110713,69.94661564230775
20110714,69.94661564230775
20110715,73.79180499607469
20110716,73.79180499607469
20110717,73.79180499607469
20110718,72.48151001371792
20110719,78.62077264685502
20110720,80.27905635555801
20110721,85.67395428524867
20110722,85.42726260021611
20110723,85.42726260021611
20110724,85.42726260021611
20110725,89.14236299270597
20110726,78.65510060544065
20110727,78.26684509397171
20110728,75.06571130418956
20110729,71.73645677500498
20110730,71.73645677500498
20110731,71.73645677500498
20110801,69.2605435442331
20110802,67.1174535687712
20110803,68.4340273553889
20110804,67.26963825837561
20110805,67.3131489774593
20110806,67.3131489774593
20110807,67.3131489774593
20110808,67.98541405288121
20110809,68.23163501789703
20110810,68.3835971566565
20110811,74.13102906992157
20110812,70.89294276337688
20110813,70.89294276337688
20110814,70.89294276337688
20110815,68.89139210472347
20110816,64.3342482183102
20110817,51.93252486636438
20110818,52.847367750687944
20110819,53.96769701186788
20110820,53.96769701186788
20110821,53.96769701186788
20110822,54.066245943101286
20110823,55.30427472671222
20110824,55.444669384673745
20110825,56.2238305069625
20110826,58.21028965163409
20110827,58.21028965163409
20110828,58.21028965163409
20110829,58.53873017536126
20110830,60.90952400942354
20110831,60.90952400942354
20110901,59.579109058178254
20110902,61.72106653034212
20110903,61.72106653034212
20110904,61.72106653034212
20110905,62.757859075746495
20110906,62.88358806937836
20110907,62.98837118833979
20110908,64.015995318718
20110909,62.00778908320678
20110910,62.00778908320678
20110911,62.00778908320678
20110912,59.259375578627925
20110913,61.86631056199643
20110914,67.63594278765446
20110915,69.16767522902008
20110916,70.31496399665603
20110917,70.31496399665603
20110918,70.31496399665603
20110919,68.6566329718175
20110920,65.37615147964368
20110921,68.47133413655651
20110922,68.66634646943929
20110923,70.03159096331362
20110924,70.03159096331362
20110925,70.03159096331362
20110926,69.40341400187766
20110927,70.81499062962197
20110928,71.11743942790099
20110929,71.3147994862035
20110930,61.54623003969515
20111001,61.54623003969515
20111002,61.54623003969515
20111003,58.409295074163545
20111004,57.94230399564595
20111005,49.21594249389835
20111006,56.93020784368087
20111007,53.3213484194419
20111008,53.3213484194419
20111009,53.3213484194419
20111010,54.27994033257695
20111011,54.27994033257695
20111012,57.87025521406952
20111013,59.67642075895332
20111014,59.89913461311223
20111015,59.89913461311223
20111016,59.89913461311223
20111017,60.98946892552602
20111018,62.50178722614436
20111019,62.43591506810238
20111020,62.18573806764128
20111021,60.17937507877347
20111022,60.17937507877347
20111023,60.17937507877347
20111024,59.83194435698707
20111025,60.666316527699024
20111026,60.666316527699024
20111027,61.34067621802873
20111028,62.2668355597348
20111029,62.2668355597348
20111030,62.2668355597348
20111031,62.42913649319706
20111101,66.04998679899552
20111102,58.965651351537375
20111103,58.53428857770482
20111104,59.225932756797334
20111105,59.225932756797334
20111106,59.225932756797334
20111107,59.225932756797334
20111108,58.79112944859063
20111109,58.0578937998759
20111110,58.0578937998759
20111111,57.53064774936655
20111112,57.53064774936655
20111113,57.53064774936655
20111114,69.67871106318603
20111115,72.9264506018525
20111116,81.53895653071898
20111117,79.8964718723649
20111118,66.43251718273882
20111119,66.43251718273882
20111120,66.43251718273882
20111121,63.517377029844134
20111122,65.48293676937112
20111123,69.85673357136233
20111124,78.73107888924754
20111125,84.60893432481171
20111126,84.60893432481171
20111127,84.60893432481171
20111128,79.25297108559913
20111129,80.87863934114652
20111130,78.79658558359252
20111201,77.4397856868432
20111202,68.26433185186808
20111203,68.26433185186808
20111204,68.26433185186808
20111205,68.94709121950878
20111206,69.6359706354291
20111207,71.23761951269044
20111208,70.8540294169409
20111209,71.87693217725396
20111210,71.87693217725396
20111211,71.87693217725396
20111212,71.275120769785
20111213,71.50624935141448
20111214,71.98575567883522
20111215,72.20649284727756
20111216,75.81797268110519
20111217,75.81797268110519
20111218,75.81797268110519
20111219,74.16959028556163
