Date,Aureum Realwert AG
20010118,99.09797608860217
20010119,105.57451412637656
20010120,105.57451412637656
20010121,105.57451412637656
20010122,79.40482607636604
20010123,90.31043861403666
20010124,93.48312994378153
20010125,91.40706476026831
20010126,90.15849188011573
20010127,90.15849188011573
20010128,90.15849188011573
20010129,87.01884944622257
20010130,83.53836610174177
20010131,77.55745898279612
20010201,78.52860404499842
20010202,99.47230060803612
20010203,99.47230060803612
20010204,99.47230060803612
20010205,95.0764244802902
20010206,78.85560978467275
20010207,83.71030477977791
20010208,78.30234350560534
20010209,86.65166678005923
20010210,86.65166678005923
20010211,86.65166678005923
20010212,83.54859103550893
20010213,81.46389330772861
20010214,91.97767204568845
20010215,86.25996316202627
20010216,85.84487766364867
20010217,85.84487766364867
20010218,85.84487766364867
20010219,81.53719957795242
20010220,81.60209177080489
20010221,92.55321025148231
20010222,87.78037322615654
20010223,93.9284451424105
20010224,93.9284451424105
20010225,93.9284451424105
20010226,91.60533686709712
20010227,94.11599918586606
20010228,108.80218500254473
20010301,120.65380740447607
20010302,121.23668538391308
20010303,121.23668538391308
20010304,121.23668538391308
20010305,124.58340313241126
20010306,124.10132818833067
20010307,127.37458522427661
20010308,91.65896329645595
20010309,102.82711672078197
20010310,102.82711672078197
20010311,102.82711672078197
20010312,103.49196352181522
20010313,140.85687932754584
20010314,157.84482153870096
20010315,152.60940035772407
20010316,147.98607358477975
20010317,147.98607358477975
20010318,147.98607358477975
20010319,123.48321501981711
20010320,116.14866498210208
20010321,97.92477756650797
20010322,96.75047262499066
20010323,97.41771957676474
20010324,97.41771957676474
20010325,97.41771957676474
20010326,95.6684631304313
20010327,89.0304849377379
20010328,185.10749973442208
20010329,185.3641829643581
20010330,170.51230535294363
20010331,170.51230535294363
20010401,170.51230535294363
20010402,447.2886907082825
20010403,550.4376212455621
20010404,735.516218746507
20010405,774.1990266567768
20010406,229.3956164230273
20010407,229.3956164230273
20010408,229.3956164230273
20010409,346.1263585348713
20010410,320.1028557640975
20010411,342.32427690590004
20010412,329.1079701228788
20010413,329.1079701228788
20010414,329.1079701228788
20010415,329.1079701228788
20010416,329.1079701228788
20010417,294.8470930955863
20010418,289.778595117454
20010419,227.94003121416873
20010420,125.53991039993703
20010421,125.53991039993703
20010422,125.53991039993703
20010423,107.96503993264622
20010424,123.45813966110852
20010425,128.32999786722095
20010426,124.10475748866189
20010427,121.8709686147391
20010428,121.8709686147391
20010429,121.8709686147391
20010430,156.98331492838858
20010501,156.98331492838858
20010502,157.82041522019668
20010503,154.9397281057514
20010504,176.1815451377125
20010505,176.1815451377125
20010506,176.1815451377125
20010507,145.92820660548352
20010508,152.81353336074955
20010509,169.68121886565356
20010510,173.4456927848071
20010511,141.379419289642
20010512,141.379419289642
20010513,141.379419289642
20010514,159.54026557746863
20010515,156.76278282248325
20010516,155.7705392971167
20010517,120.35607890225977
20010518,120.10616398247905
20010519,120.10616398247905
20010520,120.10616398247905
20010521,104.0138160363673
20010522,102.86328408092177
20010523,117.604531640416
20010524,124.90270725697884
20010525,131.99094902927374
20010526,131.99094902927374
20010527,131.99094902927374
20010528,118.63215977265789
20010529,116.42101749660088
20010530,116.31517806095077
20010531,113.92243722918182
20010601,105.55471140092048
20010602,105.55471140092048
20010603,105.55471140092048
20010604,104.58690428831592
20010605,103.3480135425036
20010606,102.49995050337787
20010607,102.02065256152203
20010608,101.8057947500174
20010609,101.8057947500174
20010610,101.8057947500174
20010611,90.15726892930856
20010612,92.57189178406021
20010613,88.41480638603599
20010614,86.6661349708617
20010615,89.92914572167959
20010616,89.92914572167959
20010617,89.92914572167959
20010618,99.02866565018664
20010619,107.22021173998459
20010620,116.96713416317299
20010621,118.41149244187677
20010622,111.59865261749161
20010623,111.59865261749161
20010624,111.59865261749161
20010625,99.89800014510365
20010626,104.07760825592575
20010627,102.97079984693117
20010628,99.53829131738063
20010629,135.98738643893674
20010630,135.98738643893674
20010701,135.98738643893674
20010702,130.5082842327314
20010703,116.16633991945952
20010704,119.08074920729332
20010705,115.51294235710141
20010706,117.56411149055981
20010707,117.56411149055981
20010708,117.56411149055981
20010709,99.5566079038217
20010710,100.50616787403196
20010711,99.27694059126677
20010712,98.73817497654252
20010713,97.5709186615818
20010714,97.5709186615818
20010715,97.5709186615818
20010716,97.02179859219098
20010717,96.88221533485184
20010718,96.60577841340925
20010719,94.73906518184438
20010720,95.36373979299513
20010721,95.36373979299513
20010722,95.36373979299513
20010723,128.88477128902133
20010724,139.67306635729543
20010725,138.64265952358554
20010726,136.4249914081781
20010727,132.54243381731592
20010728,132.54243381731592
20010729,132.54243381731592
20010730,128.9579078944412
20010731,128.6220093064724
20010801,152.9954466480079
20010802,181.64044736135563
20010803,180.3762402223289
20010804,180.3762402223289
20010805,180.3762402223289
20010806,176.1622473480353
20010807,176.2212609662807
20010808,176.22191954935508
20010809,176.434465128169
20010810,175.90209378218023
20010811,175.90209378218023
20010812,175.90209378218023
20010813,170.07920680801885
20010814,168.92275342508506
20010815,167.93665487856615
20010816,165.8354842798939
20010817,202.08331130172573
20010818,202.08331130172573
20010819,202.08331130172573
20010820,199.4669220590151
20010821,193.5239058202102
20010822,190.22987927289716
20010823,187.61065068755693
20010824,186.2360104152578
20010825,186.2360104152578
20010826,186.2360104152578
20010827,184.0512448165101
20010828,180.40118345592313
20010829,176.73695963909472
20010830,159.2601535296039
20010831,154.68883487563483
20010901,154.68883487563483
20010902,154.68883487563483
20010903,171.63736628057953
20010904,171.46368465071413
20010905,171.6758199442071
20010906,180.17707237867404
20010907,178.70818542492958
20010908,178.70818542492958
20010909,178.70818542492958
20010910,187.98637614767276
20010911,186.85598448034523
20010912,327.9698466349925
20010913,212.52068625727247
20010914,165.59492627640296
20010915,165.59492627640296
20010916,165.59492627640296
20010917,162.1139579027437
20010918,149.5914147937483
20010919,165.12478794697225
20010920,163.548084143555
20010921,174.24225804900422
20010922,174.24225804900422
20010923,174.24225804900422
20010924,170.7820954638467
20010925,168.9526517922352
20010926,178.66084682175372
20010927,175.1151256842958
20010928,182.33625420771907
20010929,182.33625420771907
20010930,182.33625420771907
20011001,188.4212240333632
20011002,184.48085017899584
20011003,170.79852240052702
20011004,167.03440439354688
20011005,166.9600398728483
20011006,166.9600398728483
20011007,166.9600398728483
20011008,162.76333279687532
20011009,183.3826915743611
20011010,179.13917613161078
20011011,173.34811432964125
20011012,150.72692565076943
20011013,150.72692565076943
20011014,150.72692565076943
20011015,169.78280440423276
20011016,168.0539823412448
20011017,152.12708721591903
20011018,67.80670583221631
20011019,46.09449598297493
20011020,46.09449598297493
20011021,46.09449598297493
20011022,36.22183153104766
20011023,31.013867119981487
20011024,21.80515382463803
20011025,36.09549929160092
20011026,37.60969617977227
20011027,37.60969617977227
20011028,37.60969617977227
20011029,37.737362795494036
20011030,50.51588289212803
20011031,53.525188226470725
20011101,60.423882605148634
20011102,52.91317052816307
20011103,52.91317052816307
20011104,52.91317052816307
20011105,58.91811494361263
20011106,52.82080761044263
20011107,56.16251733888394
20011108,47.825679593168594
20011109,47.40892189312086
20011110,47.40892189312086
20011111,47.40892189312086
20011112,46.93248966924787
20011113,60.76318522690092
20011114,56.59244681894972
20011115,60.31186445931112
20011116,55.436869322798756
20011117,55.436869322798756
20011118,55.436869322798756
20011119,49.81247440285062
20011120,52.53186232954826
20011121,49.034418769234996
20011122,47.860087681787626
20011123,47.7387920062788
20011124,47.7387920062788
20011125,47.7387920062788
20011126,47.18910195524706
20011127,54.50377227981002
20011128,47.97747328962944
20011129,47.19476528671703
20011130,44.5613901939445
20011201,44.5613901939445
20011202,44.5613901939445
20011203,44.52081261352439
20011204,37.216222628871506
20011205,38.23946399929796
20011206,37.9845237207596
20011207,38.0594525183672
20011208,38.0594525183672
20011209,38.0594525183672
20011210,43.531745077403805
20011211,50.533742363716094
20011212,50.79391063390661
20011213,59.43647083640149
20011214,59.300189013059445
20011215,59.300189013059445
20011216,59.300189013059445
20011217,57.60079540190311
20011218,57.88991829200767
20011219,57.774897389080316
20011220,57.395630126562565
20011221,57.0134751612498
20011222,57.0134751612498
20011223,57.0134751612498
20011224,57.0134751612498
20011225,57.0134751612498
20011226,57.0134751612498
20011227,54.51266482624475
20011228,46.36516593568761
20011229,46.36516593568761
20011230,46.36516593568761
20011231,46.36516593568761
20020101,46.36516593568761
20020102,44.80833406095716
20020103,41.18604538151609
20020104,38.11513471052691
20020105,38.11513471052691
20020106,38.11513471052691
20020107,37.86513085144008
20020108,37.755549873367656
20020109,37.56965166615246
20020110,37.2623145011616
20020111,37.569254973627764
20020112,37.569254973627764
20020113,37.569254973627764
20020114,43.89771773134072
20020115,37.852482425745606
20020116,37.573148272091615
20020117,42.25833093345498
20020118,42.002902687897425
20020119,42.002902687897425
20020120,42.002902687897425
20020121,41.79565140887013
20020122,42.802679217207064
20020123,42.106208429327346
20020124,41.751774425106554
20020125,45.29460688698625
20020126,45.29460688698625
20020127,45.29460688698625
20020128,44.693069397117945
20020129,44.29316765189276
20020130,44.81581767998323
20020131,43.69072653532065
20020201,45.62251445930061
20020202,45.62251445930061
20020203,45.62251445930061
20020204,47.1262470313795
20020205,43.25580631651341
20020206,43.93748669641053
20020207,46.69320786515555
20020208,43.44651074587992
20020209,43.44651074587992
20020210,43.44651074587992
20020211,40.327268368069
20020212,40.265766442228845
20020213,40.101753275060716
20020214,44.18795962170065
20020215,46.28788936855662
20020216,46.28788936855662
20020217,46.28788936855662
20020218,45.49351335450325
20020219,46.02676119633696
20020220,49.57204848881442
20020221,48.75943735986522
20020222,48.75142668753891
20020223,48.75142668753891
20020224,48.75142668753891
20020225,51.49737919179323
20020226,51.46401042384851
20020227,43.30928607217046
20020228,47.90049801119478
20020301,41.03160922008125
20020302,41.03160922008125
20020303,41.03160922008125
20020304,40.66202802612024
20020305,40.567435154766805
20020306,40.803058427447084
20020307,40.71662023671473
20020308,40.220525089354446
20020309,40.220525089354446
20020310,40.220525089354446
20020311,39.96276250629864
20020312,39.790621823960706
20020313,39.263465015324655
20020314,38.71715784144975
20020315,38.414287928982674
20020316,38.414287928982674
20020317,38.414287928982674
20020318,37.6196626253218
20020319,37.518073075672476
20020320,40.81229321060059
20020321,38.39372074352743
20020322,37.431460658490494
20020323,37.431460658490494
20020324,37.431460658490494
20020325,37.91926171912845
20020326,38.426349316161236
20020327,42.15208444645099
20020328,36.95299948903336
20020329,36.95299948903336
20020330,36.95299948903336
20020331,36.95299948903336
20020401,36.95299948903336
20020402,34.581316966500744
20020403,34.24463791445835
20020404,37.359176444614434
20020405,37.61166095542671
20020406,37.61166095542671
20020407,37.61166095542671
20020408,37.5464799801302
20020409,37.653862245072766
20020410,37.684227165995715
20020411,38.120624454231645
20020412,45.957093229827905
20020413,45.957093229827905
20020414,45.957093229827905
20020415,38.29892018698854
20020416,37.70454644525131
20020417,44.66223938535392
20020418,37.97352406520929
20020419,41.2519695267672
20020420,41.2519695267672
20020421,41.2519695267672
20020422,37.828997490905955
20020423,40.93355688279405
20020424,41.30135342703078
20020425,41.42014520528989
20020426,45.66245673471893
20020427,45.66245673471893
20020428,45.66245673471893
20020429,45.541943696476025
20020430,39.04430755820565
20020501,39.04430755820565
20020502,38.970157704833156
20020503,45.819030127383584
20020504,45.819030127383584
20020505,45.819030127383584
20020506,58.523180028992726
20020507,51.43402383326643
20020508,50.77007376028574
20020509,50.89040504513403
20020510,51.06750197820312
20020511,51.06750197820312
20020512,51.06750197820312
20020513,50.17044614173746
20020514,49.1275009157166
20020515,47.8504000818475
20020516,48.43043390158469
20020517,48.50260362873049
20020518,48.50260362873049
20020519,48.50260362873049
20020520,48.7622867682642
20020521,49.151442505859826
20020522,41.70227581618826
20020523,43.42318904506018
20020524,43.364272435429285
20020525,43.364272435429285
20020526,43.364272435429285
20020527,42.820273694081266
20020528,42.587051084165786
20020529,42.40539809791313
20020530,42.56050633292584
20020531,42.008332185497295
20020601,42.008332185497295
20020602,42.008332185497295
20020603,41.78296527488957
20020604,42.17407367391834
20020605,42.260841238292834
20020606,42.125292162179704
20020607,42.23256331689607
20020608,42.23256331689607
20020609,42.23256331689607
20020610,42.237135653635534
20020611,42.172514045603485
20020612,47.70867149747632
20020613,46.727413742365975
20020614,47.05427090905693
20020615,47.05427090905693
20020616,47.05427090905693
20020617,46.76927408304307
20020618,46.819640935594556
20020619,44.223498596324575
20020620,45.829802903371586
20020621,46.077743256758616
20020622,46.077743256758616
20020623,46.077743256758616
20020624,42.26255243842399
20020625,41.22773140362611
20020626,41.24575650938578
20020627,40.80789545510326
20020628,39.81625257933551
20020629,39.81625257933551
20020630,39.81625257933551
20020701,41.790611348038254
20020702,38.27973514492388
20020703,55.50053491922335
20020704,54.735091773737956
20020705,48.42134930975978
20020706,48.42134930975978
20020707,48.42134930975978
20020708,46.18189677242277
20020709,47.575304899910826
20020710,46.660234711896805
20020711,50.01455425182234
20020712,50.280473137730056
20020713,50.280473137730056
20020714,50.280473137730056
20020715,54.969669688426855
20020716,53.379000782451705
20020717,52.723152027823936
20020718,53.62427127180786
20020719,54.231375203200514
20020720,54.231375203200514
20020721,54.231375203200514
20020722,54.3935506992471
20020723,55.65545871040293
20020724,51.08793278505304
20020725,51.80202246640886
20020726,51.626881933544546
20020727,51.626881933544546
20020728,51.626881933544546
20020729,47.489606397952954
20020730,42.762726277513146
20020731,42.98625771775052
20020801,43.42841606118645
20020802,49.43269220360319
20020803,49.43269220360319
20020804,49.43269220360319
20020805,50.845034812064675
20020806,49.682376079377065
20020807,47.969723224746375
20020808,40.3314351202314
20020809,42.44875848616765
20020810,42.44875848616765
20020811,42.44875848616765
20020812,42.95564559634156
20020813,38.61107528159196
20020814,35.21764445727849
20020815,34.47854364346965
20020816,34.691673455111506
20020817,34.691673455111506
20020818,34.691673455111506
20020819,33.86910300406019
20020820,34.03097860846996
20020821,33.62921905886309
20020822,33.52207428643505
20020823,34.00247788739207
20020824,34.00247788739207
20020825,34.00247788739207
20020826,31.34717421719161
20020827,32.805272388480745
20020828,29.28200856739986
20020829,33.247871489906274
20020830,32.145880445005155
20020831,32.145880445005155
20020901,32.145880445005155
20020902,26.783877870752253
20020903,31.335505250230486
20020904,31.401646379002646
20020905,31.22171626400187
20020906,30.44923253879456
20020907,30.44923253879456
20020908,30.44923253879456
20020909,28.741033119619605
20020910,28.25350751592222
20020911,26.226757208732526
20020912,26.967954584111293
20020913,23.715975745865922
20020914,23.715975745865922
20020915,23.715975745865922
20020916,24.760240268310543
20020917,27.31519341326384
20020918,29.032577842534508
20020919,28.131398909276378
20020920,26.932060858921314
20020921,26.932060858921314
20020922,26.932060858921314
20020923,28.07566002707792
20020924,29.018455385532153
20020925,26.32120370596545
20020926,26.435226303752362
20020927,26.93504212492829
20020928,26.93504212492829
20020929,26.93504212492829
20020930,20.73448985302665
20021001,16.89573401711074
20021002,16.860876514665886
20021003,17.153280756279724
20021004,15.451402085725231
20021005,15.451402085725231
20021006,15.451402085725231
20021007,16.348891747169635
20021008,15.485713107641025
20021009,20.309654069512312
20021010,20.217477053552805
20021011,20.176203387067495
20021012,20.176203387067495
20021013,20.176203387067495
20021014,21.75228757478893
20021015,17.347322890861214
20021016,23.380590408081996
20021017,23.009357305321743
20021018,29.516751583551375
20021019,29.516751583551375
20021020,29.516751583551375
20021021,28.547908257186855
20021022,24.198842117374113
20021023,27.021255419369254
20021024,26.614801719809773
20021025,26.498660341155414
20021026,26.498660341155414
20021027,26.498660341155414
20021028,26.472391056539976
20021029,32.155051986417206
20021030,31.415378691840488
20021031,22.210541509113998
20021101,19.255941362966766
20021102,19.255941362966766
20021103,19.255941362966766
20021104,19.40000435416367
20021105,21.659125567577977
20021106,19.620588512727295
20021107,24.262511022266914
20021108,20.52235986295441
20021109,20.52235986295441
20021110,20.52235986295441
20021111,21.546018422383874
20021112,24.53164269039814
20021113,24.21673262881843
20021114,23.682573103066918
20021115,23.837060235477807
20021116,23.837060235477807
20021117,23.837060235477807
20021118,23.663138610203493
20021119,23.99050282626521
20021120,23.692952598800222
20021121,23.38687986910549
20021122,23.389253269535224
20021123,23.389253269535224
20021124,23.389253269535224
20021125,25.323936414014824
20021126,23.430063756872695
20021127,23.396941363863593
20021128,23.05170590268839
20021129,28.127495540613342
20021130,28.127495540613342
20021201,28.127495540613342
20021202,27.799486224928117
20021203,26.582896186423042
20021204,31.63490761296023
20021205,31.736528308036966
20021206,31.63264289229604
20021207,31.63264289229604
20021208,31.63264289229604
20021209,22.250025369426364
20021210,21.899699069299782
20021211,23.838128137673603
20021212,23.885260253882585
20021213,31.211677432038677
20021214,31.211677432038677
20021215,31.211677432038677
20021216,30.51180809685412
20021217,30.938767036512946
20021218,31.28445593033174
20021219,27.54407207961119
20021220,30.953774727601708
20021221,30.953774727601708
20021222,30.953774727601708
20021223,41.35116845019141
20021224,41.35116845019141
20021225,41.35116845019141
20021226,41.35116845019141
20021227,40.03340906696954
20021228,40.03340906696954
20021229,40.03340906696954
20021230,28.632309035850778
20021231,28.632309035850778
20030101,28.632309035850778
20030102,25.44241575267713
20030103,22.643644058976975
20030104,22.643644058976975
20030105,22.643644058976975
20030106,18.449705791398276
20030107,18.549149374650614
20030108,18.45983455422079
20030109,18.364209895359277
20030110,18.25415492557215
20030111,18.25415492557215
20030112,18.25415492557215
20030113,20.05501590077051
20030114,22.080031317662
20030115,18.089645219055548
20030116,17.959274378054044
20030117,22.077209373561423
20030118,22.077209373561423
20030119,22.077209373561423
20030120,17.993375627131922
20030121,18.049274359683757
20030122,17.950864227688797
20030123,17.96490592959256
20030124,21.721889939993517
20030125,21.721889939993517
20030126,21.721889939993517
20030127,17.88830478961532
20030128,19.68286368291577
20030129,19.66249676490946
20030130,24.37499004254766
20030131,24.388955934510577
20030201,24.388955934510577
20030202,24.388955934510577
20030203,21.246003411517286
20030204,24.43811174587184
20030205,29.284528173107788
20030206,23.239965398213798
20030207,24.26696339636558
20030208,24.26696339636558
20030209,24.26696339636558
20030210,25.59214161507434
20030211,18.97488479163638
20030212,25.72365353866174
20030213,25.486940236993533
20030214,25.591863405598968
20030215,25.591863405598968
20030216,25.591863405598968
20030217,25.3264441973358
20030218,28.516932734937896
20030219,25.38480053116497
20030220,28.43224099097443
20030221,25.35331687124615
20030222,25.35331687124615
20030223,25.35331687124615
20030224,24.7878573635542
20030225,24.699682939670815
20030226,18.397958710750693
20030227,20.22687327529853
20030228,19.61218400749624
20030301,19.61218400749624
20030302,19.61218400749624
20030303,30.000599348213417
20030304,25.718984346192112
20030305,23.86052978863997
20030306,26.78718537040325
20030307,30.297724417108988
20030308,30.297724417108988
20030309,30.297724417108988
20030310,26.875953771607282
20030311,26.67153711930647
20030312,33.78012600309391
20030313,33.661432839682675
20030314,29.655290548136133
20030315,29.655290548136133
20030316,29.655290548136133
20030317,26.449051477665698
20030318,31.095224051385884
20030319,21.683545916726697
20030320,21.489849432607368
20030321,32.53477002624239
20030322,32.53477002624239
20030323,32.53477002624239
20030324,26.42038116763
20030325,30.961834049157204
20030326,31.024662890283977
20030327,29.30778724143348
20030328,23.74855157459728
20030329,23.74855157459728
20030330,23.74855157459728
20050315,16.530158989675616
20050316,18.684721047886892
20050317,17.005616448037877
20050318,15.99375511466691
20050319,15.99375511466691
20050320,15.99375511466691
20050321,13.55671298235474
20050322,11.360848014798083
20050323,11.576950552026151
20050324,10.223406161026103
20050325,10.223406161026103
20050326,10.223406161026103
20050327,10.223406161026103
20050328,10.223406161026103
20050329,10.631190482338488
20050330,9.34012067123549
20050331,4.51774927226351
20050401,4.560995939342938
20050402,4.560995939342938
20050403,4.560995939342938
20050404,3.9908016790143397
20050405,3.6188109403041024
20050406,3.41295855345154
20050407,4.238511791110362
20050408,3.524646404473612
20050409,3.524646404473612
20050410,3.524646404473612
20050411,3.9878488368460894
20050412,5.075554737745529
20050413,3.857391213028433
20050414,4.348713378165158
20050415,4.456873786177305
20050416,4.456873786177305
20050417,4.456873786177305
20050418,4.967479431295489
20050419,7.140330143873525
20050420,4.878383524515036
20050421,5.987587931250251
20050422,6.083956189466309
20050423,6.083956189466309
20050424,6.083956189466309
20050425,6.033865964116998
20050426,6.064184644583224
20050427,6.1820409434115815
20050428,6.127336128772746
20050429,6.65728228932321
20050430,6.65728228932321
20050501,6.65728228932321
20050502,6.667877558705894
20050503,6.753576662466734
20050504,6.70659005981264
20050505,6.755021907035739
20050506,6.504271446912303
20050507,6.504271446912303
20050508,6.504271446912303
20050509,6.378782900175148
20050510,6.285135003155032
20050511,6.417190394312693
20050512,6.183822396931857
20050513,4.843071047475333
20050514,4.843071047475333
20050515,4.843071047475333
20050516,5.119735051009681
20050517,5.067414387836377
20050518,5.087011336478999
20050519,7.097092227568071
20050520,7.039723913526995
20050521,7.039723913526995
20050522,7.039723913526995
20050523,5.503265071001664
20050524,5.603204162340081
20050525,5.490121687896366
20050526,5.37885009680988
20050527,5.469130963917678
20050528,5.469130963917678
20050529,5.469130963917678
20050530,5.326586876175073
20050531,5.483966618097214
20050601,5.216060202115369
20050602,5.414425280625447
20050603,5.467827219500089
20050604,5.467827219500089
20050605,5.467827219500089
20050606,6.901121105577513
20050607,6.872069406965297
20050608,6.783510947229981
20050609,6.535709136897003
20050610,6.473553276440834
20050611,6.473553276440834
20050612,6.473553276440834
20050613,6.311936373421174
20050614,6.379555040608097
20050615,6.452494621223928
20050616,6.603789980973942
20050617,6.597163262857799
20050618,6.597163262857799
20050619,6.597163262857799
20050620,6.476847672593939
20050621,6.283964274491513
20050622,6.166867189620425
20050623,5.597859094955414
20050624,5.935802571977842
20050625,5.935802571977842
20050626,5.935802571977842
20050627,6.089753757734765
20050628,6.300780960105097
20050629,6.554402826631398
20050630,59.082982204932
20050701,58.33508061976278
20050702,58.33508061976278
20050703,58.33508061976278
20050704,57.49879429569413
20050705,58.18325001414444
20050706,57.75270874970985
20050707,57.93850731932354
20050708,57.79754284078966
20050709,57.79754284078966
20050710,57.79754284078966
20050711,57.33400645297502
20050712,52.28712928531996
20050713,57.75299401819756
20050714,58.18355102240658
20050715,57.479976038005645
20050716,57.479976038005645
20050717,57.479976038005645
20050718,57.04948588677752
20050719,56.70806916596832
20050720,56.82401374305358
20050721,56.58052654526456
20050722,56.137215732625904
20050723,56.137215732625904
