Date,Al Mal Investment Co KSC
20070713,10.318553637722317
20070714,10.318553637722317
20070715,10.318553637722317
20070716,10.318553637722317
20070717,9.257196266083568
20070718,8.917908143488605
20070719,8.917908143488605
20070720,8.917908143488605
20070721,8.917908143488605
20070722,8.917908143488605
20070723,9.255118688434639
20070724,9.543465487059366
20070725,6.0682064893482615
20070726,6.006591406248582
20070727,6.006591406248582
20070728,6.006591406248582
20070729,6.006591406248582
20070730,5.779116472086828
20070731,5.65563674474247
20070801,6.159677983711682
20070802,6.159677983711682
20070803,6.159677983711682
20070804,6.159677983711682
20070805,6.159677983711682
20070806,6.159677983711682
20070807,6.750883038890755
20070808,7.017144853726517
20070809,7.0318464970567875
20070810,7.0318464970567875
20070811,7.0318464970567875
20070812,7.0318464970567875
20070813,7.403430626673375
20070814,7.29195106818838
20070815,6.769946653538661
20070816,6.769946653538661
20070817,6.769946653538661
20070818,6.769946653538661
20070819,6.769946653538661
20070820,6.8968261665054404
20070821,7.251275152311396
20070822,7.259949266982238
20070823,7.259949266982238
20070824,7.259949266982238
20070825,7.259949266982238
20070826,7.259949266982238
20070827,7.329494404028615
20070828,7.15367676919269
20070829,7.914533469304169
20070830,7.914533469304169
20070831,7.914533469304169
20070901,7.914533469304169
20070902,7.914533469304169
20070903,8.032258398691589
20070904,8.032258398691589
20070905,8.010942595342438
20070906,8.010942595342438
20070907,8.010942595342438
20070908,8.010942595342438
20070909,8.010942595342438
20070910,8.302930563851914
20070911,8.037762526442872
20070912,8.08166572757821
20070913,8.08166572757821
20070914,8.08166572757821
20070915,8.08166572757821
20070916,8.08166572757821
20070917,8.115889615528532
20070918,8.042060114384718
20070919,7.998307257742647
20070920,8.14392042573402
20070921,8.14392042573402
20070922,8.14392042573402
20070923,8.14392042573402
20070924,8.51677029513341
20070925,8.51677029513341
20070926,8.124904911370566
20070927,8.124904911370566
20070928,8.124904911370566
20070929,8.124904911370566
20070930,8.124904911370566
20071001,8.884976006210904
