Date,Australia & New Zealand Banking Group Ltd
20090302,418.4766985235398
20090303,415.8802192532028
20090304,445.6456610175362
20090305,432.31807104016593
20090306,448.399423195905
20090307,448.399423195905
20090308,448.399423195905
20090309,445.88791088245273
20090310,432.87844571518826
20090311,408.73638706537935
20090312,417.78420414497907
20090313,380.25912288204967
20090314,380.25912288204967
20090315,380.25912288204967
20090316,358.209408384825
20090317,345.46049534845605
20090318,332.6774695337779
20090319,324.83672661694345
20090320,328.59213083944303
20090321,328.59213083944303
20090322,328.59213083944303
20090323,303.9611772469873
20090324,295.0572197191069
20090325,279.000110425615
20090326,260.92758284302937
20090327,267.7519436364647
20090328,267.7519436364647
20090329,267.7519436364647
20090330,289.9982699348296
20090331,288.3775070237919
20090401,283.40711231392896
20090402,263.58747109950474
20090403,239.3453818552424
20090404,239.3453818552424
20090405,239.3453818552424
20090406,243.00272652422626
20090407,250.23999391690788
20090408,263.96506446519146
20090409,256.52737840478454
20090410,256.52737840478454
20090411,256.52737840478454
20090412,256.52737840478454
20090413,256.52737840478454
20090414,236.1528191014988
20090415,243.70529989968998
20090416,248.7514999642178
20090417,250.62489065308222
20090418,250.62489065308222
20090419,250.62489065308222
20090420,251.27755051916566
20090421,268.56256534370453
20090422,267.60778360888503
20090423,248.7999067295428
20090424,249.62534560857577
20090425,249.62534560857577
20090426,249.62534560857577
20090427,253.52784770119703
20090428,261.29442510271247
20090429,286.19632090082183
20090430,272.0390554405009
20090501,269.42204271539936
20090502,269.42204271539936
20090503,269.42204271539936
20090504,253.19603524641872
20090505,249.9217584136333
20090506,248.4962026183479
20090507,243.09927106652012
20090508,245.25893734757906
20090509,245.25893734757906
20090510,245.25893734757906
20090511,249.64316953089863
20090512,257.7861063803489
20090513,263.9772383862541
20090514,277.63231573579486
20090515,279.7395521197808
20090516,279.7395521197808
20090517,279.7395521197808
20090518,275.8752580858159
20090519,264.8257255851173
20090520,266.6249385303486
20090521,264.7227810056354
20090522,265.77937337797306
20090523,265.77937337797306
20090524,265.77937337797306
20090525,272.20889869222833
20090526,265.3665193187902
20090527,264.89866187305336
20090528,265.73160316147164
20090529,250.91055265160293
20090530,250.91055265160293
20090531,250.91055265160293
20090601,241.70112172486486
20090602,245.80779563667534
20090603,211.29738793800678
20090604,205.88340358994247
20090605,215.92325465939905
20090606,215.92325465939905
20090607,215.92325465939905
20090608,215.92325465939905
20090609,217.96596013812632
20090610,206.51813987367922
20090611,205.5800302682664
20090612,198.0310630714843
20090613,198.0310630714843
20090614,198.0310630714843
20090615,201.53580998317744
20090616,210.43234099683175
20090617,219.31648893180352
20090618,221.1914096435134
20090619,215.01349663609716
20090620,215.01349663609716
20090621,215.01349663609716
20090622,217.01128589030068
20090623,228.54020945593655
20090624,227.7583115014353
20090625,228.2326839945932
20090626,219.27451414400977
20090627,219.27451414400977
20090628,219.27451414400977
20090629,222.48309583079913
20090630,217.00402995391434
20090701,224.6802969768547
20090702,227.72753270499095
20090703,228.7341712264392
20090704,228.7341712264392
20090705,228.7341712264392
20090706,234.70707149101224
20090707,234.34992262261278
20090708,225.39713888920045
20090709,235.34077278983284
20090710,234.63633217956084
20090711,234.63633217956084
20090712,234.63633217956084
20090713,241.61382416123558
20090714,224.5838552330726
20090715,203.11362157439623
20090716,199.2888887124517
20090717,199.26624458439977
20090718,199.26624458439977
20090719,199.26624458439977
20090720,193.87476495824458
20090721,196.48088409593845
20090722,192.9983592545643
20090723,195.24935244599112
20090724,192.93036179701062
20090725,192.93036179701062
20090726,192.93036179701062
20090727,188.23185011983315
20090728,185.68113385410794
20090729,187.52287442025928
20090730,177.3277698031378
20090731,163.94995650752406
20090801,163.94995650752406
20090802,163.94995650752406
20090803,155.98473688955602
20090804,149.28860355383017
20090805,151.84666848336605
20090806,148.63800143024807
20090807,151.3705780432656
20090808,151.3705780432656
20090809,151.3705780432656
20090810,149.62480701345038
20090811,146.7992212787148
20090812,150.03360652773148
20090813,139.44975926207522
20090814,135.03519877331846
20090815,135.03519877331846
20090816,135.03519877331846
20090817,144.75576634464272
20090818,143.0266558247402
20090819,149.53600278898568
20090820,151.57757099005374
20090821,158.39586851855293
20090822,158.39586851855293
20090823,158.39586851855293
20090824,148.81896635966285
20090825,151.3283647065506
20090826,149.25396293692273
20090827,143.17768246460514
20090828,139.84763393313244
20090829,139.84763393313244
20090830,139.84763393313244
20090831,134.1611289877009
20090901,126.52620561377937
20090902,134.16703911417937
20090903,133.98568225191497
20090904,132.9370173869726
20090905,132.9370173869726
20090906,132.9370173869726
20090907,128.83390852278282
20090908,126.16010462260527
20090909,123.13726472678333
