Date,Akita Bank Ltd/The
20161230,17.702532181460015
20161231,17.702532181460015
20170101,17.702532181460015
20170102,17.702532181460015
20170103,17.702532181460015
20170104,17.124714394062313
20170105,17.639572563021087
20170106,17.64745444602626
20170107,17.64745444602626
20170108,17.64745444602626
20170109,17.64745444602626
20170110,18.34249343420237
20170111,18.44261746747618
20170112,19.611846736235332
20170113,21.333176697004852
20170114,21.333176697004852
20170115,21.333176697004852
20170116,21.87766772048979
20170117,21.583345056991856
20170118,21.67754708474883
20170119,20.65795095982686
20170120,19.67560163961119
20170121,19.67560163961119
20170122,19.67560163961119
20170123,20.461393041734997
20170124,20.985457022833764
20170125,20.782867527776343
20170126,20.16359231539771
20170127,21.34256794131681
20170128,21.34256794131681
20170129,21.34256794131681
20170130,21.082660813055316
20170131,27.681731391098573
20170201,27.325409194696167
20170202,28.38881438241795
20170203,26.86569478452868
20170204,26.86569478452868
20170205,26.86569478452868
20170206,27.072687891623808
20170207,27.49383814312475
20170208,28.04341780808056
20170209,29.7915054269074
20170210,30.028136940028276
20170211,30.028136940028276
20170212,30.028136940028276
20170213,30.035608216238863
20170214,30.26261963345479
20170215,30.645632353904126
20170216,29.65935335102352
20170217,27.187799715416087
20170218,27.187799715416087
20170219,27.187799715416087
20170220,27.5357609708979
20170221,27.539325427097197
20170222,27.339593881575937
20170223,26.687598757479872
20170224,25.335059771409576
20170225,25.335059771409576
20170226,25.335059771409576
20170227,26.345332754925373
20170228,24.41097319456399
20170301,24.72505493508811
20170302,24.2582861234385
20170303,21.887913284003815
20170304,21.887913284003815
20170305,21.887913284003815
20170306,21.521162359387777
20170307,21.85232130986003
20170308,22.688221076965814
20170309,22.357988701949917
20170310,22.436345916550014
20170311,22.436345916550014
20170312,22.436345916550014
20170313,22.753397157822334
20170314,24.195564809701146
20170315,25.716161454256728
20170316,25.521412385822696
20170317,25.044931299670697
20170318,25.044931299670697
20170319,25.044931299670697
20170320,25.044931299670697
20170321,25.07696497383802
20170322,26.06344248863035
20170323,27.582246860494067
20170324,27.318867677887017
20170325,27.318867677887017
20170326,27.318867677887017
20170327,28.360254187752574
20170328,27.484058258263047
20170329,29.837589788802255
20170330,31.025000321733476
20170331,34.34244050035289
20170401,34.34244050035289
20170402,34.34244050035289
20170403,34.48766229374645
20170404,36.02349861382728
20170405,36.79768092029623
20170406,38.5784843876536
20170407,38.9664484536026
20170408,38.9664484536026
20170409,38.9664484536026
20170410,38.438603153645985
20170411,38.56862139712753
20170412,39.68512556746044
20170413,40.82102890380113
20170414,42.8820489862488
20170415,42.8820489862488
20170416,42.8820489862488
20170417,42.024475982619016
20170418,39.9902263373561
20170419,39.82595661957543
20170420,37.113621179442006
20170421,35.530861389175165
20170422,35.530861389175165
20170423,35.530861389175165
20170424,34.7674756665781
20170425,34.48131288853677
20170426,35.28899523136364
20170427,35.8414062097548
20170428,36.50738889086518
20170429,36.50738889086518
20170430,36.50738889086518
20170501,37.00097921153841
20170502,36.3516524805143
20170503,36.3516524805143
20170504,36.3516524805143
20170505,36.3516524805143
20170506,36.3516524805143
20170507,36.3516524805143
20170508,34.6750625458302
20170509,35.05562232236289
20170510,35.03801882802049
20170511,35.40885017085577
20170512,37.12343190019814
20170513,37.12343190019814
20170514,37.12343190019814
20170515,37.82698668424075
20170516,37.43679690910789
20170517,38.35726592546299
20170518,39.43929295482845
20170519,40.21664418767263
20170520,40.21664418767263
20170521,40.21664418767263
20170522,40.08469544769513
20170523,40.49259861365097
20170524,40.40870176747572
20170525,41.02891437348498
20170526,41.345976078818616
20170527,41.345976078818616
20170528,41.345976078818616
20170529,41.919163337346156
20170530,42.393488031431374
20170531,45.24808651524239
20170601,44.166316584930655
20170602,42.62856277672437
20170603,42.62856277672437
20170604,42.62856277672437
20170605,42.52726884103966
20170606,42.32057568125432
20170607,43.58377443769377
20170608,46.057610433764346
20170609,44.48773063536193
20170610,44.48773063536193
20170611,44.48773063536193
20170612,43.64316666460866
20170613,42.53268808665405
20170614,43.15034397325423
20170615,43.98784949988711
20170616,43.54486132821527
20170617,43.54486132821527
20170618,43.54486132821527
20170619,44.192626066275714
20170620,43.787042554749604
20170621,45.06807814069491
20170622,46.31599402830928
20170623,46.13106717755083
20170624,46.13106717755083
20170625,46.13106717755083
20170626,46.564882536883374
20170627,46.32174790537664
20170628,46.033018767325274
20170629,46.05419560832256
20170630,44.056509065751506
20170701,44.056509065751506
20170702,44.056509065751506
20170703,44.17420876658604
20170704,45.432172209356835
20170705,45.8971942319108
20170706,46.151198160178346
20170707,47.41878583013044
20170708,47.41878583013044
20170709,47.41878583013044
20170710,46.83934454440813
20170711,46.13127630140683
20170712,46.61673537520717
20170713,47.41645392273846
20170714,45.29213453503953
20170715,45.29213453503953
20170716,45.29213453503953
20170717,45.29213453503953
20170718,45.928627588077404
20170719,45.317056558401944
20170720,44.58336083838327
20170721,44.05124367360762
20170722,44.05124367360762
20170723,44.05124367360762
20170724,42.9555963627251
20170725,42.7722470565094
20170726,43.00725997059988
20170727,43.84072890608268
20170728,37.78456242458708
20170729,37.78456242458708
20170730,37.78456242458708
20170731,38.78585919151996
20170801,36.87739585189746
20170802,37.24498909284759
20170803,37.70751289973184
20170804,37.66651886688882
20170805,37.66651886688882
20170806,37.66651886688882
20170807,37.117434388380886
20170808,37.173207359477374
20170809,37.77416606528153
20170810,36.6871166638433
20170811,36.6871166638433
20170812,36.6871166638433
20170813,36.6871166638433
20170814,36.912393699158315
20170815,35.98214877317911
20170816,37.130831165606175
20170817,36.86018108748601
20170818,36.723195964614746
20170819,36.723195964614746
20170820,36.723195964614746
20170821,36.898616840302005
20170822,37.07007803055736
20170823,37.102209849216585
20170824,36.353423997026304
20170825,34.22990782877861
20170826,34.22990782877861
20170827,34.22990782877861
20170828,33.82194312368344
20170829,33.42481905962429
20170830,33.37181488319049
20170831,30.30994482686073
20170901,28.196804411433057
20170902,28.196804411433057
20170903,28.196804411433057
20170904,29.77505589283041
20170905,30.55292559120482
20170906,31.557644538109273
20170907,31.612538708687957
20170908,32.453252806129115
20170909,32.453252806129115
20170910,32.453252806129115
20170911,31.946426605412363
20170912,31.962267244700065
20170913,32.64106919679417
20170914,34.143335619106495
20170915,33.84601527753194
20170916,33.84601527753194
20170917,33.84601527753194
20170918,33.84601527753194
20170919,32.626504639299526
20170920,32.79358454006386
20170921,33.6985755643621
20170922,33.54664133482159
20170923,33.54664133482159
20170924,33.54664133482159
20170925,32.593369609929496
20170926,32.41193101065161
20170927,33.767929037669816
20170928,31.950969029888295
20170929,29.569937890692827
20170930,29.569937890692827
20171001,29.569937890692827
20171002,29.672908387473104
20171003,29.851910875776877
20171004,30.46331864150872
20171005,30.793771468957555
20171006,31.215128303844644
20171007,31.215128303844644
20171008,31.215128303844644
20171009,31.215128303844644
20171010,30.79456429031478
20171011,30.8419727923219
20171012,31.060846139432293
20171013,30.000891026420376
20171014,30.000891026420376
20171015,30.000891026420376
20171016,28.610335264450285
20171017,28.644980917689605
20171018,29.62159975554231
20171019,29.456098824791965
20171020,29.291723173005597
20171021,29.291723173005597
20171022,29.291723173005597
20171023,28.928647834409134
20171024,28.187585378424437
20171025,29.0105140337058
20171026,28.994021766546936
20171027,27.715918226148187
20171028,27.715918226148187
20171029,27.715918226148187
20171030,27.63199476513925
20171031,27.070510109585747
20171101,27.470619580221932
20171102,26.861328175585104
20171103,26.861328175585104
20171104,26.861328175585104
20171105,26.861328175585104
20171106,28.577493704988726
20171107,28.383601058169482
20171108,27.656068421279425
20171109,27.60474400489744
20171110,27.72907394300317
20171111,27.72907394300317
20171112,27.72907394300317
20171113,29.281039113356883
20171114,31.84242279695279
20171115,33.544729449675714
20171116,34.53442368304632
20171117,32.98729579757337
20171118,32.98729579757337
20171119,32.98729579757337
20171120,32.47591940285465
20171121,32.62015958903284
20171122,32.08576305485923
20171123,32.08576305485923
20171124,31.71078331374844
20171125,31.71078331374844
20171126,31.71078331374844
20171127,32.664710258088014
20171128,33.328757093405976
20171129,32.698795808774385
20171130,33.02504372738304
20171201,34.099273973527886
20171202,34.099273973527886
20171203,34.099273973527886
20171204,35.39266299698803
20171205,35.60423789731093
20171206,36.59539930591516
20171207,36.92090787213852
20171208,35.70039661852866
20171209,35.70039661852866
20171210,35.70039661852866
20171211,34.60142210905702
20171212,33.516236519250626
20171213,31.886365300329558
20171214,32.9394263514249
20171215,33.942040579460134
20171216,33.942040579460134
20171217,33.942040579460134
20171218,33.108324566605816
20171219,33.409096407170914
20171220,33.011758653120665
20171221,33.38038205345611
20171222,33.35349838176377
20171223,33.35349838176377
20171224,33.35349838176377
20171225,33.96988364206871
20171226,34.08930300447424
20171227,33.35262465241308
20171228,34.52418402003274
20171229,34.18580316382114
20171230,34.18580316382114
20171231,34.18580316382114
20180101,34.18580316382114
20180102,34.18580316382114
20180103,34.18580316382114
20180104,32.81144918651119
20180105,32.97825737131625
20180106,32.97825737131625
20180107,32.97825737131625
20180108,32.97825737131625
20180109,33.41017753327759
20180110,33.366716716394635
20180111,33.76690130427745
20180112,33.866193278358914
20180113,33.866193278358914
20180114,33.866193278358914
20180115,33.01766494443507
20180116,33.468102269798855
20180117,33.85219968315356
20180118,34.38372437906234
20180119,33.97998342962717
20180120,33.97998342962717
20180121,33.97998342962717
20180122,34.07806831774374
20180123,32.580163698977096
20180124,32.522172367433676
20180125,33.558435133112276
20180126,33.27551737139014
20180127,33.27551737139014
20180128,33.27551737139014
20180129,32.77075670804285
20180130,33.18284173496734
20180131,24.843591162422804
20180201,22.792934863540324
20180202,23.47242063280762
20180203,23.47242063280762
20180204,23.47242063280762
20180205,24.813857957962597
20180206,27.955472083673722
20180207,27.78923973419461
20180208,27.867063061883453
20180209,29.107715022414965
20180210,29.107715022414965
20180211,29.107715022414965
20180212,29.107715022414965
20180213,29.50126978979205
20180214,30.08945980645037
20180215,29.2650502404783
20180216,28.12903937369599
20180217,28.12903937369599
20180218,28.12903937369599
20180219,26.45936632169649
20180220,27.16136132132842
20180221,26.951023587106473
20180222,27.595226383135813
20180223,26.688963930957865
20180224,26.688963930957865
20180225,26.688963930957865
20180226,26.29149926862902
20180227,26.088908344595733
20180228,28.254391543317436
20180301,28.80658738957126
20180302,29.001459565732368
20180303,29.001459565732368
20180304,29.001459565732368
20180305,29.498503802210756
20180306,28.88243407657566
20180307,29.156997952904366
20180308,29.388344578852156
20180309,30.5168488197605
20180310,30.5168488197605
20180311,30.5168488197605
20180312,29.503029481812312
20180313,29.46986607885711
20180314,29.88482982684454
20180315,30.30863688956491
20180316,30.41767665032722
20180317,30.41767665032722
20180318,30.41767665032722
20180319,30.97049909973451
20180320,31.18195266322342
20180321,31.18195266322342
20180322,30.354164604287707
20180323,32.1997013335141
20180324,32.1997013335141
20180325,32.1997013335141
20180326,31.543817602707932
20180327,29.90262374893036
20180328,30.083046272307996
20180329,30.26014618922042
20180330,31.13170736896251
20180331,31.13170736896251
20180401,31.13170736896251
20180402,31.75174770434451
20180403,33.371416275448574
20180404,32.379542694238765
20180405,31.71515003338435
20180406,31.53273896107795
20180407,31.53273896107795
20180408,31.53273896107795
20180409,30.67909007744386
20180410,29.937314249353573
20180411,30.425465781016033
20180412,29.579878896594504
20180413,27.623988801932416
20180414,27.623988801932416
20180415,27.623988801932416
20180416,27.268098695799853
20180417,27.672388250543435
20180418,27.591764843957414
20180419,28.140231128618147
20180420,28.258815926265587
20180421,28.258815926265587
20180422,28.258815926265587
20180423,27.859771007403182
20180424,26.69269281527545
20180425,27.03285475204325
20180426,27.789489418231565
20180427,29.211461917455185
20180428,29.211461917455185
20180429,29.211461917455185
20180430,29.211461917455185
20180501,30.624350318528716
