Date,Al-Massaleh Real Estate Co KSC
20050315,7.1921351958747906
20050316,7.003331962248206
20050317,7.003331962248206
20050318,7.003331962248206
20050321,6.453914748458236
20050322,6.916190360584883
20050323,6.595799520294127
20050324,6.595799520294127
20050325,6.595799520294127
20050328,5.7587665850074945
20050329,5.665078493988
20050330,3.4687983707052523
20050331,3.4687983707052523
20050401,3.4687983707052523
20050404,3.667489382413855
20050405,3.555760984486944
20050406,3.6570352362885257
20050407,3.6570352362885257
20050408,3.6570352362885257
20050411,3.5574909373643266
20050412,4.0223598990321605
20050413,3.999080353320147
20050414,3.999080353320147
20050415,3.999080353320147
20050418,4.2479613803214935
20050419,4.335862706383057
20050420,4.268703808893606
20050421,4.268703808893606
20050422,4.268703808893606
20050423,4.268703808893606
20050425,3.986810521850609
20050426,3.9133091641712596
20050427,3.9024572913355438
20050428,3.9024572913355438
20050429,3.9024572913355438
20050502,3.1477756888247317
20050503,3.039761160946894
20050504,3.203104268899451
20050505,3.203104268899451
20050506,3.203104268899451
20050509,3.492990639672674
20050510,3.5879222756605955
20050511,3.2917450226288993
20050512,3.2917450226288993
20050513,3.2917450226288993
20050516,3.195659444372408
20050517,3.190915240520378
20050518,3.0219279078630077
20050519,3.0219279078630077
20050520,3.0219279078630077
20050523,3.161516726342382
20050524,3.163664097190374
20050525,3.2773915528652937
20050526,3.2773915528652937
20050527,3.2773915528652937
20050530,3.4935191383016866
20050531,3.446418039353042
20050601,3.38997128411107
20050602,3.38997128411107
20050603,3.38997128411107
20050606,3.1418905794221956
20050607,3.2123698199475177
20050608,3.2870698102622704
20050609,3.2870698102622704
20050610,3.2870698102622704
20050613,3.3379878809694983
20050614,3.2535644169587954
20050615,3.2513449370875263
20050616,3.2513449370875263
20050617,3.2513449370875263
20050620,3.121631713726542
20050621,3.067127517772689
20050622,3.050321767153219
20050623,3.050321767153219
20050624,3.050321767153219
20050627,2.8868378745922834
20050628,2.8480723316907794
20050629,3.1257060301681223
20050630,3.1257060301681223
20050701,3.1257060301681223
20050704,3.7803113226163076
20050705,3.1482941987031476
20050706,3.089602374503878
20050707,3.089602374503878
20050708,3.089602374503878
20050711,2.9722982532096434
20050712,3.1291175985895943
20050713,2.9196805940145167
20050714,2.9196805940145167
20050715,2.9196805940145167
20050718,3.0896337347574945
20050719,3.067081639986355
20050720,3.0641816212512194
20050721,3.0641816212512194
20050722,3.0641816212512194
20050725,3.1445517145002633
20050726,2.985630594317874
20050727,3.05202911970825
20050728,3.05202911970825
20050729,3.05202911970825
20050801,1.4586909539268904
20050802,1.3310616005488798
20050803,1.3489354531870739
20050804,1.3489354531870739
20050805,1.3489354531870739
20050808,1.260253650002452
20050809,1.328665900705726
20050810,1.2842746246488523
20050811,1.2842746246488523
20050812,1.2842746246488523
20050815,1.2853809116954689
20050816,1.3438361016846405
20050817,1.3124851040143324
20050818,1.3124851040143324
20050819,1.3124851040143324
20050822,1.2607347482194835
20050823,1.278051083924047
20050824,1.2733098310953013
20050825,1.2733098310953013
20050826,1.2733098310953013
20050829,1.0516394940714298
20050830,1.1319472566082567
20050831,1.188632708749946
20050901,1.188632708749946
20050902,1.188632708749946
20050903,1.188632708749946
20050905,1.028238237434441
20050906,0.9764517444207281
20050907,0.9448693348125071
20050908,0.9448693348125071
20050909,0.9448693348125071
20050912,0.9012095338170203
20050913,0.8888013914412253
20050914,0.8578072157941463
20050915,0.8578072157941463
20050916,0.8578072157941463
20050919,0.8395765880845585
20050920,0.7779441262021011
20050921,0.7308206163518041
20050922,0.7308206163518041
20050923,0.7308206163518041
20050926,0.7639710588538139
20050927,0.8367870431713451
20050928,0.9498464380733477
20050929,0.9498464380733477
20050930,0.9498464380733477
20051003,0.8907788498964095
20051004,0.8561010507764175
20051005,0.9002920334022608
20051006,0.9002920334022608
20051007,0.9002920334022608
20051010,0.8322361768581689
20051011,0.8375193432524954
20051012,0.8721995147692692
20051013,0.8721995147692692
20051014,0.8721995147692692
20051017,0.7446552112759858
20051018,0.7594200859423696
20051019,0.6984135717389077
20051020,0.6984135717389077
20051021,0.6984135717389077
20051024,0.6785885457598368
20051025,0.7375862975244872
20051026,0.7434445642331233
20051027,0.7434445642331233
20051028,0.7434445642331233
20051031,0.936063805474925
20051101,0.865555405019037
20051102,0.8801398160202035
20051103,0.8801398160202035
20051104,0.8801398160202035
20051105,0.8801398160202035
20051106,0.8801398160202035
20051107,0.8632327045338792
20051108,0.8604837978181621
20051109,0.7467516266695525
20051110,0.7467516266695525
20051111,0.7467516266695525
20051114,1.045197719544746
20051115,1.0543325198108329
20051116,1.0708054862875098
20051117,1.0708054862875098
20051118,1.0708054862875098
20051121,1.066203975851414
20051122,0.958032977804209
20051123,0.9767808554767202
20051124,0.9767808554767202
20051125,0.9767808554767202
20051128,0.9134628129016311
20051129,0.9164648992660759
20051130,1.1015936784968474
20051201,1.1015936784968474
20051202,1.1015936784968474
20051205,1.0225184143786776
20051206,1.0060443742366558
20051207,1.0539175572148483
20051208,1.0539175572148483
20051209,1.0539175572148483
20051212,1.3075690950680525
20051213,1.3424467568157752
20051214,1.436294491650899
20051215,1.436294491650899
20051216,1.436294491650899
20051219,1.5902290069545193
20051220,1.4534117227579877
20051221,1.493292078271006
20051222,1.493292078271006
20051223,1.493292078271006
20051226,1.4796580719779993
20051227,1.4708899576261876
20051228,1.5394889278895727
20051229,1.5394889278895727
20051230,1.5394889278895727
20051231,1.5394889278895727
20060101,1.5394889278895727
20060102,1.6226120337667984
20060103,1.5085957868037083
20060104,1.4936731198707287
20060105,1.4936731198707287
20060106,1.4936731198707287
20060123,1.6435471136867161
20060124,1.3877241318386448
20060125,1.4420231035367068
20060126,1.4420231035367068
20060127,1.4420231035367068
20060130,1.5783757233881965
20060131,1.870948765302473
20060201,1.859322151235023
20060202,1.859322151235023
20060203,1.859322151235023
20060204,1.859322151235023
20060206,1.8851775606128272
20060207,1.909022768277941
20060208,1.8453729454668806
20060209,1.8453729454668806
20060210,1.8453729454668806
20060213,1.8560774492535435
20060214,1.8266612510975486
20060215,1.9700882230640353
20060216,1.9700882230640353
20060217,1.9700882230640353
20060220,2.0436171367611817
20060221,2.0007121766262994
20060222,1.964504577732187
20060223,1.964504577732187
20060224,1.964504577732187
20060225,1.964504577732187
20060226,1.964504577732187
20060227,2.0344038533008595
20060228,2.0257505666835027
20060301,1.9802555668850996
20060302,1.9802555668850996
20060303,1.9802555668850996
20060306,2.3123338302949734
20060307,2.380596708641873
20060308,2.923549623980574
20060309,2.923549623980574
20060310,2.923549623980574
20060313,3.0017232662494444
20060314,3.182523584943012
20060315,3.164719411677401
20060316,3.164719411677401
20060317,3.164719411677401
20060320,2.9121169444209043
20060321,3.189975002912885
20060322,3.052116603245159
20060323,3.052116603245159
20060324,3.052116603245159
20060327,3.4584960664399693
20060328,3.412102695113951
20060329,4.3962405287181445
20060330,4.3962405287181445
20060331,4.3962405287181445
20060403,4.252037768221651
20060404,4.20365836478487
20060405,3.9343221948254947
20060406,3.9343221948254947
20060407,3.9343221948254947
20060410,3.936721842869222
20060411,3.9150663077060828
20060412,4.098625989817942
20060413,4.098625989817942
20060414,4.098625989817942
20060415,4.098625989817942
20060417,4.235070114146328
20060418,4.055255084736693
20060419,4.241196492793563
20060420,4.241196492793563
20060421,4.241196492793563
20060424,4.155895128689271
20060425,4.155265252479653
20060426,4.17488536683802
20060427,4.17488536683802
20060428,4.17488536683802
20060501,4.251938384497838
20060502,4.233870995433729
20060503,4.4300733536569155
20060504,4.4300733536569155
20060505,4.4300733536569155
20060508,4.91473276203434
20060509,4.74152945908752
20060510,4.847582530406715
20060511,4.847582530406715
20060512,4.847582530406715
20060515,7.584398381083958
20060516,5.626660727732888
20060517,5.944738219050044
20060518,5.944738219050044
20060519,5.944738219050044
20060522,5.686363692155627
20060523,5.589266423970766
20060524,5.589328003465718
20060525,5.589328003465718
20060526,5.589328003465718
20060529,4.559038654908201
20060530,4.556024138205145
20060531,4.658893611040781
20060601,4.658893611040781
20060602,4.658893611040781
20060605,5.665624908718246
20060606,5.116264103585
20060607,5.073660579719029
20060608,5.073660579719029
20060609,5.073660579719029
20060612,5.203397311917068
20060613,5.3629893666161
20060614,5.4131578119710255
20060615,5.4131578119710255
20060616,5.4131578119710255
20060619,5.660066380416652
20060620,5.797415926622623
20060621,5.909524208332156
20060622,5.909524208332156
20060623,5.909524208332156
20060626,5.918885529813409
20060627,5.9123386389287
20060628,5.408861408184722
20060629,5.408861408184722
20060630,5.408861408184722
20060703,5.788272446066473
20060704,5.759502564106131
20060705,5.922420738489469
20060706,5.922420738489469
20060707,5.922420738489469
20060710,5.737580761178466
20060711,5.7303913646298
20060712,5.727554631593123
20060713,5.727554631593123
20060714,5.727554631593123
20060717,6.202225132350533
20060718,6.263540290543997
20060719,6.302025841623824
20060720,6.302025841623824
20060721,6.302025841623824
20060724,6.783555471516947
20060725,6.858378236418854
20060726,6.881828005558179
20060727,6.881828005558179
20060728,6.881828005558179
20060731,6.747465852435439
20060801,6.46020746548021
20060802,7.045037286313984
20060803,7.045037286313984
20060804,7.045037286313984
20060807,7.2352173557957675
20060808,7.223530804557257
20060809,6.0077434880482325
20060810,6.0077434880482325
20060811,6.0077434880482325
20060814,5.80542463028608
20060815,5.996933719092299
20060816,6.05658952177873
20060817,6.05658952177873
20060818,6.05658952177873
20060821,5.905210269877017
20060822,6.022064783054098
20060823,6.033790306818954
20060824,6.033790306818954
20060825,6.033790306818954
20060828,5.90537610788393
20060829,5.922656783500167
20060830,6.249441824652609
20060831,6.249441824652609
20060901,6.249441824652609
20060902,6.249441824652609
20060904,5.859193880062496
20060905,5.920363826423768
20060906,5.921992403703816
20060907,5.921992403703816
20060908,5.921992403703816
20060909,5.921992403703816
20060911,6.000064070695947
20060912,5.948138148788477
20060913,6.005178917300786
20060914,6.005178917300786
20060915,6.005178917300786
20060916,6.005178917300786
20060918,6.136218990697061
20060919,6.1314475321583695
20060920,5.788487828608142
20060921,5.788487828608142
20060922,5.788487828608142
20060925,5.5822314044035934
20060926,5.703762517685206
20060927,5.493585569067117
20060928,5.493585569067117
20060929,5.493585569067117
20060930,5.493585569067117
20061002,5.241110015179394
20061003,4.902909276615454
20061004,4.911177504685776
20061005,4.911177504685776
20061006,4.911177504685776
20061007,4.911177504685776
20061009,5.080505440515283
20061010,5.032791824013648
20061011,5.060325856182709
20061012,5.060325856182709
20061013,5.060325856182709
20061014,5.060325856182709
20061016,5.149541350919456
20061017,5.128873752374344
20061018,5.3829361167619965
20061019,5.3829361167619965
20061020,5.3829361167619965
20061030,4.873668374233076
20061031,4.898112452218391
20061101,5.042250442234623
20061102,5.057925036060649
20061103,5.057925036060649
20061104,5.057925036060649
20061106,4.887275849640208
20061107,5.236530439710805
20061108,5.167649088129254
20061109,5.167649088129254
20061110,5.167649088129254
20061111,5.167649088129254
20061113,5.458247761637532
20061114,5.736892946959536
20061115,6.0094835185621305
20061116,6.0094835185621305
20061117,6.0094835185621305
20061120,6.92338741754569
20061121,6.954142229885013
20061122,7.087592140687083
20061123,7.087592140687083
20061124,7.087592140687083
20061127,7.24149389846217
20061128,7.4522144337117595
20061129,7.4842993648715845
20061130,7.4842993648715845
20061201,7.4842993648715845
20061204,8.916110584500371
20061205,7.991756259114972
20061206,7.311722325889918
20061207,7.311722325889918
20061208,7.311722325889918
20061209,7.311722325889918
20061212,5.862743147165457
20061213,5.862743147165457
20061214,5.837906971887683
20061215,5.837906971887683
20061216,5.837906971887683
20061218,5.804319356286873
20061219,5.828840309108489
20061220,5.707801099992635
20061221,5.707801099992635
20061222,5.707801099992635
20061223,5.707801099992635
20061224,5.707801099992635
20061225,5.459588624530606
20061226,5.459588624530606
20061227,4.928854195547062
20061228,4.928854195547062
20061229,4.928854195547062
20061230,4.928854195547062
20061231,4.928854195547062
20070101,4.928854195547062
20070102,4.928854195547062
20070103,4.928854195547062
20070104,4.928854195547062
20070105,4.928854195547062
20070106,4.928854195547062
20070108,4.959972804962002
20070109,5.017457785036514
20070110,5.182494836391015
20070111,5.182494836391015
20070112,5.182494836391015
20070113,5.182494836391015
20070115,5.301229128329252
20070116,5.287466912967703
20070117,5.374314769726652
20070118,5.374314769726652
20070119,5.374314769726652
20070120,5.374314769726652
20070122,6.381618157064852
20070123,6.995212798341782
20070124,7.465973247733669
20070125,7.465973247733669
20070126,7.465973247733669
20070129,7.698826647238739
20070130,7.655673384361704
20070131,6.958456671576116
20070201,6.958456671576116
20070202,6.958456671576116
20070203,6.958456671576116
20070205,6.741111042391647
20070206,6.958787008122148
20070207,7.7648790213153065
20070208,7.7648790213153065
20070209,7.7648790213153065
20070210,7.7648790213153065
20070211,7.7648790213153065
20070212,6.138885437797838
20070213,6.072717687254077
20070214,6.276309565957502
20070215,6.276309565957502
20070216,6.276309565957502
20070217,6.276309565957502
20070219,5.997492551696961
20070220,5.938464145571431
20070221,5.827146997148235
20070222,5.827146997148235
20070223,5.827146997148235
20070224,5.827146997148235
20070225,5.827146997148235
20070226,5.829316043722586
20070227,5.8607084349130005
20070228,5.776556271270207
20070301,5.776556271270207
20070302,5.776556271270207
20070303,5.776556271270207
20070304,5.776556271270207
20070305,5.797277351155579
20070306,5.727391822055805
20070307,5.943212063161208
20070308,5.943212063161208
20070309,5.943212063161208
20070310,5.943212063161208
20070311,5.943212063161208
20070312,5.899433116136584
20070313,5.7681415598443495
20070314,5.604854536909013
20070315,5.604854536909013
20070316,5.604854536909013
20070317,5.604854536909013
20070318,5.604854536909013
20070319,5.742360305673232
20070320,6.097841109335738
20070321,6.020818540392284
20070322,6.020818540392284
20070323,6.020818540392284
20070324,6.020818540392284
20070325,6.020818540392284
20070326,6.467936888418148
20070327,6.559916278345822
20070328,6.550256542822195
20070329,6.550256542822195
20070330,6.550256542822195
20070331,6.550256542822195
20070401,6.550256542822195
20070402,6.604452217105175
20070403,7.343987437519674
20070404,7.330967112145199
20070405,7.330967112145199
20070406,7.330967112145199
20070407,7.330967112145199
20070408,7.330967112145199
20070409,6.613109733177489
20070410,6.8659564978823004
20070411,7.016295702633473
20070412,6.997703217478396
20070413,6.997703217478396
20070414,6.997703217478396
20070415,6.997703217478396
20070416,6.936932416877222
20070417,7.073789362430898
20070418,7.348727526140859
20070419,7.348727526140859
20070420,7.348727526140859
20070421,7.348727526140859
20070422,7.348727526140859
20070423,7.3177962607252995
20070424,7.269866523831921
20070425,7.2236296501699
20070426,7.2236296501699
20070427,7.2236296501699
20070428,7.2236296501699
20070429,7.2236296501699
20070430,6.923852809645665
20070501,6.7671619743417954
20070502,6.685867598444421
20070503,6.685867598444421
20070504,6.685867598444421
20070505,6.685867598444421
20070506,6.685867598444421
20070507,6.685867598444421
20070508,6.524764200674817
20070509,6.535064380103272
20070510,6.535064380103272
20070511,6.535064380103272
20070512,6.535064380103272
20070513,6.535064380103272
20070514,6.721246752510635
20070515,7.070822907506859
20070516,6.867926554197033
20070517,6.867926554197033
20070518,6.867926554197033
20070519,6.867926554197033
20070520,6.867926554197033
20070521,6.826227292861855
20070522,6.88243655132789
20070523,6.861686655775256
20070524,6.861686655775256
20070525,6.861686655775256
20070526,6.861686655775256
20070527,6.861686655775256
20070528,6.861686655775256
20070529,6.348368579204382
20070530,4.820085038101745
20070531,4.820085038101745
20070601,4.820085038101745
20070602,4.820085038101745
20070603,4.820085038101745
20070604,4.991909855309313
20070605,5.093975130901977
20070606,5.094283335019396
20070607,5.096327320303986
20070608,5.096327320303986
20070609,5.096327320303986
20070610,5.096327320303986
20070611,5.053936131121475
20070612,5.580528101446105
20070613,5.67579603065056
20070614,5.67579603065056
20070615,5.67579603065056
20070616,5.67579603065056
20070618,5.1673653660849945
20070619,4.992593718736098
20070620,4.683151925477511
20070621,4.683151925477511
20070622,4.683151925477511
20070623,4.683151925477511
20070625,5.139116787714822
20070626,5.229630556826461
20070627,5.207326067740573
20070628,5.207412570059383
20070629,5.207412570059383
20070630,5.207412570059383
20070701,5.207412570059383
20070702,4.570632626132198
20070703,4.581766821475816
20070704,4.403917388751375
20070705,4.403917388751375
20070706,4.403917388751375
20070707,4.403917388751375
20070708,4.403917388751375
20070709,4.314568638615034
20070710,4.317230527412278
20070711,4.736882960114825
20070712,4.736882960114825
20070713,4.736882960114825
20070714,4.736882960114825
20070715,4.736882960114825
20070716,4.736882960114825
20070717,4.065326836185781
20070718,4.2969236052375415
20070719,4.2969236052375415
20070720,4.2969236052375415
20070721,4.2969236052375415
20070722,4.2969236052375415
20070723,3.9283980218510433
20070724,4.010141895835291
20070725,3.7384054891614853
20070726,3.7018228212790025
20070727,3.7018228212790025
20070728,3.7018228212790025
20070729,3.7018228212790025
20070730,3.328478355974813
20070731,3.2712992611136795
20070801,3.5382993666536975
20070802,3.5382993666536975
20070803,3.5382993666536975
20070804,3.5382993666536975
20070805,3.5382993666536975
20070806,3.5382993666536975
20070807,3.8064693649844
20070808,3.7597905305543837
20070809,3.7692403706059285
20070810,3.7692403706059285
20070811,3.7692403706059285
20070812,3.7692403706059285
20070813,4.007232303763885
20070814,3.9552436140420384
20070815,3.8740774682918997
20070816,3.8740774682918997
20070817,3.8740774682918997
20070818,3.8740774682918997
20070819,3.8740774682918997
20070820,3.678389719278977
20070821,3.8454248323028395
20070822,3.9122378758831555
20070823,3.9122378758831555
20070824,3.9122378758831555
20070825,3.9122378758831555
20070826,3.9122378758831555
20070827,3.392851340285431
20070828,3.071725725480604
20070829,3.5457629065530347
20070830,3.5457629065530347
20070831,3.5457629065530347
20070901,3.5457629065530347
20070902,3.5457629065530347
20070903,4.156388348671822
20070904,4.156388348671822
20070905,4.120399608261859
20070906,4.120399608261859
20070907,4.120399608261859
20070908,4.120399608261859
20070909,4.120399608261859
20070910,3.7611255207870333
20070911,3.7726624882223745
20070912,3.779479502590596
20070913,3.779479502590596
20070914,3.779479502590596
20070915,3.779479502590596
20070916,3.779479502590596
20070917,3.7385927487907646
20070918,3.6975683414161207
20070919,3.589521992851084
20070920,3.7079190523802477
20070921,3.7079190523802477
20070922,3.7079190523802477
20070923,3.7079190523802477
20070924,3.8802088092901648
20070925,3.8802088092901648
20070926,4.137227289779249
20070927,4.137227289779249
20070928,4.137227289779249
20070929,4.137227289779249
20070930,4.137227289779249
20071001,4.372829657100085
20071002,4.372829657100085
20071003,4.096044347635034
20071004,4.096044347635034
20071005,4.096044347635034
20071006,4.096044347635034
20071007,4.096044347635034
20071008,4.1067371659545815
20071009,4.209115461337106
20071010,4.756673111551565
20071011,4.756673111551565
20071012,4.756673111551565
20071013,4.756673111551565
20071014,4.756673111551565
20071015,4.756673111551565
20071016,4.59751812742372
20071017,4.59751812742372
20071018,4.59751812742372
20071019,4.59751812742372
20071020,4.59751812742372
20071021,4.59751812742372
20071022,4.427526212740517
20071023,4.523668852461231
20071024,4.678124343669172
20071025,4.678124343669172
20071026,4.678124343669172
20071027,4.678124343669172
20071028,4.678124343669172
20071029,5.033724606827279
20071030,5.524539357997562
20071031,5.307928558544789
20071101,5.307928558544789
20071102,5.307928558544789
20071103,5.307928558544789
20071104,5.307928558544789
20071105,5.7988573629092395
20071106,5.555715016140339
20071107,5.47954936595174
20071108,5.47954936595174
20071109,5.47954936595174
20071110,5.47954936595174
20071111,5.47954936595174
20071112,5.334143158754404
20071113,5.334143158754404
20071114,6.03020267118766
20071115,6.03020267118766
20071116,6.03020267118766
20071117,6.03020267118766
20071118,6.03020267118766
20071119,6.282208732106675
20071120,6.0468771440367535
20071121,6.0468771440367535
20071122,6.0468771440367535
20071123,6.0468771440367535
20071124,6.0468771440367535
20071125,6.0468771440367535
20071126,6.0468771440367535
20071127,9.856336790228369
20071128,9.856336790228369
20071129,9.856336790228369
20071130,9.856336790228369
20071201,9.856336790228369
20071202,9.856336790228369
20071203,9.856336790228369
20071204,9.902328983230472
20071205,9.902600473841703
20071206,9.902600473841703
20071207,9.902600473841703
20071208,9.902600473841703
20071209,9.902600473841703
20071210,9.811615857082119
20071211,9.791257702297669
20071212,9.771989899077232
20071213,9.771989899077232
20071214,9.771989899077232
20071215,9.771989899077232
20071216,9.771989899077232
20071217,9.564062255932141
20071218,9.564062255932141
20071219,9.564062255932141
20071220,9.564062255932141
20071221,9.564062255932141
20071222,9.564062255932141
20071223,9.564062255932141
20071224,9.097456018115878
20071225,9.097456018115878
20071226,9.320044462614902
20071227,9.320044462614902
20071228,9.320044462614902
20071229,9.320044462614902
20071230,9.320044462614902
20071231,8.035558535166878
20080101,8.035558535166878
20080102,8.032720763879556
20080103,7.915917394254841
20080104,7.915917394254841
20080105,7.915917394254841
20080106,7.915917394254841
20080107,7.629986560173821
20080108,7.269054482803359
20080109,7.440588384200309
20080110,7.440588384200309
20080111,7.440588384200309
20080112,7.440588384200309
20080113,7.440588384200309
20080114,7.34176069270224
20080115,7.395116412732257
20080116,7.5117545274011945
20080117,7.529417738535266
20080118,7.529417738535266
20080119,7.529417738535266
20080121,7.545497466357068
20080122,8.22951839314005
20080123,8.179161125208948
20080124,8.179161125208948
20080125,8.179161125208948
20080126,8.179161125208948
20080127,8.179161125208948
20080128,8.11316344596246
20080129,7.871427111612421
20080130,7.502257305542789
20080131,7.502257305542789
20080201,7.502257305542789
20080202,7.502257305542789
20080203,7.502257305542789
20080204,7.105531322422556
20080205,7.212471823253139
20080206,7.212471823253139
20080207,7.256129565289219
20080208,7.256129565289219
20080209,7.256129565289219
20080210,7.256129565289219
