Date,AQ Estate PCL
20070214,82.92946502428268
20070215,82.59501381855117
20070216,83.20245022350491
20070217,83.20245022350491
20070218,83.20245022350491
20070219,85.60482387600108
20070220,82.51701127385297
20070221,83.23536765578432
20070222,85.0528627855718
20070223,87.11951153028865
20070224,87.11951153028865
20070225,87.11951153028865
20070226,89.44032110874026
20070227,92.59119120906442
20070228,94.96889022545673
20070301,72.26641640517786
20070302,71.66888634676496
20070303,71.66888634676496
20070304,71.66888634676496
20070305,71.66888634676496
20070306,70.10028769848124
20070307,69.76298020033668
20070308,69.54317675916077
20070309,68.15800900661353
20070310,68.15800900661353
20070311,68.15800900661353
20070312,66.68746657057685
20070313,65.13768188093702
20070314,70.14233473710581
20070315,65.42944111248947
20070316,65.86554899675325
20070317,65.86554899675325
20070318,65.86554899675325
20070319,64.0952773287684
20070320,64.47739882307722
20070321,65.40959093280729
20070322,63.97029068571154
20070323,64.17120155583086
20070324,64.17120155583086
20070325,64.17120155583086
20070326,65.88625711143166
20070327,69.79478088297614
20070328,75.31568647597823
20070329,73.72820145398455
20070330,62.38391482407777
20070331,62.38391482407777
20070401,62.38391482407777
20070402,58.5505264760067
20070403,52.20942232517031
20070404,45.25808805247951
20070405,48.474892093759046
20070406,48.474892093759046
20070407,48.474892093759046
20070408,48.474892093759046
20070409,45.354765200495414
20070410,45.41906082816788
20070411,46.056324903320196
20070412,46.54333853515144
20070413,46.54333853515144
20070414,46.54333853515144
20070415,46.54333853515144
20070416,46.54333853515144
20070417,44.46110809121766
20070418,45.323310907636206
20070419,46.539513886788875
20070420,46.09784278431186
20070421,46.09784278431186
20070422,46.09784278431186
20070423,45.32795459827252
20070424,42.12788267674032
20070425,42.18973781053475
20070426,43.20838003997212
20070427,43.559429667592404
20070428,43.559429667592404
20070429,43.559429667592404
20070430,37.97805509804901
20070501,37.97805509804901
20070502,38.1575291092428
20070503,38.588567419369106
20070504,37.83929866404155
20070505,37.83929866404155
20070506,37.83929866404155
20070507,37.83929866404155
20070508,37.93587394695545
20070509,39.433860691205254
20070510,40.89138768705595
20070511,40.55280742326701
20070512,40.55280742326701
20070513,40.55280742326701
20070514,39.331377302552944
20070515,48.07551420077671
20070516,47.00157869914929
20070517,44.82105713708858
20070518,42.85015559024707
20070519,42.85015559024707
20070520,42.85015559024707
20070521,43.75934148271902
20070522,41.2577084448315
20070523,41.42388424591804
20070524,43.91131959171793
20070525,47.05855171184665
20070526,47.05855171184665
20070527,47.05855171184665
20070528,46.27271452377181
20070529,47.32174739274429
20070530,47.7765465686742
20070531,47.7765465686742
20070601,43.600889035464334
20070602,43.600889035464334
20070603,43.600889035464334
20070604,39.98029252944955
20070605,41.41745991124393
20070606,40.64631175514909
20070607,38.54371155029098
20070608,40.615111271876664
20070609,40.615111271876664
20070610,40.615111271876664
20070611,43.150575270493825
20070612,43.137090289905075
20070613,45.78854833367292
20070614,44.064327648988034
20070615,43.477442637131865
20070616,43.477442637131865
20070617,43.477442637131865
20070618,37.39339816475365
20070619,37.70697661568328
20070620,35.94735434728236
20070621,34.357962028599964
20070622,36.05240025743346
20070623,36.05240025743346
20070624,36.05240025743346
20070625,38.244145092527226
20070626,38.273010995545235
20070627,34.18377426502307
20070628,34.34367666795154
20070629,36.7805776754756
20070630,36.7805776754756
20070701,36.7805776754756
20070702,35.78530817292174
20070703,33.09753478003785
20070704,31.43802455029606
20070705,30.51939165743254
20070706,30.007398844453324
20070707,30.007398844453324
