Date,Aplus Financial Co Ltd
20140726,27.997920285984836
20140727,27.997920285984836
20140728,26.758881208309337
20140729,35.890764604757095
20140730,37.22725130934168
20140731,29.964847355990827
20140801,31.137235163461153
20140802,31.137235163461153
20140803,31.137235163461153
20140804,31.06799336973037
20140805,33.02807208492817
20140806,34.67525396256247
20140807,31.937576642995218
20140808,35.087770658099544
20140809,35.087770658099544
20140810,35.087770658099544
20140811,33.78394939045754
20140812,32.55955063330843
20140813,31.548866590812167
20140814,33.19236339752832
20140815,33.39629420887698
20140816,33.39629420887698
20140817,33.39629420887698
20140818,32.274494348076445
20140819,32.17311249347457
20140820,33.18114584198799
20140821,31.748832023055922
20140822,31.868960339059743
20140823,31.868960339059743
20140824,31.868960339059743
20140825,30.966240711497466
20140826,32.66330876728045
20140827,32.65180613381036
20140828,32.56823867630294
20140829,30.42874881808756
20140830,30.42874881808756
20140831,30.42874881808756
20140901,29.287152153513137
20140902,27.2014557998688
20140903,27.12439225161705
20140904,27.410211609105627
20140905,28.009221576092305
20140906,28.009221576092305
20140907,28.009221576092305
20140908,26.90419593354562
20140909,28.166616905718396
20140910,28.171368763987463
20140911,27.74678314721884
20140912,27.322150783221204
20140913,27.322150783221204
20140914,27.322150783221204
20140915,27.322150783221204
20140916,27.631193206134625
20140917,28.86022338079103
20140918,26.619852414966488
20140919,27.7610613045369
20140920,27.7610613045369
20140921,27.7610613045369
20140922,27.596019701428443
20140923,27.596019701428443
20140924,28.147443549321498
20140925,26.90494714175337
20140926,26.354225314311744
20140927,26.354225314311744
20140928,26.354225314311744
20140929,25.881767575676577
20140930,26.44337411732134
20141001,27.14269482164706
20141002,29.491423140806205
20141003,29.381284962176363
20141004,29.381284962176363
20141005,29.381284962176363
20141006,28.530313762687065
20141007,28.63162454110908
20141008,29.275331116373863
20141009,29.289942238799796
20141010,30.13398447964209
20141011,30.13398447964209
20141012,30.13398447964209
20141013,30.13398447964209
20141014,30.557634932567254
20141015,30.039497609786668
20141016,30.863906020354246
20141017,35.760752929489875
20141018,35.760752929489875
20141019,35.760752929489875
20141020,30.752542023975813
20141021,31.396789338981606
20141022,28.769734197627194
20141023,30.60229167565491
20141024,32.345873536951295
20141025,32.345873536951295
20141026,32.345873536951295
20141027,31.294219844900816
20141028,32.03539999478382
20141029,29.76685961656189
20141030,28.519284601629845
20141031,22.18926891297526
20141101,22.18926891297526
20141102,22.18926891297526
20141103,22.18926891297526
20141104,16.69187707359612
20141105,16.90957440450988
20141106,19.23819458388922
20141107,18.52009680937589
20141108,18.52009680937589
20141109,18.52009680937589
20141110,18.371638205546503
20141111,18.64691543615425
20141112,18.212734873011257
20141113,18.427713059792364
20141114,16.913622980967325
20141115,16.913622980967325
20141116,16.913622980967325
20141117,18.19045061390736
20141118,16.483296733863707
20141119,17.07132087555437
20141120,17.312753714318436
20141121,18.883581752831823
20141122,18.883581752831823
20141123,18.883581752831823
20141124,18.883581752831823
20141125,19.18067588700285
20141126,18.968376183336144
20141127,19.71051046679351
20141128,19.937701486051974
20141129,19.937701486051974
20141130,19.937701486051974
20141201,19.788313260480617
20141202,19.692406246280417
20141203,19.611930369869377
20141204,19.87853747318931
20141205,20.962943679199743
20141206,20.962943679199743
20141207,20.962943679199743
20141208,21.652198445251944
20141209,23.211596564971455
20141210,24.200157482015218
20141211,23.602094397808816
20141212,23.404538022491572
20141213,23.404538022491572
20141214,23.404538022491572
20141215,25.08179302271847
20141216,26.741951621702682
20141217,26.422969521567463
20141218,25.28949203339613
20141219,23.68273708035295
20141220,23.68273708035295
20141221,23.68273708035295
20141222,23.667037479278633
20141223,23.667037479278633
20141224,23.593279514121495
20141225,24.201424776058058
20141226,21.78640074699585
