Date,Anadolu Hayat Emeklilik AS
20041216,25.2552982403016
20041217,24.988293086586673
20041218,24.988293086586673
20041219,24.988293086586673
20041220,25.527851402698015
20041221,24.151301929229604
20041222,21.779323558345176
20041223,21.712605928862253
20041224,21.872990859095214
20041225,21.872990859095214
20041226,21.872990859095214
20041227,22.638259661496583
20041228,22.420516095848527
20041229,22.51818612101167
20041230,22.51818612101167
20041231,22.51818612101167
20050101,22.51818612101167
20050102,22.51818612101167
20050103,23.999846916268325
20050104,25.789771399693652
20050105,28.54941508824125
20050106,28.96102077292776
20050107,25.897871424960353
20050108,25.897871424960353
20050109,25.897871424960353
20050110,26.008712475135344
20050111,25.479543725276972
20050112,24.61477494342446
20050113,23.7228527362034
20050114,22.024268981329868
20050115,22.024268981329868
20050116,22.024268981329868
20050117,20.662712484907637
20050118,20.140908339899514
20050119,19.19755872174907
20050120,19.19755872174907
20050121,19.19755872174907
20050122,19.19755872174907
20050123,19.19755872174907
20050124,20.371545172366382
20050125,21.18940914282315
20050126,21.687579991989594
20050127,21.375734057953597
20050128,21.390034460487062
20050129,21.390034460487062
20050130,21.390034460487062
20050131,20.934074444020077
20050201,19.47649628104694
20050202,20.15571496961978
20050203,20.634445131798625
20050204,20.976991429286933
20050205,20.976991429286933
20050206,20.976991429286933
20050207,19.400983566761962
20050208,20.21637025325178
20050209,21.802769779409736
20050210,22.55399812537735
20050211,21.581945490204387
20050212,21.581945490204387
20050213,21.581945490204387
20050214,23.01199519493819
20050215,22.981710611955712
20050216,24.060337192344885
20050217,24.066013759477674
20050218,24.341287080551094
20050219,24.341287080551094
20050220,24.341287080551094
20050221,24.00421892512219
20050222,24.05296990876669
20050223,24.025479107888735
20050224,23.6328106514657
20050225,22.924534971486562
20050226,22.924534971486562
20050227,22.924534971486562
20050228,22.091892729373296
20050301,23.105128052904934
20050302,24.167260884948373
20050303,23.598252839838537
20050304,23.013404844704656
20050305,23.013404844704656
20050306,23.013404844704656
20050307,22.837886357428868
20050308,24.775261520486673
20050309,25.564444796397588
20050310,27.410380275325096
20050311,25.531256986270666
20050312,25.531256986270666
20050313,25.531256986270666
20050314,27.975706821957885
20050315,29.199661182822958
20050316,32.109738658276335
20050317,36.09985800843115
20050318,29.636939856476527
20050319,29.636939856476527
20050320,29.636939856476527
20050321,33.42808883550264
20050322,29.871721137421257
20050323,34.932548934059504
20050324,33.11038938282374
20050325,32.15420547388895
20050326,32.15420547388895
20050327,32.15420547388895
20050328,37.09588088388171
20050329,39.18032436680395
20050330,33.679705379028235
20050331,31.595211586948153
20050401,32.454296704364445
20050402,32.454296704364445
20050403,32.454296704364445
20050404,35.241723217215934
20050405,37.354974383115874
20050406,36.2693968471517
20050407,37.399246506651316
20050408,38.43712819436142
20050409,38.43712819436142
20050410,38.43712819436142
20050411,41.124658639241325
20050412,43.13855067791713
20050413,44.6807555660165
20050414,45.75570944474605
20050415,53.87715672597902
20050416,53.87715672597902
20050417,53.87715672597902
20050418,67.13052407156046
20050419,64.96803325587449
20050420,61.42567916079849
20050421,63.87802612102015
20050422,60.835681801911484
20050423,60.835681801911484
20050424,60.835681801911484
20050425,62.05179318153293
20050426,62.78216785378644
20050427,58.974395883182076
20050428,71.274527696171
20050429,65.30097226738064
20050430,65.30097226738064
20050501,65.30097226738064
20050502,58.27350343221586
20050503,51.91227962153034
20050504,47.013086726155414
20050505,40.26401093837308
20050506,40.30506002377457
20050507,40.30506002377457
20050508,40.30506002377457
20050509,41.66430528777078
20050510,41.57267987305219
20050511,41.40030012845149
20050512,36.31597583587215
20050513,36.76131330312535
20050514,36.76131330312535
20050515,36.76131330312535
20050516,37.6482643433036
20050517,36.86023085739989
20050518,35.4714680189317
20050519,35.4714680189317
20050520,35.52233462651377
20050521,35.52233462651377
20050522,35.52233462651377
20050523,39.20578754991478
20050524,39.76833191370333
20050525,38.87898800502167
20050526,37.7963433163713
20050527,39.4148248564786
20050528,39.4148248564786
20050529,39.4148248564786
20050530,74.18967816382592
20050531,36.54457847213682
20050601,35.89701590435443
20050602,31.424263557716706
20050603,32.105370180283444
20050604,32.105370180283444
20050605,32.105370180283444
20050606,32.45591742013713
20050607,33.291808663090826
20050608,31.836105511872706
20050609,31.170673955486176
20050610,30.555834713745575
20050611,30.555834713745575
20050612,30.555834713745575
20050613,31.42582234700867
20050614,29.852786406039165
20050615,31.389218447946053
20050616,30.761750896904893
20050617,31.992113405939715
20050618,31.992113405939715
20050619,31.992113405939715
20050620,32.17179351956832
20050621,31.952673913044514
20050622,30.965401851460882
20050623,29.497306822898526
20050624,29.362193333728612
20050625,29.362193333728612
20050626,29.362193333728612
20050627,31.24075878304616
20050628,30.384000618181133
20050629,29.509404313502177
20050630,29.210604980951043
20050701,26.391678489238032
20050702,26.391678489238032
20050703,26.391678489238032
20050704,26.773645664074554
20050705,27.573587714077753
20050706,26.793356367034235
20050707,27.66859093844526
20050708,26.64699896997761
20050709,26.64699896997761
20050710,26.64699896997761
20050711,26.012173879043456
20050712,26.49160706172084
20050713,25.289382845262274
20050714,25.066769562735495
20050715,25.63266132193846
20050716,25.63266132193846
20050717,25.63266132193846
20050718,25.70439820708447
20050719,25.76529357285538
20050720,26.849327976907134
20050721,25.412525695389956
20050722,26.027103592033427
20050723,26.027103592033427
20050724,26.027103592033427
20050725,26.114550259690354
20050726,27.085895406569076
20050727,27.152974444439465
20050728,26.338608892369237
20050729,26.100733016990876
20050730,26.100733016990876
20050731,26.100733016990876
20050801,25.954522249884132
20050802,25.81469805946707
20050803,26.300518719599236
20050804,25.56146634642198
20050805,26.84690498540476
20050806,26.84690498540476
20050807,26.84690498540476
20050808,28.079357369483663
20050809,30.151479311755732
20050810,29.144071147469322
20050811,32.18866125270432
20050812,35.392387763499556
20050813,35.392387763499556
20050814,35.392387763499556
20050815,36.98316104465936
20050816,36.25597467451411
20050817,38.4328970035715
20050818,38.602485293013046
20050819,38.6187429831589
20050820,38.6187429831589
20050821,38.6187429831589
20050822,34.76775462782898
20050823,33.99179606429429
20050824,35.05456748135826
20050825,34.88260395920103
20050826,33.54487976474983
20050827,33.54487976474983
20050828,33.54487976474983
20050829,32.866383857915245
20050830,32.866383857915245
20050831,30.443164685371197
20050901,31.52227902830627
20050902,33.461856879759054
20050903,33.461856879759054
20050904,33.461856879759054
20050905,32.07430491339266
20050906,31.230248949124057
20050907,29.7698009465666
20050908,29.858466276945702
20050909,29.310896348263338
20050910,29.310896348263338
20050911,29.310896348263338
20050912,28.196930138153657
20050913,29.49525145680766
20050914,29.25889939771116
20050915,28.34992591199083
20050916,26.750634012383944
20050917,26.750634012383944
20050918,26.750634012383944
20050919,27.144312951285457
20050920,24.91918803206711
20050921,25.729070960765934
20050922,25.50045195615116
20050923,25.655030391636668
20050924,25.655030391636668
20050925,25.655030391636668
20050926,26.61687687179304
20050927,28.066589101164993
20050928,29.54692402556804
20050929,28.351476096921093
20050930,28.342004660524598
20051001,28.342004660524598
20051002,28.342004660524598
20051003,26.587345003592866
20051004,24.765330393451997
20051005,24.998418850013742
20051006,26.702268960749144
20051007,26.188564380287957
20051008,26.188564380287957
20051009,26.188564380287957
20051010,25.112799490348614
20051011,24.32160668052972
20051012,26.718171547934396
20051013,30.514557797931612
20051014,30.826188873278475
20051015,30.826188873278475
20051016,30.826188873278475
20051017,30.33805432220974
20051018,30.38770833070331
20051019,32.88222899052067
20051020,30.73671469733449
20051021,31.51392604169018
20051022,31.51392604169018
20051023,31.51392604169018
20051024,30.31665720655398
20051025,30.850678636627364
20051026,30.46004809381282
20051027,31.226203960629753
20051028,32.30892027666843
20051029,32.30892027666843
20051030,32.30892027666843
20051031,28.655303482408467
20051101,27.94803128079821
20051102,27.57794477558703
20051103,27.57794477558703
20051104,27.57794477558703
20051105,27.57794477558703
20051106,27.57794477558703
20051107,26.28801806244874
20051108,24.27313743544056
20051109,22.315786223394888
20051110,22.03177030863246
20051111,24.185461087867782
20051112,24.185461087867782
20051113,24.185461087867782
20051114,25.06485780283552
20051115,25.047697509318688
20051116,21.577387900548334
20051117,21.404823062912126
20051118,22.050953195807228
20051119,22.050953195807228
20051120,22.050953195807228
20051121,17.22969765719405
20051122,18.67649909324203
20051123,17.609049247334045
20051124,17.541743578886475
20051125,16.516418080079625
20051126,16.516418080079625
20051127,16.516418080079625
20051128,17.309696986026726
20051129,15.994388013137364
20051130,14.466105086844259
20051201,12.85874661366114
20051202,11.755107521216749
20051203,11.755107521216749
20051204,11.755107521216749
20051205,12.079962113178784
20051206,12.655667458813085
20051207,14.66503400639335
20051208,14.837044846892475
20051209,14.927427048054756
20051210,14.927427048054756
20051211,14.927427048054756
20051212,14.179713433617819
20051213,13.407180308973688
20051214,11.640289130186769
20051215,12.178492133183259
20051216,11.404196288962892
20051217,11.404196288962892
20051218,11.404196288962892
20051219,10.803218202248862
20051220,9.611410665904689
20051221,8.158104371869914
20051222,7.682417563963304
20051223,7.6897724667319585
20051224,7.6897724667319585
20051225,7.6897724667319585
20051226,8.120528545007947
20051227,7.831497035602751
20051228,7.529389138821364
20051229,7.608826278732516
20051230,7.541334128396188
20051231,7.541334128396188
20060101,7.541334128396188
20060102,7.526262951143475
20060103,7.373141944072566
20060104,6.699024590911015
20060105,5.8921555470527
20060106,6.569416241281533
20060107,6.569416241281533
20060108,6.569416241281533
20060109,6.569416241281533
20060110,6.569416241281533
20060111,6.569416241281533
20060112,6.569416241281533
20060113,6.569416241281533
20060114,6.569416241281533
20060115,6.569416241281533
20060116,6.545290467124701
20060117,5.947413297340438
20060118,6.56975960912443
20060119,4.901092907052595
20060120,4.533120693535764
20060121,4.533120693535764
20060122,4.533120693535764
20060123,4.2258104296598855
20060124,3.6534908435140276
20060125,3.1909400157674557
20060126,3.4646569875760322
20060127,4.265847039379823
20060128,4.265847039379823
20060129,4.265847039379823
20060130,4.483464056440869
20060131,4.91527815813372
20060201,4.362562757062922
20060202,4.67839800952257
20060203,4.706674948007709
20060204,4.706674948007709
20060205,4.706674948007709
20060206,4.807645795111896
20060207,4.656416697859465
20060208,4.923170210077875
20060209,4.4943499239719475
20060210,3.86627311216406
20060211,3.86627311216406
20060212,3.86627311216406
20060213,4.289946367283594
20060214,4.510839373905772
20060215,4.386591089699817
20060216,4.477281592200333
20060217,4.273183465848256
20060218,4.273183465848256
20060219,4.273183465848256
20060220,4.279292857871329
20060221,4.281627305498055
20060222,4.463938401875364
20060223,4.613076139181652
20060224,4.671277224050436
20060225,4.671277224050436
20060226,4.671277224050436
20060227,4.7671999481657155
20060228,5.386591144704695
20060301,5.334555401048187
20060302,5.513416151201584
20060303,5.682351268682384
20060304,5.682351268682384
20060305,5.682351268682384
20060306,6.070093527810942
20060307,6.706862402621877
20060308,7.939771710667329
20060309,7.60119823940694
20060310,8.01197740478304
20060311,8.01197740478304
20060312,8.01197740478304
20060313,7.532229668804635
20060314,8.537108963549464
20060315,8.96100070989626
20060316,8.404029964814807
20060317,7.577033064431038
20060318,7.577033064431038
20060319,7.577033064431038
20060320,8.08298710638915
20060321,8.715763644612158
20060322,9.095267189307343
20060323,8.749827365182314
20060324,9.625062155139522
20060325,9.625062155139522
20060326,9.625062155139522
20060327,10.465924257543543
20060328,9.905695397038428
20060329,9.786606525716895
20060330,10.091968747417782
20060331,9.560484572144116
20060401,9.560484572144116
20060402,9.560484572144116
20060403,9.14850867155055
20060404,9.439948140103368
20060405,8.610466080079286
20060406,8.751192704981511
20060407,8.322815914926974
20060408,8.322815914926974
20060409,8.322815914926974
20060410,8.808235008678174
20060411,8.443037503779818
20060412,8.52685313482713
20060413,9.18611070915666
20060414,9.13116944363278
20060415,9.13116944363278
20060416,9.13116944363278
20060417,10.078449938239814
20060418,9.637095215093503
20060419,9.02303605066568
20060420,9.236967905662995
20060421,8.553222202523534
20060422,8.553222202523534
20060423,8.553222202523534
20060424,8.208213492726387
20060425,7.82862453772721
20060426,7.599931327772902
20060427,7.669944229540152
20060428,8.491477795645174
20060429,8.491477795645174
20060430,8.491477795645174
20060501,9.249757100980188
20060502,9.245208925868194
20060503,8.95210424943744
20060504,8.78954757851516
20060505,8.616385675362707
20060506,8.616385675362707
20060507,8.616385675362707
20060508,9.058938370403077
20060509,10.286000626303858
20060510,11.153765086303462
20060511,11.596459568381583
20060512,12.194149703680763
20060513,12.194149703680763
20060514,12.194149703680763
20060515,17.56864753758005
20060516,14.152141155632787
20060517,15.44698307608962
20060518,17.108519745644614
20060519,17.108519745644614
20060520,17.108519745644614
20060521,17.108519745644614
20060522,22.097750075160743
20060523,20.245881260707687
20060524,34.2825274079432
20060525,31.331028800839015
20060526,19.838881265873237
20060527,19.838881265873237
20060528,19.838881265873237
20060529,18.74092193804966
20060530,22.462874099890367
20060531,23.741344472351088
20060601,21.400139993335753
20060602,21.368417230155867
20060603,21.368417230155867
20060604,21.368417230155867
20060605,24.941801613200166
20060606,25.686076625052696
20060607,25.532054932111453
20060608,28.465747021249314
20060609,31.27817286883207
20060610,31.27817286883207
20060611,31.27817286883207
20060612,34.86953320278584
20060613,46.71965850105854
20060614,42.81908566579845
20060615,39.34436228927271
20060616,36.96824534302463
20060617,36.96824534302463
20060618,36.96824534302463
20060619,33.92603690211614
20060620,33.45382300413202
20060621,39.051507312935684
20060622,39.24063011447048
20060623,41.91070382045403
20060624,41.91070382045403
20060625,41.91070382045403
20060626,46.081176624801614
20060627,47.38774479823146
20060628,38.1608223630769
20060629,35.91097988233893
20060630,32.52202739241204
20060701,32.52202739241204
20060702,32.52202739241204
20060703,35.05556972005614
20060704,32.40362672751839
20060705,39.69794402880801
20060706,37.547929409078215
20060707,35.359908335156945
20060708,35.359908335156945
20060709,35.359908335156945
20060710,34.78956353938823
20060711,35.70142999490844
20060712,33.26417134842342
20060713,37.66904718849035
20060714,41.5149715426531
20060715,41.5149715426531
20060716,41.5149715426531
20060717,49.59906082098748
20060718,41.83094306301803
20060719,41.307059177833224
20060720,35.44764955436428
20060721,37.384867152951756
20060722,37.384867152951756
20060723,37.384867152951756
20060724,37.2626979279235
20060725,36.34227073918884
20060726,32.31986021793474
20060727,29.07461855545667
20060728,29.6354809547126
20060729,29.6354809547126
20060730,29.6354809547126
20060731,30.215344946660647
20060801,28.223744712319284
20060802,26.81714814863811
20060803,28.554923633329317
20060804,26.967511073001685
20060805,26.967511073001685
20060806,26.967511073001685
20060807,27.176021602341923
20060808,23.835257802414123
20060809,21.32521062535392
20060810,21.965396592034864
20060811,21.722280337574013
20060812,21.722280337574013
20060813,21.722280337574013
20060814,21.940958375417942
20060815,21.882782979302817
20060816,21.770482952942885
20060817,21.57464853303964
20060818,23.261266333302935
20060819,23.261266333302935
20060820,23.261266333302935
20060821,23.45459389443035
20060822,22.30001556238269
20060823,22.226585830300102
20060824,23.380230190522827
20060825,23.634617849802847
20060826,23.634617849802847
20060827,23.634617849802847
20060828,25.076720376794547
20060829,24.591970141267467
20060830,24.591970141267467
20060831,22.036388843010737
20060901,22.666131940706805
20060902,22.666131940706805
20060903,22.666131940706805
20060904,20.64078789716015
20060905,21.25854316254745
20060906,22.08988438476712
20060907,22.25849277700847
20060908,23.37704829072522
20060909,23.37704829072522
20060910,23.37704829072522
20060911,24.06017685802711
20060912,23.16270963533664
20060913,23.61525488743183
20060914,24.32015806295214
20060915,23.915691797438896
20060916,23.915691797438896
20060917,23.915691797438896
20060918,22.23185364144772
20060919,20.696699172648778
20060920,18.88330146855033
20060921,20.85538130893278
20060922,23.594028047838936
20060923,23.594028047838936
20060924,23.594028047838936
20060925,24.654588540328326
20060926,22.3973278801778
20060927,21.97544512362564
20060928,22.25751885234052
20060929,22.521154245800105
20060930,22.521154245800105
20061001,22.521154245800105
20061002,21.460948688894888
20061003,23.001175421377223
20061004,23.46721760471514
20061005,23.168098543918948
20061006,23.72373725434567
20061007,23.72373725434567
20061008,23.72373725434567
20061009,23.79391874836155
20061010,23.205434731636423
20061011,23.367200763928093
20061012,22.205972519569574
20061013,19.643420733291336
20061014,19.643420733291336
20061015,19.643420733291336
20061016,19.157237760986295
20061017,18.811604073909663
20061018,17.477037914441272
20061019,17.08939096037863
20061020,17.91468744050011
20061021,17.91468744050011
20061022,17.91468744050011
20061023,17.91468744050011
20061024,17.91468744050011
20061025,17.91468744050011
20061026,16.996041527606668
20061027,17.23046617800391
20061028,17.23046617800391
20061029,17.23046617800391
20061030,18.10172893577552
20061031,17.806132435878055
20061101,16.375257752278017
20061102,17.885977261556867
20061103,16.917304489628354
20061104,16.917304489628354
20061105,16.917304489628354
20061106,16.402178529016957
20061107,15.713866216821957
20061108,15.661001409576306
20061109,15.714387815485093
20061110,16.55007338061004
20061111,16.55007338061004
20061112,16.55007338061004
20061113,17.293670402738332
20061114,17.581037630448428
20061115,16.935242404430966
20061116,17.558517916427544
20061117,19.60519968883136
20061118,19.60519968883136
20061119,19.60519968883136
20061120,20.34176383415155
20061121,20.301977324600763
20061122,21.050100756251076
20061123,21.369498285606056
20061124,22.287774625282232
20061125,22.287774625282232
20061126,22.287774625282232
20061127,21.839214639918985
20061128,23.365565903366658
20061129,22.240977672601083
20061130,20.047899194771645
20061201,19.07368594729751
20061202,19.07368594729751
20061203,19.07368594729751
20061204,19.551328997781013
20061205,18.526470367135694
20061206,19.12778720221902
20061207,16.747369790562143
20061208,15.58995013019925
20061209,15.58995013019925
20061210,15.58995013019925
20061211,15.196435546298291
20061212,15.640575790638636
20061213,15.36725396510724
20061214,14.8006395664157
20061215,14.249641956408007
20061216,14.249641956408007
20061217,14.249641956408007
20061218,14.794222285740357
20061219,16.667578384912634
20061220,17.137230349404128
20061221,17.242649436892208
20061222,17.410846588321597
20061223,17.410846588321597
20061224,17.410846588321597
20061225,18.12553733202452
20061226,18.791483481523954
20061227,18.952972291225095
20061228,18.386249703155798
20061229,18.31049725373636
20061230,18.31049725373636
20061231,18.31049725373636
20070101,18.31049725373636
20070102,18.31049725373636
20070103,18.31049725373636
20070104,19.3402700274175
20070105,20.607954594656167
20070106,20.607954594656167
20070107,20.607954594656167
20070108,21.210982450225927
20070109,22.119429988217888
20070110,22.536237065156772
20070111,21.481063324673663
20070112,20.748590881853424
20070113,20.748590881853424
20070114,20.748590881853424
20070115,20.003924281350844
20070116,21.309934170930138
20070117,20.851627568119493
20070118,18.59219593057873
20070119,18.72683852509613
20070120,18.72683852509613
20070121,18.72683852509613
20070122,17.652356807189534
20070123,17.73519853837132
20070124,16.878850886134252
20070125,17.359178683835832
20070126,17.833154927056707
20070127,17.833154927056707
20070128,17.833154927056707
20070129,17.773760518007734
20070130,17.771334358312426
20070131,16.15919388522455
20070201,15.66422927121819
20070202,15.237616617560086
20070203,15.237616617560086
20070204,15.237616617560086
20070205,15.210561538231415
20070206,15.146363861079557
20070207,15.657301453272384
20070208,15.685611248341456
20070209,13.881613944387327
20070210,13.881613944387327
20070211,13.881613944387327
20070212,13.114928659135051
20070213,12.23889290795262
20070214,12.616321689044351
20070215,11.656079761258228
20070216,11.374862409797274
20070217,11.374862409797274
20070218,11.374862409797274
20070219,11.256624783658072
20070220,11.734076228972793
20070221,13.328945099529864
20070222,12.115944603738939
20070223,12.336527000327443
20070224,12.336527000327443
20070225,12.336527000327443
20070226,11.58590873712962
20070227,13.361644541473819
20070228,14.193343210143345
20070301,16.120995735422415
20070302,15.691414223964436
20070303,15.691414223964436
20070304,15.691414223964436
20070305,16.59544319328791
20070306,15.686103902538553
20070307,14.997914036384689
20070308,13.399246976790172
20070309,12.599327801020314
20070310,12.599327801020314
20070311,12.599327801020314
20070312,13.939087155854123
20070313,15.09400264434815
20070314,14.666799155163481
20070315,14.61627924842462
20070316,13.205291443105153
20070317,13.205291443105153
20070318,13.205291443105153
20070319,12.776603577604037
20070320,13.619009850154393
20070321,9.621426050887036
20070322,8.569315629585157
20070323,9.350708770913883
20070324,9.350708770913883
20070325,9.350708770913883
20070326,9.888957626599314
20070327,10.130016107200994
20070328,10.513758528128765
20070329,9.29542095245835
20070330,10.252692846778519
20070331,10.252692846778519
20070401,10.252692846778519
20070402,9.900517212154481
20070403,9.843961577352482
20070404,9.99389477705394
20070405,9.726266224851479
20070406,9.3679376910032
20070407,9.3679376910032
20070408,9.3679376910032
20070409,9.299133972440933
20070410,9.762247186010782
20070411,9.377726772542779
20070412,9.88212207813101
20070413,9.600075983009495
20070414,9.600075983009495
20070415,9.600075983009495
20070416,8.958589757999977
20070417,9.028398194178537
20070418,10.192517981255351
20070419,10.368945459948526
20070420,9.680617769289112
20070421,9.680617769289112
20070422,9.680617769289112
20070423,9.680617769289112
20070424,10.02436068198504
20070425,9.578954567583557
20070426,9.815980925825201
20070427,10.541300587696401
20070428,10.541300587696401
20070429,10.541300587696401
20070430,13.422454550184112
20070501,14.47559236254585
20070502,13.103267952172741
20070503,13.63120347768698
20070504,13.992413426044763
20070505,13.992413426044763
20070506,13.992413426044763
20070507,13.7805074372368
20070508,14.48247369275208
20070509,13.944372794587014
20070510,14.424628088120857
20070511,14.22311004381295
20070512,14.22311004381295
20070513,14.22311004381295
20070514,13.329048215198524
20070515,12.98147824589001
20070516,12.906613851601398
20070517,12.801272068757182
20070518,12.79579577599565
20070519,12.79579577599565
20070520,12.79579577599565
20070521,13.123807193139093
20070522,12.026437115687429
20070523,12.192814727994042
20070524,12.23903303531811
20070525,12.350378879651377
20070526,12.350378879651377
20070527,12.350378879651377
20070528,12.173056799942229
20070529,11.937213928460087
