Date,Allahabad Bank
20041216,42.42268960156052
20041217,40.16511691516961
20041218,40.16511691516961
20041219,40.16511691516961
20041220,39.85315719306703
20041221,36.809243673622106
20041222,38.46311389191664
20041223,33.26260016604705
20041224,35.14523017987767
20041225,35.14523017987767
20041226,35.14523017987767
20041227,33.62385337966024
20041228,33.71940659848721
20041229,33.05686215581104
20041230,30.86914047151147
20041231,28.99190345800275
20050101,28.99190345800275
20050102,28.99190345800275
20050103,27.397163261682454
20050104,27.667666073597786
20050105,29.914342978507825
20050106,32.64902616277336
20050107,30.95224552200452
20050108,30.95224552200452
20050109,30.95224552200452
20050110,31.95109629096322
20050111,37.06357211305981
20050112,43.86041267634008
20050113,36.08590799635376
20050114,38.260808931326956
20050115,38.260808931326956
20050116,38.260808931326956
20050117,37.61434121477772
20050118,37.109525570525996
20050119,37.148577839349265
20050120,38.94163993622813
20050121,38.94163993622813
20050122,38.94163993622813
20050123,38.94163993622813
20050124,40.98009865273449
20050125,40.23735098524365
20050126,40.23735098524365
20050127,39.84944634681759
20050128,36.862590423514185
20050129,36.862590423514185
20050130,36.862590423514185
20050131,32.55009525949383
20050201,33.097557723314296
20050202,34.96412333972873
20050203,32.220517202419316
20050204,33.87118862597606
20050205,33.87118862597606
20050206,33.87118862597606
20050207,33.9680644774831
20050208,33.96513200098988
20050209,34.103586926006216
20050210,33.90128310749063
20050211,34.39045532170647
20050212,34.39045532170647
20050213,34.39045532170647
20050214,35.26553294552018
20050215,36.834317947655954
20050216,37.11683317795705
20050217,37.520347173370844
20050218,37.40677041372693
20050219,37.40677041372693
20050220,37.40677041372693
20050221,39.62352801216436
20050222,36.84602681664045
20050223,33.80134437832161
20050224,34.5970411566759
20050225,34.13187038167671
20050226,34.13187038167671
20050227,34.13187038167671
20050228,31.020111422670016
20050301,32.11680049527371
20050302,29.849941332642185
20050303,28.52839914515818
20050304,28.51915215277954
20050305,28.51915215277954
20050306,28.51915215277954
20050307,25.2168732972302
20050308,23.568532348590225
20050309,21.514109557960246
20050310,18.30094223934363
20050311,17.923396241443697
20050312,17.923396241443697
20050313,17.923396241443697
20050314,18.571821262382624
20050315,19.28984896020318
20050316,19.242022899420764
20050317,21.10766505538196
20050318,21.49102820873168
20050319,21.49102820873168
20050320,21.49102820873168
20050321,18.480440214496348
20050322,19.817369685782133
20050323,22.045686660956118
20050324,22.95986640453569
20050325,22.95986640453569
20050326,22.95986640453569
20050327,22.95986640453569
20050328,23.88433520861818
20050329,26.477679097653088
20050330,25.733245823028856
20050331,24.667046155457424
20050401,22.467508651618182
20050402,22.467508651618182
20050403,22.467508651618182
20050404,23.086446921798373
20050405,26.288403550637305
20050406,26.931297712079466
20050407,26.92012044925219
20050408,26.670280917140857
20050409,26.670280917140857
20050410,26.670280917140857
20050411,27.569029577510765
20050412,28.531684262269426
20050413,28.52313253441359
20050414,28.52313253441359
20050415,30.43194571861599
20050416,30.43194571861599
20050417,30.43194571861599
20050418,33.8319576469744
20050419,34.767130424161245
20050420,34.89505222702789
20050421,34.62440334285173
20050422,33.13951489383474
20050423,33.13951489383474
20050424,33.13951489383474
20050425,32.007783048563944
20050426,30.69774739848839
20050427,32.767914481413214
20050428,25.495926219900205
20050429,27.577555731109644
20050430,27.577555731109644
20050501,27.577555731109644
20050502,28.45656346742059
20050503,27.66607994181523
20050504,25.898734739623098
20050505,22.69238683489311
20050506,23.551304180409385
20050507,23.551304180409385
20050508,23.551304180409385
20050509,28.83853334978334
20050510,29.16222919839796
20050511,27.98748942359456
20050512,28.625770097904986
20050513,28.4600166174712
20050514,28.4600166174712
20050515,28.4600166174712
20050516,25.678739729962256
20050517,22.839454107291257
20050518,24.475078674350126
20050519,24.80949200291682
20050520,24.1116075214424
20050521,24.1116075214424
20050522,24.1116075214424
20050523,23.363536145085863
20050524,23.291432031125
20050525,22.159291758093612
20050526,21.714059419723213
20050527,22.66172011003681
20050528,22.66172011003681
20050529,22.66172011003681
20050530,23.28307878896349
20050531,24.40592746385821
20050601,24.446777332542712
20050602,26.25245863002237
20050603,24.896192715345727
20050604,24.896192715345727
20050605,24.896192715345727
20050606,23.898277246134896
20050607,23.005946285740464
20050608,21.082573794956698
20050609,22.05740743504868
20050610,22.835718429213888
20050611,22.835718429213888
20050612,22.835718429213888
20050613,21.686817906968894
20050614,21.228311670568868
20050615,21.17201715930966
20050616,21.93326193190254
20050617,23.14977832441932
20050618,23.14977832441932
20050619,23.14977832441932
20050620,23.644603685868134
20050621,23.5850348258425
20050622,23.374147891399364
20050623,22.173301453710565
20050624,22.122832716975225
20050625,22.122832716975225
20050626,22.122832716975225
20050627,24.113168620065956
20050628,26.02679411852393
20050629,25.57445253114096
20050630,27.08496605413084
20050701,26.825553199043096
20050702,26.825553199043096
20050703,26.825553199043096
20050704,25.857339937343877
20050705,26.369339845515906
20050706,25.42841073352582
20050707,26.769087563221433
20050708,25.108018542249727
20050709,25.108018542249727
20050710,25.108018542249727
20050711,25.228459617830623
20050712,25.110761005297462
20050713,23.660343272461244
20050714,23.478356421319912
20050715,22.97613616524451
20050716,22.97613616524451
20050717,22.97613616524451
20050718,22.23857438912017
20050719,22.753164681750345
20050720,21.158101540593588
20050721,21.704642633792314
20050722,20.605322578339408
20050723,20.605322578339408
20050724,20.605322578339408
20050725,19.75883896340898
20050726,19.371984836394148
20050727,19.448174456651913
20050728,19.448174456651913
20050729,20.022151652042563
20050730,20.022151652042563
20050731,20.022151652042563
20050801,19.105906617843317
20050802,18.457696560767012
20050803,19.848118784811273
20050804,19.693946695133633
20050805,19.91950811043006
20050806,19.91950811043006
20050807,19.91950811043006
20050808,21.637091081276147
20050809,21.912197533683017
20050810,20.527288618145953
20050811,19.42229848291298
20050812,19.199390420857696
20050813,19.199390420857696
20050814,19.199390420857696
20050815,19.199390420857696
20050816,19.708832279939823
20050817,18.66932462589861
20050818,19.127651805774843
20050819,19.63033301117246
20050820,19.63033301117246
20050821,19.63033301117246
20050822,19.9371808450906
20050823,21.02644772904945
20050824,21.48519184030707
20050825,21.537340023857556
20050826,19.57304749945552
20050827,19.57304749945552
20050828,19.57304749945552
20050829,19.95719688491506
20050830,18.683081585942865
20050831,18.192284052060376
20050901,17.341090554665925
20050902,16.866323778770997
20050903,16.866323778770997
20050904,16.866323778770997
20050905,16.683206785198262
20050906,16.37321481956616
20050907,16.37321481956616
20050908,16.225551844976394
20050909,16.201799860514257
20050910,16.201799860514257
20050911,16.201799860514257
20050912,16.241165415261772
20050913,16.057424680745125
20050914,16.068252341272707
20050915,15.257859011754665
20050916,15.048580805609046
20050917,15.048580805609046
20050918,15.048580805609046
20050919,15.205150855067076
20050920,15.579461392809954
20050921,16.35876066467915
20050922,19.13082316466238
20050923,18.94434352623623
20050924,18.94434352623623
20050925,18.94434352623623
20050926,17.529133284112145
20050927,17.575637690507786
20050928,17.511417021564036
20050929,18.46695905733541
20050930,18.422813737748946
20051001,18.422813737748946
20051002,18.422813737748946
20051003,18.08509695721129
20051004,17.415512814109984
20051005,17.4579502107425
20051006,18.937576313865367
20051007,20.415739579157535
20051008,20.415739579157535
20051009,20.415739579157535
20051010,20.02513454875472
20051011,19.479926457068398
20051012,19.479926457068398
20051013,20.34432686905067
20051014,21.9637858296279
20051015,21.9637858296279
20051016,21.9637858296279
20051017,23.444384359626557
20051018,25.092954393471693
20051019,29.311451494258353
20051020,30.156226446337307
20051021,29.719353446986094
20051022,29.719353446986094
20051023,29.719353446986094
20051024,30.56793602418566
20051025,27.847640827513235
20051026,28.457206833555528
20051027,30.74650108889737
20051028,32.702432674133426
20051029,32.702432674133426
20051030,32.702432674133426
20051031,29.29452049666387
20051101,28.853706964493384
20051102,27.83273876823236
20051103,27.83273876823236
20051104,27.83273876823236
20051105,27.83273876823236
20051106,27.83273876823236
20051107,27.74642415543762
20051108,27.413003322212873
20051109,27.805612082248665
20051110,27.29142963060078
20051111,26.002791538448918
20051112,26.002791538448918
20051113,26.002791538448918
20051114,24.80138230798153
20051115,24.80138230798153
20051116,24.730006704200196
20051117,24.771193341770473
20051118,24.921783158683887
20051119,24.921783158683887
20051120,24.921783158683887
20051121,26.109967491835167
20051122,27.543708295469607
20051123,27.413471286719442
20051124,25.65022582796077
20051125,25.97130530114817
20051126,25.97130530114817
20051127,25.97130530114817
20051128,26.63950835194754
20051129,27.74487847986321
20051130,27.626516168171086
20051201,27.61947545097945
20051202,28.08504000387156
20051203,28.08504000387156
20051204,28.08504000387156
20051205,28.582732712543923
20051206,28.862667725101055
20051207,28.226497404715108
20051208,28.171136468401787
20051209,27.797604054909147
20051210,27.797604054909147
20051211,27.797604054909147
20051212,26.77532409057843
20051213,26.647501085479497
20051214,25.370261092139614
20051215,26.666541949807026
20051216,25.258179662932815
20051217,25.258179662932815
20051218,25.258179662932815
20051219,23.917844078611196
20051220,25.20736017211928
20051221,25.549089995025543
20051222,25.213868940326165
20051223,26.26918410753768
20051224,26.26918410753768
20051225,26.26918410753768
20051226,28.911666840046674
20051227,27.740628978421956
20051228,28.02369985102074
20051229,27.9352580933614
20051230,24.994034145431804
20051231,24.994034145431804
20060101,24.994034145431804
20060102,24.494507767711255
20060103,22.159765509607958
20060104,20.718443642153716
20060105,19.613690996717207
20060106,19.24270596504296
20060107,19.24270596504296
20060108,19.24270596504296
20060109,20.34404965080623
20060110,20.249014004941753
20060111,20.249014004941753
20060112,20.05455190177962
20060113,21.74838963602325
20060114,21.74838963602325
20060115,21.74838963602325
20060116,22.435098469069047
20060117,23.854378503041605
20060118,24.45401271180782
20060119,22.565428331247915
20060120,21.493892579153208
20060121,21.493892579153208
20060122,21.493892579153208
20060123,22.116569180987785
20060124,21.501586560453052
20060125,22.631443624492313
20060126,22.631443624492313
20060127,22.088019686481694
20060128,22.088019686481694
20060129,22.088019686481694
20060130,23.70197541741213
20060131,22.72239320884898
20060201,23.16863472130268
20060202,23.34751167628206
20060203,26.046510813055527
20060204,26.046510813055527
20060205,26.046510813055527
20060206,24.901877576456346
20060207,23.47348383420268
20060208,24.20860478325239
20060209,24.20860478325239
20060210,22.274996289276288
20060211,22.274996289276288
20060212,22.274996289276288
20060213,22.011291679740328
20060214,22.447601845834992
20060215,22.52022898691358
20060216,21.511209280090664
20060217,22.584507240785765
20060218,22.584507240785765
20060219,22.584507240785765
20060220,23.037281296195633
20060221,22.168841828080875
20060222,23.216606274637584
20060223,24.713753617534856
20060224,22.78834202676197
20060225,22.78834202676197
20060226,22.78834202676197
20060227,22.2731251060686
20060228,23.570884870915556
20060301,23.20873159911925
20060302,23.360227868142008
20060303,23.253478415155847
20060304,23.253478415155847
20060305,23.253478415155847
20060306,23.12413207887521
20060307,23.119632205882084
20060308,24.486680537862433
20060309,24.42019127671844
20060310,23.972844498960935
20060311,23.972844498960935
20060312,23.972844498960935
20060313,24.436244044353856
20060314,23.374624247535497
20060315,23.374624247535497
20060316,22.805173765835292
20060317,22.821716559631916
20060318,22.821716559631916
20060319,22.821716559631916
20060320,22.20720793431107
20060321,22.672959950699465
20060322,22.777093985299246
20060323,23.29351053523848
20060324,21.761945091781822
20060325,21.761945091781822
20060326,21.761945091781822
20060327,21.293916740731007
20060328,21.395690089992566
20060329,20.60778758933065
20060330,20.436902067241085
20060331,18.79812882087889
20060401,18.79812882087889
20060402,18.79812882087889
20060403,17.611574682641056
20060404,16.135208410598686
20060405,14.869284536337297
20060406,14.869284536337297
20060407,16.72314812418999
20060408,16.72314812418999
20060409,16.72314812418999
20060410,16.17905840978656
20060411,16.17905840978656
20060412,16.714274304450548
20060413,17.83423670669173
20060414,17.83423670669173
20060415,17.83423670669173
20060416,17.83423670669173
20060417,15.686392381116788
20060418,14.262225436600637
20060419,13.524154111120234
20060420,13.326805826303273
20060421,13.421976218014773
20060422,13.421976218014773
20060423,13.421976218014773
20060424,13.928816061081292
20060425,14.824702418107258
20060426,14.509726706026264
20060427,14.345377085749279
20060428,14.277940678476513
20060429,14.277940678476513
20060430,14.277940678476513
20060501,14.277940678476513
20060502,11.960717545151214
20060503,11.684690792837815
20060504,12.020814590457494
20060505,11.866087845596365
20060506,11.866087845596365
20060507,11.866087845596365
20060508,11.606493107572001
20060509,10.983127436026841
20060510,9.899287451984858
20060511,10.427541422340235
20060512,11.169858672468022
20060513,11.169858672468022
20060514,11.169858672468022
20060515,14.159947021309364
20060516,14.08528316554045
20060517,12.218261635972011
20060518,15.25720446874273
20060519,16.878954374445804
20060520,16.878954374445804
20060521,16.878954374445804
20060522,21.64689216496228
20060523,19.955475188295583
20060524,19.71891359096058
20060525,19.294311366950925
20060526,18.489891346886925
20060527,18.489891346886925
20060528,18.489891346886925
20060529,18.975811565031137
20060530,19.015538562744393
20060531,20.818574342550658
20060601,22.82518055045304
20060602,21.679444175660105
20060603,21.679444175660105
20060604,21.679444175660105
20060605,23.804503592651812
20060606,26.1077992401905
20060607,28.87001188779939
20060608,34.41119220223989
20060609,31.28226176106211
20060610,31.28226176106211
20060611,31.28226176106211
20060612,33.26683665812514
20060613,38.555660688478774
20060614,41.600526002704925
20060615,36.76729638076885
20060616,34.05525144060304
20060617,34.05525144060304
20060618,34.05525144060304
20060619,34.08039707514179
20060620,32.409533385009006
20060621,31.01193684906508
20060622,29.197923064987325
20060623,28.605020402482744
20060624,28.605020402482744
20060625,28.605020402482744
20060626,32.494424949746566
20060627,33.481224251609866
20060628,35.327215718207434
20060629,38.89700096471859
20060630,46.08118158450457
20060701,46.08118158450457
20060702,46.08118158450457
20060703,45.42245868507573
20060704,45.943383571037394
20060705,44.188199143605395
20060706,47.05577851254723
20060707,50.04832739226703
20060708,50.04832739226703
20060709,50.04832739226703
20060710,51.39918382303874
20060711,53.89745548186655
20060712,52.312393773736716
20060713,52.697839372595375
20060714,56.208961686902576
20060715,56.208961686902576
20060716,56.208961686902576
20060717,60.84178036628332
20060718,63.99018915259793
20060719,67.91636939756472
20060720,62.369795661282296
20060721,64.91264861120405
20060722,64.91264861120405
20060723,64.91264861120405
20060724,61.23241738550237
20060725,57.29371064901524
20060726,52.74935522574629
20060727,52.37987870401874
20060728,48.71598908056609
20060729,48.71598908056609
20060730,48.71598908056609
20060731,47.06086351548885
20060801,49.21385273443415
20060802,49.85797563776244
20060803,45.484308029434914
20060804,46.77671374532869
20060805,46.77671374532869
20060806,46.77671374532869
20060807,48.353126657328275
20060808,44.43655028595167
20060809,41.740066206258945
20060810,44.44120498699084
20060811,44.177991444475985
20060812,44.177991444475985
20060813,44.177991444475985
20060814,43.28638585925872
20060815,43.28638585925872
20060816,40.9856636575626
20060817,41.452691379333885
20060818,41.61448576837174
20060819,41.61448576837174
20060820,41.61448576837174
20060821,38.693215269435456
20060822,35.13655704478486
20060823,35.204275225981135
20060824,34.177627020160536
20060825,33.71973867203517
20060826,33.71973867203517
20060827,33.71973867203517
20060828,33.80879786674039
20060829,33.43570350497856
20060830,32.72546996184991
20060831,28.299348012312983
20060901,27.192723701495886
20060902,27.192723701495886
20060903,27.192723701495886
20060904,26.60423164368709
20060905,26.639671136123386
20060906,26.998607261131124
20060907,28.628743434561233
20060908,28.030529680393954
20060909,28.030529680393954
20060910,28.030529680393954
20060911,30.094752623412834
20060912,29.23203926190777
20060913,27.01720539963315
20060914,25.265799290564374
20060915,24.68204949316873
20060916,24.68204949316873
20060917,24.68204949316873
20060918,25.53911612209156
20060919,24.761225343733866
20060920,24.060937850541368
20060921,23.162984709636998
20060922,21.781425554872367
20060923,21.781425554872367
20060924,21.781425554872367
20060925,22.182063083129094
20060926,22.91764032878697
20060927,22.161514583233068
20060928,20.280370438760077
20060929,19.04798833628691
20060930,19.04798833628691
20061001,19.04798833628691
20061002,19.04798833628691
20061003,18.71954677697323
20061004,20.322083702218773
20061005,18.19862063807249
20061006,18.70110974636561
20061007,18.70110974636561
20061008,18.70110974636561
20061009,18.255813965839433
20061010,17.59010043618065
20061011,19.237797771982002
20061012,19.091311874627756
20061013,18.89207591986796
20061014,18.89207591986796
20061015,18.89207591986796
20061016,17.32046528309181
20061017,18.012266140204964
20061018,18.010572041351782
20061019,17.471040895642442
20061020,16.428183429405912
20061021,16.428183429405912
20061022,16.428183429405912
20061023,17.471561200085834
20061024,17.471561200085834
20061025,17.471561200085834
20061026,16.43326606000499
20061027,15.001977209494632
20061028,15.001977209494632
20061029,15.001977209494632
20061030,13.925676088711636
20061031,14.504423396971829
20061101,14.34779036595799
20061102,14.685387968552817
20061103,15.463650025631988
20061104,15.463650025631988
20061105,15.463650025631988
20061106,15.887877462728246
20061107,15.269900023755119
20061108,15.67892774696721
20061109,14.29809880120269
20061110,13.863229402606665
20061111,13.863229402606665
20061112,13.863229402606665
20061113,13.731875822380099
20061114,13.73025111586231
20061115,12.808020785163965
20061116,12.295523958257137
20061117,13.659710075205883
20061118,13.659710075205883
20061119,13.659710075205883
20061120,14.310956940429154
20061121,12.96620411047369
20061122,13.324116301437492
20061123,13.37364722008706
20061124,12.992765686528045
20061125,12.992765686528045
20061126,12.992765686528045
20061127,13.274719349256577
20061128,13.810547347542755
20061129,14.015951556314
20061130,14.764855207176169
20061201,13.511397737431816
20061202,13.511397737431816
20061203,13.511397737431816
20061204,14.976210464576186
20061205,13.389950983739086
20061206,13.13679792564484
20061207,13.362270303170257
20061208,13.853921680333615
20061209,13.853921680333615
20061210,13.853921680333615
20061211,15.19913784876842
20061212,16.71196967041084
20061213,16.651760838499044
20061214,16.217423024081597
20061215,15.827932733945559
20061216,15.827932733945559
20061217,15.827932733945559
20061218,14.213421185218023
20061219,16.14687071661114
20061220,16.035464061913828
20061221,15.873974697833372
20061222,15.924113583633781
20061223,15.924113583633781
20061224,15.924113583633781
20061225,15.924113583633781
20061226,14.849982708570636
20061227,15.517328107735166
20061228,14.439558000882045
20061229,15.523503508339596
20061230,15.523503508339596
20061231,15.523503508339596
20070101,15.523503508339596
20070102,16.059021194656616
20070103,15.991380293485062
20070104,16.62051027038503
20070105,16.569118671985944
20070106,16.569118671985944
20070107,16.569118671985944
20070108,16.142281715092743
20070109,15.210102332907608
20070110,16.075824203414665
20070111,14.981748960565609
20070112,13.310047086534041
20070113,13.310047086534041
20070114,13.310047086534041
20070115,13.0985031353943
20070116,12.762290019726176
20070117,12.899842053733186
20070118,12.443951949202255
20070119,12.720543128176363
20070120,12.720543128176363
20070121,12.720543128176363
20070122,12.681811971729314
20070123,12.7167133676761
20070124,12.717097600808422
20070125,13.401851549289102
20070126,13.401851549289102
20070127,13.401851549289102
20070128,13.401851549289102
20070129,13.798805755035694
20070130,13.798805755035694
20070131,14.355743231399934
20070201,13.564877569100945
20070202,13.43595637779265
20070203,13.43595637779265
20070204,13.43595637779265
20070205,13.463945640358743
20070206,13.583123861892966
20070207,13.039140575434285
20070208,12.829164609383056
20070209,13.938547426417484
20070210,13.938547426417484
20070211,13.938547426417484
20070212,16.8020541496425
20070213,16.337626822593304
20070214,16.968321924550764
20070215,15.687669119474107
20070216,15.687669119474107
20070217,15.687669119474107
20070218,15.687669119474107
20070219,15.598509061826565
20070220,16.779750931951426
20070221,17.841481652299
20070222,19.09044226453556
20070223,20.536839293296158
20070224,20.536839293296158
20070225,20.536839293296158
20070226,19.967701888596263
20070227,20.387628628653584
20070228,24.083969907677957
20070301,24.041542982063692
20070302,24.545273184369
20070303,24.545273184369
20070304,24.545273184369
20070305,27.69348055317215
20070306,26.70167686334339
20070307,29.525637831471276
20070308,26.79626639701537
20070309,28.308142665477394
20070310,28.308142665477394
20070311,28.308142665477394
20070312,27.516300759667015
20070313,27.544606803970332
20070314,30.248875318062808
20070315,29.416689790598156
20070316,29.88315053706497
20070317,29.88315053706497
20070318,29.88315053706497
20070319,30.256266856743608
20070320,30.323734069085052
20070321,29.29506313578298
20070322,27.037777062999883
20070323,27.700661168606665
20070324,27.700661168606665
20070325,27.700661168606665
20070326,29.652014546188333
20070327,29.652014546188333
20070328,31.812897375729946
20070329,32.08853075584736
20070330,32.156024359107604
20070331,32.156024359107604
20070401,32.156024359107604
20070402,36.65849487331234
20070403,38.193912243236475
20070404,36.49061329806196
20070405,33.97418649945469
20070406,33.97418649945469
20070407,33.97418649945469
20070408,33.97418649945469
20070409,31.329067661809873
20070410,31.229148127453698
20070411,31.32716949688391
20070412,29.896660955257847
20070413,27.81781426078435
20070414,27.81781426078435
20070415,27.81781426078435
20070416,27.089262383347226
20070417,27.591510682167254
20070418,27.239370940285106
20070419,27.687469339373266
20070420,27.823506135238382
20070421,27.823506135238382
20070422,27.823506135238382
20070423,27.74050799137536
20070424,25.95419367430931
20070425,25.340790577420513
20070426,26.215503732869813
20070427,26.928550975710312
20070428,26.928550975710312
20070429,26.928550975710312
20070430,28.939804831918515
20070501,28.939804831918515
20070502,28.939804831918515
20070503,27.991365757539544
20070504,27.87346607748709
20070505,27.87346607748709
20070506,27.87346607748709
20070507,34.030342722850456
20070508,34.77728442741105
20070509,36.35940275250606
20070510,34.087732334564905
20070511,33.43114395487558
20070512,33.43114395487558
20070513,33.43114395487558
20070514,32.25080018542236
20070515,30.80500578465612
20070516,28.651374602484523
20070517,31.219699859696757
20070518,29.310141061902964
20070519,29.310141061902964
20070520,29.310141061902964
20070521,25.740127697596176
20070522,24.013187124768276
20070523,26.156105388735913
20070524,26.893173633365137
20070525,26.280790470555626
20070526,26.280790470555626
20070527,26.280790470555626
20070528,24.810280250247455
20070529,24.225192539866118
20070530,25.629501340163333
20070531,22.98195274950123
20070601,21.73920853639404
20070602,21.73920853639404
