Date,ALTA SA
20120512,39.54853680989384
20120513,39.54853680989384
20120514,42.55541931926593
20120515,47.781962112849136
20120516,46.70143329647812
20120517,50.4846847523158
20120518,50.97777086513733
20120519,50.97777086513733
20120520,50.97777086513733
20120521,46.53430136329983
20120522,46.284330726852524
20120523,46.855481668374374
20120524,49.43429491597361
20120525,49.96521332833379
20120526,49.96521332833379
20120527,49.96521332833379
20120528,49.66383097498957
20120529,48.573471610659865
20120530,49.634059347016354
20120531,45.666903340827794
20120601,53.80226037988098
20120602,53.80226037988098
20120603,53.80226037988098
20120604,50.468268676289696
20120605,55.29822672379108
20120606,51.76803378546892
20120607,51.76803378546892
20120608,54.30459364809371
20120609,54.30459364809371
20120610,54.30459364809371
20120611,54.78492914418739
20120612,61.39590406701839
20120613,63.680584301043716
20120614,63.69360650862606
20120615,61.594050720812106
20120616,61.594050720812106
20120617,61.594050720812106
20120618,63.675797214437104
20120619,58.47550586556725
20120620,57.45231238534904
20120621,58.36897779109185
20120622,62.57035634233381
20120623,62.57035634233381
20120624,62.57035634233381
20120625,64.41676980479517
20120626,62.455438536823934
20120627,61.694547029142
20120628,61.88569631381519
20120629,59.438978490507814
20120630,59.438978490507814
20120701,59.438978490507814
20120702,58.4878754505646
20120703,57.58670556519589
20120704,58.80831556059
20120705,59.23293059723974
20120706,60.99323267724504
20120707,60.99323267724504
20120708,60.99323267724504
20120709,61.97125205732955
20120710,61.6430827102681
20120711,60.378911133739656
20120712,61.84831665290716
20120713,61.92712666791365
20120714,61.92712666791365
20120715,61.92712666791365
20120716,60.838326440664765
20120717,62.368956656599
20120718,59.8450144213891
20120719,58.03707983082555
20120720,61.16886977986918
20120721,61.16886977986918
20120722,61.16886977986918
20120723,60.80063408266273
20120724,62.027971911287096
20120725,61.2168298451526
20120726,62.924127356457774
20120727,60.24445038331252
20120728,60.24445038331252
20120729,60.24445038331252
20120730,69.0603525039287
20120731,74.95534147839777
20120801,73.65367031561574
20120802,74.69877722853424
20120803,71.80309746721026
20120804,71.80309746721026
20120805,71.80309746721026
20120806,65.06734723039666
20120807,69.97072322411326
20120808,73.3221787431168
20120809,64.01676879080594
20120810,58.764880119217125
20120811,58.764880119217125
20120812,58.764880119217125
20120813,60.71593631415233
20120814,60.667263343530294
20120815,60.667263343530294
20120816,61.0178720844489
20120817,61.12135091573474
20120818,61.12135091573474
20120819,61.12135091573474
20120820,58.7047322230484
20120821,55.762934585403016
20120822,59.890254394341774
20120823,56.86491267213315
20120824,60.30450089906057
20120825,60.30450089906057
20120826,60.30450089906057
20120827,58.9131931860157
20120828,60.03630896199581
20120829,63.55229491808626
20120830,69.56087162190055
20120831,66.02597678576572
20120901,66.02597678576572
20120902,66.02597678576572
20120903,63.45928891475048
20120904,64.29021803414648
20120905,61.724373758086564
20120906,52.518933552938755
20120907,55.20539064326347
20120908,55.20539064326347
20120909,55.20539064326347
20120910,51.50125236387621
20120911,47.86613778063594
20120912,45.30803560789852
20120913,45.2171934789782
20120914,37.72138825607306
20120915,37.72138825607306
20120916,37.72138825607306
20120917,40.9938741446955
20120918,41.632060313986734
20120919,43.426826506095345
20120920,45.37787350472692
20120921,42.584462781405186
20120922,42.584462781405186
20120923,42.584462781405186
20120924,39.64372115980595
20120925,34.688745542357005
20120926,35.31713715534298
20120927,35.786457534425494
20120928,35.630356956264755
20120929,35.630356956264755
20120930,35.630356956264755
20121001,35.225322037466675
20121002,37.164824074420565
20121003,36.7406582331475
20121004,37.63969123452158
20121005,37.13098972365006
20121006,37.13098972365006
20121007,37.13098972365006
20121008,36.81239273576612
20121009,36.56877313317038
20121010,38.71571512261175
20121011,37.943754464992075
20121012,35.00644724000768
20121013,35.00644724000768
20121014,35.00644724000768
20121015,31.57430956691613
20121016,32.62283505988134
20121017,36.51250105928372
20121018,35.63622582570819
20121019,36.10203530483784
20121020,36.10203530483784
20121021,36.10203530483784
20121022,37.71783917795776
20121023,40.3603365955439
20121024,41.46083629088526
20121025,40.33674530109751
20121026,40.20478378503015
20121027,40.20478378503015
20121028,40.20478378503015
20121029,40.848666001124506
20121030,41.563213127517116
20121031,41.18130189122121
20121101,41.18130189122121
20121102,40.64821645021874
20121103,40.64821645021874
20121104,40.64821645021874
20121105,42.16589587663282
20121106,44.13733929535706
20121107,44.72693876799803
20121108,47.72303043760188
20121109,47.43609989442695
20121110,47.43609989442695
20121111,47.43609989442695
20121112,44.699416146194075
20121113,43.69713287457185
20121114,46.39561607987702
20121115,46.47230824158411
20121116,47.04518023173874
20121117,47.04518023173874
20121118,47.04518023173874
20121119,45.09139689139152
20121120,44.097548189717116
20121121,45.30099985148347
20121122,43.93106949977994
20121123,42.196745052045195
20121124,42.196745052045195
20121125,42.196745052045195
20121126,41.58303219214524
20121127,42.12109294494993
20121128,43.08505436918531
20121129,42.26076127011282
20121130,42.722530065775956
20121201,42.722530065775956
20121202,42.722530065775956
20121203,43.19647357960405
20121204,43.41566816331762
20121205,43.289321153766004
20121206,44.77945052029205
20121207,44.88396482166903
20121208,44.88396482166903
20121209,44.88396482166903
20121210,43.94289590751081
20121211,44.668522234437035
20121212,44.0097115394521
20121213,47.745338037043375
20121214,46.89446292981162
20121215,46.89446292981162
20121216,46.89446292981162
20121217,46.164798107620165
20121218,47.95758198602625
20121219,50.54126553812054
20121220,51.829030721597086
20121221,51.24294636575009
20121222,51.24294636575009
20121223,51.24294636575009
20121224,51.24294636575009
20121225,51.24294636575009
20121226,51.24294636575009
20121227,50.71873538019548
20121228,51.66507871618333
20121229,51.66507871618333
20121230,51.66507871618333
20121231,51.66507871618333
20130101,51.66507871618333
20130102,48.05132107881317
20130103,48.47165074840331
20130104,50.856787866178294
20130105,50.856787866178294
20130106,50.856787866178294
20130107,50.279848430104586
20130108,49.71325522684236
20130109,42.58233199407359
20130110,43.027745368051896
20130111,43.389436325710925
20130112,43.389436325710925
20130113,43.389436325710925
20130114,44.46237207218732
20130115,42.544661328527056
20130116,41.951805260494076
20130117,40.473921562456304
20130118,39.876419272521595
20130119,39.876419272521595
20130120,39.876419272521595
20130121,38.75819503175671
20130122,38.284000418313184
20130123,37.60253747073931
20130124,39.019837173641214
20130125,38.62095639825782
20130126,38.62095639825782
20130127,38.62095639825782
20130128,39.522436949726135
20130129,39.35881287953409
20130130,43.94662422814157
20130131,43.10257698624803
20130201,41.674500926386905
20130202,41.674500926386905
20130203,41.674500926386905
20130204,42.35791130534286
20130205,43.09918975290206
20130206,43.38087654963641
20130207,45.62457734761923
20130208,42.760607984639336
20130209,42.760607984639336
20130210,42.760607984639336
20130211,40.83659323898863
20130212,45.68068629339745
20130213,47.61068552322408
20130214,48.59735806005323
20130215,43.10926995811184
20130216,43.10926995811184
20130217,43.10926995811184
20130218,39.61264718744903
20130219,40.1998463199968
20130220,39.9508846993819
20130221,41.465511787172076
20130222,42.1289278823331
20130223,42.1289278823331
20130224,42.1289278823331
20130225,39.31043687557048
20130226,41.235953560936984
20130227,40.69953768030137
20130228,42.616098394798804
20130301,38.5968265405633
20130302,38.5968265405633
20130303,38.5968265405633
20130304,39.452533276637
20130305,40.86874258972046
20130306,40.218778920488006
20130307,40.431131944347
20130308,42.55265226742597
20130309,42.55265226742597
20130310,42.55265226742597
20130311,45.08245074584024
20130312,41.93949293809187
20130313,40.326207339713555
20130314,42.1948217428608
20130315,48.277053744604736
20130316,48.277053744604736
20130317,48.277053744604736
20130318,48.667230299641346
20130319,51.297914406736844
20130320,49.24063136492977
20130321,49.60782570706197
20130322,54.800505483483896
20130323,54.800505483483896
20130324,54.800505483483896
20130325,48.65526513594657
20130326,49.448212993483445
20130327,48.51642039923491
20130328,31.85827421839516
20130329,31.85827421839516
20130330,31.85827421839516
20130331,31.85827421839516
20130401,31.85827421839516
20130402,31.469291313413493
20130403,34.181147862329915
20130404,36.859842066344385
20130405,34.32470208769527
20130406,34.32470208769527
20130407,34.32470208769527
20130408,31.742040023726375
20130409,31.725040674914673
20130410,30.694091583128646
20130411,30.70302111006605
20130412,31.594059009552183
20130413,31.594059009552183
20130414,31.594059009552183
20130415,31.08368929162464
20130416,31.08368929162464
20130417,33.28400385282117
20130418,32.32495138168865
20130419,32.643890073276914
20130420,32.643890073276914
20130421,32.643890073276914
20130422,33.38365437773691
20130423,34.01397756242718
20130424,35.15980189729037
20130425,35.82745351470744
20130426,40.42114738109034
20130427,40.42114738109034
20130428,40.42114738109034
20130429,41.74245280477257
20130430,39.86921938080018
20130501,39.86921938080018
20130502,39.68990484211749
20130503,39.68990484211749
20130504,39.68990484211749
20130505,39.68990484211749
20130506,36.586677076876136
20130507,33.67309827545106
20130508,32.78910285324762
20130509,32.370848084585624
20130510,36.08078456620918
20130511,36.08078456620918
20130512,36.08078456620918
20130513,37.14891000478811
20130514,33.50134365556968
20130515,32.7144129940836
20130516,32.42596981737812
20130517,33.55270250806748
20130518,33.55270250806748
20130519,33.55270250806748
20130520,32.929906590503926
20130521,35.165587026399606
20130522,32.32124799291401
20130523,30.29509509975339
20130524,28.997214483467253
20130525,28.997214483467253
20130526,28.997214483467253
20130527,23.88631632890801
20130528,24.442276450046563
20130529,21.04885012762934
20130530,21.04885012762934
20130531,23.43206431831224
20130601,23.43206431831224
20130602,23.43206431831224
20130603,18.683938386001838
20130604,19.15730320124516
20130605,19.50175581050566
20130606,19.228924731591093
20130607,17.754521186808255
20130608,17.754521186808255
20130609,17.754521186808255
20130610,18.88349263216544
20130611,18.897530250635626
20130612,19.526165059040917
20130613,18.651445745637513
20130614,18.84312778734571
20130615,18.84312778734571
20130616,18.84312778734571
20130617,18.91397130102281
20130618,20.719077766783524
20130619,22.862404961573667
20130620,24.12481936118476
20130621,23.642356393771188
20130622,23.642356393771188
20130623,23.642356393771188
20130624,23.621032570996476
20130625,24.19652826267141
20130626,23.938372333915794
20130627,26.0135611545187
20130628,24.624935945847724
20130629,24.624935945847724
20130630,24.624935945847724
20130701,23.488141394580623
20130702,20.992997941896604
20130703,21.63244931887064
20130704,19.928768781339635
20130705,21.0221107693234
20130706,21.0221107693234
20130707,21.0221107693234
20130708,21.308218867086108
