Date,Agat Ejendomme A/S
20091015,30.162813355958125
20091016,28.38326666338357
20091017,28.38326666338357
20091018,28.38326666338357
20091019,29.55395845097988
20091020,31.586734886865823
20091021,31.000708396063317
20091022,29.78999501379922
20091023,28.637025824045764
20091024,28.637025824045764
20091025,28.637025824045764
20091026,28.61369490229699
20091027,28.7547094058799
20091028,30.27445094047886
20091029,31.727188295861573
20091030,27.65755802625435
20091031,27.65755802625435
20091101,27.65755802625435
20091102,31.689287984544414
20091103,30.193623025012627
20091104,33.28399726032668
20091105,31.527325534998372
20091106,29.487180990479423
20091107,29.487180990479423
20091108,29.487180990479423
20091109,29.563013608008742
20091110,30.13021439306885
20091111,30.01336262989334
20091112,29.008950488032358
20091113,28.19662247973147
20091114,28.19662247973147
20091115,28.19662247973147
20091116,28.77967671471617
20091117,29.479036488744004
20091118,29.010021340841632
20091119,28.601944133619508
20091120,28.509025432186093
20091121,28.509025432186093
20091122,28.509025432186093
20091123,29.04724331418314
20091124,32.2158042973954
20091125,32.324798931633374
20091126,30.90557060736941
20091127,31.382924231655178
20091128,31.382924231655178
20091129,31.382924231655178
20091130,33.92470609665767
20091201,33.50841095860299
20091202,30.9153581401119
20091203,30.915201048338854
20091204,30.764049703372883
20091205,30.764049703372883
20091206,30.764049703372883
20091207,29.964036917483728
20091208,30.31492477155657
20091209,31.902336549994853
20091210,28.23670074810164
20091211,29.245332107649766
20091212,29.245332107649766
20091213,29.245332107649766
20091214,29.437946171284885
20091215,31.03490104496208
20091216,29.98535330516136
20091217,27.19396364850737
20091218,25.384213209591415
20091219,25.384213209591415
20091220,25.384213209591415
20091221,22.908366952640147
20091222,22.801072117132982
20091223,23.092383459382916
20091224,23.092383459382916
20091225,23.092383459382916
20091226,23.092383459382916
20091227,23.092383459382916
20091228,23.961651790479053
20091229,25.22508504250212
20091230,22.80402056549384
20091231,22.80402056549384
20100101,22.80402056549384
20100102,22.80402056549384
20100103,22.80402056549384
20100104,21.739451341243747
20100105,20.495660109611528
20100106,18.45841075480735
20100107,15.554036603856604
20100108,16.00832720901225
20100109,16.00832720901225
20100110,16.00832720901225
20100111,16.42402371224652
20100112,16.541850745379254
20100113,17.02373507004066
20100114,15.636035442138686
20100115,16.772077908201403
20100116,16.772077908201403
20100117,16.772077908201403
20100118,17.782928063130985
20100119,18.75601533640552
20100120,19.06910596699978
20100121,19.501663591434774
20100122,21.286690547006188
20100123,21.286690547006188
20100124,21.286690547006188
20100125,22.352444091324827
20100126,23.375947958834054
20100127,22.902079924218807
20100128,22.441606170971927
20100129,20.2870607625785
20100130,20.2870607625785
20100131,20.2870607625785
20100201,20.258387618108866
20100202,19.366211612043813
20100203,20.405996518097194
20100204,21.66440932727181
20100205,22.690883121160294
20100206,22.690883121160294
20100207,22.690883121160294
20100208,23.456901215854767
20100209,25.293706678951867
20100210,25.649360337856304
20100211,24.24783285988943
20100212,22.649643478548885
20100213,22.649643478548885
20100214,22.649643478548885
20100215,24.973772919647054
20100216,24.272816787785878
20100217,24.117153665402316
20100218,23.630736371040946
20100219,23.949404916574622
20100220,23.949404916574622
20100221,23.949404916574622
20100222,24.036478499923103
20100223,24.56898773682275
20100224,23.715625830106614
20100225,24.683951351663225
20100226,25.12160439772925
20100227,25.12160439772925
20100228,25.12160439772925
20100301,23.940107358493908
20100302,22.089080453978838
20100303,21.96294442783242
20100304,23.32427950606143
20100305,22.299355651800894
20100306,22.299355651800894
20100307,22.299355651800894
20100308,21.995409219322536
20100309,23.116992418153114
20100310,23.02636375209266
20100311,22.778225349104595
20100312,22.51675802055159
20100313,22.51675802055159
20100314,22.51675802055159
20100315,22.416101127756676
20100316,20.993202260766367
20100317,18.205813225876177
20100318,18.85041791801205
20100319,19.516906014386276
20100320,19.516906014386276
20100321,19.516906014386276
20100322,19.35489866279805
20100323,18.733978441913806
20100324,19.66001306295595
20100325,18.511943684729566
20100326,19.184369070786595
20100327,19.184369070786595
20100328,19.184369070786595
20100329,19.938763288706625
20100330,19.835547863756535
20100331,19.166545482560693
20100401,19.166545482560693
20100402,19.166545482560693
20100403,19.166545482560693
20100404,19.166545482560693
20100405,19.166545482560693
20100406,20.312439515056752
20100407,20.08192496995039
20100408,19.648871055971696
20100409,20.34815521252462
20100410,20.34815521252462
20100411,20.34815521252462
20100412,20.424607525032627
20100413,19.939228543869135
20100414,20.380212359100565
20100415,18.9662538808982
20100416,18.58897206473184
20100417,18.58897206473184
20100418,18.58897206473184
20100419,19.49717756109291
20100420,16.348925556385854
20100421,15.379566089044948
20100422,19.11349633713591
20100423,18.836685450425787
20100424,18.836685450425787
20100425,18.836685450425787
20100426,20.354993037320803
20100427,20.485759461954405
20100428,22.803911294704115
20100429,21.96151392225744
20100430,21.96151392225744
20100501,21.96151392225744
20100502,21.96151392225744
20100503,23.819303298768133
20100504,25.266154990402182
20100505,24.627581072739456
20100506,26.12359502713695
20100507,31.81612752776147
20100508,31.81612752776147
20100509,31.81612752776147
20100510,25.479247369737486
20100511,26.41731212960077
20100512,23.973319690408292
20100513,23.973319690408292
20100514,23.973319690408292
20100515,23.973319690408292
20100516,23.973319690408292
20100517,27.578653164433398
20100518,27.019738090677425
20100519,30.102030297636333
20100520,33.65601245398213
20100521,32.494936164740636
20100522,32.494936164740636
20100523,32.494936164740636
20100524,32.494936164740636
20100525,36.57461491141649
20100526,31.374444551770544
20100527,29.224524605532416
20100528,30.045840320970612
20100529,30.045840320970612
20100530,30.045840320970612
20100531,26.274373188800936
20100601,27.87759810359417
20100602,25.763189840703802
20100603,25.07884437922627
20100604,25.6055489515429
20100605,25.6055489515429
20100606,25.6055489515429
20100607,26.74191799718293
20100608,27.393601940737508
20100609,28.319638908438066
20100610,28.72133955872178
20100611,29.08167753213817
20100612,29.08167753213817
20100613,29.08167753213817
20100614,27.534966444130045
20100615,27.967136943872845
20100616,30.89899738002875
20100617,27.65298543649148
20100618,27.173951627311897
20100619,27.173951627311897
20100620,27.173951627311897
20100621,28.960731053957435
20100622,29.763464849992136
20100623,28.488554180114917
20100624,30.34782210072829
20100625,31.119348854106427
20100626,31.119348854106427
20100627,31.119348854106427
20100628,30.083020169932553
20100629,39.46120944357688
20100630,36.08174583334966
20100701,41.04516961591792
20100702,38.19813122268919
20100703,38.19813122268919
20100704,38.19813122268919
20100705,37.99422508946111
20100706,36.58144423895095
20100707,37.694950771087285
20100708,37.31057611962065
20100709,32.77130929138553
20100710,32.77130929138553
20100711,32.77130929138553
20100712,31.810700802167457
20100713,32.103964271044404
20100714,29.475990996588358
20100715,29.582453195937134
20100716,32.55063548731289
20100717,32.55063548731289
20100718,32.55063548731289
20100719,32.69610974402047
20100720,34.625214410228665
20100721,33.27847795886677
20100722,33.910504435635126
20100723,34.79195627291833
20100724,34.79195627291833
20100725,34.79195627291833
20100726,32.86140880582715
20100727,30.067325456284827
20100728,30.02157836063669
20100729,26.19645441841606
20100730,26.146673301283126
20100731,26.146673301283126
20100801,26.146673301283126
20100802,25.45373626986958
20100803,25.356007444010196
20100804,26.293618017338986
20100805,25.20330037493064
20100806,27.005359528918717
20100807,27.005359528918717
20100808,27.005359528918717
20100809,31.875129420525028
20100810,32.33456726202392
20100811,34.20039345840131
20100812,38.136057584407354
20100813,40.32260291706206
20100814,40.32260291706206
20100815,40.32260291706206
20100816,44.63216903163843
20100817,43.209362071772915
20100818,42.32969164372194
20100819,41.235368508935075
20100820,45.519443124213446
20100821,45.519443124213446
20100822,45.519443124213446
20100823,44.31214965200721
20100824,50.1820918356729
20100825,49.88878967950243
20100826,48.484384371358075
20100827,44.37306969262391
20100828,44.37306969262391
20100829,44.37306969262391
20100830,46.27134932956314
20100831,25.968256146128873
20100901,26.000100360597028
20100902,24.93869578816899
20100903,24.234953705261617
20100904,24.234953705261617
20100905,24.234953705261617
20100906,24.607271793005086
20100907,25.468951201716443
20100908,25.33527804819646
20100909,25.479058519443033
20100910,25.75286489858346
20100911,25.75286489858346
20100912,25.75286489858346
20100913,25.609244619018924
20100914,25.960527955469605
20100915,24.75815468382963
20100916,23.358445213562018
20100917,22.71570392907913
20100918,22.71570392907913
20100919,22.71570392907913
20100920,21.735687385266043
20100921,21.670146475691407
20100922,21.879741998156362
20100923,21.64029582492952
20100924,22.166019414346675
20100925,22.166019414346675
20100926,22.166019414346675
20100927,20.266034512397276
20100928,20.210385517582825
20100929,21.26448564754215
20100930,18.69159536798817
20101001,18.42499486189897
20101002,18.42499486189897
20101003,18.42499486189897
