Date,Andhra Bank
20080916,54.82645837566661
20080917,59.078773675515535
20080918,59.20886182211325
20080919,56.0965325621093
20080920,56.0965325621093
20080921,56.0965325621093
20080922,57.78123283138392
20080923,60.1859188938465
20080924,59.04586599981252
20080925,60.148838702334565
20080926,65.1520517060383
20080927,65.1520517060383
20080928,65.1520517060383
20080929,77.61941312401107
20080930,77.57041359227311
20081001,75.86854924674533
20081002,75.86854924674533
20081003,83.11767211212702
20081004,83.11767211212702
20081005,83.11767211212702
20081006,91.5012435197295
20081007,90.30035665718485
20081008,99.77253193434417
20081009,99.77253193434417
20081010,106.05401478585465
20081011,106.05401478585465
20081012,106.05401478585465
20081013,96.75624916301774
20081014,92.47315019325113
20081015,109.64916133848415
20081016,106.34210395809046
20081017,103.53941669422535
20081018,103.53941669422535
20081019,103.53941669422535
20081020,96.31374814981321
20081021,93.18331762170142
20081022,95.89092762219853
20081023,102.98346748491933
20081024,148.23275023495867
20081025,148.23275023495867
20081026,148.23275023495867
20081027,164.6371983448954
20081028,140.0779388075417
20081029,149.45268824606615
20081030,149.45268824606615
20081031,144.27708034960958
20081101,144.27708034960958
20081102,144.27708034960958
20081103,126.72395467365855
20081104,118.7242513613342
20081105,117.36011553906987
20081106,119.87922722665357
20081107,112.38037824690763
20081108,112.38037824690763
20081109,112.38037824690763
20081110,103.23574071873836
20081111,109.26872564530416
20081112,110.71251265986619
20081113,110.71251265986619
20081114,111.78848267457842
20081115,111.78848267457842
20081116,111.78848267457842
20081117,113.69378329208946
20081118,117.87669351933565
20081119,123.95323081167997
20081120,129.55923973038884
20081121,118.97013984230354
20081122,118.97013984230354
20081123,118.97013984230354
20081124,115.93485813662095
20081125,110.66918183646199
20081126,108.7186742606459
20081127,108.7186742606459
20081128,99.56035249240195
20081129,99.56035249240195
20081130,99.56035249240195
20081201,100.58404189928115
20081202,102.8132731824572
20081203,94.96464150928261
20081204,90.13220272525791
20081205,90.54065027606214
20081206,90.54065027606214
20081207,90.54065027606214
20081208,89.85949063162388
20081209,89.85949063162388
20081210,85.68001597058995
20081211,80.18180443434639
20081212,81.19012726843236
20081213,81.19012726843236
20081214,81.19012726843236
20081215,76.62914494198614
20081216,76.87127487818188
20081217,78.97884818016844
20081218,74.15363699508774
20081219,72.83324658010896
20081220,72.83324658010896
20081221,72.83324658010896
20081222,71.70725315021414
20081223,78.10580925721776
20081224,79.22616439807611
20081225,79.22616439807611
20081226,82.11724334329935
20081227,82.11724334329935
20081228,82.11724334329935
20081229,81.9013594504154
20081230,76.07028079635799
20081231,75.53703750609873
20090101,68.37185019503798
20090102,63.03208124111234
20090103,63.03208124111234
20090104,63.03208124111234
20090105,55.94355420571727
20090106,56.358859238278654
20090107,68.5963364574715
20090108,68.5963364574715
20090109,71.81207096504747
20090110,71.81207096504747
20090111,71.81207096504747
20090112,71.3262441498537
20090113,71.95667847912158
20090114,70.9651800666374
20090115,71.61219536778667
20090116,67.45882388975141
20090117,67.45882388975141
20090118,67.45882388975141
20090119,63.034965114761
20090120,63.436891134834404
20090121,66.56352225117243
20090122,67.87193155489365
20090123,73.45443423769194
20090124,73.45443423769194
20090125,73.45443423769194
20090126,73.45443423769194
20090127,73.56394783033163
20090128,71.63882701534455
20090129,69.84109246045925
20090130,55.84676150590162
20090131,55.84676150590162
20090201,55.84676150590162
20090202,60.02522272968699
20090203,59.8172932456288
20090204,61.61056230031997
20090205,61.731960371705
20090206,59.48271028895032
20090207,59.48271028895032
20090208,59.48271028895032
20090209,55.236767707362404
20090210,54.53659875233926
20090211,54.4372527181374
20090212,53.59819658459435
20090213,51.440958487468926
20090214,51.440958487468926
20090215,51.440958487468926
20090216,55.76231005964926
20090217,60.412979752781546
20090218,60.72228412597562
20090219,60.221481763766675
20090220,64.60985180712875
20090221,64.60985180712875
20090222,64.60985180712875
20090223,64.60985180712875
20090224,69.02300451473656
20090225,71.10818740534346
20090226,72.57932693889947
20090227,71.77701250652412
20090228,71.77701250652412
20090301,71.77701250652412
20090302,74.04274461924585
20090303,77.09462376915138
20090304,74.26463954488491
20090305,72.9454949163389
20090306,80.5157573809108
20090307,80.5157573809108
20090308,80.5157573809108
20090309,79.20194683885046
20090310,79.20194683885046
20090311,79.20194683885046
20090312,74.84423579137524
20090313,68.08249668210607
20090314,68.08249668210607
20090315,68.08249668210607
20090316,65.4171924196281
20090317,70.5359312722665
20090318,69.85106164426735
20090319,69.30569187286972
20090320,70.58293707446444
20090321,70.58293707446444
20090322,70.58293707446444
20090323,64.26667979716827
20090324,61.474054062383985
20090325,64.63163344718768
20090326,60.56953346365237
20090327,56.806455643297745
20090328,56.806455643297745
20090329,56.806455643297745
20090330,64.09196088772059
20090331,56.07538910608629
20090401,53.47528286662911
20090402,48.80244884480089
20090403,48.80244884480089
20090404,48.80244884480089
20090405,48.80244884480089
20090406,43.75854666770168
20090407,43.75854666770168
20090408,38.43056722287781
20090409,37.77151725131761
20090410,37.77151725131761
20090411,37.77151725131761
20090412,37.77151725131761
20090413,33.2326071565726
20090414,33.2326071565726
20090415,31.519606172297774
20090416,33.9168851398551
20090417,30.51741617029159
20090418,30.51741617029159
20090419,30.51741617029159
20090420,30.61847845369359
20090421,29.63479319655139
20090422,31.52024887324293
20090423,31.220234780806646
20090424,29.443090681314025
20090425,29.443090681314025
20090426,29.443090681314025
20090427,28.331160864502763
20090428,30.059009853653304
20090429,28.916954010612347
20090430,28.916954010612347
20090501,28.916954010612347
20090502,28.916954010612347
20090503,28.916954010612347
20090504,27.281649895793414
20090505,25.016304780859844
20090506,25.59227326073802
20090507,24.05536415293736
20090508,27.59026499063315
20090509,27.59026499063315
20090510,27.59026499063315
20090511,28.180473854375627
20090512,27.519620847151316
20090513,27.393378977195074
20090514,25.86519335501184
20090515,25.804584133962415
20090516,25.804584133962415
20090517,25.804584133962415
20090518,19.510327090872625
20090519,16.07281577894112
20090520,13.73193421917545
20090521,13.888872703768486
20090522,13.629043275788742
20090523,13.629043275788742
20090524,13.629043275788742
20090525,12.25504983489565
20090526,12.538866147546235
20090527,12.103990898342225
20090528,11.178223428908034
20090529,13.278982146173899
20090530,13.278982146173899
20090531,13.278982146173899
20090601,12.247399415907847
20090602,12.003652405242242
20090603,12.314746803438403
20090604,11.301511399788193
20090605,11.172462954081785
20090606,11.172462954081785
20090607,11.172462954081785
20090608,12.351670768606288
20090609,11.090755225395254
20090610,10.87706063114756
20090611,11.195954719670151
20090612,12.71218845818476
20090613,12.71218845818476
20090614,12.71218845818476
20090615,13.059402927605612
20090616,12.479923677350783
20090617,14.481010229008772
20090618,14.215064930716407
20090619,13.63083907389677
20090620,13.63083907389677
20090621,13.63083907389677
20090622,13.26323049216506
20090623,13.557723540169999
20090624,12.994677212330844
20090625,13.070106978448647
20090626,12.461455588632964
20090627,12.461455588632964
20090628,12.461455588632964
20090629,11.164358572202113
20090630,11.279343621666369
20090701,11.429036993057462
20090702,11.995943623538198
20090703,11.565877870035022
20090704,11.565877870035022
20090705,11.565877870035022
20090706,13.26254001972461
20090707,12.873314029083135
20090708,13.54553309896676
20090709,13.60118680283145
20090710,14.28951780852822
