Date,AMP Ltd
20041113,82.28288198852883
20041114,82.28288198852883
20041115,84.13785796084821
20041116,85.11261365841045
20041117,84.7017380705724
20041118,83.61523208433226
20041119,85.18353311226035
20041120,85.18353311226035
20041121,85.18353311226035
20041122,86.36527430340867
20041123,84.37979987370298
20041124,83.31314909281731
20041125,82.4921408536803
20041126,82.78455404847028
20041127,82.78455404847028
20041128,82.78455404847028
20041129,81.02807437724917
20041130,79.02737722083216
20041201,79.43852738281217
20041202,76.09848398314777
20041203,78.48731214541353
20041204,78.48731214541353
20041205,78.48731214541353
20041206,75.24372621138124
20041207,77.50486785866164
20041208,81.11613529464621
20041209,83.06974801928142
20041210,81.82594190584564
20041211,81.82594190584564
20041212,81.82594190584564
20041213,79.1254873272496
20041214,76.4836734822168
20041215,76.91159595235484
20041216,75.06413056645633
20041217,73.66553143980052
20041218,73.66553143980052
20041219,73.66553143980052
20041220,73.53752031999342
20041221,71.83307702633894
20041222,70.1598462109018
20041223,69.89592337391143
20041224,68.32996043238673
20041225,68.32996043238673
20041226,68.32996043238673
20041227,68.32996043238673
20041228,68.32996043238673
20041229,67.47966685629864
20041230,67.69009977383674
20041231,63.444618667508784
20050101,63.444618667508784
20050102,63.444618667508784
20050103,63.444618667508784
20050104,65.75696472309514
20050105,68.85109678671337
20050106,70.34854685084554
20050107,66.45943281838404
20050108,66.45943281838404
20050109,66.45943281838404
20050110,63.27658110878914
20050111,64.7503346696658
20050112,64.33232338405861
20050113,62.81207343747564
20050114,63.39802238192739
20050115,63.39802238192739
20050116,63.39802238192739
20050117,61.17431790865788
20050118,59.45201431871584
20050119,57.03367826995558
20050120,58.81897341387117
20050121,59.2063582284825
20050122,59.2063582284825
20050123,59.2063582284825
20050124,56.99626732437508
20050125,57.82170488463936
20050126,57.82170488463936
20050127,57.419965946103915
20050128,56.60175368899117
20050129,56.60175368899117
20050130,56.60175368899117
20050131,54.273179493891185
20050201,53.14816533615423
20050202,50.09550617936693
20050203,51.34823305158704
20050204,51.585693041796034
20050205,51.585693041796034
20050206,51.585693041796034
20050207,50.96769185084484
20050208,53.90936728582332
20050209,55.80422734192027
20050210,54.64186229292981
20050211,54.18575377894506
20050212,54.18575377894506
20050213,54.18575377894506
20050214,55.252339406456784
20050215,56.72282694166117
20050216,56.72424465483342
20050217,68.3930609644134
20050218,70.54858260697816
20050219,70.54858260697816
20050220,70.54858260697816
20050221,72.64172882777873
20050222,73.6586100749069
20050223,77.99161843589532
20050224,77.84180749914331
20050225,77.17618589997947
20050226,77.17618589997947
20050227,77.17618589997947
20050228,82.0784764237432
20050301,84.03777526808003
20050302,85.48837454944238
20050303,83.43590340438828
20050304,83.95251340572628
20050305,83.95251340572628
20050306,83.95251340572628
20050307,81.64055629046575
20050308,81.00599264490252
20050309,80.51441508741146
20050310,80.66179691946304
20050311,82.0234207617597
20050312,82.0234207617597
20050313,82.0234207617597
20050314,82.17669004984282
20050315,82.4833909656202
20050316,81.72440483518238
20050317,80.86984172834454
20050318,79.31482906858855
20050319,79.31482906858855
20050320,79.31482906858855
20050321,78.19235192877389
20050322,79.85410214903052
20050323,84.08260145473831
20050324,88.06923392500745
20050325,88.06923392500745
20050326,88.06923392500745
20050327,88.06923392500745
20050328,88.06923392500745
20050329,90.73829323754843
20050330,88.39953329567267
20050331,57.7945231311891
20050401,57.73476172294914
20050402,57.73476172294914
20050403,57.73476172294914
20050404,62.51693020969183
20050405,62.26056173861838
20050406,61.6968596842081
20050407,61.50891004734307
20050408,61.13567302529431
20050409,61.13567302529431
20050410,61.13567302529431
20050411,62.914819387893736
20050412,62.255117559884106
20050413,63.811315939724025
20050414,61.34537796025352
20050415,64.39021178578972
20050416,64.39021178578972
20050417,64.39021178578972
20050418,68.13198658460122
20050419,64.44856798898535
20050420,65.97603139406414
20050421,62.31112524685275
20050422,59.627051229707455
20050423,59.627051229707455
20050424,59.627051229707455
20050425,59.627051229707455
20050426,59.02927175553588
20050427,60.56445488964412
20050428,61.52877555369902
20050429,60.5131843953986
20050430,60.5131843953986
20050501,60.5131843953986
20050502,60.942211795979844
20050503,64.79255698112965
20050504,68.06879231803467
20050505,65.84536527815563
20050506,63.801456155507125
20050507,63.801456155507125
20050508,63.801456155507125
20050509,65.53451259120965
20050510,66.41874140576626
20050511,61.99586155251333
20050512,59.00169095321131
20050513,59.409552799152564
20050514,59.409552799152564
20050515,59.409552799152564
20050516,62.04378975456082
20050517,63.81885722522861
20050518,62.42620786972616
20050519,57.855079785548135
20050520,64.34261324288273
20050521,64.34261324288273
20050522,64.34261324288273
20050523,63.11549824900765
20050524,63.901490530391214
20050525,64.06974257465106
20050526,61.80767991328729
20050527,61.48743266512911
20050528,61.48743266512911
20050529,61.48743266512911
20050530,62.23913992840814
20050531,65.22014933879797
20050601,66.52591185592821
20050602,66.62112560954219
20050603,66.61021585296956
20050604,66.61021585296956
20050605,66.61021585296956
20050606,66.0334087471568
20050607,63.10505799885089
20050608,62.603187096652036
20050609,62.822591770217706
20050610,62.77448063271094
20050611,62.77448063271094
20050612,62.77448063271094
20050613,62.77448063271094
20050614,63.194637894941096
20050615,61.137605329164046
20050616,60.28123015708956
20050617,58.25109936433936
20050618,58.25109936433936
20050619,58.25109936433936
20050620,57.86787619070181
20050621,59.451961054897744
20050622,59.0232771207562
20050623,60.388759118352496
20050624,60.586241463961194
20050625,60.586241463961194
20050626,60.586241463961194
20050627,62.922838698138165
20050628,61.93408781991487
20050629,63.95664752770507
20050630,63.54230916611461
20050701,63.07909319930037
20050702,63.07909319930037
20050703,63.07909319930037
20050704,63.58340314308289
20050705,65.0850336830925
20050706,67.0437234977851
20050707,68.8785872379125
20050708,69.54398392306389
20050709,69.54398392306389
20050710,69.54398392306389
20050711,65.59030958856233
20050712,64.21169270064753
20050713,62.01272784044862
20050714,61.494015497456125
20050715,60.388679549967286
20050716,60.388679549967286
20050717,60.388679549967286
20050718,59.30496684492441
20050719,59.8665848481777
20050720,59.60148480537104
20050721,57.0806008086606
20050722,55.44176770833786
20050723,55.44176770833786
20050724,55.44176770833786
20050725,55.09192141460954
20050726,54.843468348186605
20050727,54.5821682323772
20050728,56.17149792906895
20050729,57.19056557132039
20050730,57.19056557132039
20050731,57.19056557132039
20050801,57.415458463507846
20050802,57.522168610030874
20050803,58.14427016326539
20050804,57.109616761497186
20050805,57.93228939512159
20050806,57.93228939512159
20050807,57.93228939512159
20050808,55.91346884946369
20050809,56.68731100661015
20050810,57.02765261096188
20050811,55.32802130557159
20050812,53.50327860411673
20050813,53.50327860411673
20050814,53.50327860411673
20050815,53.84874936329905
20050816,52.29497882452709
20050817,53.39868311226197
20050818,52.80904538387078
20050819,53.74909006719796
20050820,53.74909006719796
20050821,53.74909006719796
20050822,52.3910780355454
20050823,52.409544627816175
20050824,53.83182403925544
20050825,53.93728238070963
20050826,52.44919184832815
20050827,52.44919184832815
20050828,52.44919184832815
20050829,54.944749815120794
20050830,52.26391443367161
20050831,36.44257297144074
20050901,35.36985765370406
20050902,35.79501083139357
20050903,35.79501083139357
20050904,35.79501083139357
20050905,36.348353464765154
20050906,36.34142706770221
20050907,35.725940772073294
20050908,35.213970648673794
20050909,35.12078111102988
20050910,35.12078111102988
20050911,35.12078111102988
20050912,34.78187993390973
20050913,34.50084655398278
20050914,35.76596140314231
20050915,35.781264133014346
20050916,34.87083043591551
20050917,34.87083043591551
20050918,34.87083043591551
20050919,35.62907553357836
20050920,34.7047193556236
20050921,35.18730630233386
20050922,36.58158192445824
20050923,36.35335336477468
20050924,36.35335336477468
20050925,36.35335336477468
20050926,37.510737342347646
20050927,37.77842837058014
20050928,38.68973866886409
20050929,38.13620412071521
20050930,37.22313866297886
20051001,37.22313866297886
20051002,37.22313866297886
20051003,37.61626298932605
20051004,37.48140810894143
20051005,39.49131460683387
20051006,41.73088897211205
20051007,40.992838520746126
20051008,40.992838520746126
20051009,40.992838520746126
20051010,39.84471820607432
20051011,40.45279227528976
20051012,39.487857423051736
20051013,39.9054845870952
20051014,40.4053218458735
20051015,40.4053218458735
20051016,40.4053218458735
20051017,40.221175581480125
20051018,39.3161065116588
20051019,41.34424579424009
20051020,41.36611787639879
20051021,41.32329698792924
20051022,41.32329698792924
20051023,41.32329698792924
20051024,42.4244933748154
20051025,41.82633163306243
20051026,40.42263280025395
20051027,40.297067655924465
20051028,41.33434665635393
20051029,41.33434665635393
20051030,41.33434665635393
20051031,38.72404683088344
20051101,39.48757800956309
20051102,41.05606741236577
20051103,40.293258297316896
20051104,41.61678685057974
20051105,41.61678685057974
20051106,41.61678685057974
20051107,42.621519259152315
20051108,40.18341954729002
20051109,41.0689284855046
20051110,40.59947337998885
20051111,40.30097271518897
20051112,40.30097271518897
20051113,40.30097271518897
20051114,38.39014542247801
20051115,38.199312070119966
20051116,37.22605814141602
20051117,36.52212443090624
20051118,35.94342538669624
20051119,35.94342538669624
20051120,35.94342538669624
20051121,35.220767599143805
20051122,37.02042980848677
20051123,36.980005967677066
20051124,34.29384702512345
20051125,33.95153842906186
20051126,33.95153842906186
20051127,33.95153842906186
20051128,33.072053354759355
20051129,32.88607644440817
20051130,32.90590585102406
20051201,33.8779202673523
20051202,33.54100746429806
20051203,33.54100746429806
20051204,33.54100746429806
20051205,33.59281450281222
20051206,33.932337684676924
20051207,34.61548872775212
20051208,35.02721734945286
20051209,34.738986410290465
20051210,34.738986410290465
20051211,34.738986410290465
20051212,33.91424850956316
20051213,34.74255832993406
20051214,33.075920208819234
20051215,33.82698311956589
20051216,34.10730063432446
20051217,34.10730063432446
20051218,34.10730063432446
20051219,33.858575843982216
20051220,34.05790343014011
20051221,34.0345885774442
20051222,33.90638733901004
20051223,34.022151501314006
20051224,34.022151501314006
20051225,34.022151501314006
20051226,34.022151501314006
20051227,34.022151501314006
20051228,32.88503942058347
20051229,32.26755313829251
20051230,32.4193170453557
20051231,32.4193170453557
20060101,32.4193170453557
20060102,32.4193170453557
20060103,32.34535405651646
20060104,31.520935227937745
20060105,30.732319780853125
20060106,30.65894039819971
20060107,30.65894039819971
20060108,30.65894039819971
20060109,29.624187226452957
20060110,29.645093235438598
20060111,29.2335581253307
20060112,28.904759108715453
20060113,29.494923896939525
20060114,29.494923896939525
20060115,29.494923896939525
20060116,28.841199849183177
20060117,27.562157194351368
20060118,28.940916204496
20060119,28.65159080093896
20060120,28.299133316475658
20060121,28.299133316475658
20060122,28.299133316475658
20060123,28.05704182537435
20060124,27.306870984312408
20060125,26.08933143611013
20060126,26.08933143611013
20060127,25.33935389771886
20060128,25.33935389771886
20060129,25.33935389771886
20060130,25.218613068006633
20060131,25.13963498150109
20060201,24.51214171190296
20060202,25.18775220604368
20060203,24.401505549380953
20060204,24.401505549380953
20060205,24.401505549380953
20060206,23.846088246309588
20060207,23.500568574874276
20060208,24.768794197145674
20060209,23.812598241366132
20060210,23.880745986340056
20060211,23.880745986340056
20060212,23.880745986340056
20060213,24.466577384845596
20060214,22.778796381706165
20060215,22.431170790309704
20060216,24.247948567010514
20060217,24.170335115726044
20060218,24.170335115726044
20060219,24.170335115726044
20060220,24.535866473117565
20060221,23.83397298375607
20060222,24.407310194768165
20060223,24.13072346072177
20060224,23.80847565739216
20060225,23.80847565739216
20060226,23.80847565739216
20060227,22.485076837189656
20060228,4.265345215310626
20060301,4.519520133044292
20060302,4.257333495008886
20060303,4.325062894329979
20060304,4.325062894329979
20060305,4.325062894329979
20060306,4.265850532872017
20060307,4.257311279827869
20060308,4.121693615743483
20060309,4.133111788516989
20060310,4.022582063695508
20060311,4.022582063695508
20060312,4.022582063695508
20060313,3.99102690897705
20060314,4.002010562998288
20060315,4.038857844984099
20060316,4.055732764426794
20060317,3.968658476275781
20060318,3.968658476275781
20060319,3.968658476275781
20060320,3.9034353850506385
20060321,4.052966387860579
20060322,4.085797597068987
20060323,4.025991654166068
20060324,4.111809479809108
20060325,4.111809479809108
20060326,4.111809479809108
20060327,4.149525055441422
20060328,4.19821792090833
20060329,6.222408585824968
20060330,6.119490054509256
20060331,6.267119477204455
20060401,6.267119477204455
20060402,6.267119477204455
20060403,6.01764189266504
20060404,6.227693956317417
20060405,5.800936003569875
20060406,5.766005866361262
20060407,5.684820399460813
20060408,5.684820399460813
20060409,5.684820399460813
20060410,5.9400923007741495
20060411,5.822897996682754
20060412,5.9632789708569955
20060413,6.17536652857955
20060414,6.17536652857955
20060415,6.17536652857955
20060416,6.17536652857955
20060417,6.17536652857955
20060418,5.476845255878641
20060419,5.414385063089994
20060420,5.493336252290297
20060421,5.508912529171804
20060422,5.508912529171804
20060423,5.508912529171804
20060424,5.4932825638849145
20060425,5.4932825638849145
20060426,4.868497457633613
20060427,4.885996290311131
20060428,4.245073387078595
20060429,4.245073387078595
20060430,4.245073387078595
20060501,4.164593896780894
20060502,4.131527872496329
20060503,3.9748874359371795
20060504,3.9668256517993727
20060505,3.4452037846068233
20060506,3.4452037846068233
20060507,3.4452037846068233
20060508,3.2147183482588737
20060509,3.251159647954446
20060510,2.886276243385877
20060511,2.921133564694945
20060512,2.991751944711164
20060513,2.991751944711164
20060514,2.991751944711164
20060515,3.1130955921357177
20060516,2.822852243891819
20060517,2.9204056053295697
20060518,3.3152483477288617
20060519,3.861131563681278
20060520,3.861131563681278
20060521,3.861131563681278
20060522,3.9440966571595104
20060523,4.023360565674011
20060524,4.215176646874753
20060525,4.584106558338274
20060526,4.599160676740549
20060527,4.599160676740549
20060528,4.599160676740549
20060529,3.936198950317936
20060530,4.0534017682692784
20060531,4.386786396473808
20060601,4.058609272639541
20060602,3.9441459691460725
20060603,3.9441459691460725
20060604,3.9441459691460725
20060605,3.7328022423537854
20060606,4.0881699803693605
20060607,4.230207889055156
20060608,4.51257949040757
20060609,4.369478990553241
20060610,4.369478990553241
20060611,4.369478990553241
20060612,4.369478990553241
20060613,5.260503049082643
20060614,5.005649174615534
20060615,4.9498322252540135
20060616,4.435128949960558
20060617,4.435128949960558
20060618,4.435128949960558
20060619,4.894956437018888
20060620,4.777985912438943
20060621,4.301149106127352
20060622,4.110000358158544
20060623,4.343167848110547
20060624,4.343167848110547
20060625,4.343167848110547
20060626,4.27441344233845
20060627,3.9296873878786607
20060628,4.07849534651344
20060629,3.912636204126487
20060630,4.462102330307197
20060701,4.462102330307197
20060702,4.462102330307197
20060703,4.214721139458194
20060704,4.349822900083581
20060705,4.4013944456722776
20060706,4.207219467846574
20060707,4.095709852770075
20060708,4.095709852770075
20060709,4.095709852770075
20060710,3.9130965192327616
20060711,4.10824768639602
20060712,3.9680676502355317
20060713,4.197007786194851
20060714,4.861109341037431
20060715,4.861109341037431
20060716,4.861109341037431
20060717,4.889893767766863
20060718,5.070395145400625
20060719,5.201074888714475
20060720,4.540048505671216
20060721,4.680108609354008
20060722,4.680108609354008
20060723,4.680108609354008
20060724,4.648473648455484
20060725,4.229942144341415
20060726,4.535266643206968
20060727,4.203125334237178
20060728,4.418321878103744
20060729,4.418321878103744
20060730,4.418321878103744
20060731,4.882632164164175
20060801,4.968830341272481
20060802,5.424120419477497
20060803,5.289829548569966
20060804,5.47168032941752
20060805,5.47168032941752
20060806,5.47168032941752
20060807,5.417779481003293
20060808,5.209039832764086
20060809,5.272593820604669
20060810,5.147466554242721
20060811,5.344900303329096
20060812,5.344900303329096
20060813,5.344900303329096
20060814,5.155349097878613
20060815,5.37609904411517
20060816,5.322036177140865
20060817,5.2383452836732
20060818,4.852716688977995
20060819,4.852716688977995
20060820,4.852716688977995
20060821,4.658912383721424
20060822,4.600652990376575
20060823,4.602682566995668
20060824,6.060291265731581
20060825,6.002039201971177
20060826,6.002039201971177
20060827,6.002039201971177
20060828,6.268380379385798
20060829,6.152547320682359
20060830,5.803478611452177
20060831,9.954336675092792
20060901,10.284811333810975
20060902,10.284811333810975
20060903,10.284811333810975
20060904,9.730283879458817
20060905,9.671999265690161
20060906,10.097257586316784
20060907,10.33230601362586
20060908,10.329192586669244
20060909,10.329192586669244
20060910,10.329192586669244
20060911,10.532042132268929
20060912,10.942177325086709
20060913,10.683998629046235
20060914,10.12027988480085
20060915,10.316031709943662
20060916,10.316031709943662
20060917,10.316031709943662
20060918,9.718345020957765
20060919,10.0444213376049
20060920,10.651417639902744
20060921,10.639193699235342
20060922,10.912524272863491
20060923,10.912524272863491
20060924,10.912524272863491
20060925,11.341704535664276
20060926,11.433207227886973
20060927,10.682201268810848
20060928,10.701716710786085
20060929,10.690802905439828
20060930,10.690802905439828
20061001,10.690802905439828
20061002,10.435141434680363
20061003,10.564334426030696
20061004,10.641145893303845
20061005,10.064104117885858
20061006,9.954582489356145
20061007,9.954582489356145
20061008,9.954582489356145
20061009,10.193654017060345
20061010,9.90786167676226
20061011,9.370365679638672
20061012,9.03138739264478
20061013,8.971735395042831
20061014,8.971735395042831
20061015,8.971735395042831
20061016,8.954706010120686
20061017,9.44794900011372
20061018,9.151343080018652
20061019,9.43893335596272
20061020,8.978444341524549
20061021,8.978444341524549
20061022,8.978444341524549
20061023,9.093428395474152
20061024,9.077432625363905
20061025,8.903162604989939
20061026,8.739199787472613
20061027,8.931999084828432
20061028,8.931999084828432
20061029,8.931999084828432
20061030,8.8318046362658
20061031,8.546215367803924
20061101,8.016401240894359
20061102,8.23540896210469
20061103,7.733639862534264
20061104,7.733639862534264
20061105,7.733639862534264
20061106,7.3810609041667465
20061107,7.5993560902419315
20061108,8.092406160917285
20061109,8.51891977636638
20061110,8.585343393331707
20061111,8.585343393331707
20061112,8.585343393331707
20061113,8.564684005586583
20061114,8.074604255875945
20061115,8.368956081116464
20061116,8.797634146189722
20061117,8.809723386945956
20061118,8.809723386945956
20061119,8.809723386945956
20061120,9.173071021027493
20061121,8.904601089408983
20061122,8.544050285216926
20061123,8.665019064758482
20061124,8.607416970450048
20061125,8.607416970450048
20061126,8.607416970450048
20061127,8.610462539717865
20061128,8.910891603476005
20061129,8.408946382043963
20061130,8.170831326867626
20061201,8.266897625431483
20061202,8.266897625431483
20061203,8.266897625431483
20061204,8.301652594328539
20061205,8.309485381157383
20061206,8.058075585268169
20061207,7.938173278141551
20061208,8.307925740375463
20061209,8.307925740375463
20061210,8.307925740375463
20061211,8.016055416098729
20061212,8.214696994908254
20061213,8.122826674304482
20061214,7.8027125080647375
20061215,7.573675747668991
20061216,7.573675747668991
20061217,7.573675747668991
20061218,7.366851824822122
20061219,7.553194472606586
20061220,7.368985512839192
20061221,7.092956279534788
20061222,6.911998391837739
20061223,6.911998391837739
20061224,6.911998391837739
20061225,6.911998391837739
20061226,6.911998391837739
20061227,6.781340735904301
20061228,6.643523613343061
20061229,6.760204690317311
20061230,6.760204690317311
20061231,6.760204690317311
20070101,6.760204690317311
20070102,6.697045668938472
20070103,6.565756279572659
20070104,6.884140893276242
20070105,7.0063545708796156
20070106,7.0063545708796156
20070107,7.0063545708796156
20070108,7.315739015838778
20070109,6.622018392606375
20070110,6.953471215236249
20070111,6.8221925782341994
20070112,6.591648987274335
20070113,6.591648987274335
20070114,6.591648987274335
20070115,6.371034284060472
20070116,6.2435811620109956
20070117,6.277673896269475
20070118,6.2837003019892155
20070119,6.250653037818898
20070120,6.250653037818898
20070121,6.250653037818898
20070122,6.014063816682949
20070123,5.912411613338023
20070124,5.743376830630323
20070125,5.888359006409315
20070126,5.888359006409315
20070127,5.888359006409315
20070128,5.888359006409315
20070129,5.815673661658907
20070130,5.655535327883948
20070131,6.088663311909353
20070201,6.100324117703302
20070202,6.1236694686403315
20070203,6.1236694686403315
20070204,6.1236694686403315
20070205,6.263561850327491
20070206,5.981401517951656
20070207,5.941854995571034
20070208,5.820876149469327
20070209,5.670251424333909
20070210,5.670251424333909
20070211,5.670251424333909
20070212,5.79422558139589
20070213,5.488841954435218
20070214,5.370755766138973
20070215,6.338934725094037
20070216,6.537464432433286
20070217,6.537464432433286
20070218,6.537464432433286
20070219,6.363394210793517
20070220,6.2030607530035065
20070221,6.468873014252252
20070222,6.323126672960695
20070223,6.546366380509763
20070224,6.546366380509763
20070225,6.546366380509763
20070226,6.644560328257259
20070227,6.6007836995488915
20070228,8.432603233863121
20070301,8.642308470606025
20070302,8.76788043648561
20070303,8.76788043648561
20070304,8.76788043648561
20070305,9.951330572091189
20070306,9.394978678241523
20070307,8.477203775584329
20070308,8.7352590113407
20070309,9.562192198012687
20070310,9.562192198012687
20070311,9.562192198012687
20070312,8.78723333562255
20070313,8.977984136492642
20070314,9.584431583204683
20070315,8.808974223870882
20070316,9.274974633219449
20070317,9.274974633219449
20070318,9.274974633219449
20070319,9.08996192425822
20070320,8.7357552262547
20070321,8.935208370816817
20070322,8.303227974914146
20070323,8.32705257036111
20070324,8.32705257036111
20070325,8.32705257036111
20070326,8.166124791475955
20070327,8.310921192757103
20070328,8.71231059033874
20070329,8.565848721897723
20070330,8.61096350500238
20070331,8.61096350500238
20070401,8.61096350500238
20070402,9.138927784273188
20070403,8.310252349837663
20070404,8.134598672692446
20070405,8.05756969435816
20070406,8.05756969435816
20070407,8.05756969435816
20070408,8.05756969435816
20070409,8.05756969435816
20070410,7.815640127578481
20070411,8.077145736776576
20070412,7.988845779462766
20070413,8.051911545069066
20070414,8.051911545069066
20070415,8.051911545069066
20070416,7.72699048258927
20070417,7.871930697117444
20070418,7.600549878172143
20070419,7.9302654964301365
20070420,7.679951734175281
20070421,7.679951734175281
20070422,7.679951734175281
20070423,7.463666137976478
20070424,7.715635922336979
20070425,7.715635922336979
20070426,7.592757693968104
20070427,7.826400703031611
20070428,7.826400703031611
20070429,7.826400703031611
20070430,8.128135123981824
20070501,8.019294437545929
20070502,7.877315345152095
20070503,7.9881486876056575
20070504,8.116233468661296
20070505,8.116233468661296
20070506,8.116233468661296
20070507,8.265617826346693
20070508,8.41203675219622
20070509,8.327451282500775
20070510,8.610872811307116
20070511,8.915420779975571
20070512,8.915420779975571
20070513,8.915420779975571
20070514,8.42185548777172
20070515,8.729261339543232
20070516,8.742619807481685
20070517,8.74187633147112
20070518,8.601813408497549
20070519,8.601813408497549
20070520,8.601813408497549
20070521,9.325400247299218
20070522,9.595868802605128
20070523,9.271715573600252
20070524,9.854825375623829
20070525,10.12302219635618
20070526,10.12302219635618
20070527,10.12302219635618
20070528,10.592988322012495
20070529,10.251783211882781
