Date,Gazit-Globe Ltd
20060307,3.2684971112481285
20060308,3.3149474573634357
20060309,3.1473325347503978
20060310,3.1473325347503978
20060311,3.1473325347503978
20060313,2.995287421494782
20060314,2.995287421494782
20060315,2.946467045958273
20060316,2.8631165321483723
20060317,2.8631165321483723
20060318,2.8631165321483723
20060320,2.507854686295378
20060321,2.506604088718805
20060322,2.7526947664415706
20060323,2.7859404590950754
20060324,2.7859404590950754
20060325,2.7859404590950754
20060327,2.784012985292954
20060328,2.784012985292954
20060329,3.1272966862491045
20060330,3.7264737165990125
20060331,3.7264737165990125
20060401,3.7264737165990125
20060403,3.5677719009942694
20060404,3.4176203928509716
20060405,3.3255905325463053
20060406,3.287991864486219
20060407,3.287991864486219
20060408,3.287991864486219
20060410,2.8587357906326556
20060411,2.987477315006613
20060412,2.987477315006613
20060413,2.987477315006613
20060414,2.987477315006613
20060415,2.987477315006613
20060417,3.116380750708841
20060418,3.116380750708841
20060419,3.116380750708841
20060420,3.045717092304697
20060421,3.045717092304697
20060422,3.045717092304697
20060424,3.222403308220329
20060425,3.2561912607659522
20060426,3.336512025085497
20060427,3.4355774876909826
20060428,3.4355774876909826
20060429,3.4355774876909826
20060501,3.341676133734615
20060502,3.341676133734615
20060503,3.341676133734615
20060504,3.2963121085577716
20060505,3.2963121085577716
20060506,3.2963121085577716
20060508,3.1354469051227962
20060509,2.8848075188936617
20060510,2.6028106554203823
20060511,2.5422934708558356
20060512,2.5422934708558356
20060513,2.5422934708558356
20060515,3.0074296382617067
20060516,2.8207416690894718
20060517,2.8003729336304026
20060518,2.3677956320940865
20060519,2.3677956320940865
20060520,2.3677956320940865
20060522,3.076510678982424
20060523,3.6012606025956053
20060524,3.850346546165615
20060525,3.972463419669983
20060526,3.972463419669983
20060527,3.972463419669983
20060529,3.3009056232954586
20060530,3.3117575522507527
20060531,4.495571686388641
20060601,4.495571686388641
20060602,4.495571686388641
20060603,4.495571686388641
20060605,4.352238557013798
20060606,5.015852388261045
20060607,4.946619769299381
20060608,5.077149267166505
20060609,5.077149267166505
20060610,5.077149267166505
20060612,5.550811182546988
20060613,6.051312847084767
20060614,5.944355140620577
20060615,5.396860484836148
20060616,5.396860484836148
20060617,5.396860484836148
20060619,4.971989989717563
20060620,5.308041337790299
20060621,5.421578693283374
20060622,5.308347077851438
20060623,5.308347077851438
20060624,5.308347077851438
