Date,Kuwait Financial Centre SAK
20120310,6.11147510541053
20120312,6.3753094429272075
20120313,6.425756830956909
20120314,6.358919406870705
20120315,6.19876618028269
20120316,6.19876618028269
20120317,6.19876618028269
20120319,6.225450539053919
20120320,6.219313236889188
20120321,6.209991957861869
20120322,6.394412508119345
20120323,6.394412508119345
20120324,6.394412508119345
20120326,6.471279730391573
20120327,6.6252060937696475
20120328,6.67714854440672
20120329,6.01690657646745
20120330,6.01690657646745
20120331,6.01690657646745
20120402,5.814794271578966
20120403,5.822170488362683
20120404,6.017060202385653
20120405,6.029374561192829
20120406,6.029374561192829
20120407,6.029374561192829
20120409,6.044123757319428
20120410,5.854860299760683
20120411,6.018247509862305
20120412,5.996801183745636
20120413,5.996801183745636
20120414,5.996801183745636
20120416,5.993950465982091
20120417,5.656640921891463
20120418,5.229268833630556
20120419,5.540131458614013
20120420,5.540131458614013
20120421,5.540131458614013
20120423,5.266441669654095
20120424,5.263399690672124
20120425,5.410122891330788
20120426,5.430852618110637
20120427,5.430852618110637
20120428,5.430852618110637
20120430,5.509309617032487
20120501,5.210011940640237
20120502,5.4383794742914375
20120503,5.561519103415652
20120504,5.561519103415652
20120505,5.561519103415652
20120507,5.600666324845761
20120508,5.304540762534951
20120509,5.5397352589760835
20120510,5.932975246324173
20120511,5.932975246324173
20120512,5.932975246324173
20120514,9.529311120498745
20120515,9.273886500610331
20120516,8.817029147716237
20120517,8.96721137823365
20120518,8.96721137823365
20120519,8.96721137823365
20120521,8.886296905823
20120522,8.680939887717805
20120523,8.827454709252562
20120524,8.936254602088175
20120525,8.936254602088175
20120526,8.936254602088175
20120528,8.77406346906286
20120529,8.737782980078025
20120530,8.972936379583166
20120531,8.93567937066122
20120601,8.93567937066122
20120602,8.93567937066122
20120604,10.719346810535024
20120605,10.440398192896325
20120606,10.44371943822167
20120607,10.435428028992451
20120608,10.435428028992451
20120609,10.435428028992451
20120611,10.67694993450983
20120612,10.6576317598264
20120613,11.308289920350724
20120614,11.263562772092968
20120615,11.263562772092968
20120616,11.263562772092968
20120617,11.263562772092968
20120618,10.509068497824396
20120619,10.480435095728746
20120620,10.461070888283759
20120621,10.473379408914916
20120622,10.473379408914916
20120623,10.473379408914916
20120625,11.288339979797257
20120626,10.742729087619546
20120627,11.187829456883822
20120628,11.944341614079017
20120629,11.944341614079017
20120630,11.944341614079017
20120702,11.361498042300141
20120703,11.318573666314444
20120704,10.844528587478912
20120705,10.550923764762997
20120706,10.550923764762997
20120707,10.550923764762997
20120709,10.405381797632053
20120710,10.466929857982509
20120711,10.040329837791795
20120712,10.410572724755223
20120713,10.410572724755223
20120714,10.410572724755223
20120716,10.127259258142622
20120717,9.818798192513905
20120718,9.759052634301414
20120719,9.87546616947461
20120720,9.87546616947461
20120721,9.87546616947461
20120723,9.982753889311788
20120724,9.982083550710675
20120725,10.055279069487028
20120726,10.14470209099051
20120727,10.14470209099051
20120728,10.14470209099051
20120730,9.710072100291297
20120731,9.988615088116141
20120801,10.10052857253949
20120802,9.969445362442839
20120803,9.969445362442839
20120804,9.969445362442839
20120806,10.638715534644716
20120807,11.075313950008836
20120808,11.113643930746253
20120809,10.700715027129602
20120810,10.700715027129602
20120811,10.700715027129602
20120813,10.842868418957792
20120814,10.56275084292188
20120815,11.313750172365841
20120816,11.22729700000615
20120817,11.22729700000615
20120818,11.22729700000615
20120819,11.22729700000615
20120820,11.22729700000615
20120821,11.22729700000615
20120822,9.83896988285439
20120823,9.499370480769675
20120824,9.499370480769675
20120825,9.499370480769675
20120827,9.507036571400128
20120828,9.367256032715083
20120829,9.548455088998416
20120830,10.980770084531475
20120831,10.980770084531475
20120901,10.980770084531475
20120903,10.790359438567302
20120904,10.799436929242049
20120905,10.840293061796714
20120906,10.39479284972114
20120907,10.39479284972114
20120908,10.39479284972114
20120910,10.451772545983344
20120911,10.45958101304178
20120912,10.453563305582687
20120913,10.470922205675588
20120914,10.470922205675588
20120915,10.470922205675588
20120917,11.285408788706102
20120918,10.671880474806567
20120919,10.920708208730682
20120920,10.849039855827685
20120921,10.849039855827685
20120922,10.849039855827685
20120924,10.81865049182097
20120925,10.674788367670178
20120926,10.585875621140417
20120927,10.132588678064165
20120928,10.132588678064165
20120929,10.132588678064165
20121001,10.144857431385534
20121002,10.141970239902044
20121003,9.785485249805298
20121004,9.890685479953605
20121005,9.890685479953605
20121006,9.890685479953605
20121008,10.243482749138618
20121009,10.133103423111068
20121010,10.21057497364282
20121011,9.94893440321258
20121012,9.94893440321258
20121013,9.94893440321258
20121015,10.028188966171246
20121016,9.859658914161685
20121017,9.71912023536371
20121018,9.600464971473446
20121019,9.600464971473446
20121020,9.600464971473446
20121022,10.456697999084545
20121023,10.472128838599682
20121024,10.500853052534584
20121025,10.500853052534584
20121026,10.500853052534584
20121027,10.500853052534584
20121028,10.500853052534584
20121029,10.500853052534584
20121030,9.393098985267677
20121031,9.634522657496756
20121101,10.563039111161348
20121102,10.563039111161348
20121103,10.563039111161348
20121105,9.850347365969185
20121106,10.097372416142019
20121107,10.359944482610862
20121108,9.994204563410452
20121109,9.994204563410452
20121110,9.994204563410452
20121112,10.192174604536206
20121113,9.5056678145474
20121114,9.577837974464053
20121115,9.577837974464053
20121116,9.577837974464053
20121117,9.577837974464053
20121119,9.816718043560034
20121120,10.083002789447132
20121121,9.45820202845396
20121122,9.076527182415656
20121123,9.076527182415656
20121124,9.076527182415656
20121126,6.496754551747723
20121127,6.567929993763756
20121128,6.384035753132375
20121129,6.5847302547078295
20121130,6.5847302547078295
20121201,6.5847302547078295
20121203,6.2142297475267805
20121204,6.506716849024512
20121205,6.5500138067392415
20121206,6.395856860218327
20121207,6.395856860218327
20121208,6.395856860218327
20121210,6.3845308873200635
20121211,6.388096020164162
20121212,6.401769077206708
20121213,6.475552918294604
20121214,6.475552918294604
20121215,6.475552918294604
20121217,6.1460243626195545
20121218,6.197773853307006
20121219,6.091106053808415
20121220,6.11309210797939
20121221,6.11309210797939
20121222,6.11309210797939
20121224,6.279983557924229
20121225,6.345245126674254
20121226,6.353049583781974
20121227,6.23886447643845
20121228,6.23886447643845
20121229,6.23886447643845
20121231,5.551118638852302
20130101,5.551118638852302
20130102,5.228537466772959
20130103,5.32973679597478
20130104,5.32973679597478
20130105,5.32973679597478
20130107,5.056091111300974
20130108,4.879590431749996
20130109,4.77536813537302
20130110,4.592016614811817
20130111,4.592016614811817
20130112,4.592016614811817
20130114,4.232792129360747
20130115,3.952182894455302
20130116,3.9047344010263854
20130117,4.023431362679356
20130118,4.023431362679356
20130119,4.023431362679356
20130121,3.7716907789302954
20130122,3.8902925891361275
20130123,3.9327480365243597
20130124,3.9327480365243597
20130125,3.9327480365243597
20130126,3.9327480365243597
20130128,3.8308152707951937
20130129,3.9622764576499416
20130130,4.0421604861892915
20130131,3.862740877993767
20130201,3.862740877993767
20130202,3.862740877993767
20130204,3.9250231691576722
20130205,3.954470312003902
20130206,3.9934181316881503
20130207,3.989330088537873
20130208,3.989330088537873
20130209,3.989330088537873
20130211,4.025005556980989
20130212,3.934049164768135
20130213,3.781745156611931
20130214,3.5499008126768827
20130215,3.5499008126768827
20130216,3.5499008126768827
20130218,3.450074407279638
20130219,3.387735744401586
20130220,3.386576977280236
20130221,3.511081456877577
20130222,3.511081456877577
20130223,3.511081456877577
20130224,3.511081456877577
20130225,3.511081456877577
20130226,3.511081456877577
20130227,3.3168539463474564
20130228,3.2579974297770766
20130301,3.2579974297770766
20130302,3.2579974297770766
20130304,3.1728591653023868
20130305,3.163918579553568
20130306,3.152792266011522
20130307,3.140824509938157
20130308,3.140824509938157
20130309,3.140824509938157
20130311,3.070788253852748
20130312,2.9863168037420054
20130313,2.781969551480768
20130314,2.8529625073197975
20130315,2.8529625073197975
20130316,2.8529625073197975
20130318,2.836959861391117
20130319,2.8399336276723277
20130320,2.8925459022359927
20130321,2.8445143765714427
20130322,2.8445143765714427
20130323,2.8445143765714427
20130325,3.035621948032582
20130326,2.8282533346443945
20130327,2.964020124895508
20130328,2.7959496417289422
20130329,2.7959496417289422
20130330,2.7959496417289422
20130401,2.5438858049180406
20130402,2.4817745425697084
20130403,2.4836052565684286
20130404,2.461062543265698
20130405,2.461062543265698
20130406,2.461062543265698
20130408,2.594582058409012
20130409,2.521066244536429
20130410,2.524577343017575
20130411,2.5663308204865465
20130412,2.5663308204865465
20130413,2.5663308204865465
20130415,2.4506825320309873
20130416,2.315978644426396
20130417,2.2045327133969086
20130418,2.0950383976385245
20130419,2.0950383976385245
20130420,2.0950383976385245
20130422,2.1257757559825983
20130423,2.1274094637529783
20130424,2.0755126721578727
20130425,2.0712582275994698
20130426,2.0712582275994698
20130427,2.0712582275994698
20130429,2.0174771130495643
20130430,2.3820852764070284
20130501,2.2122732053983207
20130502,2.252717887176562
20130503,2.252717887176562
20130504,2.252717887176562
20130506,2.3065055240993715
20130507,2.2347279442862638
