Date,Gemdale Properties & Investment Corp Ltd
20040326,33.4255060471938
20040327,33.4255060471938
20040328,33.4255060471938
20040329,36.31557912060162
20040330,35.15113273953305
20040331,52.031467952855316
20040401,48.49291368569971
20040402,49.20118947071483
20040403,49.20118947071483
20040404,49.20118947071483
20040405,49.20118947071483
20040406,45.56160785282816
20040407,44.45073136557391
20040408,47.7412770470623
20040409,47.7412770470623
20040410,47.7412770470623
20040411,47.7412770470623
20040412,47.7412770470623
20040413,49.21653970115258
20040414,49.797620621946564
20040415,53.74751211750105
20040416,52.40671744805197
20040417,52.40671744805197
20040418,52.40671744805197
20040419,56.56192644083878
20040420,59.466000109456374
20040421,58.07208604354505
20040422,61.125474138898056
20040423,58.26994510800908
20040424,58.26994510800908
20040425,58.26994510800908
20040426,62.74247739754265
20040427,62.4500240469176
20040428,62.52840844311488
20040429,66.24762510645796
20040430,66.82546192119285
20040501,66.82546192119285
20040502,66.82546192119285
20040503,67.47286927114173
20040504,66.7961418716027
20040505,67.44561201549685
20040506,55.3268476436546
20040507,56.911979198674125
20040508,56.911979198674125
20040509,56.911979198674125
20040510,78.02500945048828
20040511,77.99295844810091
20040512,82.52389460288059
20040513,90.24911482297122
20040514,95.43599979700532
20040515,95.43599979700532
20040516,95.43599979700532
20040517,112.77933707591234
20040518,112.0276672445399
20040519,107.86730874346908
20040520,107.03811917652197
20040521,86.43534926587083
20040522,86.43534926587083
20040523,86.43534926587083
20040524,76.59686136092445
20040525,75.20555537120175
20040526,75.20555537120175
20040527,71.83045159456961
20040528,77.2595789812689
20040529,77.2595789812689
20040530,77.2595789812689
20040531,78.38451116883647
20040601,81.09017574501826
20040602,81.0349585997154
20040603,84.81666790932672
20040604,84.85377548265915
20040605,84.85377548265915
20040606,84.85377548265915
20040607,84.11694666149387
20040608,83.94070441770143
20040609,81.37654506164286
20040610,81.2813015052318
20040611,80.10806304224688
20040612,80.10806304224688
20040613,80.10806304224688
20040614,76.18770116446045
20040615,76.50212871098336
20040616,73.78132134493036
20040617,75.36047853630156
20040618,77.01276859163617
20040619,77.01276859163617
20040620,77.01276859163617
20040621,77.69115437597493
20040622,77.69115437597493
20040623,77.08131593485255
20040624,75.86298747378983
20040625,76.33095582691816
20040626,76.33095582691816
20040627,76.33095582691816
20040628,78.31210377879032
20040629,79.08001787866728
20040630,77.55867393662137
20040701,77.55867393662137
20040702,77.80930193747788
20040703,77.80930193747788
20040704,77.80930193747788
20040705,78.15041542440694
20040706,88.64145470055499
20040707,86.82586295687408
20040708,91.5687880901462
20040709,91.56486832198746
20040710,91.56486832198746
20040711,91.56486832198746
20040712,86.00906437316048
20040713,86.30280321454373
20040714,83.63108927335753
20040715,97.70182574092033
20040716,97.71078865078083
20040717,97.71078865078083
20040718,97.71078865078083
20040719,95.74527990646754
20040720,100.53269930812974
20040721,104.94577323479521
20040722,105.62587628549919
20040723,99.34641455721926
20040724,99.34641455721926
20040725,99.34641455721926
20040726,103.03892821870181
20040727,99.12048279524407
20040728,100.09710530319224
20040729,108.5423452931042
20040730,99.71100586274896
20040731,99.71100586274896
20040801,99.71100586274896
20040802,100.1576116167883
20040803,103.45301829508753
20040804,99.51099627747143
20040805,98.98944734868776
20040806,98.95905361714568
20040807,98.95905361714568
20040808,98.95905361714568
20040809,91.45995666086144
20040810,99.16814243674021
20040811,98.03775005914765
20040812,91.81252294911633
20040813,93.5550133829973
20040814,93.5550133829973
20040815,93.5550133829973
20040816,96.59261920338247
20040817,98.02727325808685
20040818,97.62574714841818
20040819,99.01445353034553
20040820,107.01190800959151
20040821,107.01190800959151
20040822,107.01190800959151
20040823,112.86409900717057
20040824,113.87539344721763
20040825,102.5880443977706
20040826,97.65430364617288
20040827,97.47519224761434
20040828,97.47519224761434
20040829,97.47519224761434
20040830,101.92422844288103
20040831,107.25930950080044
20040901,92.87986968659425
20040902,94.63138259197571
20040903,103.69774735830093
20040904,103.69774735830093
20040905,103.69774735830093
20040906,97.68816573191243
20040907,90.80406040073507
20040908,95.23100007068167
20040909,91.93390845900922
20040910,99.01923493146741
20040911,99.01923493146741
20040912,99.01923493146741
20040913,96.50307477419672
20040914,96.6968399567214
20040915,96.42083036711097
20040916,91.30210766633938
20040917,91.68609838850112
20040918,91.68609838850112
20040919,91.68609838850112
20040920,98.35431291280308
20040921,97.53351525806985
20040922,97.6641043739771
20040923,98.79394363065416
20040924,98.2830630382381
20040925,98.2830630382381
20040926,98.2830630382381
20040927,100.3291344174621
20040928,98.80795681014366
20040929,98.80795681014366
20040930,97.40378069737893
20041001,97.40378069737893
20041002,97.40378069737893
20041003,97.40378069737893
20041004,92.97370992410129
20041005,92.29340731233621
20041006,99.65974388743082
20041007,99.59160010727028
20041008,101.76700509232687
20041009,101.76700509232687
20041010,101.76700509232687
20041011,105.88399468202005
20041012,106.09076809788824
20041013,106.41511993016249
20041014,105.28089133241379
20041015,112.64153211110576
20041016,112.64153211110576
20041017,112.64153211110576
20041018,103.3071201337097
20041019,103.85309054928682
20041020,106.206727719729
20041021,112.1172371495742
20041022,112.1172371495742
20041023,112.1172371495742
20041024,112.1172371495742
20041025,110.60394743476506
20041026,118.04645297246286
20041027,111.20151613372616
20041028,110.17064322650039
20041029,113.60164109165736
20041030,113.60164109165736
20041031,113.60164109165736
20041101,115.89084436609029
20041102,106.70770757021067
20041103,109.0250303095565
20041104,82.52539682968022
20041105,94.4002372720883
20041106,94.4002372720883
20041107,94.4002372720883
20041108,91.18735285429665
20041109,78.57869425243665
20041110,66.85011073410318
20041111,69.89732315507763
20041112,71.41484820761532
20041113,71.41484820761532
20041114,71.41484820761532
20041115,73.70440122900209
20041116,78.28482526528776
20041117,77.74962717444329
20041118,84.8687499553444
20041119,80.55497354869613
20041120,80.55497354869613
20041121,80.55497354869613
20041122,79.83843235229068
20041123,72.89338559118868
20041124,70.6099294698686
20041125,76.75813162828452
20041126,82.55167209657318
20041127,82.55167209657318
20041128,82.55167209657318
20041129,80.21228435404605
20041130,84.49515466248612
20041201,87.73477907789996
20041202,81.3864682363172
20041203,87.91501483674234
20041204,87.91501483674234
20041205,87.91501483674234
20041206,88.19716083023512
20041207,89.90412445911686
20041208,90.89569899445227
20041209,86.06132359644681
20041210,92.89568503647371
20041211,92.89568503647371
20041212,92.89568503647371
20041213,95.20480010967734
20041214,101.32558607490573
20041215,101.14797473072215
20041216,101.44542026380981
20041217,102.63641109543725
20041218,102.63641109543725
20041219,102.63641109543725
20041220,102.19822553243584
20041221,103.5637074975295
20041222,103.99709820106239
20041223,104.17172672677995
20041224,103.85915494911484
20041225,103.85915494911484
20041226,103.85915494911484
20041227,103.85915494911484
20041228,105.82719323007876
20041229,97.29522578641881
20041230,88.99700499660901
20041231,89.70954618538352
20050101,89.70954618538352
20050102,89.70954618538352
20050103,88.71393378159625
20050104,95.62541187386584
20050105,97.71763402944526
20050106,94.28387252892178
20050107,95.33969856642729
20050108,95.33969856642729
20050109,95.33969856642729
20050110,98.22101023537749
20050111,104.13839855199286
20050112,110.58172758024698
20050113,112.56980752900517
20050114,106.95131272966795
20050115,106.95131272966795
20050116,106.95131272966795
20050117,104.92216835142702
20050118,105.88689932621739
20050119,105.13256916876655
20050120,106.06972478031548
20050121,107.76662419767453
20050122,107.76662419767453
20050123,107.76662419767453
20050124,106.64417837136014
20050125,113.56593015507396
20050126,111.84379532814512
20050127,108.5704293742958
20050128,103.29569023610499
20050129,103.29569023610499
20050130,103.29569023610499
20050131,101.25607950347627
20050201,101.12612479570791
20050202,100.6621556695153
20050203,105.58214290854625
20050204,105.31444815764138
20050205,105.31444815764138
20050206,105.31444815764138
20050207,105.02219175439123
20050208,104.25830923092468
20050209,104.25830923092468
20050210,104.25830923092468
20050211,104.25830923092468
20050212,104.25830923092468
20050213,104.25830923092468
20050214,100.3360184829801
20050215,103.6530557118174
20050216,97.45700489918589
20050217,96.61929265644652
20050218,95.57078579159243
20050219,95.57078579159243
20050220,95.57078579159243
20050221,95.94604078397875
20050222,97.44847101856496
20050223,99.8288406263569
20050224,99.57166447026073
20050225,99.84639677751521
20050226,99.84639677751521
20050227,99.84639677751521
20050228,100.98168238296266
20050301,104.17290294365245
20050302,106.63291944051143
20050303,106.30304135858331
20050304,104.78039470106447
20050305,104.78039470106447
20050306,104.78039470106447
20050307,107.87421689119343
20050308,106.96127099107332
20050309,106.89367438009415
20050310,109.32500765160987
20050311,104.88431269086482
20050312,104.88431269086482
20050313,104.88431269086482
20050314,104.89171348063721
20050315,109.57821174439755
20050316,105.22829576259926
20050317,111.28485103046755
20050318,109.2759452961933
20050319,109.2759452961933
20050320,109.2759452961933
20050321,110.48838581445338
20050322,110.07485632737483
20050323,113.42797408110297
20050324,99.4719708586479
20050325,99.4719708586479
20050326,99.4719708586479
20050327,99.4719708586479
20050328,99.4719708586479
20050329,96.8715449383295
20050330,95.71397858954408
20050331,45.347044365968934
20050401,45.210392802767366
20050402,45.210392802767366
20050403,45.210392802767366
20050404,43.35441136372143
20050405,43.35441136372143
20050406,41.71119155928958
20050407,41.656563340651125
20050408,40.56718101210058
20050409,40.56718101210058
20050410,40.56718101210058
20050411,41.21671222059242
20050412,40.79972931340674
20050413,39.2576792032996
20050414,39.90509872028997
20050415,39.71798679617444
20050416,39.71798679617444
20050417,39.71798679617444
20050418,43.00633833299796
20050419,44.845696069085925
20050420,44.73029145433983
20050421,45.14492547716321
20050422,42.81129011409687
20050423,42.81129011409687
20050424,42.81129011409687
20050425,43.47173388559372
20050426,43.75654139994719
20050427,41.308553041944066
20050428,41.45291088929347
20050429,41.09721896246898
20050430,41.09721896246898
20050501,41.09721896246898
20050502,41.09721896246898
20050503,37.22013521434134
20050504,36.647365305105644
20050505,40.36917276257719
20050506,40.35241274880234
20050507,40.35241274880234
20050508,40.35241274880234
20050509,40.37818977377363
20050510,40.18810525775739
20050511,40.36110006228571
20050512,32.618774998561484
20050513,34.90438780001036
20050514,34.90438780001036
20050515,34.90438780001036
20050516,34.90438780001036
20050517,38.55654631127591
20050518,38.19272332797708
20050519,38.96317661181526
20050520,38.6011276118929
20050521,38.6011276118929
20050522,38.6011276118929
20050523,41.08406614632364
20050524,40.305879645277145
20050525,43.16962040372991
20050526,40.15806820668066
20050527,39.67190006482396
20050528,39.67190006482396
20050529,39.67190006482396
20050530,43.588823998629586
20050531,34.2564969531685
20050601,32.00901765285591
20050602,32.432404893681344
20050603,32.08411491230689
20050604,32.08411491230689
20050605,32.08411491230689
20050606,31.942910791523484
20050607,32.20044478075697
20050608,32.05148585799421
20050609,32.0539771269549
20050610,32.090678328443694
20050611,32.090678328443694
20050612,32.090678328443694
20050613,31.8792769643662
20050614,31.675721452539502
20050615,31.84747778759591
20050616,31.75911990465753
20050617,31.490186601547286
20050618,31.490186601547286
20050619,31.490186601547286
20050620,31.23082562566939
20050621,31.120003041766623
20050622,30.828872863898845
20050623,30.7688205376935
20050624,30.88318063880222
20050625,30.88318063880222
20050626,30.88318063880222
20050627,30.788537294674413
20050628,30.678037545680812
20050629,30.657973833385302
20050630,31.27389611140099
20050701,31.27389611140099
20050702,31.27389611140099
20050703,31.27389611140099
20050704,31.10872172418948
20050705,31.29002940020351
20050706,31.24570185100232
20050707,31.40664722457786
20050708,31.6895122058592
20050709,31.6895122058592
20050710,31.6895122058592
20050711,31.128898770864744
20050712,30.920935476097764
20050713,30.69912383964199
20050714,30.518476631195735
20050715,30.595185457743177
20050716,30.595185457743177
20050717,30.595185457743177
20050718,30.63657939815197
20050719,33.29631937494914
20050720,25.432113946950473
20050721,29.00664335996149
20050722,28.87383792673527
20050723,28.87383792673527
20050724,28.87383792673527
20050725,32.84786754846373
20050726,38.53658931102466
20050727,41.01209881931359
20050728,40.2750321477015
20050729,37.238579908578515
20050730,37.238579908578515
20050731,37.238579908578515
20050801,35.62955232790278
20050802,33.716059554969455
20050803,32.83893392228453
20050804,31.444316128845948
20050805,31.304865418006774
20050806,31.304865418006774
20050807,31.304865418006774
20050808,29.277784981472035
20050809,28.966943477953272
20050810,30.61603715143149
20050811,30.594724856035057
20050812,30.660545275016016
20050813,30.660545275016016
20050814,30.660545275016016
20050815,29.896613644952136
20050816,32.92665431719059
20050817,33.39878956295255
20050818,35.15612369116391
20050819,35.36983321719151
20050820,35.36983321719151
20050821,35.36983321719151
20050822,37.6598068448058
20050823,35.36380334021402
20050824,37.10851908434713
20050825,37.06200384465066
20050826,36.72247896202519
20050827,36.72247896202519
20050828,36.72247896202519
20050829,37.23545049617921
20050830,35.18621419129273
20050831,32.99898492518674
20050901,28.768928441461874
20050902,28.9594279356321
20050903,28.9594279356321
20050904,28.9594279356321
20050905,30.391844103067655
20050906,30.2576638075786
20050907,28.503748151808068
20050908,22.59175722372996
20050909,24.379774179644073
20050910,24.379774179644073
20050911,24.379774179644073
20050912,25.35851383445573
20050913,25.53709289257159
20050914,25.483401586427934
20050915,25.477674729502265
20050916,25.533108465943414
20050917,25.533108465943414
20050918,25.533108465943414
20050919,25.533108465943414
20050920,23.343091730236477
20050921,23.837481475135142
20050922,23.757126097361716
20050923,24.85603269453682
20050924,24.85603269453682
20050925,24.85603269453682
20050926,23.950641473774755
20050927,24.972974731203223
20050928,23.303243153250737
20050929,23.077852545268442
20050930,23.607882570602957
20051001,23.607882570602957
20051002,23.607882570602957
20051003,22.50701006229682
20051004,19.14956153973274
20051005,15.206125278363439
20051006,12.199804112999663
20051007,10.376362254167567
20051008,10.376362254167567
20051009,10.376362254167567
20051010,13.685734037323535
20051011,13.685734037323535
20051012,14.758268777540131
20051013,15.370785922664595
20051014,15.917112827054074
20051015,15.917112827054074
20051016,15.917112827054074
20051017,17.209991503664586
20051018,17.981805969938915
20051019,21.23891314432928
20051020,19.85702549047078
20051021,16.763517943930204
20051022,16.763517943930204
20051023,16.763517943930204
20051024,18.469296986454708
20051025,16.515732012097953
20051026,14.793735414458244
20051027,14.632191652202984
20051028,13.567311869346291
20051029,13.567311869346291
20051030,13.567311869346291
20051031,21.138728400917696
20051101,22.155437661778066
20051102,21.10997709879819
20051103,20.119692653443447
20051104,21.044768935007205
20051105,21.044768935007205
20051106,21.044768935007205
20051107,21.16816874802801
20051108,8.599377585206565
20051109,8.108940098631528
20051110,9.163773385887318
20051111,9.120236744594546
20051112,9.120236744594546
20051113,9.120236744594546
20051114,9.786300775605806
20051115,9.128095226056574
20051116,9.722316332812936
20051117,9.502751077149133
20051118,8.470490504511655
20051119,8.470490504511655
20051120,8.470490504511655
20051121,9.329244966480674
20051122,9.34108864502209
20051123,9.731631136815375
20051124,9.805262729225193
20051125,9.25574252025485
20051126,9.25574252025485
20051127,9.25574252025485
20051128,9.500056625002193
20051129,23.595238608054373
20051130,47.71312542047617
20051201,49.41236843735274
20051202,49.08949829106111
20051203,49.08949829106111
20051204,49.08949829106111
20051205,49.170337722683435
20051206,46.56576794111049
20051207,50.494176475829086
20051208,50.67471082657257
20051209,50.72964800582285
20051210,50.72964800582285
