Date,GEK Terna Holding Real Estate Construction SA
20081125,138.7355399128266
20081126,140.16405480535755
20081127,140.0823430605098
20081128,142.53353705614418
20081129,142.53353705614418
20081130,142.53353705614418
20081201,149.45248551961328
20081202,144.70577778346143
20081203,140.4932508659608
20081204,136.29240987385558
20081205,142.44912829599699
20081206,142.44912829599699
20081207,142.44912829599699
20081208,140.83748292522833
20081209,132.95063568687485
20081210,123.70320045408383
20081211,119.0549905277205
20081212,120.13563600835644
20081213,120.13563600835644
20081214,120.13563600835644
20081215,118.2139842453365
20081216,125.34483664617245
20081217,123.93546724811935
20081218,110.00105508220473
20081219,99.56337817410837
20081220,99.56337817410837
20081221,99.56337817410837
20081222,101.21452937760115
20081223,106.20968367985343
20081224,123.53545541498883
20081225,123.53545541498883
20081226,123.53545541498883
20081227,123.53545541498883
20081228,123.53545541498883
20081229,111.27024678136999
20081230,109.76257619245828
20081231,102.32672550578823
20090101,102.32672550578823
20090102,64.84576962924015
20090103,64.84576962924015
20090104,64.84576962924015
20090105,64.69640319486678
20090106,64.69640319486678
20090107,62.22379146526331
20090108,61.10036654599774
20090109,61.480956480568814
20090110,61.480956480568814
20090111,61.480956480568814
20090112,65.5866771002287
20090113,69.11353181367232
20090114,81.58927088621034
20090115,82.2462433207065
20090116,81.04026027509717
20090117,81.04026027509717
20090118,81.04026027509717
20090119,86.92939849429322
20090120,88.5677925275893
20090121,80.11712020535124
20090122,84.63188889299545
20090123,82.31421819474463
20090124,82.31421819474463
20090125,82.31421819474463
20090126,79.60894487600304
20090127,81.80449803911227
20090128,70.69339851808753
20090129,72.37060773390499
20090130,68.17226307465587
20090131,68.17226307465587
20090201,68.17226307465587
20090202,71.66381239087455
20090203,73.38460284010696
20090204,66.81922144892201
20090205,65.50269315305404
20090206,61.6499388487706
20090207,61.6499388487706
20090208,61.6499388487706
20090209,59.69105105740802
20090210,61.82454959415552
20090211,63.051182227830346
20090212,65.19023202903824
20090213,63.62364623890845
20090214,63.62364623890845
20090215,63.62364623890845
20090216,67.19213132405811
20090217,72.50727265500959
20090218,74.53901274088648
20090219,73.82514824193501
20090220,73.80504191368465
20090221,73.80504191368465
20090222,73.80504191368465
20090223,73.55366735397011
20090224,72.81851913141764
20090225,74.01369042194791
20090226,65.96234539633937
20090227,65.35305068237511
20090228,65.35305068237511
20090301,65.35305068237511
20090302,65.35305068237511
20090303,66.69647664306844
20090304,61.20225580008049
20090305,63.33233287350998
20090306,57.66951490646208
20090307,57.66951490646208
20090308,57.66951490646208
20090309,57.5228341345092
20090310,53.93524390675196
20090311,54.28735121667758
20090312,49.668310859599124
20090313,49.59443988332949
20090314,49.59443988332949
20090315,49.59443988332949
20090316,49.55646186913941
20090317,47.940267597990115
20090318,46.68108675898292
20090319,45.468479063316174
20090320,45.87693884053731
20090321,45.87693884053731
20090322,45.87693884053731
20090323,45.995333200457495
20090324,43.90290068276904
20090325,43.90290068276904
20090326,43.797521058553166
20090327,47.65597945828052
20090328,47.65597945828052
20090329,47.65597945828052
20090330,44.13469680956431
20090331,36.24873713437428
20090401,36.040471834486524
20090402,32.97062826850346
20090403,32.304713660375185
20090404,32.304713660375185
20090405,32.304713660375185
20090406,33.04417899759287
20090407,34.21148759776677
20090408,28.515346734158538
20090409,28.265959763168393
20090410,28.265959763168393
20090411,28.265959763168393
20090412,28.265959763168393
20090413,28.265959763168393
20090414,29.12511870768349
20090415,27.314967979806553
20090416,26.097579010664226
20090417,26.097579010664226
20090418,26.097579010664226
20090419,26.097579010664226
20090420,26.097579010664226
20090421,29.44088017826127
20090422,29.915417056012192
20090423,29.203586934274053
20090424,27.372668380580965
20090425,27.372668380580965
20090426,27.372668380580965
20090427,26.517446644982616
20090428,28.00931579943058
20090429,25.659196857097186
20090430,24.15085592927189
20090501,24.15085592927189
20090502,24.15085592927189
20090503,24.15085592927189
20090504,22.934378487737135
20090505,21.512921081612603
20090506,21.413158241751592
20090507,21.443629736320993
20090508,21.30816396140866
20090509,21.30816396140866
20090510,21.30816396140866
20090511,22.557345689043917
20090512,19.946360708136037
20090513,21.805204500728635
20090514,22.139428114976482
20090515,21.33577377155077
20090516,21.33577377155077
20090517,21.33577377155077
20090518,21.162619683088288
20090519,19.745700117607146
20090520,19.077609593953817
20090521,19.272777493543916
20090522,18.808469915079954
20090523,18.808469915079954
20090524,18.808469915079954
20090525,18.516558405274857
20090526,20.375522406979133
20090527,18.873784785317756
20090528,18.618609330067322
20090529,19.117797917793034
20090530,19.117797917793034
20090531,19.117797917793034
20090601,17.786282551087712
20090602,15.359594538277635
20090603,15.31768845023105
20090604,16.843623757348443
20090605,16.469812433460852
20090606,16.469812433460852
20090607,16.469812433460852
20090608,16.469812433460852
20090609,17.324644103027328
20090610,16.09990845462856
20090611,15.434900856865474
20090612,15.112496498793519
20090613,15.112496498793519
20090614,15.112496498793519
20090615,14.872977647340175
20090616,15.962860871404551
20090617,17.754858651518912
20090618,17.933185594667012
20090619,16.96815151393507
20090620,16.96815151393507
20090621,16.96815151393507
20090622,19.630647595131776
20090623,20.171258346112545
20090624,19.558085426018273
20090625,20.006864664655094
20090626,19.429372046603035
20090627,19.429372046603035
20090628,19.429372046603035
20090629,19.65447933554092
20090630,19.719679633671696
20090701,18.043703876516943
20090702,17.336684708979426
20090703,18.384285069622685
20090704,18.384285069622685
20090705,18.384285069622685
20090706,18.29822140423981
20090707,18.42903038753288
20090708,19.523246075914376
20090709,20.025640001042017
20090710,20.483940251885997
20090711,20.483940251885997
20090712,20.483940251885997
20090713,21.38596009315229
20090714,18.725472678567186
20090715,18.335918955377373
20090716,17.02732182640653
20090717,17.616936895121334
20090718,17.616936895121334
20090719,17.616936895121334
20090720,16.42247663308622
20090721,15.833141974553905
20090722,15.04293993997211
20090723,14.847251800604274
20090724,14.426049983763841
20090725,14.426049983763841
20090726,14.426049983763841
20090727,14.259153683782412
20090728,15.021688832037219
20090729,14.84576361301404
20090730,14.495045357311048
20090731,13.846781933791076
20090801,13.846781933791076
20090802,13.846781933791076
20090803,13.104405162287454
20090804,13.69073911148132
20090805,13.546016355572483
20090806,13.569380061989383
20090807,14.111163461461683
20090808,14.111163461461683
20090809,14.111163461461683
20090810,14.099721194010678
20090811,15.45157636786904
20090812,14.740366635802118
20090813,14.59203512303656
20090814,14.896796221370188
20090815,14.896796221370188
20090816,14.896796221370188
20090817,15.390502271787506
20090818,14.886616271635452
20090819,14.926841718499194
20090820,13.824696051426288
20090821,12.817868565568205
20090822,12.817868565568205
20090823,12.817868565568205
20090824,12.014253574313368
20090825,11.4314494717045
20090826,11.486187287282654
20090827,10.946177292518474
20090828,11.301162152803174
20090829,11.301162152803174
20090830,11.301162152803174
20090831,12.241192315620873
20090901,12.121266314695024
20090902,12.653790782257007
20090903,13.785014053311665
20090904,13.2077793219224
20090905,13.2077793219224
20090906,13.2077793219224
20090907,12.69775050261933
20090908,13.570302228225765
20090909,13.289954739086832
20090910,13.33352715799542
20090911,12.913578154889356
20090912,12.913578154889356
20090913,12.913578154889356
20090914,13.224356288578525
20090915,12.478101528914209
20090916,11.804661442183598
20090917,11.894424644707186
20090918,11.637657568667626
20090919,11.637657568667626
20090920,11.637657568667626
20090921,12.364558420372386
20090922,12.069777872200545
20090923,10.989634412424246
20090924,10.924354392490256
20090925,10.955232371186716
20090926,10.955232371186716
20090927,10.955232371186716
20090928,10.80810199108721
20090929,11.388797331418974
20090930,11.072894941671452
20091001,11.15860799449243
20091002,11.353662144163678
20091003,11.353662144163678
20091004,11.353662144163678
20091005,10.893827138787918
20091006,9.79005184129149
20091007,9.83205748723016
20091008,9.344119006528317
20091009,8.875558021964325
20091010,8.875558021964325
20091011,8.875558021964325
20091012,8.154426087200074
20091013,8.714004375022169
20091014,8.10823737907476
20091015,8.167667798400771
20091016,8.654735986455728
20091017,8.654735986455728
20091018,8.654735986455728
20091019,8.122169445173768
20091020,7.766704851708495
20091021,7.987499299601991
20091022,7.870752205015522
20091023,7.809237503490828
20091024,7.809237503490828
20091025,7.809237503490828
20091026,8.226135220772111
20091027,9.217476553711178
20091028,9.217476553711178
20091029,10.25006951963168
20091030,9.37844925244927
20091031,9.37844925244927
20091101,9.37844925244927
20091102,10.331687151800415
20091103,11.250020767583845
20091104,10.72897910662575
20091105,10.571349021868787
20091106,10.062722375419034
20091107,10.062722375419034
20091108,10.062722375419034
20091109,10.16342680114225
20091110,10.890436136785345
20091111,10.333714667856302
20091112,11.405385216761097
20091113,11.437564312123975
20091114,11.437564312123975
20091115,11.437564312123975
20091116,13.120341746200245
20091117,12.980663918089629
20091118,12.091567420119386
20091119,12.423177648873832
20091120,12.912171763034904
20091121,12.912171763034904
20091122,12.912171763034904
