Date,FirstRand Ltd
20041216,30.69102934532888
20041217,30.155534408911816
20041218,30.155534408911816
20041219,30.155534408911816
20041220,29.339893323535705
20041221,25.827701440298984
20041222,26.121405877411124
20041223,25.582631184369312
20041224,26.857950008396664
20041225,26.857950008396664
20041226,26.857950008396664
20041227,26.857950008396664
20041228,25.40794171228029
20041229,25.918515439244228
20041230,26.545215424006365
20041231,25.147687779843753
20050101,25.147687779843753
20050102,25.147687779843753
20050103,28.770135887919807
20050104,28.56368405412914
20050105,29.656968243716918
20050106,32.212470763277025
20050107,30.30532155697506
20050108,30.30532155697506
20050109,30.30532155697506
20050110,32.36540659072147
20050111,33.99178559129212
20050112,30.24942580873869
20050113,31.018196067503087
20050114,31.440795390148594
20050115,31.440795390148594
20050116,31.440795390148594
20050117,32.89817759445426
20050118,36.46898848735935
20050119,36.293880280074426
20050120,36.78153096028711
20050121,31.97436337963721
20050122,31.97436337963721
20050123,31.97436337963721
20050124,31.557453478884106
20050125,32.81003622353836
20050126,29.906028627932464
20050127,27.353098583958037
20050128,27.45652832483982
20050129,27.45652832483982
20050130,27.45652832483982
20050131,27.104053367374885
20050201,27.93969084831905
20050202,29.705569558419793
20050203,29.43729366599531
20050204,29.757589032767495
20050205,29.757589032767495
20050206,29.757589032767495
20050207,33.42501197611652
20050208,32.26366322967817
20050209,31.025226245603335
20050210,29.531934507054387
20050211,28.79642204939338
20050212,28.79642204939338
20050213,28.79642204939338
20050214,30.385980474009067
20050215,29.0929048381874
20050216,27.076333745928917
20050217,27.034712267584176
20050218,27.724516008104555
20050219,27.724516008104555
20050220,27.724516008104555
20050221,28.713139123327313
20050222,27.903488972906153
20050223,26.86764373154999
20050224,27.272589070875185
20050225,25.842261421865054
20050226,25.842261421865054
20050227,25.842261421865054
20050228,26.3678012836573
20050301,27.22677123098761
20050302,29.134092996884675
20050303,31.685828085270092
20050304,27.745907232784816
20050305,27.745907232784816
20050306,27.745907232784816
20050307,28.299229832471955
20050308,27.681424426675303
20050309,30.89752633265718
20050310,31.17758672916441
20050311,31.46432657557428
20050312,31.46432657557428
20050313,31.46432657557428
20050314,33.691524688547176
20050315,34.99772348372912
20050316,36.143343556872225
20050317,37.99582154382949
20050318,38.8008909441343
20050319,38.8008909441343
20050320,38.8008909441343
20050321,38.8008909441343
20050322,37.945703561258796
20050323,38.98035266575206
20050324,39.218884249997494
20050325,39.218884249997494
20050326,39.218884249997494
20050327,39.218884249997494
20050328,39.218884249997494
20050329,39.72567668323012
20050330,39.667935221690016
20050331,47.74051109627905
20050401,45.84375663005902
20050402,45.84375663005902
20050403,45.84375663005902
20050404,47.618929187497095
20050405,48.38129094782465
20050406,48.82097299993419
20050407,48.2356913799292
20050408,47.330708853616805
20050409,47.330708853616805
20050410,47.330708853616805
20050411,48.53862452102848
20050412,50.35021217744511
20050413,49.664816931357656
20050414,47.94972448037316
20050415,50.04337103927467
20050416,50.04337103927467
20050417,50.04337103927467
20050418,52.735960126292674
20050419,51.60283954030633
20050420,52.31229304416663
20050421,50.48980625779022
20050422,51.602983778992474
20050423,51.602983778992474
20050424,51.602983778992474
20050425,52.55998227020682
20050426,51.16081740847826
20050427,51.16081740847826
20050428,53.13451115323851
20050429,53.006771630979024
20050430,53.006771630979024
20050501,53.006771630979024
20050502,53.006771630979024
20050503,50.900046862833925
20050504,48.90429872842426
20050505,49.072497151267946
20050506,47.536431706742775
20050507,47.536431706742775
20050508,47.536431706742775
20050509,46.210339346180945
20050510,45.6262397780167
20050511,45.090894248550484
20050512,47.50965431598567
20050513,47.26516771481055
20050514,47.26516771481055
20050515,47.26516771481055
20050516,46.79278204196373
20050517,49.006010587727616
20050518,47.56075722107799
20050519,45.63425265529125
20050520,45.42815477522533
20050521,45.42815477522533
20050522,45.42815477522533
20050523,49.04750274780479
20050524,50.92962766255353
20050525,48.22849307129271
20050526,49.74556047329844
20050527,48.21467125685956
20050528,48.21467125685956
20050529,48.21467125685956
20050530,49.02961655536116
20050531,51.31299112485321
20050601,54.91952141433965
20050602,53.563430774330584
20050603,51.88335884339976
20050604,51.88335884339976
20050605,51.88335884339976
20050606,50.915396961764834
20050607,48.6735202338498
20050608,48.41914837971892
20050609,48.142256780531355
20050610,47.25109833985965
20050611,47.25109833985965
20050612,47.25109833985965
20050613,49.37150430900379
20050614,48.51137178581791
20050615,45.50569553026222
20050616,45.50569553026222
20050617,43.7780654751755
20050618,43.7780654751755
20050619,43.7780654751755
20050620,45.22948633977959
20050621,45.904625246980196
20050622,46.07373570542393
20050623,47.7186424805734
20050624,50.094173828750925
20050625,50.094173828750925
20050626,50.094173828750925
20050627,49.76006226487795
20050628,48.297090067964206
20050629,47.85461856534562
20050630,50.550730281875865
20050701,51.62389025139182
20050702,51.62389025139182
20050703,51.62389025139182
20050704,51.08177180611659
20050705,51.47146454420651
20050706,51.64523812498476
20050707,51.10352714750683
20050708,51.62525743042984
20050709,51.62525743042984
20050710,51.62525743042984
20050711,48.61847295421295
20050712,43.3889215632186
20050713,42.44513020490577
20050714,39.76161359253782
20050715,42.99084882342973
20050716,42.99084882342973
20050717,42.99084882342973
20050718,40.67617759728478
20050719,40.66768359868679
20050720,40.38927275498484
20050721,37.12448485838468
20050722,36.59789122493783
20050723,36.59789122493783
20050724,36.59789122493783
20050725,36.64372715380349
20050726,37.02016802455495
20050727,36.38627214520068
20050728,34.96245511362251
20050729,37.586282867537996
20050730,37.586282867537996
20050731,37.586282867537996
20050801,36.441891660687666
20050802,35.68650151090766
20050803,35.86048526592431
20050804,36.48614754457878
20050805,35.70102152764141
20050806,35.70102152764141
20050807,35.70102152764141
20050808,34.215466056831616
20050809,34.215466056831616
20050810,32.18563847371716
20050811,32.62444706333616
20050812,33.00471530206933
20050813,33.00471530206933
20050814,33.00471530206933
20050815,34.22535560437214
20050816,34.6571087255632
20050817,36.79408340170556
20050818,37.071974417224936
20050819,36.367431081129524
20050820,36.367431081129524
20050821,36.367431081129524
20050822,36.14493661748891
20050823,35.752894332924996
20050824,38.033475148765554
20050825,39.21038604015816
20050826,40.9064165362503
20050827,40.9064165362503
20050828,40.9064165362503
20050829,40.15822636409124
20050830,41.77413764007173
20050831,42.81446443967938
20050901,39.74848053471006
20050902,37.8947780157019
20050903,37.8947780157019
20050904,37.8947780157019
20050905,37.32978872131008
20050906,37.859174337272876
20050907,35.204753577238115
20050908,36.47693651928103
20050909,37.63616490785349
20050910,37.63616490785349
20050911,37.63616490785349
20050912,38.55487773244939
20050913,37.181165445908704
20050914,36.28623473161141
20050915,37.16022907786117
20050916,36.26434632980781
20050917,36.26434632980781
20050918,36.26434632980781
20050919,37.1799157508545
20050920,47.04226130379058
20050921,46.83567523505402
20050922,47.436018742041846
20050923,48.42882569943084
20050924,48.42882569943084
20050925,48.42882569943084
20050926,46.68228262646023
20050927,46.88880010504251
20050928,48.87269908804976
20050929,48.307534684329745
20050930,59.994583636721806
20051001,59.994583636721806
20051002,59.994583636721806
20051003,61.642892044069285
20051004,61.748727561011414
20051005,63.001913284816446
20051006,65.39952694323463
20051007,68.07527317106212
20051008,68.07527317106212
20051009,68.07527317106212
20051010,66.76334191276564
20051011,66.15846322723229
20051012,66.3235463006758
20051013,69.34995148082598
20051014,71.03878916286095
20051015,71.03878916286095
20051016,71.03878916286095
20051017,69.26221231362423
20051018,70.91552932264955
20051019,74.45766009050831
20051020,72.02644013094746
20051021,73.71683752494077
20051022,73.71683752494077
20051023,73.71683752494077
20051024,70.65884434700348
20051025,70.23533704438029
20051026,69.98812149427994
20051027,71.23355037123726
20051028,71.18791527897824
20051029,71.18791527897824
20051030,71.18791527897824
20051031,71.67103749495918
20051101,67.83474645886044
20051102,68.87856347429027
20051103,66.15241132210947
20051104,68.1430240931303
20051105,68.1430240931303
20051106,68.1430240931303
20051107,67.38393629080535
20051108,71.12680401785596
20051109,69.67647460944944
20051110,67.30589782329946
20051111,66.20288333431601
20051112,66.20288333431601
20051113,66.20288333431601
20051114,63.468178880960124
20051115,65.91463752970516
20051116,65.9586124781307
20051117,65.04911434273997
20051118,65.07042996936005
20051119,65.07042996936005
20051120,65.07042996936005
20051121,66.12215950412805
20051122,67.54729983683183
20051123,65.96800435932676
20051124,64.10471048749342
20051125,65.16183300708092
20051126,65.16183300708092
20051127,65.16183300708092
20051128,66.32641258406306
20051129,67.10129952539015
20051130,80.34623788761749
20051201,80.76229509868529
20051202,72.7788985318572
20051203,72.7788985318572
20051204,72.7788985318572
20051205,72.51448737237715
20051206,67.73154064630573
20051207,61.509119608191156
20051208,64.12110929253764
20051209,67.67121860251935
20051210,67.67121860251935
20051211,67.67121860251935
20051212,64.66858645050493
20051213,67.45378464295418
20051214,67.57660208824085
20051215,64.27530600393584
20051216,64.27530600393584
20051217,64.27530600393584
20051218,64.27530600393584
20051219,58.43080244791218
20051220,59.078250008201636
20051221,57.86017487166797
20051222,55.58919000074016
20051223,54.97275161202549
20051224,54.97275161202549
20051225,54.97275161202549
20051226,54.97275161202549
20051227,53.494343938340975
20051228,55.053309566150375
20051229,54.910986391860206
20051230,60.946733505329405
20051231,60.946733505329405
20060101,60.946733505329405
20060102,60.946733505329405
20060103,57.25642649527042
20060104,55.520324162986874
20060105,58.472910986177446
20060106,52.23322939717721
20060107,52.23322939717721
20060108,52.23322939717721
20060109,51.32259416475984
20060110,50.34464330421913
20060111,46.732943886488165
20060112,48.668570666709385
20060113,47.81645420763622
20060114,47.81645420763622
20060115,47.81645420763622
20060116,50.122883478334344
20060117,52.85450668066642
20060118,53.22496431384144
20060119,46.35384803911609
20060120,46.9412493973639
20060121,46.9412493973639
20060122,46.9412493973639
20060123,47.17577285510841
20060124,48.60069962013365
20060125,48.40710934687802
20060126,50.18234276591235
20060127,49.248230373483764
20060128,49.248230373483764
20060129,49.248230373483764
20060130,51.11043651871349
20060131,46.86674884369483
20060201,44.868107797109666
20060202,43.281840703948085
20060203,46.33590240288724
20060204,46.33590240288724
20060205,46.33590240288724
20060206,43.7405320222601
20060207,46.44283521007047
20060208,48.93159579410488
20060209,45.98929507872927
20060210,47.106518429209395
20060211,47.106518429209395
20060212,47.106518429209395
20060213,50.541605494325516
20060214,52.871143337341984
20060215,50.71817302897413
20060216,48.2700731716645
20060217,43.62872423933602
20060218,43.62872423933602
20060219,43.62872423933602
20060220,44.80217150085613
20060221,44.98309302678457
20060222,44.7240679280602
20060223,44.43204902167188
20060224,47.92273733897476
20060225,47.92273733897476
20060226,47.92273733897476
20060227,48.30704754779411
20060228,58.20098097743838
20060301,58.20098097743838
20060302,60.29116660183488
20060303,60.690073197912085
20060304,60.690073197912085
20060305,60.690073197912085
20060306,60.76601888446017
20060307,68.5395484827678
20060308,67.2710452924296
20060309,62.340921882615035
20060310,64.36921530660122
20060311,64.36921530660122
20060312,64.36921530660122
20060313,63.6498361441617
20060314,61.56785044347802
20060315,59.292992232562746
20060316,59.04689085531312
20060317,58.17211421243761
20060318,58.17211421243761
20060319,58.17211421243761
20060320,56.9921638341795
20060321,56.9921638341795
20060322,56.815326913845965
20060323,54.693522233147235
20060324,54.1875940540991
20060325,54.1875940540991
20060326,54.1875940540991
20060327,53.7929759885683
20060328,56.28612368471853
20060329,55.02605022848255
20060330,52.97184919878544
20060331,53.94476300792039
20060401,53.94476300792039
20060402,53.94476300792039
20060403,53.15191677797232
20060404,54.398642767435
20060405,54.025329347084735
20060406,56.947912629179406
20060407,55.78774725309609
20060408,55.78774725309609
20060409,55.78774725309609
20060410,56.33746759051636
20060411,55.66053813727927
20060412,56.88654150271897
20060413,55.23505419444221
20060414,55.23505419444221
20060415,55.23505419444221
20060416,55.23505419444221
20060417,55.23505419444221
20060418,53.7401090650726
20060419,52.81268830641627
20060420,54.7013499594399
20060421,54.37644019856462
20060422,54.37644019856462
20060423,54.37644019856462
20060424,56.08588751356468
20060425,56.65387304398327
20060426,57.12275223996444
20060427,57.12275223996444
20060428,56.97551254499426
20060429,56.97551254499426
20060430,56.97551254499426
20060501,56.97551254499426
20060502,56.92867008686234
20060503,57.804142371635535
20060504,59.01105312766893
20060505,58.682072236488274
20060506,58.682072236488274
20060507,58.682072236488274
20060508,60.14093264339021
20060509,61.75356491173982
20060510,60.29576975754631
20060511,59.915300464826565
20060512,64.00589497126326
20060513,64.00589497126326
20060514,64.00589497126326
20060515,75.24153245074307
20060516,74.10277213500245
20060517,74.10428978957204
20060518,77.16363493311354
20060519,81.21647004644232
20060520,81.21647004644232
20060521,81.21647004644232
20060522,91.47039714654493
20060523,84.81183761069764
20060524,90.02674990391321
20060525,87.33860783278858
20060526,82.73811381403543
20060527,82.73811381403543
20060528,82.73811381403543
20060529,81.26607814241113
20060530,87.99369723811519
20060531,93.13623041325023
20060601,88.35222367095618
20060602,83.61479016875933
20060603,83.61479016875933
20060604,83.61479016875933
20060605,84.17718227174359
20060606,95.39830296539309
20060607,98.96700863680921
20060608,115.54995195618147
20060609,95.38920031096622
20060610,95.38920031096622
20060611,95.38920031096622
20060612,101.79680308743791
20060613,109.77848493290657
20060614,107.36451793924032
20060615,97.59654232794455
20060616,97.59654232794455
20060617,97.59654232794455
20060618,97.59654232794455
20060619,100.34005141215248
20060620,102.14109544368968
20060621,109.0339978394192
20060622,115.51531425861859
20060623,127.99736541561867
20060624,127.99736541561867
20060625,127.99736541561867
20060626,141.7641795249092
20060627,137.6415373134777
20060628,130.99612500458483
20060629,120.86075629513203
20060630,127.14690613291732
20060701,127.14690613291732
20060702,127.14690613291732
20060703,115.36006014509195
20060704,114.37296498151713
20060705,127.76313506900728
20060706,126.28311887137332
20060707,123.9084280929571
20060708,123.9084280929571
20060709,123.9084280929571
20060710,112.29393216763299
20060711,116.41511969911089
20060712,112.87359729420392
20060713,125.00901041597074
20060714,134.1764889195224
20060715,134.1764889195224
20060716,134.1764889195224
20060717,151.3095928739921
20060718,151.519610831373
20060719,142.45906736649013
20060720,141.33568018847325
20060721,142.72608911084885
20060722,142.72608911084885
20060723,142.72608911084885
20060724,141.34244132087204
20060725,140.87690943913768
20060726,137.39872520818375
20060727,128.75460460112006
20060728,134.8586160388858
20060729,134.8586160388858
20060730,134.8586160388858
20060731,136.13025013035917
20060801,147.17938662336877
20060802,148.93002963323764
20060803,151.9396238939384
20060804,147.23915813713816
20060805,147.23915813713816
20060806,147.23915813713816
20060807,150.64824989370692
20060808,152.3339651669084
20060809,152.3339651669084
20060810,154.60034065462844
20060811,151.69009218834546
20060812,151.69009218834546
20060813,151.69009218834546
20060814,157.417208712029
20060815,158.87470252547058
20060816,154.73097602869794
20060817,141.15173234697687
20060818,148.67776418941466
20060819,148.67776418941466
20060820,148.67776418941466
20060821,149.1923926012784
20060822,148.08184260201804
20060823,152.88432916775372
20060824,153.24779880063969
20060825,150.65456858875143
20060826,150.65456858875143
20060827,150.65456858875143
20060828,146.02484692960434
20060829,140.58421050284045
20060830,129.75869128743585
20060831,151.89641481048773
20060901,148.30899468014204
20060902,148.30899468014204
20060903,148.30899468014204
20060904,137.39470772734953
20060905,141.23186826263566
20060906,145.21034760600025
20060907,163.48255218594403
20060908,166.36612113604244
20060909,166.36612113604244
20060910,166.36612113604244
20060911,179.77648240385585
20060912,173.07388536676876
20060913,167.95153664211844
20060914,172.09974698360074
20060915,164.09235110822706
20060916,164.09235110822706
20060917,164.09235110822706
20060918,154.06016507290812
20060919,155.58983644868817
20060920,154.87722547890675
20060921,149.5533927190613
20060922,156.35828982458642
20060923,156.35828982458642
20060924,156.35828982458642
20060925,156.35828982458642
20060926,152.7903923832105
20060927,153.37557543701524
20060928,151.64761426707088
20060929,118.41604616847404
20060930,118.41604616847404
20061001,118.41604616847404
20061002,120.2398158496377
20061003,122.45491359959809
20061004,120.67277730659596
20061005,116.0056325050785
20061006,112.30339489609536
20061007,112.30339489609536
20061008,112.30339489609536
20061009,110.74268428484511
20061010,112.3078004854121
20061011,111.68245451871594
20061012,109.84247110310142
20061013,103.97192834944808
20061014,103.97192834944808
20061015,103.97192834944808
20061016,101.32081434753663
20061017,104.06106840976017
20061018,100.99187867091439
20061019,101.17939843010917
20061020,99.89661318766672
20061021,99.89661318766672
20061022,99.89661318766672
20061023,102.83296778838542
20061024,101.66858305235546
20061025,100.01149863226819
20061026,101.38501383370071
20061027,100.02392190805347
20061028,100.02392190805347
20061029,100.02392190805347
20061030,100.25759076446116
20061031,89.0687446746254
20061101,86.80338947871216
20061102,90.45754547414393
20061103,88.3659819915672
20061104,88.3659819915672
20061105,88.3659819915672
20061106,84.19427478715528
20061107,84.15359494861933
20061108,81.36569349891954
20061109,82.30542766285194
20061110,84.67301954928307
20061111,84.67301954928307
20061112,84.67301954928307
20061113,84.46262756034137
20061114,84.22301632435682
20061115,85.53871782813239
20061116,86.96172900683862
20061117,96.24999610358033
20061118,96.24999610358033
20061119,96.24999610358033
20061120,94.62598428971353
20061121,87.98546900137366
20061122,82.54563285895361
20061123,88.90836730677714
20061124,87.8613659483722
20061125,87.8613659483722
20061126,87.8613659483722
20061127,87.33101272368862
20061128,95.68620386476438
20061129,91.63115024540322
20061130,75.48770690526557
20061201,75.79148207699657
20061202,75.79148207699657
20061203,75.79148207699657
20061204,75.41930044456205
20061205,76.07701815828628
20061206,76.22694585604162
20061207,76.37044334960919
20061208,76.88497396335833
20061209,76.88497396335833
20061210,76.88497396335833
20061211,77.03843025295748
20061212,83.44698298341932
20061213,79.53234520253083
20061214,75.62268220310649
20061215,72.84104648832275
20061216,72.84104648832275
20061217,72.84104648832275
20061218,72.34992491227678
20061219,73.60195480939035
20061220,67.99036153676208
20061221,62.79359472419838
20061222,62.856604418633204
20061223,62.856604418633204
20061224,62.856604418633204
20061225,62.856604418633204
20061226,62.856604418633204
20061227,63.038994925149
20061228,63.31965163614689
20061229,53.950434085387805
20061230,53.950434085387805
20061231,53.950434085387805
20070101,53.950434085387805
20070102,52.95908250379747
20070103,55.69134613835522
20070104,59.450213109730086
20070105,57.036899045245974
20070106,57.036899045245974
20070107,57.036899045245974
20070108,56.45888820333586
20070109,52.16691476641785
20070110,52.28068992787534
20070111,52.3448804792065
20070112,52.06545775779546
20070113,52.06545775779546
20070114,52.06545775779546
20070115,50.27951594505507
20070116,48.95403350289316
20070117,48.25592167336329
20070118,47.04064586822545
20070119,49.30821779076607
20070120,49.30821779076607
20070121,49.30821779076607
20070122,47.711241518211786
20070123,47.68370918539739
20070124,48.45438749118019
20070125,50.53688823385312
20070126,49.576324961816375
20070127,49.576324961816375
20070128,49.576324961816375
20070129,51.14376617610895
20070130,50.019672644289855
20070131,44.883036678924945
20070201,43.03836004043151
20070202,43.95800615647304
20070203,43.95800615647304
20070204,43.95800615647304
20070205,45.02880942963599
20070206,42.96141955272839
20070207,43.539497228804684
20070208,45.603724331332
20070209,45.54374856261847
20070210,45.54374856261847
20070211,45.54374856261847
20070212,45.389458070826464
20070213,44.648065213907536
20070214,45.09567183280774
20070215,43.69217010540539
20070216,42.02422560074192
20070217,42.02422560074192
20070218,42.02422560074192
20070219,42.56886790016955
20070220,47.91055067773404
20070221,47.536191677321646
20070222,44.59030882156326
20070223,44.8239558450832
20070224,44.8239558450832
20070225,44.8239558450832
20070226,44.029999242097375
20070227,50.53076894805184
20070228,58.48447960070558
20070301,63.42550647684806
20070302,65.30010393001565
20070303,65.30010393001565
20070304,65.30010393001565
20070305,85.98876221440109
20070306,82.96858235050918
20070307,80.64711066329801
20070308,83.04429866385927
20070309,76.50160081333448
20070310,76.50160081333448
20070311,76.50160081333448
20070312,79.40825741568744
20070313,86.24559803416429
20070314,92.63419972039893
20070315,89.3104331647505
20070316,93.72701586257426
20070317,93.72701586257426
20070318,93.72701586257426
20070319,87.86354895041295
20070320,82.35010771676616
20070321,82.35010771676616
20070322,75.51593183951164
20070323,74.8857115952152
20070324,74.8857115952152
20070325,74.8857115952152
20070326,78.27296467783164
20070327,76.0711715948217
20070328,79.01212237031824
20070329,74.16141721774515
20070330,63.725715924514496
20070331,63.725715924514496
20070401,63.725715924514496
20070402,61.19250177530481
20070403,59.28653545926698
20070404,57.774099362918705
20070405,59.18754939397844
20070406,59.18754939397844
20070407,59.18754939397844
20070408,59.18754939397844
20070409,59.18754939397844
20070410,55.702055002494845
20070411,58.55658716129908
20070412,56.33080995650909
20070413,53.043743321792086
20070414,53.043743321792086
20070415,53.043743321792086
20070416,52.06825374254004
20070417,47.60921353041115
20070418,48.74385771401251
20070419,46.733596613284234
20070420,48.09484790907357
20070421,48.09484790907357
20070422,48.09484790907357
20070423,46.41986531010984
20070424,47.610319912076534
20070425,45.605569366800864
20070426,46.168609662521135
20070427,46.168609662521135
20070428,46.168609662521135
20070429,46.168609662521135
20070430,42.68947038303613
20070501,42.68947038303613
20070502,47.00948321157303
20070503,46.705282495145575
20070504,44.439059337263636
20070505,44.439059337263636
20070506,44.439059337263636
20070507,44.82164990680565
20070508,49.05077530327251
20070509,49.310786818698105
20070510,48.96880567109181
20070511,48.71928637609833
20070512,48.71928637609833
20070513,48.71928637609833
20070514,49.1032227282729
20070515,49.213626946262984
20070516,51.024470012848624
20070517,51.35797016831693
20070518,50.16068291334494
20070519,50.16068291334494
20070520,50.16068291334494
20070521,49.46166064816667
20070522,47.54352862799119
20070523,44.723020422894734
20070524,47.395455019701245
20070525,48.77429212561972
20070526,48.77429212561972
20070527,48.77429212561972
20070528,48.775452436029745
20070529,49.513705639685895
20070530,52.52569183247052
20070531,56.124420239636706
20070601,55.120920026057895
