Date,Land & General Bhd
20100329,4.176958103655856
20100330,4.65215368146499
20100331,4.692030774915094
20100401,4.540040688041429
20100402,4.588786168604582
20100403,4.588786168604582
20100404,4.588786168604582
20100405,4.359504057878809
20100406,4.115892516554445
20100407,3.9812380004768784
20100408,3.7630094296102072
20100409,3.673987474146625
20100410,3.673987474146625
20100411,3.673987474146625
20100412,4.095015912602866
20100413,4.449466203235205
20100414,4.421935409426136
20100415,4.64443620747619
20100416,4.562848199982845
20100417,4.562848199982845
20100418,4.562848199982845
20100419,5.008386769629893
20100420,4.780428803645306
20100421,4.759048866091295
20100422,4.91432986374753
20100423,4.9687470945129
20100424,4.9687470945129
20100425,4.9687470945129
20100426,4.991885255855033
20100427,5.25219826207648
20100428,5.348033446331409
20100429,5.324482497641017
20100430,4.988789829205902
20100501,4.988789829205902
20100502,4.988789829205902
20100503,5.24782514184064
20100504,5.423032900730597
20100505,5.506128563205135
20100506,6.047217843191329
20100507,6.390911335365541
20100508,6.390911335365541
20100509,6.390911335365541
20100510,5.69087481185309
20100511,5.877436946248218
20100512,5.91395110012849
20100513,5.452538606189407
20100514,5.339023072676326
20100515,5.339023072676326
20100516,5.339023072676326
20100517,5.712303808987819
20100518,5.493610573108324
20100519,6.306077339071483
20100520,6.571285117494214
20100521,7.284778397540369
20100522,7.284778397540369
20100523,7.284778397540369
20100524,7.19876128460996
20100525,9.037155800334958
20100526,8.75176813059725
20100527,7.855977019140744
20100528,7.855977019140744
20100529,7.855977019140744
20100530,7.855977019140744
20100531,7.776579729432278
20100601,8.643876401342462
20100602,8.086341714624218
20100603,7.787186521012871
20100604,7.8518346704999065
20100605,7.8518346704999065
20100606,7.8518346704999065
20100607,8.245810426505862
20100608,7.8259774268065945
20100609,7.612526459134953
20100610,7.677960201412602
20100611,7.77605536736553
20100612,7.77605536736553
20100613,7.77605536736553
20100614,7.858377338168665
20100615,8.018801136149893
20100616,7.3716818761069245
20100617,7.710513391716333
20100618,7.560040772066703
20100619,7.560040772066703
20100620,7.560040772066703
20100621,6.508529128684079
20100622,6.961661621605961
20100623,6.650893848876304
20100624,6.85371954888216
20100625,6.756798403005486
20100626,6.756798403005486
20100627,6.756798403005486
20100628,6.9649858598696985
20100629,7.8505982352457355
20100630,6.835112369355583
20100701,6.915986213727595
20100702,6.687539823478273
20100703,6.687539823478273
20100704,6.687539823478273
20100705,6.9270699995023435
20100706,6.69622830923096
20100707,6.656221367644385
20100708,6.443630367883712
20100709,6.152931968029865
20100710,6.152931968029865
20100711,6.152931968029865
20100712,6.106768334408073
20100713,6.491182359579271
20100714,6.356435894475785
20100715,6.418540127479943
20100716,5.340481323929171
20100717,5.340481323929171
20100718,5.340481323929171
20100719,4.6604262932031295
20100720,4.905151476119627
20100721,4.952807344728653
20100722,4.941627052857491
20100723,5.02287768551929
20100724,5.02287768551929
20100725,5.02287768551929
20100726,4.978683578821221
20100727,5.027018291688419
20100728,4.474295291408666
20100729,4.389718671377931
20100730,4.243800562089833
20100731,4.243800562089833
20100801,4.243800562089833
20100802,3.7058656927695113
20100803,3.9849849131179496
20100804,3.976960849306475
20100805,3.950435334459316
20100806,3.813502993556317
20100807,3.813502993556317
20100808,3.813502993556317
20100809,3.9785167369561174
20100810,4.328716121029431
20100811,4.7227322926849125
20100812,4.4034623988988715
20100813,4.248874165326808
20100814,4.248874165326808
20100815,4.248874165326808
20100816,4.423608361529845
20100817,3.936905645267908
20100818,3.972169548971024
20100819,3.985456375963527
20100820,4.403422920040625
20100821,4.403422920040625
20100822,4.403422920040625
20100823,4.595382352668332
20100824,5.139085063784509
20100825,5.923821083061326
20100826,5.955075609933372
20100827,6.195810809178619
20100828,6.195810809178619
20100829,6.195810809178619
20100830,6.455386997492179
20100831,6.455386997492179
20100901,6.4462249055770355
20100902,5.815898857301936
20100903,5.45024150574657
20100904,5.45024150574657
20100905,5.45024150574657
20100906,5.897864918502668
20100907,6.301714517082274
20100908,6.100490889148292
20100909,5.979551395861053
20100910,5.979551395861053
20100911,5.979551395861053
20100912,5.979551395861053
20100913,5.75540069262348
20100914,5.524407764154547
20100915,5.593857196787906
20100916,5.593857196787906
20100917,5.725600258229061
20100918,5.725600258229061
20100919,5.725600258229061
20100920,5.55321924055996
20100921,5.537586184056641
20100922,5.227283748828498
20100923,5.47423118694582
20100924,5.267252522840924
20100925,5.267252522840924
20100926,5.267252522840924
20100927,5.225128043297406
20100928,5.259640729333932
20100929,5.04320951186545
20100930,4.715355748964852
20101001,4.465727860766945
20101002,4.465727860766945
20101003,4.465727860766945
20101004,4.2290855095321565
20101005,4.369457572811013
20101006,4.403157855897212
20101007,4.4372923317077255
20101008,4.443286799375163
20101009,4.443286799375163
20101010,4.443286799375163
20101011,4.23236474388445
20101012,4.3120445290198735
20101013,3.9184262672637624
20101014,3.975973735797967
20101015,3.810073252987337
20101016,3.810073252987337
20101017,3.810073252987337
20101018,3.6060566169600823
20101019,3.743953954070244
20101020,3.6002975127607644
20101021,3.5970629312809947
20101022,3.891738800866395
20101023,3.891738800866395
20101024,3.891738800866395
20101025,3.876423949910673
20101026,3.882148367052477
20101027,3.590879539597125
20101028,3.847165213002928
20101029,3.645165774158139
20101030,3.645165774158139
20101031,3.645165774158139
20101101,3.205741559173551
20101102,3.1570120793536978
20101103,3.105817799846512
20101104,3.173205153092726
20101105,3.173205153092726
20101106,3.173205153092726
20101107,3.173205153092726
20101108,3.135727688312606
20101109,3.232173049727157
20101110,3.0135956853235775
20101111,3.1532511259184424
20101112,3.5253123443586873
20101113,3.5253123443586873
20101114,3.5253123443586873
20101115,3.477782366238269
20101116,3.8141661871641017
20101117,3.8141661871641017
20101118,3.929971269554557
20101119,4.0663228470963775
20101120,4.0663228470963775
20101121,4.0663228470963775
20101122,3.79470924737506
