Date,Ganesh Housing Corp Ltd
20160326,46.58464494061597
20160327,46.58464494061597
20160328,47.42378255915905
20160329,47.43642993463465
20160330,46.97788483243799
20160331,42.114908815872006
20160401,42.50612027888446
20160402,42.50612027888446
20160403,42.50612027888446
20160404,41.53100110548431
20160405,40.49404343968423
20160406,40.98213606042151
20160407,42.05688063818673
20160408,41.39381140177315
20160409,41.39381140177315
20160410,41.39381140177315
20160411,40.82159256993609
20160412,40.83193091663638
20160413,40.0365566598432
20160414,40.0365566598432
20160415,40.0365566598432
20160416,40.0365566598432
20160417,40.0365566598432
20160418,38.19841524064338
20160419,38.19841524064338
20160420,37.37758484078413
20160421,36.184693104297914
20160422,36.31069943013002
20160423,36.31069943013002
20160424,36.31069943013002
20160425,35.859609018946436
20160426,35.87632962853138
20160427,36.11225028997731
20160428,36.33513103219065
20160429,34.80157757212794
20160430,34.80157757212794
20160501,34.80157757212794
20160502,35.96603911592048
20160503,36.245136580953925
20160504,38.341846201366295
20160505,38.3412297322592
20160506,37.59271747252115
20160507,37.59271747252115
20160508,37.59271747252115
20160509,37.15245553614333
20160510,38.585655142443784
20160511,38.95836426611129
20160512,37.07304943160539
20160513,38.21298893172479
20160514,38.21298893172479
20160515,38.21298893172479
20160516,37.83077173492636
20160517,37.59160311711216
20160518,38.114362875106494
20160519,37.37331368081576
20160520,37.02234583487519
20160521,37.02234583487519
20160522,37.02234583487519
20160523,37.359535336209866
20160524,36.96212991774435
20160525,36.17039393083004
20160526,34.12687957528059
20160527,34.93810180369194
20160528,34.93810180369194
20160529,34.93810180369194
20160530,27.205205164573837
20160531,26.77313243594793
20160601,26.57097912091068
20160602,26.243923363582457
20160603,25.82439049109173
20160604,25.82439049109173
20160605,25.82439049109173
20160606,26.717763253570915
20160607,26.114112603069785
20160608,25.85814130951408
20160609,25.64533737794631
20160610,26.61089025804927
20160611,26.61089025804927
20160612,26.61089025804927
20160613,26.382658426819336
20160614,26.421202191841235
20160615,25.621406439408183
20160616,26.25122355196965
20160617,25.985553071693445
20160618,25.985553071693445
20160619,25.985553071693445
20160620,25.810526234947027
20160621,25.77145982805767
20160622,26.562619181344477
20160623,26.67304515469417
20160624,28.60527981886591
20160625,28.60527981886591
20160626,28.60527981886591
20160627,26.789654370188735
20160628,24.56634901666364
20160629,23.72160826181363
20160630,22.966924949965716
20160701,23.704858361095557
20160702,23.704858361095557
20160703,23.704858361095557
20160704,23.17292646565406
20160705,23.628657456040326
20160706,23.628657456040326
20160707,23.789235261541826
20160708,23.4138724802726
20160709,23.4138724802726
20160710,23.4138724802726
20160711,23.0775563512062
20160712,23.257708461293987
20160713,23.397359735526834
20160714,22.135241919543283
20160715,22.83874044481879
20160716,22.83874044481879
20160717,22.83874044481879
20160718,23.307104297690326
20160719,22.699292028237448
20160720,22.448619772242047
20160721,21.871081466874475
20160722,21.707293858879133
20160723,21.707293858879133
20160724,21.707293858879133
20160725,21.869679273725033
20160726,21.953191333915427
20160727,22.176116780185318
20160728,21.350823657510766
20160729,20.155177760938784
20160730,20.155177760938784
20160731,20.155177760938784
20160801,20.58261097710283
20160802,20.865951020216897
20160803,22.028974015581422
20160804,22.551032989644703
20160805,21.37159363703737
20160806,21.37159363703737
20160807,21.37159363703737
20160808,21.17754692718756
20160809,22.000728280370023
20160810,22.249168196509387
20160811,21.884899865303584
20160812,21.77419986370962
20160813,21.77419986370962
20160814,21.77419986370962
20160815,21.77419986370962
20160816,22.952340631226964
20160817,23.403935413869497
20160818,22.894965264422037
20160819,22.592423811308354
20160820,22.592423811308354
20160821,22.592423811308354
20160822,22.620635151648685
20160823,22.670088135369948
20160824,21.702020657421592
20160825,21.87363917257918
20160826,22.248325413364068
20160827,22.248325413364068
20160828,22.248325413364068
20160829,22.516335682909762
20160830,22.336999439313217
20160831,20.809963711096632
20160901,20.711958757243302
20160902,20.53529130160049
20160903,20.53529130160049
20160904,20.53529130160049
20160905,20.53529130160049
20160906,19.678057238867776
20160907,19.45784204768773
20160908,20.011592708142903
20160909,20.09657543124263
20160910,20.09657543124263
20160911,20.09657543124263
20160912,20.332900645844425
20160913,20.332900645844425
20160914,19.705782249923622
20160915,20.259006936767992
20160916,20.73295090323165
20160917,20.73295090323165
20160918,20.73295090323165
20160919,20.468471931641076
20160920,20.869647699271102
20160921,20.28976905865295
20160922,19.61681520569011
20160923,20.462977879038796
20160924,20.462977879038796
20160925,20.462977879038796
20160926,20.47723264095097
20160927,21.1253761551247
20160928,20.151042502570306
20160929,22.3842975928151
20160930,21.710079858060638
20161001,21.710079858060638
20161002,21.710079858060638
20161003,22.51279339928835
20161004,21.47282870281335
20161005,22.207774901715716
20161006,23.097642111130256
20161007,23.01659524092228
20161008,23.01659524092228
20161009,23.01659524092228
20161010,22.14504703777966
20161011,22.14504703777966
20161012,22.14504703777966
20161013,22.76737422457449
20161014,22.864541682682763
20161015,22.864541682682763
20161016,22.864541682682763
20161017,23.04682399863499
20161018,21.855058243755188
20161019,21.924454278356393
20161020,21.6244976277323
20161021,21.791571348554307
20161022,21.791571348554307
20161023,21.791571348554307
20161024,19.490177208774305
20161025,19.25165537358509
20161026,20.045014071035784
20161027,20.658974893908038
20161028,18.10873501230808
20161029,18.10873501230808
20161030,18.10873501230808
20161031,18.10873501230808
20161101,17.062321936763343
20161102,17.35044893232467
20161103,17.554412612903427
20161104,18.391484491170168
20161105,18.391484491170168
20161106,18.391484491170168
20161107,17.52739841956627
20161108,18.11195585814428
20161109,20.018315565291992
20161110,18.83660240786655
20161111,21.94868913230665
20161112,21.94868913230665
20161113,21.94868913230665
20161114,21.94868913230665
20161115,23.65791777868784
20161116,24.801041687674626
20161117,25.992115032859925
20161118,25.348134134190815
20161119,25.348134134190815
20161120,25.348134134190815
20161121,25.803551735507824
20161122,27.208836467209466
20161123,26.607389628221338
20161124,25.817610966123226
20161125,24.664092549714518
20161126,24.664092549714518
20161127,24.664092549714518
20161128,24.338291693826744
20161129,17.79795871949588
20161130,20.58945144708974
20161201,21.943804707762606
20161202,22.1616120832014
20161203,22.1616120832014
20161204,22.1616120832014
20161205,22.648286788421956
20161206,23.47716661148076
20161207,24.003100077388112
20161208,23.059596008543956
20161209,22.716943630507767
20161210,22.716943630507767
20161211,22.716943630507767
20161212,23.254851227542126
20161213,22.65536881402557
20161214,23.61747127032841
20161215,24.9557719888054
20161216,22.936020411799756
20161217,22.936020411799756
20161218,22.936020411799756
20161219,24.39554941297923
20161220,25.052831665322092
20161221,25.263917483204587
20161222,26.081200416551887
20161223,27.149790565690477
20161224,27.149790565690477
20161225,27.149790565690477
20161226,28.400102194583763
20161227,26.98368637541719
20161228,27.443398121270718
20161229,27.30682463927706
20161230,23.905310828328457
20161231,23.905310828328457
20170101,23.905310828328457
20170102,21.551632751629292
20170103,21.575774262991285
20170104,22.671472639987247
20170105,22.58141762615252
20170106,22.66154266033519
20170107,22.66154266033519
20170108,22.66154266033519
20170109,21.593318517901476
20170110,21.269621059736934
20170111,21.2619188231914
20170112,21.163518801410657
20170113,21.515628324487658
20170114,21.515628324487658
20170115,21.515628324487658
20170116,19.534555974013518
20170117,20.109942202774224
20170118,19.863516392581822
20170119,19.459678291715885
20170120,19.640612623975404
20170121,19.640612623975404
20170122,19.640612623975404
20170123,19.14697734879553
20170124,18.905541783267857
20170125,18.348256041982307
20170126,18.348256041982307
20170127,17.53428636217146
20170128,17.53428636217146
20170129,17.53428636217146
20170130,18.200302553466717
20170131,18.87702407369033
20170201,15.950838232657025
20170202,15.323631015407285
20170203,15.506461987432564
20170204,15.506461987432564
20170205,15.506461987432564
20170206,14.930946607634773
20170207,15.617143129358983
20170208,15.658113758377015
20170209,15.897474751157185
20170210,15.62093846734774
20170211,15.62093846734774
20170212,15.62093846734774
20170213,15.42408986975283
20170214,15.962161636395846
20170215,17.05574594122196
20170216,16.64893346238765
20170217,16.334028070808753
20170218,16.334028070808753
20170219,16.334028070808753
20170220,16.66317847131511
20170221,15.322092485045015
20170222,16.20342876587389
20170223,16.057492980673153
20170224,16.057492980673153
20170225,16.057492980673153
20170226,16.057492980673153
20170227,16.06925828606484
20170228,15.84547075765045
20170301,15.922601422608993
20170302,16.60098225986764
20170303,16.557223666682162
20170304,16.557223666682162
20170305,16.557223666682162
20170306,16.760469402321814
20170307,17.09449749802235
20170308,17.38285591268763
20170309,17.3813776357765
20170310,17.44448928737042
20170311,17.44448928737042
20170312,17.44448928737042
20170313,17.44448928737042
20170314,16.080801531186655
20170315,15.442900787289778
20170316,15.396230126118274
20170317,15.774969740534189
20170318,15.774969740534189
20170319,15.774969740534189
20170320,16.00682486536091
20170321,15.876368178307562
20170322,15.81473724126744
20170323,15.181513159668222
20170324,15.069964160064645
20170325,15.069964160064645
20170326,15.069964160064645
20170327,15.316475107615025
20170328,15.249564364726647
20170329,15.374344514430526
20170330,15.262267261948871
20170331,14.625285070242288
20170401,14.625285070242288
20170402,14.625285070242288
20170403,12.971240694111334
20170404,12.971240694111334
20170405,10.515117082457204
20170406,10.423570352142606
20170407,10.795386069421308
20170408,10.795386069421308
20170409,10.795386069421308
20170410,11.015959067294029
20170411,11.043557573970789
20170412,11.871764150404463
20170413,11.933608809757226
20170414,11.933608809757226
20170415,11.933608809757226
20170416,11.933608809757226
20170417,9.315992830838525
20170418,9.528086263417022
20170419,9.5783795090345
20170420,9.300929373608689
20170421,9.279328553852682
20170422,9.279328553852682
20170423,9.279328553852682
20170424,9.156861762485027
20170425,9.253447771639483
20170426,9.94202217465017
20170427,10.350681417507037
20170428,12.191567407087373
20170429,12.191567407087373
20170430,12.191567407087373
20170501,12.191567407087373
20170502,11.619595822365222
20170503,9.6985023087529
20170504,9.437055759865084
20170505,9.754833593340472
20170506,9.754833593340472
20170507,9.754833593340472
20170508,8.564369329088276
20170509,8.573996739794826
20170510,8.177162414946617
20170511,8.951428953043768
20170512,9.067290912541134
20170513,9.067290912541134
20170514,9.067290912541134
20170515,9.154667088373866
20170516,9.402603592466766
20170517,9.111428563859805
20170518,9.981571750491895
20170519,10.140828434405028
20170520,10.140828434405028
20170521,10.140828434405028
20170522,10.29963131510587
20170523,10.80421817478947
20170524,11.57216704371424
20170525,10.61481154290344
20170526,10.31008470614449
20170527,10.31008470614449
20170528,10.31008470614449
20170529,11.061257628692005
20170530,10.515576457163682
20170531,13.044755712687925
20170601,13.420690417918152
20170602,13.44292572937865
20170603,13.44292572937865
20170604,13.44292572937865
20170605,11.856787007065448
20170606,12.44305186806343
20170607,12.5013348360799
20170608,12.035492214594212
20170609,11.964388739833412
20170610,11.964388739833412
20170611,11.964388739833412
20170612,12.318721513336877
20170613,12.474982396399731
20170614,12.413090401654014
20170615,12.165923702620608
20170616,12.248971627013676
20170617,12.248971627013676
20170618,12.248971627013676
20170619,12.487089299263051
20170620,12.872084976401883
20170621,13.037071876767124
20170622,13.254169861510986
20170623,13.372207881416813
20170624,13.372207881416813
20170625,13.372207881416813
20170626,13.372207881416813
20170627,13.993256080543988
20170628,14.497165329653225
20170629,13.65670647654723
20170630,14.238303701054923
20170701,14.238303701054923
20170702,14.238303701054923
20170703,11.950410462939027
20170704,12.47904067230543
20170705,9.968744304356743
20170706,9.302859126337848
20170707,9.749227853844548
20170708,9.749227853844548
20170709,9.749227853844548
20170710,8.366934840182239
20170711,9.093456426954948
20170712,9.05743964579882
20170713,9.184585408073547
20170714,9.295180251039735
20170715,9.295180251039735
20170716,9.295180251039735
20170717,9.381135684023644
20170718,10.214801608720597
20170719,9.585898338407164
20170720,9.90780067895768
20170721,10.036806599024487
20170722,10.036806599024487
20170723,10.036806599024487
20170724,9.851767656272855
20170725,10.284102082643667
20170726,9.179007700227892
20170727,9.72361119180147
20170728,9.578879305065554
20170729,9.578879305065554
20170730,9.578879305065554
20170731,11.267087760901166
20170801,11.42161651580715
20170802,11.253860266226667
20170803,11.62562759340576
20170804,11.84679537105746
20170805,11.84679537105746
20170806,11.84679537105746
20170807,11.08300361521353
20170808,12.047756601799684
20170809,12.399859265537316
20170810,13.256358222065204
20170811,14.596685765827006
20170812,14.596685765827006
20170813,14.596685765827006
20170814,13.73629128246244
20170815,13.73629128246244
20170816,13.905056580883441
20170817,13.100245288256403
20170818,14.054151910672097
20170819,14.054151910672097
20170820,14.054151910672097
20170821,14.130911511147302
20170822,14.276819912384084
20170823,13.61675922492235
20170824,14.02408772899696
20170825,14.02408772899696
20170826,14.02408772899696
20170827,14.02408772899696
20170828,13.239684770559169
20170829,14.017271255651378
20170830,13.63880903992257
20170831,14.446185529425707
20170901,14.258457283701075
20170902,14.258457283701075
20170903,14.258457283701075
20170904,14.953821693927134
20170905,13.4905859042498
20170906,13.144414303247693
20170907,13.337022632125713
20170908,13.780389039459589
20170909,13.780389039459589
20170910,13.780389039459589
20170911,13.834634962003225
20170912,13.858957143313027
20170913,13.942144953333855
20170914,14.086235493614481
20170915,14.653177742765727
20170916,14.653177742765727
20170917,14.653177742765727
20170918,15.051707838061672
20170919,15.026878458877603
20170920,15.670614501612443
20170921,15.65273439885318
20170922,16.79759617366843
20170923,16.79759617366843
20170924,16.79759617366843
20170925,18.177475886539977
20170926,17.905818049082736
20170927,18.92607113596771
20170928,18.397316265652776
20170929,17.14165973027149
20170930,17.14165973027149
20171001,17.14165973027149
20171002,17.14165973027149
20171003,16.94711891500569
20171004,16.8456623207957
20171005,17.134262446507638
20171006,17.516413436575174
20171007,17.516413436575174
20171008,17.516413436575174
20171009,17.567651395262736
20171010,17.52247606582491
20171011,17.953424066324644
20171012,17.439238429599634
20171013,17.288169660558914
20171014,17.288169660558914
20171015,17.288169660558914
20171016,17.622019969886605
20171017,17.545092630394546
20171018,17.947768689399066
20171019,16.5031709373136
20171020,16.5031709373136
20171021,16.5031709373136
20171022,16.5031709373136
20171023,17.502736461419097
20171024,17.077041345283035
20171025,17.259386177211763
20171026,17.303241416019837
20171027,17.537802428395697
20171028,17.537802428395697
20171029,17.537802428395697
20171030,17.878504165697112
20171031,18.08745360985625
20171101,18.214531741527132
20171102,18.0123930012361
20171103,18.194778396874334
20171104,18.194778396874334
20171105,18.194778396874334
20171106,18.20061381922736
20171107,18.677283940832076
20171108,19.085282718452454
20171109,19.100722622403097
20171110,20.170325086278467
20171111,20.170325086278467
20171112,20.170325086278467
20171113,18.425579264222648
20171114,17.826999594231363
20171115,19.04212419537319
20171116,16.682648939042785
20171117,16.282097707504636
20171118,16.282097707504636
20171119,16.282097707504636
20171120,16.718643154368312
20171121,15.320557102477029
20171122,14.741785454326665
20171123,14.38821417965184
20171124,14.479201133454332
20171125,14.479201133454332
20171126,14.479201133454332
20171127,14.401815632942405
20171128,13.177278331029829
20171129,14.20689933270534
20171130,14.575067047567234
20171201,15.389110018386631
20171202,15.389110018386631
20171203,15.389110018386631
20171204,14.789851437122426
20171205,15.788073274166798
20171206,16.19317457519396
20171207,14.187788562569398
20171208,14.544895083575478
20171209,14.544895083575478
20171210,14.544895083575478
20171211,14.460473142098415
20171212,15.430620770907128
20171213,16.107496608798407
20171214,16.26810695963543
20171215,15.354998369605648
20171216,15.354998369605648
20171217,15.354998369605648
20171218,15.045427459353922
20171219,14.707985055855671
20171220,13.976909379772513
20171221,12.548159176612424
20171222,12.330665724073913
20171223,12.330665724073913
20171224,12.330665724073913
20171225,12.330665724073913
20171226,10.72364405957662
20171227,11.439451183925915
20171228,10.699796298252757
20171229,10.508643312630225
20171230,10.508643312630225
20171231,10.508643312630225
20180101,10.653673460053499
20180102,11.007308115507668
