Date,Goldman Sachs Group Inc/The
20070204,279.06323771512655
20070205,283.1552940786924
20070206,271.7079587840287
20070207,276.9103856351693
20070208,274.2725459325771
20070209,275.4586977128353
20070210,275.4586977128353
20070211,275.4586977128353
20070212,281.46970320616066
20070213,279.9447774033045
20070214,265.0881893910309
20070215,266.35365894090796
20070216,264.95470443962415
20070217,264.95470443962415
20070218,264.95470443962415
20070219,264.95470443962415
20070220,255.70192482111378
20070221,258.64213110033825
20070222,260.924347574058
20070223,267.95762491208745
20070224,267.95762491208745
20070225,267.95762491208745
20070226,274.9962508220339
20070227,308.5519335548764
20070228,286.8222046287892
20070301,298.3827472914089
20070302,309.41321049765475
20070303,309.41321049765475
20070304,309.41321049765475
20070305,328.0518663735727
20070306,306.9048669772697
20070307,313.01494608911696
