Date,Joindre Capital Services Ltd
20040925,9.084724331476679
20040926,9.084724331476679
20040927,9.087647617519014
20040928,9.066963372216833
20040929,8.999284921921415
20040930,8.388682165774126
20041001,8.372419544389288
20041002,8.372419544389288
20041003,8.372419544389288
20041004,7.840548533319525
20041005,8.148734814374498
20041006,8.30095917971104
20041007,8.013400637585793
20041008,7.972902191766458
20041009,7.972902191766458
20041010,7.972902191766458
20041011,7.7284666465543905
20041012,6.968003783191521
20041013,6.968003783191521
20041014,7.476261508892832
20041015,7.8130808026724425
20041016,7.8130808026724425
20041017,7.8130808026724425
20041018,8.389489954165146
20041019,8.408605021219326
20041020,8.358924225847366
20041021,8.193648723064692
20041022,8.193648723064692
20041023,8.193648723064692
20041024,8.193648723064692
20041025,8.922261439405966
20041026,8.66509524956095
20041027,8.675131200027982
20041028,8.38241088495598
20041029,8.63063098334551
20041030,8.63063098334551
20041031,8.63063098334551
20041101,9.020117264810695
20041102,7.6009450365810824
20041103,7.07030725281964
20041104,7.11010014890301
20041105,6.892606187387603
20041106,6.892606187387603
20041107,6.892606187387603
20041108,7.067164837732978
20041109,6.556091265533543
20041110,6.527627970049042
20041111,7.3141131505273265
20041112,6.711735725722079
20041113,6.711735725722079
20041114,6.711735725722079
20041115,6.711735725722079
20041116,6.464688369807883
20041117,6.487937139246388
20041118,7.427983456625966
20041119,6.703620894622824
20041120,6.703620894622824
20041121,6.703620894622824
20041122,6.655204633801437
20041123,6.487294466989015
20041124,6.053683636921383
20041125,5.963960204362586
20041126,5.963960204362586
20041127,5.963960204362586
20041128,5.963960204362586
20041129,6.318764768420947
20041130,6.124206269410119
20041201,6.027231522162933
20041202,5.239363692782836
20041203,5.264375412311191
20041204,5.264375412311191
20041205,5.264375412311191
20041206,5.162147524795401
20041207,5.228555419136708
20041208,5.0088923925571995
20041209,4.980478842948778
20041210,5.03855351501292
20041211,5.03855351501292
20041212,5.03855351501292
20041213,4.390462268543485
20041214,4.530536389191764
20041215,3.900127013056383
20041216,3.6216489726052923
20041217,3.6554734789815497
20041218,3.6554734789815497
20041219,3.6554734789815497
20041220,4.070018724463255
20041221,3.8678871586591073
20041222,4.426973076407473
20041223,3.871020924994206
20041224,4.0444481466596836
20041225,4.0444481466596836
20041226,4.0444481466596836
20041227,4.107121718549457
20041228,4.364080190597218
20041229,4.801277442582902
20041230,4.452493754748751
20041231,3.810058270235702
20050101,3.810058270235702
20050102,3.810058270235702
20050103,3.607178601071581
20050104,3.968822018424311
20050105,4.320335782685053
20050106,4.503289566017933
20050107,4.345638502575183
20050108,4.345638502575183
20050109,4.345638502575183
20050110,4.236051068383104
20050111,4.760559897697666
20050112,5.079307995431307
20050113,4.736809491859241
20050114,4.968610202108712
20050115,4.968610202108712
20050116,4.968610202108712
20050117,4.85576099314024
20050118,4.994503389175598
20050119,5.0619576853950665
20050120,5.05117468085492
20050121,5.05117468085492
20050122,5.05117468085492
20050123,5.05117468085492
20050124,5.4633697560711445
20050125,5.22243929264303
20050126,5.22243929264303
20050127,5.203719570427512
20050128,4.686487451461235
20050129,4.686487451461235
20050130,4.686487451461235
20050131,3.9979518060773076
20050201,4.261862186928134
20050202,4.396163012495383
20050203,4.109784474105759
20050204,4.201884756373196
20050205,4.201884756373196
20050206,4.201884756373196
20050207,4.430196247538864
20050208,4.412808983675482
20050209,4.425326774648461
20050210,4.343482264556553
20050211,4.372376453761329
20050212,4.372376453761329
20050213,4.372376453761329
20050214,4.218102292714627
20050215,4.759986768316354
20050216,4.798162158323385
20050217,5.041846070841588
20050218,5.057381647402356
20050219,5.057381647402356
20050220,5.057381647402356
20050221,4.949598281387481
20050222,4.9155950801672965
20050223,4.793046200198855
20050224,5.0177609245495045
20050225,4.783864731226565
20050226,4.783864731226565
20050227,4.783864731226565
20050228,4.4389121791179145
20050301,4.592087446215962
20050302,4.654818873298778
20050303,4.250947125818995
20050304,4.496944621255527
20050305,4.496944621255527
20050306,4.496944621255527
20050307,4.293782886546981
20050308,4.330470084409974
20050309,4.352143292949258
20050310,3.9458752714866008
20050311,3.535225911827355
20050312,3.535225911827355
20050313,3.535225911827355
20050314,3.2972755710701085
20050315,3.3178673535579213
20050316,3.3630505439973675
20050317,3.6847445268784282
20050318,3.7740842320256505
20050319,3.7740842320256505
20050320,3.7740842320256505
20050321,3.932054641891704
20050322,3.9094941320872896
20050323,3.727269868267864
20050324,3.4270700475535802
20050325,3.4270700475535802
20050326,3.4270700475535802
20050327,3.4270700475535802
20050328,3.7792010411498054
20050329,4.416125764050479
20050330,4.23838720679806
20050331,3.343021851950662
20050401,3.2063006287077545
20050402,3.2063006287077545
20050403,3.2063006287077545
20050404,3.272221720597439
20050405,3.6946530125333052
20050406,3.55415903808133
20050407,3.486474234708145
20050408,3.715900545386021
20050409,3.715900545386021
20050410,3.715900545386021
20050411,3.9914458450400225
20050412,3.847562542196035
20050413,4.14545991000488
20050414,4.14545991000488
20050415,4.287252239295539
20050416,4.287252239295539
20050417,4.287252239295539
20050418,4.5911426940371145
20050419,4.670269399597456
20050420,4.520962933983141
20050421,4.803579906347601
20050422,4.562357380596011
20050423,4.562357380596011
20050424,4.562357380596011
20050425,4.2580616653434396
20050426,4.48394638689975
20050427,4.50959935518549
20050428,4.66483510045508
20050429,4.803881754666604
20050430,4.803881754666604
20050501,4.803881754666604
20050502,4.96352778687732
20050503,4.811384814258654
20050504,4.919310346321738
20050505,4.1743425239570255
20050506,4.193187252834888
20050507,4.193187252834888
20050508,4.193187252834888
20050509,3.7832640132593056
20050510,4.017704706155808
20050511,3.80531309201289
20050512,3.8552772249584377
20050513,3.984674731673582
20050514,3.984674731673582
20050515,3.984674731673582
20050516,3.3757409441614454
20050517,3.079741138423315
20050518,3.369407248295334
20050519,3.420280942758265
20050520,3.406354606487069
20050521,3.406354606487069
20050522,3.406354606487069
20050523,3.300993113159223
20050524,3.342144421687229
20050525,3.2160652559309746
20050526,3.1302567323040282
20050527,3.1695982554730224
20050528,3.1695982554730224
20050529,3.1695982554730224
20050530,3.1151794163104687
20050531,2.7467006479000666
20050601,2.5386286110455756
20050602,2.6174467196985916
20050603,2.426309756574986
20050604,2.426309756574986
20050605,2.426309756574986
20050606,1.858089573527997
20050607,1.8341531193001188
20050608,1.9050584500704448
20050609,1.9517773633776154
20050610,1.7835310572046077
20050611,1.7835310572046077
20050612,1.7835310572046077
20050613,1.538188147843878
20050614,1.390382205537976
20050615,1.2357760684382495
20050616,1.312541673082514
20050617,1.5467168707587435
20050618,1.5467168707587435
20050619,1.5467168707587435
20050620,1.7171331261459588
20050621,1.7562386747517296
20050622,1.5765693254177338
20050623,1.6665748955615958
20050624,1.7009737790643211
20050625,1.7009737790643211
20050626,1.7009737790643211
20050627,1.8568801220124673
20050628,2.077575241076284
20050629,2.027872546878566
20050630,2.6802115483839346
20050701,2.80408542912584
20050702,2.80408542912584
20050703,2.80408542912584
20050704,2.6578454627250148
20050705,2.86470083622002
20050706,2.7065709216062444
20050707,3.041367055944742
20050708,2.848956229791554
20050709,2.848956229791554
20050710,2.848956229791554
20050711,2.6950572360961194
20050712,2.839469165128223
20050713,2.7158388576820847
20050714,2.6992008755176995
20050715,2.5294224028150776
20050716,2.5294224028150776
20050717,2.5294224028150776
20050718,2.2075015719307802
20050719,2.303025658085823
20050720,2.106166976311564
20050721,2.3878703448831713
20050722,2.224155544924142
20050723,2.224155544924142
20050724,2.224155544924142
20050725,2.253708255633462
20050726,2.333549931004836
20050727,2.384573980744145
20050728,2.384573980744145
20050729,2.3101262007431527
20050730,2.3101262007431527
20050731,2.3101262007431527
20050801,2.365219510668609
20050802,2.2914995876393385
20050803,2.445689040361509
20050804,2.4728944887723743
20050805,2.292480654388826
20050806,2.292480654388826
20050807,2.292480654388826
20050808,2.392153098064996
20050809,2.323985603656143
20050810,2.1780165268549196
20050811,2.0069881831387373
20050812,1.9838742769449327
20050813,1.9838742769449327
20050814,1.9838742769449327
20050815,1.9838742769449327
20050816,2.0274529962545973
20050817,1.933357357849534
20050818,1.9689252976915264
20050819,1.9733786521430028
20050820,1.9733786521430028
20050821,1.9733786521430028
20050822,1.7803607932467074
20050823,1.7114169907623242
20050824,1.568899769911772
20050825,1.3862617400704214
20050826,1.1707100663582641
20050827,1.1707100663582641
20050828,1.1707100663582641
20050829,1.2248593431338632
20050830,1.2259955538743987
20050831,1.2473311775803406
20050901,1.2366006079746485
20050902,1.254333912084661
20050903,1.254333912084661
20050904,1.254333912084661
20050905,1.2690338505032561
20050906,1.2842516368231711
20050907,1.2842516368231711
20050908,1.2654431426546326
20050909,1.26194125059533
20050910,1.26194125059533
20050911,1.26194125059533
20050912,1.3251067035343143
20050913,1.3451053595630253
20050914,1.411865369557786
20050915,1.2993505725925498
20050916,1.2109449781904171
20050917,1.2109449781904171
20050918,1.2109449781904171
20050919,1.143806528121203
20050920,1.2364023313595633
20050921,1.3388225219236314
20050922,1.5774192541207879
20050923,1.6664818242356056
20050924,1.6664818242356056
20050925,1.6664818242356056
20050926,1.5599011700528094
20050927,1.59718761723586
20050928,1.5757736192559257
20050929,1.6786717982449904
20050930,1.8040178160772937
20051001,1.8040178160772937
20051002,1.8040178160772937
20051003,1.743895156569646
20051004,1.6457348851286229
20051005,1.731835065192714
20051006,1.9356876149320934
20051007,2.1412996557382793
20051008,2.1412996557382793
20051009,2.1412996557382793
20051010,2.1254376473395005
20051011,2.16114603336062
20051012,2.16114603336062
20051013,2.3056015861339287
20051014,2.5751993745740234
20051015,2.5751993745740234
20051016,2.5751993745740234
20051017,2.7868691599601823
20051018,3.104627057197981
20051019,3.4960952319631575
20051020,3.6793132424172734
20051021,3.5008631873076403
20051022,3.5008631873076403
20051023,3.5008631873076403
20051024,3.6183233216692052
20051025,3.384787133409813
20051026,3.3697015721754604
20051027,3.4031002590401616
20051028,3.7252557458265088
20051029,3.7252557458265088
20051030,3.7252557458265088
20051031,3.2864981543313814
20051101,3.1600526093634476
20051102,3.3326736642326487
20051103,3.3326736642326487
20051104,3.3326736642326487
20051105,3.3326736642326487
20051106,3.3326736642326487
20051107,3.1481821753445085
20051108,2.988572718926552
20051109,3.1168149515075267
20051110,2.997337546144247
20051111,2.871110494602553
20051112,2.871110494602553
20051113,2.871110494602553
20051114,2.696102105081582
20051115,2.696102105081582
20051116,2.6011987556219256
20051117,2.430914047047533
20051118,2.3161029919152565
20051119,2.3161029919152565
20051120,2.3161029919152565
20051121,2.453891162460474
20051122,2.5593337109942373
20051123,2.5734969565480506
20051124,2.3941769501567918
20051125,2.2665708955508914
20051126,2.2665708955508914
20051127,2.2665708955508914
20051128,2.3045030092588425
20051129,2.4404307571048403
20051130,2.4587289133606984
20051201,2.3378047423005937
20051202,2.346935113039921
20051203,2.346935113039921
20051204,2.346935113039921
20051205,2.304807138221272
20051206,2.2971478226601993
20051207,2.145697691386277
20051208,2.0201153020025835
20051209,1.9062613807680344
20051210,1.9062613807680344
20051211,1.9062613807680344
20051212,1.8337111677070659
20051213,1.861312772869189
20051214,1.9021945243155989
20051215,2.0693468385978333
20051216,2.1087039462805444
20051217,2.1087039462805444
20051218,2.1087039462805444
20051219,1.9873676507314038
20051220,2.070616106147301
20051221,1.9895541583412606
20051222,1.8778447126937854
20051223,1.8423785743375867
20051224,1.8423785743375867
20051225,1.8423785743375867
20051226,2.04256562744805
20051227,1.8716486653346522
20051228,1.8142905305850843
20051229,1.774451884989755
20051230,1.6126002033680695
20051231,1.6126002033680695
20060101,1.6126002033680695
20060102,1.5115719523505673
20060103,1.3443410877288546
20060104,1.2601023963024802
20060105,1.3140547419708846
20060106,1.2766981494019591
20060107,1.2766981494019591
20060108,1.2766981494019591
20060109,1.4082515288749176
20060110,1.479496771316099
20060111,1.479496771316099
20060112,1.4098755053145473
20060113,1.4560397263713696
20060114,1.4560397263713696
20060115,1.4560397263713696
20060116,1.4879363373653811
20060117,1.5288851121312934
20060118,1.639424153613362
20060119,1.466967473921818
20060120,1.443442406638523
20060121,1.443442406638523
20060122,1.443442406638523
20060123,1.462188111550562
20060124,1.4229607583111508
20060125,1.531867896086201
20060126,1.531867896086201
20060127,1.5518720201518956
20060128,1.5518720201518956
20060129,1.5518720201518956
20060130,1.6689401013749547
20060131,1.6999495663381123
20060201,1.7609377608584407
20060202,1.9193530563486105
20060203,2.0182481920609074
20060204,2.0182481920609074
20060205,2.0182481920609074
20060206,2.010669815209404
20060207,1.908894052161092
20060208,1.848767852325695
20060209,1.848767852325695
20060210,1.6721873956439446
20060211,1.6721873956439446
20060212,1.6721873956439446
20060213,1.5918721324763236
20060214,1.7000604678538518
20060215,1.6328252005801136
20060216,1.7268016257932641
20060217,1.9557913285587332
20060218,1.9557913285587332
20060219,1.9557913285587332
20060220,1.9946803269997764
20060221,1.8082859082380052
20060222,1.9518982293289746
20060223,2.0308082239197263
20060224,1.8752162635443157
20060225,1.8752162635443157
20060226,1.8752162635443157
20060227,1.7731624832011017
20060228,1.855662074750318
20060301,1.9566482128352904
20060302,1.9785688317761165
20060303,1.9243857220095075
20060304,1.9243857220095075
20060305,1.9243857220095075
20060306,1.9847314508406746
20060307,1.901795175781092
20060308,2.053345036863521
20060309,2.040999541648083
20060310,1.9742573159669556
20060311,1.9742573159669556
20060312,1.9742573159669556
20060313,1.9839719493196457
20060314,1.9364471795453253
20060315,1.9364471795453253
20060316,1.8518204770364832
20060317,1.8449864307100952
20060318,1.8449864307100952
20060319,1.8449864307100952
20060320,1.8311497580579654
20060321,1.9176800053304914
20060322,1.9577465190922938
20060323,1.9697790679251197
20060324,1.8127324994552247
20060325,1.8127324994552247
20060326,1.8127324994552247
20060327,1.8335682986769257
20060328,1.8983283987964052
20060329,1.788364097863274
20060330,1.7216011373594404
20060331,1.6372612783907143
20060401,1.6372612783907143
20060402,1.6372612783907143
20060403,1.4322184248253416
20060404,1.360350326260116
20060405,1.3430565464038604
20060406,1.3430565464038604
20060407,1.4820975517033357
20060408,1.4820975517033357
20060409,1.4820975517033357
20060410,1.446126872766176
20060411,1.446126872766176
20060412,1.4911353081931058
20060413,1.5752863860351758
20060414,1.5752863860351758
20060415,1.5752863860351758
20060416,1.5752863860351758
20060417,1.3371284744010759
20060418,1.2514071955147894
20060419,1.115958629255463
20060420,1.1377996496771206
20060421,1.166185285021273
20060422,1.166185285021273
20060423,1.166185285021273
20060424,1.1804492762280105
20060425,1.2881786264526358
20060426,1.2380874981512688
20060427,1.2624683079697563
20060428,1.2914199328104767
20060429,1.2914199328104767
20060430,1.2914199328104767
20060501,1.2914199328104767
20060502,0.9458203991969865
20060503,0.7640237263023351
20060504,0.7894093192164441
20060505,0.809611595446369
20060506,0.809611595446369
20060507,0.809611595446369
20060508,0.8149933375244034
20060509,0.8180862933663139
20060510,0.7705967035939212
20060511,0.836478673257551
20060512,0.9275670484068674
20060513,0.9275670484068674
20060514,0.9275670484068674
20060515,1.1316611362780973
20060516,1.1069628098576059
20060517,0.9670742254812091
20060518,1.3037225447906622
20060519,1.5384078802510333
20060520,1.5384078802510333
20060521,1.5384078802510333
20060522,1.873003756018066
20060523,1.67821078916989
20060524,1.708422150101162
20060525,1.7212295945281462
20060526,1.725130007213865
20060527,1.725130007213865
20060528,1.725130007213865
20060529,1.6939724553023976
20060530,1.6871144261808657
20060531,2.1129144122142964
20060601,2.419357280057191
20060602,2.296590557751775
20060603,2.296590557751775
20060604,2.296590557751775
20060605,2.732671038003224
20060606,2.8370170841058564
20060607,3.3410761646602554
20060608,4.367831258383373
20060609,3.6901508345118286
20060610,3.6901508345118286
20060611,3.6901508345118286
20060612,4.020124854238266
20060613,4.670986271939293
20060614,5.477252865610836
20060615,4.237844384632457
20060616,3.5524688769242005
20060617,3.5524688769242005
20060618,3.5524688769242005
20060619,3.583470373119183
20060620,3.459824223059533
20060621,3.389719532925303
20060622,3.2987706746090524
20060623,3.2003615201189843
20060624,3.2003615201189843
20060625,3.2003615201189843
20060626,3.7660851359970144
20060627,4.024990200264385
20060628,4.247134239962056
20060629,3.891070571434197
20060630,4.746295933373788
20060701,4.746295933373788
20060702,4.746295933373788
20060703,4.653477132657531
20060704,4.491976336639606
20060705,4.595313782932162
20060706,5.152588169605318
20060707,5.385036755406446
20060708,5.385036755406446
20060709,5.385036755406446
20060710,4.6894968803997505
20060711,5.274800253561264
20060712,5.022755019450419
20060713,4.218157671464968
20060714,3.918348680962865
20060715,3.918348680962865
20060716,3.918348680962865
20060717,4.579869000246126
20060718,4.976795719957356
20060719,5.678357130399641
20060720,5.638714464068682
20060721,5.122748566550006
20060722,5.122748566550006
20060723,5.122748566550006
20060724,5.764516558094142
20060725,5.309846745166547
20060726,5.1148570022410995
20060727,5.178060403734728
20060728,5.126563768996239
20060729,5.126563768996239
20060730,5.126563768996239
20060731,4.9878514976975525
20060801,5.228842383687877
20060802,5.266945184814609
20060803,5.065301499967349
20060804,5.175947284258586
20060805,5.175947284258586
20060806,5.175947284258586
20060807,4.994311721425299
20060808,4.663177285093746
20060809,4.485213399547213
20060810,4.560239722638241
20060811,4.576549935531797
20060812,4.576549935531797
20060813,4.576549935531797
20060814,4.4346344103048985
20060815,4.4346344103048985
20060816,3.843919006483635
20060817,4.233242415662738
20060818,4.196437852389039
20060819,4.196437852389039
20060820,4.196437852389039
20060821,3.7901507854658325
20060822,3.821689868793853
20060823,3.8617735402630786
20060824,3.6738837846496613
20060825,3.695176775967439
20060826,3.695176775967439
20060827,3.695176775967439
20060828,3.7938335415682363
20060829,3.797522026972252
20060830,3.8853494794400985
20060831,3.0231924599361415
20060901,2.791127069329616
20060902,2.791127069329616
20060903,2.791127069329616
20060904,2.8401062399288812
20060905,2.7343841435939553
20060906,2.4334076767318353
20060907,2.4484287656722548
20060908,2.4867750391307455
20060909,2.4867750391307455
20060910,2.4867750391307455
20060911,2.7108906061859126
20060912,2.6542304743518224
20060913,2.5762356123052967
20060914,2.608212184856623
20060915,2.7087796326375226
20060916,2.7087796326375226
20060917,2.7087796326375226
20060918,2.6271253742242227
20060919,2.6721919327979093
20060920,2.658985381691326
20060921,2.505776284137285
20060922,2.474657440114076
20060923,2.474657440114076
20060924,2.474657440114076
20060925,2.437821328312558
20060926,2.3536315895483546
20060927,2.3208958195484506
20060928,2.3741933892691143
20060929,2.2738237063542166
20060930,2.2738237063542166
20061001,2.2738237063542166
20061002,2.2738237063542166
20061003,2.14355973786687
20061004,2.2862924047481075
20061005,2.212001368304212
20061006,2.145533944702751
20061007,2.145533944702751
20061008,2.145533944702751
20061009,2.3451984248622075
20061010,2.0383336503451126
20061011,2.213972920672278
20061012,2.2263003006131608
20061013,2.198794604057757
20061014,2.198794604057757
20061015,2.198794604057757
20061016,1.9913726100008162
20061017,2.1603644248666147
20061018,2.1422473522009184
20061019,2.0494259974285485
20061020,1.9227911540387361
20061021,1.9227911540387361
20061022,1.9227911540387361
20061023,2.0214335079945407
20061024,2.0214335079945407
20061025,2.0214335079945407
20061026,1.8116685192631163
20061027,1.68045610249723
20061028,1.68045610249723
20061029,1.68045610249723
20061030,1.534429669042093
20061031,1.7572585763582151
20061101,1.7087508351173912
20061102,1.7088406212532918
20061103,1.4008020083095825
20061104,1.4008020083095825
20061105,1.4008020083095825
20061106,1.3801728475581094
20061107,1.4306410826198483
20061108,1.617435867875798
20061109,1.5580216443380244
20061110,1.4623111097899615
20061111,1.4623111097899615
20061112,1.4623111097899615
20061113,1.5167765562529458
20061114,1.6173535162461157
20061115,1.5510907741563094
20061116,1.4684157596386953
20061117,1.6812811252190962
20061118,1.6812811252190962
20061119,1.6812811252190962
20061120,1.7145898402956332
20061121,1.4878890553617723
20061122,1.560223919080449
20061123,1.6021910696949595
20061124,1.5365357924545906
20061125,1.5365357924545906
20061126,1.5365357924545906
20061127,1.5925075480211903
20061128,1.6101332507283606
20061129,1.6502140671065157
20061130,1.724854266382083
20061201,1.5422560190888832
20061202,1.5422560190888832
20061203,1.5422560190888832
20061204,1.7414961589514126
20061205,1.6118220011230304
20061206,1.6201066363608656
20061207,1.6307644976768079
20061208,1.5811331871128653
20061209,1.5811331871128653
20061210,1.5811331871128653
20061211,1.616772174693624
20061212,1.8993835343923042
20061213,1.8124285367646726
20061214,1.8675796671461484
20061215,1.8081747367999004
20061216,1.8081747367999004
20061217,1.8081747367999004
20061218,1.6464705773375081
20061219,1.8429606969774435
20061220,1.7731567541156676
20061221,1.6776564969591394
20061222,1.6907719450105898
20061223,1.6907719450105898
20061224,1.6907719450105898
20061225,1.6907719450105898
20061226,1.5062858345106338
20061227,1.5273842587224853
20061228,1.580888368617421
20061229,1.6943898887366868
20061230,1.6943898887366868
20061231,1.6943898887366868
20070101,1.6943898887366868
20070102,1.761078699586897
20070103,1.7386010511264325
20070104,1.73987345111159
20070105,1.6447280736205891
20070106,1.6447280736205891
20070107,1.6447280736205891
20070108,1.4434063001285156
20070109,1.3047081858332679
20070110,1.38135844194199
20070111,1.0822315103724331
20070112,0.8680042900033055
20070113,0.8680042900033055
20070114,0.8680042900033055
20070115,0.958614572101856
20070116,0.9303728756757113
20070117,0.9847519315374156
20070118,0.998852472832315
20070119,0.987074315708184
20070120,0.987074315708184
20070121,0.987074315708184
20070122,0.9225889798844987
20070123,0.9808812930293536
20070124,0.9676083900904168
20070125,0.9987207239485743
20070126,0.9987207239485743
20070127,0.9987207239485743
20070128,0.9987207239485743
20070129,1.0449749384616995
20070130,1.0449749384616995
20070131,1.1776833899202699
20070201,1.1457834193738732
20070202,1.1659637328088348
20070203,1.1659637328088348
20070204,1.1659637328088348
20070205,1.0693098198564044
20070206,1.09895871515504
20070207,1.0273254510839445
20070208,1.0960670566190913
20070209,1.1822877705753878
20070210,1.1822877705753878
20070211,1.1822877705753878
20070212,1.2629292279840352
20070213,1.2721979091821423
20070214,1.2270539022914426
20070215,1.0446963267038702
20070216,1.0446963267038702
20070217,1.0446963267038702
20070218,1.0446963267038702
20070219,1.0311975265042679
20070220,1.19335642214837
20070221,1.235159321611631
20070222,1.241831415381242
20070223,1.484371008930227
20070224,1.484371008930227
20070225,1.484371008930227
20070226,1.4250376453442426
20070227,1.416682795958965
20070228,1.7701771620374138
20070301,1.7899422879757727
20070302,1.8468037336828378
20070303,1.8468037336828378
20070304,1.8468037336828378
20070305,2.2757091446742903
20070306,2.0653414571196613
20070307,2.370046560402128
20070308,1.9763573477545417
20070309,2.0118159848389587
20070310,2.0118159848389587
20070311,2.0118159848389587
20070312,2.037708197210839
20070313,1.9484142412305527
20070314,2.1763885456091185
20070315,2.23385203250263
20070316,2.302883700912637
20070317,2.302883700912637
20070318,2.302883700912637
20070319,2.4098979565056404
20070320,2.2973086805073972
20070321,2.2660479842861845
20070322,2.1076166263424834
20070323,2.0324618986126928
20070324,2.0324618986126928
20070325,2.0324618986126928
20070326,2.1921268779965533
20070327,2.1921268779965533
20070328,2.2976991416194026
20070329,2.2390594165888
20070330,2.1193500644852743
20070331,2.1193500644852743
20070401,2.1193500644852743
20070402,2.304992531345421
20070403,2.4559940009347874
20070404,2.190786477484445
20070405,2.081541512566469
20070406,2.081541512566469
20070407,2.081541512566469
20070408,2.081541512566469
20070409,2.041282457925294
20070410,2.0275971936545285
20070411,2.072279329266104
20070412,1.9994963368968086
20070413,1.9211400877149103
20070414,1.9211400877149103
20070415,1.9211400877149103
20070416,2.001480153679694
20070417,2.072005362161837
20070418,1.9434534194918933
20070419,1.8942051841784422
20070420,1.8284423802181724
20070421,1.8284423802181724
20070422,1.8284423802181724
20070423,1.9016533064335706
20070424,1.890318659493022
20070425,1.9575088422923046
20070426,1.9043824611719076
20070427,2.0404617046453106
20070428,2.0404617046453106
20070429,2.0404617046453106
20070430,2.04652749087696
20070501,2.04652749087696
20070502,2.04652749087696
20070503,2.038294055543153
20070504,2.1795022743008516
20070505,2.1795022743008516
20070506,2.1795022743008516
20070507,2.2601074411810136
20070508,2.385718796644135
20070509,2.339148789873239
20070510,2.3911688295707814
20070511,2.497315397181301
20070512,2.497315397181301
20070513,2.497315397181301
20070514,2.165054270861957
20070515,2.2607766253994135
20070516,2.129707783895633
20070517,2.191840110285052
20070518,2.072444085190335
20070519,2.072444085190335
20070520,2.072444085190335
20070521,1.9221354091645393
20070522,1.7511969624795074
20070523,1.9400939126728023
20070524,1.951735556802568
20070525,1.8657772098632663
20070526,1.8657772098632663
20070527,1.8657772098632663
20070528,1.933422275323999
20070529,1.8096546479404576
20070530,1.9285757469888802
20070531,1.6409519465067737
20070601,1.5462315730839697
20070602,1.5462315730839697
20070603,1.5462315730839697
20070604,1.5703552890367058
20070605,1.5272983419164976
20070606,1.6163389494533136
20070607,1.55818838845649
20070608,1.3641389823868162
20070609,1.3641389823868162
20070610,1.3641389823868162
20070611,1.5127604785198725
20070612,1.4595854691074712
20070613,1.4981415751492744
20070614,1.376244299544415
20070615,1.4050088340180058
20070616,1.4050088340180058
20070617,1.4050088340180058
20070618,1.4646162490700974
20070619,1.46346401088866
20070620,1.2454242839294871
20070621,1.305616653599867
20070622,1.3461111295371642
20070623,1.3461111295371642
20070624,1.3461111295371642
20070625,1.3879208370807128
20070626,1.312694748750898
20070627,1.4201013138782832
20070628,1.4161444585341816
20070629,1.8137843015536097
20070630,1.8137843015536097
20070701,1.8137843015536097
20070702,1.8458939901029765
20070703,1.8252130410140106
20070704,1.8073637662578423
20070705,1.856138850386378
20070706,1.7464682596770629
20070707,1.7464682596770629
20070708,1.7464682596770629
20070709,1.62262716915425
20070710,1.6337520484100991
20070711,1.6415759336764286
20070712,1.6357905601705782
20070713,1.6145071737272887
20070714,1.6145071737272887
20070715,1.6145071737272887
20070716,1.4043626972594774
