Date,Asia Development Capital Co Ltd
20100702,123.37005947354993
20100703,123.37005947354993
20100704,123.37005947354993
20100705,108.26583335193867
20100706,108.09791894094197
20100707,107.6386711243609
20100708,120.0886531067382
20100709,120.28433140064064
20100710,120.28433140064064
20100711,120.28433140064064
20100712,119.2715333162112
20100713,118.8616169288461
20100714,117.5513427103481
20100715,117.99168310961915
20100716,133.25249165968705
20100717,133.25249165968705
20100718,133.25249165968705
20100719,133.25249165968705
20100720,131.85426847578927
20100721,132.77304496032275
20100722,133.07693172869983
20100723,104.73999160913509
20100724,104.73999160913509
20100725,104.73999160913509
20100726,115.68540303579562
20100727,116.30100267177916
20100728,115.65538429463342
20100729,128.58657590378215
20100730,119.80672346185447
20100731,119.80672346185447
20100801,119.80672346185447
20100802,93.77683260461528
20100803,82.35993086972013
20100804,92.17174881546659
20100805,81.87364525555917
20100806,81.79064875671884
20100807,81.79064875671884
20100808,81.79064875671884
20100809,89.50574932857194
20100810,81.14910496136672
20100811,80.9376637346962
20100812,90.39236078912876
20100813,99.5438510270966
20100814,99.5438510270966
20100815,99.5438510270966
20100816,89.8195329941405
20100817,88.59037399933689
20100818,86.86052727270832
20100819,78.6578115131161
20100820,87.3114549256737
20100821,87.3114549256737
20100822,87.3114549256737
20100823,72.38544696380717
20100824,72.05460554888195
20100825,78.7221080391163
20100826,78.11066467279072
20100827,71.16207787029447
20100828,71.16207787029447
20100829,71.16207787029447
20100830,70.00765364687429
20100831,90.57410786926967
20100901,75.23032224603769
20100902,90.2295229898127
20100903,90.31048641206233
20100904,90.31048641206233
20100905,90.31048641206233
20100906,88.11654870065732
20100907,87.93063293417359
20100908,98.02893691990212
20100909,98.01852451610876
20100910,88.65200851795274
20100911,88.65200851795274
20100912,88.65200851795274
20100913,88.12643610019542
20100914,96.22259474984027
20100915,98.18163294272826
20100916,89.9277935027442
20100917,98.79884515288083
20100918,98.79884515288083
20100919,98.79884515288083
20100920,98.79884515288083
20100921,97.68710524172096
20100922,79.43001814530297
20100923,79.43001814530297
20100924,87.96265491360204
20100925,87.96265491360204
20100926,87.96265491360204
20100927,78.72070511144207
20100928,86.34430723262427
20100929,85.6443049919787
20100930,94.95191506167865
20101001,94.47878518603844
20101002,94.47878518603844
20101003,94.47878518603844
20101004,94.38948736149928
20101005,92.27241465940335
20101006,90.84822949529206
20101007,81.52394391792515
20101008,90.54840648712525
20101009,90.54840648712525
20101010,90.54840648712525
20101011,90.54840648712525
20101012,101.47460415181973
20101013,101.00025069895901
20101014,99.38571845103097
20101015,90.03934209132218
20101016,90.03934209132218
20101017,90.03934209132218
20101018,99.47421211317418
20101019,99.48262456992715
20101020,112.54581449182483
20101021,113.00060393978252
20101022,100.33188531687351
20101023,100.33188531687351
20101024,100.33188531687351
20101025,111.43726856114567
20101026,127.64448210030761
20101027,128.39365312866263
20101028,114.01363543822112
20101029,127.13949462111778
20101030,127.13949462111778
20101031,127.13949462111778
20101101,127.27212330717111
20101102,126.3764352702445
20101103,126.3764352702445
20101104,145.20534373040928
20101105,124.64861527462315
20101106,124.64861527462315
20101107,124.64861527462315
20101108,124.71263860204472
20101109,124.27128732682348
20101110,109.67565728710059
20101111,108.94610351344576
20101112,47.83851329568374
20101113,47.83851329568374
20101114,47.83851329568374
20101115,56.2005889749363
20101116,48.85911181546055
20101117,48.790684859755274
20101118,55.18579779016078
20101119,55.12928675272475
20101120,55.12928675272475
20101121,55.12928675272475
20101122,54.82570812660647
20101123,54.82570812660647
20101124,47.35828229018023
20101125,41.92743760670499
20101126,29.83451419233527
20101127,29.83451419233527
20101128,29.83451419233527
20101129,32.95987464511237
20101130,64.57406189690668
20101201,64.43564687020428
20101202,63.67112943091069
20101203,63.5090632944569
20101204,63.5090632944569
20101205,63.5090632944569
20101206,69.12167584967645
20101207,69.31672561306466
20101208,58.10828415043462
20101209,58.60659982346282
20101210,63.8443521443273
20101211,63.8443521443273
20101212,63.8443521443273
20101213,63.841679701057046
20101214,69.82695629244382
20101215,70.73638856727766
20101216,63.98329054573132
20101217,62.68202150775626
20101218,62.68202150775626
20101219,62.68202150775626
20101220,69.24941157189812
20101221,70.10852696824054
20101222,63.36129717212484
20101223,63.36129717212484
20101224,69.86193310058333
20101225,69.86193310058333
20101226,69.86193310058333
20101227,69.72415666003303
20101228,68.65772771505162
20101229,56.74941099163673
20101230,55.23929961571632
20101231,55.23929961571632
20110101,55.23929961571632
20110102,55.23929961571632
20110103,55.23929961571632
20110104,50.84101344377805
20110105,50.576772139218036
20110106,49.95208362917466
20110107,55.00858166126999
20110108,55.00858166126999
20110109,55.00858166126999
20110110,55.00858166126999
20110111,50.38589148051633
20110112,55.049586901167196
20110113,54.50838071207947
20110114,50.36043283623297
20110115,50.36043283623297
20110116,50.36043283623297
20110117,55.12345273915999
20110118,54.94628567025537
20110119,54.30522706529293
20110120,54.60240133391024
20110121,55.857980386528524
20110122,55.857980386528524
20110123,55.857980386528524
20110124,55.82891100817905
20110125,50.35903864174133
20110126,50.45038223071341
20110127,50.56030754460761
20110128,51.33668455266105
20110129,51.33668455266105
20110130,51.33668455266105
20110131,50.75535823675603
20110201,50.09282729943677
20110202,49.60879588751568
20110203,54.27136135976345
20110204,54.102462737107686
20110205,54.102462737107686
20110206,54.102462737107686
20110207,54.49001776545469
20110208,54.115540974430516
20110209,54.73967122294477
20110210,60.11908776025356
20110211,60.11908776025356
20110212,60.11908776025356
20110213,60.11908776025356
20110214,63.53091619508496
20110215,58.066434268569104
20110216,63.444248886858205
20110217,63.54869415723468
20110218,63.34841031355544
20110219,63.34841031355544
20110220,63.34841031355544
20110221,69.20810976246824
20110222,63.797535157381226
20110223,64.40260202847008
20110224,70.76200248411348
20110225,70.5603417912603
20110226,70.5603417912603
20110227,70.5603417912603
20110228,57.95312444509265
20110301,63.479681129346396
20110302,58.56893636948359
20110303,64.1646600564204
20110304,58.93172707180154
20110305,58.93172707180154
20110306,58.93172707180154
20110307,64.78722963022311
20110308,65.3113588012519
20110309,65.84945422799133
20110310,66.64623202067547
20110311,66.47010655011204
20110312,66.47010655011204
20110313,66.47010655011204
20110314,99.14966649779414
20110315,107.6476278103676
20110316,115.294400516191
20110317,116.47197738880445
20110318,88.4411551716855
20110319,88.4411551716855
20110320,88.4411551716855
20110321,88.4411551716855
20110322,85.14151799153183
20110323,76.76010518706529
20110324,85.79118895805064
20110325,85.89569311710706
20110326,85.89569311710706
20110327,85.89569311710706
20110328,77.47203589817194
20110329,86.3202761713111
