Date,Panther Securities PLC
19960514,3.9932590057320105
19960515,4.007496532036261
19960516,3.562365020386777
19960517,3.69268451371189
19960518,3.69268451371189
19960519,3.69268451371189
19960520,3.6419539928143907
19960521,3.6245933641265387
19960522,3.699135507244365
19960523,3.6671372574989336
19960524,3.7108240087096203
19960525,3.7108240087096203
19960526,3.7108240087096203
19960527,3.7108240087096203
19960528,3.649439752271659
19960529,3.6073308317799184
19960530,3.6242853378872204
19960531,3.6391732369144467
19960601,3.6391732369144467
19960602,3.6391732369144467
19960603,3.6488780967869396
19960604,3.639898814928641
19960605,3.6903866178789073
19960606,3.7068440877545497
19960607,3.7540011953754635
19960608,3.7540011953754635
19960609,3.7540011953754635
19960610,3.737412159506568
19960611,3.7406225508895674
19960612,3.748595456278904
19960613,3.7784969734830725
19960614,3.8359301774843586
19960615,3.8359301774843586
19960616,3.8359301774843586
19960617,3.821244230691652
19960618,3.8348786163161144
19960619,3.930463980790369
19960620,3.9420241945813577
19960621,3.843259214623239
19960622,3.843259214623239
19960623,3.843259214623239
19960624,3.8199053403395786
19960625,3.8870784072572735
19960626,3.992263760397231
19960627,4.393672941515997
19960628,5.611330014497431
19960629,5.611330014497431
19960630,5.611330014497431
19960701,6.3470916924558205
19960702,6.308219381560156
19960703,5.81398538656789
19960704,5.861519784588479
19960705,6.0415112815570655
19960706,6.0415112815570655
19960707,6.0415112815570655
19960708,6.909976775547281
19960709,6.952898468916002
19960710,6.877924471104482
19960711,6.953843773364649
19960712,6.995018029168295
19960713,6.995018029168295
19960714,6.995018029168295
19960715,7.020838590760559
19960716,7.25395287436365
19960717,7.423297341623243
19960718,7.27969742739582
19960719,7.297425903287971
19960720,7.297425903287971
19960721,7.297425903287971
19960722,7.32622710519226
19960723,6.720691148398798
19960724,6.78306031317494
19960725,6.781937169283381
19960726,6.291789516384396
19960727,6.291789516384396
19960728,6.291789516384396
19960729,6.286901032558468
19960730,6.318853930518561
19960731,6.215718263697614
19960801,6.205566267064883
19960802,6.3132333509605685
19960803,6.3132333509605685
19960804,6.3132333509605685
19960805,6.259037773202181
19960806,6.318509748830151
19960807,6.281587210806376
19960808,6.1865032351529115
19960809,6.222623909741995
19960810,6.222623909741995
19960811,6.222623909741995
19960812,6.225306132610758
19960813,6.2119208784071125
19960814,6.180043530954944
19960815,6.205061368846393
19960816,6.165623219413238
19960817,6.165623219413238
19960818,6.165623219413238
19960819,6.244951211150818
19960820,6.196985658086565
19960821,6.273296504865567
19960822,6.180472379022133
19960823,6.191695657668029
19960824,6.191695657668029
19960825,6.191695657668029
19960826,6.191695657668029
19960827,6.387579439027237
19960828,6.364993738733799
19960829,6.350145561468528
19960830,6.250724071111558
19960831,6.250724071111558
19960901,6.250724071111558
19960902,6.226406121033353
19960903,6.094748458428376
19960904,6.105423609708053
19960905,6.109178197012648
19960906,6.164173779086092
19960907,6.164173779086092
19960908,6.164173779086092
19960909,6.140795333006502
19960910,6.0572971172758905
19960911,6.027590662644682
19960912,6.013086264768494
19960913,6.041374817511348
19960914,6.041374817511348
19960915,6.041374817511348
19960916,6.061527859250208
19960917,6.067895848110975
19960918,6.09435911497096
19960919,6.126487042789159
19960920,6.1115232842393885
19960921,6.1115232842393885
19960922,6.1115232842393885
19960923,6.105402057226478
19960924,6.12549852391358
19960925,6.108377103266011
19960926,6.094715224626013
19960927,6.016405668794714
19960928,6.016405668794714
19960929,6.016405668794714
19960930,6.013945265887678
19961001,6.0219161242916295
19961002,6.004382878055581
19961003,5.969934773161761
19961004,6.005451732517335
19961005,6.005451732517335
19961006,6.005451732517335
19961007,5.673828872023771
19961008,5.60599613052576
19961009,5.172409803975766
19961010,5.150462536253206
19961011,5.084393645677708
19961012,5.084393645677708
19961013,5.084393645677708
19961014,5.152578303075032
19961015,5.062600576096307
19961016,5.236228376356551
19961017,5.200445518254218
19961018,5.207879155123548
19961019,5.207879155123548
19961020,5.207879155123548
19961021,4.887454589240208
19961022,4.544956055142303
19961023,4.592160875204412
19961024,4.660981546450018
19961025,4.80047369048306
19961026,4.80047369048306
19961027,4.80047369048306
19961028,4.843219781986446
19961029,5.153942062157429
19961030,5.1272089251944
19961031,4.482643968520369
19961101,3.9228022296117295
19961102,3.9228022296117295
19961103,3.9228022296117295
19961104,3.8368650122441745
19961105,3.833717087014249
19961106,3.8121140271336595
19961107,4.1702642829725525
19961108,4.1816219835361
19961109,4.1816219835361
19961110,4.1816219835361
19961111,4.208587693553395
19961112,4.229000657260456
19961113,4.159468719409511
19961114,4.157329614762612
19961115,4.143272506669529
19961116,4.143272506669529
19961117,4.143272506669529
19961118,4.167613355625123
19961119,4.181579587189072
19961120,4.268333154978312
19961121,4.204525318856593
19961122,4.181599267750811
19961123,4.181599267750811
19961124,4.181599267750811
19961125,4.270528702788203
19961126,4.245773268463216
19961127,4.006902028648221
19961128,3.7938159621606062
19961129,3.6359766152200605
19961130,3.6359766152200605
19961201,3.6359766152200605
19961202,3.6804937471317234
19961203,3.743847523198505
19961204,3.773001688664934
19961205,3.8542922747763018
19961206,4.202440731732098
19961207,4.202440731732098
19961208,4.202440731732098
19961209,4.091875179396563
19961210,4.080927149014298
19961211,4.1745079823391285
19961212,4.165867605293123
19961213,4.383148846993887
19961214,4.383148846993887
19961215,4.383148846993887
19961216,4.318757392668538
19961217,4.368362689908349
19961218,4.264510419247931
19961219,4.261901804469232
19961220,4.288667895942863
19961221,4.288667895942863
19961222,4.288667895942863
19961223,4.421290242717527
19961224,4.420964669318048
19961225,4.420964669318048
19961226,4.420964669318048
19961227,4.358699034769075
19961228,4.358699034769075
19961229,4.358699034769075
19961230,4.37667942461426
19961231,4.050977605631616
19970101,4.050977605631616
19970102,4.268590817539555
19970103,4.214275104724727
19970104,4.214275104724727
19970105,4.214275104724727
19970106,4.168958232101342
19970107,4.125711369711957
19970108,4.12130848126793
19970109,4.01947237462582
19970110,4.080059057840966
19970111,4.080059057840966
19970112,4.080059057840966
19970113,4.067220906579965
19970114,3.999712641912474
19970115,4.01430986481104
19970116,3.985041320636522
19970117,3.906589654350507
19970118,3.906589654350507
19970119,3.906589654350507
19970120,4.068090203751599
19970121,3.9738248476494995
19970122,3.68650358596936
19970123,3.4945544438455873
19970124,3.4550062895811844
19970125,3.4550062895811844
19970126,3.4550062895811844
19970127,3.5389397658191264
19970128,3.4984702377926316
19970129,3.512767677108479
19970130,3.5669349963016326
19970131,3.5488141977819394
19970201,3.5488141977819394
19970202,3.5488141977819394
19970203,3.5258440432479694
19970204,3.5875510268346
19970205,3.472789227833872
19970206,3.4983494352675075
19970207,3.418112761183491
19970208,3.418112761183491
19970209,3.418112761183491
19970210,3.409795676696032
19970211,3.3591798674718447
19970212,3.360582909042149
19970213,3.399750314791027
19970214,3.448533751148588
19970215,3.448533751148588
19970216,3.448533751148588
19970217,3.4540010922144706
19970218,3.7372845238676757
19970219,3.62526068043525
19970220,3.6544728828049298
19970221,3.685549328375652
19970222,3.685549328375652
19970223,3.685549328375652
19970224,3.7405740280511535
19970225,3.7147266119164786
19970226,3.71976344324224
19970227,3.8551034387989427
19970228,3.9853893092539594
19970301,3.9853893092539594
19970302,3.9853893092539594
19970303,4.097592308718582
19970304,4.087408983769569
19970305,4.120657280210832
19970306,4.06171588895211
19970307,4.11612693862143
19970308,4.11612693862143
19970309,4.11612693862143
19970310,4.134096852325003
19970311,4.092769407470722
19970312,4.130740544489033
19970313,4.326713384739149
19970314,4.3844972236843365
19970315,4.3844972236843365
19970316,4.3844972236843365
19970317,4.499286208741732
19970318,4.60810477280184
19970319,4.639013493748361
19970320,4.776353756454743
19970321,4.82269524966343
19970322,4.82269524966343
19970323,4.82269524966343
19970324,4.810345906961108
19970325,4.712347743879655
19970326,4.605921185070072
19970327,4.545108724027037
19970328,4.545108724027037
19970329,4.545108724027037
19970330,4.545108724027037
19970331,4.545108724027037
19970401,4.954508230449222
19970402,5.26812736366281
19970403,5.3382181738452665
19970404,5.3751201490147
19970405,5.3751201490147
19970406,5.3751201490147
19970407,5.208738876558353
19970408,5.136764942491664
19970409,5.057095911023884
19970410,4.911346167794728
19970411,4.792975547122337
19970412,4.792975547122337
19970413,4.792975547122337
19970414,4.954946476172248
19970415,4.873837083612363
19970416,4.940408067753584
19970417,4.663149146750131
19970418,4.573888649983887
19970419,4.573888649983887
19970420,4.573888649983887
19970421,4.206226844543126
19970422,3.9338740342509557
19970423,3.9651463573258363
19970424,3.939795442879275
19970425,3.917191231983044
19970426,3.917191231983044
19970427,3.917191231983044
19970428,3.6263690855622066
19970429,2.974025452465742
19970430,3.03684088504198
19970501,3.0748030333219174
19970502,3.318211410440082
19970503,3.318211410440082
19970504,3.318211410440082
19970505,3.318211410440082
19970506,3.3498345315068647
19970507,3.3146397832766112
19970508,3.3934145701933183
19970509,3.4439595765897986
19970510,3.4439595765897986
19970511,3.4439595765897986
19970512,2.969860823604793
19970513,2.933771161742541
19970514,2.899412231906071
19970515,2.915237029076803
19970516,2.7809785546266466
19970517,2.7809785546266466
19970518,2.7809785546266466
19970519,2.863364557984978
19970520,2.9917653976587015
19970521,2.9784664863610884
19970522,3.012931193152349
19970523,2.980504387822773
19970524,2.980504387822773
19970525,2.980504387822773
19970526,2.980504387822773
19970527,2.9521800330106576
19970528,2.962244335347917
19970529,2.987924259846755
19970530,3.0113553255017464
19970531,3.0113553255017464
19970601,3.0113553255017464
19970602,2.9076785748023806
19970603,2.8461640910365364
19970604,2.8759542470512476
19970605,2.7292941072003365
19970606,2.6419577155910745
19970607,2.6419577155910745
19970608,2.6419577155910745
19970609,2.627896317321039
19970610,2.2481883866351087
19970611,2.1454770699747185
19970612,2.1192692984809285
19970613,2.022007853076741
19970614,2.022007853076741
19970615,2.022007853076741
19970616,2.0549977790611442
19970617,1.9678937167597494
19970618,1.9872856313363894
19970619,1.9747904212132166
19970620,1.9624323578765732
19970621,1.9624323578765732
19970622,1.9624323578765732
19970623,1.9790538521344376
19970624,1.9782044902833895
19970625,1.9602559714132728
19970626,1.9604866366829872
19970627,2.0364134834621743
19970628,2.0364134834621743
19970629,2.0364134834621743
19970630,1.2627349902422176
19970701,1.2790800619333502
19970702,1.2989464412702871
19970703,1.2809939548049345
19970704,1.264081852688363
19970705,1.264081852688363
19970706,1.264081852688363
19970707,1.2818186412856172
19970708,1.2737719755365389
19970709,1.261465807190929
19970710,1.147260048469267
19970711,1.0780039336144014
19970712,1.0780039336144014
19970713,1.0780039336144014
19970714,1.071316889982931
19970715,1.0755875621940865
19970716,1.0573259796276508
19970717,0.9859647050408925
19970718,1.0663194670505916
19970719,1.0663194670505916
19970720,1.0663194670505916
19970721,1.0742888931622032
19970722,1.0609063705335162
19970723,1.0489258657832659
19970724,1.2421549445832294
19970725,1.2550057299427153
19970726,1.2550057299427153
19970727,1.2550057299427153
19970728,1.2812005893498741
19970729,1.2971202555240997
19970730,1.2828877000965548
19970731,1.3977517538493196
19970801,1.39032743273324
19970802,1.39032743273324
19970803,1.39032743273324
19970804,1.4647107772106218
19970805,1.6165512311611319
19970806,1.637243758356973
19970807,1.6465759560495263
19970808,1.6873438301455996
19970809,1.6873438301455996
19970810,1.6873438301455996
19970811,1.6870814596849326
19970812,1.675228427785507
19970813,1.6961939179296737
19970814,1.6755794177616488
19970815,1.724485982530933
19970816,1.724485982530933
19970817,1.724485982530933
19970818,1.7522917460900567
19970819,1.719549764850601
19970820,1.729698373803112
19970821,1.7548712975734315
19970822,1.745452611585825
19970823,1.745452611585825
19970824,1.745452611585825
19970825,1.745452611585825
19970826,1.7569713289932356
19970827,1.7734553446727093
19970828,1.7906959606904012
19970829,1.8475586067536796
19970830,1.8475586067536796
19970831,1.8475586067536796
19970901,1.850568697236164
19970902,1.857301324273843
19970903,1.8820264400645612
19970904,1.8896517135226822
19970905,1.8070759786487487
19970906,1.8070759786487487
19970907,1.8070759786487487
19970908,1.8224287707311217
19970909,1.8242512826764585
19970910,1.674249458114629
19970911,1.6569797750094901
19970912,1.7152918506051087
19970913,1.7152918506051087
19970914,1.7152918506051087
19970915,1.7201300556393522
19970916,1.5881936946165651
19970917,1.5774381814925167
19970918,1.5508911212997296
19970919,1.5498181681559888
19970920,1.5498181681559888
19970921,1.5498181681559888
19970922,1.3308255750704752
19970923,1.3693625931448472
19970924,1.3889980114769183
19970925,1.4332782927156689
19970926,1.3326577985663444
19970927,1.3326577985663444
19970928,1.3326577985663444
19970929,1.3176308948865048
19970930,1.441231881407819
19971001,1.4330995020875252
19971002,1.4536099783059393
19971003,1.4527486425331928
19971004,1.4527486425331928
19971005,1.4527486425331928
19971006,1.4626256697634632
19971007,1.3568715134172835
19971008,1.2073125277229528
19971009,1.2125914226001793
19971010,1.1744380582103013
19971011,1.1744380582103013
19971012,1.1744380582103013
19971013,1.1836585615593311
19971014,1.1766682744495052
19971015,1.1910449525619735
19971016,1.1667439304173455
19971017,1.1496544167802905
19971018,1.1496544167802905
19971019,1.1496544167802905
19971020,1.1508028989844286
19971021,1.1215996688891494
19971022,1.1356697518049672
19971023,1.1649406834385665
19971024,1.1459641495500303
19971025,1.1459641495500303
19971026,1.1459641495500303
19971027,1.2675702071486512
19971028,1.6021901522662396
19971029,1.3992936129702118
19971030,1.4471267999581867
19971031,1.4706925296811986
19971101,1.4706925296811986
19971102,1.4706925296811986
19971103,1.4438665870799092
19971104,1.4760102485189541
19971105,1.488177667189686
19971106,1.481523152414363
19971107,1.5307078443863065
19971108,1.5307078443863065
19971109,1.5307078443863065
19971110,1.5080209649959926
19971111,1.4984983580373663
19971112,1.5890333427355043
19971113,1.6054522265900528
19971114,1.5949241329599015
19971115,1.5949241329599015
19971116,1.5949241329599015
19971117,1.5792174466553144
19971118,1.578738208333172
19971119,1.5868135047958671
19971120,1.5637952681872898
19971121,1.5256775484630363
19971122,1.5256775484630363
19971123,1.5256775484630363
19971124,1.607229743157281
19971125,1.63934715500188
19971126,1.6550354559284495
19971127,1.6502789497103791
19971128,1.6854226880065615
19971129,1.6854226880065615
19971130,1.6854226880065615
19971201,1.759073578947474
19971202,1.732311342005843
19971203,1.7329777867678735
19971204,1.6459017568401886
19971205,1.6607192649655964
19971206,1.6607192649655964
19971207,1.6607192649655964
19971208,1.624653396949123
19971209,1.6306102527037978
19971210,1.680709913156105
19971211,1.683459820307031
19971212,1.6925732987020359
19971213,1.6925732987020359
19971214,1.6925732987020359
19971215,1.8146681485683602
19971216,1.9143533995981026
19971217,1.8915179301105405
19971218,1.8641439200407577
19971219,1.9091311668637523
19971220,1.9091311668637523
19971221,1.9091311668637523
19971222,1.910685202260589
19971223,1.908968555401246
19971224,1.9318165730532721
19971225,1.9318165730532721
19971226,1.9318165730532721
19971227,1.9318165730532721
19971228,1.9318165730532721
19971229,1.8811121567530273
19971230,1.8854939516120497
19971231,1.966008014670163
19980101,1.966008014670163
19980102,1.9156860442197414
19980103,1.9156860442197414
19980104,1.9156860442197414
19980105,1.921542719429425
19980106,1.8638779042923632
19980107,1.8807657097637027
19980108,1.7566822830296807
19980109,1.7947008084604295
19980110,1.7947008084604295
19980111,1.7947008084604295
19980112,1.7884668592501012
19980113,1.7746878225123395
19980114,1.6892319242861142
19980115,1.663592021790246
19980116,1.6577225311919428
19980117,1.6577225311919428
19980118,1.6577225311919428
19980119,1.6568409539034623
19980120,1.6618020428828117
19980121,1.6111356140463329
19980122,1.630915059512311
19980123,1.6505010638006887
19980124,1.6505010638006887
19980125,1.6505010638006887
19980126,1.636206203011989
19980127,1.6270091391755916
19980128,1.6070623589884068
19980129,1.5689491463842702
19980130,1.6110132331455145
19980131,1.6110132331455145
19980201,1.6110132331455145
19980202,1.597197767892012
19980203,1.5960081349349753
19980204,1.6103177431627775
19980205,1.6535642374602755
19980206,1.6636745283253664
19980207,1.6636745283253664
19980208,1.6636745283253664
19980209,1.6852774185489676
19980210,1.6806792876281194
19980211,1.7329276789263437
19980212,1.7153574503311035
19980213,1.692329565048238
19980214,1.692329565048238
19980215,1.692329565048238
19980216,1.708140357409847
19980217,1.6975075859605244
19980218,1.6778302101370222
19980219,1.7524715889805798
19980220,1.7346721635681475
19980221,1.7346721635681475
19980222,1.7346721635681475
19980223,1.762609072027379
19980224,1.7675862616528735
19980225,1.7571841202540992
19980226,1.7737754475788186
19980227,1.7982580348235766
19980228,1.7982580348235766
19980301,1.7982580348235766
19980302,1.7857636678727493
19980303,1.784412436689209
19980304,1.8136739434487104
19980305,1.8103474910815973
19980306,1.826281230938758
19980307,1.826281230938758
19980308,1.826281230938758
19980309,1.8292400477908812
19980310,1.8126218914423522
19980311,1.8100242568033498
19980312,1.7909933669453904
19980313,1.7708329475812068
19980314,1.7708329475812068
19980315,1.7708329475812068
19980316,1.7773357931035152
19980317,1.7308827937900193
19980318,1.6869718537536396
19980319,1.7050193489101266
19980320,1.727872312003188
19980321,1.727872312003188
19980322,1.727872312003188
19980323,1.7265187842910175
19980324,1.6964902320438648
19980325,1.687344819913964
19980326,1.654913385254059
19980327,1.5225497695008048
19980328,1.5225497695008048
19980329,1.5225497695008048
19980330,1.5265594219988456
19980331,1.5586118422867103
19980401,1.6020534100070705
19980402,1.61219486475559
19980403,1.7318700831699587
19980404,1.7318700831699587
19980405,1.7318700831699587
19980406,1.8018689804535575
19980407,1.7087609194164248
19980408,1.6066630667008563
19980409,1.6269325123911345
19980410,1.6269325123911345
19980411,1.6269325123911345
19980412,1.6269325123911345
19980413,1.6269325123911345
19980414,1.5961201852794282
19980415,1.6153304651620062
19980416,1.5995505936340921
19980417,1.6334131751494934
19980418,1.6334131751494934
19980419,1.6334131751494934
19980420,1.6950658508317704
19980421,1.7146362313703032
19980422,1.7363666059297298
19980423,1.7492854720422488
19980424,1.7470671986775215
19980425,1.7470671986775215
19980426,1.7470671986775215
19980427,1.7660460913782998
19980428,1.758043977720803
19980429,1.7613322855092919
19980430,1.648920601902681
19980501,1.6507682378131867
19980502,1.6507682378131867
19980503,1.6507682378131867
19980504,1.6507682378131867
19980505,1.690937715305464
19980506,1.722223141978976
19980507,1.7633203993845423
19980508,1.7617607710317624
19980509,1.7617607710317624
19980510,1.7617607710317624
19980511,1.7547319694805026
19980512,1.7789866846298894
19980513,1.8891265409273628
19980514,1.8990246125228776
19980515,1.8040534537846096
19980516,1.8040534537846096
19980517,1.8040534537846096
19980518,1.8163341069937953
19980519,1.6881377324838418
19980520,1.6013962753171274
19980521,1.6236795140126399
19980522,1.5367703307381686
19980523,1.5367703307381686
19980524,1.5367703307381686
19980525,1.5367703307381686
19980526,1.5763230417847192
19980527,1.5931783411182132
19980528,1.604505326175784
19980529,1.5304331666223367
19980530,1.5304331666223367
19980531,1.5304331666223367
19980601,1.5253557015781611
19980602,1.527513901720616
19980603,1.5274325938149544
19980604,1.552024757744003
19980605,1.525060236828504
19980606,1.525060236828504
19980607,1.525060236828504
19980608,1.525768719539353
19980609,1.5220021918421265
19980610,1.5387092338979709
19980611,1.5438223653336702
19980612,1.5541591106460069
19980613,1.5541591106460069
19980614,1.5541591106460069
19980615,1.594467572690679
19980616,1.5851792410224013
19980617,1.5594539435059291
19980618,1.5552349954816898
19980619,1.5581068161058749
19980620,1.5581068161058749
19980621,1.5581068161058749
19980622,1.553194704364182
19980623,1.553945504987064
19980624,1.5984418734676542
19980625,1.6008779964730229
19980626,1.5867306383598019
19980627,1.5867306383598019
19980628,1.5867306383598019
19980629,1.5759972457991658
19980630,1.56655696222763
19980701,1.5733946739610176
19980702,1.6057129236708367
19980703,1.650538093185485
19980704,1.650538093185485
19980705,1.650538093185485
19980706,1.670415290452033
19980707,1.6749310435683995
19980708,1.7222050039854624
19980709,1.725343930033017
19980710,1.7215732855773356
19980711,1.7215732855773356
19980712,1.7215732855773356
19980713,1.7369296398223435
19980714,1.7575364583757935
19980715,1.749063381365591
19980716,1.7727161037444004
19980717,1.7584517087511062
19980718,1.7584517087511062
19980719,1.7584517087511062
19980720,1.7562419147320019
19980721,1.7470533001248336
19980722,1.7923017379000625
19980723,1.889643652804462
19980724,1.9390194734150004
19980725,1.9390194734150004
19980726,1.9390194734150004
19980727,1.960919046960019
19980728,1.9670266178925462
19980729,2.0210488206317434
19980730,2.038286717524334
19980731,1.7499871200307162
19980801,1.7499871200307162
19980802,1.7499871200307162
19980803,1.7455693148365325
19980804,1.7385220955820668
19980805,2.088588588476876
19980806,2.104233829621747
19980807,2.1028104954883298
19980808,2.1028104954883298
19980809,2.1028104954883298
19980810,2.0847272173999056
19980811,2.1980905719347517
19980812,2.2180951197574874
19980813,2.250100429734951
19980814,2.234886406246346
19980815,2.234886406246346
19980816,2.234886406246346
19980817,2.2089630391787436
19980818,2.14405927135527
19980819,2.136773627352245
19980820,2.1368295410012976
19980821,2.168186533686179
19980822,2.168186533686179
19980823,2.168186533686179
19980824,2.1378352638583635
19980825,2.110276448026735
19980826,2.112380346427208
19980827,2.1625966369489773
19980828,2.162860530133105
19980829,2.162860530133105
19980830,2.162860530133105
19980831,2.162860530133105
19980901,2.4901322354550968
19980902,2.5061456670128157
19980903,2.5877467778267746
19980904,3.316204234438108
19980905,3.316204234438108
19980906,3.316204234438108
19980907,3.1773901456909495
19980908,2.992674374469177
19980909,2.9831633444129353
19980910,3.0206549389662447
19980911,3.0633748271894863
19980912,3.0633748271894863
19980913,3.0633748271894863
19980914,2.9479768809126443
19980915,3.005515459048356
19980916,2.998055833397202
19980917,3.0717557663770125
19980918,3.156823019711899
19980919,3.156823019711899
19980920,3.156823019711899
19980921,3.229777941231143
19980922,3.374606701965812
19980923,3.341976921972311
19980924,3.1078203990803073
19980925,3.220427121552463
19980926,3.220427121552463
19980927,3.220427121552463
19980928,3.1869629693983614
19980929,3.163899312280478
19980930,3.4291293203793587
19981001,3.5436568346507253
19981002,3.696155696532328
19981003,3.696155696532328
19981004,3.696155696532328
19981005,3.7643508389659996
19981006,3.674518817458208
19981007,3.766175926100214
19981008,3.693916045540073
19981009,4.3081507181379
19981010,4.3081507181379
19981011,4.3081507181379
19981012,4.170314371339792
19981013,4.213681744761687
19981014,4.156258074723687
19981015,3.645482307825982
19981016,2.7992239349896284
19981017,2.7992239349896284
19981018,2.7992239349896284
19981019,2.7712161699803186
19981020,2.6860179095453316
19981021,2.713345871617373
19981022,2.7076087389666315
19981023,2.663126368646971
