Date,Southside Bancshares Inc
19990820,22.66176537101021
19990821,22.66176537101021
19990822,22.66176537101021
19990823,21.29770257666002
19990824,21.225012487358182
19990825,21.427350644909076
19990826,21.28294049968499
19990827,24.959881915571064
19990828,24.959881915571064
19990829,24.959881915571064
19990830,24.30495927093571
19990831,25.741784505858
19990901,27.230831027656805
19990902,27.09805013471876
19990903,27.979657456127008
19990904,27.979657456127008
19990905,27.979657456127008
19990906,27.979657456127008
19990907,27.11652451256929
19990908,25.066111493127185
19990909,25.36810121696186
19990910,22.408639900732343
19990911,22.408639900732343
19990912,22.408639900732343
19990913,23.65257000460038
19990914,23.155410994171792
19990915,22.768398563074193
19990916,29.92711435451918
19990917,32.28461029042568
19990918,32.28461029042568
19990919,32.28461029042568
19990920,30.121121269762753
19990921,28.56753913002408
19990922,25.31117160779768
19990923,26.09241424411673
19990924,24.240463979294447
19990925,24.240463979294447
19990926,24.240463979294447
19990927,22.648068013819998
19990928,22.54166871924515
19990929,16.715012951802823
19990930,15.361121938960787
19991001,16.587576573022858
19991002,16.587576573022858
19991003,16.587576573022858
19991004,15.722024980400109
19991005,19.237059772703706
19991006,15.551067630133334
19991007,13.384199412587337
19991008,16.080117529653652
19991009,16.080117529653652
19991010,16.080117529653652
19991011,15.697052913893605
19991012,16.640890949942804
19991013,18.763097114726143
19991014,18.56730879676212
19991015,17.583827666332812
19991016,17.583827666332812
19991017,17.583827666332812
19991018,17.513967209111108
19991019,23.407327341210724
19991020,23.90216591295599
19991021,23.709187270820443
19991022,17.85016505618339
19991023,17.85016505618339
19991024,17.85016505618339
19991025,24.195116261811652
19991026,26.031193113772755
19991027,24.361473011819385
19991028,24.87559071394645
19991029,23.665321993962667
19991030,23.665321993962667
19991031,23.665321993962667
19991101,27.20806030148953
19991102,26.92944884674756
19991103,25.662033865130788
19991104,25.615508262960933
19991105,25.446977212926665
19991106,25.446977212926665
19991107,25.446977212926665
19991108,25.146340942378163
19991109,27.107906552099898
19991110,27.2453501996703
19991111,27.488809088530367
19991112,27.77364021511308
19991113,27.77364021511308
19991114,27.77364021511308
19991115,27.856050296746663
19991116,28.21650984034754
19991117,28.15481003867232
19991118,28.371196621734743
19991119,29.280348927253108
19991120,29.280348927253108
19991121,29.280348927253108
19991122,29.7806083670464
19991123,29.88521533753323
19991124,32.32345569351823
19991125,32.32345569351823
19991126,32.21944464063366
19991127,32.21944464063366
19991128,32.21944464063366
19991129,32.3877846134733
19991130,36.98703259127801
19991201,33.23854437453456
19991202,31.681115192588827
19991203,32.53844269637603
19991204,32.53844269637603
19991205,32.53844269637603
19991206,30.372423618026342
19991207,29.837034359674384
19991208,31.65681126541636
19991209,31.075140897760786
19991210,32.84421277907947
19991211,32.84421277907947
19991212,32.84421277907947
19991213,37.08811084919478
19991214,37.537616159414235
19991215,37.177985598997445
19991216,35.62333362297732
19991217,36.135083012974555
19991218,36.135083012974555
19991219,36.135083012974555
19991220,36.33155784369039
19991221,39.7653744585522
19991222,38.48762661887303
19991223,37.70542748821745
19991224,37.70542748821745
19991225,37.70542748821745
19991226,37.70542748821745
19991227,44.97306600493736
19991228,41.763840234836884
19991229,38.50714768541502
19991230,34.767765373417866
19991231,39.22409205449733
20000101,39.340467567173675
20000102,39.340467567173675
20000103,42.821753859705126
20000104,43.65874549213845
20000105,45.47816553304504
20000106,43.95227645463652
20000107,44.743836658959914
20000108,44.743836658959914
20000109,44.743836658959914
20000110,45.51048565434664
20000111,45.820397162733094
20000112,46.27876440040954
20000113,46.85357267811992
20000114,48.12147917783388
20000115,48.12147917783388
20000116,48.12147917783388
20000117,48.12147917783388
20000118,47.308096705712764
20000119,48.92720974502782
20000120,49.560932272824715
20000121,47.9716278299205
20000122,47.9716278299205
20000123,47.9716278299205
20000124,53.31918696536683
20000125,49.34807226842191
20000126,45.367190068460914
20000127,45.463208633357326
20000128,48.4235684050365
20000129,48.4235684050365
20000130,48.4235684050365
20000131,49.006174607375165
20000201,50.79093736785732
20000202,51.09475910551179
20000203,52.48200964278382
20000204,49.44657186384831
20000205,49.44657186384831
20000206,49.44657186384831
20000207,49.683164367175486
20000208,50.446526436647105
20000209,43.268935423084685
20000210,43.292132396842824
20000211,49.627831772771394
20000212,49.627831772771394
20000213,49.627831772771394
20000214,41.0236850479225
20000215,41.220188660558684
20000216,52.45968943479901
20000217,47.72302137012783
20000218,46.3365016802685
20000219,46.3365016802685
20000220,46.3365016802685
20000221,46.3365016802685
20000222,49.17767699911484
20000223,50.25977391750126
20000224,50.530710319532325
20000225,50.29099588634318
20000226,50.29099588634318
20000227,50.29099588634318
20000228,54.274312719938386
20000229,53.01602254123696
20000301,51.37867989771587
20000302,55.69754226762193
20000303,56.33994859154461
20000304,56.33994859154461
20000305,56.33994859154461
20000306,47.43179681937445
20000307,46.59003892025993
20000308,53.374505875475606
20000309,52.29627409124563
20000310,51.900293103871334
20000311,51.900293103871334
20000312,51.900293103871334
20000313,55.38015976857954
20000314,49.6182231403285
20000315,50.25543543416294
20000316,53.010521331073235
20000317,49.56302039810656
20000318,49.56302039810656
20000319,49.56302039810656
20000320,62.7159155410124
20000321,63.819888047133816
20000322,64.25234299821551
20000323,53.00319501155094
20000324,59.97670322918528
20000325,59.97670322918528
20000326,59.97670322918528
20000327,53.819709606400075
20000328,61.53151302359378
20000329,52.04725939076114
20000330,58.84641338582508
20000331,62.462938182481444
20000401,62.66545925202322
20000402,62.66545925202322
20000403,60.00655451196327
20000404,64.98804843326549
20000405,62.81410597232237
20000406,62.417910614056204
20000407,63.94446136428076
20000408,63.94446136428076
20000409,63.94446136428076
20000410,62.88945397653896
20000411,60.51407107788507
20000412,59.47063542153238
20000413,59.57702414493721
20000414,52.41545130625134
20000415,52.41545130625134
20000416,52.41545130625134
20000417,58.228024631499245
20000418,59.17869012996776
20000419,64.72475763552829
20000420,54.74533499891703
20000421,54.74533499891703
20000422,54.74533499891703
20000423,54.74533499891703
20000424,56.57602908069407
20000425,49.97178228500186
20000426,39.65807313275339
20000427,37.07922428356241
20000428,50.716483776047596
20000429,50.716483776047596
20000430,50.716483776047596
20000501,52.78550587528626
20000502,52.1943858300199
20000503,52.92047738312421
20000504,48.431939219766114
20000505,60.51344258903263
20000506,60.51344258903263
20000507,60.51344258903263
20000508,57.68697952202768
20000509,57.247066764897085
20000510,53.33162566819268
20000511,53.65653192833729
20000512,56.46023601394927
20000513,56.46023601394927
20000514,56.46023601394927
20000515,54.40579425430332
20000516,52.078773078383186
20000517,5.626715067089525
20000518,4.915789838620517
20000519,4.7821063254072
20000520,4.7821063254072
20000521,4.7821063254072
20000522,4.111893606886109
20000523,4.881710031704407
20000524,5.558588811178265
20000525,5.568534467289683
20000526,5.227111355890295
20000527,5.227111355890295
20000528,5.227111355890295
20000529,5.227111355890295
20000530,5.104138732670106
20000531,20.274680974453247
20000601,22.838590045238043
20000602,19.652156650829976
20000603,19.652156650829976
20000604,19.652156650829976
20000605,19.38307249317516
20000606,19.95562503285894
20000607,20.10192574927287
20000608,19.94328294074054
20000609,20.919185757149734
20000610,20.919185757149734
20000611,20.919185757149734
20000612,21.227079190117866
20000613,20.808058954518856
20000614,20.824130606676622
20000615,21.890044318441756
20000616,20.148870627897796
20000617,20.148870627897796
20000618,20.148870627897796
20000619,20.214953282281858
20000620,20.111576910790937
20000621,22.778350036658374
20000622,23.84598532278378
20000623,23.886528528820463
20000624,23.886528528820463
20000625,23.886528528820463
20000626,25.243741455274485
20000627,24.81690790242855
20000628,24.66636073171929
20000629,23.55774913412867
20000630,24.765956767668563
20000701,24.85490790961545
20000702,24.85490790961545
20000703,24.778320603496244
20000704,24.778320603496244
20000705,24.501947971698637
20000706,21.15993889732761
20000707,22.032403419208613
20000708,22.032403419208613
20000709,22.032403419208613
20000710,25.19912116971632
20000711,25.23147011886319
20000712,24.64177999761422
20000713,23.175123940742324
20000714,22.657800274878568
20000715,22.657800274878568
20000716,22.657800274878568
20000717,21.878444135158457
20000718,21.693927667941203
20000719,24.777791066592098
20000720,25.22328406877993
20000721,29.412206694899087
20000722,29.412206694899087
20000723,29.412206694899087
20000724,25.962932793212218
20000725,26.528604939768844
20000726,27.98576649965081
20000727,29.441891104762362
20000728,29.06901082424427
20000729,29.06901082424427
20000730,29.06901082424427
20000731,29.695580736475122
20000801,29.06253825019746
20000802,30.19618441725617
20000803,31.571036035642717
20000804,32.04986802422386
20000805,32.04986802422386
20000806,32.04986802422386
20000807,32.33135777635042
20000808,37.52071285330019
20000809,31.05729214356081
20000810,31.116990410464275
20000811,30.655675237006978
20000812,30.655675237006978
20000813,30.655675237006978
20000814,117.44462615543316
20000815,117.29683765739999
20000816,144.0400160485525
20000817,133.47606375349318
20000818,126.16657451369781
20000819,126.16657451369781
20000820,126.16657451369781
20000821,134.32480823881548
20000822,130.34130525482223
20000823,129.3100370166026
20000824,129.11870892344194
20000825,127.8291733036075
20000826,127.8291733036075
20000827,127.8291733036075
20000828,126.87902504690592
20000829,126.6635854086173
20000830,127.91074381089231
20000831,168.1337693218047
20000901,168.11130147398933
20000902,168.11130147398933
20000903,168.11130147398933
20000904,168.11130147398933
20000905,153.61444654100794
20000906,154.932122903151
20000907,154.27853398359886
20000908,154.35535462858869
20000909,154.35535462858869
20000910,154.35535462858869
20000911,143.49896507835183
20000912,149.0994813612308
20000913,141.83558967496825
20000914,147.95215052551833
20000915,144.36770838554872
20000916,144.36770838554872
20000917,144.36770838554872
20000918,141.7796217855283
20000919,135.5347858687309
20000920,138.58499626378136
20000921,136.72174994954804
20000922,140.2167591586759
20000923,140.2167591586759
20000924,140.2167591586759
20000925,136.90882410954882
20000926,134.34996248002435
20000927,137.27637374559382
20000928,137.6789815052976
20000929,136.86119357331393
20000930,136.86119357331393
20001001,137.39001244143853
20001002,136.6222787128783
20001003,132.45027221893676
20001004,131.44026092030964
20001005,140.64651720733582
20001006,137.45267364100602
20001007,137.45267364100602
20001008,137.45267364100602
20001009,136.2724800571398
20001010,135.4115996432429
20001011,134.19519351121542
20001012,133.60923773618163
20001013,137.9136015852736
20001014,137.9136015852736
20001015,137.9136015852736
20001016,139.43705324335423
20001017,137.94620933885327
20001018,142.50315216488193
20001019,139.81319799265768
20001020,138.94437301275664
20001021,138.94437301275664
20001022,138.94437301275664
20001023,144.18136806866653
20001024,133.66458576137208
20001025,132.34786985322117
20001026,140.26090698106432
20001027,140.59600334023528
20001028,140.59600334023528
20001029,140.59600334023528
20001030,137.78974130862113
20001031,139.42324973838086
20001101,140.0874578873184
20001102,157.19042004117097
20001103,142.418285746015
20001104,142.418285746015
20001105,142.418285746015
20001106,148.0380277718266
20001107,156.57301031616666
20001108,154.74080776247348
20001109,155.8501435602979
20001110,152.0448507177626
20001111,152.0448507177626
20001112,152.0448507177626
20001113,149.85065602296822
20001114,147.62779299289423
20001115,147.92691730502952
20001116,140.8408102427183
20001117,137.27404711291805
20001118,137.27404711291805
20001119,137.27404711291805
20001120,135.18066638795312
20001121,143.1548315028388
20001122,141.85509627751557
20001123,141.85509627751557
20001124,125.11781093514446
20001125,125.11781093514446
20001126,125.11781093514446
20001127,137.79149047044348
20001128,134.88933848437532
20001129,135.80035631481462
20001130,138.85247883318107
20001201,161.3246698599081
20001202,161.3246698599081
20001203,161.3246698599081
20001204,170.0345057977869
20001205,167.67934495461344
20001206,156.02205953116624
20001207,156.34561328364717
20001208,153.8052996695703
20001209,153.8052996695703
20001210,153.8052996695703
20001211,153.7672658338544
20001212,152.95162032192525
20001213,152.32593752161728
20001214,151.71889420043345
20001215,155.05027145411003
20001216,155.05027145411003
20001217,155.05027145411003
20001218,143.9053524815306
20001219,136.77181163455447
20001220,130.57766108075495
20001221,128.71274974206042
20001222,135.84849337934776
20001223,135.84849337934776
20001224,135.84849337934776
20001225,135.84849337934776
20001226,132.39229665365693
20001227,122.51222760409094
20001228,112.04492869208771
20001229,116.47032589915288
20001230,116.47032589915288
20001231,116.47032589915288
20010101,116.96571579278631
20010102,114.46754409279933
20010103,112.06805844927675
20010104,107.8548964302807
20010105,115.93846597704513
20010106,115.93846597704513
20010107,115.93846597704513
20010108,113.86299091798706
20010109,117.42898018102521
20010110,116.22548182807068
20010111,106.09522661197647
20010112,114.81069236068713
20010113,114.81069236068713
20010114,114.81069236068713
20010115,114.81069236068713
20010116,119.96728316052233
20010117,113.7697771577506
20010118,130.9345133510606
20010119,129.03011736703044
20010120,129.03011736703044
20010121,129.03011736703044
20010122,131.4642985674398
20010123,127.30740413616829
20010124,129.1976676301677
20010125,114.44360858612045
20010126,120.54094298907427
20010127,120.54094298907427
20010128,120.54094298907427
20010129,121.65518894401013
20010130,123.69764456970356
20010131,118.88778196759472
20010201,115.90685780990624
20010202,110.85564098356407
20010203,110.85564098356407
20010204,110.85564098356407
20010205,110.63191578866156
20010206,109.49842274926385
20010207,111.7958377324818
20010208,113.65113831160613
20010209,116.97346119925378
20010210,116.97346119925378
20010211,116.97346119925378
20010212,114.58607566634902
20010213,115.91444981197843
20010214,117.3846724253022
20010215,116.07973642620928
20010216,113.86593542611497
20010217,113.86593542611497
20010218,113.86593542611497
20010219,113.86593542611497
20010220,116.11058776614468
20010221,114.98336347238747
20010222,111.65823304098157
20010223,105.68881433629092
20010224,105.68881433629092
20010225,105.68881433629092
20010226,107.72540657970009
20010227,109.99369587451956
20010228,104.90537150930261
20010301,108.89801410128047
20010302,108.70171603183775
20010303,108.70171603183775
20010304,108.70171603183775
20010305,108.2313594738262
20010306,107.06846055891799
20010307,110.17729591287973
20010308,105.77725402717611
20010309,101.8890867317047
20010310,101.8890867317047
20010311,101.8890867317047
20010312,101.23691202281861
20010313,99.93159624165533
20010314,102.78499113629377
20010315,95.58354078687923
20010316,100.8489649464096
20010317,100.8489649464096
20010318,100.8489649464096
20010319,98.12827575224274
20010320,94.8586540401901
20010321,95.42327068821251
20010322,99.74189063399253
20010323,92.85729194511919
20010324,92.85729194511919
20010325,92.85729194511919
20010326,100.7376543169958
20010327,99.73090034858546
20010328,98.8302282000582
20010329,99.59363350445187
20010330,95.71331651700767
20010331,95.71331651700767
20010401,96.16174799488189
20010402,97.98260651001121
20010403,96.13151322262696
20010404,96.1324292680265
20010405,98.2880105192839
20010406,97.31159040459099
20010407,97.31159040459099
20010408,97.31159040459099
20010409,95.58745508223765
20010410,97.3999342257464
20010411,97.36001727247341
20010412,101.33980300431715
20010413,101.33980300431715
20010414,101.33980300431715
20010415,101.33980300431715
20010416,104.7951876928711
20010417,103.59898556602779
20010418,104.17590941209095
20010419,106.98878238336313
20010420,106.34645824447898
20010421,106.34645824447898
20010422,106.34645824447898
20010423,105.39301980143011
20010424,104.4745277685385
20010425,102.89224544267931
20010426,103.44372609511126
20010427,104.39322057604606
20010428,104.39322057604606
20010429,104.39322057604606
20010430,109.40488151374437
20010501,109.85529549870617
20010502,108.9385316406152
20010503,110.84406119118414
20010504,105.97316906457849
20010505,105.97316906457849
20010506,105.97316906457849
20010507,106.7812200163492
20010508,103.88992497747185
20010509,103.75329232918136
20010510,106.30851280453643
20010511,104.99056309369561
20010512,104.99056309369561
20010513,104.99056309369561
20010514,106.82889768388856
20010515,109.3608414648548
20010516,114.26583416617056
20010517,114.031066112791
20010518,112.5489805822781
20010519,112.5489805822781
20010520,112.5489805822781
20010521,113.51203305070717
20010522,108.52530201189062
20010523,110.26587882813966
20010524,109.57355770232918
20010525,110.30060888163442
20010526,110.30060888163442
20010527,110.30060888163442
20010528,110.30060888163442
20010529,110.4988673791152
20010530,107.70796167209133
20010531,77.58221431636422
20010601,77.2622760272368
20010602,77.2622760272368
20010603,77.2622760272368
20010604,76.0894487187164
20010605,77.03481064290239
20010606,76.86632312960552
20010607,83.03068374828572
20010608,84.24025816704192
20010609,84.24025816704192
20010610,84.24025816704192
20010611,83.04997292331005
20010612,83.36010972109459
20010613,81.69048546354442
20010614,77.13737197388657
20010615,78.20522672516572
20010616,78.20522672516572
20010617,78.20522672516572
20010618,78.41454833854407
20010619,77.0901411479517
20010620,76.28366905760572
20010621,76.35933491489571
20010622,76.43517324408141
20010623,76.43517324408141
20010624,76.43517324408141
20010625,75.77259064426393
20010626,75.69041510318077
20010627,75.74902542323598
20010628,74.35541651854216
20010629,68.11652570332296
20010630,68.11652570332296
20010701,68.47064752166447
20010702,67.68330849126392
20010703,69.83331507508139
20010704,69.83331507508139
20010705,67.12166401668532
20010706,63.920044803493035
20010707,63.920044803493035
20010708,63.920044803493035
20010709,63.06260130401641
20010710,62.463674343732656
20010711,64.0566074962956
20010712,66.14116950365714
20010713,61.63486241865522
20010714,61.63486241865522
20010715,61.63486241865522
20010716,59.88403133760352
20010717,60.147419881988924
20010718,64.78238442993211
20010719,64.29314748986755
20010720,67.44270712551752
20010721,67.44270712551752
20010722,67.44270712551752
20010723,63.41696961980744
20010724,69.25048186992518
20010725,68.41274291976423
20010726,67.83474870387943
20010727,64.82472816020683
20010728,64.82472816020683
20010729,64.82472816020683
20010730,69.79260725739218
20010731,64.38903115102025
20010801,62.552121214739
20010802,62.649035479010266
20010803,63.368679204410796
20010804,63.368679204410796
20010805,63.368679204410796
20010806,61.986437633750995
20010807,62.69472534892824
20010808,61.87815376991149
20010809,60.75264567846311
20010810,66.2961833926589
20010811,66.2961833926589
20010812,66.2961833926589
20010813,65.19850107839933
20010814,64.81592909116833
20010815,62.480047889817925
20010816,58.37922935927658
20010817,56.44664415079412
20010818,56.44664415079412
20010819,56.44664415079412
20010820,52.26346120469561
20010821,48.82240648445459
20010822,47.95774203579541
20010823,45.95916729931249
20010824,46.663555471662995
20010825,46.663555471662995
20010826,46.663555471662995
20010827,46.27894093147411
20010828,47.876054764348225
20010829,46.9330831107786
20010830,45.1736010474469
20010831,10.18370274658015
20010901,10.240896850232815
20010902,10.240896850232815
20010903,10.240896850232815
20010904,10.281619608865032
20010905,9.336561434069324
20010906,9.978878527924193
20010907,9.064501915494354
20010908,9.064501915494354
20010909,9.064501915494354
20010910,9.153802279071895
20010911,9.153802279071895
20010912,9.153802279071895
20010913,9.153802279071895
20010914,9.153802279071895
20010915,9.153802279071895
20010916,9.153802279071895
20010917,8.669055790333363
20010918,7.428710260566295
20010919,8.049712793556367
20010920,8.043104606452193
20010921,7.903234309419953
20010922,7.903234309419953
20010923,7.903234309419953
20010924,7.608779806466643
20010925,7.890195464628523
20010926,7.867243771522228
20010927,7.938116401863372
20010928,7.808333112297243
20010929,7.808333112297243
20010930,7.808333112297243
20011001,8.337098873427509
20011002,7.149985286226941
20011003,8.190692691452949
20011004,7.3469847587813195
20011005,7.264545644303868
20011006,7.264545644303868
20011007,7.264545644303868
20011008,8.181788275983678
20011009,8.16887993513586
20011010,8.103048052460663
20011011,6.690600433891024
20011012,8.245194026238089
20011013,8.245194026238089
20011014,8.245194026238089
20011015,7.387895482019449
20011016,6.956702635312679
20011017,7.350976177164711
20011018,7.113229344900005
20011019,7.0086664061134725
20011020,7.0086664061134725
20011021,7.0086664061134725
20011022,7.450066290486399
20011023,7.475403144423563
20011024,7.473839988457802
20011025,7.757306486361061
20011026,7.799353002229103
20011027,7.799353002229103
20011028,7.799353002229103
20011029,7.367265722821442
20011030,7.310299371499421
20011031,9.376322619852413
20011101,9.794937851412161
20011102,9.79010519581586
20011103,9.79010519581586
20011104,9.79010519581586
20011105,9.718806280621418
20011106,9.672277968664684
20011107,9.089085275884248
20011108,9.80364779042252
20011109,9.576934712276044
20011110,9.576934712276044
20011111,9.576934712276044
20011112,9.691358329328105
20011113,10.00830447261321
20011114,9.783046173568923
20011115,10.361384339160047
20011116,10.528446834744873
20011117,10.528446834744873
20011118,10.528446834744873
20011119,10.421249355296057
20011120,10.250648654872606
20011121,10.57018861888017
20011122,10.57018861888017
20011123,10.8344170919811
20011124,10.8344170919811
20011125,10.8344170919811
20011126,10.806578977228035
20011127,10.746563556673307
20011128,10.283689176451647
20011129,10.032094935367859
20011130,9.184290735735932
20011201,9.24086471826749
20011202,9.24086471826749
20011203,8.990868996098955
20011204,9.311900098340907
20011205,9.238225777333637
20011206,9.58839003509236
20011207,9.273746693449617
20011208,9.273746693449617
20011209,9.273746693449617
20011210,9.028190441512942
20011211,8.643887375442382
20011212,8.66798611270577
20011213,9.065799178251739
20011214,9.140301642402687
20011215,9.140301642402687
20011216,9.140301642402687
20011217,9.335284231983902
20011218,8.818265852320753
20011219,9.289286776461646
20011220,9.406948240837792
20011221,9.422265119641747
20011222,9.422265119641747
20011223,9.422265119641747
20011224,9.335237135699149
20011225,9.335237135699149
20011226,9.478260352193523
20011227,9.431883560259632
20011228,9.424211091318623
20011229,9.424211091318623
20011230,9.424211091318623
20011231,8.44482519873637
20020101,8.49849056525958
20020102,9.168901074527922
20020103,8.913132511600491
20020104,8.826218830430827
20020105,8.826218830430827
20020106,8.826218830430827
20020107,8.670432296729775
20020108,8.812195568363103
20020109,8.030846084691863
20020110,7.995295277109039
20020111,7.814555310295248
20020112,7.814555310295248
20020113,7.814555310295248
20020114,7.942898995476308
20020115,7.981914866311454
20020116,7.8925040777674935
20020117,8.238243683213335
20020118,8.028897831764542
20020119,8.028897831764542
20020120,8.028897831764542
20020121,8.028897831764542
20020122,8.22677709026465
20020123,7.821342151402677
20020124,8.272502317329213
20020125,8.609350472194622
20020126,8.609350472194622
20020127,8.609350472194622
20020128,8.629424952129016
20020129,8.15630002654711
20020130,8.412505455023597
20020131,8.855024647881185
20020201,8.44814043628784
20020202,8.44814043628784
20020203,8.44814043628784
20020204,8.321621542514778
20020205,8.533079841386328
20020206,8.175179476934485
20020207,8.521463059211253
20020208,8.335996073838524
20020209,8.335996073838524
20020210,8.335996073838524
20020211,8.736121106367593
20020212,8.495071479544166
20020213,8.507012544743219
20020214,8.609758772637674
20020215,8.642100230512764
20020216,8.642100230512764
20020217,8.642100230512764
20020218,8.642100230512764
20020219,7.244819138641118
20020220,8.223244528503718
20020221,7.3402685932033815
20020222,7.1811750946799915
20020223,7.1811750946799915
20020224,7.1811750946799915
20020225,7.41959260130584
20020226,6.831512592462821
20020227,6.6279156625914
20020228,7.265918451068953
20020301,6.841449169717751
20020302,6.841449169717751
20020303,6.841449169717751
20020304,6.879911037045499
20020305,7.393543481415091
20020306,7.292953255927371
