Date,Fragrance Group Ltd
20060411,2.349212005331188
20060412,2.49023464723342
20060413,2.359194025374119
20060414,2.359194025374119
20060415,2.359194025374119
20060416,2.359194025374119
20060417,2.5232859517361566
20060418,2.3014553792873635
20060419,2.352923957689014
20060420,2.25361251729462
20060421,2.438184531899898
20060422,2.438184531899898
20060423,2.438184531899898
20060424,2.400715992659321
20060425,2.447462654770215
20060426,2.485400807504917
20060427,2.357994923154547
20060428,2.323093105449734
20060429,2.323093105449734
20060430,2.323093105449734
20060501,2.323093105449734
20060502,2.539840611682049
20060503,2.461347404693222
20060504,2.4683793772719063
20060505,2.4800099303456857
20060506,2.4800099303456857
20060507,2.4800099303456857
20060508,2.5425907748688674
20060509,2.704621745674036
20060510,2.514633936556455
20060511,2.6987449804165986
20060512,2.6987449804165986
20060513,2.6987449804165986
20060514,2.6987449804165986
20060515,2.909892918150352
20060516,3.045305961984522
20060517,2.9826593648502144
20060518,3.0243954991494943
20060519,3.1126101728930697
20060520,3.1126101728930697
20060521,3.1126101728930697
20060522,3.3249097661220124
20060523,3.3377837695017307
20060524,3.4271484281275693
20060525,3.6155366947221173
20060526,3.3907711372047027
20060527,3.3907711372047027
20060528,3.3907711372047027
20060529,3.734479228169722
20060530,3.682215207304979
20060531,3.9783114132922655
20060601,3.732548407305062
20060602,3.755474259230105
20060603,3.755474259230105
20060604,3.755474259230105
20060605,3.863037549492735
20060606,3.780446037754991
20060607,3.9597060413679404
20060608,4.44073082532094
20060609,4.073821198979347
20060610,4.073821198979347
20060611,4.073821198979347
20060612,4.4955455558564745
20060613,4.6668073667949495
20060614,4.660705767466921
20060615,4.625260749162807
20060616,4.4929914469457835
20060617,4.4929914469457835
20060618,4.4929914469457835
20060619,4.632177003644264
20060620,4.662639435325651
20060621,4.659170014721301
20060622,4.6798235674488495
20060623,4.676490950165814
20060624,4.676490950165814
20060625,4.676490950165814
20060626,4.816805512733992
20060627,4.647430049891256
20060628,4.643725628298844
20060629,4.638495228874468
20060630,4.047990754451854
20060701,4.047990754451854
20060702,4.047990754451854
20060703,4.322435931632804
20060704,4.236755794430401
20060705,4.247911799182343
20060706,4.402945926972782
20060707,4.516200592783758
20060708,4.516200592783758
20060709,4.516200592783758
20060710,4.269044726748485
20060711,4.320971161844175
20060712,4.35140096550587
20060713,4.435341995554404
20060714,4.400450262850251
20060715,4.400450262850251
20060716,4.400450262850251
20060717,4.355413314135112
20060718,4.357662514504053
20060719,4.377883441480844
20060720,4.395902272585069
20060721,4.408494465075384
20060722,4.408494465075384
20060723,4.408494465075384
20060724,4.456456815489781
20060725,4.432634974571982
20060726,4.674805140563052
20060727,4.3748952367677685
20060728,3.4913336070558496
20060729,3.4913336070558496
20060730,3.4913336070558496
20060731,2.7044201500309524
20060801,2.488131893362328
20060802,2.642084928216842
20060803,2.762293496268686
20060804,2.81650719927374
20060805,2.81650719927374
20060806,2.81650719927374
20060807,2.6963003651231676
20060808,2.7834518367676195
20060809,2.7834518367676195
20060810,2.7956625917351063
20060811,2.7942532752238556
20060812,2.7942532752238556
20060813,2.7942532752238556
20060814,2.7460012469744024
20060815,2.7315215656625313
20060816,2.6001596347948754
20060817,2.6907839998191285
20060818,2.5862521050382132
20060819,2.5862521050382132
20060820,2.5862521050382132
20060821,2.5529370756677983
20060822,2.5600021147526593
20060823,2.5537654303847583
20060824,2.7215626481901407
20060825,2.5215129170760675
20060826,2.5215129170760675
20060827,2.5215129170760675
20060828,2.4900959807299348
20060829,2.484300748031391
20060830,2.480571538659934
20060831,2.1590057987416005
20060901,2.180419828570606
20060902,2.180419828570606
20060903,2.180419828570606
20060904,2.0491250253664983
20060905,2.126640329595852
20060906,2.1551724328813266
20060907,2.0831922253933417
20060908,2.1337234854568403
20060909,2.1337234854568403
20060910,2.1337234854568403
20060911,2.095978504456815
20060912,2.158547097829806
20060913,2.147058311963781
20060914,2.1211715054473084
20060915,2.078977077009993
20060916,2.078977077009993
20060917,2.078977077009993
20060918,2.0052652280278385
20060919,1.9355653578809893
20060920,1.9346739438554836
20060921,1.8932406525266727
20060922,1.8845772498204925
20060923,1.8845772498204925
20060924,1.8845772498204925
20060925,1.8833620820503558
20060926,1.8773908885269275
20060927,1.8772799912405096
20060928,1.8690740007272835
20060929,1.812924840329404
20060930,1.812924840329404
20061001,1.812924840329404
20061002,1.7951500976002417
20061003,1.753351501089748
20061004,1.7746475212466106
20061005,1.8462844956223616
20061006,1.7849091118824427
20061007,1.7849091118824427
20061008,1.7849091118824427
20061009,1.7743052945562943
20061010,1.639744670784706
20061011,1.3271916652224196
20061012,1.2225218555395176
20061013,1.1311591661947686
20061014,1.1311591661947686
20061015,1.1311591661947686
20061016,1.2031203452986927
20061017,1.143402983865372
20061018,1.1866256358815317
20061019,1.193096177035902
20061020,1.1968925729034174
20061021,1.1968925729034174
20061022,1.1968925729034174
20061023,1.1844736627908479
20061024,1.1844736627908479
20061025,1.193923564548834
20061026,1.1797903284494324
20061027,1.1716607838182866
20061028,1.1716607838182866
20061029,1.1716607838182866
20061030,1.1984732977830506
20061031,1.3586292923596925
20061101,1.358776232350184
20061102,1.371327264313229
20061103,1.3708365376701772
20061104,1.3708365376701772
20061105,1.3708365376701772
20061106,1.3552972121821212
20061107,1.3445897230878148
20061108,1.3835158592759913
20061109,1.390609349995135
20061110,1.4253761413389845
20061111,1.4253761413389845
20061112,1.4253761413389845
20061113,1.4353899872593106
20061114,1.4262856952205647
20061115,1.415939205384915
20061116,1.4088377713432587
20061117,1.4270606084602113
20061118,1.4270606084602113
20061119,1.4270606084602113
20061120,1.4482001292575084
20061121,1.4618672268589892
20061122,1.4528818800692391
20061123,1.4683781731870467
20061124,1.452386865735763
20061125,1.452386865735763
20061126,1.452386865735763
20061127,1.4495211274590953
20061128,1.4687449363750502
20061129,1.4381133307985885
20061130,1.4260496058470973
20061201,1.43271603665685
20061202,1.43271603665685
20061203,1.43271603665685
20061204,1.3565190818092685
20061205,1.330973495860146
20061206,1.317094680821919
20061207,1.4514740633682743
20061208,1.4575376978629402
20061209,1.4575376978629402
20061210,1.4575376978629402
20061211,1.4363038265744208
20061212,1.4068372833772935
20061213,1.4058533568607625
20061214,1.3912545297715186
20061215,1.3758390968616365
20061216,1.3758390968616365
20061217,1.3758390968616365
20061218,1.3703353552458928
20061219,1.2509484418903412
20061220,1.2349514129759454
20061221,1.4827279186956597
20061222,1.3835616872769894
20061223,1.3835616872769894
20061224,1.3835616872769894
20061225,1.3835616872769894
20061226,1.3910972885577546
20061227,1.3850559933362026
20061228,1.3743078811234295
20061229,1.384211881237852
20061230,1.384211881237852
20061231,1.384211881237852
20070101,1.384211881237852
20070102,1.384211881237852
20070103,1.41644771681721
20070104,1.4475735234564142
20070105,1.4580922281050086
20070106,1.4580922281050086
20070107,1.4580922281050086
20070108,1.4320672918302093
20070109,1.4516444226277077
20070110,1.398227103751888
20070111,1.391442560487644
20070112,1.3520746260097554
20070113,1.3520746260097554
20070114,1.3520746260097554
20070115,1.1743104077700701
20070116,1.2410528360789779
20070117,1.2067869860904419
20070118,1.1890470175040915
20070119,1.0989275463202532
20070120,1.0989275463202532
20070121,1.0989275463202532
20070122,1.1394036200195579
20070123,1.1537987599718835
20070124,1.084360099613702
20070125,1.1138976898306103
20070126,1.1631811348252206
20070127,1.1631811348252206
20070128,1.1631811348252206
20070129,1.9925610531254054
20070130,1.819986018192307
20070131,1.2707440839209596
20070201,1.3839236184833408
20070202,1.2622080453996032
20070203,1.2622080453996032
20070204,1.2622080453996032
20070205,1.2635284732611578
20070206,1.2232470541866611
20070207,1.2187324622299058
20070208,1.1936713177032807
20070209,1.1772159164721534
20070210,1.1772159164721534
20070211,1.1772159164721534
20070212,1.24685590732657
20070213,1.2396187177749087
20070214,1.2366648235293198
20070215,1.228171035742748
20070216,1.1770068462700611
20070217,1.1770068462700611
20070218,1.1770068462700611
20070219,1.1770068462700611
20070220,1.1770068462700611
20070221,1.1196999177843368
20070222,1.0922103208930316
20070223,1.107525371227818
20070224,1.107525371227818
20070225,1.107525371227818
20070226,1.019926510125605
20070227,0.9643133951355921
20070228,1.483577516052412
20070301,1.4097051541759793
20070302,1.3975149542707161
20070303,1.3975149542707161
20070304,1.3975149542707161
20070305,1.4234148548365793
20070306,1.5801261898633256
20070307,1.5811761143013885
20070308,1.8156749109133838
20070309,1.7869331881749706
20070310,1.7869331881749706
20070311,1.7869331881749706
20070312,1.7468009172903787
20070313,1.8516092688722123
20070314,1.877239582834611
20070315,1.8720071459697467
20070316,1.893136121935737
20070317,1.893136121935737
20070318,1.893136121935737
20070319,1.8119239610052922
20070320,1.810758582081484
20070321,1.7506312112599842
20070322,1.6681389982128059
20070323,1.6746770737920231
20070324,1.6746770737920231
20070325,1.6746770737920231
20070326,1.6171240279150008
20070327,1.6065107358194426
20070328,1.5728442113140562
20070329,1.472413466575147
20070330,1.4702154838033183
20070331,1.4702154838033183
20070401,1.4702154838033183
20070402,1.50179109399912
20070403,1.4196484835913217
20070404,1.310648185127576
20070405,1.3522084404654449
20070406,1.3522084404654449
20070407,1.3522084404654449
20070408,1.3522084404654449
20070409,1.1612216217851095
20070410,0.9876056042857949
20070411,1.0280457789410187
20070412,1.097657252880284
20070413,1.0434271443986853
20070414,1.0434271443986853
20070415,1.0434271443986853
20070416,1.027456998859128
20070417,1.0332962499999554
20070418,1.0726228807616258
20070419,1.2448561858259592
20070420,1.2249881928745898
20070421,1.2249881928745898
20070422,1.2249881928745898
20070423,1.0828605979043235
20070424,1.1778939493217035
20070425,1.1859699180162595
20070426,1.224094222334829
20070427,1.2626017338338407
20070428,1.2626017338338407
20070429,1.2626017338338407
20070430,1.3028661044776033
20070501,1.3028661044776033
20070502,1.1435536108866928
20070503,1.1943946143138533
20070504,1.18388506240042
20070505,1.18388506240042
20070506,1.18388506240042
20070507,1.2396735702347705
20070508,1.2805547166605704
20070509,1.2890671533358793
20070510,1.2968555145130833
20070511,1.2867450235556261
20070512,1.2867450235556261
20070513,1.2867450235556261
20070514,1.231918542227137
20070515,1.2685695879595764
20070516,1.2801641934762196
20070517,1.295708161402667
20070518,1.3025901986846236
20070519,1.3025901986846236
20070520,1.3025901986846236
20070521,1.2668829839008262
20070522,1.2492580128304314
20070523,1.181139022876915
20070524,1.1910899008705285
20070525,1.216917313443535
20070526,1.216917313443535
20070527,1.216917313443535
20070528,1.2286016612409587
20070529,1.2009279916602411
20070530,1.1961797730490216
20070531,1.1961797730490216
20070601,1.253100829060019
20070602,1.253100829060019
20070603,1.253100829060019
20070604,1.2101911533642196
20070605,1.153186837774806
20070606,1.1773729711816678
20070607,1.1059849392025902
20070608,1.174566198238704
20070609,1.174566198238704
20070610,1.174566198238704
20070611,1.10071009560121
20070612,1.1343925754984712
20070613,1.1703943582003635
20070614,1.1188165342020426
20070615,1.098709173420692
20070616,1.098709173420692
20070617,1.098709173420692
20070618,1.0013426930726277
20070619,1.003485764039967
20070620,0.9960110797946214
20070621,0.9576230204988335
20070622,0.8993358556915021
20070623,0.8993358556915021
20070624,0.8993358556915021
20070625,0.9015069273644333
20070626,0.9017430531915759
20070627,0.7403737549389773
20070628,0.6678122377551613
20070629,0.6824190160217914
20070630,0.6824190160217914
20070701,0.6824190160217914
20070702,0.6988473856053108
20070703,0.6839829589398092
20070704,0.4622447142134746
20070705,0.31299585983005224
20070706,0.32194873085418374
20070707,0.32194873085418374
20070708,0.32194873085418374
20070709,0.29998873845340723
20070710,0.31915669593793017
20070711,0.29561578000745564
20070712,0.31932240842728377
20070713,0.3156811705949853
20070714,0.3156811705949853
20070715,0.3156811705949853
20070716,0.3153344724187178
20070717,0.31575151885173747
20070718,0.40025274692205826
20070719,0.367694695826076
20070720,0.3446173160645073
20070721,0.3446173160645073
20070722,0.3446173160645073
20070723,0.3422329307449846
20070724,0.3127425770168961
20070725,0.3273073709863151
20070726,0.34307942431198263
20070727,0.37550052089032515
20070728,0.37550052089032515
20070729,0.37550052089032515
20070730,0.37361662141720503
20070731,0.8431224235994172
20070801,1.0462904784382292
20070802,1.013684185981702
20070803,1.0356301758526592
20070804,1.0356301758526592
20070805,1.0356301758526592
20070806,1.1274321621206758
20070807,1.271589972987156
20070808,1.124081914956183
20070809,1.124081914956183
20070810,1.3540806577404496
20070811,1.3540806577404496
20070812,1.3540806577404496
20070813,1.214981434420285
20070814,1.2183695195784787
20070815,1.3216289584420147
20070816,1.3997825272106856
20070817,1.4978047020409555
20070818,1.4978047020409555
20070819,1.4978047020409555
20070820,1.3622180794958194
20070821,1.4064328826567665
20070822,1.378613305977599
20070823,1.333100678948482
20070824,1.3200763138322675
20070825,1.3200763138322675
20070826,1.3200763138322675
20070827,1.178590805162681
20070828,1.1813756053813185
20070829,1.1783748883138592
20070830,1.1784594741234315
20070831,2.0092791396171705
20070901,2.0092791396171705
20070902,2.0092791396171705
20070903,2.0393591662056942
20070904,2.061646173206549
20070905,2.023680735542395
20070906,2.0786910868147666
20070907,1.9087720247177922
20070908,1.9087720247177922
20070909,1.9087720247177922
20070910,2.0447485010125988
20070911,2.006572454049405
20070912,2.0019069509349174
20070913,2.0074237050473935
20070914,1.989432774345666
20070915,1.989432774345666
20070916,1.989432774345666
20070917,2.193134012725296
20070918,2.186655352929388
20070919,2.152498200383141
20070920,2.139580055423277
20070921,2.1206669203819457
20070922,2.1206669203819457
20070923,2.1206669203819457
20070924,2.154599410233598
20070925,2.1668490576120156
20070926,2.0899576562104265
20070927,2.0431910862657605
20070928,2.1659937564459915
20070929,2.1659937564459915
20070930,2.1659937564459915
20071001,2.1437752595574695
20071002,2.1270977917833087
20071003,2.187041990472665
20071004,2.2226514935857105
20071005,2.150630762406319
20071006,2.150630762406319
20071007,2.150630762406319
20071008,2.108268922839458
20071009,2.1364155895100363
20071010,2.137528928076604
20071011,2.134686149624684
20071012,2.216968371844942
20071013,2.216968371844942
20071014,2.216968371844942
20071015,2.18177452663727
20071016,2.2407991544112345
20071017,2.2366850922600285
20071018,2.227712824377182
20071019,2.3022319209540973
20071020,2.3022319209540973
20071021,2.3022319209540973
20071022,2.3440529416352724
20071023,2.3585309248692554
20071024,2.373846546240934
20071025,2.365916247310968
20071026,2.277067999589907
20071027,2.277067999589907
20071028,2.277067999589907
20071029,2.4473423086067627
20071030,2.4700140902055354
20071031,2.451929994053795
20071101,2.453544935998775
20071102,2.5872747155346563
20071103,2.5872747155346563
20071104,2.5872747155346563
20071105,2.5817626601058965
20071106,2.588366332422959
20071107,2.7306331144702414
20071108,2.7306331144702414
20071109,2.5743597261062723
20071110,2.5743597261062723
20071111,2.5743597261062723
20071112,2.5816727870803953
20071113,2.586647957622007
20071114,2.5763985635694384
20071115,2.603667548298843
20071116,2.6094959352560814
20071117,2.6094959352560814
20071118,2.6094959352560814
20071119,2.6189681390373307
20071120,2.7491360694314912
20071121,2.9767173821471484
20071122,2.6662576889265064
20071123,2.8218850256499906
20071124,2.8218850256499906
20071125,2.8218850256499906
20071126,2.091392996988594
20071127,2.1404608393047493
20071128,2.2369751474544897
20071129,2.2499358055876892
20071130,2.7425020530278954
20071201,2.7425020530278954
20071202,2.7425020530278954
20071203,2.8578461959931714
20071204,3.0836249288747615
20071205,2.917589754066155
20071206,2.9011533876851745
20071207,2.83840489718395
20071208,2.83840489718395
20071209,2.83840489718395
20071210,2.8562984882581537
20071211,2.983097814037357
20071212,2.868723624789069
20071213,3.0150728048205
20071214,3.0589527050457366
20071215,3.0589527050457366
20071216,3.0589527050457366
20071217,3.1558743603349404
20071218,3.17716181486053
20071219,3.038080286583293
20071220,3.038080286583293
20071221,3.3326136367328787
20071222,3.3326136367328787
20071223,3.3326136367328787
20071224,3.0061951534534033
20071225,3.0061951534534033
20071226,2.9843885033550714
20071227,3.0052837407129283
20071228,2.9747301011345617
20071229,2.9747301011345617
20071230,2.9747301011345617
20071231,2.990346142821197
20080101,2.990346142821197
20080102,2.7448787799634755
20080103,2.5373662273480813
20080104,2.032235546230958
20080105,2.032235546230958
20080106,2.032235546230958
20080107,1.697469943740354
20080108,1.6522934077863318
20080109,1.81135438087938
20080110,2.03723428704095
20080111,2.1411364594551245
20080112,2.1411364594551245
20080113,2.1411364594551245
20080114,2.2445410937807004
20080115,2.470738506838636
20080116,3.0132256328584344
20080117,2.6835516776368418
20080118,2.483450076786957
20080119,2.483450076786957
20080120,2.483450076786957
20080121,2.845969722042193
20080122,2.116127693994931
20080123,2.3413789824181976
20080124,2.8260992840379626
20080125,2.7978447051030817
20080126,2.7978447051030817
20080127,2.7978447051030817
20080128,2.79494383573307
20080129,2.939753134871211
20080130,3.3052602215720075
20080131,5.87786154848953
20080201,5.503761204442524
20080202,5.503761204442524
20080203,5.503761204442524
20080204,5.418988069232301
20080205,5.713738542020222
20080206,5.657059718228144
20080207,5.657059718228144
20080208,5.657059718228144
20080209,5.657059718228144
20080210,5.657059718228144
20080211,6.084399958703928
20080212,6.1430405729893165
20080213,6.198711117496605
20080214,6.110644589717218
20080215,5.310370053647626
20080216,5.310370053647626
20080217,5.310370053647626
20080218,4.599464239989522
20080219,4.35907961522959
20080220,4.4814537923203295
20080221,4.424222014629304
20080222,4.277959467513669
20080223,4.277959467513669
20080224,4.277959467513669
20080225,4.64447895153305
20080226,4.779532456061445
20080227,4.708801043267588
20080228,4.560232863544291
20080229,4.675167316307856
20080301,4.675167316307856
20080302,4.675167316307856
20080303,4.946535499185935
20080304,4.963529904640188
20080305,4.978757308482621
20080306,5.397684115110994
20080307,5.5046111987078605
20080308,5.5046111987078605
20080309,5.5046111987078605
20080310,5.829622879713239
20080311,5.951433150496925
20080312,6.153199625429412
20080313,6.994164148719048
20080314,7.012517043652641
20080315,7.012517043652641
20080316,7.012517043652641
20080317,7.600878930166872
20080318,7.912591844586237
20080319,7.986815885192203
20080320,8.06374038606799
20080321,8.06374038606799
20080322,8.06374038606799
20080323,8.06374038606799
20080324,8.154612310755276
20080325,7.92535097719911
20080326,7.987989056865166
20080327,7.680577398768928
20080328,7.546941912093101
20080329,7.546941912093101
20080330,7.546941912093101
20080331,8.22462156225188
20080401,7.424085665191042
20080402,7.013204925080666
20080403,6.725851748233083
20080404,6.63957099025064
20080405,6.63957099025064
20080406,6.63957099025064
20080407,7.036322102965675
20080408,7.9692772714881315
20080409,7.645189450245278
20080410,7.947587776904676
20080411,7.8742651827665
20080412,7.8742651827665
20080413,7.8742651827665
20080414,8.055172836998509
20080415,8.054036711152763
20080416,7.8918526286177615
20080417,7.811560640667188
20080418,8.307906424418313
20080419,8.307906424418313
20080420,8.307906424418313
20080421,7.915987659482747
20080422,8.304183626804916
20080423,8.234773633316301
20080424,8.148093312071591
20080425,8.025065334644726
20080426,8.025065334644726
20080427,8.025065334644726
20080428,6.92081199113147
20080429,6.629286849745653
20080430,6.9226089880079495
20080501,6.9226089880079495
20080502,7.021849263044623
20080503,7.021849263044623
20080504,7.021849263044623
20080505,7.1545258422378275
20080506,7.201010032524673
20080507,7.638244552354396
20080508,7.6489164059004215
20080509,7.717201890099772
20080510,7.717201890099772
20080511,7.717201890099772
20080512,7.6371426617573075
20080513,7.773413887112578
20080514,8.199321439514804
20080515,8.152384425401104
20080516,7.907156148617406
20080517,7.907156148617406
20080518,7.907156148617406
20080519,7.907156148617406
20080520,7.812071850122661
20080521,8.123492624841106
20080522,8.36051582880628
20080523,8.264764840156207
20080524,8.264764840156207
20080525,8.264764840156207
20080526,8.23224552462854
20080527,8.433600403898694
20080528,8.646173575808266
20080529,8.682689679824154
20080530,8.478128607811776
20080531,8.478128607811776
20080601,8.478128607811776
20080602,9.400114946372463
20080603,9.054528683136537
20080604,9.157062436939599
20080605,9.217362780564871
20080606,9.214086027566738
20080607,9.214086027566738
20080608,9.214086027566738
20080609,9.057531447528099
20080610,9.590618094767095
20080611,9.60764677130805
20080612,10.347887145748444
20080613,10.192066019631884
20080614,10.192066019631884
20080615,10.192066019631884
20080616,10.662703560734098
20080617,10.759208171394132
20080618,10.803993120562712
20080619,11.075973213153732
20080620,11.324712506011561
20080621,11.324712506011561
20080622,11.324712506011561
20080623,11.38815864683959
20080624,11.369858071172949
20080625,12.164950241840556
20080626,12.093967675578694
20080627,11.633019196660982
20080628,11.633019196660982
20080629,11.633019196660982
20080630,11.946633301786177
20080701,11.96303577177521
20080702,13.240611325455887
20080703,13.100615039318459
20080704,13.23802981765876
20080705,13.23802981765876
20080706,13.23802981765876
20080707,13.310891527215109
20080708,13.259530726073116
20080709,13.29789830729888
20080710,13.659294847201517
20080711,13.556081757772287
20080712,13.556081757772287
20080713,13.556081757772287
20080714,14.165659523826223
20080715,13.91976258879526
20080716,14.342425347644667
20080717,14.07294866461635
20080718,14.09326686008934
20080719,14.09326686008934
20080720,14.09326686008934
20080721,14.075322344530457
20080722,14.9099675127797
20080723,14.496041406875664
20080724,14.288479510372941
20080725,14.830255849257908
20080726,14.830255849257908
20080727,14.830255849257908
20080728,14.462827876554861
20080729,14.291206454389073
20080730,15.827294809096445
20080731,12.070824597095038
20080801,12.211564230103333
20080802,12.211564230103333
20080803,12.211564230103333
20080804,12.062489087209775
20080805,12.448906670092754
20080806,12.33806319955981
20080807,12.632893255863802
20080808,13.523442688367712
20080809,13.523442688367712
20080810,13.523442688367712
20080811,12.174630211041737
20080812,12.577667286986724
20080813,14.227891884301794
20080814,13.239649052706108
20080815,12.962337255565666
20080816,12.962337255565666
20080817,12.962337255565666
20080818,12.60233111616508
20080819,12.505962457446326
20080820,13.27604382327091
20080821,13.244847405900861
20080822,13.241052514631733
20080823,13.241052514631733
20080824,13.241052514631733
20080825,12.893076371058163
20080826,13.639498901109382
20080827,13.912684841047199
20080828,13.8751177708502
20080829,13.474665664236454
20080830,13.474665664236454
20080831,13.474665664236454
20080901,13.32195913477318
20080902,12.530695045572665
20080903,13.067540342655773
20080904,13.089083156585328
20080905,13.213365195941552
20080906,13.213365195941552
20080907,13.213365195941552
20080908,12.554423092668372
20080909,12.858525338319245
20080910,12.849053711429885
20080911,14.110789866724224
20080912,14.11012208294227
20080913,14.11012208294227
20080914,14.11012208294227
20080915,14.111448031883207
20080916,14.184646997656687
20080917,14.237073384630433
20080918,13.027655167040336
20080919,12.768550442330657
20080920,12.768550442330657
20080921,12.768550442330657
