Date,CRED Holding Co Ltd
20100705,70.87807246206347
20100706,70.0063395110036
20100707,69.74185365827135
20100708,66.88506813909078
20100709,66.93748635899267
20100710,66.93748635899267
20100711,66.93748635899267
20100712,66.642800845465
20100713,69.5991822616753
20100714,69.09891009821054
20100715,70.51860610331276
20100716,70.54429494814795
20100717,70.54429494814795
20100718,70.54429494814795
20100719,67.68287899670496
20100720,64.99697905797778
20100721,65.6155784780838
20100722,64.51727425977094
20100723,65.27715978326906
20100724,65.27715978326906
20100725,65.27715978326906
20100726,63.582361650955484
20100727,64.66228535047078
20100728,63.90505013578258
20100729,64.82267648483273
20100730,61.131205156738595
20100731,61.131205156738595
20100801,60.769206047372876
20100802,58.25009729581287
20100803,59.21052559362254
20100804,58.493712204546334
20100805,59.32065150811704
20100806,56.80621913365346
20100807,56.80621913365346
20100808,56.80621913365346
20100809,58.21336241601016
20100810,60.822267708519085
20100811,58.92187950311832
20100812,61.88387925959174
20100813,61.188359040401366
20100814,61.188359040401366
20100815,61.188359040401366
20100816,61.60735115281861
20100817,62.933209164973725
20100818,63.33988808318251
20100819,64.88817202918614
20100820,63.653032989359446
20100821,63.653032989359446
20100822,63.653032989359446
20100823,65.59919012392959
20100824,64.85963170840644
20100825,66.55339334866939
20100826,65.35366782835358
20100827,66.46838527780025
20100828,66.46838527780025
20100829,66.46838527780025
20100830,66.80108270371429
20100831,65.65322629740176
20100901,67.44203506637237
20100902,66.45250235023538
20100903,67.09614550197034
20100904,67.09614550197034
20100905,67.09614550197034
20100906,68.02485124616683
20100907,66.42792176966454
20100908,65.38834380656486
20100909,65.9240131262483
20100910,67.34767523420557
20100911,67.34767523420557
20100912,67.34767523420557
20100913,65.60564371795874
20100914,65.20499012622564
20100915,66.32242608994036
20100916,68.35677059085675
20100917,69.30853914719724
20100918,69.30853914719724
20100919,69.30853914719724
20100920,70.79424673609992
20100921,70.17884820494206
20100922,70.17884820494206
20100923,70.17884820494206
20100924,70.17884820494206
20100925,70.17884820494206
20100926,70.17884820494206
20100927,70.70388879055423
20100928,71.92594820245078
20100929,72.8318612527807
20100930,69.91074107375037
20101001,69.52435793850788
20101002,69.52435793850788
20101003,69.52435793850788
20101004,69.52435793850788
