Date,Prudential Bancorp Inc
20060203,1.5793442436841907
20060204,1.5793442436841907
20060205,1.5793442436841907
20060206,1.5478043833715547
20060207,1.4641985764682328
20060208,1.4742568980868171
20060209,1.4826735424179476
20060210,1.5375625704574354
20060211,1.5375625704574354
20060212,1.5375625704574354
20060213,1.4786547187112573
20060214,1.4666711770736136
20060215,1.4688099306174054
20060216,1.321720219556914
20060217,1.4327590713372675
20060218,1.4327590713372675
20060219,1.4327590713372675
20060220,1.4327590713372675
20060221,1.3908282454535479
20060222,1.3690203868513813
20060223,1.1567752675314402
20060224,1.1718773096462483
20060225,1.1718773096462483
20060226,1.1718773096462483
20060227,1.1273685729298293
20060228,0.9761446371103393
20060301,1.0586527475146104
20060302,1.061147110222619
20060303,0.9825127029917632
20060304,0.9825127029917632
20060305,0.9825127029917632
20060306,0.9958830405409845
20060307,0.9932633338440954
20060308,0.9995591670197197
20060309,1.0359085029401545
20060310,1.0296052003735436
20060311,1.0296052003735436
20060312,1.0296052003735436
20060313,1.0547961201376026
20060314,1.045964840017071
20060315,1.0575064511754821
20060316,1.0784869720135615
20060317,1.0300404479956091
20060318,1.0300404479956091
20060319,1.0300404479956091
20060320,1.0297267164476906
20060321,1.0297226001974757
20060322,1.0339247151136939
20060323,1.0270305851258865
20060324,0.8894381050271885
20060325,0.8894381050271885
20060326,0.8894381050271885
20060327,0.9471343840695794
20060328,0.9469459744188087
20060329,1.0248935671163883
20060330,1.0008801485360002
20060331,0.8871486711631905
20060401,0.9067108808567571
20060402,0.9067108808567571
20060403,0.9399635294136016
20060404,0.9427336802520679
20060405,0.9416356246554504
20060406,0.8868440299961869
20060407,0.9515561552590245
20060408,0.9515561552590245
20060409,0.9515561552590245
20060410,1.0956714769343563
20060411,1.133403067990373
20060412,1.1175709392259692
20060413,1.0518198833648025
20060414,1.0518198833648025
20060415,1.0518198833648025
20060416,1.0518198833648025
20060417,1.0970841055362144
20060418,1.1905024752231361
20060419,1.1199065699124011
20060420,1.1327429869998769
20060421,1.1173213472240187
20060422,1.1173213472240187
20060423,1.1173213472240187
20060424,1.1239425181979537
20060425,1.1150751632468323
20060426,1.129127350478653
20060427,1.12967376206929
20060428,1.0560181634861463
20060429,1.0560181634861463
20060430,1.0560181634861463
20060501,1.070416678048282
20060502,1.0728662578008172
20060503,1.0720931788144061
20060504,1.0018679074311945
20060505,0.9736897773922452
20060506,0.9736897773922452
20060507,0.9736897773922452
20060508,0.860965388136633
20060509,0.8379863529243007
20060510,0.8270094420064075
20060511,0.9249542828897961
20060512,1.03007387475702
20060513,1.03007387475702
20060514,1.03007387475702
20060515,1.1010030447093015
20060516,1.0837107313686294
20060517,1.0289570365027632
20060518,1.0847227267938422
20060519,1.087870863499277
20060520,1.087870863499277
20060521,1.087870863499277
20060522,1.1149393606704243
20060523,1.0641200759931422
20060524,1.064924867833747
20060525,1.1296215242877798
20060526,1.0723849795699207
20060527,1.0723849795699207
20060528,1.0723849795699207
20060529,1.0723849795699207
20060530,1.0593640450735375
20060531,1.070856517615431
20060601,1.1009311928901175
20060602,1.143071115306576
20060603,1.143071115306576
20060604,1.143071115306576
20060605,1.2021275720751046
20060606,1.1755630563673938
20060607,1.1811440112209888
20060608,1.2029659450542765
20060609,1.1531519038383433
20060610,1.1531519038383433
20060611,1.1531519038383433
20060612,1.1423591625992429
20060613,1.13085023933311
20060614,1.150209826413772
20060615,1.1527834510026953
20060616,1.1318945646992336
20060617,1.1318945646992336
20060618,1.1318945646992336
20060619,1.1162843999588254
20060620,1.1081562121194422
20060621,1.1059717227092243
20060622,1.1013844080749273
20060623,1.1076924984858159
20060624,1.1076924984858159
20060625,1.1076924984858159
20060626,1.124473687023741
20060627,1.1096372795293168
20060628,1.106412035412949
20060629,1.13180947423829
20060630,0.774885825955051
20060701,0.7927542762525491
20060702,0.7927542762525491
20060703,0.7948411646089303
20060704,0.7948411646089303
20060705,0.7852843997369383
20060706,0.79122799926339
20060707,0.7156493488679717
20060708,0.7156493488679717
20060709,0.7156493488679717
20060710,0.710980660009216
20060711,0.7680453096179232
20060712,0.7371944045949264
20060713,0.7136708665051048
20060714,0.702731824813101
20060715,0.702731824813101
20060716,0.702731824813101
20060717,0.7018828421552843
20060718,0.7005793846283924
20060719,0.7081224451813949
20060720,0.7005228362428276
20060721,0.7168591620366228
20060722,0.7168591620366228
20060723,0.7168591620366228
20060724,0.7222474694836576
20060725,0.6842982392472514
20060726,0.6835514044849199
20060727,0.8051830885976965
20060728,0.8112584454147741
20060729,0.8112584454147741
20060730,0.8112584454147741
20060731,0.8724872234404083
20060801,0.8888491495964815
20060802,0.8303353142780115
20060803,0.8576138529107535
20060804,0.8497928720596802
20060805,0.8497928720596802
20060806,0.8497928720596802
20060807,0.875802716352956
20060808,0.8527077978283876
20060809,0.8414824977726504
20060810,0.854399725624418
20060811,0.8048366486076888
20060812,0.8048366486076888
20060813,0.8048366486076888
20060814,0.8909262144242235
20060815,0.9082626262539762
20060816,0.8858685276916313
20060817,0.8842767087676511
20060818,0.8872507329135372
20060819,0.8872507329135372
20060820,0.8872507329135372
20060821,0.8980484044514389
20060822,0.9006188384262536
20060823,0.8986928453225564
20060824,0.904099111281424
20060825,0.9013150226107712
20060826,0.9013150226107712
20060827,0.9013150226107712
20060828,0.9381971547719311
20060829,0.9165703562597843
20060830,0.9367661651398627
20060831,0.9294372151619354
20060901,0.9382792146498641
20060902,0.9382792146498641
20060903,0.9382792146498641
20060904,0.9382792146498641
20060905,0.9111470512421685
20060906,0.9107010481997905
20060907,0.9047211440050128
20060908,0.9099207604922444
20060909,0.9099207604922444
20060910,0.9099207604922444
20060911,0.9086696008125262
20060912,0.9390630176650046
20060913,0.9439268411111669
20060914,0.9374504478805152
20060915,0.9393376042829457
20060916,0.9393376042829457
20060917,0.9393376042829457
20060918,0.9477423050305259
20060919,0.9501552334904598
20060920,0.9462264675429892
20060921,0.9478254149496822
20060922,0.940079176992437
20060923,0.940079176992437
20060924,0.940079176992437
20060925,0.9724090285967073
20060926,0.9773473320260518
20060927,0.9767626135636607
20060928,1.010591246449149
20060929,1.0322066750340027
20060930,1.0322066750340027
20061001,1.0570021396872886
20061002,1.0591213780124158
20061003,1.0612352848801663
20061004,1.0443101528069498
20061005,1.0517915759709258
20061006,1.0101004786483878
20061007,1.0101004786483878
20061008,1.0101004786483878
20061009,1.0078146447228369
20061010,1.001646991283032
20061011,0.9780216264192431
20061012,0.9920264207720867
20061013,1.001957412591539
20061014,1.001957412591539
20061015,1.001957412591539
20061016,1.0353842520676015
20061017,1.0283797022270609
20061018,1.0386614482117302
20061019,1.007838813869452
20061020,1.0235250782278729
20061021,1.0235250782278729
20061022,1.0235250782278729
20061023,1.023263846745778
20061024,1.0103632658251047
20061025,0.9683815150931789
20061026,0.9766654745945069
20061027,0.9790388317652199
20061028,0.9790388317652199
20061029,0.9790388317652199
20061030,0.9685465373678269
20061031,0.6362529742958057
20061101,0.6412347892354283
20061102,0.667844751542244
20061103,0.6554792526904059
20061104,0.6554792526904059
20061105,0.6554792526904059
20061106,0.6612480967208005
20061107,0.66086325068289
20061108,0.6609272683690139
20061109,0.6563192748932378
20061110,0.6670569142959604
20061111,0.6670569142959604
20061112,0.6670569142959604
20061113,0.6765563713981342
20061114,0.6686063153402819
20061115,0.6727001579053129
20061116,0.6763162220043397
20061117,0.6709498135856843
20061118,0.6709498135856843
20061119,0.6709498135856843
20061120,0.6698429442833224
20061121,0.703954113280065
20061122,0.6740051772066651
20061123,0.6740051772066651
20061124,0.6741477739196501
20061125,0.6741477739196501
20061126,0.6741477739196501
20061127,0.6473020322719569
20061128,0.6699691836199588
20061129,0.710929280594683
20061130,0.17906602201693175
20061201,0.169902247681024
20061202,0.169902247681024
20061203,0.169902247681024
20061204,0.16723581883729266
20061205,0.16551468075346185
20061206,0.16440075959623277
20061207,0.16144291063753075
20061208,0.16173997313499452
20061209,0.16173997313499452
20061210,0.16173997313499452
20061211,0.16260379221647847
20061212,0.1625359745539467
20061213,0.15784474968522652
20061214,0.15489921608830415
20061215,0.1727541776476779
20061216,0.1727541776476779
20061217,0.1727541776476779
20061218,0.15316871023647016
20061219,0.15368358271904783
20061220,0.1558633654582214
20061221,0.1440303927249634
20061222,0.14304212972467809
20061223,0.14304212972467809
20061224,0.14304212972467809
20061225,0.14304212972467809
20061226,0.14355903015823915
20061227,0.1785855633029531
20061228,0.163342533588435
20061229,0.1216429110915391
20061230,0.1216429110915391
20061231,0.1216429110915391
20070101,0.12466179747946775
20070102,0.12466179747946775
20070103,0.10623943388144069
20070104,0.10558337652319602
20070105,0.10949205594882419
20070106,0.10949205594882419
20070107,0.10949205594882419
20070108,0.12538738655879172
20070109,0.12472384879373814
20070110,0.1249618052720315
20070111,0.12507085348047123
20070112,0.12572308856980519
20070113,0.12572308856980519
20070114,0.12572308856980519
20070115,0.12572308856980519
20070116,0.1187583237802623
20070117,0.12438126245473817
20070118,0.11390722845241276
20070119,0.11796048486622031
20070120,0.11796048486622031
20070121,0.11796048486622031
20070122,0.12367502607428173
20070123,0.12025912187101216
20070124,0.1208806499963262
20070125,0.12185868256972626
20070126,0.12114038294926528
20070127,0.12114038294926528
20070128,0.12114038294926528
20070129,0.11802034707454433
20070130,0.12098105293663783
20070131,0.12689928316291896
20070201,0.1301947787388993
20070202,0.130980621068837
20070203,0.130980621068837
20070204,0.130980621068837
20070205,0.1350800395992215
20070206,0.1331480572860958
20070207,0.13070208633465707
20070208,0.12967592675555317
20070209,0.1288514228148514
20070210,0.1288514228148514
20070211,0.1288514228148514
20070212,0.12805856906679616
20070213,0.11514357498123476
20070214,0.10374558435675636
20070215,0.10048530894676214
20070216,0.0996615003677548
20070217,0.0996615003677548
20070218,0.0996615003677548
20070219,0.0996615003677548
20070220,0.10679265287151561
20070221,0.09960928712555561
20070222,0.10367569456966844
20070223,0.10349623644183745
20070224,0.10349623644183745
20070225,0.10349623644183745
20070226,0.09946342301832596
20070227,0.1008151215677088
20070228,0.060011237902275895
20070301,0.06089267214375701
20070302,0.06043491016492525
20070303,0.06043491016492525
20070304,0.06043491016492525
20070305,0.06304523760781558
20070306,0.06426508684552017
20070307,0.060899932614889386
20070308,0.06118117845412551
20070309,0.0615491446214716
20070310,0.0615491446214716
20070311,0.0615491446214716
20070312,0.06068551700387607
20070313,0.06106881104300509
20070314,0.061760848671076944
20070315,0.05704993715040446
20070316,0.055640762713531904
20070317,0.055640762713531904
20070318,0.055640762713531904
20070319,0.05593684681460264
20070320,0.0616250511895651
20070321,0.058500336235116794
20070322,0.056395621266991346
20070323,0.054944301783314047
20070324,0.054944301783314047
20070325,0.054944301783314047
20070326,0.05409485071150612
20070327,0.055287915642363974
20070328,0.0549179564166702
20070329,0.055738848892853354
20070330,0.038464573739167764
20070331,0.038464573739167764
20070401,0.03944787053644513
20070402,0.03972821388600134
20070403,0.04011719927321111
20070404,0.039767995085467994
20070405,0.039607484455545384
20070406,0.039607484455545384
20070407,0.039607484455545384
20070408,0.039607484455545384
20070409,0.03858599757369596
20070410,0.03663143360911568
20070411,0.03943822935112314
20070412,0.03945409292908579
20070413,0.04181546688432848
20070414,0.04181546688432848
20070415,0.04181546688432848
20070416,0.0414302297721361
20070417,0.03897709160623403
20070418,0.03983100931868104
20070419,0.039537336875511746
20070420,0.039677948230730585
20070421,0.039677948230730585
20070422,0.039677948230730585
20070423,0.03758306348039021
20070424,0.037239891605841076
20070425,0.036507463211895574
20070426,0.03543661703757638
20070427,0.035230534312372816
20070428,0.035230534312372816
20070429,0.035230534312372816
20070430,0.022028715126332435
20070501,0.021988856957006576
20070502,0.022372536522671165
20070503,0.022126642888764814
20070504,0.022216019939458216
20070505,0.022216019939458216
20070506,0.022216019939458216
20070507,0.021517871801485657
20070508,0.02151974328576654
20070509,0.02161188527959242
20070510,0.021227766424161604
20070511,0.021571283165590847
20070512,0.021571283165590847
20070513,0.021571283165590847
20070514,0.022097432260509343
20070515,0.025569307780185607
20070516,0.02583073257805441
20070517,0.026171456178947825
20070518,0.0263334601277985
20070519,0.0263334601277985
20070520,0.0263334601277985
20070521,0.025428247493704693
20070522,0.026170998287803747
20070523,0.025598021357558967
20070524,0.02518949594863488
20070525,0.025648112845788416
20070526,0.025648112845788416
20070527,0.025648112845788416
20070528,0.025648112845788416
20070529,0.02581805977108946
20070530,0.025744393605704553
20070531,0.0068884
20070601,0.0070056
20070602,0.0070056
20070603,0.0070056
20070604,0.0067425
20070605,0.0067713
20070606,0.0068435
20070607,0.006633
20070608,0.0068139
20070609,0.0068139
20070610,0.0068139
20070611,0.0068074
20070612,0.0065456
20070613,0.0069871
20070614,0.006704
20070615,0.0068274
20070616,0.0068274
20070617,0.0068274
20070618,0.0070117
20070619,0.0066238
20070620,0.0065292
20070621,0.0068902
20070622,0.0066347
20070623,0.0066347
20070624,0.0066347
20070625,0.0068955
20070626,0.0064219
20070627,0.0070401
20070628,0.0066452
20070629,0.0064614
20070630,0.0064614
20070701,0.0066305
20070702,0.0061056
20070703,0.0060898
20070704,0.0060898
20070705,0.0061729
20070706,0.006106
20070707,0.006106
20070708,0.006106
20070709,0.0062209
20070710,0.0058023
20070711,0.0063193
20070712,0.0069169
20070713,0.0069703
20070714,0.0069703
20070715,0.0069703
20070716,0.0066681
20070717,0.0065406
20070718,0.0068145
20070719,0.006726
20070720,0.0071373
20070721,0.0071373
20070722,0.0071373
20070723,0.0066159
20070724,0.0063717
20070725,0.0067227
20070726,0.0087904
20070727,0.0077213
20070728,0.0077213
20070729,0.0077213
20070730,0.0076085
20070731,0.013639535281555813
20070801,0.015122060529617903
20070802,0.01521885109542242
20070803,0.018441164551163635
20070804,0.018441164551163635
20070805,0.018441164551163635
20070806,0.020828690551288193
20070807,0.01934415071001337
20070808,0.01833558482224368
20070809,0.015167966770209016
20070810,0.015477041475367407
20070811,0.015477041475367407
20070812,0.015477041475367407
20070813,0.015792442335170808
20070814,0.017835932931242995
20070815,0.01695057509564633
20070816,0.016677048394152877
20070817,0.018475747914508546
20070818,0.018475747914508546
20070819,0.018475747914508546
20070820,0.018305173312253405
20070821,0.013969266657588434
20070822,0.013775376126164435
20070823,0.014365812475441827
20070824,0.014475734653824375
20070825,0.014475734653824375
20070826,0.014475734653824375
20070827,0.014520336739396148
20070828,0.01415774840954863
20070829,0.013730536657725334
20070830,0.013442478376934556
20070831,0.026114833290287996
20070901,0.026810163654353382
20070902,0.026810163654353382
20070903,0.026810163654353382
20070904,0.02657654880332507
20070905,0.02625858513808072
20070906,0.026577167545220697
20070907,0.029093887798151957
20070908,0.029093887798151957
20070909,0.029093887798151957
20070910,0.03284458630503954
20070911,0.023359407748590036
20070912,0.02276336541021548
20070913,0.022864273483025308
20070914,0.022639824578569084
20070915,0.022639824578569084
20070916,0.022639824578569084
20070917,0.022477899946391877
20070918,0.02312391623955606
20070919,0.03308015977798147
20070920,0.031374954283645055
20070921,0.028476066807479935
20070922,0.028476066807479935
20070923,0.028476066807479935
20070924,0.030509859186719775
20070925,0.033080886303472216
20070926,0.03753243803162923
20070927,0.04143362497852669
20070928,0.041062794894196536
20070929,0.041062794894196536
20070930,0.041062794894196536
20071001,0.0748506619204734
20071002,0.07519518032319263
20071003,0.07836038898090758
20071004,0.09011530427591347
20071005,0.08072619288935043
20071006,0.08072619288935043
20071007,0.08072619288935043
20071008,0.08055126056285732
20071009,0.0810337801005351
20071010,0.0807297735420938
20071011,0.08088522793079984
20071012,0.07896566578558036
20071013,0.07896566578558036
20071014,0.07896566578558036
20071015,0.07799392352191616
20071016,0.07412305766778987
20071017,0.07662835761363976
20071018,0.07639779444011273
20071019,0.06517404186218759
20071020,0.06517404186218759
20071021,0.06517404186218759
20071022,0.06539931919882212
20071023,0.0655863040822203
20071024,0.06530615715433022
20071025,0.05985954000955428
20071026,0.05124930484686223
20071027,0.05124930484686223
20071028,0.05124930484686223
20071029,0.05263259532437228
20071030,0.05231477016576313
20071031,0.09863636139550716
20071101,0.09868866667989723
20071102,0.09860126136270869
20071103,0.09860126136270869
20071104,0.09860126136270869
20071105,0.09528310368891608
20071106,0.11461287170027383
20071107,0.0903943142059629
20071108,0.09056758773360025
20071109,0.11676990385192637
20071110,0.11676990385192637
20071111,0.11676990385192637
20071112,0.11056152718234953
20071113,0.101354024378926
20071114,0.117471141381974
20071115,0.11588431167549128
20071116,0.11468345112491793
20071117,0.11468345112491793
20071118,0.11468345112491793
20071119,0.11283652411188219
20071120,0.1131426482111538
20071121,0.12741042315516823
20071122,0.12741042315516823
20071123,0.12984493467901367
20071124,0.12984493467901367
20071125,0.12984493467901367
20071126,0.12641972843617266
20071127,0.12989203682989037
20071128,0.1332843552655538
20071129,0.13222957660485152
20071130,0.29397406827364353
20071201,0.3019827688551204
20071202,0.3019827688551204
20071203,0.2915171814696865
20071204,0.2665495904722376
20071205,0.30180737138538427
20071206,0.3078807486601224
20071207,0.309122846152026
20071208,0.309122846152026
20071209,0.309122846152026
20071210,0.3122209238216165
20071211,0.29540975632518396
20071212,0.30334870802794744
20071213,0.3058281966832257
20071214,0.2896566308798043
20071215,0.2896566308798043
20071216,0.2896566308798043
20071217,0.2934713838204864
20071218,0.3073635372297705
20071219,0.30566448571732635
20071220,0.2999022242673386
20071221,0.30262163245803836
20071222,0.30262163245803836
20071223,0.30262163245803836
20071224,0.3054886581109061
20071225,0.3054886581109061
20071226,0.3047070811148504
20071227,0.299536387444492
20071228,0.2997622386159732
20071229,0.2997622386159732
20071230,0.2997622386159732
20071231,0.27769662037071924
20080101,0.28530207761616666
20080102,0.281429660732829
20080103,0.28376049857873914
20080104,0.29181450313665214
20080105,0.29181450313665214
20080106,0.29181450313665214
20080107,0.28042504957612724
20080108,0.26977408989953167
20080109,0.31889476350115825
20080110,0.31440584507563796
20080111,0.31386513606772526
20080112,0.31386513606772526
20080113,0.31386513606772526
20080114,0.3028461862671365
20080115,0.2968663860920503
20080116,0.32476408011734553
20080117,0.3199100373225328
20080118,0.3505391203935681
20080119,0.3505391203935681
20080120,0.3505391203935681
20080121,0.3505391203935681
20080122,0.27110507158198716
20080123,0.27972481099524515
20080124,0.2672089659286449
20080125,0.2330094320203486
20080126,0.2330094320203486
20080127,0.2330094320203486
20080128,0.2556662631116007
20080129,0.2567662778501201
20080130,0.21348021901648612
20080131,0.27767282167865126
20080201,0.286264793941057
20080202,0.286264793941057
20080203,0.286264793941057
20080204,0.24909236201161553
20080205,0.2717334603780253
20080206,0.270631979193301
20080207,0.26410586894645965
20080208,0.27313330275628883
20080209,0.27313330275628883
20080210,0.27313330275628883
20080211,0.2741679232748843
20080212,0.27876247123695924
20080213,0.2888712844132324
20080214,0.2843232967865435
20080215,0.28415133555937844
20080216,0.28415133555937844
20080217,0.28415133555937844
20080218,0.28415133555937844
20080219,0.28811384364974596
20080220,0.2904374776856068
20080221,0.29177108713110517
20080222,0.30136493671399905
20080223,0.30136493671399905
20080224,0.30136493671399905
20080225,0.30466423106547874
20080226,0.30418154563502037
20080227,0.3111359626697596
20080228,0.2956659204333925
20080229,0.3100466902379901
20080301,0.31862159489138653
20080302,0.31862159489138653
20080303,0.321475803832129
20080304,0.32077113827089054
20080305,0.32365910841882106
20080306,0.3149270101685557
20080307,0.33972988918638836
20080308,0.33972988918638836
20080309,0.33972988918638836
20080310,0.3502685919793272
20080311,0.3796893906121985
20080312,0.36036952720541693
20080313,0.36716008123979005
20080314,0.36009651213068006
20080315,0.36009651213068006
20080316,0.36009651213068006
20080317,0.3546923629023783
20080318,0.36571259213613205
20080319,0.36959878781072564
20080320,0.36408890376614433
20080321,0.36408890376614433
20080322,0.36408890376614433
20080323,0.36408890376614433
20080324,0.3595226229121744
20080325,0.3603298322511328
20080326,0.3925327403103534
20080327,0.4148671697616755
20080328,0.3903979930825376
20080329,0.3903979930825376
20080330,0.3903979930825376
20080331,0.3899666762573922
20080401,0.41108773684978445
20080402,0.4857076567628887
20080403,0.5026803473322615
20080404,0.5022403140381606
20080405,0.5022403140381606
20080406,0.5022403140381606
20080407,0.5009791837662626
20080408,0.5615767924186723
20080409,0.5574661475886661
20080410,0.5120220074814221
20080411,0.45626375995903834
20080412,0.45626375995903834
20080413,0.45626375995903834
20080414,0.4552646877104735
20080415,0.45712269522433274
20080416,0.4623581891603819
20080417,0.46099307808201495
20080418,0.4825638837331522
20080419,0.4825638837331522
20080420,0.4825638837331522
20080421,0.4927296237180883
20080422,0.4805861073035186
20080423,0.48993448101259046
20080424,0.4933866018172097
20080425,0.4923387765466325
20080426,0.4923387765466325
20080427,0.4923387765466325
20080428,0.48514618548272137
20080429,0.4836975115627298
20080430,0.48422160743060827
20080501,0.6627237344442038
20080502,0.6650336054811521
20080503,0.6650336054811521
20080504,0.6650336054811521
20080505,0.6253308738550335
20080506,0.7196785504842982
20080507,0.7068762272977124
20080508,0.7089030938331478
20080509,0.7043594393777041
20080510,0.7043594393777041
20080511,0.7043594393777041
20080512,0.7149221046443983
20080513,0.7118242391824972
20080514,0.7219929591251755
20080515,0.8023331955518771
20080516,0.8051283174290373
20080517,0.8051283174290373
20080518,0.8051283174290373
20080519,0.8331487521406256
20080520,0.8239707574948908
20080521,0.848891287734076
20080522,0.863103889488507
20080523,0.8558827508722968
20080524,0.8558827508722968
20080525,0.8558827508722968
20080526,0.8558827508722968
20080527,0.9076568613550889
20080528,0.8693337400844559
20080529,0.857003059708202
20080530,0.8834496717444859
20080531,0.8834496717444859
20080601,0.9081745798278142
20080602,0.8982656033172526
20080603,0.905568472608715
20080604,0.9079144625917657
20080605,0.8879291392951324
20080606,0.8732353090714878
20080607,0.8732353090714878
20080608,0.8732353090714878
20080609,0.8657727185353599
20080610,0.8631910394377666
20080611,0.852633116340233
20080612,0.9017914261903776
20080613,0.8486968625113157
20080614,0.8486968625113157
20080615,0.8486968625113157
20080616,0.8448617854950293
20080617,0.8517622627072091
20080618,0.9146879668386415
20080619,0.9159352951484381
20080620,0.9074342572080992
20080621,0.9074342572080992
20080622,0.9074342572080992
20080623,0.9648027946443506
20080624,0.963520260858559
20080625,1.1750112058700004
20080626,1.6974086563936197
20080627,1.7204832900818372
20080628,1.7204832900818372
20080629,1.7204832900818372
20080630,2.0822528379027467
20080701,2.1456852426328483
