Date,Glen Burnie Bancorp
20021110,5.8453142699782905
20021111,5.774195108965974
20021112,5.7959494964456555
20021113,5.741088640770246
20021114,5.804419553360229
20021115,5.399418839920233
20021116,5.399418839920233
20021117,5.399418839920233
20021118,5.379331748477035
20021119,5.55140897694364
20021120,5.635579900760932
20021121,5.718847326226099
20021122,5.707692726623208
20021123,5.707692726623208
20021124,5.707692726623208
20021125,5.682853528112928
20021126,5.662823475926292
20021127,6.048863657040941
20021128,6.048863657040941
20021129,6.062838275338552
20021130,6.062838275338552
20021201,6.116155548082484
20021202,6.110701867095884
20021203,6.080655764181285
20021204,5.979606904793043
20021205,5.878665832015857
20021206,5.911309417250991
20021207,5.911309417250991
20021208,5.911309417250991
20021209,5.9944637161374885
20021210,6.084044063595145
20021211,5.913278213424435
20021212,5.899408579208466
20021213,6.08775103224885
20021214,6.08775103224885
20021215,6.08775103224885
20021216,6.160665541237909
20021217,5.828297195163235
20021218,5.828444444040848
20021219,5.434662977615246
20021220,5.496087759746226
20021221,5.496087759746226
20021222,5.496087759746226
20021223,5.494095048221763
20021224,5.580291690429394
20021225,5.580291690429394
20021226,5.467775906402452
20021227,5.403728150087593
20021228,5.403728150087593
20021229,5.403728150087593
20021230,5.314256944893667
20021231,5.045187408585809
20030101,5.090851053087393
20030102,5.22666753247439
20030103,4.18520434914229
20030104,4.18520434914229
20030105,4.18520434914229
20030106,4.909620544089788
20030107,4.866591641234406
20030108,5.182103571990829
20030109,5.065180530522361
20030110,5.066524752821986
20030111,5.066524752821986
20030112,5.066524752821986
20030113,5.079286731701003
20030114,5.110017080678218
20030115,4.898663580082729
20030116,4.926228360240117
20030117,5.073432302727138
20030118,5.073432302727138
20030119,5.073432302727138
20030120,5.073432302727138
20030121,4.7322379818655005
20030122,4.713735159218522
20030123,4.724216919078192
20030124,4.641234360749942
20030125,4.641234360749942
20030126,4.641234360749942
20030127,4.7528623371301215
20030128,4.650286978768444
20030129,4.378654967083516
20030130,4.161201780964188
20030131,4.1683686408449905
20030201,4.207194047370914
20030202,4.207194047370914
20030203,4.23901129646058
20030204,4.615188043169717
20030205,4.636453643335752
20030206,4.635762208063348
20030207,4.486924029665323
20030208,4.486924029665323
20030209,4.486924029665323
20030210,4.052817683094881
20030211,4.0013037453033995
20030212,4.403440973334193
20030213,4.331884022440102
20030214,4.380857803605357
20030215,4.380857803605357
20030216,4.380857803605357
20030217,4.380857803605357
20030218,4.455780309303982
20030219,4.474141494885109
20030220,4.420380789777935
20030221,4.489204092147576
20030222,4.489204092147576
20030223,4.489204092147576
20030224,4.140778893689643
20030225,3.934559636153804
20030226,3.76841138516607
20030227,3.792459257889288
20030228,3.6191947107294324
20030301,3.6538819813245094
20030302,3.6538819813245094
20030303,3.601566905012219
20030304,3.5127774452683544
20030305,3.54161022378467
20030306,3.6497086215468255
20030307,3.466239424108633
20030308,3.466239424108633
20030309,3.466239424108633
20030310,3.4168525450770244
20030311,3.390653612325063
20030312,3.5258325569203532
20030313,3.542602654508369
20030314,3.555032342720888
20030315,3.555032342720888
20030316,3.555032342720888
20030317,3.6025218084979693
20030318,3.5630281160721813
20030319,3.3147699919619096
20030320,3.3236646051299386
20030321,3.29359742666411
20030322,3.29359742666411
20030323,3.29359742666411
20030324,3.4041785068588695
20030325,3.356055752630698
20030326,3.3419713074589357
20030327,3.2836719233980562
20030328,3.2590585673999835
20030329,3.2590585673999835
20030330,3.2590585673999835
20030331,3.2334130995988137
20030401,1.9682939040418983
20030402,2.0195997419548974
20030403,1.9901239325922984
20030404,1.9939972524438971
20030405,1.9939972524438971
20030406,1.9939972524438971
20030407,1.9992733591437
20030408,1.936487183614027
20030409,2.015678909515937
20030410,1.92058663878975
20030411,1.4882887766411212
20030412,1.4882887766411212
20030413,1.4882887766411212
20030414,1.7323222131121372
20030415,1.7642301736451054
20030416,1.7945459053214636
20030417,1.7731589989158167
20030418,1.7731589989158167
20030419,1.7731589989158167
20030420,1.7731589989158167
20030421,1.7014330175273
20030422,1.7349810074483305
20030423,1.9914712135492345
20030424,1.99020270965979
20030425,1.594387470426518
20030426,1.594387470426518
20030427,1.594387470426518
20030428,1.8769724368787908
20030429,1.6533569222594067
20030430,1.7737104567835411
20030501,1.7218042561501383
20030502,1.8207202749952194
20030503,1.8207202749952194
20030504,1.8207202749952194
20030505,1.8446159519257612
20030506,1.874361103179068
20030507,1.974167227036972
20030508,1.9215622168848114
20030509,1.9190373861089178
20030510,1.9190373861089178
20030511,1.9190373861089178
20030512,2.0025303153466223
20030513,1.981778070677088
20030514,1.9536088613935711
20030515,1.98034230873527
20030516,1.9705578272752424
20030517,1.9705578272752424
20030518,1.9705578272752424
20030519,1.9351273749296038
20030520,1.8302075159410103
20030521,1.9435283812721682
20030522,1.9465924940935382
20030523,1.8693638033725717
20030524,1.8693638033725717
20030525,1.8693638033725717
20030526,1.8693638033725717
20030527,1.8819175126524623
20030528,1.9874946826155289
20030529,1.894424266218938
20030530,1.9158481651997261
20030531,1.9158481651997261
20030601,1.9358365095499617
20030602,1.8041229716974407
20030603,1.837099745383761
20030604,1.8557762519853658
20030605,1.6294665348587858
20030606,1.6472722225979526
20030607,1.6472722225979526
20030608,1.6472722225979526
20030609,1.6352543406546536
20030610,1.643203746684128
20030611,1.677315267014913
20030612,1.6718943768641314
20030613,1.6719057089499951
20030614,1.6719057089499951
20030615,1.6719057089499951
20030616,1.6998721823525211
20030617,1.7026970998124176
20030618,1.7001960346990002
20030619,1.6805513663871767
20030620,1.726976079562995
20030621,1.726976079562995
20030622,1.726976079562995
20030623,1.660606081663502
20030624,1.6599922978783714
20030625,1.7708861599014447
20030626,1.7864811750165543
20030627,1.760433551777822
20030628,1.760433551777822
20030629,1.760433551777822
20030630,1.734249536849775
20030701,1.6438113624883035
20030702,1.683183783780457
20030703,1.597295969707432
20030704,1.597295969707432
20030705,1.597295969707432
20030706,1.597295969707432
20030707,1.5800018998699503
20030708,1.5987630777040323
20030709,1.6596081612459417
20030710,1.636275826936512
20030711,1.6320041317656062
20030712,1.6320041317656062
20030713,1.6320041317656062
20030714,1.7194306965951522
20030715,1.7916391657759336
20030716,1.8312498497060898
20030717,1.8045920835070663
20030718,1.8827422994693321
20030719,1.8827422994693321
20030720,1.8827422994693321
20030721,2.0459341442805177
20030722,2.186407315796075
20030723,2.2302422193642775
20030724,2.134505129743949
20030725,1.8844240933742669
20030726,1.8844240933742669
20030727,1.8844240933742669
20030728,1.825221462224152
20030729,1.7445470344876106
20030730,1.8902011162814136
20030731,1.3956240124476789
20030801,1.5197199314773513
20030802,1.5197199314773513
20030803,1.5197199314773513
20030804,1.7072320571711392
20030805,1.7269287862419382
20030806,1.6936923549119938
20030807,1.4961356270337853
20030808,1.4649974916902908
20030809,1.4649974916902908
20030810,1.4649974916902908
20030811,1.4630012092842268
20030812,1.4825556771843411
20030813,1.4983700991689166
20030814,1.4643368846798008
20030815,1.4526040333144055
20030816,1.4526040333144055
20030817,1.4526040333144055
20030818,1.4645134266388053
20030819,1.4459854713167863
20030820,1.3603022245317045
20030821,1.3499367471243926
20030822,1.324654752889213
20030823,1.324654752889213
20030824,1.324654752889213
20030825,1.3451593469731968
20030826,1.4811733866762797
20030827,1.4733831699717392
20030828,1.4025162996337437
20030829,1.412427718349588
20030830,1.412427718349588
20030831,1.412427718349588
20030901,1.428412249590363
20030902,1.445158604703826
20030903,1.5376584399520976
20030904,1.5196676269992218
20030905,1.5614999977826995
20030906,1.5614999977826995
20030907,1.5614999977826995
20030908,1.5529471184351422
20030909,1.5314542998397476
20030910,1.506119748613162
20030911,1.549432800488637
20030912,1.5832119699663951
20030913,1.5832119699663951
20030914,1.5832119699663951
20030915,1.5729489269681787
20030916,1.5034260394254193
20030917,1.5214297917828026
20030918,1.5467068330725207
20030919,1.5816114256459997
20030920,1.5816114256459997
20030921,1.5816114256459997
20030922,1.1455496224584678
20030923,1.0529592253907543
20030924,1.047762576467896
20030925,1.02025311271839
20030926,1.104562502309991
20030927,1.104562502309991
20030928,1.104562502309991
20030929,1.1433063323760975
20030930,1.3965287622262774
20031001,1.3986415970778199
20031002,1.3770107026050966
20031003,1.3637165246431129
20031004,1.3637165246431129
20031005,1.3637165246431129
20031006,1.4285473827320725
20031007,1.4638670855344948
20031008,1.412183680314935
20031009,1.4525130042009466
20031010,1.5264305822739344
20031011,1.5264305822739344
20031012,1.5264305822739344
20031013,1.38116462352281
20031014,1.3810729324441493
20031015,1.3538162132231772
20031016,1.3827783533953713
20031017,1.3852281338304446
20031018,1.3852281338304446
20031019,1.3852281338304446
20031020,1.3839874004939512
20031021,1.3679043680526137
20031022,1.3593653302770892
20031023,1.361203023874552
20031024,1.3724630738013588
20031025,1.3724630738013588
20031026,1.3724630738013588
20031027,1.3624223812184475
20031028,1.3929024933451455
20031029,1.3540766510524251
20031030,1.2494795610672125
20031031,0.7882739607822394
20031101,0.7976841232743501
20031102,0.7976841232743501
20031103,0.7706888876155243
20031104,0.7638992882403784
20031105,0.7579161197684089
20031106,0.7312015692518699
20031107,0.7399315671601425
20031108,0.7399315671601425
20031109,0.7399315671601425
20031110,0.7401675262522334
20031111,0.7912095427526201
20031112,0.7945373567906808
20031113,0.7964565439135597
20031114,0.7649166710926952
20031115,0.7649166710926952
20031116,0.7649166710926952
20031117,0.7522365797090642
20031118,0.7526213487905603
20031119,0.7294307949651652
20031120,0.7137070135811063
20031121,0.703703582112566
20031122,0.703703582112566
20031123,0.703703582112566
20031124,0.6302132629195805
20031125,0.6203433384099298
20031126,0.6345403437688871
20031127,0.6345403437688871
20031128,0.5821081847342354
20031129,0.5821081847342354
20031130,0.5821081847342354
20031201,0.6332185792688699
20031202,0.5932455637119565
20031203,0.5485870787895126
20031204,0.527121213974243
20031205,0.49581298984765626
20031206,0.49581298984765626
20031207,0.49581298984765626
20031208,0.6376107796683945
20031209,0.5020244810993149
20031210,0.5453168423770111
20031211,0.5516830367250819
20031212,0.5010258350580054
20031213,0.5010258350580054
20031214,0.5010258350580054
20031215,0.5218926842116787
20031216,0.5356246584215472
20031217,0.45057832496248423
20031218,0.4825774092221143
20031219,0.48573111445713657
20031220,0.48573111445713657
20031221,0.48573111445713657
20031222,0.45953401177478786
20031223,0.42048601304524363
20031224,0.42087795014257007
20031225,0.42087795014257007
20031226,0.34108794673560444
20031227,0.34108794673560444
20031228,0.34108794673560444
20031229,0.3101056341429108
20031230,0.2435690108469009
20031231,0.6008988518990088
20040101,0.6084510731396443
20040102,0.590240492371585
20040103,0.590240492371585
20040104,0.590240492371585
20040105,0.6665169373002666
20040106,0.7403503300579697
20040107,0.7462161797746605
20040108,0.7584631619824571
20040109,0.7287483357915047
20040110,0.7287483357915047
20040111,0.7287483357915047
20040112,0.6697103187505937
20040113,0.671807953808845
20040114,0.6739033048449359
20040115,0.6837987238674864
20040116,0.7512543830081141
20040117,0.7512543830081141
20040118,0.7512543830081141
20040119,0.7512543830081141
20040120,0.7579172521742277
20040121,0.772632431724211
20040122,0.7327921595686249
20040123,0.772286384935009
20040124,0.772286384935009
20040125,0.772286384935009
20040126,0.8338640236668746
20040127,0.9054842768755833
20040128,0.8239439110152905
20040129,0.8914267951614445
20040130,0.7750322638516686
20040131,0.7750322638516686
20040201,0.785018443027087
20040202,0.8394171255243308
20040203,0.8369088688277411
20040204,0.8390329384574976
20040205,0.8465758539833314
20040206,0.8611936162941032
20040207,0.8611936162941032
20040208,0.8611936162941032
20040209,0.8985758355528268
20040210,0.7245892849826682
20040211,0.7247334801340269
20040212,0.5754306000406506
20040213,0.6260740014137878
20040214,0.6260740014137878
20040215,0.6260740014137878
20040216,0.6260740014137878
20040217,0.59275585986253
20040218,0.6195492437462403
20040219,0.6132976319361835
20040220,0.682759133000495
20040221,0.682759133000495
20040222,0.682759133000495
20040223,0.6045678634465597
20040224,0.614639641954755
20040225,0.613751629653829
20040226,0.621741839362177
20040227,0.7565560289362353
20040228,0.7565560289362353
20040229,0.7565560289362353
20040301,0.9345306939402327
20040302,0.92779107628411
20040303,0.9370354020991103
20040304,0.955993003015577
20040305,1.0199477437801006
20040306,1.0199477437801006
20040307,1.0199477437801006
20040308,1.0264415498024653
20040309,1.0202626761166298
20040310,1.0306312840266862
20040311,1.0212907246597867
20040312,1.058688994172491
20040313,1.058688994172491
20040314,1.058688994172491
20040315,1.0068025888059888
20040316,1.0112639589944825
20040317,0.9936035093055233
20040318,0.9872675400329508
20040319,0.9696321367175963
20040320,0.9696321367175963
20040321,0.9696321367175963
20040322,0.937439062567316
20040323,0.7356148858220709
20040324,0.7561393341435434
20040325,0.760407015651042
20040326,0.8095551910923039
20040327,0.8095551910923039
20040328,0.8095551910923039
20040329,0.8245732102866028
20040330,0.8258095661469516
20040331,0.9992568333458458
20040401,1.031593212312206
20040402,1.1825669828974479
20040403,1.1825669828974479
20040404,1.1825669828974479
20040405,1.293844345143099
20040406,1.288388927253267
20040407,1.2810631209433525
20040408,1.286076621409032
20040409,1.286076621409032
20040410,1.286076621409032
20040411,1.286076621409032
20040412,1.3061721370143575
20040413,1.2836718380481127
20040414,1.65227245944429
20040415,1.6534019565178761
20040416,1.669941012876236
20040417,1.669941012876236
20040418,1.669941012876236
20040419,1.718567492729401
20040420,1.6929204950280337
20040421,1.6569369180766098
20040422,1.6501307002375591
20040423,1.6378945358447057
20040424,1.6378945358447057
20040425,1.6378945358447057
20040426,1.6638462117329937
20040427,1.6654004827348277
20040428,1.6204861375123114
20040429,1.7118731601220005
20040430,1.6427221421299196
20040501,1.6654797069520093
20040502,1.6654797069520093
20040503,1.6576294707243167
20040504,1.7050540992300933
20040505,1.8364931932465223
20040506,1.4992685400212178
20040507,1.4832280333411754
20040508,1.4832280333411754
20040509,1.4832280333411754
20040510,1.7271805492329397
20040511,2.074722340103834
20040512,2.051373012334435
20040513,2.0431913179636236
20040514,1.477052749604666
20040515,1.477052749604666
20040516,1.477052749604666
20040517,1.4570367577147696
20040518,1.4655474977621146
20040519,1.6485441570213746
20040520,1.641665096593789
20040521,1.7301393055581775
20040522,1.7301393055581775
20040523,1.7301393055581775
20040524,1.7302659485638596
20040525,1.5841832725240563
20040526,1.6868511815935547
20040527,1.6706755978384797
20040528,2.560063792125144
20040529,2.560063792125144
20040530,2.560063792125144
20040531,2.560063792125144
20040601,2.570374033827507
20040602,2.478136616252211
20040603,2.4536695850176637
20040604,2.476455441900801
20040605,2.476455441900801
20040606,2.476455441900801
20040607,2.5053943524194358
20040608,2.5046093683559243
20040609,2.448393921393082
20040610,2.440323404289125
20040611,2.440323404289125
20040612,2.440323404289125
20040613,2.440323404289125
20040614,2.4583065942929325
20040615,2.631761661447384
20040616,2.591794510906406
20040617,2.587003621927344
20040618,2.590781506009046
20040619,2.590781506009046
20040620,2.590781506009046
20040621,2.608862436068714
20040622,2.328121644386072
20040623,2.435621267966192
20040624,2.427142493091562
20040625,2.436750314802436
20040626,2.436750314802436
20040627,2.436750314802436
20040628,2.430228310840531
20040629,2.433351197916142
20040630,2.356263893482607
20040701,2.1912242231545096
20040702,2.0424436902615724
20040703,2.0424436902615724
20040704,2.0424436902615724
20040705,2.0424436902615724
20040706,2.0371042722346044
20040707,2.1242642925658606
20040708,1.918726304930238
20040709,1.931361992148932
20040710,1.931361992148932
20040711,1.931361992148932
20040712,2.133649269949022
20040713,2.285244773106192
20040714,2.2713065915874884
20040715,1.8658635928213783
20040716,1.8670344483002925
20040717,1.8670344483002925
20040718,1.8670344483002925
20040719,1.866209654288274
20040720,1.8742095939180436
20040721,1.8730938405357331
20040722,1.8578591423724367
20040723,1.9337200619638861
20040724,1.9337200619638861
20040725,1.9337200619638861
20040726,2.267280086543821
20040727,2.2837635472334545
20040728,2.2856789553844736
20040729,2.3079934094564787
20040730,2.3166847975754594
20040731,2.3166847975754594
20040801,2.351138202458622
20040802,2.3718568943576543
20040803,2.3596286904602746
20040804,2.3543918998036233
20040805,2.3553692571997646
20040806,2.687945879218288
20040807,2.687945879218288
20040808,2.687945879218288
20040809,2.6688141919349246
20040810,2.776497581169111
20040811,2.8109493993594663
20040812,2.768444057951027
20040813,2.5542729467339065
20040814,2.5542729467339065
20040815,2.5542729467339065
20040816,2.815126503853416
20040817,2.8234361190383264
20040818,2.9823196151262885
20040819,2.9727137007197273
20040820,2.776001778485663
20040821,2.776001778485663
20040822,2.776001778485663
20040823,3.034593065748425
20040824,3.0337209448544353
20040825,3.05294237022113
20040826,3.0438336944390736
20040827,3.0493984791041946
20040828,3.0493984791041946
20040829,3.0493984791041946
20040830,3.044835839193381
20040831,3.1994584786756355
20040901,3.193287453528244
20040902,3.1936454891964905
20040903,3.1727784447391714
20040904,3.1727784447391714
20040905,3.1727784447391714
20040906,3.1727784447391714
20040907,2.942110256176453
20040908,2.899017321686259
20040909,2.924798860236774
20040910,2.961666800041213
20040911,2.961666800041213
20040912,2.961666800041213
20040913,2.9493052268599342
20040914,2.8239320352524606
20040915,2.8173956249477277
20040916,2.7907025307671254
20040917,2.818988703507568
20040918,2.818988703507568
20040919,2.818988703507568
20040920,2.6665322440535517
20040921,2.804102310601608
20040922,2.874590097861026
20040923,2.851876281693312
20040924,2.6249085570126858
20040925,2.6249085570126858
20040926,2.6249085570126858
20040927,2.6336648347500926
20040928,2.642057846296523
20040929,2.6161561314223816
20040930,3.125632276262856
20041001,3.1643363212976463
20041002,3.1643363212976463
20041003,3.1643363212976463
20041004,3.1415557724909404
20041005,3.303421358156828
20041006,3.4959405798067835
20041007,3.4546947643992914
20041008,3.4085788613210997
20041009,3.4085788613210997
20041010,3.4085788613210997
20041011,3.406551201592246
20041012,3.4009334283764967
20041013,3.359578642310846
20041014,3.327071055255109
20041015,3.2394818810092514
20041016,3.2394818810092514
20041017,3.2394818810092514
20041018,3.2694318154718425
20041019,3.3337735732910883
20041020,3.213044358866118
20041021,3.212103960773795
20041022,3.2220056606799448
20041023,3.2220056606799448
20041024,3.2220056606799448
20041025,3.223208953567335
20041026,3.296664348849032
20041027,3.326262679349267
20041028,2.9552588430761406
20041029,3.0497343582008503
20041030,3.0497343582008503
20041031,3.0497343582008503
20041101,3.0329828104368985
20041102,3.2684915586191328
20041103,3.037859266720667
20041104,3.2895739771202197
20041105,3.2931872959866837
20041106,3.2931872959866837
20041107,3.2931872959866837
20041108,3.150280381393471
20041109,3.0766669901244965
20041110,3.0898314955599755
20041111,3.1143722810891976
20041112,3.1345458384162996
20041113,3.1345458384162996
20041114,3.1345458384162996
20041115,3.1483842037431273
20041116,3.1100550356428647
20041117,3.1421636251661673
20041118,3.520855536474197
20041119,3.3670231168584523
20041120,3.3670231168584523
20041121,3.3670231168584523
20041122,3.4011443579816683
20041123,3.085946003397789
20041124,3.068449617966393
20041125,3.068449617966393
20041126,3.069204111161577
20041127,3.069204111161577
20041128,3.069204111161577
20041129,3.5639155134094875
20041130,3.4108178181636055
20041201,3.1901554455226964
20041202,2.840803943672662
20041203,2.670990508394839
20041204,2.670990508394839
20041205,2.670990508394839
20041206,2.6316460900596366
20041207,2.6086620714506554
20041208,2.573373904290664
20041209,2.6001450969153566
20041210,2.543680096742051
20041211,2.543680096742051
20041212,2.543680096742051
20041213,2.533121622595672
20041214,2.5197716957238567
20041215,2.506450389309583
20041216,2.4853966231190747
20041217,2.467735711156966
20041218,2.467735711156966
20041219,2.467735711156966
20041220,2.8943954715377997
20041221,2.7777742569877484
20041222,2.7754881121713506
20041223,2.775794922850617
20041224,2.775794922850617
20041225,2.775794922850617
20041226,2.775794922850617
20041227,2.7859928321563063
20041228,2.8066648004346972
20041229,2.78408686867069
20041230,2.7889175364443752
20041231,2.2164146676381615
20050101,2.25331336753259
20050102,2.25331336753259
20050103,2.1830599616520523
20050104,2.202696329677297
20050105,2.18108964572253
20050106,2.197435874195004
20050107,2.3054510240865405
20050108,2.3054510240865405
20050109,2.3054510240865405
20050110,2.304078325855588
20050111,2.2901662416381643
20050112,2.290250372713962
20050113,2.2811740070815185
20050114,2.1921749131040227
20050115,2.1921749131040227
20050116,2.1921749131040227
20050117,2.1921749131040227
20050118,2.1936613173386927
20050119,2.17714000998503
20050120,2.316383212100358
20050121,2.1456171606863297
20050122,2.1456171606863297
20050123,2.1456171606863297
20050124,2.1472315352799995
20050125,2.151314335360805
20050126,2.14253063545522
20050127,2.155064710481308
20050128,2.2033736303478118
20050129,2.2033736303478118
20050130,2.2033736303478118
20050131,2.424114496554456
20050201,2.4579527338952807
20050202,2.4587712276695344
20050203,2.453625313430533
20050204,2.486069123630791
20050205,2.486069123630791
20050206,2.486069123630791
20050207,2.466722066970763
20050208,2.470024389659236
20050209,2.465987523620093
20050210,2.4650294884456
20050211,2.48999222895458
20050212,2.48999222895458
20050213,2.48999222895458
20050214,2.508005598131579
20050215,2.864764961692516
20050216,3.3836599598516632
20050217,3.343969305522679
20050218,3.016095244882539
20050219,3.016095244882539
20050220,3.016095244882539
20050221,3.016095244882539
20050222,3.3142994848009897
20050223,3.3136729055951673
20050224,3.7092185621425067
20050225,3.5199785322540413
20050226,3.5199785322540413
20050227,3.5199785322540413
20050228,3.507843175732071
20050301,3.063573517924548
20050302,3.1723476766693475
20050303,3.2707186222548033
20050304,3.2872266637832532
20050305,3.2872266637832532
20050306,3.2872266637832532
20050307,3.333558063374603
20050308,3.339202942389426
20050309,3.3239957287017163
20050310,3.157151639115764
20050311,3.1705078992860183
20050312,3.1705078992860183
20050313,3.1705078992860183
20050314,3.4061297043349565
20050315,3.4193086027559993
20050316,3.461044231921564
20050317,3.2699006197696443
20050318,3.268085030181729
20050319,3.268085030181729
20050320,3.268085030181729
20050321,3.575547474109297
20050322,3.5823880720967365
20050323,3.5840174391065163
20050324,3.535784004543307
20050325,3.535784004543307
20050326,3.535784004543307
20050327,3.535784004543307
20050328,3.515355150426215
20050329,3.4638565877097696
20050330,3.4766392046995174
20050331,3.3445543014899997
20050401,3.374777817235229
20050402,3.374777817235229
20050403,3.374777817235229
20050404,3.3638319829938137
20050405,3.3562940634028395
20050406,3.369216938394862
20050407,3.3992330654515315
20050408,3.7174907355621416
20050409,3.7174907355621416
20050410,3.7174907355621416
20050411,3.9524218752631577
20050412,3.52033656605116
20050413,3.315739239288216
20050414,3.8393356233925138
20050415,4.166798947146903
