Date,A Brown Co Inc
20070724,11.792724811185188
20070725,10.359651170769304
20070726,13.505803017047745
20070727,19.619140856202105
20070728,19.619140856202105
20070729,19.619140856202105
20070730,21.474211837710417
20070731,19.955983308280597
20070801,21.822927500930685
20070802,22.969011314325126
20070803,27.211380174707706
20070804,27.211380174707706
20070805,27.211380174707706
20070806,27.12756302771093
20070807,24.767274210061693
20070808,24.065583408073614
20070809,25.353513356624266
20070810,27.065172818331355
20070811,27.065172818331355
20070812,27.065172818331355
20070813,27.42162379718925
20070814,28.002595912785278
20070815,32.73617834528819
20070816,37.183647328749736
20070817,42.64313964065037
20070818,42.64313964065037
20070819,42.64313964065037
20070820,42.64313964065037
20070821,38.25378285030379
20070822,34.31077990668942
20070823,28.66934206520644
20070824,28.02826917785967
20070825,28.02826917785967
20070826,28.02826917785967
20070827,28.02826917785967
20070828,29.26656331131023
20070829,30.59684069309711
20070830,29.774307625151042
20070831,26.43597630834326
20070901,26.43597630834326
20070902,26.43597630834326
20070903,26.3518979620464
20070904,26.509935294746104
20070905,18.267137204024564
20070906,18.98850993556855
20070907,19.30477618634027
20070908,19.30477618634027
20070909,19.30477618634027
20070910,20.46253105360376
20070911,20.805654143553912
20070912,20.694098028763527
20070913,20.45265431327836
20070914,21.599749096716096
20070915,21.599749096716096
20070916,21.599749096716096
20070917,20.824712155752497
20070918,21.083701668895067
20070919,21.457944564895456
20070920,21.12390077271873
20070921,21.150906509826115
20070922,21.150906509826115
20070923,21.150906509826115
20070924,20.442724877290864
20070925,19.066013163447685
20070926,19.115003066415394
20070927,17.161130362581567
20070928,18.027559105015353
20070929,18.027559105015353
20070930,18.027559105015353
20071001,18.30968232355666
20071002,17.827771632633837
20071003,17.63398068758012
20071004,17.575354153669508
20071005,18.09299891142387
20071006,18.09299891142387
20071007,18.09299891142387
20071008,17.64468757317238
20071009,18.134560040620663
20071010,18.63076625604735
20071011,18.548995508617377
20071012,18.548995508617377
20071013,18.548995508617377
20071014,18.548995508617377
20071015,18.90909199345784
20071016,19.064585853847703
20071017,17.335230010700432
20071018,17.191544487213793
20071019,17.652713884259114
20071020,17.652713884259114
20071021,17.652713884259114
20071022,23.640452437385026
20071023,22.266229318289657
20071024,21.7607621387967
20071025,20.16978677205047
20071026,19.523208268826025
20071027,19.523208268826025
20071028,19.523208268826025
20071029,19.523208268826025
20071030,18.61591362839944
20071031,15.888836153816529
20071101,15.888836153816529
20071102,15.888836153816529
20071103,15.888836153816529
20071104,15.888836153816529
20071105,17.425395807329767
20071106,14.778777134837252
20071107,14.012594532944451
20071108,14.742206946319211
20071109,14.895223317260811
20071110,14.895223317260811
20071111,14.895223317260811
20071112,15.49799517567972
20071113,16.007868748250097
20071114,15.360332474495648
20071115,15.524341063873738
20071116,18.20012656795137
20071117,18.20012656795137
20071118,18.20012656795137
20071119,16.87119845644441
20071120,18.965782027440774
20071121,18.78204767137413
20071122,18.099149414501106
20071123,17.943296302737334
20071124,17.943296302737334
20071125,17.943296302737334
20071126,16.85656441367201
20071127,16.104775284887836
20071128,15.991898089802586
20071129,17.72289215004511
20071130,17.72289215004511
20071201,17.72289215004511
20071202,17.72289215004511
20071203,16.420455396377914
20071204,16.31113960140808
20071205,16.40132279989225
20071206,15.846509276901113
20071207,16.166947057169367
20071208,16.166947057169367
20071209,16.166947057169367
20071210,17.11714569373566
20071211,16.26606788578217
20071212,18.514659350177986
20071213,10.468536965954792
20071214,11.80532544686416
20071215,11.80532544686416
20071216,11.80532544686416
20071217,13.7800330071795
20071218,12.554735092708826
20071219,12.205595586696836
20071220,11.105192300485523
20071221,11.354547668577482
20071222,11.354547668577482
20071223,11.354547668577482
20071224,11.354547668577482
20071225,11.354547668577482
20071226,11.52832524347172
20071227,10.990891262786871
20071228,12.924530780816278
20071229,12.924530780816278
20071230,12.924530780816278
20071231,12.924530780816278
20080101,12.924530780816278
20080102,13.390302981125625
20080103,14.004126466923958
20080104,13.961600653951995
20080105,13.961600653951995
20080106,13.961600653951995
20080107,14.675075785800274
20080108,14.446478873064589
20080109,14.491379569829528
20080110,14.199133044415504
20080111,12.823300162022637
20080112,12.823300162022637
20080113,12.823300162022637
20080114,12.422961115311955
20080115,10.337071368820201
20080116,7.987693294129167
20080117,10.64969070807506
20080118,9.473778485652089
20080119,9.473778485652089
20080120,9.473778485652089
20080121,6.609418931492019
20080122,8.134585908112825
20080123,7.393841485002627
20080124,6.553512255701006
20080125,6.999232084670835
20080126,6.999232084670835
20080127,6.999232084670835
20080128,7.9708407113748025
20080129,7.603528625759179
20080130,6.300678849371725
20080131,7.832405208603419
20080201,7.643675531588151
20080202,7.643675531588151
20080203,7.643675531588151
20080204,7.941379448257295
20080205,9.207552187714345
20080206,9.602165875841393
20080207,9.935152595641423
20080208,10.396219339094454
20080209,10.396219339094454
20080210,10.396219339094454
20080211,10.85082656333322
20080212,11.055763221288707
20080213,10.057424809486399
20080214,10.405036326525279
20080215,11.12225909818551
20080216,11.12225909818551
20080217,11.12225909818551
20080218,9.14680502314475
20080219,9.253511571381264
20080220,10.966482212155265
20080221,10.039048011920663
20080222,11.050294790296826
20080223,11.050294790296826
20080224,11.050294790296826
20080225,11.050294790296826
20080226,12.591094632226074
20080227,10.342598842611327
20080228,10.480021961711545
20080229,10.722411656743738
20080301,10.722411656743738
20080302,10.722411656743738
20080303,11.19498220340675
20080304,12.238814401648453
20080305,11.56474103502533
20080306,12.002398537724593
20080307,12.524565570181487
20080308,12.524565570181487
20080309,12.524565570181487
20080310,14.4084022979282
20080311,15.115879110750912
20080312,15.015286115395293
20080313,16.810417221697985
20080314,17.410403832212925
20080315,17.410403832212925
20080316,17.410403832212925
20080317,20.578334742137812
20080318,21.031719034322062
20080319,19.69673017195639
20080320,19.69673017195639
20080321,19.69673017195639
20080322,19.69673017195639
20080323,19.69673017195639
20080324,19.66166992190766
20080325,18.57295928757054
20080326,15.404522978267664
20080327,13.845333521696839
20080328,14.122471980025075
20080329,14.122471980025075
20080330,14.122471980025075
20080331,12.396710486239824
20080401,12.277686877786415
20080402,12.327104498713133
20080403,13.868351252238618
20080404,14.480634127394007
20080405,14.480634127394007
20080406,14.480634127394007
20080407,14.480634127394007
20080408,13.667870717418085
20080409,14.363545330541733
20080410,14.806599447060268
20080411,15.408098194404547
20080412,15.408098194404547
20080413,15.408098194404547
20080414,15.472444867653433
20080415,15.463342895007045
20080416,15.31736143236645
20080417,14.74950968079565
20080418,15.541141325815268
20080419,15.541141325815268
20080420,15.541141325815268
20080421,15.927582848903336
20080422,16.835328080336936
20080423,17.761629502864665
20080424,16.398234758507797
20080425,17.734876587299535
20080426,17.734876587299535
20080427,17.734876587299535
20080428,18.31331248095364
20080429,16.66757494500611
20080430,18.658578136335002
20080501,18.658578136335002
20080502,18.34674203549685
20080503,18.34674203549685
20080504,18.34674203549685
20080505,17.941983529304043
20080506,17.71348266283034
20080507,18.01960340651894
20080508,18.223919155386966
20080509,17.57798197500703
20080510,17.57798197500703
20080511,17.57798197500703
20080512,17.915266968036065
20080513,17.85562622089327
20080514,17.316421045696067
20080515,17.571860819023858
20080516,17.052589449762827
20080517,17.052589449762827
20080518,17.052589449762827
20080519,17.40611304470718
20080520,17.110798231768758
20080521,14.61914281984106
20080522,15.227600869210892
20080523,16.34143159151243
20080524,16.34143159151243
20080525,16.34143159151243
20080526,17.68079151438401
20080527,17.121161858146696
20080528,17.489655928064444
20080529,18.499030292259224
20080530,17.81969619767841
20080531,17.81969619767841
20080601,17.81969619767841
20080602,18.803423943804482
20080603,18.83423145405767
20080604,19.18470711583916
20080605,19.064041814861515
20080606,19.6118224652893
20080607,19.6118224652893
20080608,19.6118224652893
20080609,19.6118224652893
20080610,20.790306327323837
20080611,20.835720720558406
20080612,21.663938199633744
20080613,19.900456576246636
20080614,19.900456576246636
20080615,19.900456576246636
20080616,19.801647330673372
20080617,19.500845828456033
20080618,20.526808219562756
20080619,22.424532746738215
20080620,22.698090076668787
20080621,22.698090076668787
20080622,22.698090076668787
20080623,24.41948049698093
20080624,25.501617239961984
20080625,24.738524132358563
20080626,21.73109967329868
20080627,24.5197688814239
20080628,24.5197688814239
20080629,24.5197688814239
20080630,24.60793837202161
20080701,26.414444272460134
20080702,28.156749335614766
20080703,30.410255814471856
20080704,29.649898069221685
20080705,29.649898069221685
20080706,29.649898069221685
20080707,34.48116542519789
20080708,33.97593800822516
20080709,31.94356517649677
20080710,33.03497191209572
20080711,32.410224628634836
20080712,32.410224628634836
20080713,32.410224628634836
20080714,32.61513307935299
20080715,35.01556384874392
20080716,33.555087737387616
20080717,33.59687747680298
20080718,33.767947604330175
20080719,33.767947604330175
20080720,33.767947604330175
20080721,32.29462218358961
20080722,32.77943638529628
20080723,31.192816933061682
20080724,30.982802934186722
20080725,25.4087594325662
20080726,25.4087594325662
20080727,25.4087594325662
20080728,25.97892901225736
20080729,26.064469826060737
20080730,22.929180975814397
20080731,22.97102217820464
20080801,21.398701814399303
20080802,21.398701814399303
20080803,21.398701814399303
20080804,22.669787428221518
20080805,20.334602529234147
20080806,18.803815163911462
20080807,17.814864868262763
20080808,17.022640110615175
20080809,17.022640110615175
20080810,17.022640110615175
20080811,17.459502964296167
20080812,17.20635706136059
20080813,17.695026930174233
20080814,17.054349850101733
20080815,18.943919587078014
20080816,18.943919587078014
20080817,18.943919587078014
20080818,18.943919587078014
20080819,18.99956081144877
20080820,19.07169374009348
20080821,19.74170549144681
20080822,21.375480099204413
20080823,21.375480099204413
20080824,21.375480099204413
20080825,21.375480099204413
20080826,22.978044146509017
20080827,22.430493126906985
20080828,22.559646544188958
20080829,18.545509072779346
20080830,18.545509072779346
20080831,18.545509072779346
20080901,17.89254848064782
20080902,17.82914763828379
20080903,18.567776852664217
20080904,18.14513038709044
20080905,18.533271265086796
20080906,18.533271265086796
20080907,18.533271265086796
20080908,18.15727623645589
20080909,18.091439124246183
20080910,18.274576333464665
20080911,19.87237191095431
20080912,19.585793559994247
20080913,19.585793559994247
20080914,19.585793559994247
20080915,22.37312857863912
20080916,24.3929369613512
20080917,23.619364184893016
20080918,22.965234052625778
20080919,22.874983202069345
20080920,22.874983202069345
20080921,22.874983202069345
20080922,22.908022447713606
20080923,22.834069077971026
20080924,22.864516032192103
20080925,21.91037677044397
20080926,22.273202196559904
20080927,22.273202196559904
20080928,22.273202196559904
20080929,20.050705994647725
20080930,19.935063133619508
20081001,19.935063133619508
20081002,19.690769866954444
20081003,19.515555063703193
20081004,19.515555063703193
20081005,19.515555063703193
20081006,20.011332555243552
20081007,19.774592542085127
20081008,21.330319336374224
20081009,21.967154174027613
20081010,24.91880120442327
20081011,24.91880120442327
20081012,24.91880120442327
20081013,28.189154653379926
20081014,24.29031924506193
20081015,28.31586714046101
20081016,31.949480837705593
20081017,28.855696521876144
20081018,28.855696521876144
20081019,28.855696521876144
20081020,30.458913908981405
20081021,31.23650748271796
20081022,32.0166227515436
20081023,36.04062483046989
20081024,36.869179387786346
20081025,36.869179387786346
20081026,36.869179387786346
20081027,49.730255067810624
20081028,50.789493801001164
20081029,49.83959786541785
20081030,46.07177679648717
20081031,40.920955190618685
20081101,40.920955190618685
20081102,40.920955190618685
20081103,32.7203163244583
20081104,32.835658572366164
20081105,29.52089205530322
20081106,31.061985109516616
20081107,30.191228301836777
20081108,30.191228301836777
20081109,30.191228301836777
20081110,30.33428370542757
20081111,32.73544066639736
20081112,29.878741708370608
20081113,31.70881088143546
20081114,28.86941034015594
20081115,28.86941034015594
20081116,28.86941034015594
20081117,30.426003082935992
20081118,31.24091985200806
20081119,29.761535149345075
20081120,31.028330087309357
20081121,33.87611798039693
20081122,33.87611798039693
20081123,33.87611798039693
20081124,29.251315091977023
20081125,30.354003563798894
20081126,28.75644865834889
20081127,27.590285003906153
20081128,28.99483350030664
20081129,28.99483350030664
20081130,28.99483350030664
20081201,28.99483350030664
20081202,31.44416992090552
20081203,30.549698791682445
20081204,30.988620569980483
20081205,29.167976903080262
20081206,29.167976903080262
20081207,29.167976903080262
20081208,28.508127277663604
20081209,29.071924356138304
20081210,30.586651050640924
20081211,29.27638524569006
20081212,31.03980038124063
20081213,31.03980038124063
20081214,31.03980038124063
20081215,29.467590684319212
20081216,28.382702460258614
20081217,27.11487509117432
20081218,27.41106223470587
20081219,28.20928404997784
20081220,28.20928404997784
20081221,28.20928404997784
20081222,28.79638200551292
20081223,27.380306962134608
20081224,23.925642604790696
20081225,23.925642604790696
20081226,23.925642604790696
20081227,23.925642604790696
20081228,23.925642604790696
20081229,23.925642604790696
20081230,23.925642604790696
20081231,23.925642604790696
20090101,23.925642604790696
20090102,23.925642604790696
20090103,23.925642604790696
20090104,23.925642604790696
20090105,24.729604228807368
20090106,24.73166091403653
20090107,23.50066116783729
20090108,20.665912776947636
20090109,18.446688816595987
20090110,18.446688816595987
20090111,18.446688816595987
20090112,15.11522685202249
20090113,15.7109236336234
20090114,15.788948820379753
20090115,18.229729684811144
20090116,19.431018465740927
20090117,19.431018465740927
20090118,19.431018465740927
20090119,17.95057845591436
20090120,19.837833830788956
20090121,20.07001173067212
20090122,19.18604677519407
20090123,20.318200803557648
20090124,20.318200803557648
20090125,20.318200803557648
20090126,18.868270092926387
20090127,18.25705731368425
20090128,16.939738280351758
20090129,16.468954072876954
20090130,14.11547364055135
20090131,14.11547364055135
20090201,14.11547364055135
20090202,13.870079303872519
20090203,14.38220771790956
20090204,14.624418072092901
20090205,13.557597006400172
20090206,14.343373559786995
20090207,14.343373559786995
20090208,14.343373559786995
20090209,15.064692352113989
20090210,15.47722188485638
20090211,16.95184875008286
20090212,17.361913791203456
20090213,15.916325965038437
20090214,15.916325965038437
20090215,15.916325965038437
20090216,17.185007412563063
20090217,18.33316309310239
20090218,19.549757928226626
20090219,21.430496232815923
20090220,19.912752259076218
20090221,19.912752259076218
20090222,19.912752259076218
20090223,20.196929542239417
20090224,22.10487036420363
20090225,22.95938291250292
20090226,22.120690898712525
20090227,21.04694052760693
20090228,21.04694052760693
20090301,21.04694052760693
20090302,22.171271061318226
20090303,22.83815956898718
20090304,22.334332069081867
20090305,21.109955842872417
20090306,20.67772510286923
20090307,20.67772510286923
20090308,20.67772510286923
20090309,22.56737912242567
20090310,22.91130241626227
20090311,22.86353678999207
20090312,22.2069450235026
20090313,21.736823411578936
20090314,21.736823411578936
20090315,21.736823411578936
20090316,22.625406154516728
20090317,23.16762785633228
20090318,23.18090223716175
20090319,22.267969058685715
20090320,22.14502187928745
20090321,22.14502187928745
20090322,22.14502187928745
20090323,20.032889951540966
20090324,19.926011896189625
20090325,20.407451480898388
20090326,20.618082778922478
20090327,18.60614513490251
20090328,18.60614513490251
20090329,18.60614513490251
20090330,19.534298568402317
20090331,18.796394501959952
20090401,19.433314372352072
20090402,18.017189011658175
20090403,15.919501618984091
20090404,15.919501618984091
20090405,15.919501618984091
20090406,15.919501618984091
20090407,15.47872010994326
20090408,16.450561934086434
20090409,16.450561934086434
20090410,16.450561934086434
20090411,16.450561934086434
20090412,16.450561934086434
20090413,16.732734145807413
20090414,16.290395885132334
20090415,15.190746135363279
20090416,14.608250907475863
20090417,14.299103239427778
20090418,14.299103239427778
20090419,14.299103239427778
