Date,1st Constitution Bancorp
20040915,2.4906016194202714
20040916,2.472233821731012
20040917,2.4987864597735374
20040918,2.4987864597735374
20040919,2.4987864597735374
20040920,2.4691229821168728
20040921,2.4735576474540966
20040922,2.4701125430851634
20040923,2.450392062320707
20040924,2.486138155479373
20040925,2.486138155479373
20040926,2.486138155479373
20040927,2.498925724995905
20040928,2.512096334351181
20040929,2.5035449724821928
20040930,2.559853443139249
20041001,2.592610991298496
20041002,2.592610991298496
20041003,2.592610991298496
20041004,2.5760315402820764
20041005,2.577468323060422
20041006,2.711592962800378
20041007,2.6797961492463886
20041008,2.670689913341911
20041009,2.670689913341911
20041010,2.670689913341911
20041011,2.6703585998518515
20041012,2.6173246117291935
20041013,2.6976173352705852
20041014,2.6732428724011457
20041015,2.686759497907147
20041016,2.686759497907147
20041017,2.686759497907147
20041018,2.7062163100337258
20041019,2.5766737397002637
20041020,2.56404922992912
20041021,2.564071453837234
20041022,2.655187947101069
20041023,2.655187947101069
20041024,2.655187947101069
20041025,2.6569290327783723
20041026,2.694110342780937
20041027,2.717870030421645
20041028,2.7745502504290056
20041029,3.026623515881918
20041030,3.026623515881918
20041031,3.026623515881918
20041101,2.6872150074350674
20041102,2.525917175452626
20041103,2.5416067493372156
20041104,2.5820772277103528
20041105,2.618638565749259
20041106,2.618638565749259
20041107,2.618638565749259
20041108,2.622779079728501
20041109,2.6174542220614967
20041110,2.6953174201594488
20041111,2.8178514210753844
20041112,2.4117228421599903
20041113,2.4117228421599903
20041114,2.4117228421599903
20041115,2.1609458572620555
20041116,2.4186215511075844
20041117,2.4206635684624236
20041118,2.317105551787101
20041119,2.4349986223118223
20041120,2.4349986223118223
20041121,2.4349986223118223
20041122,2.0707349792976566
20041123,2.071440939361257
20041124,2.054733444137605
20041125,2.054733444137605
20041126,1.8857615611529748
20041127,1.8857615611529748
20041128,1.8857615611529748
20041129,1.8926639522744233
20041130,1.8052023112564373
20041201,1.8455222530112605
20041202,2.0754460699318034
20041203,1.9762361124574062
20041204,1.9762361124574062
20041205,1.9762361124574062
20041206,1.9742729208431864
20041207,1.9536173508949075
20041208,1.9534970277175723
20041209,1.9733991317070967
20041210,1.97401694619555
20041211,1.97401694619555
20041212,1.97401694619555
20041213,1.9662110101040304
20041214,2.086874127673079
20041215,1.764816145655732
20041216,1.9895144681737913
20041217,1.8127958553888783
20041218,1.8127958553888783
20041219,1.8127958553888783
20041220,1.7779183873059987
20041221,1.7928954358199412
20041222,1.792114777836725
20041223,1.7616569465943663
20041224,1.7616569465943663
20041225,1.7616569465943663
20041226,1.7616569465943663
20041227,1.7539524317991415
20041228,1.764607839826891
20041229,1.7493447874118018
20041230,1.752057369823238
20041231,1.8054986160665278
20050101,1.8355562576337987
20050102,1.8355562576337987
20050103,1.9031895585851963
20050104,1.8833535109136077
20050105,1.9050366288857308
20050106,1.9301089924185877
20050107,1.8148095327396658
20050108,1.8148095327396658
20050109,1.8148095327396658
20050110,2.0307810494511567
20050111,2.1110790766947765
20050112,1.9084910316687478
20050113,1.7764675268481012
20050114,1.84373995985032
20050115,1.84373995985032
20050116,1.84373995985032
20050117,1.84373995985032
20050118,1.9647922347536229
20050119,1.9497783324912306
20050120,1.929315360864381
20050121,1.6871148716711681
20050122,1.6871148716711681
20050123,1.6871148716711681
20050124,1.4601789242160867
20050125,1.4258943525508982
20050126,1.390116527175875
20050127,1.4000890184276744
20050128,1.3251420828350462
20050129,1.3251420828350462
20050130,1.3251420828350462
20050131,1.1148870088677096
20050201,0.9794411730490709
20050202,1.0012205358509767
20050203,0.9792085482114928
20050204,0.8539749259967123
20050205,0.8539749259967123
20050206,0.8539749259967123
20050207,0.8797918530517296
20050208,0.9296557287927069
20050209,0.952499181911158
20050210,0.9899540858950475
20050211,0.92773815336361
20050212,0.92773815336361
20050213,0.92773815336361
20050214,0.9569038778644022
20050215,0.95691115157352
20050216,0.958719882504117
20050217,0.9466255835578088
20050218,0.953058089291237
20050219,0.953058089291237
20050220,0.953058089291237
20050221,0.953058089291237
20050222,0.948047083722817
20050223,0.954928648212072
20050224,0.9570036177463336
20050225,1.0413554182945675
20050226,1.0413554182945675
20050227,1.0413554182945675
20050228,1.0376713180312456
20050301,1.1404221459152781
20050302,1.1491078026112465
20050303,1.1517728591105783
20050304,1.160411667733613
20050305,1.160411667733613
20050306,1.160411667733613
20050307,1.260409618696014
20050308,1.1218365895764588
20050309,1.2466152759789029
20050310,1.1937998270545116
20050311,1.2757205999273822
20050312,1.2757205999273822
20050313,1.2757205999273822
20050314,1.1879645336663296
20050315,1.3186620351696656
20050316,1.2477681956561508
20050317,1.3208190985422108
20050318,1.3579442385209293
20050319,1.3579442385209293
20050320,1.3579442385209293
20050321,1.3968603592822846
20050322,1.2780012290989216
20050323,1.4251145084355012
20050324,1.3665108712787206
20050325,1.3665108712787206
20050326,1.3665108712787206
20050327,1.3665108712787206
20050328,1.1864422491837012
20050329,1.2292731754795077
20050330,1.2517904569108953
20050331,1.169983047376442
20050401,1.288066441735584
20050402,1.288066441735584
20050403,1.288066441735584
20050404,1.1853051376038453
20050405,1.1952295738594063
20050406,1.2878565575770087
20050407,1.172922002888753
20050408,1.1618188999047092
20050409,1.1618188999047092
20050410,1.1618188999047092
20050411,1.3013644639004862
20050412,1.4441228785237823
20050413,1.3627651679454575
20050414,1.3496756753672925
20050415,1.3693014918220174
20050416,1.3693014918220174
20050417,1.3693014918220174
20050418,1.4909425713738713
20050419,1.4532931355236267
20050420,1.4535918359172633
20050421,1.5504965297844104
20050422,1.489739039057941
20050423,1.489739039057941
20050424,1.489739039057941
20050425,1.380872078668845
20050426,1.5422353013007217
20050427,1.5601521610410058
20050428,1.5034820771491482
20050429,1.7872810947116047
20050430,1.7872810947116047
20050501,1.8196424907981694
20050502,1.5647935884468156
20050503,1.5510983379097891
20050504,1.7464857043774935
20050505,1.5468519498310702
20050506,1.551106297676338
20050507,1.551106297676338
20050508,1.551106297676338
20050509,1.6112876000056158
20050510,1.6746384968246375
20050511,1.6709598119973377
20050512,1.6406804200499228
20050513,1.5567715827204094
20050514,1.5567715827204094
20050515,1.5567715827204094
20050516,1.4322687221930699
20050517,1.4680309053515117
20050518,1.7352791566122407
20050519,1.8313073644457614
20050520,1.9784705566292502
20050521,1.9784705566292502
20050522,1.9784705566292502
20050523,1.842235799100122
20050524,1.8794267512021041
20050525,1.812980049991484
20050526,1.866929608496
20050527,1.941746812073888
20050528,1.941746812073888
20050529,1.941746812073888
20050530,1.941746812073888
20050531,1.895485120212928
20050601,1.8883700692830376
20050602,1.9586905885151735
20050603,1.956911504552615
20050604,1.956911504552615
20050605,1.956911504552615
20050606,1.8160570914788363
20050607,1.8143506452626534
20050608,1.714269638765206
20050609,1.7320768797256128
20050610,1.9416997721122955
20050611,1.9416997721122955
20050612,1.9416997721122955
20050613,1.8472934403973365
20050614,1.8690479751134557
20050615,2.0705543591417004
20050616,2.0798598837815088
20050617,1.6087154849856513
20050618,1.6087154849856513
20050619,1.6087154849856513
20050620,1.6255865730590502
20050621,1.5731579144154901
20050622,1.2443476117535666
20050623,1.3243785391670406
20050624,1.3781829900722955
20050625,1.3781829900722955
20050626,1.3781829900722955
20050627,1.3421602051794703
20050628,1.3152982654257146
20050629,1.3889553210087184
20050630,1.675667886463789
20050701,1.7068720729141156
20050702,1.7068720729141156
20050703,1.7068720729141156
20050704,1.7068720729141156
20050705,1.7483562523026175
20050706,1.7428101148413968
20050707,1.7429266677780633
20050708,1.7631014481755247
20050709,1.7631014481755247
20050710,1.7631014481755247
20050711,1.8726504058867104
20050712,1.7799749328407506
20050713,1.6845719954513465
20050714,1.7025126999140487
20050715,1.7084872855479654
20050716,1.7084872855479654
20050717,1.7084872855479654
20050718,1.7032616652968646
20050719,2.0003799687319863
20050720,1.8398501938198348
20050721,1.939125126257958
20050722,1.7469771085875854
20050723,1.7469771085875854
20050724,1.7469771085875854
20050725,1.8612524077631836
20050726,1.7683038573576728
20050727,1.7637717003918907
20050728,1.91532266728053
20050729,1.8686127050374026
20050730,1.8686127050374026
20050731,1.8686127050374026
20050801,2.13019421921726
20050802,2.05670680584198
20050803,1.809268891874841
20050804,1.7230952847720153
20050805,1.7246767103720428
20050806,1.7246767103720428
20050807,1.7246767103720428
20050808,1.686705439584886
20050809,1.4157554959119159
20050810,1.5168403758556754
20050811,1.5329851631796099
20050812,1.5384034382926557
20050813,1.5384034382926557
20050814,1.5384034382926557
20050815,1.703808664461539
20050816,1.9092220301615763
20050817,1.8550269321117023
20050818,1.8337452797295057
20050819,2.0306883591294156
20050820,2.0306883591294156
20050821,2.0306883591294156
20050822,2.4304403723158345
20050823,2.4271854138786018
20050824,2.414933009704886
20050825,2.462121762721321
20050826,2.5103663670211054
20050827,2.5103663670211054
20050828,2.5103663670211054
20050829,2.463540758571453
20050830,2.0313740012018866
20050831,2.357965403712068
20050901,2.4069485731951628
20050902,2.3799637520902173
20050903,2.3799637520902173
20050904,2.3799637520902173
20050905,2.3799637520902173
20050906,2.408926961966572
20050907,2.5536807660847987
20050908,2.4771754628993716
20050909,2.4910122069155656
20050910,2.4910122069155656
20050911,2.4910122069155656
20050912,2.4786019690333556
20050913,2.3393958467164127
20050914,2.586731881362341
20050915,2.601360286945462
20050916,2.6171476043228936
20050917,2.6171476043228936
20050918,2.6171476043228936
20050919,2.587959346905407
20050920,2.5938899596567677
20050921,2.6528774131343176
20050922,2.6885285771607057
20050923,2.622323707313993
20050924,2.622323707313993
20050925,2.622323707313993
20050926,2.6187716452702383
20050927,2.6281587432468876
20050928,2.619463795299244
20050929,2.7463580703045722
20050930,2.7476284694730713
20051001,2.802432320185115
20051002,2.802432320185115
20051003,2.752313676601996
20051004,2.7265527894541712
20051005,2.6779507372192155
20051006,2.658641348562175
20051007,2.6821059679367916
20051008,2.6821059679367916
20051009,2.6821059679367916
20051010,2.681491686148495
20051011,2.690256296334297
20051012,2.9828941788738836
20051013,2.9976645072321175
20051014,3.041969875075014
20051015,3.041969875075014
20051016,3.041969875075014
20051017,3.036507514182915
20051018,3.03946792591745
20051019,3.09715831448574
20051020,3.0627627055624895
20051021,3.0615274153371126
20051022,3.0615274153371126
20051023,3.0615274153371126
20051024,2.958098015023754
20051025,3.0775024288500923
20051026,3.0331581857206844
20051027,2.984563836840252
20051028,3.024298532316433
20051029,3.024298532316433
20051030,3.024298532316433
20051031,3.1384309092817264
20051101,3.1918072137165017
20051102,3.2252192489984988
20051103,3.0903307930505006
20051104,3.02632373499126
20051105,3.02632373499126
20051106,3.02632373499126
20051107,3.0398417338285806
20051108,3.0299785401367587
20051109,3.03671936956904
20051110,3.067574611789688
20051111,3.0591146545642176
20051112,3.0591146545642176
20051113,3.0591146545642176
20051114,3.0524044251684406
20051115,3.0376639691649334
20051116,2.747395248328762
20051117,2.761964837011307
20051118,2.7701700966181044
20051119,2.7701700966181044
20051120,2.7701700966181044
20051121,2.6508783366857216
20051122,3.1183044288313733
20051123,3.1237319170170887
20051124,3.1237319170170887
20051125,3.118400384034171
20051126,3.118400384034171
20051127,3.118400384034171
20051128,2.6783497924025723
20051129,2.284120978891453
20051130,2.163932522661506
20051201,2.264494800000294
20051202,2.267693336130777
20051203,2.267693336130777
20051204,2.267693336130777
20051205,2.1757928955960444
20051206,2.421332263132064
20051207,2.465376536920496
20051208,2.4570252137131097
20051209,2.4533417781273923
20051210,2.4533417781273923
20051211,2.4533417781273923
20051212,2.7049304298367
20051213,2.634774048436622
20051214,2.694677550174476
20051215,2.8560087149654594
20051216,2.1262476541615656
20051217,2.1262476541615656
20051218,2.1262476541615656
20051219,2.120309550527987
20051220,2.12117810652702
20051221,2.1110848457848954
20051222,2.113449386618278
20051223,2.1586527361392966
20051224,2.1586527361392966
20051225,2.1586527361392966
20051226,2.1586527361392966
20051227,2.065261184644437
20051228,2.0569139450782448
20051229,2.116542661242777
20051230,2.111287500088675
20051231,2.111287500088675
20060101,2.155687567195886
20060102,2.155687567195886
20060103,2.3594769746794837
20060104,2.3885993720978616
20060105,2.643943163623505
20060106,2.933881204372878
20060107,2.933881204372878
20060108,2.933881204372878
20060109,3.115556086261434
20060110,3.2795718237252975
20060111,3.0724831577478184
20060112,2.682907368801198
20060113,2.298543629720429
20060114,2.298543629720429
20060115,2.298543629720429
20060116,2.298543629720429
20060117,2.6006720626897537
20060118,3.155593645284714
20060119,2.797633393865267
20060120,2.6885932480857515
20060121,2.6885932480857515
20060122,2.6885932480857515
20060123,3.1025526647663177
20060124,4.294701518015975
20060125,4.275262672258754
20060126,4.315163463357546
20060127,4.136498131254992
20060128,4.136498131254992
20060129,4.136498131254992
20060130,4.175419390694035
20060131,5.0691154987408105
20060201,5.174109504001519
20060202,5.101986327163793
20060203,4.646875037273687
20060204,4.646875037273687
20060205,4.646875037273687
20060206,5.121462986680935
20060207,4.296293348898274
20060208,4.56530500849242
20060209,4.590644456944612
20060210,4.833365290541934
20060211,4.833365290541934
20060212,4.833365290541934
20060213,5.2263771565413055
20060214,5.197974042639915
20060215,5.124948048935314
20060216,4.753887494448964
20060217,5.262949149165078
20060218,5.262949149165078
20060219,5.262949149165078
20060220,5.262949149165078
20060221,5.286171366166501
20060222,5.120344192955232
20060223,5.324730631334799
20060224,5.301274497887773
20060225,5.301274497887773
20060226,5.301274497887773
20060227,5.32463084745814
20060228,5.30082569465623
20060301,5.444755428455553
20060302,6.3553538052877165
20060303,5.873533254999943
20060304,5.873533254999943
20060305,5.873533254999943
20060306,6.771818075236943
20060307,6.703199995468479
20060308,6.738293498650685
20060309,6.754783314589234
20060310,6.7852891451956765
20060311,6.7852891451956765
20060312,6.7852891451956765
20060313,6.8397707175958775
20060314,6.873753112763162
20060315,6.931518698039855
20060316,6.738256815687705
20060317,6.737106022457157
20060318,6.737106022457157
20060319,6.737106022457157
20060320,6.725364134658727
20060321,7.4838871226098
20060322,7.320162911356039
20060323,6.232628031725689
20060324,7.2054810477981315
20060325,7.2054810477981315
20060326,7.2054810477981315
20060327,7.334799484466396
20060328,7.625296069908397
20060329,7.712469322392074
20060330,7.080461756428173
20060331,8.068685448343366
20060401,8.247197915744321
20060402,8.247197915744321
20060403,7.502454826275164
20060404,8.363997107039674
20060405,6.96209846413901
20060406,6.937584599614427
20060407,5.9028219732882485
20060408,5.9028219732882485
20060409,5.9028219732882485
20060410,6.473543131782766
20060411,6.497232162836904
20060412,6.233865123117311
20060413,6.379515368113064
20060414,6.379515368113064
20060415,6.379515368113064
20060416,6.379515368113064
20060417,6.124168588542568
20060418,6.155562319228661
20060419,6.789621787117608
20060420,6.84939524909158
20060421,6.747477927497769
20060422,6.747477927497769
20060423,6.747477927497769
20060424,6.76472972705027
20060425,6.696505528255674
20060426,6.7888691497410685
20060427,5.7576722048805795
20060428,5.597663404539293
20060429,5.597663404539293
20060430,5.597663404539293
20060501,5.296792433845725
20060502,5.308009375853167
20060503,5.983573169332581
20060504,5.9518401694885865
20060505,6.214007851036302
20060506,6.214007851036302
20060507,6.214007851036302
20060508,5.5467324487779575
20060509,6.053354329472695
20060510,6.091084055075357
20060511,6.010161815419883
20060512,5.997287962752954
20060513,5.997287962752954
20060514,5.997287962752954
20060515,6.690967589186251
20060516,6.9463264222930245
20060517,6.831357049555211
20060518,6.748928682815536
20060519,6.755108626619603
20060520,6.755108626619603
20060521,6.755108626619603
20060522,6.752730361722488
20060523,7.666519913179487
20060524,6.424894213208583
20060525,6.854447935249323
20060526,6.853168541306407
20060527,6.853168541306407
20060528,6.853168541306407
20060529,6.853168541306407
20060530,6.7439786181478985
20060531,7.322287459979822
20060601,7.527261441729935
20060602,7.003933400225139
20060603,7.003933400225139
20060604,7.003933400225139
20060605,6.926031995916535
20060606,6.9129180990850125
20060607,6.770094061559474
20060608,6.864673760486302
20060609,6.807129849164895
20060610,6.807129849164895
20060611,6.807129849164895
20060612,8.189849167882368
20060613,6.661541480123462
20060614,6.862307443763558
20060615,6.827111001669725
20060616,6.778054111812758
20060617,6.778054111812758
20060618,6.778054111812758
20060619,6.696079291517736
20060620,8.136765267596104
20060621,7.167407322084317
20060622,7.017843409158166
20060623,7.075074379921142
20060624,7.075074379921142
20060625,7.075074379921142
20060626,7.141713796055506
20060627,7.10915768310191
20060628,7.090583549268541
20060629,7.24182902228429
20060630,7.54617164301893
20060701,7.720886079089835
20060702,7.720886079089835
20060703,7.741789209389025
20060704,7.741789209389025
20060705,7.653716732833936
20060706,7.712268806622476
20060707,8.408617152825581
20060708,8.408617152825581
20060709,8.408617152825581
20060710,7.805137500891598
20060711,8.039633421431102
20060712,7.485230361546783
20060713,7.404973146904031
20060714,7.404701274831031
20060715,7.404701274831031
20060716,7.404701274831031
20060717,8.151552835948827
20060718,8.109204890227652
20060719,8.1880527389986
20060720,8.107881802134475
20060721,8.092735107419237
20060722,8.092735107419237
20060723,8.092735107419237
20060724,8.29958892742523
20060725,9.001763688070776
20060726,9.016575575440125
20060727,8.611139887018885
20060728,8.674902692789935
20060729,8.674902692789935
20060730,8.674902692789935
20060731,8.670474906087229
20060801,8.839939736786055
20060802,8.825739924804752
20060803,9.216200771196965
20060804,9.130841413503182
20060805,9.130841413503182
20060806,9.130841413503182
20060807,9.666290078366986
20060808,9.63962501061489
20060809,9.465659756443793
20060810,8.750155528181232
20060811,9.960712949614084
20060812,9.960712949614084
20060813,9.960712949614084
20060814,10.142391964097742
20060815,11.273635798460216
20060816,10.952109935493139
20060817,11.048995138949621
20060818,10.93285703811188
20060819,10.93285703811188
20060820,10.93285703811188
20060821,10.790331390289786
20060822,10.390371319210763
20060823,10.153923079967555
20060824,9.354457110265717
20060825,8.97023462795175
20060826,8.97023462795175
20060827,8.97023462795175
20060828,8.713413904935038
20060829,9.066787016620484
20060830,9.413739584138662
20060831,8.098657467695903
20060901,8.316408997380696
20060902,8.316408997380696
20060903,8.316408997380696
20060904,8.316408997380696
20060905,7.967088014591631
20060906,7.631446546345443
20060907,9.005874552666503
20060908,9.105668577319157
20060909,9.105668577319157
20060910,9.105668577319157
20060911,10.459935768316676
20060912,10.717833835720471
20060913,10.213990729718574
20060914,9.660323615963682
20060915,9.67900931991436
20060916,9.67900931991436
20060917,9.67900931991436
20060918,9.617729236163042
20060919,9.690913254094793
20060920,9.79357427236826
20060921,9.616361460099402
20060922,9.710909319745909
20060923,9.710909319745909
20060924,9.710909319745909
20060925,9.800615197985024
20060926,9.851991077557583
20060927,9.886031304304396
20060928,9.605794074600249
20060929,8.953899937738045
20060930,8.953899937738045
20061001,9.16994400197568
20061002,9.658883795063902
20061003,10.39145075508194
20061004,9.86364542717706
20061005,9.986081480995468
20061006,10.354068366466242
20061007,10.354068366466242
20061008,10.354068366466242
20061009,10.669119474024352
20061010,10.76861280979618
20061011,10.755894147573807
20061012,9.593133345967802
20061013,9.626402426318837
20061014,9.626402426318837
20061015,9.626402426318837
20061016,9.952164553851976
20061017,9.80251721699306
20061018,9.893013883805025
20061019,9.790078976849918
20061020,9.901749898147843
20061021,9.901749898147843
20061022,9.901749898147843
20061023,11.562930375316165
20061024,11.566830742035188
20061025,11.15376313438871
20061026,11.559817494977244
20061027,11.580164348771376
20061028,11.580164348771376
20061029,11.580164348771376
20061030,11.475196071392018
20061031,11.849002586428773
20061101,12.165994389268667
20061102,12.568853432772535
20061103,12.166716087372606
20061104,12.166716087372606
20061105,12.166716087372606
20061106,12.366918707158986
20061107,11.786721772313308
20061108,11.16674272685935
20061109,11.508611639097039
20061110,10.874676971484634
20061111,10.874676971484634
20061112,10.874676971484634
20061113,9.68894292499909
20061114,8.95938940975933
20061115,8.799667702196187
20061116,8.905630591397891
20061117,8.873802713856307
20061118,8.873802713856307
20061119,8.873802713856307
20061120,9.417865128770723
20061121,9.392037230778586
20061122,9.867108164866726
20061123,9.867108164866726
20061124,9.817249354641634
20061125,9.817249354641634
20061126,9.817249354641634
20061127,10.342054919557516
20061128,10.453108310868652
20061129,8.925352667368259
20061130,8.843796932513415
20061201,8.953134697085309
20061202,8.953134697085309
20061203,8.953134697085309
20061204,9.3936921288722
20061205,9.442666659333726
20061206,9.360399291210802
20061207,8.722238174165136
20061208,8.736834665830012
20061209,8.736834665830012
20061210,8.736834665830012
20061211,8.726670047205353
20061212,8.749567009297103
20061213,9.017447106945898
20061214,8.66829355943666
20061215,9.100983271167987
20061216,9.100983271167987
20061217,9.100983271167987
20061218,9.077639277613477
20061219,9.131277996558682
20061220,9.118728191185843
20061221,9.079316269420298
20061222,9.072602616267321
20061223,9.072602616267321
20061224,9.072602616267321
20061225,9.072602616267321
20061226,9.040907651130691
20061227,9.176624432578476
20061228,8.6406364035475
20061229,7.145734156032317
20061230,7.145734156032317
20061231,7.145734156032317
20070101,7.32445064859579
20070102,7.32445064859579
20070103,7.127138425091086
20070104,7.102938357379704
20070105,7.195595749458093
20070106,7.195595749458093
20070107,7.195595749458093
20070108,7.119757683173929
20070109,7.048334077245881
20070110,7.060066531034511
20070111,7.7322932089597405
20070112,7.593837819481084
20070113,7.593837819481084
20070114,7.593837819481084
20070115,7.593837819481084
20070116,7.516902793805909
20070117,7.701147515809586
20070118,8.211826724692308
20070119,7.906721744727499
20070120,7.906721744727499
20070121,7.906721744727499
20070122,7.795884969467356
20070123,8.380054688221295
20070124,8.430392383415947
20070125,8.100729715558458
20070126,8.064005079648455
20070127,8.064005079648455
20070128,8.064005079648455
20070129,8.26064503573104
20070130,8.833769883673694
20070131,8.910970779420758
20070201,9.160328807708423
20070202,7.224476718747886
20070203,7.224476718747886
20070204,7.224476718747886
20070205,7.386336050513895
20070206,7.404426653616982
20070207,7.552389753828683
20070208,7.414986085990804
20070209,7.375164949208154
20070210,7.375164949208154
20070211,7.375164949208154
20070212,7.158644904254812
20070213,7.2198595431862085
20070214,7.673126532075136
20070215,7.3172125861619035
20070216,7.2732537517196105
20070217,7.2732537517196105
20070218,7.2732537517196105
20070219,7.2732537517196105
20070220,6.533085730773427
20070221,6.917941399399723
20070222,7.280962331929505
20070223,6.512475401767514
20070224,6.512475401767514
20070225,6.512475401767514
20070226,7.163357376706372
20070227,6.858383519249319
20070228,6.463638205019117
20070301,6.628688749551106
20070302,6.5500507291542105
20070303,6.5500507291542105
20070304,6.5500507291542105
20070305,6.504489341087895
20070306,6.618306408703937
20070307,6.601605775251428
20070308,6.384046576599927
20070309,6.415856877785786
20070310,6.415856877785786
20070311,6.415856877785786
20070312,6.310630043428107
20070313,6.195603805036309
20070314,6.249384106765509
20070315,6.998689402760462
20070316,6.341604923549007
20070317,6.341604923549007
20070318,6.341604923549007
20070319,6.390696718809381
20070320,6.437129131951952
20070321,6.280666576403609
20070322,6.20929448805752
20070323,6.473508648747131
20070324,6.473508648747131
20070325,6.473508648747131
20070326,6.204703011707232
20070327,6.995101581853151
20070328,6.886711691281385
20070329,6.951888173676424
20070330,5.465190884443159
20070331,5.465190884443159
20070401,5.6062876083558475
20070402,5.635980235478834
20070403,5.570153657846247
20070404,5.883055526964393
20070405,5.87896368114735
20070406,5.87896368114735
20070407,5.87896368114735
20070408,5.87896368114735
20070409,5.926626028635912
20070410,5.6020737414403685
20070411,5.941770724641673
20070412,5.959979013243945
20070413,5.979569452587591
20070414,5.979569452587591
20070415,5.979569452587591
20070416,6.098139950491747
20070417,6.104987595233586
20070418,6.484132321764902
20070419,5.6554712122206965
20070420,5.691207093299544
20070421,5.691207093299544
20070422,5.691207093299544
20070423,5.916255717434896
20070424,5.838761084629125
20070425,5.32457819378258
20070426,5.32037057666504
