Date,Hang Seng Bank Ltd
19930814,1.3969282788437405
19930815,1.3969282788437405
19930816,1.2707681544889786
19930817,1.2674291490554854
19930818,1.2933459873023694
19930819,1.3165473762528923
19930820,1.594390931558048
19930821,1.594390931558048
19930822,1.594390931558048
19930823,1.8067788211060212
19930824,1.8778216135381995
19930825,1.9991814497268614
19930826,1.8227199714734925
19930827,1.8861952609069021
19930828,1.8861952609069021
19930829,1.8861952609069021
19930830,1.8861952609069021
19930831,2.586204801816518
19930901,2.665119288968376
19930902,2.7275998781554125
19930903,2.8055564860077538
19930904,2.8055564860077538
19930905,2.8055564860077538
19930906,2.7323351075087055
19930907,2.726582637651692
19930908,2.739519468560401
19930909,2.8145332908953744
19930910,2.826208784579121
19930911,2.826208784579121
19930912,2.826208784579121
19930913,2.9243298601013055
19930914,3.0318664809263414
19930915,3.052691464957296
19930916,3.1636882183742228
19930917,3.1636882183742228
19930918,3.1636882183742228
19930919,3.1636882183742228
19930920,3.3771550014969285
19930921,3.014716502150218
19930922,2.927069689160551
19930923,2.812275219554668
19930924,3.01654768752467
19930925,3.01654768752467
19930926,3.01654768752467
19930927,3.1225891336560663
19930928,3.201291853285065
19930929,3.1080988889605448
19930930,2.6449128314177552
19931001,2.6449128314177552
19931002,2.6449128314177552
19931003,2.6449128314177552
19931004,2.8147388189035243
19931005,2.5434698190206912
19931006,2.307565257531283
19931007,2.2775042604376776
19931008,2.337135857733266
19931009,2.337135857733266
19931010,2.337135857733266
19931011,2.262373005563064
19931012,2.217042049457482
19931013,2.2221954292105557
19931014,2.2227521295417008
19931015,1.9691230481922508
19931016,1.9691230481922508
19931017,1.9691230481922508
19931018,1.8650316842204888
19931019,2.0406178596930578
19931020,2.1589060074509305
19931021,2.1010359545793387
19931022,2.117884381929617
19931023,2.117884381929617
19931024,2.117884381929617
19931025,2.1159936316967514
19931026,2.1085318451144337
19931027,2.0996118523168654
19931028,2.0946327000578893
19931029,1.9738099957713364
19931030,1.9738099957713364
19931031,1.9738099957713364
19931101,1.9109707309983313
19931102,1.9086293890378652
19931103,2.004519787398141
19931104,2.114782040044663
19931105,2.256957632241871
19931106,2.256957632241871
19931107,2.256957632241871
19931108,2.1346841900735263
19931109,2.187382109951028
19931110,2.0150070993308025
19931111,1.9462050340579433
19931112,1.9440520150243554
19931113,1.9440520150243554
19931114,1.9440520150243554
19931115,1.8252477842842083
19931116,1.8299162269785874
19931117,1.9245049646009773
19931118,1.9972974796739082
19931119,2.0497239155461
19931120,2.0497239155461
19931121,2.0497239155461
19931122,2.180873559994793
19931123,2.219615461506742
19931124,2.048745358329211
19931125,1.94390242859773
19931126,2.0078725773963604
19931127,2.0078725773963604
19931128,2.0078725773963604
19931129,2.2616699062650993
19931130,2.1800533242625866
19931201,2.0744843329714007
19931202,2.0732426619081687
19931203,2.023925582855613
19931204,2.023925582855613
19931205,2.023925582855613
19931206,1.8065572410980846
19931207,1.7629698693527693
19931208,1.766586619759896
19931209,1.682521484862712
19931210,1.5958046306957867
19931211,1.5958046306957867
19931212,1.5958046306957867
19931213,1.6119303042181914
19931214,1.643621159054588
19931215,1.448342156312923
19931216,1.2221480085201493
19931217,1.0344401045931795
19931218,1.0344401045931795
19931219,1.0344401045931795
19931220,1.1015525241002935
19931221,1.2218173911995336
19931222,1.2042926938354126
19931223,1.0584104902075746
19931224,1.077816335145406
19931225,1.077816335145406
19931226,1.077816335145406
19931227,1.077816335145406
19931228,0.9862680654276328
19931229,0.9872021966424583
19931230,0.9186559493749361
19931231,1.2382253330363646
19940101,1.2382253330363646
19940102,1.2382253330363646
19940103,1.2137639702079623
19940104,1.210700431115631
19940105,1.0969915946276092
19940106,1.3072330564386407
19940107,1.4755329207174708
19940108,1.4755329207174708
19940109,1.4755329207174708
19940110,1.3761321300653913
19940111,1.4172246739922807
19940112,1.5266414518894615
19940113,1.7274916284327442
19940114,1.497218885184426
19940115,1.497218885184426
19940116,1.497218885184426
19940117,1.4601148941440003
19940118,1.359214439693075
19940119,1.3311527054004169
19940120,1.3877454289410254
19940121,1.332653023901637
19940122,1.332653023901637
19940123,1.332653023901637
19940124,1.3090187168677119
19940125,1.4353311412795844
19940126,1.5038324671633863
19940127,1.3490058323392473
19940128,1.3544015932937306
19940129,1.3544015932937306
19940130,1.3544015932937306
19940131,1.7320867332618728
19940201,1.6217408210575124
19940202,1.641844946793973
19940203,1.5967225356344932
19940204,1.490792450413654
19940205,1.490792450413654
19940206,1.490792450413654
19940207,1.804498143082114
19940208,1.6846733987851537
19940209,1.6552408990188847
19940210,1.6552408990188847
19940211,1.6552408990188847
19940212,1.6552408990188847
19940213,1.6552408990188847
19940214,1.9488363478355468
19940215,1.981921672935032
19940216,2.082989238870726
19940217,2.0761495256333946
19940218,2.0121158618196078
19940219,2.0121158618196078
19940220,2.0121158618196078
19940221,2.247043148193552
19940222,2.149744606370118
19940223,2.0222512355557103
19940224,2.27057231573186
19940225,2.5950888538666033
19940226,2.5950888538666033
19940227,2.5950888538666033
19940228,2.944302357911503
19940301,4.121389281028602
19940302,5.1012212450679115
19940303,5.1435915068843965
19940304,5.033177077100031
19940305,5.033177077100031
19940306,5.033177077100031
19940307,4.880545332928918
19940308,4.28240835508084
19940309,4.592755302048078
19940310,4.7465905842862
19940311,5.065244090430769
19940312,5.065244090430769
19940313,5.065244090430769
19940314,5.016553089554325
19940315,5.009430728586396
19940316,5.224441512559113
19940317,5.644450145223855
19940318,6.6193656540955175
19940319,6.6193656540955175
19940320,6.6193656540955175
19940321,8.236272272864275
19940322,6.859271613278997
19940323,5.530221470601909
19940324,6.17984222962357
19940325,6.383718119124055
19940326,6.383718119124055
19940327,6.383718119124055
19940328,6.840401158735832
19940329,6.1097437877696175
19940330,6.661427864069025
19940331,13.810602254239193
19940401,13.810602254239193
19940402,13.810602254239193
19940403,13.810602254239193
19940404,13.810602254239193
19940405,13.810602254239193
19940406,14.046241675568167
19940407,13.293845060421896
19940408,13.35730768139447
19940409,13.35730768139447
19940410,13.35730768139447
19940411,12.782143309334913
19940412,11.88141877814384
19940413,11.868475248001324
19940414,13.280812784981196
19940415,13.017022175216745
19940416,13.017022175216745
19940417,13.017022175216745
19940418,13.056894252580129
19940419,14.141998192840278
19940420,14.241640602711822
19940421,15.152461535705726
19940422,13.7313260594463
19940423,13.7313260594463
19940424,13.7313260594463
19940425,14.072285020330934
19940426,13.179058950305222
19940427,14.152871114578174
19940428,13.550912809663803
19940429,13.814244420755966
19940430,13.814244420755966
19940501,13.814244420755966
19940502,13.916032460829708
19940503,14.643562101484813
19940504,15.894666944813583
19940505,16.07369177465256
19940506,15.277421402730742
19940507,15.277421402730742
19940508,15.277421402730742
19940509,16.31260168393935
19940510,16.290623118119832
19940511,14.83728555678665
19940512,15.04738121024863
19940513,14.260529627379526
19940514,14.260529627379526
19940515,14.260529627379526
19940516,13.298259003861979
19940517,14.368434716634077
19940518,12.722005961538985
19940519,12.785236170203643
19940520,11.498720287330592
19940521,11.498720287330592
19940522,11.498720287330592
19940523,11.596982434557992
19940524,12.0878924147308
19940525,12.036067507617092
19940526,11.955449624201425
19940527,12.108944283688368
19940528,12.108944283688368
19940529,12.108944283688368
19940530,12.122761757986261
19940531,12.124527070991215
19940601,12.392675421423858
19940602,13.413524199727508
19940603,13.09104115240116
19940604,13.09104115240116
19940605,13.09104115240116
19940606,12.697427140889351
19940607,13.274161507800816
19940608,13.29640848025736
19940609,13.40887021567796
19940610,14.16802888516906
19940611,14.16802888516906
19940612,14.16802888516906
19940613,14.16802888516906
19940614,14.16802888516906
19940615,13.523938264933573
19940616,14.007057770081284
19940617,13.105189026608397
19940618,13.105189026608397
19940619,13.105189026608397
19940620,14.055960670891473
19940621,14.644052752056606
19940622,14.356716707564892
19940623,14.61396825967381
19940624,15.686353509418806
19940625,15.686353509418806
19940626,15.686353509418806
19940627,16.753279715617378
19940628,17.103968933750625
19940629,16.46027312140382
19940630,16.492163340642637
19940701,16.150831928417226
19940702,16.150831928417226
19940703,16.150831928417226
19940704,16.530251007893135
19940705,16.243698382248862
19940706,17.240519065283078
19940707,17.123826733846915
19940708,17.294447665866706
19940709,17.294447665866706
19940710,17.294447665866706
19940711,17.06396587627253
19940712,16.033668060949132
19940713,15.422798785433374
19940714,15.34753282155059
19940715,14.018124414060818
19940716,14.018124414060818
19940717,14.018124414060818
19940718,13.594227752272616
19940719,13.577529397601372
19940720,13.878832773377187
19940721,14.253050683832022
19940722,14.569021713945546
19940723,14.569021713945546
19940724,14.569021713945546
19940725,14.700777912561493
19940726,14.721596310940198
19940727,14.11143788213492
19940728,14.321651189526747
19940729,14.056352732944204
19940730,14.056352732944204
19940731,14.056352732944204
19940801,13.514793622511013
19940802,13.423559228662135
19940803,13.973420212005463
19940804,13.546558941990048
19940805,14.019138899870693
19940806,14.019138899870693
19940807,14.019138899870693
19940808,14.068078735567136
19940809,14.430343321805674
19940810,13.734273359904291
19940811,14.125151908670649
19940812,14.335730114471676
19940813,14.335730114471676
19940814,14.335730114471676
19940815,14.14394748886143
19940816,15.840720565462926
19940817,14.669313182498094
19940818,15.275575090749202
19940819,15.662183199369318
19940820,15.662183199369318
19940821,15.662183199369318
19940822,15.748302309060412
19940823,16.468837632036482
19940824,16.677461583195782
19940825,15.867841391481631
19940826,15.878306231388944
19940827,15.878306231388944
19940828,15.878306231388944
19940829,15.878306231388944
19940830,14.389751644125655
19940831,13.513156939393314
19940901,13.102776178325504
19940902,12.859262633824393
19940903,12.859262633824393
19940904,12.859262633824393
19940905,12.639070139309673
19940906,12.275846983910991
19940907,12.274514681033201
19940908,12.662138487542531
19940909,13.281514454827539
19940910,13.281514454827539
19940911,13.281514454827539
19940912,14.415503245636355
19940913,14.064773425165262
19940914,14.397908799017632
19940915,14.03121951491536
19940916,13.548828862136276
19940917,13.548828862136276
19940918,13.548828862136276
19940919,14.021298843618839
19940920,13.629440434822113
19940921,13.629440434822113
19940922,14.400122613949476
19940923,14.623891678561364
19940924,14.623891678561364
19940925,14.623891678561364
19940926,14.74882569910609
19940927,14.648881820443368
19940928,14.191295434311286
19940929,14.24564273236334
19940930,15.21315369668638
19941001,15.21315369668638
19941002,15.21315369668638
19941003,15.549476617134472
19941004,15.34775166500132
19941005,16.02614465011833
19941006,16.338913227171673
19941007,16.542289785664543
19941008,16.542289785664543
19941009,16.542289785664543
19941010,16.919030180017597
19941011,16.91728927100548
19941012,15.958795739194368
19941013,15.958795739194368
19941014,16.4112023036307
19941015,16.4112023036307
19941016,16.4112023036307
19941017,16.46443437821332
19941018,16.7700958584789
19941019,17.06371015611232
19941020,15.618346464148235
19941021,15.562936245423694
19941022,15.562936245423694
19941023,15.562936245423694
19941024,15.695174289534648
19941025,16.063744033390822
19941026,16.126583488265254
19941027,16.019035197553546
19941028,15.752926705257035
19941029,15.752926705257035
19941030,15.752926705257035
19941031,14.835230998356744
19941101,15.176152682157369
19941102,15.331025749016158
19941103,14.802208433232346
19941104,14.347708909468455
19941105,14.347708909468455
19941106,14.347708909468455
19941107,14.359045247285723
19941108,14.45414656092226
19941109,14.096945892230357
19941110,14.43424208246574
19941111,14.361055630103966
19941112,14.361055630103966
19941113,14.361055630103966
19941114,14.128171095900965
19941115,13.25737595088761
19941116,13.168310178364697
19941117,13.347316306170038
19941118,13.64176041863066
19941119,13.64176041863066
19941120,13.64176041863066
19941121,13.708873954022478
19941122,15.194311203045926
19941123,15.97341207044976
19941124,15.938946276203463
19941125,15.405665508563585
19941126,15.405665508563585
19941127,15.405665508563585
19941128,15.126763064207942
19941129,14.743478512645053
19941130,15.306339214151459
19941201,15.160141901366536
19941202,16.38615496750411
19941203,16.38615496750411
19941204,16.38615496750411
19941205,15.911882391535787
19941206,16.83992860446501
19941207,16.858799497296665
19941208,18.405628233512573
19941209,19.93829106910872
19941210,19.93829106910872
19941211,19.93829106910872
19941212,20.079659145495334
19941213,19.199725802683187
19941214,18.355446056418806
19941215,17.516384062172968
19941216,17.876570112199417
19941217,17.876570112199417
19941218,17.876570112199417
19941219,17.82335244016669
19941220,16.763624199199974
19941221,16.639902842765416
19941222,16.4295032226883
19941223,17.19247252993914
19941224,17.19247252993914
19941225,17.19247252993914
19941226,17.19247252993914
19941227,17.19247252993914
19941228,17.708144362801924
19941229,18.245187394434463
19941230,17.275877374849987
19941231,17.275877374849987
19950101,17.275877374849987
19950102,17.275877374849987
19950103,19.669612141756375
19950104,19.07548272291219
19950105,19.020156449353983
19950106,20.12246061670238
19950107,20.12246061670238
19950108,20.12246061670238
19950109,21.14331677104002
19950110,22.332134013777218
19950111,23.917114415723315
19950112,23.360790258211768
19950113,25.58058775733961
19950114,25.58058775733961
19950115,25.58058775733961
19950116,23.454821967204992
19950117,22.865771655603897
19950118,23.22029380162987
19950119,25.074693092233606
19950120,26.423854244507847
19950121,26.423854244507847
19950122,26.423854244507847
19950123,30.934394278584847
19950124,31.77580773740532
19950125,31.1407029756357
19950126,32.17999912080354
19950127,31.811883073217654
19950128,31.811883073217654
19950129,31.811883073217654
19950130,31.252346066346828
19950131,31.252346066346828
19950201,31.252346066346828
19950202,31.252346066346828
19950203,30.963932138423452
19950204,30.963932138423452
19950205,30.963932138423452
19950206,27.44036737096717
19950207,26.252014128971233
19950208,25.855513562001654
19950209,24.73880037636473
19950210,25.618937716284034
19950211,25.618937716284034
19950212,25.618937716284034
19950213,26.37751572354797
19950214,27.419807050103163
19950215,25.091659050295323
19950216,25.137803583526427
19950217,25.3104750285228
19950218,25.3104750285228
19950219,25.3104750285228
19950220,26.941114573505114
19950221,25.180756549953983
19950222,26.2984696345025
19950223,25.145802219177472
19950224,24.244391735596448
19950225,24.244391735596448
19950226,24.244391735596448
19950227,24.7996751226169
19950228,18.60588791673809
19950301,17.968677329276947
19950302,17.963323292196886
19950303,18.177827110363577
19950304,18.177827110363577
19950305,18.177827110363577
19950306,18.86235943640515
19950307,18.71510117179492
19950308,19.668138822149437
19950309,18.54614816643592
19950310,19.289675225773347
19950311,19.289675225773347
19950312,19.289675225773347
19950313,18.51582766122996
19950314,18.57986283016126
19950315,17.147522872476923
19950316,16.864552199675266
19950317,14.86087683508199
19950318,14.86087683508199
19950319,14.86087683508199
19950320,14.201061868993522
19950321,13.879001237522708
19950322,14.014377546184729
19950323,14.22528379183316
19950324,13.82077564107942
19950325,13.82077564107942
19950326,13.82077564107942
19950327,12.401077337018027
19950328,12.089502229647717
19950329,12.379148005050787
19950330,12.488401130744094
19950331,10.360409891529569
19950401,10.360409891529569
19950402,10.360409891529569
19950403,12.664840221289426
19950404,11.983537518854721
19950405,11.983537518854721
19950406,12.684834128815096
19950407,12.304806507724214
19950408,12.304806507724214
19950409,12.304806507724214
19950410,12.422521594132887
19950411,12.343099657032377
19950412,12.203311161007779
19950413,11.312759810487803
19950414,11.312759810487803
19950415,11.312759810487803
19950416,11.312759810487803
19950417,11.312759810487803
19950418,11.205310090564465
19950419,11.048726818563093
19950420,10.809135604609978
19950421,10.826357133063418
19950422,10.826357133063418
19950423,10.826357133063418
19950424,11.170938148995848
19950425,11.676140956627522
19950426,12.917113817859669
19950427,12.182964552601835
19950428,12.248951985237426
19950429,12.248951985237426
19950430,12.248951985237426
19950501,12.926053948781123
19950502,12.542007344617437
19950503,12.210385364367381
19950504,11.856352819132693
19950505,11.941463765409354
19950506,11.941463765409354
19950507,11.941463765409354
19950508,11.10789698173261
19950509,10.844289278605427
19950510,9.871670055460534
19950511,9.220183001209278
19950512,8.778361926300565
19950513,8.778361926300565
19950514,8.778361926300565
19950515,8.908377527224006
19950516,8.952870068049473
19950517,8.539445391218013
19950518,8.689935504016232
19950519,8.707997683901278
19950520,8.707997683901278
19950521,8.707997683901278
19950522,8.756837773224627
19950523,8.002738261818656
19950524,7.683680147481363
19950525,7.599662495394901
19950526,7.838865058142477
19950527,7.838865058142477
19950528,7.838865058142477
19950529,7.924801154580138
19950530,8.223038528558085
19950531,7.008226536891147
19950601,6.747919807952986
19950602,6.747919807952986
19950603,6.747919807952986
19950604,6.747919807952986
19950605,6.758831063922229
19950606,6.650874330182405
19950607,7.1206894602484745
19950608,7.089547081141569
19950609,7.216819572513811
19950610,7.216819572513811
19950611,7.216819572513811
19950612,7.631769134018042
19950613,7.75303678917635
19950614,7.102641716568471
19950615,7.385450837347404
19950616,7.182465245832251
19950617,7.182465245832251
19950618,7.182465245832251
19950619,7.182465245832251
19950620,7.498534142893553
19950621,7.612006023570176
19950622,7.511540575614445
19950623,7.13330483901407
19950624,7.13330483901407
19950625,7.13330483901407
19950626,7.013746997356023
19950627,6.968888003092327
19950628,7.161524633795392
19950629,6.816192401004405
19950630,6.320019318459704
19950701,6.320019318459704
19950702,6.320019318459704
19950703,6.534589935190966
19950704,6.383952019813962
19950705,5.82492625063601
19950706,5.859827347998391
19950707,5.288050444743553
19950708,5.288050444743553
19950709,5.288050444743553
19950710,5.096624881681905
19950711,4.983829447343322
19950712,5.057309962757928
19950713,4.70268792509287
19950714,4.665908172422484
19950715,4.665908172422484
19950716,4.665908172422484
19950717,4.760832622636046
19950718,4.820863202229597
19950719,5.242184071238288
19950720,5.147094900852247
19950721,5.066782975408962
19950722,5.066782975408962
19950723,5.066782975408962
19950724,5.305841821746525
19950725,5.0695573291482035
19950726,5.238199234634475
19950727,5.013270007693427
19950728,4.771163995749934
19950729,4.771163995749934
19950730,4.771163995749934
19950731,5.515219262589771
19950801,5.667206835564089
19950802,5.361469257084064
19950803,5.471047593110512
19950804,5.399051775690484
19950805,5.399051775690484
19950806,5.399051775690484
19950807,5.320160430252007
19950808,5.211212509991061
19950809,5.178970402517529
19950810,5.52301618181269
19950811,5.557467737760346
19950812,5.557467737760346
19950813,5.557467737760346
19950814,5.663900380473167
19950815,6.42667293982356
19950816,6.412556252181922
19950817,6.5085500585221725
19950818,6.44906580163984
19950819,6.44906580163984
19950820,6.44906580163984
19950821,6.41961045134651
19950822,6.343561029644273
19950823,5.928647207302067
19950824,6.016111537547718
19950825,5.963037198446883
19950826,5.963037198446883
19950827,5.963037198446883
19950828,5.963037198446883
19950829,5.805438495797705
19950830,5.786891176783534
19950831,5.4906850715912965
19950901,5.485042917560562
19950902,5.485042917560562
19950903,5.485042917560562
19950904,5.321946106168383
19950905,5.306441701776854
19950906,5.445904361045033
19950907,5.395133602832752
19950908,5.187258090408272
19950909,5.187258090408272
19950910,5.187258090408272
19950911,5.153277839780723
19950912,5.1260391762872155
19950913,5.002873516649365
19950914,4.8777275352193445
19950915,4.839050221332187
19950916,4.839050221332187
19950917,4.839050221332187
19950918,4.995543613145354
19950919,5.045886814240263
19950920,4.961189278978956
19950921,5.313239740565341
19950922,5.382789980462347
19950923,5.382789980462347
19950924,5.382789980462347
19950925,5.408215300543005
19950926,5.069238294398268
19950927,5.0160391365607655
19950928,5.134390804971506
19950929,4.869833962577707
19950930,4.869833962577707
19951001,4.869833962577707
19951002,4.874532645143177
19951003,4.857378529431789
19951004,4.658972424946367
19951005,4.702250646866613
19951006,4.790349805222488
19951007,4.790349805222488
19951008,4.790349805222488
19951009,4.77525843058767
19951010,5.035027717979414
19951011,5.3042956277776145
19951012,5.1553277746613135
19951013,4.883751159126616
19951014,4.883751159126616
19951015,4.883751159126616
19951016,4.70492130998496
19951017,4.644116914834199
19951018,4.664253446032777
19951019,4.458172916678307
19951020,4.580049986241983
19951021,4.580049986241983
19951022,4.580049986241983
19951023,4.638226699373412
19951024,4.792586271134317
19951025,4.614062918287747
19951026,4.672470972737253
19951027,4.834438641668057
19951028,4.834438641668057
19951029,4.834438641668057
19951030,4.8310570885902155
19951031,4.594158280952303
19951101,4.594158280952303
19951102,4.507395399671045
19951103,4.362247603827979
19951104,4.362247603827979
19951105,4.362247603827979
19951106,4.641342051077746
19951107,4.488705324070382
19951108,4.708827065074823
19951109,4.768133259430546
19951110,4.77196644980517
19951111,4.77196644980517
19951112,4.77196644980517
19951113,4.89603137634525
19951114,4.766662887121483
19951115,4.6944546505214335
19951116,4.91364904113746
19951117,5.080035593672547
19951118,5.080035593672547
19951119,5.080035593672547
19951120,4.837739076837666
19951121,4.740480655430048
19951122,4.611897081988751
19951123,4.589024093894711
19951124,4.645114092623366
19951125,4.645114092623366
19951126,4.645114092623366
19951127,4.594331754806019
19951128,4.3895156990797695
19951129,4.394172397698284
19951130,3.925677652832837
19951201,3.808009316541016
19951202,3.808009316541016
19951203,3.808009316541016
19951204,3.823386466475749
19951205,3.7510075636161626
19951206,3.72419314700996
19951207,3.817106049509416
19951208,3.7186322139294
19951209,3.7186322139294
19951210,3.7186322139294
19951211,3.7567416489137444
19951212,3.6590395568990264
19951213,3.719418113708081
19951214,3.677938277216678
19951215,3.7552610844209418
19951216,3.7552610844209418
19951217,3.7552610844209418
19951218,3.8199884913553057
19951219,4.002929134164784
19951220,3.7138567388160495
19951221,3.795912426350282
19951222,3.7754357643167173
19951223,3.7754357643167173
19951224,3.7754357643167173
19951225,3.7754357643167173
19951226,3.7754357643167173
19951227,3.8077867402606165
19951228,3.759961713530527
19951229,3.1505165670488107
19951230,3.1505165670488107
19951231,3.1505165670488107
19960101,3.1505165670488107
19960102,3.140500726527473
19960103,3.0378116207854906
19960104,2.943750720876133
19960105,2.9848720917812015
19960106,2.9848720917812015
19960107,2.9848720917812015
19960108,2.9790605419948086
19960109,2.9748654234670386
19960110,3.1708844850360367
19960111,3.0932158254350144
19960112,2.980288620588066
19960113,2.980288620588066
19960114,2.980288620588066
19960115,2.906090342177149
19960116,2.785661404480687
19960117,2.833678285875625
19960118,2.9333072582387216
19960119,2.6636641770226195
19960120,2.6636641770226195
19960121,2.6636641770226195
19960122,2.409952476126129
19960123,2.4452045320373736
19960124,2.4004784280438303
19960125,2.3633607874205413
19960126,2.3671795965885623
19960127,2.3671795965885623
19960128,2.3671795965885623
19960129,2.4207550780822467
19960130,2.3547833662487427
19960131,1.8385713127699153
19960201,1.8515106851962388
19960202,1.9146461704319715
19960203,1.9146461704319715
19960204,1.9146461704319715
19960205,2.0523643994445444
19960206,1.983185029322295
19960207,1.947162360587314
19960208,1.902091231113538
19960209,1.8921876530035853
19960210,1.8921876530035853
19960211,1.8921876530035853
19960212,1.8908020716657152
19960213,1.9282255855982766
19960214,1.8376533035392288
19960215,1.7943589959079005
19960216,1.7912676408738033
19960217,1.7912676408738033
19960218,1.7912676408738033
19960219,1.7912676408738033
19960220,1.7912676408738033
19960221,1.7912676408738033
19960222,1.8999029742665918
19960223,1.907813791972158
19960224,1.907813791972158
19960225,1.907813791972158
19960226,2.8250496560768728
19960227,2.5353557100253172
19960228,2.2823199622453894
19960229,3.9859038899259365
19960301,3.735992602976719
19960302,3.735992602976719
19960303,3.735992602976719
19960304,3.7060549577657973
19960305,3.4664604440047015
19960306,3.624362840691453
19960307,3.9054262418369925
19960308,3.9496856069853523
19960309,3.9496856069853523
19960310,3.9496856069853523
19960311,4.757338440446098
19960312,4.586136975068867
19960313,4.937616289490843
19960314,4.50269560769066
19960315,4.3535243542552635
19960316,4.3535243542552635
19960317,4.3535243542552635
19960318,4.206326634137188
19960319,3.764715535842691
19960320,3.8316047406107807
19960321,3.6452203868878215
19960322,3.7637617469332163
19960323,3.7637617469332163
19960324,3.7637617469332163
19960325,3.7481102144620335
19960326,3.9317626496981237
19960327,3.751203738456358
19960328,3.7840341409106473
19960329,3.1502736491331413
19960330,3.1502736491331413
19960331,3.1502736491331413
19960401,3.366794212131005
19960402,3.22087136302916
19960403,3.1845471317103504
19960404,3.1845471317103504
19960405,3.1845471317103504
19960406,3.1845471317103504
19960407,3.1845471317103504
19960408,3.1845471317103504
19960409,3.186246232199731
19960410,3.0986159244893976
19960411,3.204495744234029
19960412,3.133735087891142
19960413,3.133735087891142
19960414,3.133735087891142
19960415,3.163630683301337
19960416,3.0533539970770383
19960417,2.9679363449162977
19960418,2.8658693974637774
19960419,3.0583723058150016
19960420,3.0583723058150016
19960421,3.0583723058150016
19960422,3.110830898618887
19960423,3.3968172020205327
19960424,3.4121714453774854
19960425,3.6143077486979602
19960426,3.54592063668923
19960427,3.54592063668923
19960428,3.54592063668923
19960429,3.4408155174966932
19960430,3.32268705459871
19960501,3.3085963801775042
19960502,3.2826802307060183
19960503,3.6186973166992
19960504,3.6186973166992
19960505,3.6186973166992
19960506,3.814423340735084
19960507,3.7586089911983223
19960508,3.9270003622924876
19960509,3.7814050949409888
19960510,3.826653107915141
19960511,3.826653107915141
19960512,3.826653107915141
19960513,3.556145599856003
19960514,3.3653821622922426
19960515,3.3536620320745634
19960516,3.4222162395045195
19960517,3.5064427133094944
19960518,3.5064427133094944
19960519,3.5064427133094944
19960520,3.299896025119899
19960521,3.2979789245799997
19960522,3.2698500385366933
19960523,3.37613005740429
19960524,3.4130986122806113
19960525,3.4130986122806113
19960526,3.4130986122806113
19960527,3.4279345454431502
19960528,3.2887651877461335
19960529,3.2828232886619793
19960530,3.2848663473182675
19960531,3.004970233135794
19960601,3.004970233135794
19960602,3.004970233135794
19960603,3.215690350060939
19960604,3.119756239746861
19960605,3.1286339398735326
19960606,3.085530231243486
19960607,3.149463180168291
