Date,Berkshire Bancorp Inc/NY
20000114,37.51787305141309
20000115,37.51787305141309
20000116,37.51787305141309
20000117,37.51787305141309
20000118,38.243959463280234
20000119,38.12491919958334
20000120,36.76199209988495
20000121,38.77548770971199
20000122,38.77548770971199
20000123,38.77548770971199
20000124,38.79938368743413
20000125,38.813002208414105
20000126,38.29113740934772
20000127,38.360611583001614
20000128,37.17235599753115
20000129,37.17235599753115
20000130,37.17235599753115
20000131,35.47576585678107
20000201,35.984032415255335
20000202,36.225614587358
20000203,36.33217950124774
20000204,36.804339440707
20000205,36.804339440707
20000206,36.804339440707
20000207,38.06944508449956
20000208,36.10789390072589
20000209,36.13308635640784
20000210,36.047626079974435
20000211,34.913608074413276
20000212,34.913608074413276
20000213,34.913608074413276
20000214,35.39059454599921
20000215,35.63882161147275
20000216,37.28667894286018
20000217,37.64784904833864
20000218,36.546759779371875
20000219,36.546759779371875
20000220,36.546759779371875
20000221,36.546759779371875
20000222,34.96363754473844
20000223,35.14520646795028
20000224,33.36407864660616
20000225,33.227013368300355
20000226,33.227013368300355
20000227,33.227013368300355
20000228,33.53475438545288
20000229,34.21948635122382
20000301,34.593705090959624
20000302,34.82407790543814
20000303,35.320819074333194
20000304,35.320819074333194
20000305,35.320819074333194
20000306,33.16166952644646
20000307,31.638676284418963
20000308,30.8362193026348
20000309,31.410585009310307
20000310,31.71512788603432
20000311,31.71512788603432
20000312,31.71512788603432
20000313,31.014485485984803
20000314,28.769619180972523
20000315,29.04617399995931
20000316,30.035569654369677
20000317,30.563775805792925
20000318,30.563775805792925
20000319,30.563775805792925
20000320,32.83987695788452
20000321,33.45804550137866
20000322,34.852839293310936
20000323,34.07336404706129
20000324,33.91029702355279
20000325,33.91029702355279
20000326,33.91029702355279
20000327,33.577518735889555
20000328,37.51294987298212
20000329,35.414743140267376
20000330,38.97646687224957
20000331,9.1778731541452
20000401,9.20816062436492
20000402,9.20816062436492
20000403,9.077003042878957
20000404,8.344342719283421
20000405,9.01182115142367
20000406,8.65195116397315
20000407,8.51359327632516
20000408,8.51359327632516
20000409,8.51359327632516
20000410,7.326394771680215
20000411,7.3094429354218535
20000412,7.0046520205153
20000413,6.617062550126656
20000414,6.421053874705046
20000415,6.421053874705046
20000416,6.421053874705046
20000417,8.442034765951666
20000418,7.943053662675832
20000419,8.632582269566035
20000420,8.575254298491535
20000421,8.575254298491535
20000422,8.575254298491535
20000423,8.575254298491535
20000424,6.366788322529259
20000425,4.791811972671294
20000426,4.749802974301067
20000427,7.111495265060191
20000428,9.248685464098571
20000429,9.248685464098571
20000430,9.248685464098571
20000501,10.261327780680144
20000502,10.114543342649236
20000503,9.731359471502023
20000504,8.714553233946807
20000505,9.558397949460163
20000506,9.558397949460163
20000507,9.558397949460163
20000508,9.038413563525653
20000509,9.373314795377077
20000510,9.257220261568111
20000511,9.255606613105481
20000512,9.254363484471899
20000513,9.254363484471899
20000514,9.254363484471899
20000515,9.515296107410538
20000516,10.25558540440421
20000517,10.177055686150082
20000518,9.311251483662202
20000519,9.088207927902346
20000520,9.088207927902346
20000521,9.088207927902346
20000522,9.121431491319377
20000523,8.999976387197908
20000524,6.8854468332357515
20000525,8.565477009547513
20000526,8.738405926032694
20000527,8.738405926032694
20000528,8.738405926032694
20000529,8.738405926032694
20000530,8.831977777701898
20000531,9.260329031203778
20000601,9.459804990966724
20000602,9.577097262437757
20000603,9.577097262437757
20000604,9.577097262437757
20000605,9.36440320528007
20000606,9.351878330327278
20000607,9.151223120687932
20000608,9.171960984593762
20000609,9.14178207651166
20000610,9.14178207651166
20000611,9.14178207651166
20000612,9.319249105626014
20000613,9.416183922736712
20000614,9.423826496697075
20000615,9.410190536292745
20000616,9.197294949873738
20000617,9.197294949873738
20000618,9.197294949873738
20000619,9.228098764904365
20000620,8.95115801829558
20000621,8.876787828227943
20000622,8.815439117565942
20000623,8.784235991101802
20000624,8.784235991101802
20000625,8.784235991101802
20000626,8.279806968306687
20000627,8.799218470128345
20000628,6.669458014654378
20000629,6.4724682606567345
20000630,8.175185748781512
20000701,8.204885092238905
20000702,8.204885092238905
20000703,8.185968651651908
20000704,8.185968651651908
20000705,6.6259814399272905
20000706,6.268066014897724
20000707,6.312504268445897
20000708,6.312504268445897
20000709,6.312504268445897
20000710,6.279351315934271
20000711,6.285798590970012
20000712,6.3336665502482985
20000713,6.357757106919991
20000714,6.391533020840783
20000715,6.391533020840783
20000716,6.391533020840783
20000717,6.323920910474112
20000718,6.352012025979232
20000719,6.349585018924135
20000720,6.484992266493389
20000721,7.675858969902188
20000722,7.675858969902188
20000723,7.675858969902188
20000724,7.697291963493862
20000725,7.730084139791843
20000726,7.691715189952468
20000727,7.6177509317273655
20000728,7.500579178095599
20000729,7.500579178095599
20000730,7.500579178095599
20000731,7.6714834605607765
20000801,8.98868471209942
20000802,7.5654704107403905
20000803,7.636482114721951
20000804,7.741766145392809
20000805,7.741766145392809
20000806,7.741766145392809
20000807,7.745414083261013
20000808,7.429398169293539
20000809,7.407780182985065
20000810,7.4288600431397045
20000811,7.386319538315394
20000812,7.386319538315394
20000813,7.386319538315394
20000814,7.3527663034063675
20000815,7.326773673439442
20000816,7.296287993021866
20000817,6.836399071646456
20000818,7.972477855820827
20000819,7.972477855820827
20000820,7.972477855820827
20000821,7.9830151025373315
20000822,7.911279316482367
20000823,8.167763717359339
20000824,8.504663390584186
20000825,8.414353370663552
20000826,8.414353370663552
20000827,8.414353370663552
20000828,8.889147406687874
20000829,8.871166396180895
20000830,9.120864836392977
20000831,10.489500546987063
20000901,9.436394345555385
20000902,9.436394345555385
20000903,9.436394345555385
20000904,9.436394345555385
20000905,10.217277210261258
20000906,9.694055100368866
20000907,8.767638264556853
20000908,10.166345895052213
20000909,10.166345895052213
20000910,10.166345895052213
20000911,10.492017578787461
20000912,10.460367479207394
20000913,9.780381236495378
20000914,9.371354108027816
20000915,9.401505928340706
20000916,9.401505928340706
20000917,9.401505928340706
20000918,9.069477703494673
20000919,9.169881747588223
20000920,9.935142756443199
20000921,9.615477813531317
20000922,9.585229391536991
20000923,9.585229391536991
20000924,9.585229391536991
20000925,9.654932275514165
20000926,9.57217860607186
20000927,9.314928188787698
20000928,9.870946864385262
20000929,9.334956494826375
20000930,9.334956494826375
20001001,9.372309744689215
20001002,11.127533284119727
20001003,11.107866708812372
20001004,10.877459847003495
20001005,11.014691292549058
20001006,10.723454570473741
20001007,10.723454570473741
20001008,10.723454570473741
20001009,10.637213235684653
20001010,10.475628529557383
20001011,10.80040732201326
20001012,10.643641699734008
20001013,11.014904202845946
20001014,11.014904202845946
20001015,11.014904202845946
20001016,11.096104584797741
20001017,10.945595723663715
20001018,10.873687212688587
20001019,11.141129191219964
20001020,11.003301505322892
20001021,11.003301505322892
20001022,11.003301505322892
20001023,10.86830973644294
20001024,10.866314074890319
20001025,10.719252242095223
20001026,10.717712888263632
20001027,10.714115838587718
20001028,10.714115838587718
20001029,10.714115838587718
20001030,10.707042498399321
20001031,10.775999717166492
20001101,10.985742694990666
20001102,11.106077758035017
20001103,11.062152360610071
20001104,11.062152360610071
20001105,11.062152360610071
20001106,10.462506083136766
20001107,10.44502200668025
20001108,10.5203470674425
20001109,10.749568262344033
20001110,10.524028807409087
20001111,10.524028807409087
20001112,10.524028807409087
20001113,10.30306350923165
20001114,10.850204526591979
20001115,10.863755929263215
20001116,10.576814167903509
20001117,10.701791166197813
20001118,10.701791166197813
20001119,10.701791166197813
20001120,10.530143069871043
20001121,11.389394507119258
20001122,11.238522288122676
20001123,11.238522288122676
20001124,11.349205952884747
20001125,11.349205952884747
20001126,11.349205952884747
20001127,11.277587981800995
20001128,11.171857369648725
20001129,11.205399787914338
20001130,10.630853362336781
20001201,10.612203253936533
20001202,10.612203253936533
20001203,10.612203253936533
20001204,10.438163106876697
20001205,10.650039850811387
20001206,10.533117540969492
20001207,10.53893430104978
20001208,10.68033785572455
20001209,10.68033785572455
20001210,10.68033785572455
20001211,10.619369517688773
20001212,10.572551046898955
20001213,10.09582720472547
20001214,10.368673619911883
20001215,10.201987473307296
20001216,10.201987473307296
20001217,10.201987473307296
20001218,10.051859443200081
20001219,10.010052665394896
20001220,9.783008572555136
20001221,9.106066937232397
20001222,9.089776393434427
20001223,9.089776393434427
20001224,9.089776393434427
20001225,9.089776393434427
20001226,9.555175537157963
20001227,9.618546454020281
20001228,9.162360474907866
20001229,8.348489197589714
20001230,8.348489197589714
20001231,8.348489197589714
20010101,8.385200578773757
20010102,8.8233990846826
20010103,8.751559382146649
20010104,9.122790711631096
20010105,8.99525239095207
20010106,8.99525239095207
20010107,8.99525239095207
20010108,8.839190852953106
20010109,8.776349888770616
20010110,8.774029246465822
20010111,8.616646207649282
20010112,8.859789921908927
20010113,8.859789921908927
20010114,8.859789921908927
20010115,8.859789921908927
20010116,8.759229514896118
20010117,8.743631355913047
20010118,8.810318454018237
20010119,8.784271346819947
20010120,8.784271346819947
20010121,8.784271346819947
20010122,8.765808890893016
20010123,7.521710980685755
20010124,7.663911166079347
20010125,8.240008019281737
20010126,7.444350128455176
20010127,7.444350128455176
20010128,7.444350128455176
20010129,8.370434657678091
20010130,7.710167433384447
20010131,8.309675800695281
20010201,8.255152394153933
20010202,6.764390532148503
20010203,6.764390532148503
20010204,6.764390532148503
20010205,7.550984363334675
20010206,7.715661699099997
20010207,7.673802733290722
20010208,7.56122176412022
20010209,7.597528551904067
20010210,7.597528551904067
20010211,7.597528551904067
20010212,7.646542645325777
20010213,7.605914620609843
20010214,7.586103160084831
20010215,7.609953014286867
20010216,7.577268366010259
20010217,7.577268366010259
20010218,7.577268366010259
20010219,7.577268366010259
20010220,7.731748144564831
20010221,7.715089232502152
20010222,7.82906423592053
20010223,8.018908662659857
20010224,8.018908662659857
20010225,8.018908662659857
20010226,8.207206638703665
20010227,11.751703898609302
20010228,11.955984159404458
20010301,12.00409581634636
20010302,11.956172379992589
20010303,11.956172379992589
20010304,11.956172379992589
20010305,11.874008971443018
20010306,11.974742690491814
20010307,12.208348776528489
20010308,11.68574274955838
20010309,11.478137990196279
20010310,11.478137990196279
20010311,11.478137990196279
20010312,11.238746576866237
20010313,9.770050413044737
20010314,9.634279483633138
20010315,9.56600028281691
20010316,10.187309320140328
20010317,10.187309320140328
20010318,10.187309320140328
20010319,10.708846339809027
20010320,10.150464326130724
20010321,10.248170658529357
20010322,10.186242562326553
20010323,10.537235744978853
20010324,10.537235744978853
20010325,10.537235744978853
20010326,10.525883261346952
20010327,12.055208837615137
20010328,11.702219365525268
20010329,12.343540607667428
20010330,10.613114282853893
20010331,10.613114282853893
20010401,10.664240602340595
20010402,27.930567148455424
20010403,27.87432477451569
20010404,26.873258798347578
20010405,27.90775198487148
20010406,28.65375486731172
20010407,28.65375486731172
20010408,28.65375486731172
20010409,28.691905484204614
20010410,28.23313434053931
20010411,28.167505830594585
20010412,29.238690868216963
20010413,29.238690868216963
20010414,29.238690868216963
20010415,29.238690868216963
20010416,30.450952609160424
20010417,30.283966413482787
20010418,29.60540937055864
20010419,30.30712501963061
20010420,29.663322876794098
20010421,29.663322876794098
20010422,29.663322876794098
20010423,29.60275231503933
20010424,30.291146366841705
20010425,30.114220083118344
20010426,30.38692517614481
20010427,30.59759528427644
20010428,30.59759528427644
20010429,30.59759528427644
20010430,30.58374019499131
20010501,30.786389424588975
20010502,17.624058262555366
20010503,17.69469305787814
20010504,17.910484949768488
20010505,17.910484949768488
20010506,17.910484949768488
20010507,17.38802612200261
20010508,17.879896721862664
20010509,17.310567329957898
20010510,17.91315332204587
20010511,17.416057949488223
20010512,17.416057949488223
20010513,17.416057949488223
20010514,17.40325955461226
20010515,17.233770794839888
20010516,17.285328388481044
20010517,17.315165221436967
20010518,14.151579152250921
20010519,14.151579152250921
20010520,14.151579152250921
20010521,14.910827289301457
20010522,14.44158373219417
20010523,14.51170059153137
20010524,14.947012877638663
20010525,14.717830262790823
20010526,14.717830262790823
20010527,14.717830262790823
20010528,14.717830262790823
20010529,16.907985147935953
20010530,15.7418925978635
20010531,16.0225736085641
20010601,15.732082423497635
20010602,15.732082423497635
20010603,15.732082423497635
20010604,15.983144919974121
20010605,16.156971577870188
20010606,16.15813325431154
20010607,15.31206533244701
20010608,15.281966324079955
20010609,15.281966324079955
20010610,15.281966324079955
20010611,15.248667635659391
20010612,15.749097587853793
20010613,15.812574039478253
20010614,16.560790790753348
20010615,16.490680892129223
20010616,16.490680892129223
20010617,16.490680892129223
20010618,16.52832526321097
20010619,16.705058157748127
20010620,16.66424089559932
20010621,15.635331727533522
20010622,16.890623643326844
20010623,16.890623643326844
20010624,16.890623643326844
20010625,17.0263527398935
20010626,17.04549986291926
20010627,17.07425093136053
20010628,17.246097704999187
20010629,17.340030770800738
20010630,17.340030770800738
20010701,17.431583646888125
20010702,12.898489269422218
20010703,11.840162276234366
20010704,11.840162276234366
20010705,11.89486024071252
20010706,12.65035188293921
20010707,12.65035188293921
20010708,12.65035188293921
20010709,12.618381307721751
20010710,12.579220314128944
20010711,12.566598999375822
20010712,11.728261470930194
20010713,12.756096289669962
20010714,12.756096289669962
20010715,12.756096289669962
20010716,12.63750829959926
20010717,12.7584650129497
20010718,12.80966002522846
20010719,12.916615749683608
20010720,11.649206190391002
20010721,11.649206190391002
20010722,11.649206190391002
20010723,12.861165187028147
20010724,12.352950051522523
20010725,12.93448872234749
20010726,13.12245709239093
20010727,13.172038973626972
20010728,13.172038973626972
20010729,13.172038973626972
20010730,13.324459805894685
20010731,12.925960018914864
20010801,12.987011722323471
20010802,12.814497826919029
20010803,12.741240309578506
20010804,12.741240309578506
20010805,12.741240309578506
20010806,12.628080815267483
20010807,12.890031316753507
20010808,12.250691281791239
20010809,12.840499904896177
20010810,12.955254483218095
20010811,12.955254483218095
20010812,12.955254483218095
20010813,12.961561057950203
20010814,13.673378100488069
20010815,13.65200668781305
20010816,13.73012404704022
20010817,13.570316006652362
20010818,13.570316006652362
20010819,13.570316006652362
20010820,14.280868821347488
20010821,13.607334648251292
20010822,13.6598750196848
20010823,14.222807637059814
20010824,14.370973008018042
20010825,14.370973008018042
20010826,14.370973008018042
20010827,13.568098801238339
20010828,13.425493924411052
20010829,13.893083077929377
20010830,13.838027468540645
20010831,13.801210787950762
20010901,13.878672175047573
20010902,13.878672175047573
20010903,13.878672175047573
20010904,13.864044478748253
20010905,13.371654673083057
20010906,13.028751557625691
20010907,13.121866318793003
20010908,13.121866318793003
20010909,13.121866318793003
20010910,13.202493895191978
20010911,13.202493895191978
20010912,13.202493895191978
20010913,13.202493895191978
20010914,13.202493895191978
20010915,13.202493895191978
20010916,13.202493895191978
20010917,13.093485541722158
20010918,13.16314885126276
20010919,14.508356264016458
20010920,13.758631426708083
20010921,15.158787477976245
20010922,15.158787477976245
20010923,15.158787477976245
20010924,15.156467534220713
20010925,14.886020002410831
20010926,14.91157546264437
20010927,14.990038316553909
20010928,14.316778225941398
20010929,14.316778225941398
20010930,14.316778225941398
20011001,15.521406886605858
20011002,15.613214039821926
20011003,15.798639382574946
20011004,15.769158373442442
20011005,15.76675036552497
20011006,15.76675036552497
20011007,15.76675036552497
20011008,15.876888110278701
20011009,15.845913595734133
20011010,16.098087864967066
20011011,16.455340728201627
20011012,16.617605185386324
20011013,16.617605185386324
20011014,16.617605185386324
20011015,16.402778178395476
20011016,16.46802954336038
20011017,16.454256275852178
20011018,14.732656872874212
20011019,15.859517583045703
20011020,15.859517583045703
20011021,15.859517583045703
20011022,16.01162151062295
20011023,16.3526736869525
20011024,16.34444543868688
20011025,16.6172012085241
20011026,16.675104716008256
20011027,16.675104716008256
20011028,16.675104716008256
20011029,16.39149705786687
20011030,16.164380657657276
20011031,15.988712034190018
20011101,16.284395088246576
20011102,16.540261011854955
20011103,16.540261011854955
20011104,16.540261011854955
20011105,16.678047372873152
20011106,16.784197297287015
20011107,16.788864352717408
20011108,17.387958249712263
20011109,17.446406431734367
20011110,17.446406431734367
20011111,17.446406431734367
20011112,17.657986882656957
20011113,17.9107509562724
20011114,18.34503367875089
20011115,18.2939202674723
20011116,18.21075801567265
20011117,18.21075801567265
20011118,18.21075801567265
20011119,18.3823444649473
20011120,18.492218621271824
20011121,18.596462391490917
20011122,18.596462391490917
20011123,18.908321885428162
20011124,18.908321885428162
20011125,18.908321885428162
20011126,18.820117053194686
20011127,18.713717636379958
20011128,19.079725474199044
20011129,19.165672885622925
20011130,19.985505593605126
20011201,20.108019298306335
20011202,20.108019298306335
20011203,19.727515297773913
20011204,19.406782735914653
20011205,19.86035451672228
20011206,20.16213201847288
20011207,20.591037446964943
20011208,20.591037446964943
20011209,20.591037446964943
20011210,20.208184418914524
20011211,20.094548779280714
20011212,20.142793240316127
20011213,20.04209664081448
20011214,20.22778725001931
20011215,20.22778725001931
20011216,20.22778725001931
20011217,19.255872099810023
20011218,20.118555886348936
20011219,20.816699183933483
20011220,21.16408391481025
20011221,21.11217106588636
20011222,21.11217106588636
20011223,21.11217106588636
20011224,20.996629890611327
20011225,20.996629890611327
20011226,20.29182164698188
20011227,20.703402212431868
20011228,20.334657678692157
20011229,20.334657678692157
20011230,20.334657678692157
20011231,21.04316554750682
20020101,21.176113696843515
20020102,21.544215200318085
20020103,20.833345734419098
20020104,21.040168683445398
20020105,21.040168683445398
20020106,21.040168683445398
20020107,22.81916964911509
20020108,22.839818224554563
20020109,22.731018581786614
20020110,22.65736620675666
20020111,22.425327448347634
20020112,22.425327448347634
20020113,22.425327448347634
20020114,22.07362968181655
20020115,22.14282646421881
20020116,21.854116064898253
20020117,22.13868910777381
20020118,21.90133200299062
20020119,21.90133200299062
20020120,21.90133200299062
20020121,21.90133200299062
20020122,21.9609439718423
20020123,21.098057363825067
20020124,21.10438475748329
20020125,21.191987416189733
20020126,21.191987416189733
20020127,21.191987416189733
20020128,21.210199640481083
20020129,21.519227064993448
20020130,22.03962508086651
20020131,22.09824480898424
20020201,21.42220998039397
20020202,21.42220998039397
20020203,21.42220998039397
20020204,21.391413552535905
20020205,21.966839239487157
20020206,33.64480292758386
20020207,33.82004769462246
20020208,35.124315609424265
20020209,35.124315609424265
20020210,35.124315609424265
20020211,34.89028153556393
20020212,34.577874803687045
20020213,35.147774539981874
20020214,34.52983355571943
20020215,34.860201604398405
20020216,34.860201604398405
20020217,34.860201604398405
20020218,34.860201604398405
20020219,34.42784996935744
20020220,35.69217686085177
20020221,35.81836789522732
20020222,36.00853549903586
20020223,36.00853549903586
20020224,36.00853549903586
20020225,36.445373794938796
20020226,36.068081008443926
20020227,35.614040640650806
20020228,39.38778865717128
20020301,39.568167458310775
20020302,39.568167458310775
20020303,39.568167458310775
20020304,40.11085566542933
20020305,41.657273479918395
20020306,41.777251909477535
20020307,41.479027113518285
20020308,41.526797196118885
20020309,41.526797196118885
20020310,41.526797196118885
20020311,42.15721007641475
20020312,44.11128304561377
20020313,43.43952494772911
20020314,44.34327524431199
20020315,44.72875368279434
20020316,44.72875368279434
20020317,44.72875368279434
20020318,45.208078625214846
20020319,44.8410400871599
20020320,45.59733286977437
20020321,46.30142626083929
20020322,46.498646010436254
20020323,46.498646010436254
20020324,46.498646010436254
20020325,47.1715082511576
20020326,44.43699550232459
20020327,44.797539035511775
20020328,45.56908807404483
20020329,45.56908807404483
20020330,45.56908807404483
20020331,45.56908807404483
20020401,30.212521580235148
20020402,30.467759599193027
20020403,30.959443685051937
20020404,31.951154128799292
20020405,31.119534217008233
20020406,31.119534217008233
20020407,31.119534217008233
20020408,31.114050451189925
20020409,30.731348623361928
20020410,30.489550690254394
20020411,28.84505322221419
20020412,28.717817364529168
20020413,28.717817364529168
20020414,28.717817364529168
20020415,28.546537770114778
20020416,28.997176767956734
20020417,24.81878041708293
20020418,23.990513135176148
20020419,24.109556117892573
20020420,24.109556117892573
20020421,24.109556117892573
20020422,23.58811800389848
20020423,23.00942929257654
20020424,24.20090785968735
20020425,23.492830745189885
20020426,23.24538045754193
20020427,23.24538045754193
20020428,23.24538045754193
20020429,23.48827766464643
20020430,23.71385203967181
20020501,23.587432367612283
20020502,24.00723816376271
20020503,24.053675641812475
20020504,24.053675641812475
20020505,24.053675641812475
20020506,23.81612807827764
20020507,23.1830104242538
20020508,22.811456703177594
20020509,22.67583534309387
20020510,21.439307143498326
20020511,21.439307143498326
20020512,21.439307143498326
20020513,23.5810804314311
20020514,24.682772465797306
20020515,23.514535972853494
20020516,23.23379789116223
20020517,23.281432652936598
20020518,23.281432652936598
20020519,23.281432652936598
20020520,23.57443779799632
20020521,23.06708116884967
20020522,23.396774585877754
20020523,22.92658033758108
20020524,23.5598503684111
20020525,23.5598503684111
20020526,23.5598503684111
20020527,23.5598503684111
20020528,23.08142522105262
20020529,23.465412622337652
20020530,23.550659431877847
20020531,23.587659220541365
20020601,23.761055659764075
20020602,23.761055659764075
20020603,15.090602744710605
20020604,14.972795496834422
20020605,14.95547945356987
20020606,15.471069822668724
20020607,15.099464115803677
20020608,15.099464115803677
20020609,15.099464115803677
20020610,15.501151141574288
20020611,15.36980188841977
20020612,15.740788963298613
20020613,15.656176063808516
20020614,15.784061298903458
20020615,15.784061298903458
20020616,15.784061298903458
20020617,15.979697499980658
20020618,16.032263592048768
20020619,15.639809066285014
20020620,14.787725816203352
20020621,14.808755482223079
20020622,14.808755482223079
20020623,14.808755482223079
20020624,15.342146475071441
20020625,15.240676355990601
20020626,14.400021808437483
20020627,15.290858980635738
20020628,15.2442588443044
20020629,15.2442588443044
20020630,15.2442588443044
20020701,14.817954376675551
20020702,14.56590587518497
20020703,13.171677430741696
20020704,13.171677430741696
20020705,13.395372243777407
20020706,13.395372243777407
20020707,13.395372243777407
20020708,13.42445545352538
20020709,13.063245142094482
20020710,12.192355589517529
20020711,12.9180033929358
20020712,12.722257375202433
20020713,12.722257375202433
20020714,12.722257375202433
20020715,12.55758944016147
20020716,12.537375843506286
20020717,12.49177393196936
20020718,12.346589178619663
20020719,11.9993709807436
20020720,11.9993709807436
20020721,11.9993709807436
20020722,11.780284009416963
20020723,11.620012127934327
20020724,11.990250667151741
20020725,11.85448365255084
20020726,11.815475423221447
20020727,11.815475423221447
20020728,11.815475423221447
20020729,12.191173738515248
20020730,12.23608203241859
20020731,12.262477995674988
