Date,AEC Securities PCL,AEON Financial Service Co Ltd,AF Global Ltd,Aichi Bank Ltd/The,Aksigorta AS,AF Global Ltd,DNB ASA,FirstRand Ltd,GAM Holding AG,Gazit-Globe Ltd,GEK Terna Holding Real Estate Construction SA,Gemdale Properties & Investment Corp Ltd,Jyske Bank A/S,Kuwait Financial Centre SAK,Ladenburg Thalmann Financial Services Inc,LAMDA Development SA,Land & General Bhd,SK Securities Co Ltd,Skandinaviska Enskilda Banken AB,Skjern Bank
2012-08-24,,6.706003830950782,4.877847414146412,76.0481752777258,5.206131768945309,4.877847414146412,48.91941408088185,23.181342251752092,2.910338750501687,12.153252744752324,49.498914029293296,2.0193433224035098,42.839844860838205,9.499370480769675,54.15075126468216,33.68584782596845,4.460825251488991,35.428303906101725,18.158826234134946,24.39599100356409
2012-08-25,,6.706003830950782,4.877847414146412,76.0481752777258,5.206131768945309,4.877847414146412,48.91941408088185,23.181342251752092,2.910338750501687,12.153252744752324,49.498914029293296,2.0193433224035098,42.839844860838205,9.499370480769675,54.15075126468216,33.68584782596845,4.460825251488991,35.428303906101725,18.158826234134946,24.39599100356409
2012-08-26,,6.706003830950782,4.877847414146412,76.0481752777258,5.206131768945309,4.877847414146412,48.91941408088185,23.181342251752092,2.910338750501687,,49.498914029293296,2.0193433224035098,42.839844860838205,,54.15075126468216,33.68584782596845,4.460825251488991,35.428303906101725,18.158826234134946,24.39599100356409
2012-08-27,7.232035138888907,6.961616390916512,4.768968575632614,77.47348269589756,5.4823003315383145,4.768968575632614,47.996403266063226,22.88887856274992,2.880872019953679,12.019499335932894,51.11076971728628,2.029635833461538,42.63028698085407,9.507036571400127,53.96762945694747,31.98588371938661,4.564217489124776,37.86589059811661,17.79155185179915,24.183605108621244
2012-08-28,,6.7399916263771305,4.840077883879143,80.32932458727363,5.440399249368917,4.840077883879143,49.54601101102911,22.37744159733586,2.8857957953162403,12.72397358604548,53.2028418583131,2.0194508933479733,42.96899087713666,9.367256032715085,54.069451952760154,33.760265163785036,4.503604588981757,38.0075563743295,19.186074015486916,24.208001547085534
2012-08-29,,6.832917381555783,5.703797414929683,80.92965598129801,5.5514411477760985,5.703797414929683,50.072176677542025,22.580976349973163,2.990621062970197,12.370528360914054,53.071480627151594,2.03071830362548,41.86262649747861,9.548455088998416,52.5889818915043,37.662750720111134,4.615099235785992,36.61699234144577,19.15367931083523,24.78069535126188
2012-08-30,,7.061078661451442,5.893924793991539,82.08948306007592,5.5514411477760985,5.893924793991539,53.301416769280635,23.192037713520023,3.005844329502634,11.803203580848026,51.36194378986181,2.051351281292364,43.60502449462604,10.980770084531477,54.87132243148146,35.279211934916724,4.605631257708006,39.0533762691804,19.261776590735487,24.140415119600934
2012-08-31,,6.393714909280358,5.339410206658515,79.82679399683016,4.479866735764179,5.339410206658515,51.580040682205905,21.093311537704245,2.292599640202254,11.803203580848026,45.67563439241489,1.9807627688356388,44.350860335923656,10.980770084531477,52.999359403205816,32.33518817823856,4.605631257708006,31.254851317226553,17.650366828989938,28.67298025647325
2012-09-01,,6.393714909280358,5.339410206658515,79.82679399683016,4.479866735764179,5.339410206658515,51.580040682205905,21.093311537704245,2.292599640202254,11.803203580848026,45.67563439241489,1.9807627688356388,44.350860335923656,10.980770084531477,52.999359403205816,32.33518817823856,4.605631257708006,31.254851317226553,17.650366828989938,28.67298025647325
2012-09-02,,6.393714909280358,5.339410206658515,79.82679399683016,4.479866735764179,5.339410206658515,51.580040682205905,21.093311537704245,2.292599640202254,,45.67563439241489,1.9807627688356388,44.350860335923656,,52.999359403205816,32.33518817823856,4.605631257708006,31.254851317226553,17.650366828989938,28.67298025647325
2012-09-03,,6.268888787674018,5.397257850207407,78.0153899050941,4.3661316423445085,5.397257850207407,51.19513370023746,21.23813231947949,2.132455858052296,11.989433198646125,44.54880738532813,1.9988643800304975,43.09651886463258,10.790359438567302,52.999359403205816,30.801846213786025,5.060948739107559,31.4335246708583,17.662303488356486,27.80608947024097
