Date,1st Source Corp,3i Group PLC,American Tower Corp,BlackRock Inc,Bridgemarq Real Estate Services,CVB Financial Corp,Daesung Private Equity Inc,Finbar Group Ltd,Gecina SA,Globe Life Inc,Guardian Capital Group Ltd,Landmark Bancorp Inc/Manhattan KS,Malayan Banking Bhd,MutualFirst Financial Inc,NBT Bancorp Inc,Societe Fonciere Lyonnaise SA,US Bancorp,US Global Investors Inc,Urstadt Biddle Properties Inc,Zurich Insurance Group AG
2005-01-01,0.06452599700283718,0.004178142964141971,0.0043426018976819095,0.14809922657690255,3.5600999999999996e-06,0.025477802634649414,0.005043514770503826,0.009532849265300056,0.01633868919708429,0.0005810775720639804,6.6371e-05,0.050445571779565074,0.08212400667795496,0.07333823856492944,0.022738247478348465,0.0084712131571845,0.007946347521431203,0.002886582613240724,1.725e-05,0.07529812050417335
2005-01-02,0.06452599700283718,0.004178142964141971,0.0043426018976819095,0.14809922657690255,3.5600999999999996e-06,0.025477802634649414,0.005043514770503826,0.009532849265300056,0.01633868919708429,0.0005810775720639804,6.6371e-05,0.050445571779565074,0.08212400667795496,0.07333823856492944,0.022738247478348465,0.0084712131571845,0.007946347521431203,0.002886582613240724,1.725e-05,0.07529812050417335
2005-01-03,0.0661995156266392,0.004178142964141971,0.004539418391784874,0.1527543616028659,3.5600999999999996e-06,0.025128319170104788,0.005079045177599496,0.009532849265300056,0.015844867105578687,0.0005999239808168955,6.6371e-05,0.051345977827067284,0.08465378835869082,0.07584902733299168,0.024826792947384112,0.008476713125595637,0.00826458760090849,0.002629819482073437,1.8336e-05,0.07248305921008606
2005-01-04,0.07726963211615562,0.003916591848751767,0.004727326880034417,0.15194908458563405,3.1428000000000002e-06,0.027238051763296016,0.005000777854135701,0.009668835539256989,0.01663849635935411,0.0006294045644837244,7.682899999999999e-05,0.05081458773627407,0.08461687130544156,0.07200371445776238,0.028232369787341217,0.008403498970181502,0.008390099334770284,0.002816346126325313,1.8535999999999997e-05,0.06990770106804754
2005-01-05,0.08101277754942877,0.004053602862205231,0.004838313160784838,0.15254029609500933,3.0698e-06,0.029789189200410803,0.004766942777109846,0.009736165837822578,0.016969279277004833,0.0006207824356119248,7.6618e-05,0.04542412647019693,0.08209515038116301,0.07273140617723706,0.03069125435925411,0.008486730458287826,0.008054302530748568,0.003475273880100732,2.0975999999999997e-05,0.07282298676097923
2005-01-06,0.08217197613536115,0.004152082886563782,0.0046744744425022125,0.1339564354082869,3.0803999999999998e-06,0.030035803804518535,0.004123420048436186,0.012163357508755458,0.01689313036935763,0.0006084238228828693,8.3766e-05,0.04547087687853994,0.08149985856266705,0.07283294298122317,0.03191532916329195,0.00820016750970176,0.008142810008184568,0.003319768376994538,1.9687000000000003e-05,0.07054272341849498
2005-01-07,0.08965246402448765,0.004095186623802424,0.0043395476734649305,0.13881033990927402,3.0926e-06,0.03208997298914669,0.004179109539832973,0.012068848865822822,0.015906323761661064,0.0006332306520882131,8.3492e-05,0.04520279410333021,0.07840960253477325,0.07515459440197593,0.03508657674620126,0.007922440017186028,0.008847810883395186,0.003447421560953709,2.1458000000000004e-05,0.07043426654197299
2005-01-08,0.08965246402448765,0.004095186623802424,0.0043395476734649305,0.13881033990927402,3.0926e-06,0.03208997298914669,0.004179109539832973,0.012068848865822822,0.015906323761661064,0.0006332306520882131,8.3492e-05,0.04520279410333021,0.07840960253477325,0.07515459440197593,0.03508657674620126,0.007922440017186028,0.008847810883395186,0.003447421560953709,2.1458000000000004e-05,0.07043426654197299
2005-01-09,0.08965246402448765,0.004095186623802424,0.0043395476734649305,0.13881033990927402,3.0926e-06,0.03208997298914669,0.004179109539832973,0.012068848865822822,0.015906323761661064,0.0006332306520882131,8.3492e-05,0.04520279410333021,0.07840960253477325,0.07515459440197593,0.03508657674620126,0.007922440017186028,0.008847810883395186,0.003447421560953709,2.1458000000000004e-05,0.07043426654197299
2005-01-10,0.09083574319648324,0.003985545713070863,0.003882717101222248,0.13313593424456693,3.4948999999999998e-06,0.030783710534551322,0.004040645091138249,0.012036288687834488,0.0158148886975605,0.0006302782300139449,8.078199999999999e-05,0.045435534645697384,0.07975196066902517,0.0761224635161141,0.03215350503362874,0.007907514358905722,0.00902179061818909,0.003746359738122425,2.1125e-05,0.06970819205701723
2005-01-11,0.08991505793844576,0.003974480956067043,0.003915629315662594,0.1331379693899204,3.1808e-06,0.03081662168591001,0.004211234499373317,0.010998590137814844,0.01537041018846066,0.0006726757940221023,8.098799999999999e-05,0.045163909273674765,0.0730333567077821,0.07525992425639551,0.035549537492751734,0.007434202239332452,0.00927076435790741,0.003945552647397271,2.1536e-05,0.07251078418462231
2005-01-12,0.09255692146308288,0.004107648046577775,0.004051022279627123,0.13071121406265618,3.2799e-06,0.030619223829655717,0.0043910400342056,0.012137967765008764,0.015008297745387153,0.0006918207986429424,8.024600000000002e-05,0.04518830735352137,0.07254166327888491,0.07315031284620184,0.033511256940304185,0.006704051458168713,0.008950436114504997,0.0040442037663492416,2.104e-05,0.07533303295087168
2005-01-13,0.1026693702826566,0.0042249015369290824,0.004151193183099277,0.13161683818035239,3.5170999999999997e-06,0.034193069417991634,0.0041308271950294675,0.011931752913117233,0.015175230046577387,0.0007500942078598203,8.0031e-05,0.04503409521193435,0.07167161226280545,0.07328396476665146,0.03669486768686201,0.006669435983957942,0.009282325459431385,0.004075659679139081,2.0688000000000003e-05,0.07462979997935396
2005-01-14,0.10135133840888534,0.0042189813866979195,0.0039319195458581676,0.12940089966112617,3.1774e-06,0.031276886670979026,0.004207785394144852,0.012417756487075332,0.014883275250448372,0.0007549402167098045,8.0657e-05,0.045217005391519335,0.07199160617487121,0.07358577213180995,0.03412516944436776,0.0064687310743725725,0.009145806854243661,0.004089333106787035,2.0407e-05,0.07258812034879741
2005-01-15,0.10135133840888534,0.0042189813866979195,0.0039319195458581676,0.12940089966112617,3.1774e-06,0.031276886670979026,0.004207785394144852,0.012417756487075332,0.014883275250448372,0.0007549402167098045,8.0657e-05,0.045217005391519335,0.07199160617487121,0.07358577213180995,0.03412516944436776,0.0064687310743725725,0.009145806854243661,0.004089333106787035,2.0407e-05,0.07258812034879741
2005-01-16,0.10135133840888534,0.0042189813866979195,0.0039319195458581676,0.12940089966112617,3.1774e-06,0.031276886670979026,0.004207785394144852,0.012417756487075332,0.014883275250448372,0.0007549402167098045,8.0657e-05,0.045217005391519335,0.07199160617487121,0.07358577213180995,0.03412516944436776,0.0064687310743725725,0.009145806854243661,0.004089333106787035,2.0407e-05,0.07258812034879741
2005-01-17,0.10135133840888534,0.004049543136538163,0.0039319195458581676,0.12940089966112617,3.6072e-06,0.031276886670979026,0.004018007224696401,0.011678872110874672,0.014770626854706063,0.0007549402167098045,8.224500000000001e-05,0.045217005391519335,0.06937267810056588,0.07358577213180995,0.03412516944436776,0.006513880198282933,0.009145806854243661,0.004089333106787035,2.0407e-05,0.06984915819022684
2005-01-18,0.0945435362367209,0.004053607353906977,0.003650781998736744,0.13046046268664913,3.0696000000000002e-06,0.03229240458058043,0.0038779653095057896,0.011781638525929205,0.014188964508756695,0.0006398518535108193,8.3815e-05,0.04263823198354786,0.06858013043912735,0.07347414232608979,0.03093040715317457,0.00651500552349274,0.008785810877159359,0.003579720720739363,1.8617999999999997e-05,0.07083373141905462
2005-01-19,0.09627335536755917,0.003967008024472026,0.0037131510904090644,0.1254493755840965,3.7089999999999996e-06,0.03457541368152224,0.0034625004742823416,0.0116371080149466,0.01433168490323012,0.0006209634187642707,8.8812e-05,0.04226120612330098,0.06755205677788192,0.06853396220414151,0.03215953777871015,0.006728019197868101,0.009382961400086846,0.0037097882334911347,1.8459e-05,0.06624514100397746
2005-01-20,0.0957661189252827,0.004048426466974007,0.003839650794944501,0.12509327384220126,3.1039999999999994e-06,0.04304457218995172,0.003122801066982874,0.012215879197487494,0.014415850524888309,0.0006266230261863302,8.7723e-05,0.04428440749976473,0.06905556841337336,0.07220371504815876,0.03685682863455223,0.006915068951179342,0.009664054803337067,0.002965479204136688,1.8594000000000002e-05,0.06634503336553683
2005-01-21,0.09939835107857117,0.00409876772697804,0.003931497156324224,0.12385837876035881,3.0478e-06,0.040201282269683974,0.0025386975947551487,0.011598222417157815,0.013977740103477182,0.0006745713817895417,8.7568e-05,0.04383101661354477,0.06905556841337336,0.07097307041967298,0.03555897352768485,0.006921912496017879,0.010121336424953681,0.0028048822486785563,1.8625e-05,0.06743853693109314
2005-01-22,0.09939835107857117,0.00409876772697804,0.003931497156324224,0.12385837876035881,3.0478e-06,0.040201282269683974,0.0025386975947551487,0.011598222417157815,0.013977740103477182,0.0006745713817895417,8.7568e-05,0.04383101661354477,0.06905556841337336,0.07097307041967298,0.03555897352768485,0.006921912496017879,0.010121336424953681,0.0028048822486785563,1.8625e-05,0.06743853693109314
2005-01-23,0.09939835107857117,0.00409876772697804,0.003931497156324224,0.12385837876035881,3.0478e-06,0.040201282269683974,0.0025386975947551487,0.011598222417157815,0.013977740103477182,0.0006745713817895417,8.7568e-05,0.04383101661354477,0.06905556841337336,0.07097307041967298,0.03555897352768485,0.006921912496017879,0.010121336424953681,0.0028048822486785563,1.8625e-05,0.06743853693109314
2005-01-24,0.10323498596913706,0.0040696843200134,0.004102145151086562,0.12383321530796491,3.1587999999999997e-06,0.04312501834436629,0.0020453239221893786,0.01158890576756077,0.014322862608771964,0.0007034665917617575,9.111200000000002e-05,0.046885483646747265,0.07316815870180872,0.07143256107652796,0.03844748893361338,0.006971517207944336,0.010042913853048063,0.0027005716133286927,2.003e-05,0.06994867358178032
2005-01-25,0.09690472679378775,0.004029638801352698,0.004287166260141716,0.12475601547391939,2.9771000000000003e-06,0.040911655843722985,0.0016749453192862393,0.011463346126856117,0.013654139038647949,0.0007144871409246349,9.2295e-05,0.046982957483937465,0.07076277724347702,0.07091148070159668,0.03719465617344278,0.00733709644478505,0.009743725951474056,0.002733152259394606,2.0008999999999998e-05,0.0670089888642797
2005-01-26,0.08909046819662986,0.0038580970787951852,0.004259154961524751,0.12352755895881982,2.9051e-06,0.04102682765745731,0.002032530231321844,0.011463346126856117,0.013356870558523597,0.000709730897213504,9.3027e-05,0.046788662880421744,0.07072721058854749,0.07082778831258818,0.03245773213955423,0.007313001794643581,0.009692759258537595,0.002920155594195452,1.8716e-05,0.06599408667696353
2005-01-27,0.09169782079105197,0.0036845567952684373,0.0041728308945066074,0.12405891276802777,2.5443e-06,0.04120179083411918,0.0021558869227399293,0.011358026129634581,0.013500046138961093,0.0007369489176934793,8.867e-05,0.04705280326038586,0.07304738995259631,0.06749911193365847,0.03592451279345552,0.006981425014461054,0.009589205316168385,0.0028594632004701067,2.0269000000000002e-05,0.06555799889650031
2005-01-28,0.09092243864405032,0.003405972599853093,0.004179942891440141,0.1254596369490998,2.4564999999999997e-06,0.04145252494621841,0.0024456965387411158,0.01135862202099683,0.013413665910068966,0.0007571805115506479,8.8604e-05,0.04730559147138255,0.07425753312469047,0.0709274702768187,0.03639861356602613,0.006866881744632519,0.010466981860510228,0.0030493818041421924,2.1089000000000004e-05,0.06621267259558603
2005-01-29,0.09092243864405032,0.003405972599853093,0.004179942891440141,0.1254596369490998,2.4564999999999997e-06,0.04145252494621841,0.0024456965387411158,0.01135862202099683,0.013413665910068966,0.0007571805115506479,8.8604e-05,0.04730559147138255,0.07425753312469047,0.0709274702768187,0.03639861356602613,0.006866881744632519,0.010466981860510228,0.0030493818041421924,2.1089000000000004e-05,0.06621267259558603
2005-01-30,0.09092243864405032,0.003405972599853093,0.004179942891440141,0.1254596369490998,2.4564999999999997e-06,0.04145252494621841,0.0024456965387411158,0.01135862202099683,0.013413665910068966,0.0007571805115506479,8.8604e-05,0.04730559147138255,0.07425753312469047,0.0709274702768187,0.03639861356602613,0.006866881744632519,0.010466981860510228,0.0030493818041421924,2.1089000000000004e-05,0.06621267259558603
2005-01-31,0.09671279130668774,0.0029627351436734943,0.003172547075654676,0.0007664306935402779,5.5898e-06,0.032739159733157865,0.0034981020888067305,0.00916565116418728,0.013656620469961592,0.0007906249176216674,5.8704e-05,0.04736519210993111,0.06862386309926544,0.06943903087905885,0.0380952276748687,0.0044174311234236865,0.008051931879869434,0.0028314635405909372,2.5140000000000003e-05,0.06591449876622422
2005-02-01,0.1010082196984125,0.00278286568657326,0.003152580681814791,0.0007652610317426968,5.7727e-06,0.033833870846336,0.0035261431691663604,0.00873892324662076,0.013202654436259276,0.0007866884406336133,5.9088999999999996e-05,0.04839178463971657,0.06862386309926544,0.07188019957933504,0.042335144515332414,0.0039492507735781005,0.0076965370168103255,0.0026321604031036617,2.6723e-05,0.06400143428289157
2005-02-02,0.10250199533217444,0.002775735314629601,0.003338309841794205,0.0007498854561530799,5.9775e-06,0.03348618002846031,0.003789728416784064,0.008934453051366108,0.013126393819591985,0.0007609994743717713,5.947699999999999e-05,0.04413874156900062,0.06876467153399908,0.07189405220854012,0.04125226975281009,0.004291684337535041,0.007433230644670762,0.0025538153905215553,2.5489000000000003e-05,0.06427523310027518
2005-02-03,0.10165479324411267,0.0026883544526354057,0.003442278631361536,0.0007162354567407586,5.986099999999999e-06,0.03268810807745024,0.00427719415810255,0.008524589710271997,0.013519245043301755,0.0007677126727049299,5.9326999999999996e-05,0.04405044286947831,0.06753724854119687,0.07325110370663228,0.04058335504686314,0.004183180846564609,0.007699234841426528,0.0025015968011899586,2.5559000000000004e-05,0.06474748516151986
2005-02-04,0.09491612813414153,0.002701103553448377,0.00333244182264247,0.0007013058667345262,6.3653e-06,0.029731398518873332,0.003848966710899143,0.009397535074446316,0.013578750153807917,0.000755127336239145,5.8043999999999995e-05,0.04463113014425028,0.07099557498512574,0.07423253538757192,0.037813475317077176,0.004356458144156375,0.007714714442333685,0.0025722216607767874,2.2833000000000003e-05,0.06427961622752768
2005-02-05,0.09491612813414153,0.002701103553448377,0.00333244182264247,0.0007013058667345262,6.3653e-06,0.029731398518873332,0.003848966710899143,0.009397535074446316,0.013578750153807917,0.000755127336239145,5.8043999999999995e-05,0.04463113014425028,0.07099557498512574,0.07423253538757192,0.037813475317077176,0.004356458144156375,0.007714714442333685,0.0025722216607767874,2.2833000000000003e-05,0.06427961622752768
2005-02-06,0.09491612813414153,0.002701103553448377,0.00333244182264247,0.0007013058667345262,6.3653e-06,0.029731398518873332,0.003848966710899143,0.009397535074446316,0.013578750153807917,0.000755127336239145,5.8043999999999995e-05,0.04463113014425028,0.07099557498512574,0.07423253538757192,0.037813475317077176,0.004356458144156375,0.007714714442333685,0.0025722216607767874,2.2833000000000003e-05,0.06427961622752768
2005-02-07,0.10050442383205091,0.002580428684464418,0.0034566239278891503,0.0006303954679520308,6.6146e-06,0.0313037042922494,0.0033880886156813254,0.008773907500027489,0.013061575081850933,0.0007439659596505275,5.9693999999999995e-05,0.04417177571400061,0.0687274438793693,0.07269101548018472,0.03694035955370501,0.004390219395201746,0.007199220333229078,0.002402572498393272,2.252e-05,0.06254354317467058
2005-02-08,0.1018690330364498,0.0025392362549729298,0.003182955918587541,0.0006125200052589408,6.128e-06,0.031445568628374526,0.0033880886156813254,0.009920754057916436,0.013103694492126072,0.0007459319496019062,5.601e-05,0.04282910005797018,0.06901789597549719,0.07178868606108063,0.03463558296173839,0.004248781258120213,0.007400782475774998,0.0022337718998088445,2.311e-05,0.060545385799459873
