Date,Askari Bank Ltd,Beh-Property Co Ltd,Beijing Homyear Capital Holdings Co Ltd,Beijing Zodi Investment Co Ltd,CBL & Associates Properties Inc,DongfengSci-Tech Group Co Ltd,Ecobank Transnational Inc,Ecsponent Ltd,FlexiGroup Ltd/Australia,Harbin Gong Da High-Tech Enterprise Development Co Ltd,Intu Properties PLC,Jahangir Siddiqui & Co Ltd,Jilin Cheng Cheng Group Co Ltd,Metro Land Corp Ltd,Resimac Group Ltd,Soneri Bank Ltd,Tianjin Songjiang Co Ltd,UACN Property Development Co PLC
2005-01-01,10.141543271341751,251.51705225544538,195.1187587188076,21.848782554889347,0.14835894924799414,437.4568376951792,,,,152.9068812734045,0.3141397316929999,30.845970908978416,352.165563673525,416.3816218920937,14.800195176057171,12.373680356873527,,9.725697381448617
2005-01-02,10.141543271341751,251.51705225544538,195.1187587188076,21.848782554889347,0.14835894924799414,437.4568376951792,,,,152.9068812734045,0.3141397316929999,30.845970908978416,352.165563673525,416.3816218920937,14.800195176057171,12.373680356873527,,9.725697381448617
2005-01-03,10.050276478246012,251.51705225544538,195.1187587188076,21.848782554889347,0.16346135619333196,437.4568376951792,,,,152.9068812734045,0.3141397316929999,30.48972530865849,352.165563673525,416.3816218920937,14.800195176057171,12.091125613946652,,9.725697381448617
2005-01-04,9.640909701870717,253.83487612444247,194.80860031209443,21.92836354130225,0.1905134843237959,438.5319156813126,,,,151.72503593612174,0.3275472923431917,27.306589887328702,357.14448858125905,416.8413449209308,14.397235133233035,11.550039920876346,,9.606918821816993
2005-01-05,9.598155339047784,248.7429162110289,188.20839791814456,21.875174808266927,0.2200885282240549,428.5976167040371,,,,147.29323422508318,0.3388468451420897,26.67490111531879,343.99011870700457,398.53726183036105,12.981730271775177,11.502453245422167,,9.327854593468391
2005-01-06,9.354473615943169,247.1641033039125,187.8815587587339,21.99814285315957,0.2090716677190667,421.4279272116835,,,,149.3698467216181,0.3378128410620059,26.867425045261943,336.84476235034475,396.2281437677107,12.99142471473261,10.243035395498936,,9.805724728017095
2005-01-07,9.473035025965288,243.47451089601017,189.07782753760026,21.979914189421557,0.20839341956173305,415.1092457450888,,,,149.17511477290978,0.3357952527544395,27.21586486668776,341.9812568565581,398.1131483485626,12.547214557762606,10.411151910696775,,9.801684389697881
2005-01-08,9.473035025965288,243.47451089601017,189.07782753760026,21.979914189421557,0.20839341956173305,415.1092457450888,,,,149.17511477290978,0.3357952527544395,27.21586486668776,341.9812568565581,398.1131483485626,12.547214557762606,10.411151910696775,,9.801684389697881
2005-01-09,9.473035025965288,243.47451089601017,189.07782753760026,21.979914189421557,0.20839341956173305,415.1092457450888,,,,149.17511477290978,0.3357952527544395,27.21586486668776,341.9812568565581,398.1131483485626,12.547214557762606,10.411151910696775,,9.801684389697881
2005-01-10,8.76715109566635,241.02989326496183,183.54247465524966,22.224655434186072,0.20876844347261175,412.49393579439203,,,,149.47728950983316,0.33861713657560244,26.588247306458847,338.0274303924349,387.94159598752543,12.89260356963933,9.385066103849306,,9.224483788548737
2005-01-11,7.817608407883807,238.44841046026104,182.5325956207416,21.941712458458614,0.2268549540751508,415.78987200870483,,,,149.1327290260998,0.3386099521637805,26.206730973127552,321.9737848554763,383.0065942312697,12.888556106777092,8.847305088033202,,9.313157441418873
2005-01-12,8.246175082282523,239.04379160927468,180.83930753295246,21.825047437998876,0.2552807181435918,416.2533363067283,,,,148.33057447335077,0.34843724852542785,26.960176573040414,313.4156249000452,385.8907362942152,13.009101016171124,9.315553683481252,,8.185460255761154
2005-01-13,9.388476448687909,236.8879929781685,178.77683854591285,22.192703430164748,0.2369262624111086,411.1686107785923,,,,148.27612109051873,0.35194891663246936,27.21694293191904,313.6363458124923,388.9279999950354,12.749699209625499,10.60583905400193,,8.185460255761154
2005-01-14,8.533572677909731,240.92180791424786,177.65366936337438,22.593334062624447,0.23053314996602484,416.76463907172297,,,,149.57293152909384,0.3227598981003923,27.361355442490826,323.7970616883033,387.76892149989715,12.998706152906824,9.696011518435089,,8.031059949298905
2005-01-15,8.533572677909731,240.92180791424786,177.65366936337438,22.593334062624447,0.23053314996602484,416.76463907172297,,,,149.57293152909384,0.3227598981003923,27.361355442490826,323.7970616883033,387.76892149989715,12.998706152906824,9.696011518435089,,8.031059949298905
2005-01-16,8.533572677909731,240.92180791424786,177.65366936337438,22.593334062624447,0.23053314996602484,416.76463907172297,,,,149.57293152909384,0.3227598981003923,27.361355442490826,323.7970616883033,387.76892149989715,12.998706152906824,9.696011518435089,,8.031059949298905
2005-01-17,8.254593379848876,246.53592806051253,176.56275872384552,23.097917886747123,0.23053314996602484,414.6549578304112,,,,153.65409682602163,0.3050771592681955,27.34668417824816,316.8532868371833,385.1777104035009,12.757142602610527,9.424565869743745,,8.199834464803747
2005-01-18,8.205530345697598,239.7117242524689,175.6574893585959,22.974247636690755,0.20354284250747787,455.79793922472464,,,,150.55060873566262,0.3084686192027252,27.321064372905603,308.49434448857835,377.8992399633455,12.822152204013848,9.107045246381931,,8.199834464803747
2005-01-19,7.794215171373586,237.6656554354812,177.11238051985194,22.946094757970535,0.19184540225523186,498.9274964119381,,,,151.49976412974559,0.3036965538535256,26.21126429544369,309.5962523742403,379.0518102770344,12.774448778050306,8.996837314350266,,10.018478351413394
2005-01-20,7.794215171373586,243.4750695175661,176.95235520371062,24.102627873082604,0.19580603422991424,545.6244514393388,,,,149.13188349004915,0.3079174934267923,26.21126429544369,308.1325923683892,378.7318172182915,12.778823874935894,8.996837314350266,,10.018478351413394
2005-01-21,7.794215171373586,238.0882727820946,177.24191822826594,23.591030715409346,0.20173977095853626,602.114305842477,,,,147.8150863996623,0.3073019213516052,26.21126429544369,299.8621442297936,385.17677356013235,12.757036676160876,8.996837314350266,,10.018478351413394
2005-01-22,7.794215171373586,238.0882727820946,177.24191822826594,23.591030715409346,0.20173977095853626,602.114305842477,,,,147.8150863996623,0.3073019213516052,26.21126429544369,299.8621442297936,385.17677356013235,12.757036676160876,8.996837314350266,,10.018478351413394
2005-01-23,7.794215171373586,238.0882727820946,177.24191822826594,23.591030715409346,0.20173977095853626,602.114305842477,,,,147.8150863996623,0.3073019213516052,26.21126429544369,299.8621442297936,385.17677356013235,12.757036676160876,8.996837314350266,,10.018478351413394
2005-01-24,7.648137398033272,229.16063468431298,174.79527152818855,23.117857682071214,0.208525827866526,605.0006641330601,,,,145.66097493539988,0.3038434125699316,27.211927473011297,303.9233528109368,378.1878493495129,13.22917534855714,9.319239885414742,,9.569102240783321
2005-01-25,7.3809959334485455,232.76995093986642,176.34956549961484,23.378246931788784,0.22782525683572266,566.0511841232027,,,,147.8546267060977,0.3074722613431809,20.97237693579393,308.08681329887526,379.41284795805086,13.166675891597786,9.278620912710926,,9.731836912979967
2005-01-26,7.713055693687108,230.63121294268916,176.73912778596195,23.552347396882208,0.2271371747883689,601.7271141653744,,,,151.84067749745716,0.3045841778864504,21.44835185881831,303.99215630039316,362.4041684165055,13.166675891597786,9.149200808509502,,9.683693399634931
2005-01-27,7.92446665575777,215.0152111674863,177.45807319070977,24.299002523115444,0.2489783040779403,582.8580021509948,,,,155.0385959928947,0.3048290924243948,22.145194799270975,322.91424624385536,369.23048401992384,13.059803488743501,9.792257400418755,,10.721037327630569
2005-01-28,8.428871107798411,221.66990643617729,179.30170286212655,24.825667006268887,0.2382046195626252,584.4316607781602,,,,154.17606541827058,0.3127155658702066,21.66988067430449,319.6092637688816,366.96994704915284,13.077389185705915,10.207304931400614,,9.581621712869444
2005-01-29,8.428871107798411,221.66990643617729,179.30170286212655,24.825667006268887,0.2382046195626252,584.4316607781602,,,,154.17606541827058,0.3127155658702066,21.66988067430449,319.6092637688816,366.96994704915284,13.077389185705915,10.207304931400614,,9.581621712869444
2005-01-30,8.428871107798411,221.66990643617729,179.30170286212655,24.825667006268887,0.2382046195626252,584.4316607781602,,,,154.17606541827058,0.3127155658702066,21.66988067430449,319.6092637688816,366.96994704915284,13.077389185705915,10.207304931400614,,9.581621712869444
2005-01-31,8.416257553829672,233.57431066898627,177.0985818960864,25.272258758504467,0.2896203789368514,613.4074959205316,,,,171.21703667566322,0.2781552302673284,22.191932894305022,330.3146331585248,384.45177674440765,12.753374896585484,10.356717690206134,,9.522210076156576
2005-02-01,7.234245324583948,227.57402686946708,174.47565162533363,24.200604462634576,0.28152838004334463,593.4988605642333,,,,168.32902326777932,0.2663254539290129,22.580981502414613,321.9855614648881,388.27725673179253,11.774026635391214,9.630997140004977,,9.363049613750569
2005-02-02,7.721171911025664,215.38871188377826,167.87983306024014,23.01841867999323,0.3013111325970427,571.2581677912657,,,,160.73116332363927,0.2602548854161253,22.290658336735998,302.57928132054013,361.99078997486953,11.659070310568163,9.810137128324014,,9.561494645089816
2005-02-03,7.06844798083334,209.28729564251927,166.68466289155717,23.20193667813189,0.261380987749906,573.1926596037503,,,,163.94843725925423,0.2561355144942611,22.502342627990483,305.98402356707544,358.47818146068187,11.65224812466042,9.666247878590482,,9.561494645089816
2005-02-04,7.022029836131879,207.59360934608097,166.3563469042626,22.407290772956248,0.23157469919168344,559.2034794073687,,,,163.30462752135168,0.25896251932444025,22.498968300592534,292.35803627262766,357.50560435720274,11.700616895343757,9.446556372107644,,8.952381311380437
2005-02-05,7.022029836131879,207.59360934608097,166.3563469042626,22.407290772956248,0.23157469919168344,559.2034794073687,,,,163.30462752135168,0.25896251932444025,22.498968300592534,292.35803627262766,357.50560435720274,11.700616895343757,9.446556372107644,,8.952381311380437
2005-02-06,7.022029836131879,207.59360934608097,166.3563469042626,22.407290772956248,0.23157469919168344,559.2034794073687,,,,163.30462752135168,0.25896251932444025,22.498968300592534,292.35803627262766,357.50560435720274,11.700616895343757,9.446556372107644,,8.952381311380437
2005-02-07,7.004469249483619,207.59360934608097,166.3563469042626,22.407290772956248,0.2392603696781055,559.2034794073687,,,,163.30462752135168,0.25162516194292384,23.264083795539413,292.35803627262766,357.50560435720274,11.659217896655438,9.170506382202,,9.316596285229801
2005-02-08,7.193877041882328,207.59360934608097,166.3563469042626,22.407290772956248,0.2334112087431909,559.2034794073687,,,,163.30462752135168,0.2433521801331767,21.926424852457643,292.35803627262766,357.50560435720274,11.683215840377345,8.743914920393,,9.631382361024066
2005-02-09,7.1798659540457175,207.59360934608097,166.3563469042626,22.407290772956248,0.2282840543105924,559.2034794073687,,,,163.30462752135168,0.2424025229635993,22.026872330343316,292.35803627262766,357.50560435720274,12.111782195287635,9.169645964360095,,9.009151612984212
2005-02-10,12.663343063240061,207.59360934608097,166.3563469042626,22.407290772956248,0.2211544220563848,559.2034794073687,,,,163.30462752135168,0.2441088308394961,22.387418781430405,292.35803627262766,357.50560435720274,12.124951456015305,9.003248019729346,,10.16450834594737
2005-02-11,12.20144550766782,207.59360934608097,166.3563469042626,22.407290772956248,0.21370714116731404,559.2034794073687,,,,163.30462752135168,0.2429939201169271,22.61600387432014,292.35803627262766,357.50560435720274,12.103256106244494,7.782575191807628,,10.16450834594737
2005-02-12,12.20144550766782,207.59360934608097,166.3563469042626,22.407290772956248,0.21370714116731404,559.2034794073687,,,,163.30462752135168,0.2429939201169271,22.61600387432014,292.35803627262766,357.50560435720274,12.103256106244494,7.782575191807628,,10.16450834594737
2005-02-13,12.20144550766782,207.59360934608097,166.3563469042626,22.407290772956248,0.21370714116731404,559.2034794073687,,,,163.30462752135168,0.2429939201169271,22.61600387432014,292.35803627262766,357.50560435720274,12.103256106244494,7.782575191807628,,10.16450834594737
2005-02-14,12.077408389446502,207.59360934608097,166.3563469042626,22.407290772956248,0.21487019419524775,559.2034794073687,,,,163.30462752135168,0.2355520341129503,22.59829229629272,292.35803627262766,357.50560435720274,12.18836478667408,7.043698579088588,,9.122167811782026
2005-02-15,11.850942765550265,207.59360934608097,166.3563469042626,22.407290772956248,0.2092848248090013,559.2034794073687,,,,163.30462752135168,0.23109580494135865,22.73022473926221,292.35803627262766,357.50560435720274,14.172108503041166,7.004660411356392,,8.561941475922326
2005-02-16,11.534429807749364,209.9667742964307,158.84830652854106,22.19708522749073,0.2022406132582517,564.8213903977024,,,,159.4064420577187,0.219366812738372,21.787476397591032,295.6909788895482,353.13812649360085,13.224058006283373,6.785054129801292,,9.034626768847648
