Date,AID Life Science Holdings Ltd,ALTA SA,AMP Ltd,AQ Estate PCL,Agat Ejendomme A/S,Akbank T.A.S.,Akita Bank Ltd/The,Al Mal Investment Co KSC,Al-Massaleh Real Estate Co KSC,Allahabad Bank,Alliance Data Systems Corp,Alpha Bank AE,Anadolu Hayat Emeklilik AS,Andhra Bank,Aplus Financial Co Ltd,Arlington Asset Investment Corp,Ashford Hospitality Trust Inc,Asia Orient Holdings Ltd,Asian Pac Holdings Bhd,Australia & New Zealand Banking Group Ltd
2016-07-26,0.6835524309382487,0.06428014718535918,0.1361418968048058,0.08086771550120453,0.1320119726344936,0.3171203585700848,0.26214782195746306,0.20416884894791124,0.2764643100932286,0.3373145158991282,0.05645771241995307,0.5979883999981521,0.30406249681723546,0.29880273804699004,0.16631501080246067,0.7368636029939789,0.12747894646946079,0.26918249360386387,0.07626641566253228,0.3019919311847593
2016-07-27,0.6794954780097403,0.06023540505560199,0.13758071337584643,0.08086771550120453,0.13058687203028393,0.29526350595554307,0.24492422890499144,0.18825271361546128,0.2764643100932286,0.34185427743509805,0.05632843617283141,0.5996905335896353,0.30201287558833,0.3012916838478519,0.16646171543416874,0.727673694970522,0.1345621542072743,0.270947037671669,0.07408847369910253,0.3036280426364994
2016-07-28,0.6973423053265283,0.056632817865937775,0.13536085407763293,0.08086771550120453,0.12806549007434062,0.30003997540355676,0.25491870084279394,0.19368722082205372,0.2764643100932286,0.33160946269647823,0.05556180384647624,0.6416358599064961,0.3038374177247027,0.293074621711395,0.16491066158853085,0.7084469831404929,0.12701645620950827,0.27118596645834,0.07627634277067973,0.2998014626150883
2016-07-29,0.6473655089523086,0.05968845555657243,0.13592600666728655,0.08086771550120453,0.12919411194831448,0.3018679970008097,0.22166929336277746,0.19368722082205372,0.2764643100932286,0.3430505866736226,0.05462736345348871,0.5616654962056526,0.32570594928865604,0.2986386999907553,0.14191309503665303,0.6991915307720917,0.12232057556604864,0.24568856641122733,0.07731994423198425,0.2995657309192626
2016-07-30,0.6473655089523086,0.05968845555657243,0.13592600666728655,0.08086771550120453,0.12919411194831448,0.3018679970008097,0.22166929336277746,0.19368722082205372,0.2764643100932286,0.3430505866736226,0.05462736345348871,0.5616654962056526,0.32570594928865604,0.2986386999907553,0.14191309503665303,0.6991915307720917,0.12232057556604864,0.24568856641122733,0.07731994423198425,0.2995657309192626
2016-07-31,0.6473655089523086,0.05968845555657243,0.13592600666728655,0.08086771550120453,0.12919411194831448,0.3018679970008097,0.22166929336277746,0.19368722082205372,0.2764643100932286,0.3430505866736226,0.05462736345348871,0.5616654962056526,0.32570594928865604,0.2986386999907553,0.14191309503665303,0.6991915307720917,0.12232057556604864,0.24568856641122733,0.07731994423198425,0.2995657309192626
2016-08-01,0.6535253739044614,0.050776875779193015,0.12808667250873357,0.08086771550120453,0.1272655972711194,0.29339958286727996,0.21648497833700753,0.19404853901051308,0.2764643100932286,0.3561953689596815,0.05706275530484242,0.5838043299978726,0.3235407033758996,0.30252566443769047,0.14308369016026778,0.6755417121643253,0.12520208010750275,0.24955330612518611,0.08624599836289608,0.3005466215252745
2016-08-02,0.6535253739044614,0.05803478564236914,0.13112571128291972,0.08086771550120453,0.13350099932378207,0.3130518117399627,0.22790171805393183,0.1981620195257716,0.2746634244399592,0.3584906563575339,0.06103682279645217,0.6579360696044901,0.3340574426323243,0.30438977294186864,0.14380325268177035,0.6779816192420581,0.1365139022149936,0.24955330612518611,0.0810337204864904,0.30365060387501175
2016-08-03,0.6811029156137296,0.05388287514622753,0.13858193674406696,0.08086771550120453,0.13056314951965883,0.32886942819469034,0.2526295949475138,0.20146271534300197,0.2746634244399592,0.36084174302351324,0.06158265686528669,0.5907158944827927,0.33761227556096507,0.30788429713970933,0.16384281562149897,0.665635414812,0.13521663738393164,0.2502352266857007,0.0743840634644646,0.3211469294764374
2016-08-04,0.6905013569597697,0.05321987531469623,0.13379782712278152,0.08086771550120453,0.1278842526413815,0.30206839004925373,0.2522703830941173,0.2047412527346093,0.2746634244399592,0.33823722805596496,0.06413852829821197,0.549595432942424,0.3325141300709942,0.2967874641082819,0.1583605697773895,0.6535562687983297,0.13201033938485893,0.25033726847093674,0.08067717404783759,0.3250728386011796
