Date,AID Life Science Holdings Ltd,ALTA SA,AMP Ltd,AQ Estate PCL,Agat Ejendomme A/S,Akita Bank Ltd/The,Al Mal Investment Co KSC,Al-Massaleh Real Estate Co KSC,Allahabad Bank,Anadolu Hayat Emeklilik AS,Andhra Bank,Asia Orient Holdings Ltd,Asian Pac Holdings Bhd,Australia & New Zealand Banking Group Ltd
2005-01-11,0.09386813861279547,0.1287958074797848,0.6475033466966579,0.44887416508370925,0.33796148957945854,0.09560889781048826,0.02038050555583214,0.07296917207379042,0.3706357211305981,0.2547954372527697,0.3869137857813377,0.2504790610909211,0.5128285710262538,0.1357151987030371
2005-01-12,0.09415069586446875,0.12971055846575802,0.6433232338405861,0.44296604279533647,0.32715080854078343,0.0987393089786626,0.019577557240676252,0.07449314071720611,0.43860412676340077,0.24614774943424464,0.44662324724664537,0.2515432405646635,0.4933677588181613,0.135660394892632
2005-01-13,0.09506646042427748,0.12825505553701733,0.6281207343747565,0.45586340032573847,0.31068164749611304,0.09648230799864164,0.019577557240676252,0.07449314071720611,0.3608590799635376,0.237228527362034,0.35326907926203804,0.25299660956115894,0.5032281346095694,0.13853049058759795
2005-01-14,0.09520524186288108,0.13312047444143515,0.633980223819274,0.44468296432123955,0.30650740666621623,0.09552656640996376,0.019577557240676252,0.07449314071720611,0.3826080893132696,0.22024268981329864,0.37427224166659456,0.2653190800619243,0.48960337501167184,0.1406127716317884
2005-01-15,0.09520524186288108,0.13312047444143515,0.633980223819274,0.44468296432123955,0.30650740666621623,0.09552656640996376,0.019577557240676252,0.07449314071720611,0.3826080893132696,0.22024268981329864,0.37427224166659456,0.2653190800619243,0.48960337501167184,0.1406127716317884
2005-01-16,0.09520524186288108,0.13312047444143515,0.633980223819274,0.44468296432123955,0.30650740666621623,0.09552656640996376,0.019577557240676252,0.07449314071720611,0.3826080893132696,0.22024268981329864,0.37427224166659456,0.2653190800619243,0.48960337501167184,0.1406127716317884
2005-01-17,0.11224670498689995,0.13407934005093156,0.6117431790865788,0.4392738992877382,0.2688976285174149,0.09366760363359714,0.018389564977102715,0.07050822055027489,0.3761434121477772,0.20662712484907642,0.3572131108326233,0.2567888254890419,0.4957186159478815,0.13899934528692295
2005-01-18,0.11753853499966034,0.13642921388450704,0.5945201431871584,0.43237066202988367,0.2548590816060841,0.09594283279536839,0.018228719278449268,0.06918853304069038,0.37109525570526,0.20140908339899513,0.3608855301544163,0.24550993859288298,0.5154480059449429,0.14288456886258286
2005-01-19,0.17973676275124334,0.16680806622789945,0.5703367826995558,0.34089882301339197,0.2474362057147767,0.09455056397382425,0.018228719278449268,0.06918853304069038,0.3714857783934927,0.1919755872174907,0.38273227663618287,0.2459942663991568,0.4703339384448285,0.14088708140170142
2005-01-20,0.109350241100024,0.16949654900694638,0.5881897341387118,0.34838987832912244,0.2199970821453972,0.09584476562271715,0.018228719278449268,0.06918853304069038,0.38941639936228134,0.1919755872174907,0.40017432902803357,0.2551002981292426,0.45856062130022324,0.1434505508639892
2005-01-21,0.09157941677511022,0.1686596674096262,0.592063582284825,0.3551078758515831,0.214265414180947,0.09477431332074022,0.018228719278449268,0.06918853304069038,0.38941639936228134,0.1919755872174907,0.40017432902803357,0.2632924957520976,0.45856062130022324,0.14264608791806155
2005-01-22,0.09157941677511022,0.1686596674096262,0.592063582284825,0.3551078758515831,0.214265414180947,0.09477431332074022,0.018228719278449268,0.06918853304069038,0.38941639936228134,0.1919755872174907,0.40017432902803357,0.2632924957520976,0.45856062130022324,0.14264608791806155
2005-01-23,0.09157941677511022,0.1686596674096262,0.592063582284825,0.3551078758515831,0.214265414180947,0.09477431332074022,0.018228719278449268,0.06918853304069038,0.38941639936228134,0.1919755872174907,0.40017432902803357,0.2632924957520976,0.45856062130022324,0.14264608791806155
2005-01-24,0.09275846174388183,0.17765927293587425,0.5699626732437507,0.3360258976787033,0.23666492114145318,0.0940464589738333,0.017498068578803486,0.06893017696061352,0.409800986527345,0.2037154517236639,0.4287868325389907,0.27344690233682906,0.4816526298543328,0.14297794591607332
2005-01-25,0.09515234088947758,0.1510981255086696,0.5782170488463936,0.3415843412211332,0.2535470776227175,0.09674783173390765,0.01766805837223187,0.06850886067590911,0.40237350985243653,0.21189409142823148,0.3757754072038523,0.27527470593997394,0.4978327361544328,0.14209632456134932
2005-01-26,0.1084204601477885,0.1498952215388335,0.5782170488463936,0.36334884703201814,0.25049000040856184,0.09795311755335633,0.01705729654257049,0.06536194133192455,0.40237350985243653,0.21687579991989595,0.3757754072038523,0.260935472571926,0.4993434749596609,0.14209632456134932
2005-01-27,0.11114922806803909,0.1468819907781987,0.5741996594610392,0.369384114745043,0.27383570937982765,0.09567562696714368,0.01705729654257049,0.06536194133192455,0.39849446346817596,0.213757340579536,0.3622356342794977,0.2487390119223945,0.4828057185098362,0.1332070282897512
2005-01-28,0.13824001498622152,0.1457993283783733,0.5660175368899117,0.35611565874440737,0.2641038839472329,0.09357707333187487,0.01705729654257049,0.06536194133192455,0.3686259042351419,0.21390034460487065,0.3314085650755467,0.24580356761087857,0.5324980057083265,0.13546627506408185
2005-01-29,0.13824001498622152,0.1457993283783733,0.5660175368899117,0.35611565874440737,0.2641038839472329,0.09357707333187487,0.01705729654257049,0.06536194133192455,0.3686259042351419,0.21390034460487065,0.3314085650755467,0.24580356761087857,0.5324980057083265,0.13546627506408185
2005-01-30,0.13824001498622152,0.1457993283783733,0.5660175368899117,0.35611565874440737,0.2641038839472329,0.09357707333187487,0.01705729654257049,0.06536194133192455,0.3686259042351419,0.21390034460487065,0.3314085650755467,0.24580356761087857,0.5324980057083265,0.13546627506408185
2005-01-31,0.1582622031569748,0.16529623073222727,0.5427317949389119,0.3258529846048573,0.2637105539751808,0.10215439976581027,0.015023600692388393,0.062126490717294904,0.3255009525949383,0.20934074444020076,0.2966989963299696,0.2492099432359443,0.5139539932462418,0.13005618552859086
2005-02-01,0.13183880660123956,0.15969308216871536,0.5314816533615422,0.3134630623628309,0.25994098836119267,0.09883520501259602,0.014536420602638676,0.0617846655136402,0.33097557723314297,0.1947649628104694,0.30323658156197963,0.2680390747682401,0.5139539932462418,0.1308693447577504
2005-02-02,0.1732490235941054,0.15147719226305234,0.5009550617936693,0.30510191243748125,0.24589315961046018,0.09640542776594428,0.015321219230483123,0.061458357683663305,0.3496412333972873,0.20155714969619784,0.3147531969200106,0.2667210069241029,0.5142745337154697,0.12829027774983046
2005-02-03,0.15593374028566895,0.14992022164251953,0.5134823305158703,0.3038151620482473,0.2514222630432683,0.09923820007188525,0.015321219230483123,0.061458357683663305,0.3222051720241932,0.20634445131798626,0.2807484407418911,0.26879521557876696,0.5320762623841285,0.12987597428245246
2005-02-04,0.1745905517346648,0.14866551097234185,0.5158569304179603,0.3089559821143526,0.22171707225404233,0.09746450528428867,0.015321219230483123,0.061458357683663305,0.3387118862597606,0.20976991429286934,0.29083952160880644,0.25947418044997694,0.5339917725091519,0.12650118220762954
2005-02-05,0.1745905517346648,0.14866551097234185,0.5158569304179603,0.3089559821143526,0.22171707225404233,0.09746450528428867,0.015321219230483123,0.061458357683663305,0.3387118862597606,0.20976991429286934,0.29083952160880644,0.25947418044997694,0.5339917725091519,0.12650118220762954
2005-02-06,0.1745905517346648,0.14866551097234185,0.5158569304179603,0.3089559821143526,0.22171707225404233,0.09746450528428867,0.015321219230483123,0.061458357683663305,0.3387118862597606,0.20976991429286934,0.29083952160880644,0.25947418044997694,0.5339917725091519,0.12650118220762954
2005-02-07,0.17102076575660152,0.1521656952505356,0.5096769185084484,0.3053859331489657,0.22221915270701006,0.09187037133673369,0.015866359965722127,0.0598896197406321,0.33968064477483106,0.19400983566761962,0.2990116539134921,0.24588313471469214,0.5251566114089329,0.12774572237522722
2005-02-08,0.15920951700359665,0.1490999764572535,0.5390936728582332,0.31372098535461385,0.2303391056132248,0.09578820466066473,0.015493808001403563,0.06061407865029137,0.33965132000989884,0.2021637025325178,0.30350378146133,0.2444431257898257,0.5265947276269971,0.13102757160706038
2005-02-09,0.15920951700359665,0.15244052642925573,0.5580422734192028,0.2780112623232245,0.2290677253054259,0.09785121543989188,0.015646311822772315,0.06132067762050293,0.34103586926006213,0.21802769779409734,0.3004030929540017,0.2444431257898257,0.5265947276269971,0.12980066906165524
2005-02-10,0.15920951700359665,0.15076476830498564,0.5464186229292981,0.28961578918165687,0.2313707044949781,0.09712065993267037,0.015646311822772315,0.06132067762050293,0.33901283107490626,0.2255399812537735,0.2916402441775181,0.2444431257898257,0.5265947276269971,0.11519319004255885
2005-02-11,0.15920951700359665,0.15563811463539268,0.5418575377894507,0.29151090263239987,0.23001716345389212,0.09712065993267037,0.015646311822772315,0.06132067762050293,0.3439045532170647,0.21581945490204388,0.28928457558347337,0.2444431257898257,0.5265947276269971,0.11738335485416504
2005-02-12,0.15920951700359665,0.15563811463539268,0.5418575377894507,0.29151090263239987,0.23001716345389212,0.09712065993267037,0.015646311822772315,0.06132067762050293,0.3439045532170647,0.21581945490204388,0.28928457558347337,0.2444431257898257,0.5265947276269971,0.11738335485416504
2005-02-13,0.15920951700359665,0.15563811463539268,0.5418575377894507,0.29151090263239987,0.23001716345389212,0.09712065993267037,0.015646311822772315,0.06132067762050293,0.3439045532170647,0.21581945490204388,0.28928457558347337,0.2444431257898257,0.5265947276269971,0.11738335485416504
2005-02-14,0.11977624379791825,0.15179211911546936,0.5525233940645679,0.3225336406931455,0.239453718975134,0.09581432090287798,0.016759249974384584,0.06267462903928363,0.35265532945520184,0.2301199519493819,0.29101184684022224,0.24104162864658502,0.492583134365069,0.12604971283712632
2005-02-15,0.1154007434066517,0.15035217575501325,0.5672282694166116,0.3704938482842292,0.23403784207169992,0.09603556349230782,0.016224999703045532,0.06250248932304082,0.36834317947655953,0.22981710611955708,0.30174502093907424,0.239956917225829,0.5132449467301319,0.1270353479588367
2005-02-16,0.11149497296289955,0.15091691712298574,0.5672424465483342,0.35693286737238716,0.23927991292247341,0.09548948026953508,0.016523052677046277,0.06430425334064384,0.3711683317795705,0.24060337192344886,0.30828272433534665,0.23104518031460144,0.5096084685845043,0.1217346376684266
2005-02-17,0.09748843131865444,0.15194071287428504,0.683930609644134,0.37026968932751814,0.23571694331426593,0.0963986592911086,0.01652491768080442,0.06434535803615565,0.3752034717337085,0.24066013759477678,0.3208587682868164,0.23393228476647837,0.5286493674337318,0.12441486547244089
2005-02-18,0.08903891132750694,0.15177017347267222,0.7054858260697816,0.3718143375515408,0.2373813585601428,0.09560471494644947,0.01652491768080442,0.06434535803615565,0.3740677041372693,0.2434128708055109,0.31390640838947365,0.23793537628981531,0.5199388172536229,0.12468250664455034
2005-02-19,0.08903891132750694,0.15177017347267222,0.7054858260697816,0.3718143375515408,0.2373813585601428,0.09560471494644947,0.01652491768080442,0.06434535803615565,0.3740677041372693,0.2434128708055109,0.31390640838947365,0.23793537628981531,0.5199388172536229,0.12468250664455034
2005-02-20,0.08903891132750694,0.15177017347267222,0.7054858260697816,0.3718143375515408,0.2373813585601428,0.09560471494644947,0.01652491768080442,0.06434535803615565,0.3740677041372693,0.2434128708055109,0.31390640838947365,0.23793537628981531,0.5199388172536229,0.12468250664455034
2005-02-21,0.08246356089402154,0.1502847403262383,0.7264172882777874,0.3695384826372484,0.2388195391111436,0.0970671582105743,0.018460415836569134,0.06574481977150332,0.39623528012164355,0.2400421892512219,0.32612018298191503,0.23367328852226485,0.5277648130948965,0.12892088234989812
2005-02-22,0.08272548406900816,0.14989127869201113,0.736586100749069,0.3579840611475182,0.23967438480527728,0.09656928844543612,0.018588164187259264,0.06784069736815537,0.36846026816640454,0.2405296990876669,0.2920754409829209,0.2372772888588657,0.5180247651253982,0.12008431008396285
2005-02-23,0.0870067425467434,0.14911407762081433,0.779916184358953,0.3579840611475182,0.24464225400225853,0.09817632392092714,0.018859896875000663,0.07234672625424604,0.33801344378321607,0.2402547910788873,0.2605649567504665,0.2447906320783237,0.5132490036781667,0.128357845097662
2005-02-24,0.08717668823311456,0.1565235102610067,0.7784180749914331,0.35995088972088934,0.2423019460929227,0.09255631168305341,0.018859896875000663,0.07234672625424604,0.345970411566759,0.23632810651465697,0.27939958941765514,0.23673178565624378,0.5198802344580146,0.13291662135181792
2005-02-25,0.08928976460673496,0.15435061174314776,0.7717618589997948,0.3664635512742147,0.24321631226609483,0.09066321782429716,0.018859896875000663,0.07234672625424604,0.3413187038167671,0.22924534971486557,0.27074685336301274,0.240115962465776,0.47605669007975027,0.12930845043973546
2005-02-26,0.08928976460673496,0.15435061174314776,0.7717618589997948,0.3664635512742147,0.24321631226609483,0.09066321782429716,0.018859896875000663,0.07234672625424604,0.3413187038167671,0.22924534971486557,0.27074685336301274,0.240115962465776,0.47605669007975027,0.12930845043973546
2005-02-27,0.08928976460673496,0.15435061174314776,0.7717618589997948,0.3664635512742147,0.24321631226609483,0.09066321782429716,0.018859896875000663,0.07234672625424604,0.3413187038167671,0.22924534971486557,0.27074685336301274,0.240115962465776,0.47605669007975027,0.12930845043973546
2005-02-28,0.07734004649483117,0.17247518561799946,0.820784764237432,0.41242155751107895,0.2593743743213036,0.08033668465349555,0.01658708326445661,0.07008575583743237,0.31020111422670016,0.220918927293733,0.23930189714012645,0.22991106389111407,0.47522418355726953,0.13490410143515544
2005-03-01,0.07539717946240836,0.17694816621557105,0.8403777526808004,0.40075571743374594,0.2578528931804175,0.07697577705696024,0.016163240954670116,0.0716785192500426,0.32116800495273706,0.2310512805290493,0.23687650791502793,0.2370382960425309,0.491632714162396,0.13752030859472258
2005-03-02,0.07319895618674992,0.18124726408798456,0.8548837454944238,0.4920627569354105,0.257725763344704,0.07537128336361118,0.01651998894185351,0.07254165312159518,0.2984994133264218,0.24167260884948372,0.21721960067960663,0.24799736635777947,0.5335882347289155,0.13902424612070766
2005-03-03,0.07102241821906634,0.18084615831995748,0.8343590340438829,0.4708790233878485,0.259662512190163,0.07487788895981,0.01651998894185351,0.07254165312159518,0.28528399145158184,0.23598252839838532,0.20455533353023006,0.2591337572945182,0.5187304457769654,0.13404207374065893
2005-03-04,0.07191154585492082,0.17858518695851275,0.8395251340572628,0.47341661074864155,0.2650442587887317,0.07787476722986153,0.01651998894185351,0.07254165312159518,0.2851915215277954,0.23013404844704655,0.20599170391017993,0.29128865921528246,0.5155565424628386,0.13102080297687946
2005-03-05,0.07191154585492082,0.17858518695851275,0.8395251340572628,0.47341661074864155,0.2650442587887317,0.07787476722986153,0.01651998894185351,0.07254165312159518,0.2851915215277954,0.23013404844704655,0.20599170391017993,0.29128865921528246,0.5155565424628386,0.13102080297687946
2005-03-06,0.07191154585492082,0.17858518695851275,0.8395251340572628,0.47341661074864155,0.2650442587887317,0.07787476722986153,0.01651998894185351,0.07254165312159518,0.2851915215277954,0.23013404844704655,0.20599170391017993,0.29128865921528246,0.5155565424628386,0.13102080297687946
2005-03-07,0.06744867592520407,0.1783294637959344,0.8164055629046575,0.5602302207274097,0.26702626650548683,0.07364677507548026,0.016931179766394137,0.07201600704873497,0.252168732972302,0.22837886357428872,0.17961951824422173,0.28697632667415984,0.5224422440621005,0.13088769152042834
2005-03-08,0.07374201199476663,0.17981148174666878,0.8100599264490252,0.5590749642726379,0.2758588614385961,0.07316491578454008,0.016509777508810747,0.07211864828845425,0.23568532348590224,0.24775261520486672,0.14952853859291615,0.2820899019221442,0.5119757121537841,0.13106087769920846
2005-03-09,0.07038795874972884,0.18633999392262077,0.8051441508741145,0.5808934408918878,0.2817699364030373,0.07007196538532227,0.016844601692688962,0.07188145993292201,0.21514109557960245,0.2556444479639759,0.1572098137860262,0.28267449476332906,0.5248001071844546,0.13043291036746574
2005-03-10,0.07469472970511878,0.1876025640116045,0.8066179691946305,0.6002367874374608,0.2868205002933139,0.06854836755770244,0.016844601692688962,0.07188145993292201,0.18300942239343632,0.2741038027532509,0.15348538151744384,0.29095258469110213,0.5264627678100786,0.13518997845500272
2005-03-11,0.06443483668242442,0.1690592746444226,0.8202342076175969,0.6127730881388304,0.28583151071890756,0.06424889439591043,0.016844601692688962,0.07188145993292201,0.17923396241443698,0.2553125698627067,0.15351369603876455,0.28592452692777287,0.5258612589009889,0.13796852875172072
2005-03-12,0.06443483668242442,0.1690592746444226,0.8202342076175969,0.6127730881388304,0.28583151071890756,0.06424889439591043,0.016844601692688962,0.07188145993292201,0.17923396241443698,0.2553125698627067,0.15351369603876455,0.28592452692777287,0.5258612589009889,0.13796852875172072
2005-03-13,0.06443483668242442,0.1690592746444226,0.8202342076175969,0.6127730881388304,0.28583151071890756,0.06424889439591043,0.016844601692688962,0.07188145993292201,0.17923396241443698,0.2553125698627067,0.15351369603876455,0.28592452692777287,0.5258612589009889,0.13796852875172072
2005-03-14,0.043342972846997646,0.17547992785724323,0.8217669004984282,0.6382106477680998,0.29088458949920165,0.06347248573907875,0.01566881400664086,0.0699503687478617,0.18571821262382623,0.2797570682195789,0.15834836391449206,0.2912592956100262,0.5015962862280682,0.1370887821470407
2005-03-15,0.051476077397966315,0.1773304467254347,0.8248339096562021,0.6447548224793964,0.28669171014210376,0.06420914769129035,0.01722131638644471,0.07192135195874791,0.1928984896020318,0.2919966118282296,0.1519365895092378,0.2969647802176889,0.5218316220308313,0.13317657797869967
2005-03-16,0.05646821654630977,0.18355029125167835,0.8172440483518237,0.6132608963119707,0.29180971651075643,0.05956539934009747,0.016215739964800423,0.07003331962248206,0.19242022899420763,0.32109738658276327,0.14863623603169018,0.2960781564265578,0.5271808197929019,0.13136656134049715
2005-03-17,0.07041333680026066,0.18542337203547932,0.8086984172834454,0.610616661927806,0.2928963120876839,0.06018082781354035,0.016215739964800423,0.07003331962248206,0.2110766505538196,0.36099858008431146,0.14858261981732054,0.3036266643780522,0.5088439903968422,0.1328967415750478
2005-03-18,0.06265174103307644,0.18055934840413554,0.7931482906858853,0.5817521921803749,0.29002380140732653,0.059658793114810746,0.016215739964800423,0.07003331962248206,0.2149102820873168,0.2963693985647653,0.1505543715634542,0.30373758288395986,0.5559958888319236,0.13677209051515032
2005-03-19,0.06265174103307644,0.18055934840413554,0.7931482906858853,0.5817521921803749,0.29002380140732653,0.059658793114810746,0.016215739964800423,0.07003331962248206,0.2149102820873168,0.2963693985647653,0.1505543715634542,0.30373758288395986,0.5559958888319236,0.13677209051515032
2005-03-20,0.06265174103307644,0.18055934840413554,0.7931482906858853,0.5817521921803749,0.29002380140732653,0.059658793114810746,0.016215739964800423,0.07003331962248206,0.2149102820873168,0.2963693985647653,0.1505543715634542,0.30373758288395986,0.5559958888319236,0.13677209051515032
2005-03-21,0.09999343361276568,0.22114476831076021,0.7819235192877388,0.5878987648144848,0.29265784540959155,0.059658793114810746,0.014249346984145735,0.06453914748458237,0.18480440214496346,0.3342808883550264,0.15281601574585288,0.313564548561226,0.5267134542867346,0.13962786891981238
2005-03-22,0.10797495746306385,0.2180617832958344,0.7985410214903051,0.6088374114154618,0.28367439444182674,0.05723384671827358,0.014913757721783067,0.06916190360584883,0.19817369685782132,0.29871721137421253,0.1773219153202591,0.32157619793637193,0.5555683437118382,0.14283115869076787
2005-03-23,0.10494851412955147,0.2413873567210209,0.8408260145473831,0.6275737258305193,0.28051192616489573,0.06061485993778298,0.01486747786590021,0.06595799520294127,0.2204568666095612,0.34932548934059504,0.2034297988237344,0.33043823024591107,0.5554338515216051,0.15146204075986225
2005-03-24,0.10532066542770244,0.24173454538630762,0.8806923392500745,0.646427502434093,0.28051192616489573,0.059873371547054736,0.01486747786590021,0.06595799520294127,0.2295986640453569,0.3311038938282374,0.20813856714427226,0.3195645581602551,0.5555525656767721,0.152246586131339
2005-03-25,0.10532066542770244,0.24173454538630762,0.8806923392500745,0.6129079410667919,0.28051192616489573,0.05986098850838343,0.01486747786590021,0.06595799520294127,0.2295986640453569,0.3215420547388895,0.20813856714427226,0.3195645581602551,0.5716331924000598,0.152246586131339
2005-03-26,0.10532066542770244,0.24173454538630762,0.8806923392500745,0.6129079410667919,0.28051192616489573,0.05986098850838343,0.01486747786590021,0.06595799520294127,0.2295986640453569,0.3215420547388895,0.20813856714427226,0.3195645581602551,0.5716331924000598,0.152246586131339
2005-03-27,0.10532066542770244,0.24173454538630762,0.8806923392500745,0.6129079410667919,0.28051192616489573,0.05986098850838343,0.01486747786590021,0.06595799520294127,0.2295986640453569,0.3215420547388895,0.20813856714427226,0.3195645581602551,0.5716331924000598,0.152246586131339
2005-03-28,0.10532066542770244,0.24173454538630762,0.8806923392500745,0.6372512661559248,0.28051192616489573,0.05985123935099512,0.011321264101679987,0.05758766585007495,0.2388433520861818,0.3709588088388171,0.20222971739265033,0.3195645581602551,0.5773993788803501,0.152246586131339
2005-03-29,0.1061479142368114,0.2419251495883184,0.9073829323754845,0.6626355927895939,0.2749675792363248,0.06097512720664632,0.01083238315305659,0.05665078493988,0.2647767909765309,0.39180324366803954,0.22766163861007577,0.31856792563105435,0.5939174305795959,0.15849565384027545
2005-03-30,0.11682828280288306,0.24046921418443948,0.8839953329567267,0.6505500170866654,0.26320905101618275,0.0656483837784349,0.008076461962548454,0.034687983707052526,0.25733245823028855,0.33679705379028235,0.21910979808530237,0.33324884433446383,0.597715724037353,0.15674165410563734
2005-03-31,0.22486206534132683,0.21316904544875087,0.5779452313118909,0.6087658245333446,0.25817864900691345,0.06559347596592834,0.008076461962548454,0.034687983707052526,0.24667046155457423,0.3159521158694816,0.21907628552745018,0.32341310508072907,0.598812029845301,0.14784310189069663
2005-04-01,0.20116022983824397,0.21520750830173224,0.5773476172294915,0.5846669322907792,0.263060708658358,0.06624003510791412,0.008076461962548454,0.034687983707052526,0.22467508651618184,0.32454296704364444,0.20549897236929468,0.32303566673665685,0.5969946242649845,0.14602361326518204
2005-04-02,0.20116022983824397,0.21520750830173224,0.5773476172294915,0.5846669322907792,0.263060708658358,0.06624003510791412,0.008076461962548454,0.034687983707052526,0.22467508651618184,0.32454296704364444,0.20549897236929468,0.32303566673665685,0.5969946242649845,0.14602361326518204
2005-04-03,0.20116022983824397,0.21520750830173224,0.5773476172294915,0.5846669322907792,0.263060708658358,0.06624003510791412,0.008076461962548454,0.034687983707052526,0.22467508651618184,0.32454296704364444,0.20549897236929468,0.32303566673665685,0.5969946242649845,0.14602361326518204
2005-04-04,0.19808333364320396,0.28063305824801665,0.6251693020969182,0.6284553827111667,0.27160647226825474,0.0686264001903897,0.016557841681996217,0.03667489382413855,0.23086446921798373,0.35241723217215926,0.20672698694373395,0.32237125137908285,0.6302352931864178,0.15022221756286394
2005-04-05,0.19808333364320396,0.23207650066813135,0.6226056173861838,0.6425385332720261,0.2644258634913509,0.07771933145087795,0.015239229341020424,0.03555760984486944,0.262884035506373,0.3735497438311587,0.2189123527861085,0.32237125137908285,0.6095118039970493,0.14914088732945405
2005-04-06,0.17919868967017036,0.23065607014059838,0.616968596842081,0.6425385332720261,0.2562234118301676,0.07858647956744917,0.015008029253689761,0.03657035236288526,0.2693129771207946,0.362693968471517,0.2175334276628545,0.3171211481990025,0.584327625917416,0.14644217524255293
2005-04-07,0.1895518563365688,0.23015668173414713,0.6150891004734307,0.6619680762538571,0.25578209488081627,0.07915584577267376,0.015008029253689761,0.03657035236288526,0.26920120449252194,0.37399246506651324,0.21636683718231425,0.3219320480824075,0.6081033362524617,0.14461504296769948
2005-04-08,0.18784760344246584,0.23015668173414713,0.6113567302529431,0.6764284679063104,0.2583183923369722,0.07602988183089703,0.015008029253689761,0.03657035236288526,0.2667028091714086,0.3843712819436142,0.2256500484661693,0.3116518943859545,0.6091935814443485,0.1426408901665847
2005-04-09,0.18784760344246584,0.23015668173414713,0.6113567302529431,0.6764284679063104,0.2583183923369722,0.07602988183089703,0.015008029253689761,0.03657035236288526,0.2667028091714086,0.3843712819436142,0.2256500484661693,0.3116518943859545,0.6091935814443485,0.1426408901665847
2005-04-10,0.18784760344246584,0.23015668173414713,0.6113567302529431,0.6764284679063104,0.2583183923369722,0.07602988183089703,0.015008029253689761,0.03657035236288526,0.2667028091714086,0.3843712819436142,0.2256500484661693,0.3116518943859545,0.6091935814443485,0.1426408901665847
2005-04-11,0.17734334454058273,0.22816347579059826,0.6291481938789374,0.635278888557254,0.26275050140547773,0.07441850561932796,0.015620584997549284,0.035574909373643264,0.2756902957751077,0.41124658639241324,0.2343475969124744,0.3046667170550867,0.5930458662871054,0.14501342768919753
2005-04-12,0.18233670696929502,0.23033989002620386,0.622551175598841,0.6351693363334161,0.2747877553830739,0.0780602218950654,0.014252345118105535,0.0402235989903216,0.28531684262269424,0.43138550677917137,0.21993796689779413,0.3169090460223354,0.6196876093667677,0.14025001145584315
