Date,MutualFirst Financial Inc
20010519,14.306168451545219
20010520,14.306168451545219
20010521,14.66483388622135
20010522,14.811034226320775
20010523,14.923209031765122
20010524,14.66745394646724
20010525,14.746347539818755
20010526,14.746347539818755
20010527,14.746347539818755
20010528,14.746347539818755
20010529,15.033588257036964
20010530,14.672837745929453
20010531,14.66601948420826
20010601,14.715344579865452
20010602,14.715344579865452
20010603,14.715344579865452
20010604,14.364617516275747
20010605,14.806762570899233
20010606,16.71599201824128
20010607,16.992216646105554
20010608,16.645444861511308
20010609,16.645444861511308
20010610,16.645444861511308
20010611,16.739746554305853
20010612,16.86025113499883
20010613,16.568809154165468
20010614,16.418333526422256
20010615,16.405957766689223
20010616,16.405957766689223
20010617,16.405957766689223
20010618,16.478250757097875
20010619,16.390813790884824
20010620,16.572173354160682
20010621,16.685654881703606
20010622,17.416296229356018
20010623,17.416296229356018
20010624,17.416296229356018
20010625,17.062295136279616
20010626,16.981156755325216
20010627,16.945039989529473
20010628,17.11164863899811
20010629,17.13625541256822
20010630,17.13625541256822
20010701,17.226651553771394
20010702,17.244186243486823
20010703,17.38123448494654
20010704,17.38123448494654
20010705,17.4591612708869
20010706,16.868396330291436
20010707,16.868396330291436
20010708,16.868396330291436
20010709,17.189098603674406
20010710,16.950067684637265
20010711,16.767239578421552
20010712,16.938817029825852
20010713,17.169334902321125
20010714,17.169334902321125
20010715,17.169334902321125
20010716,17.07517735107522
20010717,17.050082218322036
20010718,17.1291951051667
20010719,17.23740806165142
20010720,16.911405802415473
20010721,16.911405802415473
20010722,16.911405802415473
20010723,16.996287797205188
20010724,16.941755228644467
20010725,16.97333526617664
20010726,17.403878919015618
20010727,16.351805201225705
20010728,16.351805201225705
20010729,16.351805201225705
20010730,16.790107387153714
20010731,16.601970703800404
20010801,16.605835860489652
20010802,16.67776327356214
20010803,16.70157554649881
20010804,16.70157554649881
20010805,16.70157554649881
20010806,16.770975620064586
20010807,16.598291074799494
20010808,16.41739856580549
20010809,16.39956773324303
20010810,16.411495093190567
20010811,16.411495093190567
20010812,16.411495093190567
20010813,16.710278962395936
20010814,15.067819781601974
20010815,14.959272622485404
20010816,15.03714612173655
20010817,14.954882779389914
20010818,14.954882779389914
20010819,14.954882779389914
20010820,15.01850015841289
20010821,14.899747522922684
20010822,14.88848093848881
20010823,14.70344385452022
20010824,14.631740041082526
20010825,14.631740041082526
20010826,14.631740041082526
20010827,14.960747431411264
20010828,14.375610068853753
20010829,16.702723288470573
20010830,16.856339847226785
20010831,16.533532324419703
20010901,16.626179767908464
20010902,16.626179767908464
20010903,16.626179767908464
20010904,17.144082949402673
20010905,17.036008871415355
20010906,17.98405715574505
20010907,18.31422843203023
20010908,18.31422843203023
20010909,18.31422843203023
20010910,18.48749050987268
20010911,18.48749050987268
20010912,18.48749050987268
20010913,18.48749050987268
20010914,18.48749050987268
20010915,18.48749050987268
20010916,18.48749050987268
20010917,17.938439633805807
20010918,17.437393318912477
20010919,17.081035542462157
20010920,17.053488262213108
20010921,17.4571122882761
20010922,17.4571122882761
20010923,17.4571122882761
20010924,17.68432897322346
20010925,17.96756766998112
20010926,18.000825600628474
20010927,18.754522807382354
20010928,19.045761221990276
20010929,19.045761221990276
20010930,19.045761221990276
20011001,18.5547995846228
20011002,18.232673370986504
20011003,19.209461252181214
20011004,18.870031172254674
20011005,19.130773893838178
20011006,19.130773893838178
20011007,19.130773893838178
20011008,19.23308733407155
20011009,18.65496612904737
20011010,19.14677356277945
20011011,19.76111007316521
20011012,19.755346477946713
20011013,19.755346477946713
20011014,19.755346477946713
20011015,19.78099279877772
20011016,19.662352028732098
20011017,19.45236005370681
20011018,19.783193366465323
20011019,18.84334925105679
20011020,18.84334925105679
20011021,18.84334925105679
20011022,19.684477823039046
20011023,18.2114884750132
20011024,18.297254040130774
20011025,19.36325910843713
20011026,20.069022571035795
20011027,20.069022571035795
20011028,20.069022571035795
20011029,19.63954063345595
20011030,18.919794483892865
20011031,18.72010662505293
20011101,19.610955707834027
20011102,19.591622016751362
20011103,19.591622016751362
20011104,19.591622016751362
20011105,19.872092913459568
20011106,20.02277173754922
20011107,19.859659531424413
20011108,20.38739468116317
20011109,19.954764088903257
20011110,19.954764088903257
20011111,19.954764088903257
20011112,20.61277162360641
20011113,24.002781601319892
20011114,23.996096294565515
20011115,23.987750262642866
20011116,24.16039381569701
20011117,24.16039381569701
20011118,24.16039381569701
20011119,24.418641125063143
20011120,24.305353075089272
20011121,24.30274255208227
20011122,24.30274255208227
20011123,24.70957768773336
20011124,24.70957768773336
20011125,24.70957768773336
20011126,25.257706267202725
20011127,25.22980952167458
20011128,25.27982905536872
20011129,24.465334253973595
20011130,24.73470297022413
20011201,24.88604802232008
20011202,24.88604802232008
20011203,29.71816352964302
20011204,29.166920448248845
20011205,30.273802536248752
20011206,29.899918718340334
20011207,29.92256169058541
20011208,29.92256169058541
20011209,29.92256169058541
20011210,29.914606155193482
20011211,31.05013618968557
20011212,31.13050732024566
20011213,31.242928921023978
20011214,31.622504855976278
20011215,31.622504855976278
20011216,31.622504855976278
20011217,31.36365658726656
20011218,31.39640696291901
20011219,31.716583559605155
20011220,32.75339746300729
20011221,33.05932580782946
20011222,33.05932580782946
20011223,33.05932580782946
20011224,32.140414362551994
20011225,32.140414362551994
20011226,32.511429028701734
20011227,31.02239195714451
20011228,31.098478424171134
20011229,31.098478424171134
20011230,31.098478424171134
20011231,28.65936817366279
20020101,28.8399313301868
20020102,30.51111117059357
20020103,29.03480611484805
20020104,28.696143292970994
20020105,28.696143292970994
20020106,28.696143292970994
20020107,29.41337009168271
20020108,29.122865384875862
20020109,29.040085744419823
20020110,28.46066956820841
20020111,28.561089361072675
20020112,28.561089361072675
20020113,28.561089361072675
20020114,28.580104440546634
20020115,28.197364727509274
20020116,28.13364284174588
20020117,28.11903938593211
20020118,27.691130169649327
20020119,27.691130169649327
20020120,27.691130169649327
20020121,27.691130169649327
20020122,27.47160761266739
20020123,26.391824201047392
20020124,26.150144395018177
20020125,27.30241606636991
20020126,27.30241606636991
20020127,27.30241606636991
20020128,26.875279466170486
20020129,26.38441119432058
20020130,27.005747432183558
20020131,27.318884638593513
20020201,26.621531475567693
20020202,26.621531475567693
20020203,26.621531475567693
20020204,26.16068984028978
20020205,24.959883536223305
20020206,24.896174125051072
20020207,25.758870878044007
20020208,25.612850050076002
20020209,25.612850050076002
20020210,25.612850050076002
20020211,26.89390591873636
20020212,24.28285487831257
20020213,24.12383301499189
20020214,24.123502608734757
20020215,23.829545072802773
20020216,23.829545072802773
20020217,23.829545072802773
20020218,23.829545072802773
20020219,24.001603014088282
20020220,24.91897713502261
20020221,25.03492071069273
20020222,25.148657994317386
20020223,25.148657994317386
20020224,25.148657994317386
20020225,24.6742613840828
20020226,25.098309845004348
20020227,25.022276909595792
20020228,18.758396752338015
20020301,18.524853591313487
20020302,18.524853591313487
20020303,18.524853591313487
20020304,18.885808149067476
20020305,18.675811645756415
20020306,18.276296828946638
20020307,18.413982796630982
20020308,18.590272219620733
20020309,18.590272219620733
20020310,18.590272219620733
20020311,18.318714245851464
20020312,18.400563415157922
20020313,18.695212829396244
20020314,18.79909145767145
20020315,18.9398099228701
20020316,18.9398099228701
20020317,18.9398099228701
20020318,18.984887596368473
20020319,17.996792608279872
20020320,17.60346738053908
20020321,17.051352812650165
20020322,17.286974141230296
20020323,17.286974141230296
20020324,17.286974141230296
20020325,17.700453443473688
20020326,16.574044341712902
20020327,17.027014071111253
20020328,15.853375027123702
20020329,15.853375027123702
20020330,15.853375027123702
20020331,15.853375027123702
20020401,18.852141887106917
20020402,19.181131890479673
20020403,19.591234814754372
20020404,19.687800309636607
20020405,18.96605675165271
20020406,18.96605675165271
20020407,18.96605675165271
20020408,18.946114520503414
20020409,18.672391774139925
20020410,18.388938306669036
20020411,18.292791059100693
20020412,18.44419904864285
20020413,18.44419904864285
20020414,18.44419904864285
20020415,18.237046908048566
20020416,18.339248191092615
20020417,18.034588680784942
20020418,16.024432844841918
20020419,15.70073645019474
20020420,15.70073645019474
20020421,15.70073645019474
20020422,15.049959046982602
20020423,13.992356842806144
20020424,15.220639634121486
20020425,15.074691908316426
20020426,14.912867541806337
20020427,14.912867541806337
20020428,14.912867541806337
20020429,15.263495640480958
20020430,2.4261482676589807
20020501,2.5138216482490883
20020502,2.3190793227251754
20020503,2.5553672633190305
20020504,2.5553672633190305
20020505,2.5553672633190305
20020506,2.261494636429031
20020507,2.334314705202747
20020508,2.305988599764722
20020509,2.4685671839604355
20020510,2.3959728023239553
20020511,2.3959728023239553
20020512,2.3959728023239553
20020513,2.4292929025905603
20020514,2.301880777946997
20020515,2.434803467530583
20020516,2.2363251288466586
20020517,2.400908216170667
20020518,2.400908216170667
20020519,2.400908216170667
20020520,2.279769935483166
20020521,2.3285355572126596
20020522,2.324679101778439
20020523,2.269948991553902
20020524,2.2546913129703863
20020525,2.2546913129703863
20020526,2.2546913129703863
20020527,2.2546913129703863
20020528,2.1257527940529077
20020529,2.2574976467770975
20020530,2.2064670291770745
20020531,1.8095137289434629
20020601,1.8229667853979599
20020602,1.8229667853979599
20020603,1.7796230759057634
20020604,2.3653162374022636
20020605,2.2779573066098133
20020606,2.2576609089357844
20020607,2.220239582303012
20020608,2.220239582303012
20020609,2.220239582303012
20020610,2.2967657389706604
20020611,2.270269723708579
20020612,2.371282186469797
20020613,2.344734546460302
20020614,2.364788632859932
20020615,2.364788632859932
20020616,2.364788632859932
20020617,2.4468911627561853
20020618,2.4931574182253198
20020619,2.3486164188220546
20020620,2.3297451513884475
20020621,2.2729710744307425
20020622,2.2729710744307425
20020623,2.2729710744307425
20020624,2.315354571173482
20020625,2.2941033006780627
20020626,2.2694936888388333
20020627,2.307829038980912
20020628,2.588823545342184
20020629,2.588823545342184
20020630,2.588823545342184
20020701,2.3762696508488825
20020702,2.346944568372444
20020703,2.4037841553049066
20020704,2.4037841553049066
20020705,1.8314211548224206
20020706,1.8314211548224206
20020707,1.8314211548224206
20020708,2.209662341127925
20020709,2.3223139806575746
20020710,2.340288902757139
20020711,2.3479248534549155
20020712,2.3106569339463143
20020713,2.3106569339463143
20020714,2.3106569339463143
20020715,2.300319245353409
20020716,2.302825741069432
20020717,2.2898699206907125
20020718,2.2699904096007177
20020719,2.550909389651241
20020720,2.550909389651241
20020721,2.550909389651241
20020722,2.6381571919550804
20020723,2.6237247243113857
20020724,2.9216506317408033
20020725,2.9486787757859068
20020726,2.9387542453846778
20020727,2.9387542453846778
20020728,2.9387542453846778
20020729,2.878640694013083
20020730,2.695723542293868
20020731,2.767612133963539
20020801,2.78103684037636
20020802,2.619790126233409
20020803,2.619790126233409
20020804,2.619790126233409
20020805,2.603915665324398
20020806,2.7074213305932173
20020807,2.820102798099324
20020808,2.958151325833995
20020809,2.9584460649992015
20020810,2.9584460649992015
20020811,2.9584460649992015
20020812,2.889868347029047
20020813,2.8477675197312147
20020814,2.960858074597719
20020815,2.952754582869104
20020816,2.978865569973142
20020817,2.978865569973142
20020818,2.978865569973142
20020819,2.503249823013626
20020820,2.43666945782874
20020821,2.54291178478906
20020822,2.4675145070155597
20020823,2.556090951861679
20020824,2.556090951861679
20020825,2.556090951861679
20020826,2.7360329300675077
20020827,2.717732966482343
20020828,2.780469896796562
20020829,2.628652944646926
20020830,2.656300337100443
20020831,2.656300337100443
20020901,2.677814951598855
20020902,2.677814951598855
20020903,2.6702997570585945
20020904,2.6836481489504727
20020905,2.7039225478153717
20020906,2.856885677198996
20020907,2.856885677198996
20020908,2.856885677198996
20020909,2.9753063124356194
20020910,2.931901417206219
20020911,2.4352616061100947
20020912,2.38015343258084
20020913,2.2874342878126908
20020914,2.2874342878126908
20020915,2.2874342878126908
20020916,2.2894545848161885
20020917,2.310285416225641
20020918,2.326141910866985
20020919,2.306433529493481
20020920,2.321299134177924
20020921,2.321299134177924
20020922,2.321299134177924
20020923,2.980324821513078
20020924,2.8664420010566536
20020925,2.8860140755649937
20020926,2.9039591603419574
20020927,2.8103655808389267
20020928,2.8103655808389267
20020929,2.8103655808389267
20020930,2.8600185530243696
20021001,2.918994737992651
20021002,2.824886790531041
20021003,2.715283109761974
20021004,2.662377199763703
20021005,2.662377199763703
20021006,2.662377199763703
20021007,2.7186883943140407
20021008,2.7393818409666886
20021009,2.7744319551581222
20021010,2.8716464384909326
20021011,2.8439507317059296
20021012,2.8439507317059296
20021013,2.8439507317059296
20021014,2.8996557088665162
20021015,2.7918632672296875
20021016,2.7891182573269018
20021017,2.737796364395689
20021018,2.721874984738732
20021019,2.721874984738732
20021020,2.721874984738732
20021021,2.892254133711873
20021022,3.0598112515793137
20021023,3.092220292920374
20021024,3.0184326268200197
20021025,2.9512072062608334
20021026,2.9512072062608334
20021027,2.9512072062608334
20021028,2.7416655034178694
20021029,2.8874172931785775
20021030,2.8375092932571717
20021031,2.6780694297026333
20021101,2.746587118408683
20021102,2.746587118408683
20021103,2.746587118408683
20021104,2.744918633072998
20021105,2.720354409589717
20021106,2.7049868619381843
20021107,2.6661003954035984
20021108,2.6353817894382137
20021109,2.6353817894382137
20021110,2.6353817894382137
20021111,2.5975449389004956
20021112,2.5975915063867077
20021113,2.5442954137572196
20021114,2.593690854120943
20021115,2.597313273415885
20021116,2.597313273415885
20021117,2.597313273415885
20021118,2.529564819514179
20021119,2.406727808503916
20021120,2.481700308555578
20021121,2.5725369763099626
20021122,2.5140315439769827
20021123,2.5140315439769827
20021124,2.5140315439769827
20021125,2.488917740630747
20021126,2.436133183403884
20021127,2.4240085185966724
20021128,2.4240085185966724
20021129,2.1076358967748785
20021130,2.1076358967748785
20021201,2.1262498904752
20021202,2.1644953807294125
20021203,2.128582237099219
20021204,2.1117851027958987
20021205,2.0272011551078695
20021206,2.040758240479974
20021207,2.040758240479974
20021208,2.040758240479974
20021209,1.9956955052395486
20021210,2.018336919563241
20021211,2.014708983818792
20021212,2.013896514655011
20021213,1.9943004441952896
20021214,1.9943004441952896
20021215,1.9943004441952896
20021216,2.000690405129056
20021217,1.9745901010635307
20021218,1.9314712001369598
20021219,1.9001721418990791
20021220,1.81538557485913
20021221,1.81538557485913
20021222,1.81538557485913
20021223,1.8424653047866817
20021224,1.8343508708373142
20021225,1.8343508708373142
20021226,1.8753782646597792
20021227,1.7980841948316677
20021228,1.7980841948316677
20021229,1.7980841948316677
20021230,1.7994336841030447
20021231,1.625620227911347
20030101,1.6403978800257355
20030102,1.608169087355967
20030103,1.6322251332954574
20030104,1.6322251332954574
20030105,1.6322251332954574
20030106,1.6054471605407348
20030107,1.5850838583026658
20030108,1.359227776146779
20030109,1.226273719247245
20030110,1.1892347120461857
20030111,1.1892347120461857
20030112,1.1892347120461857
20030113,1.1527738982645803
20030114,1.1636806394568266
20030115,1.1716950492789282
20030116,1.1898126165938734
20030117,1.1932335755072412
20030118,1.1932335755072412
20030119,1.1932335755072412
20030120,1.1932335755072412
20030121,1.1843103631299714
20030122,1.1737295257272626
20030123,1.30422021454714
20030124,1.2657817908995512
20030125,1.2657817908995512
20030126,1.2657817908995512
20030127,1.178327448183763
20030128,1.2052707737168893
20030129,1.255621984400573
20030130,1.1966794360961417
20030131,1.207449421105911
20030201,1.2187470741715314
20030202,1.2187470741715314
20030203,1.223484132253135
20030204,1.2288122691899108
20030205,1.2546497997858062
20030206,1.225226139650559
20030207,1.2766889253434441
20030208,1.2766889253434441
20030209,1.2766889253434441
20030210,1.258786374734668
20030211,1.2154659656761813
20030212,1.1817587729210821
20030213,1.1279214221636968
20030214,1.0928400422863196
20030215,1.0928400422863196
20030216,1.0928400422863196
20030217,1.0928400422863196
20030218,1.183465089779417
20030219,1.1687552775391528
20030220,1.1493277700584241
20030221,1.1703991160942084
20030222,1.1703991160942084
20030223,1.1703991160942084
20030224,1.1752541971109416
20030225,1.166715413718192
20030226,1.2025284442897244
20030227,1.2192605088549346
20030228,1.3003047047325471
20030301,1.3128141585681687
20030302,1.3128141585681687
20030303,1.2782713903562877
20030304,1.2575758121182232
20030305,1.2579668013251133
20030306,1.2394010947685983
20030307,1.2308994355049645
20030308,1.2308994355049645
20030309,1.2308994355049645
20030310,1.2127525596959416
20030311,1.187916343048178
20030312,1.2053499989545644
20030313,1.2473600457613556
20030314,1.2432741553178117
20030315,1.2432741553178117
20030316,1.2432741553178117
20030317,1.2430894377720836
20030318,1.26971155956669
20030319,1.265363163279793
20030320,1.2747453008493481
20030321,1.2917489711122143
20030322,1.2917489711122143
20030323,1.2917489711122143
20030324,1.2462116798095202
20030325,1.2471939115303383
20030326,1.2439574624956706
20030327,1.1678520400848798
20030328,1.3080550108845004
20030329,1.3080550108845004
20030330,1.3080550108845004
20030331,1.091602074404156
20030401,1.0504029990957053
20030402,1.0245110638610277
20030403,0.9639483416273951
20030404,1.010996285994783
20030405,1.010996285994783
20030406,1.010996285994783
20030407,0.9796403761914074
20030408,0.9538565970709472
20030409,0.9263222675606773
20030410,0.9259470755189935
20030411,0.9408322149826652
20030412,0.9408322149826652
20030413,0.9408322149826652
20030414,1.009347259734327
20030415,1.0052272517052598
20030416,0.9840268368427262
20030417,1.0384856350958818
20030418,1.0384856350958818
20030419,1.0384856350958818
20030420,1.0384856350958818
20030421,0.9471089720502042
20030422,0.9096894883089097
20030423,0.8875244750169707
20030424,0.8389315457953833
20030425,0.84693172338645
20030426,0.84693172338645
20030427,0.84693172338645
20030428,0.8699994542513099
20030429,0.8534249876012372
20030430,1.0811556158089421
20030501,1.100842300099551
20030502,1.119689262533601
20030503,1.119689262533601
20030504,1.119689262533601
20030505,0.9920814776875472
20030506,0.9723909331684388
20030507,0.9770307395889818
20030508,0.896309419785153
20030509,0.8717205788969936
20030510,0.8717205788969936
20030511,0.8717205788969936
20030512,0.9067765457972946
20030513,0.8905992086257145
20030514,0.8829980812505278
20030515,0.9512190619889409
20030516,0.9401082296097153
20030517,0.9401082296097153
20030518,0.9401082296097153
20030519,0.9730178549285622
20030520,1.1053681651601954
20030521,1.1303213641469947
20030522,1.079737818593725
20030523,1.1166116078445818
20030524,1.1166116078445818
20030525,1.1166116078445818
20030526,1.1166116078445818
20030527,1.0892465421972954
20030528,1.1822082065121828
20030529,1.0957150374969127
20030530,1.0105639094055023
20030531,1.0105639094055023
20030601,1.0211303581530722
20030602,1.1809223665745439
20030603,1.1601072211834897
20030604,1.2255653609653392
20030605,1.3465090753538418
20030606,1.3643761284273102
20030607,1.3643761284273102
20030608,1.3643761284273102
20030609,1.4264894065884184
20030610,1.4156890146631735
20030611,1.4770829587163552
20030612,1.4542809428457406
20030613,1.4694711770809077
20030614,1.4694711770809077
20030615,1.4694711770809077
20030616,1.2934329122776622
20030617,1.278233682337243
20030618,1.3009975640104914
20030619,1.4560339745356554
20030620,1.5659497747794167
20030621,1.5659497747794167
20030622,1.5659497747794167
20030623,1.5893700785415754
20030624,1.4478291706905853
20030625,1.3090952752334648
20030626,1.311146306824463
20030627,1.1339594890897546
20030628,1.1339594890897546
20030629,1.1339594890897546
20030630,1.1260522407522588
20030701,1.1353150707954838
20030702,1.1012797739711842
20030703,1.1006912205572135
20030704,1.1006912205572135
20030705,1.1006912205572135
20030706,1.1006912205572135
20030707,1.0873317748717815
20030708,1.0873954441550715
20030709,1.130810593132665
20030710,1.1536623957239478
20030711,1.1138301732039304
20030712,1.1138301732039304
20030713,1.1138301732039304
20030714,1.108047070729038
20030715,1.1007570870813386
20030716,1.0948564289484868
20030717,1.2576455728924392
20030718,1.2387548710264698
20030719,1.2387548710264698
20030720,1.2387548710264698
20030721,1.3703579632295027
20030722,1.3367753941585288
20030723,1.3358069151477274
20030724,1.3184849037734
20030725,1.0971338085921984
20030726,1.0971338085921984
20030727,1.0971338085921984
20030728,1.1348769644736945
20030729,1.0512099865184097
20030730,1.07777243727738
20030731,0.9542926801046662
20030801,1.0539281215724283
20030802,1.0539281215724283
20030803,1.0539281215724283
20030804,1.1097710880844012
20030805,1.2053993301174848
20030806,1.234532975884788
20030807,1.239362180061103
20030808,1.2145705181028839
20030809,1.2145705181028839
20030810,1.2145705181028839
