Date,Landmark Bancorp Inc/Manhattan KS
19950215,6.5990630006284485
19950216,6.606097223849692
19950217,7.068715737171508
19950218,7.068715737171508
19950219,7.068715737171508
19950220,7.068715737171508
19950221,7.095511325622531
19950222,6.072170425792315
19950223,6.111339988449941
19950224,6.1715899639897485
19950225,6.1715899639897485
19950226,6.1715899639897485
19950227,6.1140403769187355
19950228,6.133513466250827
19950301,6.149153706546686
19950302,9.082349845191054
19950303,9.112115176160966
19950304,9.112115176160966
19950305,9.112115176160966
19950306,8.67752788711541
19950307,9.060651895281472
19950308,8.193859073869731
19950309,8.703141186071738
19950310,7.989567829646332
19950311,7.989567829646332
19950312,7.989567829646332
19950313,8.786187407124288
19950314,8.219958410211317
19950315,8.230678545302688
19950316,8.21373491850609
19950317,8.198882452762954
19950318,8.198882452762954
19950319,8.198882452762954
19950320,8.199795629489492
19950321,8.245830722966266
19950322,8.271368029178282
19950323,8.548132876822375
19950324,8.075962518450439
19950325,8.075962518450439
19950326,8.075962518450439
19950327,8.145468967143392
19950328,8.159738612316756
19950329,8.570443141043018
19950330,9.00645858970521
19950331,8.97768111986132
19950401,8.981764447173298
19950402,8.981764447173298
19950403,8.65257089096776
19950404,8.775957063138229
19950405,8.64873313771098
19950406,8.661487234540491
19950407,8.625158855582539
19950408,8.625158855582539
19950409,8.625158855582539
19950410,8.386577077360224
19950411,8.614838871624503
19950412,8.372978830184708
19950413,7.581891831623965
19950414,7.581891831623965
19950415,7.581891831623965
19950416,7.581891831623965
19950417,7.543094061472085
19950418,8.41008625388148
19950419,8.711031801198576
19950420,8.135511789014153
19950421,7.573437446345711
19950422,7.573437446345711
19950423,7.573437446345711
19950424,7.658761060384174
19950425,6.667964322646867
19950426,7.1460569773890645
19950427,7.197520640782573
19950428,6.961607970308623
19950429,6.961607970308623
19950430,6.961607970308623
19950501,6.500782765446884
19950502,6.058122349735981
19950503,6.0721319801618225
19950504,6.474917910676089
19950505,6.018778233573949
19950506,6.018778233573949
19950507,6.018778233573949
19950508,6.105835257020978
19950509,6.55959657212419
19950510,6.521836069024363
19950511,7.052430647172307
19950512,6.8142131867656905
19950513,6.8142131867656905
19950514,6.8142131867656905
19950515,7.040130547045011
19950516,7.0419554084167375
19950517,6.517560409349269
19950518,6.3837569727651555
19950519,7.562147243787223
19950520,7.562147243787223
19950521,7.562147243787223
19950522,7.517056151504015
19950523,6.8918129393115315
19950524,6.881351581853511
19950525,6.863593346548415
19950526,7.693649343354628
19950527,7.693649343354628
19950528,7.693649343354628
19950529,7.693649343354628
19950530,8.177081765934851
19950531,8.310624416281103
19950601,7.2357856972025
19950602,7.767850130809228
19950603,7.767850130809228
19950604,7.767850130809228
19950605,8.433712279798488
19950606,8.484101038005452
19950607,8.449681590875663
19950608,7.532756247189576
19950609,8.587818867842795
19950610,8.587818867842795
19950611,8.587818867842795
19950612,8.299883713928294
19950613,8.379939724059115
19950614,8.353094533546656
19950615,8.574524552413656
19950616,8.60254704378896
19950617,8.60254704378896
19950618,8.60254704378896
19950619,8.702813509392131
19950620,7.9212037695131166
19950621,8.240396117664806
19950622,7.9958696156878
19950623,8.323299743763977
19950624,8.323299743763977
19950625,8.323299743763977
19950626,8.10180579173578
19950627,7.93096279759714
19950628,7.581201019096095
19950629,7.6439019553590315
19950630,7.979875726586773
19950701,7.98391331614916
19950702,7.98391331614916
19950703,6.99012560928115
19950704,6.99012560928115
19950705,7.221030953865692
19950706,6.984436463066515
19950707,6.987009995258174
19950708,6.987009995258174
19950709,6.987009995258174
19950710,6.985592986922537
19950711,8.009100946273238
19950712,7.074256786527464
19950713,6.633247016756514
19950714,6.189808359870834
19950715,6.189808359870834
19950716,6.189808359870834
19950717,5.835380289295829
19950718,6.179451046897005
19950719,6.122591877116951
19950720,6.235728870515485
19950721,6.805549433181537
19950722,6.805549433181537
19950723,6.805549433181537
19950724,7.263021078788367
19950725,7.072517318753128
19950726,7.091377442715796
19950727,7.339457119648474
19950728,7.289884598165937
19950729,7.289884598165937
19950730,7.289884598165937
19950731,6.915346819195146
19950801,6.893317712045477
19950802,6.066343350947787
19950803,6.05195382635259
19950804,6.925799328269358
19950805,6.925799328269358
19950806,6.925799328269358
19950807,6.144002359374974
19950808,6.141847460035761
19950809,6.352665029807794
19950810,6.321438776786646
19950811,6.568039328879395
19950812,6.568039328879395
19950813,6.568039328879395
19950814,6.58720545137226
19950815,6.625622470906786
19950816,6.59994946764373
19950817,6.588560338948178
19950818,6.609186353871138
19950819,6.609186353871138
19950820,6.609186353871138
19950821,6.225164275161751
19950822,6.278004350301308
19950823,6.6415190872866
19950824,6.559621869861495
19950825,6.277747910493065
19950826,6.277747910493065
19950827,6.277747910493065
19950828,6.115710629407087
19950829,6.544880874594215
19950830,6.546928026891014
19950831,6.101112778851191
19950901,6.514280082701543
19950902,6.514280082701543
19950903,6.514280082701543
19950904,6.514280082701543
19950905,6.578440232377995
19950906,7.035445672186103
19950907,7.047625029690153
19950908,5.912643664160836
19950909,5.912643664160836
19950910,5.912643664160836
19950911,5.9900393371324805
19950912,6.039980517848407
19950913,5.698550070455865
19950914,6.406445297543058
19950915,5.646442705610636
19950916,5.646442705610636
19950917,5.646442705610636
19950918,5.355766890978243
19950919,5.373202345005468
19950920,6.1575477024332566
19950921,5.675659315679859
19950922,5.510801793435817
19950923,5.510801793435817
19950924,5.510801793435817
19950925,5.5153297213990395
19950926,5.503144958672411
19950927,5.4869915391749835
19950928,6.661854268773001
19950929,6.004638967846208
19950930,6.004638967846208
19951001,6.008023206167981
19951002,5.979684850134822
19951003,6.770817431218184
19951004,6.84933424284332
19951005,6.878187875185684
19951006,6.500650783886529
19951007,6.500650783886529
19951008,6.500650783886529
19951009,6.628299666500327
19951010,6.399746390110548
19951011,7.159127359212435
19951012,7.20814756798403
19951013,7.193721362244151
19951014,7.193721362244151
19951015,7.193721362244151
19951016,6.365693609789156
19951017,7.212064199316394
19951018,6.429766414286615
19951019,6.4272477029074775
19951020,6.435487071643066
19951021,6.435487071643066
19951022,6.435487071643066
19951023,6.430724407193519
19951024,6.5574558268765095
19951025,6.691514749686627
19951026,6.623011211919367
19951027,7.246292058096749
19951028,7.246292058096749
19951029,7.246292058096749
19951030,8.1104748479577
19951031,8.108682352142766
19951101,9.015300258508045
19951102,8.590457223177943
19951103,8.372891243533825
19951104,8.372891243533825
19951105,8.372891243533825
19951106,9.205962233872475
19951107,7.968547345564931
19951108,7.9970354470424105
19951109,8.240964796729687
19951110,8.248003035299801
19951111,8.248003035299801
19951112,8.248003035299801
19951113,8.262639765366592
19951114,7.55470835246457
19951115,7.342430694484309
19951116,7.165905250131175
19951117,7.945651456285731
19951118,7.945651456285731
19951119,7.945651456285731
19951120,7.748358206151865
19951121,8.53559868972455
19951122,7.748741367044226
19951123,7.748741367044226
19951124,8.688679072190178
19951125,8.688679072190178
19951126,8.688679072190178
19951127,9.144612035166766
19951128,8.705162284721776
19951129,9.736081237041779
19951130,9.747399582246564
19951201,9.874808672828651
19951202,9.874808672828651
19951203,9.874808672828651
19951204,9.81220737391306
19951205,9.907055485222724
19951206,9.958691465381454
19951207,9.944066056646541
19951208,9.574410305276471
19951209,9.574410305276471
19951210,9.574410305276471
19951211,9.835974586631718
19951212,9.794822816000625
19951213,10.13437941450748
19951214,9.979222752435897
19951215,8.90979925555532
19951216,8.90979925555532
19951217,8.90979925555532
19951218,9.834239860902821
19951219,8.816760324700732
19951220,8.769285728860444
19951221,8.791220065427229
19951222,9.898508509431606
19951223,9.898508509431606
19951224,9.898508509431606
19951225,9.898508509431606
19951226,9.793318945322795
19951227,9.75163181789573
19951228,9.353413541767958
19951229,9.403000987587808
19951230,9.403000987587808
19951231,9.403000987587808
19960101,9.40883431037734
19960102,11.81356309216919
19960103,11.838981026557512
19960104,11.738954281194328
19960105,11.73447822848396
19960106,11.73447822848396
19960107,11.73447822848396
19960108,11.740652405260485
19960109,11.672649116318118
19960110,11.489898261247067
19960111,12.187771567549351
19960112,12.188565934999335
19960113,12.188565934999335
19960114,12.188565934999335
19960115,12.73374207739707
19960116,12.7572213123398
19960117,12.690096004262402
19960118,12.727640614606601
19960119,12.850860278182893
19960120,12.850860278182893
19960121,12.850860278182893
19960122,11.631639953284761
19960123,11.608821761539541
19960124,13.037682430038808
19960125,12.940111057073025
19960126,13.104960844350302
19960127,13.104960844350302
19960128,13.104960844350302
19960129,13.08172451048311
19960130,10.050296392044404
19960131,10.563388357501726
19960201,9.77995187999733
19960202,8.941318505859973
19960203,8.941318505859973
19960204,8.941318505859973
19960205,8.929700553028097
19960206,8.736192330744993
19960207,8.123437414513873
19960208,8.617495175413817
19960209,9.096453866347424
19960210,9.096453866347424
19960211,9.096453866347424
19960212,9.133187959732066
19960213,9.135847863004775
19960214,8.824337151096026
19960215,8.327476933200215
19960216,8.74045616780711
19960217,8.74045616780711
19960218,8.74045616780711
19960219,8.74045616780711
19960220,8.664078361174253
19960221,9.120744240893684
19960222,9.213054921376209
19960223,9.18288460677856
19960224,9.18288460677856
19960225,9.18288460677856
19960226,9.047377988370819
19960227,9.154810578348366
19960228,9.138717343178596
19960229,6.465167801154164
19960301,6.651524891684959
19960302,6.651524891684959
19960303,6.651524891684959
19960304,6.691219982043555
19960305,6.952306442482686
19960306,6.5527111632386505
19960307,6.626872621618192
19960308,6.530489644861377
19960309,6.530489644861377
19960310,6.530489644861377
19960311,6.513899720764898
19960312,6.470215565039493
19960313,6.3090030595017925
19960314,6.296850168151263
19960315,6.95022995655321
19960316,6.95022995655321
19960317,6.95022995655321
19960318,6.992397419703795
19960319,6.760018448742786
19960320,6.7237635765091985
19960321,6.736983397570374
19960322,6.741743427350373
19960323,6.741743427350373
19960324,6.741743427350373
19960325,6.677330280717065
19960326,6.6931977788446355
19960327,6.6368961293306485
19960328,6.6680992481155466
19960329,6.661674959704913
19960330,6.661674959704913
19960331,6.661674959704913
19960401,6.253101129331279
19960402,6.259886857507871
19960403,7.05623467158187
19960404,7.03323319681066
19960405,7.03323319681066
19960406,7.03323319681066
19960407,7.03323319681066
19960408,6.8964568033312945
19960409,7.349621406235373
19960410,7.289679092520633
19960411,7.07431909145842
19960412,7.115470309418614
19960413,7.115470309418614
19960414,7.115470309418614
19960415,6.102973044903532
19960416,6.873375420188068
19960417,6.887577713866305
19960418,6.192543308810005
19960419,6.214410235793314
19960420,6.214410235793314
19960421,6.214410235793314
19960422,6.914722674935959
19960423,6.546135473224061
19960424,6.486099705283374
19960425,6.51544216754625
19960426,6.943538149338879
19960427,6.943538149338879
19960428,6.943538149338879
19960429,6.804524567986555
19960430,6.78109987998654
19960501,6.542972040636735
19960502,6.482937401400887
19960503,6.415200806956781
19960504,6.415200806956781
19960505,6.415200806956781
19960506,6.401110580712632
19960507,6.213731411957487
19960508,6.233341248152983
19960509,6.239553043543281
19960510,6.259413412878691
19960511,6.259413412878691
19960512,6.259413412878691
19960513,6.31675675700677
19960514,5.800759126977478
19960515,6.313222889634136
19960516,6.301392648177351
19960517,6.351427006798343
19960518,6.351427006798343
19960519,6.351427006798343
19960520,6.26798448593934
19960521,6.268710724132953
19960522,6.276126001394872
19960523,6.237189258819333
19960524,6.25413823836354
19960525,6.25413823836354
19960526,6.25413823836354
19960527,6.25413823836354
19960528,6.244835956667945
19960529,6.243722977013375
19960530,6.288898126743952
19960531,5.5255182372236
19960601,5.529579881175729
19960602,5.529579881175729
19960603,5.865681612300226
19960604,5.905472260185926
19960605,5.925920135718641
19960606,5.531581501033457
19960607,5.551883809939504
19960608,5.551883809939504
19960609,5.551883809939504
19960610,5.577092710165379
19960611,5.569100081495711
19960612,5.5995457871779815
19960613,5.542005116777471
19960614,5.528026969968007
19960615,5.528026969968007
19960616,5.528026969968007
19960617,5.467636722722771
19960618,5.443300307177966
19960619,5.400183386903731
19960620,4.8394256623069145
19960621,4.728113884909579
19960622,4.728113884909579
19960623,4.728113884909579
19960624,4.829547383133194
19960625,5.107387301726
19960626,5.282505787901072
19960627,5.459915844380181
19960628,5.23127697483773
19960629,5.23127697483773
19960630,5.23127697483773
19960701,6.254509741653186
19960702,6.229284436920736
19960703,6.214517108446308
19960704,6.214517108446308
19960705,6.277841080064852
19960706,6.277841080064852
19960707,6.277841080064852
19960708,6.154001014714271
19960709,6.1485772686359095
19960710,6.134352909962677
19960711,6.079358501491457
19960712,6.026846924292115
19960713,6.026846924292115
19960714,6.026846924292115
19960715,5.880595025155592
19960716,5.820833468607631
19960717,5.843927225225827
19960718,5.941443958123587
19960719,5.9565470037137125
19960720,5.9565470037137125
19960721,5.9565470037137125
19960722,5.893352776526512
19960723,5.856252750940469
19960724,5.823523520745455
19960725,5.8430079291055375
19960726,5.865624008947673
19960727,5.865624008947673
19960728,5.865624008947673
19960729,6.34726437460767
19960730,6.376429476843079
19960731,6.420491852804341
19960801,6.532641684753426
19960802,6.284525620011985
19960803,6.284525620011985
19960804,6.284525620011985
19960805,6.260950786454291
19960806,6.272283642745451
19960807,6.281950837327473
19960808,6.429779176803633
19960809,6.432131301273939
19960810,6.432131301273939
19960811,6.432131301273939
19960812,6.491468213276215
19960813,6.074887189668436
19960814,6.396868279640811
19960815,6.404595236293074
19960816,6.052156117114795
19960817,6.052156117114795
19960818,6.052156117114795
19960819,6.0664176561399925
19960820,5.402719509552836
19960821,6.046783041961599
19960822,6.071239563452877
19960823,6.095393554395364
19960824,6.095393554395364
19960825,6.095393554395364
19960826,6.070788422950306
19960827,6.078764031584344
19960828,6.0781788939519865
19960829,5.869844787858195
19960830,5.834382178450978
19960831,5.834382178450978
19960901,5.839116465447076
19960902,5.839116465447076
19960903,5.8336201277193656
19960904,5.830364267374198
19960905,5.72069393932911
19960906,5.759972227352205
19960907,5.759972227352205
19960908,5.759972227352205
19960909,5.911680286237619
19960910,5.918238269309501
19960911,5.940419632172231
19960912,5.923358516628432
19960913,5.574443986714447
19960914,5.574443986714447
19960915,5.574443986714447
19960916,5.553467237181579
19960917,5.543238623795613
19960918,5.547448993630525
19960919,5.269566221729246
19960920,5.1297179959994335
19960921,5.1297179959994335
19960922,5.1297179959994335
19960923,5.155661179027076
19960924,5.16480484312957
19960925,5.543092786883297
19960926,5.534398779290792
19960927,5.246066041413234
19960928,5.246066041413234
19960929,5.246066041413234
19960930,4.604407015045512
19961001,4.6173380747242065
19961002,4.663121129239349
19961003,4.657231677083561
19961004,4.711070803012404
19961005,4.711070803012404
19961006,4.711070803012404
19961007,4.717113072717745
19961008,4.696860425902023
19961009,4.707813348143235
19961010,5.058041739945337
19961011,5.048123572756655
19961012,5.048123572756655
19961013,5.048123572756655
19961014,5.036401811516168
19961015,5.025560329582254
19961016,5.049413807902858
19961017,4.718747099918484
19961018,4.467927395275405
19961019,4.467927395275405
19961020,4.467927395275405
19961021,4.586658578187529
19961022,4.697005244065133
19961023,4.713495465415743
19961024,4.679533247479408
19961025,7.714398215191091
19961026,7.714398215191091
19961027,7.714398215191091
19961028,7.507128135842006
19961029,7.675726420973792
19961030,7.627946078582078
19961031,12.362715690796149
19961101,12.339581012485729
19961102,12.339581012485729
19961103,12.339581012485729
19961104,12.271100724543336
19961105,12.364045540167673
19961106,12.546147254558013
19961107,12.090977128236771
19961108,11.052143745381283
19961109,11.052143745381283
19961110,11.052143745381283
19961111,12.032246641469538
19961112,11.997783401530688
19961113,11.504578038725565
19961114,12.106801124872648
19961115,12.065978943389013
19961116,12.065978943389013
19961117,12.065978943389013
19961118,11.968761540572588
19961119,12.055189747648859
19961120,12.148807253103103
19961121,12.100561343463491
19961122,12.224777749545497
19961123,12.224777749545497
19961124,12.224777749545497
19961125,12.293135489153029
19961126,12.283436279736025
19961127,12.25246431924267
19961128,12.25246431924267
19961129,12.187651546600359
19961130,12.187651546600359
19961201,12.198541127657203
19961202,12.220141497502823
19961203,12.109446696694768
19961204,11.974954842924138
19961205,11.897779447225973
19961206,11.792826050886724
19961207,11.792826050886724
19961208,11.792826050886724
19961209,12.004393436721502
19961210,10.984261865468453
19961211,11.37816347200251
19961212,11.274594792466967
19961213,10.765272534784845
19961214,10.765272534784845
19961215,10.765272534784845
19961216,10.330641658485048
19961217,10.178904503194216
19961218,10.611277498514655
19961219,9.409573718157057
19961220,8.58712371829392
19961221,8.58712371829392
19961222,8.58712371829392
19961223,9.41581717933748
19961224,9.449762671668857
19961225,9.449762671668857
19961226,9.481239647080516
19961227,9.49253120408415
19961228,9.49253120408415
19961229,9.49253120408415
19961230,9.423231798729452
19961231,10.130713667770266
19970101,10.140090337151307
19970102,10.122487705156576
19970103,9.43122740794689
19970104,9.43122740794689
19970105,9.43122740794689
19970106,9.694242086974613
19970107,9.374262415349584
19970108,10.092208968550766
19970109,10.0646866087794
19970110,10.735701207723695
19970111,10.735701207723695
19970112,10.735701207723695
19970113,10.488455012757958
19970114,10.774988049128188
19970115,10.790979017288636
19970116,10.735269405080716
19970117,10.415340091924426
19970118,10.415340091924426
19970119,10.415340091924426
19970120,10.36583068710223
19970121,10.430078214662506
19970122,10.93126149025026
19970123,10.855374777580783
19970124,10.678678795759751
19970125,10.678678795759751
19970126,10.678678795759751
19970127,8.14627084705318
19970128,8.135839744923066
19970129,8.53789797403366
19970130,8.591069481342581
19970131,8.553639788347484
19970201,8.561840253870015
19970202,8.561840253870015
19970203,8.57440170144412
19970204,8.597864828959862
19970205,13.425677523029591
19970206,13.3884165951549
19970207,12.078506398967132
19970208,12.078506398967132
19970209,12.078506398967132
19970210,11.590018834887928
19970211,11.665485364457536
19970212,12.598003398115207
19970213,12.301213474042239
19970214,12.354931477311768
19970215,12.354931477311768
19970216,12.354931477311768
19970217,12.354931477311768
19970218,12.555669426959902
19970219,12.508052188370806
19970220,12.511872805400676
19970221,12.400719240905005
19970222,12.400719240905005
19970223,12.400719240905005
19970224,12.960329254958818
19970225,12.548832150636697
19970226,12.604871200260634
19970227,12.506458330892837
19970228,12.560707410991775
19970301,12.573112691326573
19970302,12.573112691326573
19970303,12.56652599827292
19970304,13.104143429104532
19970305,13.165834503488433
19970306,13.188421701290585
19970307,12.848346466814556
19970308,12.848346466814556
19970309,12.848346466814556
19970310,13.287541615690417
19970311,12.568297865499689
19970312,12.526255711346916
19970313,13.253802843307124
19970314,11.765480349034197
19970315,11.765480349034197
19970316,11.765480349034197
19970317,12.218244602187978
19970318,12.00040661346298
19970319,11.982737457028714
19970320,13.7258995581018
19970321,12.87041545268602
19970322,12.87041545268602
19970323,12.87041545268602
19970324,13.408923065394196
19970325,13.441461753183905
19970326,13.423035695173512
19970327,13.254837321621407
19970328,13.254837321621407
19970329,13.254837321621407
19970330,13.254837321621407
19970331,13.070813709297532
19970401,13.779235930908905
19970402,13.619671791425493
19970403,12.937195451479509
19970404,13.02824346584456
19970405,13.02824346584456
19970406,13.02824346584456
19970407,13.07506876243384
19970408,13.317056964560743
19970409,13.280004732299007
19970410,13.380164484643842
19970411,14.000855339691974
19970412,14.000855339691974
19970413,14.000855339691974
19970414,13.994551195298744
19970415,14.06684991781498
19970416,14.147463645732849
19970417,14.199657987948047
19970418,15.079412640681774
19970419,15.079412640681774
19970420,15.079412640681774
19970421,14.947199864218259
19970422,14.956864989916392
19970423,14.861167443863009
19970424,14.857467184072569
19970425,14.718286325821168
19970426,14.718286325821168
19970427,14.718286325821168
19970428,14.807253855453945
19970429,14.6902104615809
19970430,14.75194478761824
19970501,14.967404144475069
19970502,15.399536330383315
19970503,15.399536330383315
19970504,15.399536330383315
19970505,15.721606162758599
19970506,15.72516458200432
19970507,15.696714665496021
19970508,15.63217122108772
19970509,15.719724217313315
19970510,15.719724217313315
19970511,15.719724217313315
19970512,15.785250968424677
19970513,15.610247352717817
19970514,15.091896214462253
19970515,15.188002060704697
19970516,15.003170516875615
19970517,15.003170516875615
19970518,15.003170516875615
19970519,15.04632443450656
19970520,15.112425063881886
19970521,15.100732799389858
19970522,14.268246633568948
19970523,15.196078298210242
19970524,15.196078298210242
19970525,15.196078298210242
19970526,15.196078298210242
19970527,14.764102399175174
19970528,15.389677664932927
19970529,15.433496292609366
19970530,15.42438031444089
19970531,15.42438031444089
19970601,15.441178132796153
19970602,15.444611839988438
19970603,15.457260592664396
19970604,14.717273886529851
19970605,14.661139981103236
19970606,14.968126087474964
19970607,14.968126087474964
19970608,14.968126087474964
19970609,15.020783078494325
19970610,15.708276431478838
19970611,15.80085455471854
19970612,16.0534730298846
19970613,16.251700154385453
19970614,16.251700154385453
19970615,16.251700154385453
19970616,15.847504365743783
19970617,15.854418969461845
19970618,15.850509201143145
19970619,15.988607989947406
19970620,15.827634198946718
19970621,15.827634198946718
19970622,15.827634198946718
19970623,16.25883554319893
19970624,16.529272957916994
19970625,16.4289063584835
19970626,16.486375838006484
19970627,15.984048157057321
19970628,15.984048157057321
19970629,15.984048157057321
19970630,15.902530538814558
19970701,15.91678430647523
19970702,16.750529979948052
19970703,16.995505195860837
19970704,16.995505195860837
19970705,16.995505195860837
19970706,16.995505195860837
19970707,16.764420037394896
19970708,16.99624171551886
19970709,17.323513431794307
19970710,17.410360735178532
19970711,17.723067860117126
19970712,17.723067860117126
19970713,17.723067860117126
19970714,17.85421241785545
19970715,18.16111008013844
19970716,18.430925944921547
19970717,17.958155069489656
19970718,17.429685655888026
19970719,17.429685655888026
19970720,17.429685655888026
19970721,17.440368313486108
19970722,17.989517010425974
19970723,18.225289573288293
19970724,18.284429311357115
19970725,18.72136366302428
19970726,18.72136366302428
19970727,18.72136366302428
19970728,18.05496940722127
19970729,17.794471061850363
19970730,18.306096339755143
19970731,17.61955618877503
19970801,16.286508347690372
19970802,16.286508347690372
19970803,16.286508347690372
19970804,14.938085746633025
19970805,15.040638380278597
19970806,15.118102472690996
19970807,14.96487562556819
19970808,16.0323930721271
19970809,16.0323930721271
19970810,16.0323930721271
19970811,15.226739452901668
19970812,15.011184313342355
19970813,15.064449792327352
19970814,15.067494211125412
19970815,15.683605219558151
19970816,15.683605219558151
19970817,15.683605219558151
19970818,15.791517896308044
19970819,15.99283112126808
19970820,16.22364200376037
19970821,16.00179002410295
19970822,15.839066462919003
19970823,15.839066462919003
19970824,15.839066462919003
19970825,16.668128110968702
19970826,15.243212760026767
19970827,14.379199006087084
19970828,12.008810278266669
19970829,12.43860059995991
