Date,Daesung Private Equity Inc
20010820,28.209493757718036
20010821,26.752589619770557
20010822,27.07390383411842
20010823,29.354787115303026
20010824,29.005151748390478
20010825,29.005151748390478
20010826,29.005151748390478
20010827,27.183759361357417
20010828,27.77807220260136
20010829,29.934864181560748
20010830,30.41204734079716
20010831,39.045905825043334
20010901,39.045905825043334
20010902,39.045905825043334
20010903,48.18725039125123
20010904,41.235004269296134
20010905,39.94195680048178
20010906,39.118498301106854
20010907,37.86606542826265
20010908,37.86606542826265
20010909,37.86606542826265
20010910,41.353661771579674
20010911,42.43548898503494
20010912,55.94005702608465
20010913,56.36554810064567
20010914,72.4152513855473
20010915,72.4152513855473
20010916,72.4152513855473
20010917,84.76605516383195
20010918,66.54147700993556
20010919,53.29539545831229
20010920,48.62660958520959
20010921,58.16843096669267
20010922,58.16843096669267
20010923,58.16843096669267
20010924,58.4755410209924
20010925,66.13647025890229
20010926,69.12176751998415
20010927,64.97250545470173
20010928,70.9693453572444
20010929,70.9693453572444
20010930,70.9693453572444
20011001,70.9693453572444
20011002,70.9693453572444
20011003,70.9693453572444
20011004,63.23675093949092
20011005,69.55870762691677
20011006,69.55870762691677
20011007,69.55870762691677
20011008,69.59740684503289
20011009,64.43101951103915
20011010,62.669517546096245
20011011,54.83069574240197
20011012,57.748558428350194
20011013,57.748558428350194
20011014,57.748558428350194
20011015,58.02966820882192
20011016,58.13433604548076
20011017,53.540512625014266
20011018,55.911171479405006
20011019,55.84653162690715
20011020,55.84653162690715
20011021,55.84653162690715
20011022,46.900272778334084
20011023,51.46401080248989
20011024,51.012103178716494
20011025,50.825364179654656
20011026,44.873425106140886
20011027,44.873425106140886
20011028,44.873425106140886
20011029,46.150780170353904
20011030,50.62003169567923
20011031,50.01429484599159
20011101,48.348091562347506
20011102,48.378168694510286
20011103,48.378168694510286
20011104,48.378168694510286
20011105,45.1767659012082
20011106,45.59425854018698
20011107,37.761594095281836
20011108,35.60592366195001
20011109,35.14159477757747
20011110,35.14159477757747
20011111,35.14159477757747
20011112,37.00953149964822
20011113,5.918151796318382
20011114,5.774166769526923
20011115,6.142030194833662
20011116,6.1285970721366665
20011117,6.1285970721366665
20011118,6.1285970721366665
20011119,6.05644240400395
20011120,6.37945918759551
20011121,6.567538740172992
20011122,6.006880407158914
20011123,5.865730620420552
20011124,5.865730620420552
20011125,5.865730620420552
20011126,5.475269213081228
20011127,5.919896987420217
20011128,6.533837171806569
20011129,6.723444717384041
20011130,6.479639311436614
20011201,6.479639311436614
20011202,6.479639311436614
20011203,6.90079767592644
20011204,6.755939900254312
20011205,6.713041138381581
20011206,6.649088493267126
20011207,6.773798129769642
20011208,6.773798129769642
20011209,6.773798129769642
20011210,7.091911129341919
20011211,7.380099344076607
20011212,7.1681773153115955
20011213,6.924512821187362
20011214,7.124424651610653
20011215,7.124424651610653
20011216,7.124424651610653
20011217,7.474037771107841
20011218,7.954535873100138
20011219,8.185788965336458
20011220,8.225009953945783
20011221,8.718186693734989
20011222,8.718186693734989
20011223,8.718186693734989
20011224,8.720939507026488
20011225,8.720939507026488
20011226,8.921453055833604
20011227,8.952260135338857
20011228,8.08226705192494
20011229,8.08226705192494
20011230,8.08226705192494
20011231,8.08226705192494
20020101,8.08226705192494
20020102,7.410600225342982
20020103,7.602977190936814
20020104,7.596016910601193
20020105,7.596016910601193
20020106,7.596016910601193
20020107,7.974946905795388
20020108,7.933220838802738
20020109,8.052338253245175
20020110,8.013545402458297
20020111,6.855852318601945
20020112,6.855852318601945
20020113,6.855852318601945
20020114,7.614618864853227
20020115,7.567658927154941
20020116,7.562081709135831
20020117,7.748957527652953
20020118,8.294306928759699
20020119,8.294306928759699
20020120,8.294306928759699
20020121,7.9878154878560625
20020122,8.464406247599225
20020123,8.374235821228663
20020124,8.08238943398426
20020125,7.144681624531055
20020126,7.144681624531055
20020127,7.144681624531055
20020128,5.871362616225034
20020129,6.698377860590644
20020130,7.346428574127272
20020131,6.421871456723839
20020201,6.826771290409768
20020202,6.826771290409768
20020203,6.826771290409768
20020204,6.71502122216387
20020205,6.773366345350324
20020206,7.330818170213776
20020207,7.680428078806296
20020208,6.162662788419259
20020209,6.162662788419259
20020210,6.162662788419259
20020211,6.162662788419259
20020212,6.162662788419259
20020213,6.162662788419259
20020214,5.740906760217455
20020215,5.500536522202728
20020216,5.500536522202728
20020217,5.500536522202728
20020218,5.477834272496429
20020219,5.489687541024256
20020220,5.764796184228071
20020221,5.93216421107514
20020222,5.946633667315373
20020223,5.946633667315373
20020224,5.946633667315373
20020225,5.9179059719394935
20020226,5.709584093514053
20020227,5.632243042217778
20020228,5.0074441666523875
20020301,5.0074441666523875
20020302,5.0074441666523875
20020303,5.0074441666523875
20020304,4.65568058868173
20020305,4.741933167166158
20020306,4.781041648598996
20020307,4.563109458595181
20020308,4.266992431404151
20020309,4.266992431404151
20020310,4.266992431404151
20020311,4.223346728239103
20020312,4.424976295225492
20020313,4.479364269688374
20020314,4.579515088148604
20020315,4.314582048006115
20020316,4.314582048006115
20020317,4.314582048006115
20020318,4.156345169147077
20020319,4.177311288275864
20020320,3.8583043580124006
20020321,3.847292193674028
20020322,3.6070882260053008
20020323,3.6070882260053008
20020324,3.6070882260053008
20020325,3.7486029198326842
20020326,4.030539546458263
20020327,4.009579834892736
20020328,4.2333919626089305
20020329,4.300303138625511
20020330,4.300303138625511
20020331,4.300303138625511
20020401,4.615102859918324
20020402,4.587873525735955
20020403,4.258738782095734
20020404,4.3513263275857925
20020405,4.3513263275857925
20020406,4.3513263275857925
20020407,4.3513263275857925
20020408,4.154666065334802
20020409,4.166565774224446
20020410,4.409879066929467
20020411,4.2702308304216166
20020412,4.113630737673972
20020413,4.113630737673972
20020414,4.113630737673972
20020415,3.8793841165794336
20020416,3.6557709301022583
20020417,3.4129769342791394
20020418,3.5634202561621633
20020419,3.32879623067878
20020420,3.32879623067878
20020421,3.32879623067878
20020422,3.233222187644995
20020423,3.6630342409714323
20020424,4.071913942512673
20020425,4.40638995335784
20020426,4.3258190589163075
20020427,4.3258190589163075
20020428,4.3258190589163075
20020429,4.6610436833910756
20020430,4.063050141071199
20020501,4.063050141071199
20020502,3.3718750258448478
20020503,3.704734977716493
20020504,3.704734977716493
20020505,3.704734977716493
20020506,3.607363561842638
20020507,3.607901805837546
20020508,3.7370390717304667
20020509,3.4604708987869284
20020510,3.3645557996092705
20020511,3.3645557996092705
20020512,3.3645557996092705
20020513,3.4226560143129947
20020514,3.27072132825104
20020515,3.3416688627440325
20020516,3.512116482834711
20020517,3.3988107828094156
20020518,3.3988107828094156
20020519,3.3988107828094156
20020520,3.376605933265713
20020521,3.5466122979829704
20020522,3.3013255272600905
20020523,3.6575270317804716
20020524,3.5738548313776195
20020525,3.5738548313776195
20020526,3.5738548313776195
20020527,3.4846579574794503
20020528,3.500955212324251
20020529,3.596938869664485
20020530,3.2405324713095753
20020531,3.400245515236111
20020601,3.400245515236111
20020602,3.400245515236111
20020603,3.7288472005191986
20020604,3.6888504094850534
20020605,4.078933840816349
20020606,4.078933840816349
20020607,4.47292462540351
20020608,4.47292462540351
20020609,4.47292462540351
20020610,4.673639327951802
20020611,4.15436729892726
20020612,4.286913399435076
20020613,4.286913399435076
20020614,4.372160064858112
20020615,4.372160064858112
20020616,4.372160064858112
20020617,4.469445952942923
20020618,4.376020049803637
20020619,4.808032755801033
20020620,4.884238655079066
20020621,4.764298838946615
20020622,4.764298838946615
20020623,4.764298838946615
20020624,5.212892010118703
20020625,4.797416151046144
20020626,5.3707112710878455
20020627,15.819321161050118
20020628,14.658517712207649
20020629,14.658517712207649
20020630,14.658517712207649
20020701,14.658517712207649
20020702,16.493705223019166
20020703,15.130695418903164
20020704,15.347900650800122
20020705,14.580217800048127
20020706,14.580217800048127
20020707,14.580217800048127
20020708,14.448460797737557
20020709,14.541322692179543
20020710,13.633321090491552
20020711,14.709760591918274
20020712,14.814013625296058
20020713,14.814013625296058
20020714,14.814013625296058
20020715,15.626520982664264
20020716,15.953616205289713
20020717,15.953616205289713
20020718,16.11744765762616
20020719,16.64527333638988
20020720,16.64527333638988
20020721,16.64527333638988
20020722,18.285601741888875
20020723,17.748907244920517
20020724,18.94952398292839
20020725,18.41601059001508
20020726,20.050705563167792
20020727,20.050705563167792
20020728,20.050705563167792
20020729,21.198301626012636
20020730,20.157365569637406
20020731,19.51880387103823
20020801,20.367107993491278
20020802,20.691579618081363
20020803,20.691579618081363
20020804,20.691579618081363
20020805,22.18145584708597
20020806,21.859628007520868
20020807,21.128964251662154
20020808,20.659796686391093
20020809,20.28724029438207
20020810,20.28724029438207
20020811,20.28724029438207
20020812,21.044690090933653
20020813,20.45582197038179
20020814,20.762749433396255
20020815,20.762749433396255
20020816,21.040913112336796
20020817,21.040913112336796
20020818,21.040913112336796
20020819,21.40784489399944
20020820,21.100216543418266
20020821,20.97115900827576
20020822,20.149450236623
20020823,19.915339994837122
20020824,19.915339994837122
20020825,19.915339994837122
20020826,21.31471831797539
20020827,21.51948957548198
20020828,21.540417251010727
20020829,22.14236512518536
20020830,18.51756038088361
20020831,18.51756038088361
20020901,18.51756038088361
20020902,19.28690483501403
20020903,19.455139968077486
20020904,19.965634958017336
20020905,20.398518958467093
20020906,20.909540553404522
20020907,20.909540553404522
20020908,20.909540553404522
20020909,22.21369439915448
20020910,21.348678844772714
20020911,20.851096320035435
20020912,21.44457212300374
20020913,21.615008316666508
20020914,21.615008316666508
20020915,21.615008316666508
20020916,22.231411143474382
20020917,22.244092065169863
20020918,22.433552595247686
20020919,22.503857660206503
20020920,22.503857660206503
20020921,22.503857660206503
20020922,22.503857660206503
20020923,23.343179712648848
20020924,24.36523417761446
20020925,27.55396439884612
20020926,28.540185614782633
20020927,28.609188882425176
20020928,28.609188882425176
20020929,28.609188882425176
20020930,23.960119669637578
20021001,26.653061753503245
20021002,25.838634644626566
20021003,25.838634644626566
20021004,26.23027013492061
20021005,26.23027013492061
20021006,26.23027013492061
20021007,27.24844923983685
20021008,27.201680036405186
20021009,28.85667365322275
20021010,32.34293853017445
20021011,32.895040644638314
20021012,32.895040644638314
20021013,32.895040644638314
20021014,32.46662426964555
20021015,30.15456986604581
20021016,31.924595569769167
20021017,31.837806544931983
20021018,29.25928577505873
20021019,29.25928577505873
20021020,29.25928577505873
20021021,30.064040855882652
20021022,30.412778711761515
20021023,28.736858034106273
20021024,32.318201618954376
20021025,31.361892223005913
20021026,31.361892223005913
20021027,31.361892223005913
20021028,31.083442775662178
20021029,29.22962050022072
20021030,30.681676916975512
20021031,31.717817018063204
20021101,32.018356823509095
20021102,32.018356823509095
20021103,32.018356823509095
20021104,30.18158164745867
20021105,31.532137471414167
20021106,30.30138440315717
20021107,30.042219612257504
20021108,29.759928993775986
20021109,29.759928993775986
20021110,29.759928993775986
20021111,32.164913239579626
20021112,33.608258953142744
20021113,32.30514581927011
20021114,32.72665017025034
20021115,32.078982794082684
20021116,32.078982794082684
20021117,32.078982794082684
20021118,31.05911919783823
20021119,27.938854494918576
20021120,27.735185295848936
20021121,28.243755790625787
20021122,28.154345137869036
20021123,28.154345137869036
20021124,28.154345137869036
20021125,27.2587075055865
20021126,27.533691306664718
20021127,26.360246456329826
20021128,25.68098580966205
20021129,22.42692195988215
20021130,22.42692195988215
20021201,22.42692195988215
20021202,21.48988349864415
20021203,21.424166588543372
20021204,21.999005380068997
20021205,22.348742000530414
20021206,21.393437412899825
20021207,21.393437412899825
20021208,21.393437412899825
20021209,21.989418177723323
20021210,22.55353772110993
20021211,21.595072857345084
20021212,22.92916083272722
20021213,22.770866019490057
20021214,22.770866019490057
20021215,22.770866019490057
20021216,23.612389851015227
20021217,22.900891590862436
20021218,23.169514633949138
20021219,23.169514633949138
20021220,24.251736664797605
20021221,24.251736664797605
20021222,24.251736664797605
20021223,26.147561467844447
20021224,27.476639519076425
20021225,27.476639519076425
20021226,28.583093752077396
20021227,27.62031271113333
20021228,27.62031271113333
20021229,27.62031271113333
20021230,27.31236513529115
20021231,27.31236513529115
20030101,27.31236513529115
20030102,26.140319275978502
20030103,25.799546566977956
20030104,25.799546566977956
20030105,25.799546566977956
20030106,26.494214288535183
20030107,25.685234516618046
20030108,24.170142806078356
20030109,25.253816255672014
20030110,27.110635732873288
20030111,27.110635732873288
20030112,27.110635732873288
20030113,25.40462826221016
20030114,25.145064638010744
20030115,24.76483080266231
20030116,23.628449210012842
20030117,24.682165714572985
20030118,24.682165714572985
20030119,24.682165714572985
20030120,23.56481350280437
20030121,23.57541784847268
20030122,24.628057790649923
20030123,23.703079745786777
20030124,23.098861377413925
20030125,23.098861377413925
20030126,23.098861377413925
20030127,23.392279675009032
20030128,22.584875412519633
20030129,23.504982644903066
20030130,17.227707584666202
20030131,17.227707584666202
20030201,17.227707584666202
20030202,17.227707584666202
20030203,17.510399754671027
20030204,17.270432347884118
20030205,18.809815580747532
20030206,18.8178158417102
20030207,19.72205727928071
20030208,19.72205727928071
20030209,19.72205727928071
20030210,18.98192391807277
20030211,19.16493529220864
20030212,18.79643518626283
20030213,18.802736565328633
20030214,17.503335784652837
20030215,17.503335784652837
20030216,17.503335784652837
20030217,17.49978800044077
20030218,18.095862149222746
20030219,17.770086711723916
20030220,17.488155756600225
20030221,17.56120706914851
20030222,17.56120706914851
20030223,17.56120706914851
20030224,17.22014763686289
20030225,17.302179556888227
20030226,17.994566706886495
20030227,17.40231335166276
20030228,16.254475652111715
20030301,16.254475652111715
20030302,16.254475652111715
20030303,16.70218565462035
20030304,15.988558599732377
20030305,17.05493538536906
20030306,17.844340669062934
20030307,18.029377374452565
20030308,18.029377374452565
20030309,18.029377374452565
20030310,18.909024118144405
20030311,18.88947625026363
20030312,20.244860373022647
20030313,21.66915628937058
20030314,21.38634533210098
20030315,21.38634533210098
20030316,21.38634533210098
20030317,24.90382253865974
20030318,25.63174295029666
20030319,24.121062877502276
20030320,23.123729260940863
20030321,22.884420414144916
20030322,22.884420414144916
20030323,22.884420414144916
20030324,22.633266280075052
20030325,21.689037367686705
20030326,22.341327202753167
20030327,24.634270792895435
20030328,26.242248946800277
20030329,26.242248946800277
20030330,26.242248946800277
20030331,22.799658829664047
20030401,21.58736210805509
20030402,22.550156498949047
20030403,22.267783310434456
20030404,22.02666286570021
20030405,22.02666286570021
20030406,22.02666286570021
20030407,21.19317738987099
20030408,22.06973158860313
20030409,20.969128678130442
20030410,19.295766106270804
20030411,21.153403854226724
20030412,21.153403854226724
20030413,21.153403854226724
20030414,19.625207224364082
20030415,19.29084171579131
20030416,17.11395527268136
20030417,16.2222406480742
20030418,14.584947289221734
20030419,14.584947289221734
20030420,14.584947289221734
20030421,15.08237314657591
20030422,16.83793615149587
20030423,16.878304046184294
20030424,16.816437320793842
20030425,19.88715804794377
20030426,19.88715804794377
20030427,19.88715804794377
20030428,21.40111604398676
20030429,18.617262879864445
20030430,15.14270204534994
20030501,15.14270204534994
20030502,14.965391919004867
20030503,14.965391919004867
20030504,14.965391919004867
20030505,14.965391919004867
20030506,14.386360823750108
20030507,14.068967482979776
20030508,14.068967482979776
20030509,13.897160117576174
20030510,13.897160117576174
20030511,13.897160117576174
20030512,12.686287906634595
20030513,12.10850944664855
20030514,10.913442060164183
20030515,10.296557050545019
20030516,9.327828114108053
20030517,9.327828114108053
20030518,9.327828114108053
20030519,9.639374214054438
20030520,10.070650088019608
20030521,9.418380152229792
20030522,8.570214441147185
20030523,9.216808102108471
20030524,9.216808102108471
20030525,9.216808102108471
20030526,7.614999639323227
20030527,7.517466953976764
20030528,6.197445511900041
20030529,5.844620323004389
20030530,5.270357981900202
20030531,5.270357981900202
20030601,5.270357981900202
20030602,4.046645004420548
20030603,4.715166365716134
20030604,4.813149922064384
20030605,5.406095026026333
20030606,5.406095026026333
20030607,5.406095026026333
20030608,5.406095026026333
20030609,5.757319034723844
20030610,5.520369314305335
20030611,5.533971110286419
20030612,5.486891179701905
20030613,5.718171017527222
20030614,5.718171017527222
20030615,5.718171017527222
20030616,5.66396906767848
20030617,6.590857995989393
20030618,6.004163657982922
20030619,6.234006848105586
20030620,5.964178723999638
20030621,5.964178723999638
20030622,5.964178723999638
20030623,6.032130577256561
20030624,6.027517090340095
20030625,5.476373615454015
20030626,5.385758966650865
20030627,5.483190914096891
20030628,5.483190914096891
20030629,5.483190914096891
20030630,5.728129323743418
20030701,5.970846946195412
20030702,5.590460145880818
20030703,5.560699150147177
20030704,6.097866878226228
20030705,6.097866878226228
20030706,6.097866878226228
20030707,4.8405513798479936
20030708,4.8300464623083075
20030709,4.282671110441845
20030710,4.271467996928323
20030711,4.577714434286607
20030712,4.577714434286607
20030713,4.577714434286607
20030714,5.092910339208529
20030715,4.708481850412947
20030716,4.505137822564953
20030717,4.505137822564953
20030718,4.5909592123834555
20030719,4.5909592123834555
20030720,4.5909592123834555
20030721,3.583587680670051
20030722,3.936977757753641
20030723,4.167703802764751
20030724,4.820966773957609
20030725,5.257546411594786
20030726,5.257546411594786
20030727,5.257546411594786
20030728,5.14256149672285
20030729,5.483959298334819
20030730,5.447743758838354
20030731,6.046551424436362
20030801,6.006692081440862
20030802,6.006692081440862
20030803,6.006692081440862
20030804,6.6621069938071535
20030805,6.86589992419202
20030806,7.905673950897398
20030807,6.274187847278976
20030808,6.269065207527015
20030809,6.269065207527015
20030810,6.269065207527015
20030811,6.735481830543413
20030812,7.204333077650338
20030813,2.9335833205937605
20030814,2.718313923468769
20030815,2.718313923468769
20030816,2.718313923468769
20030817,2.718313923468769
20030818,2.4779225513430876
20030819,2.513636633150487
20030820,2.7381367694143015
20030821,2.5507847565102053
20030822,2.8387932334358976
20030823,2.8387932334358976
20030824,2.8387932334358976
20030825,2.64632357960959
20030826,2.758521074779839
20030827,2.830359282426832
20030828,2.9808774199820176
20030829,3.1865392530933163
20030830,3.1865392530933163
20030831,3.1865392530933163
20030901,3.470331896312762
20030902,3.3347596555562076
20030903,3.253171667353568
20030904,3.3333350887606468
20030905,3.653657663129835
20030906,3.653657663129835
20030907,3.653657663129835
20030908,3.500566425656249
20030909,3.4817912226484036
20030910,3.4817912226484036
20030911,3.4817912226484036
20030912,3.4817912226484036
20030913,3.4817912226484036
20030914,3.4817912226484036
20030915,3.6018877003528287
20030916,3.48761705206214
20030917,3.5105257617992964
20030918,3.3290173093170807
20030919,3.331627794162402
20030920,3.331627794162402
20030921,3.331627794162402
20030922,3.3708559156826183
20030923,3.480056887065634
20030924,3.169871346270252
20030925,3.0241401775990697
20030926,3.1684236067917197
20030927,3.1684236067917197
20030928,3.1684236067917197
20030929,2.8944819384465754
20030930,2.9838879116502564
