Date,Daesung Private Equity Inc
20000731,24.015776430358944
20000801,20.708101716925437
20000802,20.611770157676776
20000803,16.212959229164035
20000804,15.164398418977477
20000805,15.164398418977477
20000806,15.164398418977477
20000807,18.141502708474892
20000808,18.501586003198284
20000809,18.45276706638392
20000810,18.904131523363297
20000811,19.830772111841906
20000812,19.830772111841906
20000813,19.830772111841906
20000814,20.080743895126222
20000815,20.080743895126222
20000816,18.30119282343607
20000817,18.706798359285973
20000818,20.303577467807294
20000819,20.303577467807294
20000820,20.303577467807294
20000821,21.03971755999596
20000822,20.955393524760133
20000823,23.35878128873959
20000824,21.56627891141897
20000825,21.71848500717813
20000826,21.71848500717813
20000827,21.71848500717813
20000828,19.46193046345853
20000829,21.037855819415828
20000830,21.023416669688604
20000831,22.072833742319492
20000901,19.51376215221991
20000902,19.51376215221991
20000903,19.51376215221991
20000904,21.774215521941624
20000905,21.109734868259146
20000906,21.175212447164053
20000907,21.39662336219562
20000908,20.780117036179647
20000909,20.780117036179647
20000910,20.780117036179647
20000911,20.780117036179647
20000912,20.780117036179647
20000913,20.780117036179647
20000914,22.083512015048527
20000915,22.952422584692606
20000916,22.952422584692606
20000917,22.952422584692606
20000918,30.066639872552855
20000919,32.01053460620121
20000920,29.50698411733508
20000921,32.92415482761522
20000922,36.97107132682733
20000923,36.97107132682733
20000924,36.97107132682733
20000925,34.042813360488836
20000926,33.783359016460494
20000927,30.161700987263778
20000928,30.984412082787905
20000929,30.908899381280236
20000930,30.908899381280236
20001001,30.908899381280236
20001002,32.300970417091705
20001003,32.300970417091705
20001004,31.164501600174063
20001005,28.90749613943801
20001006,29.426629318409677
20001007,29.426629318409677
20001008,29.426629318409677
20001009,30.717198524708927
20001010,30.800881264706238
20001011,33.3383203822799
20001012,34.92500551023428
20001013,37.585074771221
20001014,37.585074771221
20001015,37.585074771221
20001016,35.940130219329575
20001017,37.8770130970161
20001018,37.86971248824368
20001019,37.90546438278072
20001020,37.107599730337746
20001021,37.107599730337746
20001022,37.107599730337746
20001023,39.3268077645884
20001024,40.355187568764826
20001025,40.11453673073135
20001026,43.47253731538607
20001027,43.90704657796522
20001028,43.90704657796522
20001029,43.90704657796522
20001030,45.808200567875105
20001031,45.48891178849524
20001101,36.42417625941703
20001102,33.83825290511448
20001103,27.429513832007288
20001104,27.429513832007288
20001105,27.429513832007288
20001106,22.24805908263815
20001107,27.6827304729274
20001108,31.492339623901223
20001109,26.626299223158714
20001110,28.25342136486486
20001111,28.25342136486486
20001112,28.25342136486486
20001113,29.47403088509628
20001114,29.332079331964035
20001115,25.85735347491789
20001116,26.80933329677053
20001117,27.689792042443187
20001118,27.689792042443187
20001119,27.689792042443187
20001120,27.371872534453008
20001121,28.320357745795288
20001122,29.809626730653935
20001123,31.30313688996627
20001124,28.567647252413252
20001125,28.567647252413252
20001126,28.567647252413252
20001127,23.070374832415325
20001128,28.09038377338892
20001129,29.35445952066221
20001130,37.3357262339694
20001201,38.33630137645021
20001202,38.33630137645021
20001203,38.33630137645021
20001204,39.63345724879029
20001205,37.63403190587077
20001206,38.006989784188924
20001207,40.12682765163745
20001208,39.89922230980577
20001209,39.89922230980577
20001210,39.89922230980577
20001211,39.98852359470305
20001212,38.8793157737518
20001213,39.75885363277385
20001214,39.961288190699726
20001215,43.118835591276735
20001216,43.118835591276735
20001217,43.118835591276735
20001218,43.045590216925135
20001219,46.190457987113795
20001220,55.991161313786556
20001221,66.05795661295696
20001222,64.49101274692191
20001223,64.49101274692191
20001224,64.49101274692191
20001225,64.49101274692191
20001226,55.34453347226071
20001227,55.34453347226071
20001228,55.34453347226071
20001229,55.34453347226071
20001230,55.34453347226071
20001231,55.34453347226071
20010101,55.34453347226071
20010102,46.774228548063576
20010103,43.0524648652625
20010104,40.77595589724814
20010105,43.87198779503352
20010106,43.87198779503352
20010107,43.87198779503352
20010108,40.81216786852435
20010109,39.05488567974303
20010110,42.4483010253402
20010111,38.14660009765108
20010112,38.1478118225582
20010113,38.1478118225582
20010114,38.1478118225582
20010115,34.007934732789806
20010116,36.354761403571246
20010117,37.67757303260321
20010118,37.825420281843456
20010119,36.473388619330656
20010120,36.473388619330656
20010121,36.473388619330656
20010122,35.93662429554051
20010123,35.93662429554051
20010124,35.93662429554051
20010125,35.93662429554051
20010126,35.23393088999462
20010127,35.23393088999462
20010128,35.23393088999462
20010129,34.814571017388886
20010130,29.34283212267231
20010131,24.82875842311308
20010201,20.621249783682057
20010202,16.847289011744294
20010203,16.847289011744294
20010204,16.847289011744294
20010205,14.209985526384848
20010206,16.45763474562048
20010207,13.713258753646132
20010208,13.811341385193403
20010209,13.888923901170644
20010210,13.888923901170644
20010211,13.888923901170644
20010212,13.679475446189942
20010213,14.762575814972143
20010214,11.999250199791524
20010215,9.807752393646311
20010216,8.042221969322858
20010217,8.042221969322858
20010218,8.042221969322858
20010219,6.657596684543901
20010220,7.460303503800945
20010221,8.209412133302447
20010222,9.63110426404818
20010223,9.535624702905622
20010224,9.535624702905622
20010225,9.535624702905622
20010226,7.875053206309391
20010227,8.799371543101964
20010228,12.749986963766775
20010301,12.749986963766775
20010302,14.77692745456677
20010303,14.77692745456677
20010304,14.77692745456677
20010305,16.063630196637178
20010306,16.24231945914131
20010307,16.318038346773395
20010308,15.72376140184873
20010309,16.49884309195875
20010310,16.49884309195875
20010311,16.49884309195875
20010312,16.922323769689864
20010313,17.287482353493292
20010314,15.144888862110468
20010315,15.848891177521539
20010316,16.62262989237169
20010317,16.62262989237169
20010318,16.62262989237169
20010319,17.797430796290765
20010320,17.816750594036815
20010321,19.192356708701993
20010322,20.811008401294295
20010323,18.961077316635254
20010324,18.961077316635254
20010325,18.961077316635254
20010326,17.97491105915579
20010327,19.597620816868364
20010328,19.532412823180355
20010329,20.918747060573654
20010330,23.250904197660685
20010331,23.250904197660685
20010401,23.250904197660685
20010402,25.60179326088065
20010403,31.076563888924632
20010404,37.41448544468108
20010405,37.41448544468108
20010406,30.931386929702928
20010407,30.931386929702928
20010408,30.931386929702928
20010409,25.93655789316559
20010410,21.75956133874117
20010411,22.38346187222601
20010412,22.024324185467933
20010413,21.76809973759206
20010414,21.76809973759206
20010415,21.76809973759206
20010416,18.394590424337192
20010417,18.52401147887805
20010418,17.782465562109252
20010419,17.488834467290992
20010420,17.117714628847875
20010421,17.117714628847875
20010422,17.117714628847875
20010423,17.035262070285174
20010424,18.730080630542687
20010425,15.642053597986104
20010426,14.637454678062984
20010427,14.56547954943244
20010428,14.56547954943244
20010429,14.56547954943244
20010430,14.657333931379005
20010501,14.657333931379005
20010502,15.449594810373284
20010503,16.2370444960094
20010504,15.91168935678455
20010505,15.91168935678455
20010506,15.91168935678455
20010507,16.131764098313145
20010508,16.841667868728763
20010509,15.040459801190465
20010510,15.910951318732103
20010511,15.045950058189865
20010512,15.045950058189865
20010513,15.045950058189865
20010514,14.390075537502396
20010515,13.937103721789114
20010516,14.149483738860793
20010517,12.894487540635824
20010518,13.218024190611446
20010519,13.218024190611446
20010520,13.218024190611446
20010521,12.619039797400015
20010522,12.293469566881159
20010523,12.91952104391099
20010524,13.552349235114638
20010525,13.703944250181566
20010526,13.703944250181566
20010527,13.703944250181566
20010528,13.687220573785286
20010529,12.083473420249076
20010530,13.448756957571014
20010531,13.810183318868257
20010601,38.08748449604658
20010602,38.08748449604658
20010603,38.08748449604658
20010604,38.704682139667014
20010605,39.40227853981968
20010606,39.40227853981968
20010607,42.30101549044015
20010608,38.70014924845862
20010609,38.70014924845862
20010610,38.70014924845862
20010611,40.87169102035313
20010612,41.660696748748265
20010613,40.170338552347054
20010614,41.40971007116797
20010615,41.67054504187929
20010616,41.67054504187929
20010617,41.67054504187929
20010618,44.2407306830117
20010619,46.43934216657138
20010620,51.258202554249046
20010621,51.63722989507775
20010622,52.08285477512252
20010623,52.08285477512252
20010624,52.08285477512252
20010625,61.572857618994604
20010626,60.354964706540414
20010627,65.52488928707511
20010628,64.28835636894257
20010629,58.17464079164548
20010630,58.17464079164548
20010701,58.17464079164548
20010702,47.43362080703844
20010703,47.3344944540388
20010704,51.47582022405519
20010705,51.67721643164925
20010706,53.90076750756266
20010707,53.90076750756266
20010708,53.90076750756266
20010709,65.1960504504559
20010710,59.46534140182073
20010711,66.11618659495859
20010712,55.56942985857678
20010713,60.91822341566599
20010714,60.91822341566599
20010715,60.91822341566599
20010716,59.98963918248354
20010717,59.98963918248354
20010718,61.53801781569992
20010719,63.948335084465796
20010720,62.59446798744373
20010721,62.59446798744373
20010722,62.59446798744373
20010723,70.14400873033901
20010724,58.12619731809038
20010725,61.102787722101816
20010726,56.703161475004336
20010727,54.18072786729954
20010728,54.18072786729954
20010729,54.18072786729954
20010730,56.74142781525195
20010731,50.04390773612779
20010801,49.6921156490403
20010802,44.11807991813306
20010803,47.278509375731474
20010804,47.278509375731474
20010805,47.278509375731474
20010806,45.80255684051826
20010807,46.65459405724568
20010808,47.34666744741924
20010809,47.85066523669727
20010810,48.32636426724841
20010811,48.32636426724841
20010812,48.32636426724841
20010813,38.08623764986226
20010814,30.887551817727577
20010815,30.887551817727577
20010816,29.165812175724458
20010817,30.577939227612593
20010818,30.577939227612593
20010819,30.577939227612593
