Date,Maruhachi Securities Co Ltd
20061016,47.10014906082478
20061017,43.88665705793357
20061018,42.16984488390427
20061019,44.64424906211302
20061020,44.27140634112097
20061021,44.27140634112097
20061022,44.27140634112097
20061023,45.8515272562023
20061024,43.32054583611573
20061025,43.81684474094824
20061026,43.989247313957044
20061027,37.45297149101638
20061028,37.45297149101638
20061029,37.45297149101638
20061030,40.392717166917635
20061031,38.42805066572331
20061101,40.08411357810966
20061102,40.622592464210854
20061103,40.622592464210854
20061104,40.622592464210854
20061105,40.622592464210854
20061106,41.64409587683227
20061107,41.60169606410511
20061108,45.177392922956486
20061109,45.73324124150394
20061110,46.268750877568856
20061111,46.268750877568856
20061112,46.268750877568856
20061113,50.70626121116143
20061114,53.438579238665824
20061115,50.146557722509236
20061116,52.52975763991606
20061117,53.10169847436451
20061118,53.10169847436451
20061119,53.10169847436451
20061120,61.17252346761347
20061121,59.455018958199865
20061122,61.16009952605772
20061123,61.16009952605772
20061124,62.79186391726576
20061125,62.79186391726576
20061126,62.79186391726576
20061127,56.69773809157097
20061128,57.2292406946359
20061129,56.849804818862815
20061130,57.62693664943966
20061201,55.310353493991926
20061202,55.310353493991926
20061203,55.310353493991926
20061204,56.422976314305416
20061205,56.026105573275416
20061206,56.39727244216621
20061207,60.301247633580736
20061208,61.815477023281865
20061209,61.815477023281865
20061210,61.815477023281865
20061211,61.71661572149732
20061212,61.41400768093765
20061213,57.837758715534896
20061214,57.4783845036433
20061215,57.87781915131171
20061216,57.87781915131171
20061217,57.87781915131171
20061218,58.03910252260351
20061219,59.15232532952519
20061220,57.510170081730564
20061221,60.49902478410232
20061222,61.8399188173227
20061223,61.8399188173227
20061224,61.8399188173227
20061225,62.292501814736696
20061226,64.20998903904405
20061227,63.95144074926056
20061228,64.31214857402715
20061229,61.87784564706972
20061230,61.87784564706972
20061231,61.87784564706972
20070101,61.87784564706972
20070102,61.87784564706972
20070103,61.87784564706972
20070104,61.08170248910286
20070105,65.41870725769672
20070106,65.41870725769672
20070107,65.41870725769672
20070108,65.41870725769672
20070109,70.88336273290054
20070110,70.6499799049302
20070111,70.12513202963966
20070112,69.46714503281862
20070113,69.46714503281862
20070114,69.46714503281862
20070115,68.4770728108413
20070116,70.15341909579631
20070117,63.845249350992724
20070118,61.38447233641347
20070119,59.740602801059815
20070120,59.740602801059815
20070121,59.740602801059815
20070122,54.07701675713052
20070123,53.347178807316446
20070124,53.196021606575236
20070125,50.96629492817673
20070126,53.272239067762705
20070127,53.272239067762705
20070128,53.272239067762705
20070129,54.51234065224516
20070130,54.090182215910865
20070131,38.35717946304231
20070201,39.480377971923936
20070202,38.668645823876425
20070203,38.668645823876425
20070204,38.668645823876425
20070205,38.43602400555804
20070206,39.32353558853829
20070207,39.91433404086045
20070208,41.474286141880526
20070209,39.820533826109006
20070210,39.820533826109006
20070211,39.820533826109006
20070212,39.820533826109006
20070213,38.369787556061524
20070214,37.160431514897745
20070215,36.91510095223569
20070216,37.3011069504609
20070217,37.3011069504609
20070218,37.3011069504609
20070219,37.50378612235089
20070220,37.443932668658356
20070221,38.626377949906626
20070222,31.262577701191102
20070223,31.03739910434773
20070224,31.03739910434773
20070225,31.03739910434773
20070226,30.74064712226692
20070227,30.49314323179039
20070228,30.069557580194562
20070301,24.492908842856497
20070302,24.24574000534131
20070303,24.24574000534131
20070304,24.24574000534131
20070305,28.897611857472253
20070306,28.68482144760699
20070307,28.03330568106065
20070308,27.78140699908869
20070309,28.221915165395203
20070310,28.221915165395203
20070311,28.221915165395203
20070312,27.835011386074488
20070313,27.932080823802295
20070314,30.744610309120482
20070315,31.018794093491017
20070316,31.377756103144392
20070317,31.377756103144392
20070318,31.377756103144392
20070319,34.119026953209996
20070320,33.0958937697254
20070321,33.0958937697254
20070322,30.84476520813385
20070323,30.58722744723427
20070324,30.58722744723427
20070325,30.58722744723427
20070326,29.706827416115313
20070327,31.322523804516987
20070328,32.880187814669696
20070329,33.0815317282918
20070330,33.20063278136017
20070331,33.20063278136017
20070401,33.20063278136017
20070402,32.6276391810447
20070403,33.12846179669304
20070404,35.0290406495037
20070405,33.2475698661893
20070406,32.65211473439011
20070407,32.65211473439011
20070408,32.65211473439011
20070409,33.38422226278766
20070410,32.29205338849709
20070411,33.50333952825364
20070412,34.721324079202084
20070413,37.29860991212096
20070414,37.29860991212096
20070415,37.29860991212096
20070416,35.8014427808205
20070417,34.959115193455105
20070418,32.9549399207935
20070419,32.52607355829137
20070420,32.80191778659151
20070421,32.80191778659151
20070422,32.80191778659151
20070423,35.364170609368635
20070424,35.22481512572731
20070425,36.63684938742133
20070426,39.89623088323313
20070427,41.01092725716768
20070428,41.01092725716768
20070429,41.01092725716768
20070430,41.01092725716768
20070501,39.771107054840606
20070502,40.15281525258461
20070503,40.15281525258461
20070504,40.15281525258461
20070505,40.15281525258461
20070506,40.15281525258461
20070507,37.698005065383825
20070508,39.1558462947322
20070509,39.88813243596903
20070510,39.32803021749222
20070511,39.51336483737487
20070512,39.51336483737487
20070513,39.51336483737487
20070514,39.43322605982326
20070515,39.60804825878805
20070516,39.17614472017735
20070517,39.75411890552012
20070518,39.83631473079107
20070519,39.83631473079107
20070520,39.83631473079107
20070521,39.66918125753624
20070522,39.136039116105806
20070523,37.60150603443392
20070524,37.673865116363785
20070525,37.819236625206756
20070526,37.819236625206756
20070527,37.819236625206756
20070528,37.92755588464467
20070529,37.3763450510549
20070530,37.40498334499152
20070531,36.72893417368076
20070601,31.992747678243852
20070602,31.992747678243852
20070603,31.992747678243852
20070604,32.72104000900051
20070605,31.101714156347764
20070606,30.743954346009513
20070607,32.96334666446011
20070608,33.17400195303152
20070609,33.17400195303152
20070610,33.17400195303152
20070611,35.327013233958695
20070612,37.2773981007296
20070613,38.42795167322385
20070614,37.91000951993717
20070615,33.767423731047195
20070616,33.767423731047195
20070617,33.767423731047195
20070618,38.17174930790465
20070619,37.92355204216238
20070620,37.999763954221706
20070621,38.49090815539294
20070622,38.93676320280854
20070623,38.93676320280854
20070624,38.93676320280854
20070625,38.97711381727005
20070626,38.62846698581871
20070627,38.412371313601554
20070628,35.87214382194308
20070629,31.197947986576153
20070630,31.197947986576153
20070701,31.197947986576153
20070702,31.477210700723248
20070703,30.684323934351085
20070704,30.941409026646777
20070705,31.27779951340735
20070706,30.88884595431266
20070707,30.88884595431266
20070708,30.88884595431266
20070709,31.82832352980401
20070710,31.868830032307866
20070711,31.53538057238102
20070712,31.291219065958177
20070713,30.6855609016949
20070714,30.6855609016949
20070715,30.6855609016949
20070716,30.6855609016949
20070717,31.987406585310225
20070718,32.44593111033773
20070719,31.774977491167686
20070720,32.709132935327624
20070721,32.709132935327624
20070722,32.709132935327624
20070723,32.967634009452816
20070724,32.30581141733558
20070725,29.874227383772187
20070726,31.947874200723188
20070727,31.906825115370594
20070728,31.906825115370594
20070729,31.906825115370594
20070730,31.784815630009057
20070731,29.702878406386894
20070801,29.187609262725395
20070802,30.18966499306983
20070803,30.105832795597912
20070804,30.105832795597912
20070805,30.105832795597912
20070806,29.624714909824995
20070807,29.240331864407143
20070808,31.2680834437026
20070809,33.00402076962958
20070810,33.20140170330879
20070811,33.20140170330879
20070812,33.20140170330879
20070813,34.73606382632093
20070814,34.29654595972026
20070815,34.698475288489995
20070816,36.357782666178856
20070817,40.181330609760145
20070818,40.181330609760145
20070819,40.181330609760145
20070820,47.82558438423321
20070821,50.563895995071036
20070822,50.39718014226841
20070823,62.32064957702949
20070824,53.99076992265571
20070825,53.99076992265571
20070826,53.99076992265571
20070827,53.90982947097002
20070828,53.46037258030132
20070829,55.76895756842247
20070830,58.970758437560114
20070831,63.422731846910516
20070901,63.422731846910516
20070902,63.422731846910516
20070903,63.46007908636363
20070904,60.29853647756865
20070905,62.23213492575801
20070906,60.21254417231505
20070907,59.38496777381298
20070908,59.38496777381298
20070909,59.38496777381298
20070910,57.48276268911516
20070911,56.59293452556075
20070912,55.49029720650826
20070913,55.91638951544508
20070914,56.41966399638725
20070915,56.41966399638725
20070916,56.41966399638725
20070917,56.41966399638725
20070918,61.79232131488615
20070919,56.023630681710216
20070920,60.54015825020638
20070921,60.836823988605026
20070922,60.836823988605026
20070923,60.836823988605026
20070924,60.836823988605026
20070925,57.914810142097274
20070926,57.73990141030418
20070927,58.09875192403347
20070928,61.48905432874065
20070929,61.48905432874065
20070930,61.48905432874065
20071001,75.67714431750369
20071002,76.4703932158259
20071003,70.78294497859042
20071004,71.07587630089569
20071005,62.56271548781727
20071006,62.56271548781727
20071007,62.56271548781727
20071008,62.56271548781727
20071009,60.8385229484505
20071010,52.44228587906874
20071011,48.43181734471935
20071012,46.05040741242984
20071013,46.05040741242984
20071014,46.05040741242984
20071015,52.566837447528904
20071016,52.54823050352503
20071017,47.0118951665495
20071018,46.210972697111686
20071019,40.42398210236304
20071020,40.42398210236304
20071021,40.42398210236304
20071022,46.15064661692691
20071023,41.586575535601675
20071024,40.01336174282045
20071025,37.242086483532695
20071026,22.02339474443218
20071027,22.02339474443218
20071028,22.02339474443218
20071029,22.205821887465692
20071030,23.990369218339936
20071031,24.29135650218121
20071101,22.019404955778533
20071102,24.746780424768108
20071103,24.746780424768108
20071104,24.746780424768108
20071105,24.981873858356945
20071106,24.784420213917034
20071107,27.18364707205615
20071108,27.311111752236755
20071109,24.31857333914279
20071110,24.31857333914279
20071111,24.31857333914279
20071112,23.11811455835858
20071113,21.815417247939795
20071114,21.264761698313247
20071115,21.05363592354765
20071116,22.802265072128602
20071117,22.802265072128602
20071118,22.802265072128602
20071119,22.695037419159107
20071120,25.866047204445003
20071121,24.157602100253385
20071122,23.986532665148463
20071123,23.986532665148463
20071124,23.986532665148463
20071125,23.986532665148463
20071126,22.82303890610123
20071127,22.551687342781978
20071128,22.474827829568753
20071129,22.13984400933428
20071130,21.178731823749743
20071201,21.178731823749743
20071202,21.178731823749743
20071203,21.422503304653898
20071204,20.028608998612544
20071205,21.012492562071152
20071206,22.105916817014645
20071207,22.345646936715948
20071208,22.345646936715948
20071209,22.345646936715948
20071210,22.913358730808405
20071211,22.642473211179407
20071212,22.586623506796258
20071213,23.042141365603484
20071214,24.819585533362964
20071215,24.819585533362964
20071216,24.819585533362964
20071217,25.836682351661135
20071218,26.341004159741725
20071219,27.065035542606857
20071220,27.534258366604956
20071221,29.547916785941574
20071222,29.547916785941574
20071223,29.547916785941574
20071224,29.547916785941574
20071225,30.56094712380396
20071226,29.339229930708658
20071227,29.41689548456813
20071228,30.447519564351573
20071229,30.447519564351573
20071230,30.447519564351573
20071231,30.447519564351573
20080101,30.447519564351573
20080102,30.447519564351573
20080103,30.447519564351573
20080104,29.79440384432775
20080105,29.79440384432775
20080106,29.79440384432775
20080107,29.90964494770337
20080108,30.105037937024537
20080109,28.91290773276703
20080110,23.802971293025013
20080111,23.735397807002286
20080112,23.735397807002286
20080113,23.735397807002286
20080114,23.735397807002286
20080115,24.800894368410376
20080116,26.816247277059077
20080117,27.280117426374808
20080118,23.884293345522853
20080119,23.884293345522853
20080120,23.884293345522853
20080121,24.004176142060377
20080122,25.637498998136504
20080123,25.157476579396757
20080124,22.959352429474762
20080125,21.918316727188333
20080126,21.918316727188333
20080127,21.918316727188333
20080128,16.374579472846005
20080129,12.923114165657024
20080130,13.060106541161284
20080131,16.764180938939564
20080201,19.412713799555327
20080202,19.412713799555327
20080203,19.412713799555327
20080204,19.28298348029778
20080205,18.44704762265172
20080206,19.646808606372538
20080207,19.153246097992724
20080208,19.560811641301633
20080209,19.560811641301633
20080210,19.560811641301633
20080211,19.560811641301633
20080212,18.406806541354424
20080213,18.33448295798509
20080214,16.964066634643242
20080215,15.23887064002239
20080216,15.23887064002239
20080217,15.23887064002239
20080218,13.649878380978514
20080219,13.626799245369732
20080220,13.906293970101014
20080221,17.38429576668218
20080222,16.351927852029494
20080223,16.351927852029494
20080224,16.351927852029494
20080225,15.492013387548328
20080226,15.662052042672636
20080227,15.585786190080723
20080228,15.56507623040209
20080229,15.3623353508051
20080301,15.3623353508051
20080302,15.3623353508051
20080303,15.845002855221072
20080304,15.884646416208515
20080305,16.05830458338924
20080306,15.907037333115104
20080307,15.802671262339778
20080308,15.802671262339778
20080309,15.802671262339778
20080310,15.94342661529997
20080311,15.912408471938788
20080312,16.055088951045704
20080313,19.322443936130178
20080314,17.398255821160134
20080315,17.398255821160134
20080316,17.398255821160134
20080317,16.41016066316577
20080318,21.45723309844161
20080319,20.386683178105756
20080320,20.386683178105756
20080321,19.94674480314302
20080322,19.94674480314302
20080323,19.94674480314302
20080324,19.67352819812971
20080325,19.08843875794709
20080326,18.350627371029173
20080327,18.392217817535965
20080328,18.547538149538333
20080329,18.547538149538333
20080330,18.547538149538333
20080331,17.827957183069767
20080401,19.52611194479728
20080402,19.753494713147617
20080403,20.301679499632566
20080404,19.907967514919715
20080405,19.907967514919715
20080406,19.907967514919715
20080407,18.996355230729932
20080408,17.752373855282745
20080409,19.65628646799087
20080410,19.772957582182205
20080411,20.452618436694287
20080412,20.452618436694287
20080413,20.452618436694287
20080414,21.552564637954557
20080415,21.596528637110534
20080416,21.560032146424756
20080417,21.62657821896462
20080418,21.86533987435505
20080419,21.86533987435505
20080420,21.86533987435505
20080421,22.860299137945738
20080422,22.51044842999049
20080423,22.919657133154796
20080424,22.968804933062568
20080425,14.486131139705423
20080426,14.486131139705423
20080427,14.486131139705423
20080428,15.307916547328192
20080429,15.307916547328192
20080430,31.347780396612297
20080501,31.21728756354392
20080502,30.92544063691479
20080503,30.92544063691479
20080504,30.92544063691479
20080505,30.92544063691479
20080506,30.92544063691479
20080507,33.35204370043923
20080508,33.57699767646865
20080509,36.13224389085097
20080510,36.13224389085097
20080511,36.13224389085097
20080512,36.3797271378077
20080513,42.56470832753994
20080514,42.24756905064013
20080515,39.6968186972415
20080516,39.85695824891138
20080517,39.85695824891138
20080518,39.85695824891138
20080519,44.05490911704112
20080520,43.052591655517276
20080521,42.55623452957923
20080522,42.12454630480917
20080523,42.23896346851346
20080524,42.23896346851346
20080525,42.23896346851346
20080526,40.793517287787644
20080527,40.50974726657725
20080528,44.17487706827235
20080529,47.99308125796221
20080530,49.26843057629267
20080531,49.26843057629267
20080601,49.26843057629267
20080602,49.43996114525432
20080603,56.026695067810465
20080604,53.044179067301634
20080605,51.80394103136128
20080606,50.87558596926227
20080607,50.87558596926227
20080608,50.87558596926227
20080609,58.532229012182945
20080610,60.880843051379344
20080611,59.741336645487195
20080612,58.815280359929694
20080613,64.76019135347714
20080614,64.76019135347714
20080615,64.76019135347714
20080616,70.04083851220487
20080617,70.84338753092189
20080618,70.34784409550284
20080619,71.62748145612406
20080620,73.35726745673996
20080621,73.35726745673996
20080622,73.35726745673996
20080623,75.69285687185234
20080624,77.78206133271469
20080625,77.21387082570976
20080626,75.07124692636431
20080627,78.52087699473299
20080628,78.52087699473299
20080629,78.52087699473299
20080630,79.60697030937436
20080701,79.4059160616882
20080702,82.37846194699019
20080703,86.96279914237621
20080704,87.46580880191036
20080705,87.46580880191036
20080706,87.46580880191036
20080707,89.68657766223428
20080708,91.00071182478233
20080709,91.79228218906101
20080710,82.24025560232369
20080711,91.74296841690456
20080712,91.74296841690456
20080713,91.74296841690456
20080714,89.04348148144234
20080715,91.64331487496912
20080716,85.37403559318571
20080717,85.40422125478223
20080718,89.75830072044803
20080719,89.75830072044803
20080720,89.75830072044803
20080721,89.75830072044803
20080722,89.76733174459787
20080723,93.46881093288376
20080724,92.21830223398331
20080725,104.51344773022697
20080726,104.51344773022697
20080727,104.51344773022697
20080728,105.02621033140322
20080729,115.20734738792639
20080730,113.95633050702877
20080731,119.67605607948404
20080801,120.05688863198858
20080802,120.05688863198858
20080803,120.05688863198858
20080804,121.43430357553731
20080805,120.2953330030919
20080806,119.53761946944417
20080807,120.80556381877757
20080808,137.72622559135968
20080809,137.72622559135968
20080810,137.72622559135968
20080811,138.35107077394863
20080812,139.51657593242692
20080813,148.68292767741175
20080814,142.2116166297521
20080815,142.8761351550769
20080816,142.8761351550769
20080817,142.8761351550769
20080818,142.29224194029396
20080819,143.39778315336756
20080820,142.52427213328014
20080821,140.3407275457557
20080822,143.32314835021864
20080823,143.32314835021864
20080824,143.32314835021864
20080825,140.1246535025906
20080826,140.3586964893099
20080827,141.17771089727955
20080828,144.47824539325617
20080829,147.90274533037717
20080830,147.90274533037717
20080831,147.90274533037717
20080901,159.15661747634664
20080902,155.0950806488898
20080903,159.18893848941119
20080904,157.0274508384582
20080905,159.26128800170574
20080906,159.26128800170574
20080907,159.26128800170574
20080908,159.99912549409038
20080909,184.4476753469813
20080910,183.91964015930344
20080911,181.65294064106394
20080912,188.18915046931025
20080913,188.18915046931025
20080914,188.18915046931025
20080915,188.18915046931025
20080916,213.30962525150773
20080917,263.9977447412497
20080918,322.2246969706146
20080919,319.24237248725234
20080920,319.24237248725234
20080921,319.24237248725234
20080922,305.26965606991973
20080923,305.26965606991973
20080924,357.2836347107406
20080925,322.4964932384863
20080926,331.5941338866732
20080927,331.5941338866732
