Date,Urstadt Biddle Properties Inc
20071202,0.08798048895925316
20071203,0.10287211552227979
20071204,0.09930727702080201
20071205,0.09761459849842596
20071206,0.08931628057380064
20071207,0.08094398099045307
20071208,0.08094398099045307
20071209,0.08094398099045307
20071210,0.08367190660716628
20071211,0.08734859926886901
20071212,0.09168682308038455
20071213,0.1086966294091685
20071214,0.11612560167686412
20071215,0.11612560167686412
20071216,0.11612560167686412
20071217,0.1308016541700301
20071218,0.11846155417476993
20071219,0.12548407383244073
20071220,0.12498743620876251
20071221,0.11012755400028942
20071222,0.11012755400028942
20071223,0.11012755400028942
20071224,0.10918212183332253
20071225,0.10918212183332253
20071226,0.11045428657593616
20071227,0.13431674322377213
20071228,0.14513088963732734
20071229,0.14513088963732734
20071230,0.14513088963732734
20071231,0.19301609440906736
20080101,0.19829765231566682
20080102,0.2110599016299917
20080103,0.23058352104298244
20080104,0.24019194939560357
20080105,0.24019194939560357
20080106,0.24019194939560357
20080107,0.24454940826223803
20080108,0.27885336150630535
20080109,0.2552231122350203
20080110,0.25933536562042114
20080111,0.26647514109551756
20080112,0.26647514109551756
20080113,0.26647514109551756
20080114,0.2381619983275057
20080115,0.23016970507273224
20080116,0.17973946553265388
20080117,0.2022389970244799
20080118,0.21776488622431764
20080119,0.21776488622431764
20080120,0.21776488622431764
20080121,0.21776488622431764
20080122,0.2074185257006651
20080123,0.17520008244078217
20080124,0.16921786820998846
20080125,0.19493498628255918
20080126,0.19493498628255918
20080127,0.19493498628255918
20080128,0.20941234481982574
20080129,0.21596793403575898
20080130,0.22024722378872572
20080131,0.2540027613936952
20080201,0.23396279033116943
20080202,0.23396279033116943
20080203,0.23396279033116943
20080204,0.27425880409507564
20080205,0.2841683392468022
20080206,0.29268242163116703
20080207,0.29375093134054325
20080208,0.32067770964704306
20080209,0.32067770964704306
20080210,0.32067770964704306
20080211,0.334597455822911
20080212,0.3361648432750124
20080213,0.312260741584798
20080214,0.31651069800483966
20080215,0.3052628242636895
20080216,0.3052628242636895
20080217,0.3052628242636895
20080218,0.3052628242636895
20080219,0.3265050814472915
20080220,0.2892593383415401
20080221,0.30684845190127613
20080222,0.2936992050008743
20080223,0.2936992050008743
20080224,0.2936992050008743
20080225,0.301543454955101
20080226,0.2972092421105177
20080227,0.30670802652026746
20080228,0.2947584057982255
20080229,0.3399041234382325
20080301,0.3493070786782473
20080302,0.3493070786782473
20080303,0.351120441946396
20080304,0.3626204379959046
20080305,0.3575589880711519
20080306,0.4465940185030392
20080307,0.495478641169618
20080308,0.495478641169618
20080309,0.495478641169618
20080310,0.4856349328034892
20080311,0.3916151537684451
20080312,0.36275604697310593
20080313,0.35133700334800044
20080314,0.3877521061160419
20080315,0.3877521061160419
20080316,0.3877521061160419
20080317,0.4065497280078834
20080318,0.3570294566910809
20080319,0.35127096183894135
20080320,0.3097582417755229
20080321,0.3097582417755229
20080322,0.3097582417755229
20080323,0.3097582417755229
20080324,0.27418614595635393
20080325,0.27994310125192273
20080326,0.3109094492811991
20080327,0.30681182074687674
20080328,0.29948290689907686
20080329,0.29948290689907686
20080330,0.29948290689907686
20080331,0.5051034521980445
20080401,0.44369347775608
20080402,0.38599773564661777
20080403,0.3922824787614982
20080404,0.45028675705255994
20080405,0.45028675705255994
20080406,0.45028675705255994
20080407,0.4715587832922142
20080408,0.49431129518379935
20080409,0.5335093606104246
20080410,0.47796542108511897
20080411,0.5467623378020089
20080412,0.5467623378020089
20080413,0.5467623378020089
20080414,0.5200446316898685
20080415,0.5010899412679795
20080416,0.46973395514047933
20080417,0.4933653766650709
20080418,0.4456091581307473
20080419,0.4456091581307473
20080420,0.4456091581307473
20080421,0.48232709792020156
20080422,0.5193055462822714
20080423,0.4855016001173313
20080424,0.43788294112377746
20080425,0.45390112898564583
20080426,0.45390112898564583
20080427,0.45390112898564583
20080428,0.44647490807590784
20080429,0.48131652673152486
20080430,0.5643342175753898
20080501,0.5491097712250028
20080502,0.5838054267769497
20080503,0.5838054267769497
20080504,0.5838054267769497
20080505,0.5736752230302897
20080506,0.6082083116693605
20080507,0.6899519387758608
20080508,0.6411075474935581
20080509,0.6759738916930721
20080510,0.6759738916930721
20080511,0.6759738916930721
20080512,0.6391869336881395
20080513,0.6071938805958735
20080514,0.6203879476173854
20080515,0.5757161702446797
20080516,0.6277474364619259
20080517,0.6277474364619259
20080518,0.6277474364619259
20080519,0.6360215052066078
20080520,0.612060017313758
20080521,0.625117578105561
20080522,0.6112616012259201
20080523,0.6130570554436227
20080524,0.6130570554436227
20080525,0.6130570554436227
20080526,0.6130570554436227
20080527,0.5964466509096525
20080528,0.5868358226494421
20080529,0.5838963125904618
20080530,0.6149542280081197
20080531,0.6149542280081197
20080601,0.6321454254504489
20080602,0.7140311439639828
20080603,0.7315629512023586
20080604,0.6478072374534962
20080605,0.5881189726488433
20080606,0.5192089006678068
20080607,0.5192089006678068
20080608,0.5192089006678068
20080609,0.5444569285132115
20080610,0.6010195947210326
20080611,0.6362534159420714
20080612,0.6196539578023373
20080613,0.6373817282562391
20080614,0.6373817282562391
20080615,0.6373817282562391
20080616,0.6416440605826245
20080617,0.6863496139045497
20080618,0.6727788117107997
20080619,0.6423483705022043
20080620,0.6935403696185201
20080621,0.6935403696185201
20080622,0.6935403696185201
20080623,0.7340607236974243
20080624,0.7482919463184587
20080625,0.6915824937960954
20080626,0.6794712868890666
20080627,0.7327510870082539
20080628,0.7327510870082539
20080629,0.7327510870082539
20080630,0.9729568465589619
20080701,1.0416351870820382
20080702,0.9729477125615684
20080703,0.9489600291433513
20080704,0.9489600291433513
20080705,0.9489600291433513
20080706,0.9489600291433513
20080707,0.9954921839721566
20080708,0.8363829638353465
20080709,1.032536486066848
20080710,0.9747679269060759
20080711,0.9325604815424507
20080712,0.9325604815424507
20080713,0.9325604815424507
20080714,0.9432445415230152
20080715,0.9584459235550241
20080716,0.8537382770224041
20080717,0.8113744904408442
20080718,0.8576572806374628
20080719,0.8576572806374628
20080720,0.8576572806374628
20080721,0.8442875661895815
20080722,0.6954849908718133
20080723,0.7212058219342145
20080724,0.8389702684193496
20080725,0.7417868616564177
20080726,0.7417868616564177
20080727,0.7417868616564177
20080728,0.8123593593533027
20080729,0.7066102505981097
20080730,0.7277422018212606
20080731,0.9856871935214953
20080801,0.964528267952746
20080802,0.964528267952746
20080803,0.964528267952746
20080804,0.9909542729055546
20080805,0.9038372815223771
20080806,0.9461150396337573
20080807,0.9453773929260183
20080808,0.9051048316019737
20080809,0.9051048316019737
20080810,0.9051048316019737
20080811,0.8867923387135827
20080812,0.8862699386346948
20080813,0.8640816024232841
20080814,0.9071097847357477
20080815,0.9412294379830186
20080816,0.9412294379830186
20080817,0.9412294379830186
20080818,0.930340872522202
20080819,0.9392023922910272
20080820,0.9897649460466339
20080821,0.9834057838526636
20080822,0.9414609215699967
20080823,0.9414609215699967
20080824,0.9414609215699967
20080825,1.049499612955141
20080826,1.033452322650558
20080827,1.005724279220819
20080828,0.9344350275836509
20080829,0.928435896693985
20080830,0.928435896693985
20080831,0.928435896693985
20080901,0.9545419838321226
20080902,0.9160910937145911
20080903,0.809676428418909
20080904,0.8654182536327192
20080905,0.8205857785708452
20080906,0.8205857785708452
20080907,0.8205857785708452
20080908,0.7767032778348442
20080909,0.8489312562502401
20080910,0.8478686142197839
20080911,0.886975278761179
20080912,0.8858929737979627
20080913,0.8858929737979627
20080914,0.8858929737979627
20080915,1.0175022151294497
20080916,0.8866023438955196
20080917,0.926202980574569
20080918,0.8709698288376482
20080919,0.8417614933673977
20080920,0.8417614933673977
20080921,0.8417614933673977
20080922,0.7977429464417664
20080923,0.8140758773962894
20080924,0.8784884108242316
20080925,0.8590040671410125
20080926,0.8663908020736375
20080927,0.8663908020736375
20080928,0.8663908020736375
20080929,0.8615233992203838
20080930,0.8596805378095944
20081001,0.3679332778221217
20081002,0.3837786038100398
20081003,0.3888416496824764
20081004,0.3888416496824764
20081005,0.3888416496824764
20081006,0.3987824974931101
20081007,0.4896030976824872
20081008,0.5613065683838967
20081009,0.6922455858220214
20081010,0.4705953054081118
20081011,0.4705953054081118
20081012,0.4705953054081118
20081013,0.5582664299693229
20081014,0.5205404981813024
20081015,0.6295027339438484
20081016,0.5068970152523439
20081017,0.46869425248093155
20081018,0.46869425248093155
20081019,0.46869425248093155
20081020,0.5037695449523341
20081021,0.457181800281929
20081022,0.5396561130325489
20081023,0.6055971881334844
20081024,0.7523466472464267
20081025,0.7523466472464267
20081026,0.7523466472464267
20081027,0.8397948076122371
20081028,0.6435074107524076
20081029,0.6212345148884825
20081030,0.5904129507532668
20081031,0.7784905049331091
20081101,0.47606549594417913
20081102,0.47606549594417913
20081103,0.47051070000702216
20081104,0.438405682800868
20081105,0.5466609058319863
20081106,0.5403988137258037
20081107,0.5199551204353704
20081108,0.5199551204353704
20081109,0.5199551204353704
20081110,0.5690928663959914
20081111,0.567518144878599
20081112,0.5975460344189142
20081113,0.48543672086643475
20081114,0.6546354769952708
20081115,0.6546354769952708
20081116,0.6546354769952708
20081117,0.7372008331084791
20081118,0.6357632501664539
20081119,0.8017220302587863
20081120,0.8669552134376478
20081121,0.8718368107656438
20081122,0.8718368107656438
20081123,0.8718368107656438
20081124,0.7372581125180249
20081125,0.6773975650085934
20081126,0.627222325222921
20081127,0.627222325222921
20081128,0.6781028150253731
20081129,0.6781028150253731
20081130,0.6781028150253731
20081201,0.5891232330689774
20081202,0.5638156894149994
20081203,0.5902121758737358
20081204,0.5742172150183575
20081205,0.5623164419854915
20081206,0.5623164419854915
20081207,0.5623164419854915
20081208,0.5586419970183047
20081209,0.5577132802091419
20081210,0.4818279535495966
20081211,0.7180307932617733
20081212,0.650682099435737
20081213,0.650682099435737
20081214,0.650682099435737
20081215,0.751560094192945
20081216,0.6046868108440614
20081217,0.7148550702708839
20081218,0.7297458882475307
20081219,0.7529292540310794
20081220,0.7529292540310794
20081221,0.7529292540310794
20081222,0.7545308335736033
20081223,0.7101190249364576
20081224,0.767354801997767
20081225,0.767354801997767
20081226,0.6992125208450606
20081227,0.6992125208450606
20081228,0.6992125208450606
20081229,0.7695266061312662
20081230,0.676758768680672
20081231,0.7385859928324429
20090101,0.6877331143754606
20090102,0.7391036935485746
20090103,0.7391036935485746
20090104,0.7391036935485746
20090105,0.8616407048269243
20090106,0.7751606418601373
20090107,0.7635905762828996
20090108,0.7930990379970646
20090109,0.9390992086800868
20090110,0.9390992086800868
20090111,0.9390992086800868
20090112,0.9839142196872982
20090113,1.0461053364520148
20090114,0.9591873289231028
20090115,0.794413498919025
20090116,0.8285044313188883
20090117,0.8285044313188883
20090118,0.8285044313188883
20090119,0.8285044313188883
20090120,1.1278852110380004
20090121,0.9468352642278419
20090122,0.9668392722449359
20090123,0.8138451105584806
20090124,0.8138451105584806
20090125,0.8138451105584806
20090126,0.8721852735983266
20090127,0.8684831768346404
20090128,0.8053168692584649
20090129,0.876034540741686
20090130,0.9326974821861573
20090131,0.9326974821861573
20090201,0.9108786260264562
20090202,0.9007421081999272
20090203,0.935060571180193
20090204,0.9503990231207976
20090205,0.9810973756019419
20090206,0.9961564365462696
20090207,0.9961564365462696
20090208,0.9961564365462696
20090209,0.9585857871228345
20090210,1.1321397190052012
20090211,1.0165806641768234
20090212,0.9710452227105846
20090213,1.0487668587741785
20090214,1.0487668587741785
20090215,1.0487668587741785
20090216,1.0487668587741785
20090217,1.296970292552983
20090218,1.1439399099914225
20090219,1.2103436736293725
20090220,1.0875458745115592
20090221,1.0875458745115592
20090222,1.0875458745115592
20090223,1.2861131104922654
20090224,1.1639239528864687
20090225,1.2952228808958821
20090226,1.301590585796806
20090227,1.3921203279272594
20090228,1.3921203279272594
20090301,1.3814418311992
20090302,1.4940135601859288
20090303,1.6946949282174104
20090304,1.7887447941034407
20090305,2.070240816728322
20090306,2.1161405608800017
20090307,2.1161405608800017
20090308,2.1161405608800017
20090309,2.320215150893497
20090310,2.0781515934369303
20090311,2.0216202904637823
20090312,1.5583881047005286
20090313,1.4437310845293982
20090314,1.4437310845293982
20090315,1.4437310845293982
20090316,1.6495807711840513
20090317,1.370818107790093
20090318,1.3306389154797598
20090319,1.3073256956723773
20090320,1.3470484606551034
20090321,1.3470484606551034
20090322,1.3470484606551034
20090323,1.1524448521816992
20090324,1.3135309269842192
20090325,1.2504921107051137
20090326,1.1380922820555932
20090327,1.3068360327625363
20090328,1.3068360327625363
20090329,1.3068360327625363
20090330,1.3711187785156984
20090331,1.2892419015181087
20090401,1.3252334234512317
20090402,1.135835104971048
20090403,1.1030892676991302
20090404,1.1030892676991302
20090405,1.1030892676991302
20090406,1.0795420845146617
20090407,1.2502890317915378
20090408,1.1924888788668588
20090409,1.0059161002406611
20090410,1.0059161002406611
20090411,1.0059161002406611
20090412,1.0059161002406611
20090413,1.0462315976554875
20090414,1.0960228615093708
20090415,1.00332876644802
20090416,0.9507195194802489
20090417,1.0308422136299231
20090418,1.0308422136299231
20090419,1.0308422136299231
20090420,1.209979264933466
20090421,1.0521058753878287
20090422,1.017331432490402
20090423,1.0245315578106369
20090424,1.011938607086177
20090425,1.011938607086177
20090426,1.011938607086177
20090427,1.024029266411234
20090428,1.015816882611337
20090429,0.941607480940114
20090430,1.0820094416933168
20090501,1.1245441500106006
20090502,1.1245441500106006
20090503,1.1245441500106006
20090504,1.0019820541191709
20090505,1.1817299828977919
20090506,1.2241766763774051
20090507,1.3068506394070474
20090508,1.1111329193376056
20090509,1.1111329193376056
20090510,1.1111329193376056
20090511,1.1986683149884922
20090512,1.2163609556386192
20090513,1.4034463841060998
20090514,1.4318144201145269
20090515,1.5035953250232241
20090516,1.5035953250232241
20090517,1.5035953250232241
20090518,1.3650019784268856
20090519,1.4687374708245449
20090520,1.544011997870761
20090521,1.6457653279392255
20090522,1.7248436666552833
20090523,1.7248436666552833
20090524,1.7248436666552833
20090525,1.7248436666552833
20090526,1.602000836618553
20090527,1.844591235789911
20090528,1.773362068303001
20090529,1.7242865970098153
20090530,1.7242865970098153
20090531,1.7242865970098153
20090601,1.5571979191353051
20090602,1.4760184728359493
20090603,1.522331849656971
20090604,1.4885017355187729
20090605,1.4053021157043901
20090606,1.4053021157043901
20090607,1.4053021157043901
20090608,1.3709026721463995
20090609,1.3936909326291453
20090610,1.5020359665076393
20090611,1.5699255846800717
20090612,1.5608210119731285
20090613,1.5608210119731285
20090614,1.5608210119731285
20090615,1.6353905397551538
20090616,1.699590134157101
20090617,1.6179686873408496
20090618,1.6003941127467765
20090619,1.5415703390061903
20090620,1.5415703390061903
20090621,1.5415703390061903
20090622,1.6622541744657244
20090623,1.6514490734281257
20090624,1.6240161963632853
20090625,1.5913605267123472
20090626,1.5262100083602264
20090627,1.5262100083602264
20090628,1.5262100083602264
20090629,1.6334476565368203
20090630,1.6152393872650639
20090701,1.5120549713711486
20090702,1.6342026548084858
20090703,1.6342026548084858
20090704,1.6342026548084858
20090705,1.6342026548084858
20090706,1.5191374948145493
20090707,1.5961266795537274
20090708,1.6272351958790514
20090709,1.7466122121950107
20090710,1.6465444925773662
20090711,1.6465444925773662
20090712,1.6465444925773662
20090713,1.6433456886100746
20090714,1.5082130438297103
20090715,1.4832542839429086
20090716,1.5037003658950454
20090717,1.5129146689247743
20090718,1.5129146689247743
20090719,1.5129146689247743
20090720,1.5021723637724382
20090721,1.509649510761431
20090722,1.5219287066728335
20090723,1.5109267152029002
20090724,1.537682519540258
20090725,1.537682519540258
20090726,1.537682519540258
20090727,1.5293974132669637
20090728,1.5497587786903142
20090729,1.5585343205056126
20090730,1.4940896834722528
20090731,1.360909593087176
20090801,1.360873040423102
20090802,1.360873040423102
20090803,1.4212764001743188
20090804,1.2383645335564009
20090805,1.262810959413575
20090806,1.25924197779591
20090807,1.2593266373464007
20090808,1.2593266373464007
20090809,1.2593266373464007
20090810,1.270708275807317
20090811,1.322300858405746
20090812,1.2808151181031722
20090813,1.3106481021742786
20090814,1.4490502597512225
20090815,1.4490502597512225
20090816,1.4490502597512225
20090817,1.4633282732162194
20090818,1.4367010616150475
20090819,1.4235483170471643
20090820,1.337372780148167
20090821,1.3026314319279486
20090822,1.3026314319279486
20090823,1.3026314319279486
20090824,1.320791124891834
20090825,1.3473934090664565
20090826,1.3426162041660141
20090827,1.318681454528605
20090828,1.3472375640582843
20090829,1.3472375640582843
20090830,1.3472375640582843
20090831,1.4176755940574866
20090901,1.4844880910028633
20090902,1.5996858523641024
20090903,1.5661111573026458
20090904,1.5889922846937845
20090905,1.5889922846937845
20090906,1.5889922846937845
20090907,1.5889922846937845
20090908,1.545754656595862
20090909,1.634943306786277
20090910,1.3913685316238202
20090911,1.461317553600296
20090912,1.461317553600296
20090913,1.461317553600296
20090914,1.4567623867453525
20090915,1.4410332961696972
20090916,1.5135248231055496
20090917,1.7042844802766814
20090918,1.4518824517201803
20090919,1.4518824517201803
20090920,1.4518824517201803
20090921,1.5004202439333536
20090922,1.5714559220478745
20090923,1.6944048651064574
20090924,1.6816295888709545
20090925,1.642964027761991
20090926,1.642964027761991
20090927,1.642964027761991
20090928,1.517385200523077
20090929,1.7062087567560429
20090930,1.9816211805155104
20091001,2.0827719657663
20091002,2.057052327204088
20091003,2.057052327204088
20091004,2.057052327204088
20091005,1.9684654678467526
20091006,1.9246548449275485
20091007,1.9901641546340352
20091008,2.0331167074107004
20091009,2.037143658868309
20091010,2.037143658868309
20091011,2.037143658868309
20091012,2.0889401710621605
20091013,1.9320348608715556
20091014,1.9133696838192351
20091015,2.0799550011606707
20091016,2.146565225137505
20091017,2.146565225137505
20091018,2.146565225137505
20091019,2.094259593033266
20091020,2.146660696389024
20091021,2.2775349215169705
20091022,2.2516931241096265
20091023,2.2031314050464865
20091024,2.2031314050464865
20091025,2.2031314050464865
20091026,2.1009594337900097
20091027,2.1353243149641687
20091028,2.065039717581727
20091029,2.2611800294411606
20091030,1.7465910509496658
20091031,1.7465910509496658
20091101,1.746589481830155
20091102,1.7213179587770078
20091103,1.6609492165193707
20091104,1.7638623933414188
20091105,1.8410180093866584
20091106,1.9980436977327318
20091107,1.9980436977327318
20091108,1.9980436977327318
20091109,1.8832586636563007
20091110,1.960252480443201
20091111,1.9274861103584155
20091112,2.212395682805703
20091113,2.0721531793034917
20091114,2.0721531793034917
20091115,2.0721531793034917
20091116,1.915422617645177
20091117,2.0757859120471323
20091118,2.0676348574597507
20091119,2.3943444018973334
20091120,2.4992954657871573
20091121,2.4992954657871573
20091122,2.4992954657871573
20091123,2.4196166018363208
20091124,2.238830118597681
20091125,2.2987175559393367
20091126,2.2987175559393367
20091127,2.4469880637351453
20091128,2.4469880637351453
20091129,2.4469880637351453
20091130,1.8641232605329987
20091201,1.970921625633386
20091202,1.7767269895599198
20091203,1.773545982198047
20091204,1.5149904199557134
20091205,1.5149904199557134
20091206,1.5149904199557134
20091207,1.6140476662930399
20091208,1.5545988064127276
20091209,1.5365169976693465
20091210,1.6349056043943382
20091211,1.62822177003704
20091212,1.62822177003704
20091213,1.62822177003704
20091214,1.5695928496086002
20091215,1.6521879502155763
20091216,1.5408295804797645
20091217,1.286405476496694
20091218,1.2292578933206793
20091219,1.2292578933206793
20091220,1.2292578933206793
20091221,1.2364427661306183
20091222,1.3171731137745997
20091223,1.3717503894068626
20091224,1.3859889111369577
20091225,1.3859889111369577
20091226,1.3859889111369577
20091227,1.3859889111369577
20091228,1.2950334336622618
20091229,1.3080742762489848
20091230,1.2952112061966985
20091231,1.1104357087738652
20100101,1.1104356051935576
20100102,1.1104356051935576
20100103,1.1104356051935576
20100104,1.0796070884444753
20100105,1.1141276577279982
20100106,1.178932543528273
20100107,1.232501960309966
20100108,1.2849403480518304
20100109,1.2849403480518304
20100110,1.2849403480518304
20100111,1.273065885741453
20100112,1.376652485704345
20100113,1.2806970857558861
20100114,1.3184806016359354
20100115,1.3134153885417787
20100116,1.3134153885417787
20100117,1.3134153885417787
20100118,1.3134153885417787
20100119,1.274103626844778
20100120,1.3451967310084787
20100121,1.3562096815893614
20100122,1.4045118759533395
20100123,1.4045118759533395
20100124,1.4045118759533395
20100125,1.3969251389209925
20100126,1.375080212913748
20100127,1.329434334239442
20100128,1.2857222510888262
20100129,0.9447826505256031
20100130,0.9447826505256031
20100131,0.9447826505256031
20100201,0.9692826888642322
20100202,0.998636305458148
20100203,1.0125140191092352
20100204,1.0417637923582714
20100205,0.9844088408652771
20100206,0.9844088408652771
20100207,0.9844088408652771
20100208,0.9838757022994052
20100209,1.001940135938307
20100210,1.0521142278036368
20100211,0.9910265035209153
20100212,0.9810866459573271
20100213,0.9810866459573271
20100214,0.9810866459573271
20100215,0.9810866459573271
20100216,0.9662237518646462
20100217,0.9779351470346638
20100218,0.9305735112320723
20100219,0.9277366116055475
20100220,0.9277366116055475
20100221,0.9277366116055475
20100222,0.9428988624557861
20100223,1.0023779310500187
20100224,0.970236809263253
20100225,0.9994197548236655
20100226,0.7480806154224477
20100227,0.7480806154224477
20100228,0.7480806154224477
20100301,0.7719043977140742
20100302,0.8440875802672921
20100303,0.8280701351085623
20100304,0.8048977720793903
20100305,0.8245968574137469
20100306,0.8245968574137469
20100307,0.8245968574137469
20100308,0.7980199538472024
20100309,0.7807271235563142
20100310,0.7357182416470014
20100311,0.7372784109309951
20100312,0.6901881366790062
20100313,0.6901881366790062
20100314,0.6901881366790062
20100315,0.6919606353314375
20100316,0.690493935215546
20100317,0.6749822119882438
20100318,0.6539268326962329
20100319,0.6127133967141948
20100320,0.6127133967141948
20100321,0.6127133967141948
20100322,0.6350210053866818
20100323,0.6113392071077622
20100324,0.6408199902859754
20100325,0.6443695340734079
20100326,0.6353053969726007
20100327,0.6353053969726007
20100328,0.6353053969726007
20100329,0.6612455575296411
20100330,0.7235227508237254
20100331,0.3943868528947158
20100401,0.36873397346727893
20100402,0.36873397346727893
20100403,0.36873397346727893
20100404,0.36873397346727893
20100405,0.3399378947313208
20100406,0.33602661576962134
20100407,0.33972094522628926
20100408,0.3337830559271775
20100409,0.33769057052763657
20100410,0.33769057052763657
20100411,0.33769057052763657
20100412,0.34276981811640894
20100413,0.3215483550335741
20100414,0.31823061277285025
20100415,0.33281413406671867
20100416,0.3321506451755225
20100417,0.3321506451755225
20100418,0.3321506451755225
20100419,0.31964400362681894
20100420,0.351036466640986
20100421,0.31614254106652523
20100422,0.3118685929848047
20100423,0.3126616648900531
20100424,0.3126616648900531
20100425,0.3126616648900531
20100426,0.30059561961814774
20100427,0.30646041536909835
20100428,0.3018383744365737
20100429,0.28170957613370756
20100430,0.17877831612528716
20100501,0.17877831594624563
20100502,0.17877831594624563
20100503,0.16753392361662303
20100504,0.17411532464029797
20100505,0.18549461909419165
20100506,0.18086422630921895
20100507,0.17866143193715714
20100508,0.17866143193715714
20100509,0.17866143193715714
20100510,0.15151843910591592
20100511,0.15657941922573992
20100512,0.1483518399060351
20100513,0.14995378531379694
20100514,0.15413017534548748
20100515,0.15413017534548748
20100516,0.15413017534548748
20100517,0.1509444188676987
20100518,0.16486438020645533
20100519,0.1637400724931108
20100520,0.18649209594162333
20100521,0.1642219382474806
20100522,0.1642219382474806
20100523,0.1642219382474806
20100524,0.1548960211008371
20100525,0.16387814160927872
20100526,0.1628038208577783
20100527,0.15872895676087323
20100528,0.08861688455821078
20100529,0.08861688455821078
20100530,0.08861688455821078
20100531,0.08861688455821078
20100601,0.08601211423668487
20100602,0.08116445735362826
20100603,0.08305522900938943
20100604,0.0975900701381696
20100605,0.0975900701381696
20100606,0.0975900701381696
20100607,0.1012101125582457
20100608,0.09485886627204558
20100609,0.15824786170500849
20100610,0.14442600447076406
20100611,0.12533582330345694
20100612,0.12533582330345694
20100613,0.12533582330345694
20100614,0.11942826458407699
20100615,0.11763131472521558
20100616,0.12653472992461573
20100617,0.12624197426737332
20100618,0.1322912308080938
20100619,0.1322912308080938
20100620,0.1322912308080938
20100621,0.12647195009919884
20100622,0.13655166644940292
20100623,0.13633327249182878
20100624,0.1418872096634147
20100625,0.13734163319352727
20100626,0.13734163319352727
20100627,0.13734163319352727
20100628,0.12937685795281323
20100629,0.13392794084281073
20100630,0.14543213768254729
20100701,0.13705195143897858
20100702,0.13167286554477017
20100703,0.13167286554477017
20100704,0.13167286554477017
20100705,0.13167286554477017
20100706,0.1480018125826443
20100707,0.1368093435934288
20100708,0.1310796752896241
20100709,0.13003617087432986
20100710,0.13003617087432986
20100711,0.13003617087432986
20100712,0.12843386997649114
20100713,0.11351415297558397
20100714,0.11748290610710359
20100715,0.12005473556514759
20100716,0.13236131802677087
20100717,0.13236131802677087
20100718,0.13236131802677087
20100719,0.1316892731070477
20100720,0.12191178722569078
20100721,0.12720911037359614
20100722,0.11507225318746518
20100723,0.10736094728784838
20100724,0.10736094728784838
20100725,0.10736094728784838
20100726,0.09976649580028801
20100727,0.09484037546456496
20100728,0.0967594022544369
20100729,0.09447227493142765
20100730,0.09822940392967373
20100731,0.09822940392967373
20100801,0.09822940392646372
20100802,0.09285153113845032
20100803,0.09348767717416435
20100804,0.08978713090235961
20100805,0.09345328362078714
20100806,0.09443135027971931
20100807,0.09443135027971931
20100808,0.09443135027971931
20100809,0.08902270765862776
20100810,0.09218557587057577
20100811,0.10214898705350133
20100812,0.10571044200789158
20100813,0.10872430145607152
20100814,0.10872430145607152
20100815,0.10872430145607152
20100816,0.10693735810779183
20100817,0.10182017975908401
20100818,0.08670256362498134
20100819,0.09176131339913417
20100820,0.09018716353347649
20100821,0.09018716353347649
20100822,0.09018716353347649
20100823,0.08855792505313648
20100824,0.08481474436563317
20100825,0.0770519918065067
20100826,0.08299617537145706
20100827,0.08187005150265583
20100828,0.08187005150265583
20100829,0.08187005150265583
20100830,0.07975479554274428
20100831,0.07015624400013708
20100901,0.06373164487151742
20100902,0.062473950796182266
20100903,0.061825294281378146
20100904,0.061825294281378146
20100905,0.061825294281378146
20100906,0.061825294281378146
20100907,0.06661876291948546
20100908,0.16210379596283384
20100909,0.16167443016643698
20100910,0.15347300533358044
20100911,0.15347300533358044
20100912,0.15347300533358044
20100913,0.14637813651653844
20100914,0.17743070587052828
20100915,0.1252393721810654
20100916,0.12863258921618884
20100917,0.13134648009258784
20100918,0.13134648009258784
20100919,0.13134648009258784
20100920,0.11683985304770524
20100921,0.12128702007823836
20100922,0.11927898296212422
20100923,0.12332951368115382
20100924,0.12095283913491749
20100925,0.12095283913491749
20100926,0.12095283913491749
20100927,0.12084296899585274
20100928,0.1191568487354269
20100929,0.12343415154818696
20100930,0.10662949453409952
20101001,0.10866715008061599
20101002,0.10866715008061599
20101003,0.10866715008061599
20101004,0.1061718500706995
20101005,0.09738771969754052
20101006,0.09644887697654901
20101007,0.0949227808891811
20101008,0.09175679173525873
20101009,0.09175679173525873
20101010,0.09175679173525873
20101011,0.09509942686131571
20101012,0.09212974581586032
20101013,0.08726274793801034
20101014,0.08304464416674971
20101015,0.08097129739488271
20101016,0.08097129739488271
20101017,0.08097129739488271
20101018,0.07960119748017623
20101019,0.08236306048867727
20101020,0.08038055536203004
20101021,0.08296148080612403
20101022,0.08068625449423247
20101023,0.08068625449423247
20101024,0.08068625449423247
20101025,0.07911437679039908
20101026,0.08085670510759776
20101027,0.07944078683799427
20101028,0.08724233885708978
20101029,0.07101890248417549
20101030,0.07101890248417549
20101031,0.07101890248417549
20101101,0.07382711319789602
20101102,0.06549239755426231
20101103,0.06672119633082206
20101104,0.06345047774320259
20101105,0.06286612488033592
20101106,0.06286612488033592
20101107,0.06286612488033592
20101108,0.06303832859759481
20101109,0.062426838893352515
20101110,0.06630641123018578
20101111,0.06122506706699218
20101112,0.06283728483131597
20101113,0.06283728483131597
20101114,0.06283728483131597
20101115,0.061529986225964874
20101116,0.0671483415983918
20101117,0.06894336075101459
20101118,0.0685031692268096
20101119,0.07174866803409935
