Date,Finbar Group Ltd
19990112,41.817673970954196
19990113,37.487324419925606
19990120,40.79737927578708
19990122,46.97763233948678
19990123,46.97763233948678
19990124,46.97763233948678
19990202,21.444866817803668
19990203,20.39883782329792
19990204,21.616129831543372
19990205,21.320343937742567
19990206,21.320343937742567
19990207,21.320343937742567
19990209,17.795032752665918
19990212,19.814363603283805
19990213,19.814363603283805
19990214,19.814363603283805
19990216,18.16877820721713
19990224,17.37772316417901
19990308,16.147423905753207
19990323,18.983669770630218
19990401,16.822092612118304
19990402,16.822092612118304
19990403,16.822092612118304
19990404,16.822092612118304
19990405,16.822092612118304
19990407,15.633792158957505
19990408,15.50765671156774
19990409,13.491824787713123
19990410,13.491824787713123
19990411,13.491824787713123
19990412,13.583774333771958
19990415,14.857263561490633
19990419,13.147323716861997
19990421,13.218478018507533
19990423,12.747341340797954
19990424,12.747341340797954
19990425,12.747341340797954
19990512,16.142266759633063
19990528,18.541939285835618
19990529,18.541939285835618
19990530,18.541939285835618
19990602,22.323361302955828
19990609,17.121783760421682
19990611,18.5183146829904
19990612,18.5183146829904
19990613,18.5183146829904
19990614,18.5183146829904
19990616,21.7468359493474
19990617,21.094133144822113
19990618,21.095361414087805
19990619,21.095361414087805
19990620,21.095361414087805
19990621,21.46035916838103
19990622,21.31775373335377
19990623,21.113376420690624
19990624,23.435922745515036
19990625,21.976733332970912
19990626,21.976733332970912
19990627,21.976733332970912
19990628,21.986633812275358
19990629,22.006195683899826
19990630,6.111551168725081
19990701,6.055213653248083
19990702,6.049104815129073
19990703,6.049104815129073
19990704,6.049104815129073
19990705,5.81629725098536
19990706,5.7652347377254864
19990708,5.321082844758232
19990709,5.377675005154572
19990710,5.377675005154572
19990711,5.377675005154572
19990713,5.679490033624031
19990714,5.7024171395429715
19990715,5.700057030987231
19990719,6.354911891042254
19990720,6.140341724680309
19990721,6.445814290705406
19990722,6.413020499967155
19990726,6.511267020097719
19990727,6.785158573225818
19990728,5.931661575448539
19990729,24.916679623384866
19990802,19.590610286736393
19990803,19.31521606833522
19990804,19.23477539503609
19990805,19.34704422310149
19990806,19.3634940622629
19990807,19.3634940622629
19990808,19.3634940622629
19990809,20.45683284915
19990810,21.42302685552728
19990811,22.10138642084929
19990812,22.04905631313528
19990813,21.938760632455285
19990814,21.938760632455285
19990815,21.938760632455285
19990816,21.77979563023525
19990817,21.95647606306803
19990818,22.1019212369738
19990819,21.96501319945963
19990820,23.124236256273573
19990821,23.124236256273573
19990822,23.124236256273573
19990823,22.059636094267834
19990824,21.959424860301738
19990825,22.859325002044976
19990826,22.133791873458378
19990827,21.944312920646276
19990828,21.944312920646276
19990829,21.944312920646276
19990830,20.85678846618666
19990831,18.723820641707228
19990901,19.516148099225553
19990902,19.646595008574042
19990903,18.643787812316354
19990904,18.643787812316354
19990905,18.643787812316354
19990906,18.801541425732342
19990907,20.59912857241592
19990908,19.767441022506762
19990909,18.62581197964024
19990910,19.61609768997585
19990911,19.61609768997585
19990912,19.61609768997585
19990913,19.220462018297066
19990914,19.11516699145181
19990915,19.991014167773535
19990916,19.90344347201097
19990917,19.707337971922232
19990918,19.707337971922232
19990919,19.707337971922232
19990920,24.41235765111911
19990921,24.993421324693703
19990922,25.409000899386484
19990923,25.584845316115548
19990924,27.626481751206967
19990925,27.626481751206967
19990926,27.626481751206967
19990927,27.666745481967357
19990928,39.95395583726238
19990929,22.228740521817926
19990930,32.876774356964866
19991001,25.542662832107823
19991002,25.542662832107823
19991003,25.542662832107823
19991004,26.48316162325763
19991005,26.31986847115196
19991006,26.107551728200015
19991007,26.467642502857537
19991008,26.46835089507784
19991009,26.46835089507784
19991010,26.46835089507784
19991011,26.51935673364838
19991012,27.748624524061
19991013,27.713032584901757
19991014,27.845347766050356
19991015,28.133218721474403
19991016,28.133218721474403
19991017,28.133218721474403
19991018,28.709883924023377
19991019,31.817984443448662
19991020,31.624328469079416
19991021,32.74987247957262
19991022,32.53599163514746
19991023,32.53599163514746
19991024,32.53599163514746
19991025,32.43176411624709
19991026,34.47991203295296
19991027,34.70101006687301
19991028,31.447096357651425
19991029,28.57766655655477
19991030,28.57766655655477
19991031,28.57766655655477
19991101,28.41576278479824
19991102,31.066239969186167
19991103,31.012770804986065
19991104,31.567474838774928
19991105,31.49265811536436
19991106,31.49265811536436
19991107,31.49265811536436
19991108,31.584319708941546
19991109,31.73942319840649
19991110,31.11843659323001
19991111,30.835636761807052
19991112,32.86663388479685
19991113,32.86663388479685
19991114,32.86663388479685
19991115,33.02403654845687
19991116,33.38857159560135
19991117,33.0430358018448
19991118,34.53074057240063
19991119,34.767015674720504
19991120,34.767015674720504
19991121,34.767015674720504
19991122,32.72279108683552
19991123,32.56626877286027
19991124,35.13450465479695
19991125,35.57654804105307
19991126,34.905665275388166
19991127,34.905665275388166
19991128,34.905665275388166
19991129,34.40307484974773
19991130,32.36497909348299
19991201,33.45795861824274
19991202,33.59020622292352
19991203,33.70903093608846
19991204,33.70903093608846
19991205,33.70903093608846
19991206,33.855292781331244
19991207,32.93493891094779
19991208,33.142940115731314
19991209,32.59380484099089
19991210,32.68956267485775
19991211,32.68956267485775
19991212,32.68956267485775
19991213,35.12085581535038
19991214,36.37969976473227
19991215,36.232663498682925
19991216,33.51929117677617
19991217,33.92947426224109
19991218,33.92947426224109
19991219,33.92947426224109
19991220,32.846798346894964
19991221,30.833834957741487
19991222,25.85299325275984
19991223,27.53893178047434
19991224,29.120645914398015
19991225,29.120645914398015
19991226,29.120645914398015
19991227,29.120645914398015
19991228,29.120645914398015
19991229,29.243886679955555
19991230,26.691910136322363
19991231,26.691910136322363
20000101,26.691910136322363
20000102,26.691910136322363
20000103,26.691910136322363
20000104,23.614162907751325
20000105,23.97802725867852
20000106,25.665242876895615
20000107,24.521355851787728
20000108,24.521355851787728
20000109,24.521355851787728
20000110,26.53181856108879
20000111,25.155814766802454
20000112,25.829357747509892
20000113,24.129963442708373
20000114,24.012519222612582
20000115,24.012519222612582
20000116,24.012519222612582
20000117,23.856903803364155
20000118,23.497841277984282
20000119,23.59079056470532
20000120,23.92881975135276
20000121,25.154570042738396
20000122,25.154570042738396
20000123,25.154570042738396
20000124,25.558293555380782
20000125,27.822130785053243
20000126,27.822130785053243
20000127,28.471256038016488
20000128,27.79533251218342
20000129,27.79533251218342
20000130,27.79533251218342
20000131,26.119038572994835
20000201,26.00347092076842
20000202,17.03545308137666
20000203,20.592064665872332
20000204,20.542420332004987
20000205,20.542420332004987
20000206,20.542420332004987
20000207,18.92302359776265
20000208,18.988778699816372
20000209,19.45115405174528
20000210,20.644498184049784
20000211,21.843363182271535
20000212,21.843363182271535
20000213,21.843363182271535
20000214,22.068131544044395
20000215,20.4721087496443
20000216,20.45878976741811
20000217,19.952283783314165
20000218,18.960929396456663
20000219,18.960929396456663
20000220,18.960929396456663
20000221,19.297881822939
20000222,20.31171702509616
20000223,19.947705480584727
20000224,20.035501694672575
20000225,20.02072847487023
20000226,20.02072847487023
20000227,20.02072847487023
20000228,22.88699629488044
20000229,23.96033061652944
20000301,24.2675452036252
20000302,24.193556743593838
20000303,24.1941523079804
20000304,24.1941523079804
20000305,24.1941523079804
20000306,23.398922697815657
20000307,23.210078553367826
20000308,23.431232423720346
20000309,24.41781267020481
20000310,24.382612006112453
20000311,24.382612006112453
20000312,24.382612006112453
20000313,24.452696557441147
20000314,24.43025892277348
20000315,27.66292577428448
20000316,24.68133303855028
20000317,24.47112504341339
20000318,24.47112504341339
20000319,24.47112504341339
20000320,27.186664688309623
20000321,26.95270036589924
20000322,24.362479744164737
20000323,27.08047595762003
20000324,26.90935745422773
20000325,26.90935745422773
20000326,26.90935745422773
20000327,26.593164458904273
20000328,26.818943223682506
20000329,28.319513604000672
20000330,28.493650976580525
20000331,28.83668271193032
20000401,28.83668271193032
20000402,28.83668271193032
20000403,28.310497751651408
20000404,25.283230250510897
20000405,25.293816186834974
20000406,25.37610756159635
20000407,27.22916118230108
20000408,27.22916118230108
20000409,27.22916118230108
20000410,27.266870612293587
20000411,27.362324553003685
20000412,27.42576293562164
20000413,27.340450025202003
20000414,27.931812178607764
20000415,27.931812178607764
20000416,27.931812178607764
20000417,29.088248298828177
20000418,27.87806386121891
20000419,13.744070697924336
20000420,13.393221705392845
20000421,13.393221705392845
20000422,13.393221705392845
20000423,13.393221705392845
20000424,13.393221705392845
20000425,13.393221705392845
20000426,13.41928075326515
20000427,13.326315009588356
20000428,15.84145939005665
20000429,15.84145939005665
20000430,15.84145939005665
20000501,16.099590182451784
20000502,16.180218648164722
20000503,16.158040899501284
20000504,17.26781355502337
20000505,17.136684614136705
20000506,17.136684614136705
20000507,17.136684614136705
20000508,16.934123991064087
20000509,16.902813114481837
20000510,16.38344801872192
20000511,17.779268469943254
20000512,16.737469933266645
20000513,16.737469933266645
20000514,16.737469933266645
20000515,16.566838641541654
20000516,16.37941901438731
20000517,16.39221721180085
20000518,15.521900240503204
20000519,16.663333939949627
20000520,16.663333939949627
20000521,16.663333939949627
20000522,16.846331907227626
20000523,15.414565546124287
20000524,15.241584408532214
20000525,15.680587101142583
20000526,15.874908846689072
20000527,15.874908846689072
20000528,15.874908846689072
20000529,15.765888355934873
20000530,15.523292823471094
20000531,15.729198671265758
20000601,15.629366350530173
20000602,15.275738804666629
20000603,15.275738804666629
20000604,15.275738804666629
20000605,15.360861683136445
20000606,15.331305176790494
20000607,15.366350432241012
20000608,15.265984699826047
20000609,15.030624260916282
20000610,15.030624260916282
20000611,15.030624260916282
20000612,15.030624260916282
20000613,14.318887025999857
20000614,14.110486616314088
20000615,14.001556758096276
20000616,13.958393121168621
20000617,13.958393121168621
20000618,13.958393121168621
20000619,14.072876874193431
20000620,14.451791302057385
20000621,13.817305508080596
20000622,13.883664417964859
20000623,13.811918516881036
20000624,13.811918516881036
20000625,13.811918516881036
20000626,14.482199598845677
20000627,14.49575077113164
20000628,15.22035640157244
20000629,15.094380478256383
20000630,15.088920709709365
20000701,15.088920709709365
20000702,15.088920709709365
20000703,15.10102436286674
20000704,13.846826307480297
20000705,13.448030663749954
20000706,13.4173845956426
20000707,13.513877548141448
20000708,13.513877548141448
20000709,13.513877548141448
20000710,13.562784633988
20000711,13.631175314392813
20000712,13.644233973307497
20000713,13.137012393759091
20000714,14.015342772186559
20000715,14.015342772186559
20000716,14.015342772186559
20000717,13.977203044968583
20000718,14.000263805031983
20000719,15.450642203736729
20000720,15.457222165018878
20000721,15.42004259666299
20000722,15.42004259666299
20000723,15.42004259666299
20000724,15.606163924003148
20000725,15.654375543895355
20000726,15.666799718521652
20000727,15.656116866512624
20000728,15.611101152708208
20000729,15.611101152708208
20000730,15.611101152708208
20000731,14.586929122620562
20000801,14.512696959284048
20000802,14.375730371169865
20000803,13.534396485398942
20000804,13.641817128281618
20000805,13.641817128281618
20000806,13.641817128281618
20000807,14.186796364078596
20000808,13.486350019675223
20000809,13.30138706051185
20000810,12.885802242683228
20000811,5.7001505235371415
20000812,5.7001505235371415
20000813,5.7001505235371415
20000814,5.705035782803436
20000815,5.993869542421168
20000816,5.991455743073954
20000817,6.0417488491918165
20000818,5.9207716770382826
20000819,5.9207716770382826
20000820,5.9207716770382826
20000821,5.958087156547551
20000822,6.020782023405284
20000823,5.931085556495366
20000824,5.620433695864673
20000825,5.62475651517709
20000826,5.62475651517709
20000827,5.62475651517709
20000828,6.600645015055238
20000829,6.5922303306172045
20000830,6.718900082129519
20000831,7.746959748767577
20000901,8.093663260320064
20000902,8.093663260320064
20000903,8.093663260320064
20000904,8.14814630268428
20000905,8.146255450827265
20000906,8.164133378387596
20000907,8.358814364150783
20000908,8.360887152349704
20000909,8.360887152349704
20000910,8.360887152349704
20000911,9.232859137148719
20000912,9.226555224719856
20000913,9.83254289020659
20000914,9.854424991672728
20000915,9.791412772745502
20000916,9.791412772745502
20000917,9.791412772745502
20000918,10.142100368311281
20000919,9.078146057934958
20000920,9.067310986233824
20000921,9.085095369910093
20000922,9.278537609267905
20000923,9.278537609267905
20000924,9.278537609267905
20000925,9.30569860365668
20000926,10.783612587188152
20000927,10.852508763646444
20000928,10.867526379262584
20000929,10.94440474859504
20000930,10.94440474859504
20001001,10.94440474859504
20001002,10.999499095484907
20001003,11.069463725761516
20001004,8.055029421664997
20001005,8.12220701035053
20001006,8.12753891669644
20001007,8.12753891669644
20001008,8.12753891669644
20001009,9.294788607855065
20001010,9.36183668871181
20001011,8.712610055499827
20001012,8.763253471150666
20001013,8.814707417898013
20001014,8.814707417898013
20001015,8.814707417898013
20001016,9.494248289284116
20001017,9.573307505904015
20001018,9.486816174909245
20001019,9.50542123121736
20001020,9.2992886598669
20001021,9.2992886598669
20001022,9.2992886598669
20001023,10.032228962864899
20001024,9.420005497599096
20001025,8.966116730602954
20001026,8.977609748038175
20001027,9.484845802098778
20001028,9.484845802098778
20001029,9.484845802098778
20001030,9.509549882781839
20001031,9.02951693316176
20001101,9.003709715242865
20001102,9.025613362332592
20001103,9.347015023453695
20001104,9.347015023453695
20001105,9.347015023453695
20001106,9.370658854166964
20001107,9.367764909128862
20001108,9.419333829556434
20001109,9.561131277681103
20001110,9.6268231645554
20001111,9.6268231645554
20001112,9.6268231645554
20001113,9.755885248674826
20001114,9.682620204450293
20001115,9.799207367021985
20001116,9.232090805642345
20001117,9.276840161941083
20001118,9.276840161941083
20001119,9.276840161941083
20001120,9.41571749526961
20001121,10.090247672981533
20001122,10.083004469433144
20001123,10.10009443744265
20001124,10.059888949353322
20001125,10.059888949353322
20001126,10.059888949353322
20001127,10.128807783096821
20001128,10.124792281971303
20001129,9.961391230449582
20001130,9.86773941552296
20001201,9.877804779879853
20001202,9.877804779879853
20001203,9.877804779879853
20001204,10.043336716519045
20001205,10.144791673852929
20001206,10.341470169666922
20001207,11.00042136965743
20001208,11.017978698171758
20001209,11.017978698171758
20001210,11.017978698171758
20001211,11.019456847394347
20001212,10.916922296688522
20001213,10.97839033264607
20001214,10.964821548553205
20001215,11.024682720075182
20001216,11.024682720075182
20001217,11.024682720075182
20001218,11.218310896239547
20001219,11.247515708683752
20001220,11.364299280366073
20001221,11.388542859237752
20001222,11.362057914047286
20001223,11.362057914047286
20001224,11.362057914047286
20001225,11.362057914047286
20001226,11.362057914047286
20001227,11.467749551587621
20001228,11.487176598030128
20001229,11.456572227583964
20001230,11.456572227583964
20001231,11.456572227583964
20010101,11.456572227583964
20010102,11.583042879844662
20010103,11.593488061796783
20010104,11.636486481296513
20010105,11.609915569483567
20010106,11.609915569483567
20010107,11.609915569483567
20010108,11.571463576241731
20010109,11.668337003235145
20010110,11.760822714080174
20010111,11.807475820421185
20010112,11.763216107170507
20010113,11.763216107170507
20010114,11.763216107170507
20010115,11.795254484493048
20010116,11.850859595018347
20010117,11.826168865623613
20010118,11.840824176583828
20010119,11.76550405982211
20010120,11.76550405982211
20010121,11.76550405982211
20010122,11.834705505891993
20010123,11.722529409990207
20010124,11.739529878812409
20010125,11.813099094686805
20010126,11.813099094686805
20010127,11.813099094686805
20010128,11.813099094686805
20010129,11.946186727403864
20010130,12.21550139792153
20010131,15.258555536507394
20010201,15.367204409807382
20010202,15.370289968868203
20010203,15.370289968868203
20010204,15.370289968868203
20010205,15.467618297706164
20010206,12.47460777547346
20010207,12.601627287737466
20010208,12.72788758765867
20010209,23.953853258552584
20010210,23.953853258552584
20010211,23.953853258552584
20010212,23.907342599387107
20010213,31.932186579216097
20010214,31.835323163511344
20010215,31.87173905701369
20010216,32.18152605687471
20010217,32.18152605687471
20010218,32.18152605687471
20010219,34.847186769536414
20010220,34.3612305393458
20010221,34.44162269053649
20010222,34.52550382782472
20010223,34.408648853950936
20010224,34.408648853950936
20010225,34.408648853950936
20010226,34.31556921653259
20010227,35.16071238779733
20010228,34.56474256137244
20010301,34.51396922718102
20010302,30.88305653992208
20010303,30.88305653992208
20010304,30.88305653992208
20010305,30.881916718187863
20010306,31.56625718512619
20010307,31.957847242901245
20010308,28.034847850117156
20010309,28.20620101100462
20010310,28.20620101100462
20010311,28.20620101100462
20010312,29.17305945669995
20010313,29.85562883453518
20010314,30.31629859025538
20010315,30.46078947669057
20010316,31.404818466660426
20010317,31.404818466660426
20010318,31.404818466660426
20010319,30.68892471810055
20010320,30.595806082840586
20010321,31.01017718020133
20010322,31.13549780284706
20010323,31.078907336631413
20010324,31.078907336631413
20010325,31.078907336631413
20010326,30.914083287744194
20010327,30.645515528745868
20010328,29.630484173438212
20010329,29.548717512061096
20010330,30.479031599336583
20010331,30.479031599336583
20010401,30.479031599336583
20010402,30.351070447073962
20010403,30.363813211369187
20010404,30.495194138472517
20010405,31.83032042164521
20010406,31.71679509364948
20010407,31.71679509364948
20010408,31.71679509364948
20010409,31.63913637098844
20010410,31.2182488836556
20010411,26.58099489179706
20010412,27.755905389815833
20010413,27.755905389815833
20010414,27.755905389815833
20010415,27.755905389815833
20010416,27.755905389815833
20010417,27.277830437005143
20010418,26.958981758514465
20010419,27.494950694471953
20010420,25.9048194230672
20010421,25.9048194230672
20010422,25.9048194230672
20010423,26.26631646426863
20010424,25.537773215506206
20010425,25.537773215506206
20010426,25.43847840239549
20010427,26.525706314302553
20010428,26.525706314302553
20010429,26.525706314302553
20010430,13.245985803870147
20010501,11.618666669497557
20010502,11.253878660001577
20010503,10.99021760282042
20010504,10.946412077426665
20010505,10.946412077426665
20010506,10.946412077426665
20010507,10.788781600745141
20010508,10.336042817232336
20010509,9.752088185792543
20010510,9.665670306427376
20010511,9.511312416157008
20010512,9.511312416157008
20010513,9.511312416157008
20010514,9.514251924313351
20010515,9.844343089883884
20010516,9.797312402282751
20010517,9.631454347384299
20010518,9.922286972708383
20010519,9.922286972708383
20010520,9.922286972708383
20010521,9.411523323958368
20010522,9.335407955806529
20010523,9.14970017832937
20010524,9.923245148442877
20010525,9.823191885166242
20010526,9.823191885166242
20010527,9.823191885166242
20010528,10.425415499040957
20010529,9.733626973977373
20010530,10.712316509561736
20010531,10.558662506822959
20010601,10.532277888486787
20010602,10.532277888486787
20010603,10.532277888486787
20010604,10.574875452679777
20010605,9.948835066712316
20010606,9.703051803469947
20010607,9.629370747141433
20010608,9.413456154472202
20010609,9.413456154472202
20010610,9.413456154472202
20010611,9.413456154472202
20010612,9.388857662254104
20010613,9.016807081088182
20010614,9.417125094396026
20010615,9.349687368519543
20010616,9.349687368519543
20010617,9.349687368519543
20010618,9.388348494059642
20010619,9.53980148647681
20010620,9.421782023539084
20010621,9.360023860560888
20010622,9.389051857808516
20010623,9.389051857808516
20010624,9.389051857808516
20010625,9.353730557166438
20010626,9.334952836760674
20010627,9.354193067435524
20010628,10.046559068646369
20010629,9.267793117883068
20010630,9.267793117883068
20010701,9.267793117883068
20010702,9.14919406163682
20010703,9.096635244647011
20010704,8.985322504451698
20010705,8.920874569224504
20010706,9.804794949442025
20010707,9.804794949442025
20010708,9.804794949442025
20010709,9.768728620135997
20010710,9.753113222443917
20010711,9.593125940125347
20010712,9.585735564069218
20010713,9.532771354447615
20010714,9.532771354447615
20010715,9.532771354447615
20010716,9.461823764226223
20010717,9.562801994645724
20010718,9.515623330354213
20010719,9.502648634194804
20010720,9.518703640080423
20010721,9.518703640080423
20010722,9.518703640080423
20010723,9.544875653497904
20010724,9.525031700555465
20010725,9.490354997022727
20010726,8.652292435178968
20010727,8.639660220521979
20010728,8.639660220521979
20010729,8.639660220521979
20010730,8.60376338827811
20010731,10.529643128431946
20010801,10.47821686399836
20010802,10.4379184309449
20010803,10.461778321507456
20010804,10.461778321507456
20010805,10.461778321507456
20010806,10.506885160908368
20010807,10.552220080092333
20010808,16.87730883363578
20010809,16.924709425570754
20010810,16.95005995381755
20010811,16.95005995381755
20010812,16.95005995381755
20010813,16.881801337949646
20010814,13.822847168811414
20010815,16.412986110534057
20010816,16.480669544433358
20010817,16.45919292893781
20010818,16.45919292893781
20010819,16.45919292893781
20010820,16.884649820675257
20010821,15.587703926306986
20010822,15.365789518372319
20010823,16.456334523929904
20010824,16.459667213482778
20010825,16.459667213482778
20010826,16.459667213482778
20010827,16.693401024331166
20010828,16.799676135519192
20010829,17.05559200055462
20010830,16.871977550556792
20010831,15.425637112482942
20010901,15.425637112482942
20010902,15.425637112482942
20010903,15.571557638989681
20010904,15.694549397575996
20010905,15.477535230884577
20010906,15.496114279110623
20010907,14.470551354852642
20010908,14.470551354852642
20010909,14.470551354852642
20010910,14.722996057465817
20010911,15.76616765268544
20010912,16.694173192367273
20010913,16.495002863947
20010914,16.44687858598262
20010915,16.44687858598262
20010916,16.44687858598262
20010917,16.869198358539062
20010918,17.149028214636246
20010919,17.347242493608594
20010920,18.74189682091528
20010921,19.074855698374392
20010922,19.074855698374392
20010923,19.074855698374392
20010924,18.71190375122468
20010925,19.65618173021099
20010926,19.50836152412153
20010927,19.77906119673164
20010928,14.903112700361842
20010929,14.903112700361842
20010930,14.903112700361842
20011001,14.802287345396921
20011002,14.530943729800189
20011003,14.91778395148471
20011004,14.841884144023393
20011005,14.784500156971577
20011006,14.784500156971577
20011007,14.784500156971577
20011008,14.715255030454129
20011009,14.601767438528443
20011010,14.512669143371134
20011011,14.641173920078575
20011012,14.476977091163441
20011013,14.476977091163441
20011014,14.476977091163441
20011015,14.103791577657269
20011016,14.137930621798969
20011017,13.994446440820758
20011018,13.93934712725086
20011019,14.185116065154872
20011020,14.185116065154872
20011021,14.185116065154872
20011022,14.124849030262617
20011023,14.158676967840258
20011024,14.089170734789214
20011025,14.071224269941618
20011026,14.031276910218212
20011027,14.031276910218212
20011028,14.031276910218212
20011029,14.018791518317562
20011030,14.055952168074747
20011031,14.285937372827238
20011101,14.319306346930919
20011102,14.264244659625053
20011103,14.264244659625053
20011104,14.264244659625053
20011105,14.298963344854458
20011106,14.21969812710546
20011107,14.231894478659523
20011108,14.246200331694773
20011109,11.39510827468566
20011110,11.39510827468566
20011111,11.39510827468566
20011112,11.135597454303577
20011113,10.384793905888833
20011114,10.663099364271556
20011115,10.612877286675694
20011116,10.294784935095743
20011117,10.294784935095743
20011118,10.294784935095743
20011119,10.286009022350942
20011120,10.245773968302718
20011121,10.681850081211689
20011122,10.644020158857696
20011123,10.585689857364988
20011124,10.585689857364988
20011125,10.585689857364988
20011126,14.176836602362444
20011127,14.129409748203914
