Date,Hercules Capital Inc
20060405,2.9868884375727807
20060406,3.232881255116873
20060407,3.4177817063629834
20060408,3.4177817063629834
20060409,3.4177817063629834
20060410,3.4319883283238837
20060411,3.434900881884986
20060412,3.5553510539339785
20060413,3.537606498120141
20060414,3.537606498120141
20060415,3.537606498120141
20060416,3.537606498120141
20060417,3.5389727775952076
20060418,3.598451577682018
20060419,3.592365658092483
20060420,3.5697385536573107
20060421,3.5083352538803347
20060422,3.5083352538803347
20060423,3.5083352538803347
20060424,3.5850052833944024
20060425,3.5495880251184904
20060426,3.594420130848967
20060427,4.363379817992952
20060428,3.9074251452127036
20060429,3.9074251452127036
20060430,3.9074251452127036
20060501,4.105644748826315
20060502,4.069954851742777
20060503,1.4004724335394694
20060504,1.1583390598138248
20060505,1.1134076816841814
20060506,1.1134076816841814
20060507,1.1134076816841814
20060508,1.1141855141259112
20060509,1.1383186348757608
20060510,1.2146242794002327
20060511,1.2106037585379956
20060512,1.1427257256647274
20060513,1.1427257256647274
20060514,1.1427257256647274
20060515,1.1442827500322799
20060516,1.0908004444745036
20060517,1.1152965505580463
20060518,1.1098968792896893
20060519,1.1176913215954412
20060520,1.1176913215954412
20060521,1.1176913215954412
20060522,1.1548400486208386
20060523,1.128130030243922
20060524,1.141312582406126
20060525,1.1487542877767731
20060526,1.1706579787823044
20060527,1.1706579787823044
20060528,1.1706579787823044
20060529,1.1706579787823044
20060530,1.1814625329485664
20060531,2.7277377980482
20060601,2.8090658049716177
20060602,2.84662448763052
20060603,2.84662448763052
20060604,2.84662448763052
20060605,2.8265995194507947
20060606,2.855891769727437
20060607,3.0642567734222927
20060608,3.01979805438747
20060609,2.9768289613071803
20060610,2.9768289613071803
20060611,2.9768289613071803
20060612,3.0969551992491895
20060613,2.97871815354133
20060614,3.1275689931724187
20060615,3.05836438247265
20060616,2.9457585305919363
20060617,2.9457585305919363
20060618,2.9457585305919363
20060619,3.037527651318109
20060620,3.0324623927115213
20060621,3.1153613882289166
20060622,3.104214830565884
20060623,3.142736264686006
20060624,3.142736264686006
20060625,3.142736264686006
20060626,3.2337188882034154
20060627,3.280742920421237
20060628,3.194515072733129
20060629,3.3188106745186388
20060630,2.7786692572726266
20060701,2.8428514567645338
20060702,2.8428514567645338
20060703,3.057836061967771
20060704,3.057836061967771
20060705,3.033872385087859
20060706,3.0148427472983066
20060707,2.9974697450435013
20060708,2.9974697450435013
20060709,2.9974697450435013
20060710,3.096998797824449
20060711,3.033687304325454
20060712,3.0272036847330854
20060713,3.156049151204019
20060714,3.2248559510107992
20060715,3.2248559510107992
20060716,3.2248559510107992
20060717,3.1579479742470404
20060718,3.1149885158404422
20060719,3.174736592858045
20060720,3.0880246490906953
20060721,2.996717061497464
20060722,2.996717061497464
20060723,2.996717061497464
20060724,3.091045522971525
20060725,3.090263064038756
20060726,3.106788581687203
20060727,1.7653795754127721
20060728,1.6862345211332
20060729,1.6862345211332
20060730,1.6862345211332
20060731,2.1579959409134637
20060801,2.2287269312901263
20060802,2.213915877585398
20060803,2.2303978423946558
20060804,2.247370056582734
20060805,2.247370056582734
20060806,2.247370056582734
20060807,2.2459427789121995
20060808,2.2970379179273226
20060809,2.27570397832259
20060810,2.3280850281890384
20060811,2.289410424340219
20060812,2.289410424340219
20060813,2.289410424340219
20060814,2.3614726775826504
20060815,2.392303274169658
20060816,2.403689311445558
20060817,2.426866650574749
20060818,2.45691989662593
20060819,2.45691989662593
20060820,2.45691989662593
20060821,2.4835642596623964
20060822,2.4638848491640557
20060823,2.5219227758915688
20060824,2.5192161306436476
20060825,2.5225132652661335
20060826,2.5225132652661335
20060827,2.5225132652661335
20060828,2.5549994194810313
20060829,2.5855458957230035
20060830,2.670637552474231
20060831,2.4807020970659885
20060901,2.5308220736460387
20060902,2.5308220736460387
20060903,2.5308220736460387
20060904,2.5308220736460387
20060905,2.586016045026842
20060906,2.5526996930222543
20060907,2.547843219986544
20060908,2.5748182504890824
20060909,2.5748182504890824
20060910,2.5748182504890824
20060911,2.577645487981309
20060912,2.553947327014706
20060913,2.3597237315678723
20060914,2.402596218686889
20060915,2.4700912256357634
20060916,2.4700912256357634
20060917,2.4700912256357634
20060918,2.500615572706775
20060919,2.541439496166418
20060920,2.5640329150884615
20060921,2.5218754740449074
20060922,2.4982873178768474
20060923,2.4982873178768474
20060924,2.4982873178768474
20060925,2.654016679551058
20060926,2.578308415055996
20060927,2.525870353902303
20060928,2.535423979237978
20060929,2.253837401682799
20060930,2.253837401682799
20061001,2.3080618905025005
20061002,2.316302289879019
20061003,2.167189023338323
20061004,2.1640085798419246
20061005,2.1302757369604133
20061006,2.161553186646746
20061007,2.161553186646746
20061008,2.161553186646746
20061009,2.172922327824481
20061010,2.223923918923664
20061011,2.2044368836638375
20061012,2.4004171844831332
20061013,2.402373607279201
20061014,2.402373607279201
20061015,2.402373607279201
20061016,2.4127367460757694
20061017,2.431312680166623
20061018,2.4356501525685914
20061019,2.2214293608439406
20061020,1.4006217031215225
20061021,1.4006217031215225
20061022,1.4006217031215225
20061023,1.3366489427068065
20061024,1.3079851053839513
20061025,1.3255471550239524
20061026,2.8916094927913827
20061027,2.9140056380406163
20061028,2.9140056380406163
20061029,2.9140056380406163
20061030,2.878211426607092
20061031,3.0080882539627907
20061101,3.118783524025504
20061102,3.433668160918073
20061103,3.4409797378754337
20061104,3.4409797378754337
20061105,3.4409797378754337
20061106,3.549269444159376
20061107,3.4377699710360567
20061108,3.4991308225667535
20061109,3.411025904613702
20061110,3.3244671025200447
20061111,3.3244671025200447
20061112,3.3244671025200447
20061113,3.393001868510784
20061114,3.366157294526979
20061115,3.527492224818684
20061116,3.6135467067133047
20061117,3.8230255492972636
20061118,3.8230255492972636
20061119,3.8230255492972636
20061120,3.5802381784272943
20061121,3.4696236678444854
20061122,3.3979774676988415
20061123,3.3979774676988415
20061124,3.299319861427424
20061125,3.299319861427424
20061126,3.299319861427424
20061127,3.440482746576706
20061128,3.4957817213149984
20061129,3.4248317434330335
20061130,3.1928014728124583
20061201,3.2683944435915424
20061202,3.2683944435915424
20061203,3.2683944435915424
20061204,3.185899526619714
20061205,3.168307258006969
20061206,3.114904727461419
20061207,3.0850757074680537
20061208,1.3234430666615233
20061209,1.3234430666615233
20061210,1.3234430666615233
20061211,1.3601224251446755
20061212,1.367301937381306
20061213,1.359633591175636
20061214,1.3351276932997116
20061215,1.3266024117691848
20061216,1.3266024117691848
20061217,1.3266024117691848
20061218,1.3666349960473236
20061219,1.3653702784151511
20061220,1.3841932049319023
20061221,1.407470762649766
20061222,1.3826903893869271
20061223,1.3826903893869271
20061224,1.3826903893869271
20061225,1.3826903893869271
20061226,1.442324010100555
20061227,1.3645665869462422
20061228,1.3209514711159043
20061229,2.165993304954272
20061230,2.165993304954272
20061231,2.165993304954272
20070101,2.219988264200145
20070102,2.219988264200145
20070103,2.2750670840062224
20070104,2.308720797897788
20070105,2.3550049669297883
20070106,2.3550049669297883
20070107,2.3550049669297883
20070108,2.3508579173721733
20070109,2.4765332686317842
20070110,2.309974365283413
20070111,2.3880153603456713
20070112,2.417836700711292
20070113,2.417836700711292
20070114,2.417836700711292
20070115,2.417836700711292
20070116,2.413568704823802
20070117,2.4365495817443756
20070118,2.4268728109492073
20070119,2.487783778777351
20070120,2.487783778777351
20070121,2.487783778777351
20070122,2.5433864388462184
20070123,2.5499272529731667
20070124,2.5602205615201505
20070125,2.5957548126171486
20070126,2.567049413891822
20070127,2.567049413891822
20070128,2.567049413891822
20070129,2.500985415885952
20070130,2.5239204428063298
20070131,2.5157454186651997
20070201,2.5950383353140802
20070202,2.640875777144595
20070203,2.640875777144595
20070204,2.640875777144595
20070205,2.627256441916518
20070206,2.640003561210157
20070207,0.6610428599110362
20070208,0.7300363453667633
20070209,0.7536594063022564
20070210,0.7536594063022564
20070211,0.7536594063022564
20070212,0.742266219198688
20070213,0.7253065651874465
20070214,0.7245780331140125
20070215,0.728083859061933
20070216,0.7214042906731962
20070217,0.7214042906731962
20070218,0.7214042906731962
20070219,0.7214042906731962
20070220,0.6963925450468736
20070221,0.7187443169023142
20070222,0.7005137672033674
20070223,0.6915236568229479
20070224,0.6915236568229479
20070225,0.6915236568229479
20070226,0.7132921146642226
20070227,0.734537008033162
20070228,2.180204008565414
20070301,2.2127857818966783
20070302,2.2331252002769553
20070303,2.2331252002769553
20070304,2.2331252002769553
20070305,2.442202647406057
20070306,2.311176788248386
20070307,2.447591155377074
20070308,2.441530511938064
20070309,2.2017492673225156
20070310,2.2017492673225156
20070311,2.2017492673225156
20070312,2.2040944342220197
20070313,2.3622506209190575
20070314,2.3914997203759683
20070315,2.269417807884134
20070316,2.215276568686329
20070317,2.215276568686329
20070318,2.215276568686329
20070319,2.3073896730209777
20070320,2.3438558603849042
20070321,2.413682851950172
20070322,2.291782920954273
20070323,2.1107519454656853
20070324,2.1107519454656853
20070325,2.1107519454656853
20070326,2.325675522913744
20070327,2.283131142476854
20070328,2.2158493175469087
20070329,2.1889076937062555
20070330,2.2789499730324505
20070331,2.2789499730324505
20070401,2.33764291626955
20070402,2.360929839058376
20070403,2.3954298639581655
20070404,2.4077476387973964
20070405,2.3839361180806162
20070406,2.3839361180806162
20070407,2.3839361180806162
20070408,2.3839361180806162
20070409,2.438200232333056
20070410,2.4471397172186755
20070411,2.4506989736664413
20070412,2.45631910719689
20070413,2.471222223927336
20070414,2.471222223927336
20070415,2.471222223927336
20070416,2.5051078052790983
20070417,2.5343147860466764
20070418,2.5055267012875415
20070419,2.4928363006191527
20070420,2.4788549151545647
20070421,2.4788549151545647
20070422,2.4788549151545647
20070423,2.4803388471894308
20070424,2.5108019234281707
20070425,2.497224327738469
20070426,2.510137068421768
20070427,2.437007100878393
20070428,2.437007100878393
20070429,2.437007100878393
20070430,2.463992204686715
20070501,2.507951609235238
20070502,2.5717986811834406
20070503,8.812692895584146
20070504,8.11644890654969
20070505,8.11644890654969
20070506,8.11644890654969
20070507,8.095905436260615
20070508,8.344364736838243
20070509,8.332651428468392
20070510,8.489751273124611
20070511,8.65386946792475
20070512,8.65386946792475
20070513,8.65386946792475
20070514,8.92698423185371
20070515,8.951121155371046
20070516,8.708420062665654
20070517,9.05243087925357
20070518,9.356550035035443
20070519,9.356550035035443
20070520,9.356550035035443
20070521,9.148158717581506
20070522,8.992342773042177
20070523,8.994070864537422
20070524,9.37566535024812
20070525,9.152906040900014
20070526,9.152906040900014
20070527,9.152906040900014
20070528,9.152906040900014
20070529,9.919656940205707
20070530,9.606820006020977
20070531,7.658244762258124
20070601,7.999042135258693
20070602,7.999042135258693
20070603,7.999042135258693
20070604,8.633200359596223
20070605,4.389585788415811
20070606,4.32851586440548
20070607,4.327214901718724
20070608,4.42085504688354
20070609,4.42085504688354
20070610,4.42085504688354
20070611,4.3734453594987786
20070612,4.565341187398104
20070613,4.641524472302747
20070614,4.5708267880750375
20070615,4.5441506302023456
20070616,4.5441506302023456
20070617,4.5441506302023456
20070618,4.301425309408498
20070619,4.252466555206213
20070620,4.398570896198799
20070621,4.597158317220352
20070622,4.7690448828878536
20070623,4.7690448828878536
20070624,4.7690448828878536
20070625,4.804307970760842
20070626,5.0461868893082045
20070627,4.947336644194419
20070628,4.580574197940319
20070629,6.074803394921576
20070630,6.074803394921576
20070701,6.235746005286308
20070702,6.244962602960796
20070703,5.915911240015852
20070704,5.915911240015852
20070705,6.221058515358861
20070706,6.125448398775554
20070707,6.125448398775554
20070708,6.125448398775554
20070709,6.2208208755012135
20070710,6.4548704923537
20070711,6.777101660568054
20070712,6.9533434444700895
20070713,6.9567424199853125
20070714,6.9567424199853125
20070715,6.9567424199853125
20070716,7.3890667234503
20070717,7.249664053510839
20070718,7.249421375796302
20070719,7.12475050046488
20070720,6.9969889184703575
20070721,6.9969889184703575
20070722,6.9969889184703575
20070723,6.784449190024753
20070724,6.9721130677402705
20070725,7.743952160287604
20070726,7.860276559554923
20070727,8.283903326317384
20070728,8.283903326317384
20070729,8.283903326317384
20070730,8.233478319403757
20070731,7.344523739736523
20070801,8.58924546498098
20070802,1.3283362808784958
20070803,1.1590288775397957
20070804,1.1590288775397957
20070805,1.1590288775397957
20070806,1.0886461937979595
20070807,1.0149420278608339
20070808,0.9321657405683957
20070809,0.8936050858224783
20070810,0.9257399961156814
20070811,0.9257399961156814
20070812,0.9257399961156814
20070813,0.9510972603189086
20070814,1.0239957878230905
20070815,1.009989353384347
20070816,1.0983720651367619
20070817,1.0845864911761152
20070818,1.0845864911761152
20070819,1.0845864911761152
20070820,1.1156724585057956
20070821,1.1370653533286923
20070822,1.0884131491312663
20070823,1.0867514499583975
20070824,1.0768142296123846
20070825,1.0768142296123846
20070826,1.0768142296123846
20070827,1.0925334078039912
20070828,1.1145710474932016
20070829,1.142393880380851
20070830,1.1900333475586784
20070831,2.4492976782168197
20070901,2.5151658804809993
20070902,2.5151658804809993
20070903,2.5151658804809993
20070904,2.323068255463002
20070905,2.2691610373696642
20070906,2.3378222969124822
20070907,2.4397026220003237
20070908,2.4397026220003237
20070909,2.4397026220003237
20070910,2.494280806713666
20070911,2.5172538419948034
20070912,2.428011965812341
20070913,2.420053721121849
20070914,2.376937255837109
20070915,2.376937255837109
20070916,2.376937255837109
20070917,2.3623897143546913
20070918,2.1565343535797297
20070919,2.0158219640065003
20070920,2.000371884107108
20070921,1.974062178682949
20070922,1.974062178682949
20070923,1.974062178682949
20070924,2.0875637790637915
20070925,1.9661427391354296
20070926,1.985440750234255
20070927,2.007105717687697
20070928,2.0425268058929418
20070929,2.0425268058929418
20070930,2.0425268058929418
20071001,2.0961621015341936
20071002,2.1219848570370217
20071003,2.1557041027804558
20071004,2.1958570168665603
20071005,2.103882249240058
20071006,2.103882249240058
20071007,2.103882249240058
20071008,2.1757591019267233
20071009,2.127742455242479
20071010,2.1037947450957435
20071011,2.086340778475748
20071012,2.118888340297237
20071013,2.118888340297237
20071014,2.118888340297237
20071015,2.2129420168956346
20071016,2.189701171624567
20071017,2.2140040181166305
20071018,2.2199443282783506
20071019,2.395129766990453
20071020,2.395129766990453
20071021,2.395129766990453
20071022,2.4760418299942084
20071023,2.3688833105949785
20071024,2.5154776495354327
20071025,2.467353129878188
20071026,2.380825254670329
20071027,2.380825254670329
20071028,2.380825254670329
20071029,2.2459851862384492
20071030,2.230597538568186
20071031,2.115988657817125
20071101,3.821267762657359
20071102,3.4816715103386913
20071103,3.4816715103386913
20071104,3.4816715103386913
20071105,3.66156409733278
20071106,3.705053809861645
20071107,3.8443684148667345
20071108,4.016722413794221
20071109,4.017563594112987
20071110,4.017563594112987
20071111,4.017563594112987
20071112,3.876571713889533
20071113,3.78031962416658
20071114,3.9539718780247264
20071115,4.061764337358649
20071116,4.097226918534074
20071117,4.097226918534074
20071118,4.097226918534074
20071119,4.211704534399079
20071120,4.424415818450889
20071121,4.354915685273084
20071122,4.354915685273084
20071123,4.293892003377684
20071124,4.293892003377684
20071125,4.293892003377684
20071126,4.4331414641860185
20071127,4.531771388733594
20071128,3.786718870566522
20071129,3.890756340850403
20071130,4.3548326992247866
20071201,4.4745116444154664
20071202,4.4745116444154664
20071203,4.486814499503918
20071204,4.7433829488404635
20071205,4.597685624091563
20071206,4.698951716607865
20071207,4.852782074226401
20071208,4.852782074226401
20071209,4.852782074226401
20071210,4.660954684592042
20071211,4.973820733439464
20071212,5.062988674919035
20071213,5.03982668923266
20071214,5.262220847627431
20071215,5.262220847627431
20071216,5.262220847627431
20071217,4.969083767846348
20071218,4.800118624177437
20071219,4.712335418180022
20071220,4.9280071866530255
20071221,4.025044197559783
20071222,4.025044197559783
20071223,4.025044197559783
20071224,3.6965861359416614
20071225,3.6965861359416614
20071226,3.7797781513284807
20071227,4.531307046619252
20071228,4.273935374161219
20071229,4.273935374161219
20071230,4.273935374161219
20071231,3.4177193391937597
20080101,3.512083100157887
20080102,3.9562332626062693
20080103,4.0690718811923645
20080104,4.216612621487334
20080105,4.216612621487334
20080106,4.216612621487334
20080107,4.002317007395832
20080108,4.419299666799972
20080109,4.377942099009737
20080110,4.161565478131202
20080111,4.536770739969092
20080112,4.536770739969092
20080113,4.536770739969092
20080114,4.5429280005814965
20080115,4.9260280911296555
20080116,4.860913981078158
20080117,5.245860713747541
20080118,5.1909671481393564
20080119,5.1909671481393564
20080120,5.1909671481393564
20080121,5.1909671481393564
20080122,4.87890482647554
20080123,4.526573548938103
20080124,5.096583933441448
20080125,4.676428740410793
20080126,4.676428740410793
20080127,4.676428740410793
20080128,4.184199520216682
20080129,4.16479553611586
20080130,4.275315012640159
20080131,4.2337032725402075
20080201,4.522306081205354
20080202,4.522306081205354
20080203,4.522306081205354
20080204,4.460225150053382
20080205,4.466728460198231
20080206,4.142530648285081
20080207,12.956017159561807
20080208,11.96208273771232
20080209,11.96208273771232
20080210,11.96208273771232
20080211,11.81953999586901
20080212,12.288116695780497
20080213,12.727877910654348
20080214,13.185889381056539
20080215,13.272850317630388
20080216,13.272850317630388
20080217,13.272850317630388
20080218,13.272850317630388
20080219,12.994461805365866
20080220,13.228459135710068
20080221,13.234475649388694
20080222,13.273195535821317
20080223,13.273195535821317
20080224,13.273195535821317
20080225,12.92250832152105
20080226,13.05657382653268
20080227,13.077159200794792
20080228,13.241981092266684
20080229,8.633268785029472
20080301,8.874574149726936
20080302,8.874574149726936
20080303,9.719565939990927
20080304,9.639960450461803
20080305,9.802700788150418
20080306,9.544224336010782
20080307,9.043537967968897
20080308,9.043537967968897
20080309,9.043537967968897
20080310,9.392028690004636
20080311,9.290106002257572
20080312,9.476651873429931
20080313,9.79266978034077
20080314,9.877662890493246
20080315,9.877662890493246
20080316,9.877662890493246
20080317,10.182374142501816
20080318,9.705160419599636
20080319,9.948330853329205
20080320,9.827871363368272
20080321,9.827871363368272
20080322,9.827871363368272
20080323,9.827871363368272
20080324,9.824521293267235
20080325,9.923627140557752
20080326,10.102472136634022
20080327,11.45631876993541
20080328,12.157594178440734
20080329,12.157594178440734
20080330,12.157594178440734
20080331,11.132675428562704
20080401,10.882447300074878
20080402,10.966684286331624
20080403,11.640431885987274
20080404,11.505709764900622
20080405,11.505709764900622
20080406,11.505709764900622
20080407,11.83451557865807
20080408,11.834886161308257
20080409,12.094479021838042
20080410,11.389106323408384
20080411,12.340857508530549
20080412,12.340857508530549
20080413,12.340857508530549
20080414,12.204993399927384
20080415,12.339715003238311
20080416,11.90516685627503
20080417,11.425282431111869
20080418,10.887999976094275
20080419,10.887999976094275
20080420,10.887999976094275
20080421,11.472926145184308
20080422,12.589817789746219
20080423,12.897747919700233
20080424,12.655077455803122
20080425,13.549584470728032
20080426,13.549584470728032
20080427,13.549584470728032
20080428,13.516766916962784
20080429,14.04266198622906
20080430,13.643010287119358
20080501,13.66477204210396
20080502,13.588943399106318
20080503,13.588943399106318
20080504,13.588943399106318
20080505,13.22981765821722
20080506,12.360675089805241
20080507,12.324854873566212
20080508,11.910769595750567
20080509,12.456610510390515
20080510,12.456610510390515
20080511,12.456610510390515
20080512,12.554072486532334
20080513,12.536702416305902
20080514,13.516697462889962
20080515,13.498621657074773
20080516,13.658043999800622
20080517,13.658043999800622
20080518,13.658043999800622
20080519,13.499535860923807
20080520,13.607596453079564
20080521,13.311734078527028
20080522,12.190119458092967
20080523,12.347432677169632
20080524,12.347432677169632
20080525,12.347432677169632
20080526,12.347432677169632
20080527,11.968245760519055
20080528,12.679544545123619
20080529,12.32686999653454
20080530,12.062534168093622
20080531,12.062534168093622
20080601,12.403283249871036
20080602,12.696934962788522
20080603,12.982572247832339
20080604,13.396452698870625
20080605,13.105892304048465
20080606,13.379724488526135
20080607,13.379724488526135
20080608,13.379724488526135
20080609,14.063111479832454
20080610,13.44372306328173
20080611,14.055006811944144
20080612,13.6947056474658
20080613,12.74364838419743
20080614,12.74364838419743
20080615,12.74364838419743
20080616,11.930644798200092
20080617,12.46367907648547
20080618,12.289617574696983
20080619,12.350350984184836
20080620,13.019561822204924
20080621,13.019561822204924
20080622,13.019561822204924
20080623,13.425266130624669
20080624,13.796053539014576
20080625,13.086662260203168
20080626,14.079931379194814
20080627,14.528563709004787
20080628,14.528563709004787
20080629,14.528563709004787
20080630,12.725633259968406
20080701,13.636019248437115
20080702,13.787643413158788
20080703,14.23037712722043
20080704,14.23037712722043
20080705,14.23037712722043
20080706,14.23037712722043
20080707,15.410631900694993
20080708,13.90267225979041
20080709,14.477254950823447
20080710,14.15137913273874
20080711,14.491402378206466
20080712,14.491402378206466
20080713,14.491402378206466
20080714,14.91779447141621
20080715,15.425187594578588
20080716,12.797451537592051
20080717,12.121469785534908
20080718,12.24457982934206
20080719,12.24457982934206
20080720,12.24457982934206
20080721,12.171368299869252
20080722,11.530214015317986
20080723,9.877867188996156
20080724,10.636839016143723
20080725,10.004345106587943
20080726,10.004345106587943
20080727,10.004345106587943
20080728,10.833734989835113
20080729,10.104164010147748
20080730,9.6577833549056
20080731,9.973604434489113
20080801,10.20811212165261
20080802,10.20811212165261
20080803,10.20811212165261
20080804,11.774885004066519
20080805,11.30346262089696
20080806,10.997043571892457
20080807,23.923706028192182
20080808,16.031384510663724
20080809,16.031384510663724
20080810,16.031384510663724
20080811,15.010649229875646
20080812,15.863037608340331
20080813,18.031690308664473
20080814,17.31066229568391
20080815,17.85391104406334
20080816,17.85391104406334
20080817,17.85391104406334
20080818,17.964894853634323
20080819,18.299431280618535
20080820,17.557662072072127
20080821,19.07169470396173
20080822,17.60983583208762
20080823,17.60983583208762
20080824,17.60983583208762
20080825,19.111235763254044
20080826,18.8935394552419
20080827,19.666780791050314
20080828,18.41415618964406
20080829,10.108011505847422
20080830,10.108011505847422
20080831,10.108011505847422
20080901,10.39458351106487
20080902,10.777217068147817
20080903,10.939466185756734
20080904,11.629353281360846
20080905,11.634975927897905
20080906,11.634975927897905
20080907,11.634975927897905
20080908,11.630373776631812
20080909,12.266589620703874
20080910,11.688211143023745
20080911,11.567681447625402
20080912,11.507608080479677
20080913,11.507608080479677
20080914,11.507608080479677
20080915,11.888228290870233
20080916,12.5865151803695
20080917,14.21921117195288
20080918,12.640771729497464
20080919,9.894362827309363
20080920,9.894362827309363
20080921,9.894362827309363
20080922,10.947701613083243
