Date,American Tower Corp
20040725,2.1109178674247393
20040726,2.315574224059204
20040727,1.8457416650717695
20040728,1.8096889125562385
20040729,1.9819893193805211
20040730,1.9098797919737287
20040731,1.9098797919737287
20040801,1.9382898247198206
20040802,2.0224524112801485
20040803,2.157588109161847
20040804,2.180261852863724
20040805,2.378561340178272
20040806,2.282625993101473
20040807,2.282625993101473
20040808,2.282625993101473
20040809,2.2160143806300847
20040810,1.961478204278225
20040811,1.910927145044168
20040812,1.7150676129582993
20040813,1.6895975190978454
20040814,1.6895975190978454
20040815,1.6895975190978454
20040816,1.5592664768038527
20040817,1.7334163490559953
20040818,1.6571021537205912
20040819,1.638440992450793
20040820,1.5879731647609705
20040821,1.5879731647609705
20040822,1.5879731647609705
20040823,1.6400891303703307
20040824,1.7148414259377285
20040825,1.583271425147726
20040826,1.6297002455779497
20040827,1.5128018009580755
20040828,1.5128018009580755
20040829,1.5128018009580755
20040830,1.5424073372443239
20040831,1.4951100302816696
20040901,1.4800164202223856
20040902,1.476829754361373
20040903,1.503861682833419
20040904,1.503861682833419
20040905,1.503861682833419
20040906,1.503861682833419
20040907,1.4482058878868436
20040908,1.466569349094255
20040909,1.4640504055016204
20040910,1.4504773675387688
20040911,1.4504773675387688
20040912,1.4504773675387688
20040913,1.4072388565422704
20040914,1.44039670718239
20040915,1.5152777300732823
20040916,1.4798473093397777
20040917,1.4680768039162952
20040918,1.4680768039162952
20040919,1.4680768039162952
20040920,1.4284032454116453
20040921,1.46318553740019
20040922,1.5820454643325326
20040923,1.6256179109500648
20040924,1.5891932617294042
20040925,1.5891932617294042
20040926,1.5891932617294042
20040927,1.629899924353122
20040928,1.5824998831416928
20040929,1.4477050462820127
20040930,1.2384520387451712
20041001,1.285354843832141
20041002,1.285354843832141
20041003,1.285354843832141
20041004,1.2468876507481952
20041005,1.1961370861385088
20041006,1.162862594221277
20041007,1.1848021128073594
20041008,1.1536482717380057
20041009,1.1536482717380057
20041010,1.1536482717380057
20041011,1.03601654477138
20041012,0.943233702608051
20041013,0.9782492450510294
20041014,0.9819854203250252
20041015,0.9582806342256266
20041016,0.9582806342256266
20041017,0.9582806342256266
20041018,0.9335876708062245
20041019,0.9516678699980088
20041020,0.9552714833040696
20041021,0.918012035716189
20041022,0.9176786355772278
20041023,0.9176786355772278
20041024,0.9176786355772278
20041025,0.9541169477350585
20041026,0.919244351345105
20041027,0.8764266234484303
20041028,0.8487790390723831
20041029,0.7007108612196273
20041030,0.7007108612196273
20041031,0.7007108612196273
20041101,0.7038481085678562
20041102,0.6512861113777204
20041103,0.663976042552981
20041104,0.6625599975899057
20041105,0.6817020086453766
20041106,0.6817020086453766
20041107,0.6817020086453766
20041108,0.6855765198290326
20041109,0.5566754557472599
20041110,0.5501980005367767
20041111,0.49413408672645526
20041112,0.5201717181684241
20041113,0.5201717181684241
20041114,0.5201717181684241
20041115,0.5614058200830173
20041116,0.6050506948671391
20041117,0.5856343853702831
20041118,0.5330849331190497
20041119,0.5723537477408502
20041120,0.5723537477408502
20041121,0.5723537477408502
20041122,0.5343555201606831
20041123,0.5624439837202498
20041124,0.5200414443217402
20041125,0.5200414443217402
20041126,0.5551120868851963
20041127,0.5551120868851963
20041128,0.5551120868851963
20041129,0.5176888224239101
20041130,0.46468178471519805
20041201,0.4609104237892542
20041202,0.43986044163376836
20041203,0.4417767011748009
20041204,0.4417767011748009
20041205,0.4417767011748009
20041206,0.43401994635971325
20041207,0.4819279621924985
20041208,0.5082670150906444
20041209,0.5353249493403862
20041210,0.5424856076248898
20041211,0.5424856076248898
20041212,0.5424856076248898
20041213,0.5278438495504121
20041214,0.5192571358836247
20041215,0.4524092944995785
20041216,0.44737278928595386
20041217,0.43243060431145464
20041218,0.43243060431145464
20041219,0.43243060431145464
20041220,0.44403011505457907
20041221,0.4346923238857236
20041222,0.4395352375325751
20041223,0.4575516217040224
20041224,0.4575516217040224
20041225,0.4575516217040224
20041226,0.4575516217040224
20041227,0.4816110054494592
20041228,0.4930757864805917
20041229,0.4796299520712986
20041230,0.4524458230289881
20041231,0.42714994916847593
20050101,0.4342601897681909
20050102,0.4342601897681909
20050103,0.45394183917848746
20050104,0.47273268800344165
20050105,0.4838313160784838
20050106,0.4674474442502213
20050107,0.433954767346493
20050108,0.433954767346493
20050109,0.433954767346493
20050110,0.3882717101222248
20050111,0.39156293156625943
20050112,0.40510222796271234
20050113,0.4151193183099277
20050114,0.39319195458581674
20050115,0.39319195458581674
20050116,0.39319195458581674
20050117,0.39319195458581674
20050118,0.36507819987367435
20050119,0.37131510904090637
20050120,0.38396507949445013
20050121,0.39314971563242235
20050122,0.39314971563242235
20050123,0.39314971563242235
20050124,0.41021451510865625
20050125,0.4287166260141716
20050126,0.42591549615247504
20050127,0.4172830894506608
20050128,0.41799428914401415
20050129,0.41799428914401415
20050130,0.41799428914401415
20050131,0.3172547075654676
20050201,0.3152580681814791
20050202,0.33383098417942053
20050203,0.3442278631361536
20050204,0.333244182264247
20050205,0.333244182264247
20050206,0.333244182264247
20050207,0.34566239278891503
20050208,0.3182955918587541
20050209,0.3516830399412516
20050210,0.3610352300980459
20050211,0.35010829396468013
20050212,0.35010829396468013
20050213,0.35010829396468013
20050214,0.34432575824559825
20050215,0.35028274818735566
20050216,0.2964192853816717
20050217,0.3010268361215023
20050218,0.28156965557176483
20050219,0.28156965557176483
20050220,0.28156965557176483
20050221,0.28156965557176483
20050222,0.2900022128599034
20050223,0.2983037827014253
20050224,0.29734372893473726
20050225,0.2821933483639989
20050226,0.2821933483639989
20050227,0.2821933483639989
20050228,0.27285640254877885
20050301,0.2564845839591536
20050302,0.26123575526758785
20050303,0.25182718503513596
20050304,0.2516569671852527
20050305,0.2516569671852527
20050306,0.2516569671852527
20050307,0.2406865942798802
20050308,0.24035909037869976
20050309,0.2624203703021043
20050310,0.259453608805366
20050311,0.24112664129685163
20050312,0.24112664129685163
20050313,0.24112664129685163
20050314,0.24442253609754136
20050315,0.2579169682441949
20050316,0.252052299010261
20050317,0.2562682237544218
20050318,0.2457925308263363
20050319,0.2457925308263363
20050320,0.2457925308263363
20050321,0.25794485913265003
20050322,0.2695158538304244
20050323,0.28815265418408276
20050324,0.28554595114353687
20050325,0.28554595114353687
20050326,0.28554595114353687
20050327,0.28554595114353687
20050328,0.28707182023271993
20050329,0.3093476942706763
20050330,0.38531977197895095
20050331,0.2975085009263221
20050401,0.30479793396841587
20050402,0.30479793396841587
20050403,0.30479793396841587
20050404,0.3187784350948753
20050405,0.31212029441277717
20050406,0.31215573578862377
20050407,0.31544306019626583
20050408,0.31840475230167214
20050409,0.31840475230167214
20050410,0.31840475230167214
20050411,0.32735949001992914
20050412,0.32679957029091433
20050413,0.32901181108723543
20050414,0.35783256312374334
20050415,0.37026755262282485
20050416,0.37026755262282485
20050417,0.37026755262282485
20050418,0.35938139502998073
20050419,0.3475107147818774
20050420,0.38638480740641223
20050421,0.384650422582785
20050422,0.3701539110321213
20050423,0.3701539110321213
20050424,0.3701539110321213
20050425,0.371860562737672
20050426,0.35518002086028433
20050427,0.34021700993131027
20050428,0.37069029662612313
20050429,0.27236611061212385
20050430,0.27236611061212385
20050501,0.2772926072019324
20050502,0.2954081385079653
20050503,0.2775914289160885
20050504,0.280271453782939
20050505,0.2642811372982421
20050506,0.2814605290802666
20050507,0.2814605290802666
20050508,0.2814605290802666
20050509,0.283877049546315
20050510,0.2347307199491215
20050511,0.23095575325689188
20050512,0.23663657824340478
20050513,0.2520520717146615
20050514,0.2520520717146615
20050515,0.2520520717146615
20050516,0.2669229013192191
20050517,0.2540365379849817
20050518,0.23151027912564734
20050519,0.22423211569449214
20050520,0.22432872558808914
20050521,0.22432872558808914
20050522,0.22432872558808914
20050523,0.20998216514043672
20050524,0.21314726879786097
20050525,0.21379753835180249
20050526,0.20100615943555683
20050527,0.18861990055807845
20050528,0.18861990055807845
20050529,0.18861990055807845
20050530,0.18861990055807845
20050531,0.15156538366381944
20050601,0.15689124948013278
20050602,0.14549639184170726
20050603,0.13245732497315052
20050604,0.13245732497315052
20050605,0.13245732497315052
20050606,0.13587563660974236
20050607,0.12453351583763624
20050608,0.137646839693461
20050609,0.13786047876192956
20050610,0.13924237646869275
20050611,0.13924237646869275
20050612,0.13924237646869275
20050613,0.13931298889042001
20050614,0.12764883889286488
20050615,0.125265859729554
20050616,0.11431925455626656
20050617,0.12041308383528943
20050618,0.12041308383528943
20050619,0.12041308383528943
20050620,0.11537814689975326
20050621,0.11241041879334529
20050622,0.09506465066866558
20050623,0.08964493436488884
20050624,0.08499873814694661
20050625,0.08499873814694661
20050626,0.08499873814694661
20050627,0.08289877401242225
20050628,0.07857501071113827
20050629,0.0774905399465858
20050630,0.06833361366016791
20050701,0.0716952212092072
20050702,0.0716952212092072
20050703,0.0716952212092072
20050704,0.0716952212092072
20050705,0.07004475642219515
20050706,0.0648972873982855
20050707,0.062287228862267216
20050708,0.06263307302700881
20050709,0.06263307302700881
20050710,0.06263307302700881
20050711,0.06385899660748898
20050712,0.06214957493175958
20050713,0.06600433876636856
20050714,0.06564446497009083
20050715,0.0656153793772416
20050716,0.0656153793772416
20050717,0.0656153793772416
20050718,0.06807197880257772
20050719,0.06847057227881792
20050720,0.06388696106615069
20050721,0.0684236359607648
20050722,0.06634467398568017
20050723,0.06634467398568017
20050724,0.06634467398568017
20050725,0.06758632452134321
20050726,0.06559662918664884
20050727,0.05723727696065718
20050728,0.04664987993455272
20050729,0.032388985068777985
20050730,0.032388985068777985
20050731,0.032388985068777985
20050801,0.03420062898942365
20050802,0.037224382630078934
20050803,0.03239681130503907
20050804,0.03317801892126728
20050805,0.03533362758283362
20050806,0.03533362758283362
20050807,0.03533362758283362
20050808,0.10049299306584092
20050809,0.09633244930584069
20050810,0.08897455681878091
20050811,0.0049032
20050812,0.0057125
20050813,0.0057125
20050814,0.0057125
20050815,0.0055477
20050816,0.0052604
20050817,0.0052253
20050818,0.0051088
20050819,0.0048489
20050820,0.0048489
20050821,0.0048489
20050822,0.0045673
20050823,0.0044067
20050824,0.0042589
20050825,0.0042149
20050826,0.0042511
20050827,0.0042511
20050828,0.0042511
20050829,0.0041951
20050830,0.0040555
20050831,1.3490025758900865
20050901,1.3492861999578147
20050902,1.4001256304481178
20050903,1.4001256304481178
20050904,1.4001256304481178
20050905,1.4001256304481178
20050906,1.409936548709613
20050907,1.369542030548328
20050908,1.313790719830328
20050909,1.3126240312829622
20050910,1.3126240312829622
20050911,1.3126240312829622
20050912,1.3453152051576853
20050913,1.2953011091438018
20050914,1.353793245338137
20050915,1.329602575505232
20050916,1.3319964359140422
20050917,1.3319964359140422
20050918,1.3319964359140422
20050919,1.3745803878758738
20050920,1.4590281896206752
20050921,1.5144566411951446
20050922,1.5516665074172482
20050923,1.5250522436385223
20050924,1.5250522436385223
20050925,1.5250522436385223
20050926,1.4943519707775852
20050927,1.498376350560444
20050928,1.492120048607921
20050929,1.4397680172715361
20050930,1.4210103098284665
20051001,1.449307799077169
20051002,1.449307799077169
20051003,1.4692763160388533
20051004,1.4776675057432458
20051005,1.5604362406797612
20051006,1.5642876514566553
20051007,1.562671588172863
20051008,1.562671588172863
20051009,1.562671588172863
20051010,1.6608815557683712
20051011,1.7148031032580875
20051012,1.7374032879896055
20051013,1.7527891302636072
20051014,1.726563482174838
20051015,1.726563482174838
20051016,1.726563482174838
20051017,1.739087389967973
20051018,1.8180235557115583
20051019,1.8076937103060975
20051020,1.859027056566724
20051021,1.8013276502252087
20051022,1.8013276502252087
20051023,1.8013276502252087
20051024,1.7902527351179167
20051025,1.8070833615955209
20051026,1.924831934155505
20051027,1.8923878901117968
20051028,1.8434575604623336
20051029,1.8434575604623336
20051030,1.8434575604623336
20051031,1.8133232063316178
20051101,1.6731520783919476
20051102,1.6415622795003801
20051103,1.6333611203937273
20051104,1.6524347981089555
20051105,1.6524347981089555
20051106,1.6524347981089555
20051107,1.7148289522394216
20051108,1.6289147270334843
20051109,1.481534919074552
20051110,1.3928503770053513
20051111,1.3477417587711549
20051112,1.3477417587711549
20051113,1.3477417587711549
20051114,1.3861948625443699
20051115,1.4702596076764147
20051116,1.5121943008852856
20051117,1.4445131260231785
20051118,1.4640572299500285
20051119,1.4640572299500285
20051120,1.4640572299500285
20051121,1.4585341714996656
20051122,1.4346479984550853
20051123,1.461907367017713
20051124,1.461907367017713
20051125,1.481550068064486
20051126,1.481550068064486
20051127,1.481550068064486
20051128,1.4677361171927357
20051129,1.4293229065116546
20051130,2.400208019843861
20051201,2.4041332165024993
20051202,2.345296821668693
20051203,2.345296821668693
20051204,2.345296821668693
20051205,2.3539853561485216
20051206,2.4173796618001546
20051207,2.543525148945801
20051208,2.5251159592443293
20051209,2.5325195493948875
20051210,2.5325195493948875
20051211,2.5325195493948875
20051212,2.5687746428353955
20051213,2.686177513884684
20051214,2.6447876622167374
20051215,2.7131829589248158
20051216,2.7047523052373075
20051217,2.7047523052373075
20051218,2.7047523052373075
20051219,2.8034312694269907
20051220,2.8313439421354882
20051221,2.795398063440744
20051222,2.8088880965728285
20051223,2.8094453161716695
20051224,2.8094453161716695
20051225,2.8094453161716695
20051226,2.8094453161716695
20051227,2.8564756477170667
20051228,2.85833358174966
20051229,2.9258687251208593
20051230,2.849075920183424
20051231,2.849075920183424
20060101,2.908937118312319
20060102,2.908937118312319
20060103,2.9817778396671417
20060104,2.8406997449182247
20060105,2.8851722926565673
20060106,2.820404200406406
20060107,2.820404200406406
20060108,2.820404200406406
20060109,2.746083526536469
20060110,2.7642726784278198
20060111,2.697303174025174
20060112,2.7797261142420133
20060113,2.878366718965299
20060114,2.878366718965299
20060115,2.878366718965299
20060116,2.878366718965299
20060117,2.9971528941965637
20060118,3.0106740574270523
20060119,2.818235622679837
20060120,2.960796886284586
20060121,2.960796886284586
20060122,2.960796886284586
20060123,3.040959373538727
20060124,2.88311551413466
20060125,2.995992129050534
20060126,3.0037742418740687
20060127,2.990171970106544
20060128,2.990171970106544
20060129,2.990171970106544
20060130,3.006988636962231
20060131,2.745273081176274
20060201,2.7858321463058315
20060202,2.8414906393848756
20060203,2.8589305339905873
20060204,2.8589305339905873
20060205,2.8589305339905873
20060206,2.7888028866778556
20060207,2.829726897663088
20060208,2.8054338935016405
20060209,3.023674458118398
20060210,2.873642029423383
20060211,2.873642029423383
20060212,2.873642029423383
20060213,3.0752788843455714
20060214,3.139626359574681
20060215,2.9816166179328367
20060216,2.9483486173934232
20060217,3.010745031883385
20060218,3.010745031883385
20060219,3.010745031883385
20060220,3.010745031883385
20060221,3.02494187892006
20060222,3.0963885982455257
20060223,3.1497062290097366
20060224,3.0012988086348886
20060225,3.0012988086348886
20060226,3.0012988086348886
20060227,3.1425790638410045
20060228,3.1373716558624234
20060301,3.3183400180190317
20060302,3.3355812730498915
20060303,3.5157421958496995
20060304,3.5157421958496995
20060305,3.5157421958496995
20060306,3.589297712362443
20060307,3.7387636188577145
20060308,3.749680988508235
20060309,3.89385069749057
20060310,3.777862578007921
20060311,3.777862578007921
20060312,3.777862578007921
20060313,3.8987527344230837
20060314,3.852780813226086
20060315,4.059034271253885
20060316,4.119987166224229
20060317,3.9822414988202324
20060318,3.9822414988202324
20060319,3.9822414988202324
20060320,4.121879521448204
20060321,4.123610889032989
20060322,4.197833023389605
20060323,4.237660493696449
20060324,4.289206647387614
20060325,4.289206647387614
20060326,4.289206647387614
20060327,4.562632829129295
20060328,4.739871220097338
20060329,4.765628781086206
20060330,4.817860347884752
20060331,4.5875794378912635
20060401,4.688875858700838
20060402,4.688875858700838
20060403,4.725506137749575
20060404,4.8488064333949366
20060405,4.961086695867711
20060406,4.592446459568279
20060407,4.40615734714181
20060408,4.40615734714181
20060409,4.40615734714181
20060410,4.335831126939853
20060411,4.4397888411870285
20060412,4.599567705334853
20060413,4.5255482785240115
20060414,4.5255482785240115
20060415,4.5255482785240115
20060416,4.5255482785240115
20060417,4.849712248498614
20060418,4.888726190297391
20060419,4.688058004664526
20060420,4.832117328469292
20060421,4.557681502783619
20060422,4.557681502783619
20060423,4.557681502783619
20060424,4.75093054452072
20060425,4.593751255159206
20060426,4.242537349273095
20060427,4.394817840953391
20060428,4.562144870542517
20060429,4.562144870542517
20060430,4.562144870542517
20060501,4.4489739617739525
20060502,4.596566008163154
20060503,4.600635999043738
20060504,4.435203164667734
20060505,4.4912009616717
20060506,4.4912009616717
20060507,4.4912009616717
20060508,4.640623521784912
20060509,4.701191401547716
20060510,4.915678811808544
20060511,4.999685659342721
20060512,5.460747176167662
20060513,5.460747176167662
20060514,5.460747176167662
20060515,5.626020413826794
20060516,5.49875812373135
20060517,5.915819868222971
20060518,6.264386593360504
20060519,6.653570813945428
20060520,6.653570813945428
20060521,6.653570813945428
20060522,7.4548312574391
20060523,7.1462704332013365
20060524,7.140622394355444
20060525,6.857620496530404
20060526,6.719678538397951
20060527,6.719678538397951
20060528,6.719678538397951
20060529,6.719678538397951
20060530,7.3961571724240915
20060531,7.291243491070097
20060601,7.266072878879352
20060602,7.405581963318825
20060603,7.405581963318825
20060604,7.405581963318825
20060605,7.778509935721595
20060606,8.049728231755847
20060607,8.252701561695442
20060608,8.272078154531188
20060609,8.520642541936288
20060610,8.520642541936288
20060611,8.520642541936288
20060612,9.512387537700118
20060613,9.536299245157657
20060614,9.004887440218605
20060615,8.505050521407165
20060616,8.718970446226061
20060617,8.718970446226061
20060618,8.718970446226061
20060619,9.07410724902868
20060620,9.323046255604547
20060621,8.711816136319067
20060622,8.912291502223365
20060623,8.60537838708281
20060624,8.60537838708281
20060625,8.60537838708281
20060626,9.2666746117284
20060627,9.794515839596064
20060628,9.639292552043285
20060629,9.16477167637033
20060630,9.266616565535472
20060701,9.48102380431833
20060702,9.48102380431833
20060703,8.937888494605634
20060704,8.937888494605634
20060705,9.080857417663404
20060706,8.973583328253534
20060707,9.656641393617754
20060708,9.656641393617754
20060709,9.656641393617754
20060710,10.319915199236386
20060711,9.901136325910851
20060712,9.986803078487148
20060713,10.017889945500647
20060714,10.609712843612966
20060715,10.609712843612966
20060716,10.609712843612966
20060717,10.121431051565722
20060718,10.060924537521096
20060719,9.74944066088772
20060720,9.83605723575409
20060721,10.291601092665152
20060722,10.291601092665152
20060723,10.291601092665152
20060724,10.080652720922638
20060725,10.044589827223563
20060726,10.196305784662385
20060727,10.755861091420266
20060728,9.58510242541245
20060729,9.58510242541245
20060730,9.58510242541245
20060731,9.793044301363343
20060801,10.16759615568814
20060802,9.853222102624203
20060803,9.878424293083379
20060804,10.43476167263874
20060805,10.43476167263874
20060806,10.43476167263874
20060807,10.133555688820799
20060808,9.561755390390724
20060809,10.976511040198233
20060810,10.979429784791234
20060811,11.18181075754051
20060812,11.18181075754051
20060813,11.18181075754051
20060814,11.347784703389866
20060815,10.980451390334451
20060816,10.728362254415774
20060817,10.661788943721978
20060818,10.610683654765484
20060819,10.610683654765484
20060820,10.610683654765484
20060821,10.879571035119255
20060822,10.846469033626208
20060823,10.690071351698235
20060824,10.799765652948393
20060825,10.748466379979996
20060826,10.748466379979996
20060827,10.748466379979996
20060828,10.73348059210762
20060829,10.723143601731131
20060830,10.705788122059817
20060831,2.5233659706791673
20060901,2.6223789635310704
20060902,2.6223789635310704
20060903,2.6223789635310704
20060904,2.6223789635310704
20060905,2.640571972955323
20060906,2.649255086264083
20060907,2.701198700742311
20060908,2.6987263429838952
20060909,2.6987263429838952
20060910,2.6987263429838952
20060911,2.5509298991664475
20060912,2.5239902352708214
20060913,2.492503885563523
20060914,2.439000187728234
20060915,2.428145469250772
20060916,2.428145469250772
20060917,2.428145469250772
20060918,2.473387964417156
20060919,2.606160398546687
20060920,2.592085194937869
20060921,2.5280802019967195
20060922,2.5169199048900905
20060923,2.5169199048900905
20060924,2.5169199048900905
20060925,2.4839414348473174
20060926,2.544634314335524
20060927,2.6051968099055256
20060928,2.525790075212273
20060929,2.4616142755115016
20060930,2.4616142755115016
20061001,2.520797797930426
20061002,2.6479308191315414
20061003,2.6385816429553572
20061004,2.611031940411527
20061005,2.5585203988819267
20061006,2.5508452729783353
20061007,2.5508452729783353
20061008,2.5508452729783353
20061009,2.4636061858580165
20061010,2.4410085151068155
20061011,2.411702348018667
20061012,2.4017375383545585
20061013,2.387164575505114
20061014,2.387164575505114
20061015,2.387164575505114
20061016,2.355238582088208
20061017,2.4427735353734903
20061018,2.5219490386373913
20061019,2.493457260957986
20061020,2.473763990668081
20061021,2.473763990668081
20061022,2.473763990668081
20061023,2.6327560947619024
20061024,2.7430001282070355
20061025,2.8076149276407674
20061026,2.5297530792589984
20061027,2.5914827846939446
20061028,2.5914827846939446
20061029,2.5914827846939446
20061030,2.754016081633344
20061031,2.678346585063782
20061101,2.72980577726347
20061102,2.4856199044335363
20061103,2.479129607769979
20061104,2.479129607769979
20061105,2.479129607769979
20061106,2.4272690200077016
20061107,2.381997208653022
20061108,2.455665042671342
20061109,2.5011668069687736
20061110,2.6711875434197054
20061111,2.6711875434197054
20061112,2.6711875434197054
20061113,2.6310602458995858
20061114,2.5891964663808937
20061115,2.3658575834320623
20061116,2.3774116279890523
20061117,2.371914803430627
20061118,2.371914803430627
20061119,2.371914803430627
20061120,2.3669089719858585
20061121,2.2438107935920573
20061122,2.2807278545263654
20061123,2.2807278545263654
20061124,2.2624554243488793
20061125,2.2624554243488793
20061126,2.2624554243488793
20061127,2.3218542109901263
20061128,2.4247963350540167
20061129,2.030330385125553
20061130,0.07598686297211714
20061201,0.07846102427683864
20061202,0.07846102427683864
20061203,0.07846102427683864
20061204,0.07781995940071358
20061205,0.08107016249214777
20061206,0.07717399882939108
20061207,0.08019767360842438
20061208,0.08240458042937637
20061209,0.08240458042937637
20061210,0.08240458042937637
20061211,0.07613895735420342
20061212,0.08400011466729645
20061213,0.08772420856126736
20061214,0.0890987597890106
20061215,0.08278476412654115
20061216,0.08278476412654115
20061217,0.08278476412654115
20061218,0.08157175159296874
20061219,0.07817703146979466
20061220,0.08019592214350295
20061221,0.08332433368756823
20061222,0.08646775345369181
20061223,0.08646775345369181
20061224,0.08646775345369181
20061225,0.08646775345369181
20061226,0.08529966368975868
20061227,0.08454060386418426
20061228,0.07847901035696712
20061229,0.08095499861464564
20061230,0.08095499861464564
20061231,0.08095499861464564
20070101,0.08296228363372632
20070102,0.08296228363372632
20070103,0.07449689060829967
20070104,0.07529975264028838
20070105,0.0770814706826454
20070106,0.0770814706826454
20070107,0.0770814706826454
20070108,0.06739142221650468
20070109,0.06298934408017545
20070110,0.061830326167992326
20070111,0.060924544211870074
20070112,0.05914754578339025
20070113,0.05914754578339025
20070114,0.05914754578339025
20070115,0.05914754578339025
20070116,0.05829808013208527
20070117,0.058785189361087224
20070118,0.05810593501875489
20070119,0.05609291369134573
20070120,0.05609291369134573
20070121,0.05609291369134573
20070122,0.057899440904481896
20070123,0.05539070051206097
20070124,0.05507624099467201
20070125,0.055039409969757425
20070126,0.05438980308498932
20070127,0.05438980308498932
20070128,0.05438980308498932
20070129,0.0560929337043131
20070130,0.0548157432996893
20070131,0.04070518533379282
20070201,0.04085605587221862
20070202,0.04139496783203113
20070203,0.04139496783203113
20070204,0.04139496783203113
20070205,0.04046204765637963
20070206,0.04012821664296303
20070207,0.04006048705463508
20070208,0.03955132124917782
20070209,0.040117322372801745
20070210,0.040117322372801745
20070211,0.040117322372801745
20070212,0.04110429577827616
20070213,0.041090078632353574
20070214,0.040584473330245036
20070215,0.03800361049207702
20070216,0.03694035275919549
20070217,0.03694035275919549
20070218,0.03694035275919549
20070219,0.03694035275919549
20070220,0.034428101448421955
20070221,0.035206565512855455
20070222,0.03561602490546421
20070223,0.036038284184446566
20070224,0.036038284184446566
20070225,0.036038284184446566
20070226,0.034672863487116866
20070227,0.03945760904928315
20070228,0.0360253462787162
20070301,0.03999326909932597
20070302,0.04221496827521069
20070303,0.04221496827521069
20070304,0.04221496827521069
20070305,0.044107032924151336
20070306,0.04082081837905877
20070307,0.04150912193156165
20070308,0.040736595437977544
20070309,0.04151712074684685
20070310,0.04151712074684685
20070311,0.04151712074684685
20070312,0.03737135088902899
20070313,0.040482570735300955
20070314,0.04047763278985836
20070315,0.04079789464264121
20070316,0.040303428037733534
20070317,0.040303428037733534
20070318,0.040303428037733534
20070319,0.03887391300020702
20070320,0.038066706415733585
20070321,0.0339370927857236
20070322,0.03322088164138595
20070323,0.03192737572938309
20070324,0.03192737572938309
20070325,0.03192737572938309
20070326,0.031701077938090266
20070327,0.03353759156297914
20070328,0.03568587269963118
20070329,0.03467722442973195
20070330,0.034713076140252826
20070331,0.034713076140252826
20070401,0.03559980912148816
20070402,0.035140526782460366
20070403,0.0343153678090066
20070404,0.03449818069385227
20070405,0.033549100530692405
20070406,0.033549100530692405
20070407,0.033549100530692405
20070408,0.033549100530692405
20070409,0.033103699266521396
20070410,0.032562343144252014
20070411,0.03233614533617292
