Date,Bridge Capital Holdings
20051222,8.836910626950198
20051223,9.62613550804402
20051224,9.62613550804402
20051225,9.62613550804402
20051226,9.62613550804402
20051227,10.313952808241478
20051228,9.451840097132505
20051229,10.029579088183938
20051230,7.330470571211734
20051231,7.330470571211734
20060101,7.484874678368956
20060102,7.484874678368956
20060103,7.291250684262997
20060104,8.130790158910504
20060105,7.847952858993027
20060106,8.477949012922561
20060107,8.477949012922561
20060108,8.477949012922561
20060109,8.631888297666881
20060110,8.21069272243888
20060111,8.17384668790036
20060112,8.64099187242714
20060113,8.60020115727873
20060114,8.60020115727873
20060115,8.60020115727873
20060116,8.60020115727873
20060117,8.671175815261124
20060118,8.068688382427812
20060119,8.66361851384098
20060120,8.59855187581723
20060121,8.59855187581723
20060122,8.59855187581723
20060123,9.089672198593066
20060124,9.144984750089842
20060125,9.508344076872895
20060126,9.799580390797015
20060127,9.83529842441982
20060128,9.83529842441982
20060129,9.83529842441982
20060130,9.669147759605858
20060131,6.869163891294505
20060201,6.9879725422395085
20060202,7.184511001555718
20060203,6.96211035585722
20060204,6.96211035585722
20060205,6.96211035585722
20060206,6.173880851296036
20060207,6.161909928726127
20060208,5.863044555704275
20060209,5.907968414987586
20060210,5.684653540162758
20060211,5.684653540162758
20060212,5.684653540162758
20060213,5.289647466603973
20060214,5.6295466409460335
20060215,5.177859672242956
20060216,5.152932592172644
20060217,5.435041686299006
20060218,5.435041686299006
20060219,5.435041686299006
20060220,5.435041686299006
20060221,5.028137530186526
20060222,5.017184769587423
20060223,5.198622391238807
20060224,5.341134564306363
20060225,5.341134564306363
20060226,5.341134564306363
20060227,5.723911995281757
20060228,4.618540798961375
20060301,4.816651698769603
20060302,5.003877256811401
20060303,5.115562488105616
20060304,5.115562488105616
20060305,5.115562488105616
20060306,5.042052180333957
20060307,4.5083771894044204
20060308,4.610699806213266
20060309,5.18947221844346
20060310,5.123968405704335
20060311,5.123968405704335
20060312,5.123968405704335
20060313,5.425546773601414
20060314,5.4344425931899405
20060315,5.412177793427677
20060316,5.514124836666301
20060317,5.3228339238893945
20060318,5.3228339238893945
20060319,5.3228339238893945
20060320,5.510851327540385
20060321,5.237468099158231
20060322,5.580854187287811
20060323,5.57837026972909
20060324,5.578988665416234
20060325,5.578988665416234
20060326,5.578988665416234
20060327,5.569359302875343
20060328,5.331694382563054
20060329,5.286344222367777
20060330,4.587897281456563
20060331,4.460563334080059
20060401,4.559180207611196
20060402,4.559180207611196
20060403,4.590977797126464
20060404,4.611062157954065
20060405,5.158224568363408
20060406,5.336879852088915
20060407,5.143560089445299
20060408,5.143560089445299
20060409,5.143560089445299
20060410,5.174052914130439
20060411,5.061931233288785
20060412,5.046975033752599
20060413,4.806255297993376
20060414,4.806255297993376
20060415,4.806255297993376
20060416,4.806255297993376
20060417,4.840381210511702
20060418,4.883477871103614
20060419,5.219561372209323
20060420,5.723033237002425
20060421,5.697336696896409
20060422,5.697336696896409
20060423,5.697336696896409
20060424,5.668727690391516
20060425,5.881761838692083
20060426,5.977178269093634
20060427,5.352062943419665
20060428,5.050322804840042
20060429,5.050322804840042
20060430,5.050322804840042
20060501,5.306415487022167
20060502,5.207326585590462
20060503,5.8834374821661966
20060504,5.181715063767019
20060505,5.073659681372112
20060506,5.073659681372112
20060507,5.073659681372112
20060508,5.275863885076974
20060509,5.152742393914829
20060510,4.840595711661483
20060511,4.960447905783861
20060512,4.685965792173653
20060513,4.685965792173653
20060514,4.685965792173653
20060515,4.791105438842208
20060516,4.752711315331746
20060517,4.754998566905644
20060518,4.699510626027989
20060519,4.755996475598981
20060520,4.755996475598981
20060521,4.755996475598981
20060522,4.931309951982252
20060523,5.176135303276898
20060524,5.566270360309086
20060525,5.776450483067118
20060526,5.607879188335733
20060527,5.607879188335733
20060528,5.607879188335733
20060529,5.607879188335733
20060530,5.268280171689038
20060531,5.425519133665198
20060601,5.860819654384987
20060602,5.801100823465601
20060603,5.801100823465601
20060604,5.801100823465601
20060605,6.026071095162283
20060606,5.340368249784663
20060607,5.4308920532788045
20060608,5.561132958068391
20060609,5.665640983884438
20060610,5.665640983884438
20060611,5.665640983884438
20060612,5.821409023645971
20060613,5.74545714736352
20060614,5.778123125956096
20060615,5.714405542758399
20060616,5.867981405952229
20060617,5.867981405952229
20060618,5.867981405952229
20060619,5.887632163417149
20060620,5.511652194751937
20060621,5.742658361954639
20060622,5.7208349195085795
20060623,5.721801688936628
20060624,5.721801688936628
20060625,5.721801688936628
20060626,5.746006711720481
20060627,5.6913469950861035
20060628,5.6967628358479985
20060629,6.088662501232789
20060630,5.30730922993126
20060701,5.430112079494642
20060702,5.430112079494642
20060703,5.446895415719754
20060704,5.446895415719754
20060705,5.629543365998396
20060706,5.665673829854177
20060707,5.606425263098961
20060708,5.606425263098961
20060709,5.606425263098961
20060710,5.37195211792931
20060711,5.377162437339197
20060712,5.48203136535293
20060713,5.235896851067637
20060714,5.0856326288067475
20060715,5.0856326288067475
20060716,5.0856326288067475
20060717,5.168596922618537
20060718,5.021276426483683
20060719,5.141155954672531
20060720,7.355917679016473
20060721,7.360845733011998
20060722,7.360845733011998
20060723,7.360845733011998
20060724,7.427486792381858
20060725,7.499513763946171
20060726,7.67482820746329
20060727,7.317504151974285
20060728,7.3496077267878155
20060729,7.3496077267878155
20060730,7.3496077267878155
20060731,6.767054084667398
20060801,6.516828911056521
20060802,6.569489609116235
20060803,6.583174783026818
20060804,6.360491897234174
20060805,6.360491897234174
20060806,6.360491897234174
20060807,6.324305541453133
20060808,6.510816850867969
20060809,6.644632881417146
20060810,6.293654807527155
20060811,6.529407161679279
20060812,6.529407161679279
20060813,6.529407161679279
20060814,6.229747037625332
20060815,6.390737923977417
20060816,6.65217732583993
20060817,6.279508582284732
20060818,6.360893174382906
20060819,6.360893174382906
20060820,6.360893174382906
20060821,6.296887221237029
20060822,6.294736294118117
20060823,6.284591358742532
20060824,6.591900056255754
20060825,6.697451076948205
20060826,6.697451076948205
20060827,6.697451076948205
20060828,6.4321718483195935
20060829,6.345602986747622
20060830,6.39470142752875
20060831,5.336317168678029
20060901,5.420742416189963
20060902,5.420742416189963
